   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_277.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0941479, 0, 8.09124e-21, 0, 1.41421, -8.09124e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24259e-23, 0, 0, 0, 0, 8.06881e-21, 0, 0, 0
0.102032, 0, 1.95632e-20, 0, 1.41421, -1.95632e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.4222e-23, 0, 0, 0, 0, 1.9509e-20, 0, 0, 0
0.109915, 0, 4.65383e-20, 0, 1.41421, -4.65383e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28987e-22, 0, 0, 0, 0, 4.64093e-20, 0, 0, 0
0.117799, 0, 1.08951e-19, 0, 1.41421, -1.08951e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.01972e-22, 0, 0, 0, 0, 1.08649e-19, 0, 0, 0
0.125682, 0, 2.59445e-19, 0, 1.41421, -2.59445e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.19083e-22, 0, 0, 0, 0, 2.58725e-19, 0, 0, 0
0.133566, 0, 5.8723e-19, 0, 1.41421, -5.8723e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62758e-21, 0, 0, 0, 0, 5.85603e-19, 0, 0, 0
0.14145, 0, 1.31101e-18, 0, 1.41421, -1.31101e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.63361e-21, 0, 0, 0, 0, 1.30737e-18, 0, 0, 0
0.149333, 0, 2.88813e-18, 0, 1.41421, -2.88813e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.00483e-21, 0, 0, 0, 0, 2.88013e-18, 0, 0, 0
0.157217, 0, 6.28076e-18, 0, 1.41421, -6.28076e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74079e-20, 0, 0, 0, 0, 6.26336e-18, 0, 0, 0
0.165101, 0, 1.34877e-17, 0, 1.41421, -1.34877e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.73828e-20, 0, 0, 0, 0, 1.34503e-17, 0, 0, 0
0.172984, 0, 2.86105e-17, 0, 1.41421, -2.86105e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.92976e-20, 0, 0, 0, 0, 2.85312e-17, 0, 0, 0
0.180868, 0, 5.99652e-17, 0, 1.41421, -5.99652e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66201e-19, 0, 0, 0, 0, 5.9799e-17, 0, 0, 0
0.188752, 0, 1.24213e-16, 0, 1.41421, -1.24213e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4427e-19, 0, 0, 0, 0, 1.23868e-16, 0, 0, 0
0.196635, 0, 2.54349e-16, 0, 1.41421, -2.54349e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.04957e-19, 0, 0, 0, 0, 2.53644e-16, 0, 0, 0
0.204519, 0, 5.1497e-16, 0, 1.41421, -5.1497e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4273e-18, 0, 0, 0, 0, 5.13543e-16, 0, 0, 0
0.212403, 0, 1.03112e-15, 0, 1.41421, -1.03112e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85786e-18, 0, 0, 0, 0, 1.02826e-15, 0, 0, 0
0.220286, 0, 2.04215e-15, 0, 1.41421, -2.04215e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.66002e-18, 0, 0, 0, 0, 2.03649e-15, 0, 0, 0
0.22817, 0, 4.00123e-15, 0, 1.41421, -4.00123e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10898e-17, 0, 0, 0, 0, 3.99014e-15, 0, 0, 0
0.236053, 0, 7.75699e-15, 0, 1.41421, -7.75699e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14991e-17, 0, 0, 0, 0, 7.73549e-15, 0, 0, 0
0.243937, 0, 1.48815e-14, 0, 1.41421, -1.48815e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12452e-17, 0, 0, 0, 0, 1.48403e-14, 0, 0, 0
0.251821, 0, 2.82564e-14, 0, 1.41421, -2.82564e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.83143e-17, 0, 0, 0, 0, 2.81781e-14, 0, 0, 0
0.259704, 0, 5.31071e-14, 0, 1.41421, -5.31071e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47189e-16, 0, 0, 0, 0, 5.29599e-14, 0, 0, 0
0.267588, 0, 9.88111e-14, 0, 1.41421, -9.88111e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7386e-16, 0, 0, 0, 0, 9.85373e-14, 0, 0, 0
0.275472, 0, 1.82021e-13, 0, 1.41421, -1.82021e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.0448e-16, 0, 0, 0, 0, 1.81516e-13, 0, 0, 0
0.283355, 0, 3.32002e-13, 0, 1.41421, -3.32002e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.20166e-16, 0, 0, 0, 0, 3.31082e-13, 0, 0, 0
0.291239, 0, 5.99659e-13, 0, 1.41421, -5.99659e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66201e-15, 0, 0, 0, 0, 5.97997e-13, 0, 0, 0
0.299123, 0, 1.07263e-12, 0, 1.41421, -1.07263e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97294e-15, 0, 0, 0, 0, 1.06966e-12, 0, 0, 0
0.307006, 0, 1.90023e-12, 0, 1.41421, -1.90023e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.26691e-15, 0, 0, 0, 0, 1.89496e-12, 0, 0, 0
0.31489, 0, 3.33434e-12, 0, 1.41421, -3.33434e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.24228e-15, 0, 0, 0, 0, 3.3251e-12, 0, 0, 0
0.322773, 0, 5.79546e-12, 0, 1.41421, -5.79546e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60651e-14, 0, 0, 0, 0, 5.7794e-12, 0, 0, 0
0.330657, 0, 9.97862e-12, 0, 1.41421, -9.97862e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.76634e-14, 0, 0, 0, 0, 9.95095e-12, 0, 0, 0
0.338541, 0, 1.70209e-11, 1.41531e-43, 1.41421, -1.70209e-11, 0, 1.41531e-43, 1.41531e-43, 1.41531e-43, 1.41531e-43, 1.41531e-43, 1.41531e-43, 1.41531e-43, 1.41531e-43, 1.41531e-43, 1.41531e-43, 4.71924e-14, 1.41531e-43, 1.41531e-43, 1.41531e-43, 1.41531e-43, 1.69738e-11, 1.41531e-43, 1.41531e-43, 1.41531e-43
0.346424, 0, 2.87642e-11, 2.54476e-42, 1.41421, -2.87642e-11, 0, 2.54476e-42, 2.54476e-42, 2.54476e-42, 2.54476e-42, 2.54476e-42, 2.54476e-42, 2.54476e-42, 2.54476e-42, 2.54476e-42, 2.54476e-42, 7.97649e-14, 2.54476e-42, 2.54476e-42, 2.54476e-42, 2.54476e-42, 2.86844e-11, 2.54476e-42, 2.54476e-42, 2.54476e-42
0.354308, 0, 4.8162e-11, 3.81335e-41, 1.41421, -4.8162e-11, 0, 3.81335e-41, 3.81335e-41, 3.81335e-41, 3.81335e-41, 3.81335e-41, 3.81335e-41, 3.81335e-41, 3.81335e-41, 3.81335e-41, 3.81335e-41, 1.33585e-13, 3.81335e-41, 3.81335e-41, 3.81335e-41, 3.81335e-41, 4.80284e-11, 3.81335e-41, 3.81335e-41, 3.81335e-41
0.362192, 0, 7.99028e-11, 5.02429e-40, 1.41421, -7.99028e-11, 0, 5.02429e-40, 5.02429e-40, 5.02429e-40, 5.02429e-40, 5.02429e-40, 5.02429e-40, 5.02429e-40, 5.02429e-40, 5.02429e-40, 5.02429e-40, 2.21687e-13, 5.02429e-40, 5.02429e-40, 5.02429e-40, 5.02429e-40, 7.96811e-11, 5.02429e-40, 5.02429e-40, 5.02429e-40
0.370075, 0, 1.31357e-10, 5.92498e-39, 1.41421, -1.31357e-10, 0, 5.92498e-39, 5.92498e-39, 5.92498e-39, 5.92498e-39, 5.92498e-39, 5.92498e-39, 5.92498e-39, 5.92498e-39, 5.92498e-39, 5.92498e-39, 3.64579e-13, 5.92498e-39, 5.92498e-39, 5.92498e-39, 5.92498e-39, 1.30992e-10, 5.92498e-39, 5.92498e-39, 5.92498e-39
0.377959, 0, 2.13993e-10, 6.30471e-38, 1.41421, -2.13993e-10, 0, 6.30471e-38, 6.30471e-38, 6.30471e-38, 6.30471e-38, 6.30471e-38, 6.30471e-38, 6.30471e-38, 6.30471e-38, 6.30471e-38, 6.30471e-38, 5.94216e-13, 6.30471e-38, 6.30471e-38, 6.30471e-38, 6.30471e-38, 2.13398e-10, 6.30471e-38, 6.30471e-38, 6.30471e-38
0.385843, 0, 3.45522e-10, 2.07327e-36, 1.41421, -3.45522e-10, 0, 2.07327e-36, 2.07327e-36, 2.07327e-36, 2.07327e-36, 2.07327e-36, 2.07327e-36, 2.07327e-36, 2.07327e-36, 2.07327e-36, 2.07327e-36, 9.60045e-13, 2.07327e-36, 2.07327e-36, 2.07327e-36, 2.07327e-36, 3.44562e-10, 2.07327e-36, 2.07327e-36, 2.07327e-36
0.393726, 0, 5.52841e-10, 1.67911e-35, 1.41421, -5.52841e-10, 0, 1.67911e-35, 1.67911e-35, 1.67911e-35, 1.67911e-35, 1.67911e-35, 1.67911e-35, 1.67911e-35, 1.67911e-35, 1.67911e-35, 1.67911e-35, 1.53725e-12, 1.67911e-35, 1.67911e-35, 1.67911e-35, 1.67911e-35, 5.51304e-10, 1.67911e-35, 1.67911e-35, 1.67911e-35
0.40161, 0, 8.76719e-10, 1.25237e-34, 1.41421, -8.76719e-10, 0, 1.25237e-34, 1.25237e-34, 1.25237e-34, 1.25237e-34, 1.25237e-34, 1.25237e-34, 1.25237e-34, 1.25237e-34, 1.25237e-34, 1.25237e-34, 2.44013e-12, 1.25237e-34, 1.25237e-34, 1.25237e-34, 1.25237e-34, 8.74279e-10, 1.25237e-34, 1.25237e-34, 1.25237e-34
0.409493, 0, 1.37809e-09, 8.72949e-34, 1.41421, -1.37809e-09, 0, 8.72949e-34, 8.72949e-34, 8.72949e-34, 8.72949e-34, 8.72949e-34, 8.72949e-34, 8.72949e-34, 8.72949e-34, 8.72949e-34, 8.72949e-34, 3.84003e-12, 8.72949e-34, 8.72949e-34, 8.72949e-34, 8.72949e-34, 1.37425e-09, 8.72949e-34, 8.72949e-34, 8.72949e-34
0.417377, 0, 2.14726e-09, 5.21565e-33, 1.41421, -2.14726e-09, 0, 5.21565e-33, 5.21565e-33, 5.21565e-33, 5.21565e-33, 5.21565e-33, 5.21565e-33, 5.21565e-33, 5.21565e-33, 5.21565e-33, 5.21565e-33, 5.99185e-12, 5.21565e-33, 5.21565e-33, 5.21565e-33, 5.21565e-33, 2.14127e-09, 5.21565e-33, 5.21565e-33, 5.21565e-33
0.425261, 0, 3.31671e-09, 3.15852e-32, 1.41421, -3.31671e-09, 0, 3.15852e-32, 3.15852e-32, 3.15852e-32, 3.15852e-32, 3.15852e-32, 3.15852e-32, 3.15852e-32, 3.15852e-32, 3.15852e-32, 3.15852e-32, 9.27127e-12, 3.15852e-32, 3.15852e-32, 3.15852e-32, 3.15852e-32, 3.30744e-09, 3.15852e-32, 3.15852e-32, 3.15852e-32
0.433144, 0, 5.07898e-09, 1.71342e-31, 1.41421, -5.07898e-09, 0, 1.71342e-31, 1.71342e-31, 1.71342e-31, 1.71342e-31, 1.71342e-31, 1.71342e-31, 1.71342e-31, 1.71342e-31, 1.71342e-31, 1.71342e-31, 1.42273e-11, 1.71342e-31, 1.71342e-31, 1.71342e-31, 1.71342e-31, 5.06475e-09, 1.71342e-31, 1.71342e-31, 1.71342e-31
0.441028, 0, 7.71123e-09, 9.09518e-31, 1.41421, -7.71123e-09, 0, 9.09518e-31, 9.09518e-31, 9.09518e-31, 9.09518e-31, 9.09518e-31, 9.09518e-31, 9.09518e-31, 9.09518e-31, 9.09518e-31, 9.09518e-31, 2.16556e-11, 9.09518e-31, 9.09518e-31, 9.09518e-31, 9.09518e-31, 7.68957e-09, 9.09518e-31, 9.09518e-31, 9.09518e-31
0.448912, 0, 1.16086e-08, 4.61144e-30, 1.41421, -1.16086e-08, 0, 4.61144e-30, 4.61144e-30, 4.61144e-30, 4.61144e-30, 4.61144e-30, 4.61144e-30, 4.61144e-30, 4.61144e-30, 4.61144e-30, 4.61144e-30, 3.26994e-11, 4.61144e-30, 4.61144e-30, 4.61144e-30, 4.61144e-30, 1.15759e-08, 4.61144e-30, 4.61144e-30, 4.61144e-30
0.456795, 0, 1.73293e-08, 2.2144e-29, 1.41421, -1.73293e-08, 0, 2.2144e-29, 2.2144e-29, 2.2144e-29, 2.2144e-29, 2.2144e-29, 2.2144e-29, 2.2144e-29, 2.2144e-29, 2.2144e-29, 2.2144e-29, 4.89892e-11, 2.2144e-29, 2.2144e-29, 2.2144e-29, 2.2144e-29, 1.72803e-08, 2.2144e-29, 2.2144e-29, 2.2144e-29
0.464679, 0, 2.56544e-08, 1.02482e-28, 1.41421, -2.56544e-08, 0, 1.02482e-28, 1.02482e-28, 1.02482e-28, 1.02482e-28, 1.02482e-28, 1.02482e-28, 1.02482e-28, 1.02482e-28, 1.02482e-28, 1.02482e-28, 7.28313e-11, 1.02482e-28, 1.02482e-28, 1.02482e-28, 1.02482e-28, 2.55816e-08, 1.02482e-28, 1.02482e-28, 1.02482e-28
0.472563, 0, 3.76671e-08, 4.55358e-28, 1.41421, -3.76671e-08, 0, 4.55358e-28, 4.55358e-28, 4.55358e-28, 4.55358e-28, 4.55358e-28, 4.55358e-28, 4.55358e-28, 4.55358e-28, 4.55358e-28, 4.55358e-28, 1.07465e-10, 4.55358e-28, 4.55358e-28, 4.55358e-28, 4.55358e-28, 3.75597e-08, 4.55358e-28, 4.55358e-28, 4.55358e-28
0.480446, 0, 5.48554e-08, 1.93274e-27, 1.41421, -5.48554e-08, 0, 1.93274e-27, 1.93274e-27, 1.93274e-27, 1.93274e-27, 1.93274e-27, 1.93274e-27, 1.93274e-27, 1.93274e-27, 1.93274e-27, 1.93274e-27, 1.57406e-10, 1.93274e-27, 1.93274e-27, 1.93274e-27, 1.93274e-27, 5.4698e-08, 1.93274e-27, 1.93274e-27, 1.93274e-27
0.48833, 0, 7.92454e-08, 7.83478e-27, 1.41421, -7.92454e-08, 0, 7.83478e-27, 7.83478e-27, 7.83478e-27, 7.83478e-27, 7.83478e-27, 7.83478e-27, 7.83478e-27, 7.83478e-27, 7.83478e-27, 7.83478e-27, 2.28905e-10, 7.83478e-27, 7.83478e-27, 7.83478e-27, 7.83478e-27, 7.90165e-08, 7.83478e-27, 7.83478e-27, 7.83478e-27
0.496213, 0, 1.13572e-07, 3.03587e-26, 1.41421, -1.13572e-07, 0, 3.03587e-26, 3.03587e-26, 3.03587e-26, 3.03587e-26, 3.03587e-26, 3.03587e-26, 6.73595e-13, 3.03587e-26, 3.03587e-26, 3.03587e-26, 3.30556e-10, 3.03587e-26, 3.03587e-26, 3.03587e-26, 3.03587e-26, 1.1324e-07, 3.03587e-26, 3.03587e-26, 3.03587e-26
0.504097, 0, 1.61492e-07, 1.1262e-25, 1.41421, -1.61492e-07, 0, 1.1262e-25, 1.1262e-25, 1.1262e-25, 1.1262e-25, 1.1262e-25, 1.1262e-25, 2.41737e-12, 1.1262e-25, 1.1262e-25, 1.1262e-25, 4.74097e-10, 1.1262e-25, 1.1262e-25, 1.1262e-25, 1.1262e-25, 1.61015e-07, 1.1262e-25, 1.1262e-25, 1.1262e-25
0.511981, 0, 2.27854e-07, 4.02753e-25, 1.41421, -2.27854e-07, 0, 4.02753e-25, 4.02753e-25, 4.02753e-25, 4.02753e-25, 4.02753e-25, 4.02753e-25, 6.76863e-12, 4.02753e-25, 4.02753e-25, 4.02753e-25, 6.75448e-10, 4.02753e-25, 4.02753e-25, 4.02753e-25, 4.02753e-25, 2.27172e-07, 4.02753e-25, 4.02753e-25, 4.02753e-25
0.519864, 0, 3.20873e-07, 1.43884e-10, 1.41421, -3.20873e-07, 1.43884e-10, 1.43888e-10, 7.82712e-10, 1.59855e-10, 1.46079e-10, 1.57702e-10, 1.46396e-10, 1.93249e-10, 2.09713e-10, 1.47469e-10, 9.95132e-10, 1.09997e-09, 1.44867e-10, 1.47073e-10, 1.43884e-10, 1.43886e-10, 3.18244e-07, 1.43884e-10, 1.43884e-10, 1.69017e-10
0.527748, 0, 4.49902e-07, 5.1667e-10, 1.41421, -4.49902e-07, 5.1667e-10, 5.16681e-10, 2.79536e-09, 5.73636e-10, 5.24499e-10, 5.65958e-10, 5.25627e-10, 6.73088e-10, 7.5148e-10, 5.29456e-10, 3.55306e-09, 1.86141e-09, 5.20174e-10, 5.28043e-10, 5.1667e-10, 5.16675e-10, 4.4261e-07, 5.1667e-10, 5.1667e-10, 6.06319e-10
0.535632, 0, 6.29881e-07, 1.44438e-09, 1.41421, -6.29881e-07, 1.44438e-09, 1.44441e-09, 7.78941e-09, 1.603e-09, 1.46618e-09, 1.58163e-09, 1.46932e-09, 1.86142e-09, 2.09821e-09, 1.47999e-09, 9.89923e-09, 3.32402e-09, 1.45414e-09, 1.47605e-09, 1.44438e-09, 1.4444e-09, 6.11461e-07, 1.44438e-09, 1.44438e-09, 1.69401e-09
0.543515, 0, 8.84105e-07, 3.67958e-09, 1.41421, -8.84105e-07, 3.67958e-09, 3.67966e-09, 1.98068e-08, 4.08275e-09, 3.73499e-09, 4.02841e-09, 3.74297e-09, 4.71321e-09, 5.34143e-09, 3.77007e-09, 2.51694e-08, 6.29086e-09, 3.70437e-09, 3.76007e-09, 3.67958e-09, 3.67961e-09, 8.3948e-07, 3.67958e-09, 3.67958e-09, 4.31406e-09
0.551399, 0, 1.25153e-06, 8.9097e-09, 1.41421, -1.25153e-06, 8.9097e-09, 8.90989e-09, 4.79066e-08, 9.88459e-09, 9.04368e-09, 9.75319e-09, 9.06299e-09, 1.13619e-08, 1.29282e-08, 9.12851e-09, 6.08737e-08, 1.25157e-08, 8.96965e-09, 9.10433e-09, 8.9097e-09, 8.90978e-09, 1.14638e-06, 8.9097e-09, 8.9097e-09, 1.04439e-08
0.559283, 0, 1.801e-06, 2.0808e-08, 1.41421, -1.801e-06, 2.0808e-08, 2.08084e-08, 1.11801e-07, 2.30828e-08, 2.11206e-08, 2.27762e-08, 2.11657e-08, 2.65072e-08, 3.01845e-08, 2.13186e-08, 1.42058e-07, 2.57581e-08, 2.09479e-08, 2.12621e-08, 2.0808e-08, 2.08082e-08, 1.55914e-06, 2.0808e-08, 2.0808e-08, 2.43879e-08
0.567166, 0, 2.65964e-06, 4.71428e-08, 1.41421, -2.65964e-06, 4.71428e-08, 4.71438e-08, 2.5315e-07, 5.22929e-08, 4.78506e-08, 5.15987e-08, 4.79526e-08, 6.06256e-08, 6.83711e-08, 4.82988e-08, 3.21651e-07, 5.38983e-08, 4.74595e-08, 4.8171e-08, 4.71428e-08, 4.71432e-08, 2.11593e-06, 4.71428e-08, 4.71428e-08, 5.52476e-08
0.57505, 0, 4.07141e-06, 1.03865e-07, 1.41421, -4.07141e-06, 1.03865e-07, 1.03867e-07, 5.57445e-07, 1.15204e-07, 1.05423e-07, 1.13676e-07, 1.05648e-07, 1.40534e-07, 1.50604e-07, 1.0641e-07, 7.08268e-07, 1.13031e-07, 1.04562e-07, 1.06128e-07, 1.03865e-07, 1.03866e-07, 2.87301e-06, 1.03865e-07, 1.03865e-07, 1.2171e-07
0.582934, 0, 6.48842e-06, 2.22781e-07, 1.41421, -6.48842e-06, 2.22781e-07, 2.22786e-07, 1.19506e-06, 2.47087e-07, 2.26121e-07, 2.43811e-07, 2.26603e-07, 3.11271e-07, 3.2297e-07, 2.28236e-07, 1.51835e-06, 2.35147e-07, 2.24276e-07, 2.27633e-07, 2.22781e-07, 2.22783e-07, 3.91697e-06, 2.22781e-07, 2.22781e-07, 2.61032e-07
0.590817, 0, 1.07633e-05, 4.65466e-07, 1.41421, -1.07633e-05, 4.65466e-07, 4.65476e-07, 2.49557e-06, 5.16217e-07, 4.72441e-07, 5.09377e-07, 4.73446e-07, 6.67417e-07, 6.7466e-07, 4.76857e-07, 3.17061e-06, 4.82055e-07, 4.68587e-07, 4.75598e-07, 4.65466e-07, 4.6547e-07, 5.38618e-06, 4.65466e-07, 4.65466e-07, 5.45335e-07
0.598701, 0, 1.84707e-05, 9.47676e-07, 1.41421, -1.84707e-05, 9.47676e-07, 9.47696e-07, 5.07817e-06, 1.05094e-06, 9.61867e-07, 1.03702e-06, 9.63912e-07, 1.3925e-06, 1.37331e-06, 9.70852e-07, 6.45162e-06, 9.69808e-07, 9.54026e-07, 9.68291e-07, 9.47676e-07, 9.47684e-07, 7.50793e-06, 9.47676e-07, 9.47676e-07, 1.11018e-06
0.606584, 0, 3.24618e-05, 1.88067e-06, 1.41421, -3.24618e-05, 1.88067e-06, 1.88071e-06, 1.0072e-05, 2.08545e-06, 1.90882e-06, 2.05785e-06, 1.91287e-06, 2.8372e-06, 2.72476e-06, 1.92664e-06, 1.27958e-05, 1.91004e-06, 1.89327e-06, 1.92156e-06, 1.88067e-06, 1.88069e-06, 1.06613e-05, 1.88067e-06, 1.88067e-06, 2.20294e-06
0.614468, 0, 5.7768e-05, 3.63868e-06, 1.41421, -5.7768e-05, 3.63868e-06, 3.63875e-06, 1.94758e-05, 4.03459e-06, 3.69309e-06, 3.98123e-06, 3.70093e-06, 5.64601e-06, 5.27063e-06, 3.72754e-06, 2.47419e-05, 3.67745e-06, 3.66302e-06, 3.71772e-06, 3.63868e-06, 3.63871e-06, 1.54791e-05, 3.63868e-06, 3.63868e-06, 4.26174e-06
0.622352, 0, 0.000103069, 6.86514e-06, 1.41421, -0.000103069, 6.86514e-06, 6.86529e-06, 3.6723e-05, 7.61157e-06, 6.96772e-06, 7.51096e-06, 6.98251e-06, 1.10019e-05, 9.94188e-06, 7.03268e-06, 4.66513e-05, 6.91608e-06, 6.91105e-06, 7.01416e-06, 6.86514e-06, 6.8652e-06, 2.30109e-05, 6.86514e-06, 6.86514e-06, 8.03982e-06
0.630235, 0, 0.000182918, 1.26335e-05, 1.41421, -0.000182918, 1.26335e-05, 1.26337e-05, 6.75367e-05, 1.4006e-05, 1.28221e-05, 1.3821e-05, 1.28493e-05, 2.10034e-05, 1.8291e-05, 1.29415e-05, 8.57929e-05, 1.27001e-05, 1.27179e-05, 1.29075e-05, 1.26335e-05, 1.26336e-05, 3.49698e-05, 1.26335e-05, 1.26335e-05, 1.47935e-05
0.638119, 0, 0.000321071, 2.26805e-05, 1.41421, -0.000321071, 2.26805e-05, 2.2681e-05, 0.000121168, 2.51426e-05, 2.30189e-05, 2.48108e-05, 2.30676e-05, 3.93024e-05, 3.28293e-05, 2.32331e-05, 0.000153917, 2.27672e-05, 2.28319e-05, 2.3172e-05, 2.26805e-05, 2.26807e-05, 5.41001e-05, 2.26805e-05, 2.26805e-05, 2.65552e-05
0.646003, 0, 0.000555237, 3.97319e-05, 1.41421, -0.000555237, 3.97319e-05, 3.97327e-05, 0.000212121, 4.40415e-05, 4.03242e-05, 4.34607e-05, 4.04095e-05, 7.21196e-05, 5.7496e-05, 4.06992e-05, 0.000269444, 3.98445e-05, 3.99969e-05, 4.05923e-05, 3.97319e-05, 3.97323e-05, 8.46873e-05, 3.97319e-05, 3.97319e-05, 4.65141e-05
