   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_277.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
5.31312, 18, 35.6189, 31.7226, 4.47214, -17.6189, 0, 31.7226, 35.584, 31.7553, 31.7226, 31.7226, 31.7226, 31.7226, 31.7226, 31.7226, 31.7226, 31.7226, 31.7226, 31.7226, 31.7226, 31.7226, 31.7226, 31.7226, 31.7248, 31.7226
5.321, 20, 35.7277, 31.8124, 4.69042, -15.7277, 0, 31.8124, 35.6921, 31.8454, 31.8124, 31.8124, 31.8124, 31.8124, 31.8124, 31.8124, 31.8124, 31.8124, 31.8124, 31.8124, 31.8124, 31.8124, 31.8124, 31.8124, 31.8149, 31.8124
5.32888, 46, 35.7992, 31.9017, 6.9282, 10.2008, 0, 31.9017, 35.763, 31.9351, 31.9017, 31.9017, 31.9017, 31.9017, 31.9017, 31.9017, 31.9017, 31.9017, 31.9017, 31.9017, 31.9017, 31.9017, 31.9017, 31.9017, 31.9046, 31.9017
5.33677, 26, 35.8345, 31.9906, 5.2915, -9.8345, 0, 31.9906, 35.7976, 32.0244, 31.9906, 31.9906, 31.9906, 31.9906, 31.9906, 31.9906, 31.9906, 31.9906, 31.9906, 31.9906, 31.9906, 31.9906, 31.9906, 31.9906, 31.9938, 31.9906
5.34465, 18, 35.8356, 32.0791, 4.47214, -17.8356, 0, 32.0791, 35.798, 32.1132, 32.0791, 32.0791, 32.0791, 32.0791, 32.0791, 32.0791, 32.0791, 32.0791, 32.0791, 32.0791, 32.0791, 32.0791, 32.0791, 32.0791, 32.0826, 32.0791
5.35254, 16, 35.8058, 32.1671, 4.24264, -19.8058, 0, 32.1671, 35.7674, 32.2016, 32.1671, 32.1671, 32.1671, 32.1671, 32.1671, 32.1671, 32.1671, 32.1671, 32.1671, 32.1671, 32.1671, 32.1671, 32.1671, 32.1671, 32.1709, 32.1671
5.36042, 20, 35.7491, 32.2546, 4.69042, -15.7491, 0, 32.2546, 35.7101, 32.2895, 32.2546, 32.2546, 32.2546, 32.2546, 32.2546, 32.2546, 32.2546, 32.2546, 32.2546, 32.2546, 32.2546, 32.2546, 32.2546, 32.2546, 32.2588, 32.2546
5.3683, 18, 35.6704, 32.3417, 4.47214, -17.6704, 0, 32.3417, 35.6307, 32.377, 32.3417, 32.3417, 32.3417, 32.3417, 32.3417, 32.3417, 32.3417, 32.3417, 32.3417, 32.3417, 32.3417, 32.3417, 32.3417, 32.3417, 32.3461, 32.3417
5.37619, 16, 35.575, 32.4283, 4.24264, -19.575, 0, 32.4283, 35.5347, 32.464, 32.4283, 32.4283, 32.4283, 32.4283, 32.4283, 32.4283, 32.4283, 32.4283, 32.4283, 32.4283, 32.4283, 32.4283, 32.4283, 32.4283, 32.433, 32.4283
5.38407, 26, 35.4683, 32.5144, 5.2915, -9.46829, 0, 32.5144, 35.4273, 32.5505, 32.5144, 32.5144, 32.5144, 32.5144, 32.5144, 32.5144, 32.5144, 32.5144, 32.5144, 32.5144, 32.5144, 32.5144, 32.5144, 32.5144, 32.5194, 32.5144
5.39195, 20, 35.3556, 32.6001, 4.69042, -15.3556, 0, 32.6001, 35.314, 32.6365, 32.6001, 32.6001, 32.6001, 32.6001, 32.6001, 32.6001, 32.6001, 32.6001, 32.6001, 32.6001, 32.6001, 32.6001, 32.6001, 32.6001, 32.6052, 32.6001
5.39984, 18, 35.242, 32.6852, 4.47214, -17.242, 0, 32.6852, 35.1998, 32.722, 32.6852, 32.6852, 32.6852, 32.6852, 32.6852, 32.6852, 32.6852, 32.6852, 32.6852, 32.6852, 32.6852, 32.6852, 32.6852, 32.6852, 32.6905, 32.6852
5.40772, 24, 35.1319, 32.7698, 5.09902, -11.1319, 0, 32.7698, 35.0893, 32.807, 32.7698, 32.7698, 32.7698, 32.7698, 32.7698, 32.7698, 32.7698, 32.7698, 32.7698, 32.7698, 32.7698, 32.7698, 32.7698, 32.7698, 32.7753, 32.7698
5.4156, 18, 35.0294, 32.8539, 4.47214, -17.0294, 0, 32.8539, 34.9863, 32.8915, 32.8539, 32.8539, 32.8539, 32.8539, 32.8539, 32.8539, 32.8539, 32.8539, 32.8539, 32.8539, 32.8539, 32.8539, 32.8539, 32.8539, 32.8595, 32.8539
5.42349, 30, 34.9376, 32.9375, 5.65685, -4.93763, 0, 32.9375, 34.894, 32.9755, 32.9375, 32.9375, 32.9375, 32.9375, 32.9375, 32.9375, 32.9375, 32.9375, 32.9375, 32.9375, 32.9375, 32.9375, 32.9375, 32.9375, 32.9432, 32.9375
5.43137, 22, 34.8589, 33.0206, 4.89898, -12.8589, 0, 33.0206, 34.8148, 33.0589, 33.0206, 33.0206, 33.0206, 33.0206, 33.0206, 33.0206, 33.0206, 33.0206, 33.0206, 33.0206, 33.0206, 33.0206, 33.0206, 33.0206, 33.0263, 33.0206
5.43925, 16, 34.795, 33.1031, 4.24264, -18.795, 0, 33.1031, 34.7504, 33.1419, 33.1031, 33.1031, 33.1031, 33.1031, 33.1031, 33.1031, 33.1031, 33.1031, 33.1031, 33.1031, 33.1031, 33.1031, 33.1031, 33.1031, 33.1089, 33.1031
5.44714, 26, 34.7467, 33.1851, 5.2915, -8.7467, 0, 33.1851, 34.7017, 33.2242, 33.1851, 33.1851, 33.1851, 33.1851, 33.1851, 33.1851, 33.1851, 33.1851, 33.1851, 33.1851, 33.1851, 33.1851, 33.1851, 33.1851, 33.1909, 33.1851
5.45502, 26, 34.7143, 33.2665, 5.2915, -8.71432, 0, 33.2665, 34.6689, 33.306, 33.2665, 33.2665, 33.2665, 33.2665, 33.2665, 33.2665, 33.2665, 33.2665, 33.2665, 33.2665, 33.2665, 33.2665, 33.2665, 33.2665, 33.2724, 33.2665
5.46291, 26, 34.6976, 33.3473, 5.2915, -8.69756, 0, 33.3473, 34.6517, 33.3873, 33.3473, 33.3473, 33.3473, 33.3473, 33.3473, 33.3473, 33.3473, 33.3473, 33.3473, 33.3473, 33.3473, 33.3473, 33.3473, 33.3473, 33.3532, 33.3473
5.47079, 28, 34.6957, 33.4276, 5.47723, -6.69569, 0, 33.4276, 34.6494, 33.468, 33.4276, 33.4276, 33.4276, 33.4276, 33.4276, 33.4276, 33.4276, 33.4276, 33.4276, 33.4276, 33.4276, 33.4276, 33.4276, 33.4276, 33.4335, 33.4276
5.47867, 16, 34.7076, 33.5073, 4.24264, -18.7076, 0, 33.5073, 34.6609, 33.5481, 33.5073, 33.5073, 33.5073, 33.5073, 33.5073, 33.5073, 33.5073, 33.5073, 33.5073, 33.5073, 33.5073, 33.5073, 33.5073, 33.5073, 33.5132, 33.5073
5.48656, 24, 34.7321, 33.5864, 5.09902, -10.7321, 0, 33.5864, 34.6849, 33.6276, 33.5864, 33.5864, 33.5864, 33.5864, 33.5864, 33.5864, 33.5864, 33.5864, 33.5864, 33.5864, 33.5864, 33.5864, 33.5864, 33.5864, 33.5923, 33.5864
5.49444, 24, 34.7676, 33.6648, 5.09902, -10.7676, 0, 33.6648, 34.72, 33.7065, 33.6648, 33.6648, 33.6648, 33.6648, 33.6648, 33.6648, 33.6648, 33.6648, 33.6648, 33.6648, 33.6648, 33.6648, 33.6648, 33.6648, 33.6707, 33.6648
5.50232, 20, 34.8127, 33.7427, 4.69042, -14.8127, 0, 33.7427, 34.7647, 33.7848, 33.7427, 33.7427, 33.7427, 33.7427, 33.7427, 33.7427, 33.7427, 33.7427, 33.7427, 33.7427, 33.7427, 33.7427, 33.7427, 33.7427, 33.7486, 33.7427
5.51021, 28, 34.8661, 33.82, 5.47723, -6.86606, 0, 33.82, 34.8176, 33.8625, 33.82, 33.82, 33.82, 33.82, 33.82, 33.82, 33.82, 33.82, 33.82, 33.82, 33.82, 33.82, 33.82, 33.82, 33.8258, 33.82
5.51809, 34, 34.9262, 33.8966, 6, -0.926224, 0, 33.8966, 34.8773, 33.9397, 33.8966, 33.8966, 33.8966, 33.8966, 33.8966, 33.8966, 33.8966, 33.8966, 33.8966, 33.8966, 33.8966, 33.8966, 33.8966, 33.8966, 33.9024, 33.8966
5.52598, 26, 34.992, 33.9725, 5.2915, -8.99198, 0, 33.9725, 34.9425, 34.0162, 33.9725, 33.9725, 33.9725, 33.9725, 33.9725, 33.9725, 33.9725, 33.9725, 33.9725, 33.9725, 33.9725, 33.9725, 33.9725, 33.9725, 33.9783, 33.9725
5.53386, 38, 35.0622, 34.0478, 6.32456, 2.93776, 0, 34.0478, 35.0121, 34.0922, 34.0478, 34.0478, 34.0478, 34.0478, 34.0478, 34.0478, 34.0478, 34.0478, 34.0478, 34.0478, 34.0478, 34.0478, 34.0478, 34.0478, 34.0535, 34.0478
5.54174, 26, 35.1361, 34.1225, 5.2915, -9.1361, 0, 34.1225, 35.0852, 34.1677, 34.1225, 34.1225, 34.1225, 34.1225, 34.1225, 34.1225, 34.1225, 34.1225, 34.1225, 34.1225, 34.1225, 34.1225, 34.1225, 34.1225, 34.1281, 34.1225
5.54963, 28, 35.2128, 34.1964, 5.47723, -7.21284, 0, 34.1964, 35.1608, 34.2429, 34.1964, 34.1964, 34.1964, 34.1964, 34.1964, 34.1964, 34.1964, 34.1964, 34.1964, 34.1964, 34.1964, 34.1964, 34.1964, 34.1964, 34.202, 34.1964
5.55751, 24, 35.2919, 34.2697, 5.09902, -11.2919, 0, 34.2697, 35.2383, 34.3178, 34.2697, 34.2697, 34.2697, 34.2697, 34.2697, 34.2697, 34.2697, 34.2697, 34.2697, 34.2697, 34.2697, 34.2697, 34.2697, 34.2697, 34.2752, 34.2697
5.56539, 32, 35.373, 34.3424, 5.83095, -3.37299, 0, 34.3424, 35.3172, 34.3928, 34.3424, 34.3424, 34.3424, 34.3424, 34.3424, 34.3424, 34.3424, 34.3424, 34.3424, 34.3424, 34.3424, 34.3424, 34.3424, 34.3424, 34.3478, 34.3424
5.57328, 32, 35.456, 34.4143, 5.83095, -3.45601, 0, 34.4143, 35.3968, 34.4681, 34.4143, 34.4143, 34.4143, 34.4143, 34.4143, 34.4143, 34.4143, 34.4143, 34.4143, 34.4143, 34.4143, 34.4143, 34.4143, 34.4143, 34.4196, 34.4143
5.58116, 32, 35.5412, 34.4855, 5.83095, -3.54123, 0, 34.4855, 35.477, 34.5445, 34.4855, 34.4855, 34.4855, 34.4855, 34.4855, 34.4855, 34.4855, 34.4855, 34.4855, 34.4855, 34.4855, 34.4855, 34.4855, 34.4855, 34.4907, 34.4855
5.58904, 18, 35.6292, 34.556, 4.47214, -17.6292, 0, 34.556, 35.5573, 34.6228, 34.556, 34.556, 34.556, 34.556, 34.556, 34.556, 34.556, 34.556, 34.556, 34.556, 34.556, 34.556, 34.556, 34.556, 34.5611, 34.556
5.59693, 16, 35.7211, 34.6258, 4.24264, -19.7211, 0, 34.6258, 35.6376, 34.7043, 34.6258, 34.6258, 34.6258, 34.6258, 34.6258, 34.6258, 34.6258, 34.6258, 34.6258, 34.6258, 34.6258, 34.6258, 34.6258, 34.6258, 34.6308, 34.6258
5.60481, 24, 35.8186, 34.6948, 5.09902, -11.8186, 0, 34.6948, 35.7176, 34.7909, 34.6948, 34.6948, 34.6948, 34.6948, 34.6948, 34.6948, 34.6948, 34.6948, 34.6948, 34.6948, 34.6948, 34.6948, 34.6948, 34.6948, 34.6998, 34.6948
5.61269, 22, 35.9244, 34.7632, 4.89898, -13.9244, 0, 34.7632, 35.7973, 34.8855, 34.7632, 34.7632, 34.7632, 34.7632, 34.7632, 34.7632, 34.7632, 34.7632, 34.7632, 34.7632, 34.7632, 34.7632, 34.7632, 34.7632, 34.768, 34.7632
5.62058, 20, 36.0422, 34.8308, 4.69042, -16.0422, 0, 34.8308, 35.8766, 34.9917, 34.8308, 34.8308, 34.8308, 34.8308, 34.8308, 34.8308, 34.8308, 34.8308, 34.8308, 34.8308, 34.8308, 34.8308, 34.8308, 34.8308, 34.8356, 34.8308
5.62846, 24, 36.1774, 34.8977, 5.09902, -12.1774, 0, 34.8977, 35.9553, 35.1151, 34.8977, 34.8977, 34.8977, 34.8977, 34.8977, 34.8977, 34.8977, 34.8977, 34.8977, 34.8977, 34.8977, 34.8977, 34.8977, 34.8977, 34.9023, 34.8977
5.63635, 22, 36.3371, 34.9638, 4.89898, -14.3371, 0, 34.9638, 36.0335, 35.2628, 34.9638, 34.9638, 34.9638, 34.9638, 34.9638, 34.9638, 34.9638, 34.9638, 34.9638, 34.9638, 34.9638, 34.9638, 34.9638, 34.9638, 34.9684, 34.9638
5.64423, 26, 36.5311, 35.0291, 5.2915, -10.5311, 0, 35.0291, 36.111, 35.4448, 35.0291, 35.0291, 35.0291, 35.0291, 35.0291, 35.0291, 35.0291, 35.0291, 35.0291, 35.0291, 35.0291, 35.0291, 35.0291, 35.0291, 35.0336, 35.0291
5.65211, 18, 36.7725, 35.0937, 4.47214, -18.7725, 0, 35.0937, 36.1878, 35.674, 35.0937, 35.0937, 35.0937, 35.0937, 35.0937, 35.0937, 35.0937, 35.0937, 35.0937, 35.0937, 35.0937, 35.0937, 35.0937, 35.0937, 35.0981, 35.0937
5.66, 12, 37.078, 35.1575, 3.74166, -25.078, 0, 35.1575, 36.264, 35.9672, 35.1575, 35.1575, 35.1575, 35.1575, 35.1575, 35.1575, 35.1575, 35.1575, 35.1575, 35.1575, 35.1575, 35.1575, 35.1575, 35.1575, 35.1618, 35.1575
5.66788, 14, 37.4691, 35.2205, 4, -23.4691, 0, 35.2205, 36.3395, 36.3459, 35.2205, 35.2205, 35.2205, 35.2205, 35.2205, 35.2205, 35.2205, 35.2205, 35.2205, 35.2205, 35.2205, 35.2205, 35.2205, 35.2205, 35.2247, 35.2205
5.67576, 24, 37.9726, 35.2827, 5.09902, -13.9726, 0, 35.2827, 36.4142, 36.8371, 35.2827, 35.2827, 35.2827, 35.2827, 35.2827, 35.2827, 35.2827, 35.2827, 35.2827, 35.2827, 35.2827, 35.2827, 35.2827, 35.2827, 35.2868, 35.2827
5.68365, 24, 38.6216, 35.3441, 5.09902, -14.6216, 0, 35.3441, 36.4882, 37.4736, 35.3441, 35.3441, 35.3441, 35.3441, 35.3441, 35.3441, 35.3441, 35.3441, 35.3441, 35.3441, 35.3441, 35.3441, 35.3441, 35.3441, 35.348, 35.3441
5.69153, 18, 39.4555, 35.4047, 4.47214, -21.4555, 0, 35.4047, 36.5615, 38.295, 35.4047, 35.4047, 35.4047, 35.4047, 35.4047, 35.4047, 35.4047, 35.4047, 35.4047, 35.4047, 35.4047, 35.4047, 35.4047, 35.4047, 35.4085, 35.4047
5.69942, 18, 40.5212, 35.4645, 4.47214, -22.5212, 0, 35.4645, 36.634, 39.348, 35.4645, 35.4645, 35.4645, 35.4645, 35.4645, 35.4645, 35.4645, 35.4645, 35.4645, 35.4645, 35.4645, 35.4645, 35.4645, 35.4645, 35.4681, 35.4645
5.7073, 24, 41.872, 35.5234, 5.09902, -17.872, 0, 35.5234, 36.7057, 40.6862, 35.5234, 35.5234, 35.5234, 35.5234, 35.5234, 35.5234, 35.5234, 35.5234, 35.5234, 35.5234, 35.5234, 35.5234, 35.5234, 35.5234, 35.5268, 35.5234
5.71518, 12, 43.5678, 35.5814, 3.74166, -31.5678, 0, 35.5814, 36.7766, 42.3693, 35.5814, 35.5814, 35.5814, 35.5814, 35.5814, 35.5814, 35.5814, 35.5814, 35.5814, 35.5814, 35.5814, 35.5814, 35.5814, 35.5814, 35.5847, 35.5814
5.72307, 30, 45.6738, 35.6386, 5.65685, -15.6738, 0, 35.6386, 36.8467, 44.4626, 35.6386, 35.6386, 35.6386, 35.6386, 35.6386, 35.6386, 35.6386, 35.6386, 35.6386, 35.6386, 35.6386, 35.6386, 35.6386, 35.6386, 35.6418, 35.6386
5.73095, 42, 48.2585, 35.695, 6.63325, -6.25851, 0, 35.695, 36.916, 47.0346, 35.695, 35.695, 35.695, 35.695, 35.695, 35.695, 35.695, 35.695, 35.695, 35.695, 35.695, 35.695, 35.695, 35.695, 35.6979, 35.695
5.73883, 40, 51.391, 35.7504, 6.48074, -11.391, 0, 35.7504, 36.9844, 50.1542, 35.7504, 35.7504, 35.7504, 35.7504, 35.7504, 35.7504, 35.7504, 35.7504, 35.7504, 35.7504, 35.7504, 35.7504, 35.7504, 35.7504, 35.7532, 35.7504
5.74672, 38, 55.1372, 35.805, 6.32456, -17.1372, 0, 35.805, 37.052, 53.8876, 35.805, 35.805, 35.805, 35.805, 35.805, 35.805, 35.805, 35.805, 35.805, 35.805, 35.805, 35.805, 35.805, 35.805, 35.8076, 35.805
5.7546, 26, 59.5567, 35.8587, 5.2915, -33.5567, 0, 35.8587, 37.1188, 58.2941, 35.8587, 35.8587, 35.8587, 35.8587, 35.8587, 35.8587, 35.8587, 35.8587, 35.8587, 35.8587, 35.8587, 35.8587, 35.8587, 35.8587, 35.8611, 35.8587
5.76248, 62, 64.6973, 35.9114, 8, -2.69727, 0, 35.9114, 37.1847, 63.4217, 35.9114, 35.9114, 35.9114, 35.9114, 35.9114, 35.9114, 35.9114, 35.9114, 35.9114, 35.9114, 35.9114, 35.9114, 35.9114, 35.9114, 35.9137, 35.9114
5.77037, 58, 70.5878, 35.9633, 7.74597, -12.5878, 0, 35.9633, 37.2497, 69.2993, 35.9633, 35.9633, 35.9633, 35.9633, 35.9633, 35.9633, 35.9633, 35.9633, 35.9633, 35.9633, 35.9633, 35.9633, 35.9633, 35.9633, 35.9655, 35.9633
5.77825, 68, 77.237, 36.0142, 8.3666, -9.23698, 0, 36.0142, 37.3138, 75.9354, 36.0142, 36.0142, 36.0142, 36.0142, 36.0142, 36.0142, 36.0142, 36.0142, 36.0142, 36.0142, 36.0142, 36.0142, 36.0142, 36.0142, 36.0163, 36.0142
5.78614, 86, 84.6243, 36.0643, 9.38083, 1.37567, 0, 36.0643, 37.3771, 83.3096, 36.0643, 36.0643, 36.0643, 36.0643, 36.0643, 36.0643, 36.0643, 36.0643, 36.0643, 36.0643, 36.0643, 36.0643, 36.0643, 36.0643, 36.0662, 36.0643
5.79402, 80, 92.6976, 36.1134, 9.05539, -12.6976, 0, 36.1134, 37.4395, 91.3698, 36.1134, 36.1134, 36.1134, 36.1134, 36.1134, 36.1134, 36.1134, 36.1134, 36.1134, 36.1134, 36.1134, 36.1134, 36.1134, 36.1134, 36.1152, 36.1134
5.8019, 114, 101.371, 36.1616, 10.7703, 12.6289, 0, 36.1616, 37.501, 100.03, 36.1616, 36.1616, 36.1616, 36.1616, 36.1616, 36.1616, 36.1616, 36.1616, 36.1616, 36.1616, 36.1616, 36.1616, 36.1616, 36.1616, 36.1633, 36.1616
5.80979, 112, 110.521, 36.209, 10.6771, 1.47913, 0, 36.209, 37.5617, 109.167, 36.209, 36.209, 36.209, 36.209, 36.209, 36.209, 36.209, 36.209, 36.209, 36.209, 36.209, 36.209, 36.209, 36.209, 36.2105, 36.209
5.81767, 104, 119.99, 36.2554, 10.2956, -15.9901, 0, 36.2554, 37.6215, 118.623, 36.2554, 36.2554, 36.2554, 36.2554, 36.2554, 36.2554, 36.2554, 36.2554, 36.2554, 36.2554, 36.2554, 36.2554, 36.2554, 36.2554, 36.2568, 36.2554
5.82555, 112, 129.585, 36.301, 10.6771, -17.5854, 0, 36.301, 37.6805, 128.205, 36.301, 36.301, 36.301, 36.301, 36.301, 36.301, 36.301, 36.301, 36.301, 36.301, 36.301, 36.301, 36.301, 36.301, 36.3023, 36.301
5.83344, 130, 139.089, 36.3457, 11.4891, -9.08937, 0, 36.3457, 37.7387, 137.695, 36.3457, 36.3457, 36.3457, 36.3457, 36.3457, 36.3457, 36.3457, 36.3457, 36.3457, 36.3457, 36.3457, 36.3457, 36.3457, 36.3457, 36.3469, 36.3457
5.84132, 196, 148.265, 36.3896, 14.0712, 47.7348, 0, 36.3896, 37.7961, 146.858, 36.3896, 36.3896, 36.3896, 36.3896, 36.3896, 36.3896, 36.3896, 36.3896, 36.3896, 36.3896, 36.3896, 36.3896, 36.3896, 36.3896, 36.3908, 36.3896
5.8492, 152, 156.862, 36.4328, 12.4097, -4.8624, 0, 36.4328, 37.8528, 155.441, 36.4328, 36.4328, 36.4328, 36.4328, 36.4328, 36.4328, 36.4328, 36.4328, 36.4328, 36.4328, 36.4328, 36.4328, 36.4328, 36.4328, 36.4338, 36.4328
5.85709, 190, 164.635, 36.4752, 13.8564, 25.3647, 0, 36.4752, 37.9089, 163.201, 36.4752, 36.4752, 36.4752, 36.4752, 36.4752, 36.4752, 36.4752, 36.4752, 36.4752, 36.4752, 36.4752, 36.4752, 36.4752, 36.4752, 36.4762, 36.4752
5.86497, 186, 171.349, 36.5171, 13.7113, 14.6514, 0, 36.5171, 37.9643, 169.9, 36.5171, 36.5171, 36.5171, 36.5171, 36.5171, 36.5171, 36.5171, 36.5171, 36.5171, 36.5171, 36.5171, 36.5171, 36.5171, 36.5171, 36.518, 36.5171
5.87286, 180, 176.793, 36.5583, 13.4907, 3.20695, 0, 36.5583, 38.0193, 175.331, 36.5583, 36.5583, 36.5583, 36.5583, 36.5583, 36.5583, 36.5583, 36.5583, 36.5583, 36.5583, 36.5583, 36.5583, 36.5583, 36.5583, 36.5591, 36.5583
5.88074, 192, 180.794, 36.5991, 13.9284, 11.2059, 0, 36.5991, 38.0738, 179.319, 36.5991, 36.5991, 36.5991, 36.5991, 36.5991, 36.5991, 36.5991, 36.5991, 36.5991, 36.5991, 36.5991, 36.5991, 36.5991, 36.5991, 36.5998, 36.5991
5.88862, 190, 183.222, 36.6395, 13.8564, 6.77773, 0, 36.6395, 38.1281, 181.733, 36.6395, 36.6395, 36.6395, 36.6395, 36.6395, 36.6395, 36.6395, 36.6395, 36.6395, 36.6395, 36.6395, 36.6395, 36.6395, 36.6395, 36.6402, 36.6395
5.89651, 222, 184.001, 36.6796, 14.9666, 37.9991, 0, 36.6796, 38.1821, 182.498, 36.6796, 36.6796, 36.6796, 36.6796, 36.6796, 36.6796, 36.6796, 36.6796, 36.6796, 36.6796, 36.6796, 36.6796, 36.6796, 36.6796, 36.6803, 36.6796
5.90439, 188, 183.109, 36.7197, 13.784, 4.8912, 0, 36.7197, 38.2361, 181.592, 36.7197, 36.7197, 36.7197, 36.7197, 36.7197, 36.7197, 36.7197, 36.7197, 36.7197, 36.7197, 36.7197, 36.7197, 36.7197, 36.7197, 36.7202, 36.7197
5.91227, 188, 180.582, 36.7597, 13.784, 7.41766, 0, 36.7597, 38.2902, 179.051, 36.7597, 36.7597, 36.7597, 36.7597, 36.7597, 36.7597, 36.7597, 36.7597, 36.7597, 36.7597, 36.7597, 36.7597, 36.7597, 36.7597, 36.7602, 36.7597
5.92016, 218, 176.512, 36.7999, 14.8324, 41.4877, 0, 36.7999, 38.3446, 174.967, 36.7999, 36.7999, 36.7999, 36.7999, 36.7999, 36.7999, 36.7999, 36.7999, 36.7999, 36.7999, 36.7999, 36.7999, 36.7999, 36.7999, 36.8004, 36.7999
5.92804, 192, 171.041, 36.8405, 13.9284, 20.9594, 0, 36.8405, 38.3993, 169.481, 36.8405, 36.8405, 36.8405, 36.8405, 36.8405, 36.8405, 36.8405, 36.8405, 36.8405, 36.8405, 36.8405, 36.8405, 36.8405, 36.8405, 36.8409, 36.8405
5.93592, 166, 164.349, 36.8815, 12.9615, 1.65137, 0, 36.8815, 38.4546, 162.775, 36.8815, 36.8815, 36.8815, 36.8815, 36.8815, 36.8815, 36.8815, 36.8815, 36.8815, 36.8815, 36.8815, 36.8815, 36.8815, 36.8815, 36.8819, 36.8815
5.94381, 168, 156.652, 36.9231, 13.0384, 11.3484, 0, 36.9231, 38.5107, 155.064, 36.9231, 36.9231, 36.9231, 36.9231, 36.9231, 36.9231, 36.9231, 36.9231, 36.9231, 36.9231, 36.9231, 36.9231, 36.9231, 36.9231, 36.9235, 36.9231
5.95169, 146, 148.183, 36.9656, 12.1655, -2.1834, 0, 36.9656, 38.5677, 146.581, 36.9656, 36.9656, 36.9656, 36.9656, 36.9656, 36.9656, 36.9656, 36.9656, 36.9656, 36.9656, 36.9656, 36.9656, 36.9656, 36.9656, 36.9659, 36.9656
5.95958, 152, 139.188, 37.009, 12.4097, 12.8119, 0, 37.009, 38.6258, 137.571, 37.009, 37.009, 37.009, 37.009, 37.009, 37.009, 37.009, 37.009, 37.009, 37.009, 37.009, 37.009, 37.009, 37.009, 37.0093, 37.009
5.96746, 150, 129.908, 37.0535, 12.3288, 20.0923, 0, 37.0535, 38.6852, 128.276, 37.0535, 37.0535, 37.0535, 37.0535, 37.0535, 37.0535, 37.0535, 37.0535, 37.0535, 37.0535, 37.0535, 37.0535, 37.0535, 37.0535, 37.0537, 37.0535
5.97534, 108, 120.569, 37.0992, 10.4881, -12.5693, 0, 37.0992, 38.7461, 118.922, 37.0992, 37.0992, 37.0992, 37.0992, 37.0992, 37.0992, 37.0992, 37.0992, 37.0992, 37.0992, 37.0992, 37.0992, 37.0992, 37.0992, 37.0994, 37.0992
5.98323, 106, 111.383, 37.1461, 10.3923, -5.38283, 0, 37.1461, 38.8088, 109.72, 37.1461, 37.1461, 37.1461, 37.1461, 37.1461, 37.1461, 37.1461, 37.1461, 37.1461, 37.1461, 37.1461, 37.1461, 37.1461, 37.1461, 37.1463, 37.1461
5.99111, 92, 102.526, 37.1944, 9.69536, -10.5265, 0, 37.1944, 38.8734, 100.847, 37.1944, 37.1944, 37.1944, 37.1944, 37.1944, 37.1944, 37.1944, 37.1944, 37.1944, 37.1944, 37.1944, 37.1944, 37.1944, 37.1944, 37.1946, 37.1944
5.99899, 104, 94.1493, 37.2441, 10.2956, 9.85067, 0, 37.2441, 38.9404, 92.4529, 37.2441, 37.2441, 37.2441, 37.2441, 37.2441, 37.2441, 37.2441, 37.2441, 37.2441, 37.2441, 37.2441, 37.2441, 37.2441, 37.2441, 37.2443, 37.2441
6.00688, 82, 86.3641, 37.2952, 9.16515, -4.36412, 0, 37.2952, 39.0103, 84.6489, 37.2952, 37.2952, 37.2952, 37.2952, 37.2952, 37.2952, 37.2952, 37.2952, 37.2952, 37.2952, 37.2952, 37.2952, 37.2952, 37.2952, 37.2954, 37.2952
6.01476, 74, 79.2513, 37.3477, 8.7178, -5.25125, 0, 37.3477, 39.0841, 77.5147, 37.3477, 37.3477, 37.3477, 37.3477, 37.3477, 37.3477, 37.3477, 37.3477, 37.3477, 37.3477, 37.3477, 37.3477, 37.3477, 37.3477, 37.3479, 37.3477
6.02264, 66, 72.8588, 37.4017, 8.24621, -6.85884, 0, 37.4017, 39.1632, 71.0972, 37.4017, 37.4017, 37.4017, 37.4017, 37.4017, 37.4017, 37.4017, 37.4017, 37.4017, 37.4017, 37.4017, 37.4017, 37.4017, 37.4017, 37.4018, 37.4017
6.03053, 62, 67.2047, 37.4569, 8, -5.20471, 0, 37.4569, 39.2495, 65.4119, 37.4569, 37.4569, 37.4569, 37.4569, 37.4569, 37.4569, 37.4569, 37.4569, 37.4569, 37.4569, 37.4569, 37.4569, 37.4569, 37.4569, 37.457, 37.4569
6.03841, 64, 62.2853, 37.5133, 8.12404, 1.71471, 0, 37.5133, 39.3467, 60.4518, 37.5133, 37.5133, 37.5133, 37.5133, 37.5133, 37.5133, 37.5133, 37.5133, 37.5133, 37.5133, 37.5133, 37.5133, 37.5133, 37.5133, 37.5134, 37.5133
6.04629, 48, 58.0762, 37.5709, 7.07107, -10.0762, 0, 37.5709, 39.46, 56.187, 37.5709, 37.5709, 37.5709, 37.5709, 37.5709, 37.5709, 37.5709, 37.5709, 37.5709, 37.5709, 37.5709, 37.5709, 37.5709, 37.5709, 37.5709, 37.5709
