   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_155.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
0.285113, 0, 1.09953e-11, 0, 1.41421, -1.09953e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.87428e-16, 0, 1.4749e-14, 0, 1.09802e-11, 0, 0
0.292997, 0, 1.81266e-11, 0, 1.41421, -1.81266e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.5791e-16, 0, 2.51759e-14, 0, 1.81008e-11, 0, 0
0.300881, 0, 2.96507e-11, 0, 1.41421, -2.96507e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11049e-15, 0, 4.27201e-14, 0, 2.96069e-11, 0, 0
0.308766, 0, 4.81262e-11, 0, 1.41421, -4.81262e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8637e-15, 0, 7.2079e-14, 0, 4.80522e-11, 0, 0
0.31665, 0, 7.75128e-11, 2.34017e-43, 1.41421, -7.75128e-11, 2.34017e-43, 0, 2.34017e-43, 2.34017e-43, 2.34017e-43, 2.34017e-43, 2.34017e-43, 2.34017e-43, 2.34017e-43, 2.34017e-43, 2.34017e-43, 2.34017e-43, 2.34017e-43, 3.11102e-15, 2.34017e-43, 1.20956e-13, 2.34017e-43, 7.73888e-11, 2.34017e-43, 2.34017e-43
0.324534, 0, 1.23888e-10, 4.07217e-42, 1.41421, -1.23888e-10, 4.07217e-42, 0, 4.07217e-42, 4.07217e-42, 4.07217e-42, 4.07217e-42, 4.07217e-42, 4.07217e-42, 4.07217e-42, 4.07217e-42, 4.07217e-42, 4.07217e-42, 4.07217e-42, 5.16729e-15, 4.07217e-42, 2.01935e-13, 4.07217e-42, 1.23681e-10, 4.07217e-42, 4.07217e-42
0.332418, 0, 1.96502e-10, 5.85953e-41, 1.41421, -1.96502e-10, 5.85953e-41, 0, 5.85953e-41, 5.85953e-41, 5.85953e-41, 5.85953e-41, 5.85953e-41, 5.85953e-41, 5.85953e-41, 5.85953e-41, 5.85953e-41, 5.85953e-41, 5.85953e-41, 8.54369e-15, 5.85953e-41, 3.35506e-13, 5.85953e-41, 1.96158e-10, 5.85953e-41, 5.85953e-41
0.340302, 0, 3.09318e-10, 7.47367e-40, 1.41421, -3.09318e-10, 7.47367e-40, 0, 7.47367e-40, 7.47367e-40, 7.47367e-40, 7.47367e-40, 7.47367e-40, 7.47367e-40, 7.47367e-40, 7.47367e-40, 7.47367e-40, 7.47367e-40, 7.47367e-40, 1.40685e-14, 7.47367e-40, 5.54932e-13, 7.47367e-40, 3.08749e-10, 7.47367e-40, 7.47367e-40
0.348187, 0, 4.83237e-10, 8.52469e-39, 1.41421, -4.83237e-10, 8.52469e-39, 0, 8.52469e-39, 8.52469e-39, 8.52469e-39, 8.52469e-39, 8.52469e-39, 8.52469e-39, 8.52469e-39, 8.52469e-39, 8.52469e-39, 8.52469e-39, 8.52469e-39, 2.30825e-14, 8.52469e-39, 9.14088e-13, 8.52469e-39, 4.82299e-10, 8.52469e-39, 8.52469e-39
0.356071, 0, 7.4929e-10, 8.78321e-38, 1.41421, -7.4929e-10, 8.78321e-38, 0, 8.78321e-38, 8.78321e-38, 8.78321e-38, 8.78321e-38, 8.78321e-38, 8.78321e-38, 8.78321e-38, 8.78321e-38, 8.78321e-38, 8.78321e-38, 8.78321e-38, 3.77548e-14, 8.78321e-38, 1.50008e-12, 8.78321e-38, 7.47753e-10, 8.78321e-38, 8.78321e-38
0.363955, 0, 1.15328e-09, 2.94071e-36, 1.41421, -1.15328e-09, 2.94071e-36, 0, 2.94071e-36, 2.94071e-36, 2.94071e-36, 2.94071e-36, 2.94071e-36, 2.94071e-36, 2.94071e-36, 2.94071e-36, 2.94071e-36, 2.94071e-36, 2.94071e-36, 6.17021e-14, 2.94071e-36, 2.4576e-12, 2.94071e-36, 1.15076e-09, 2.94071e-36, 2.94071e-36
0.371839, 0, 1.76176e-09, 2.31134e-35, 1.41421, -1.76176e-09, 2.31134e-35, 0, 2.31134e-35, 2.31134e-35, 2.31134e-35, 2.31134e-35, 2.31134e-35, 2.31134e-35, 2.31134e-35, 2.31134e-35, 2.31134e-35, 2.31134e-35, 2.31134e-35, 1.0045e-13, 2.31134e-35, 4.00774e-12, 2.31134e-35, 1.75765e-09, 2.31134e-35, 2.31134e-35
0.379723, 0, 2.67149e-09, 1.67444e-34, 1.41421, -2.67149e-09, 1.67444e-34, 0, 1.67444e-34, 1.67444e-34, 1.67444e-34, 1.67444e-34, 1.67444e-34, 1.67444e-34, 1.67444e-34, 1.67444e-34, 1.67444e-34, 1.67444e-34, 1.67444e-34, 1.63265e-13, 1.67444e-34, 6.51899e-12, 1.67444e-34, 2.66481e-09, 1.67444e-34, 1.67444e-34
0.387607, 0, 4.02139e-09, 1.15289e-33, 1.41421, -4.02139e-09, 1.15289e-33, 0, 1.15289e-33, 1.15289e-33, 1.15289e-33, 1.15289e-33, 1.15289e-33, 1.15289e-33, 1.15289e-33, 1.15289e-33, 1.15289e-33, 1.15289e-33, 1.15289e-33, 2.65044e-13, 1.15289e-33, 1.05808e-11, 1.15289e-33, 4.01055e-09, 1.15289e-33, 1.15289e-33
0.395492, 0, 6.0095e-09, 6.72763e-33, 1.41421, -6.0095e-09, 6.72763e-33, 0, 6.72763e-33, 6.72763e-33, 6.72763e-33, 6.72763e-33, 6.72763e-33, 6.72763e-33, 6.72763e-33, 6.72763e-33, 6.72763e-33, 6.72763e-33, 6.72763e-33, 4.29911e-13, 6.72763e-33, 1.71421e-11, 6.72763e-33, 5.99193e-09, 6.72763e-33, 6.72763e-33
0.403376, 0, 8.91585e-09, 3.98116e-32, 1.41421, -8.91585e-09, 3.98116e-32, 0, 3.98116e-32, 3.98116e-32, 3.98116e-32, 3.98116e-32, 3.98116e-32, 3.98116e-32, 3.98116e-32, 3.98116e-32, 3.98116e-32, 3.98116e-32, 3.98116e-32, 6.9693e-13, 3.98116e-32, 2.77294e-11, 3.98116e-32, 8.88743e-09, 3.98116e-32, 3.98116e-32
0.41126, 0, 1.31333e-08, 2.10378e-31, 1.41421, -1.31333e-08, 2.10378e-31, 0, 2.10378e-31, 2.10378e-31, 2.10378e-31, 2.10378e-31, 2.10378e-31, 2.10378e-31, 2.10378e-31, 2.10378e-31, 2.10378e-31, 2.10378e-31, 2.10378e-31, 1.12932e-12, 2.10378e-31, 4.47966e-11, 2.10378e-31, 1.30874e-08, 2.10378e-31, 2.10378e-31
0.419144, 0, 1.92089e-08, 1.08959e-30, 1.41421, -1.92089e-08, 1.08959e-30, 0, 1.08959e-30, 1.08959e-30, 1.08959e-30, 1.08959e-30, 1.08959e-30, 1.08959e-30, 1.08959e-30, 1.08959e-30, 1.08959e-30, 1.08959e-30, 1.08959e-30, 1.82928e-12, 1.08959e-30, 7.22831e-11, 1.08959e-30, 1.91347e-08, 1.08959e-30, 1.08959e-30
0.427028, 0, 2.78979e-08, 5.38995e-30, 1.41421, -2.78979e-08, 5.38995e-30, 0, 5.38995e-30, 5.38995e-30, 5.38995e-30, 5.38995e-30, 5.38995e-30, 5.38995e-30, 5.38995e-30, 5.38995e-30, 5.38995e-30, 5.38995e-30, 5.38995e-30, 2.96171e-12, 5.38995e-30, 1.16501e-10, 5.38995e-30, 2.77784e-08, 5.38995e-30, 5.38995e-30
0.434912, 0, 4.02361e-08, 2.52701e-29, 1.41421, -4.02361e-08, 2.52701e-29, 0, 2.52701e-29, 2.52701e-29, 2.52701e-29, 2.52701e-29, 2.52701e-29, 2.52701e-29, 2.52701e-29, 2.52701e-29, 2.52701e-29, 2.52701e-29, 2.52701e-29, 4.79205e-12, 2.52701e-29, 1.8754e-10, 2.52701e-29, 4.00437e-08, 2.52701e-29, 2.52701e-29
0.442797, 0, 5.76323e-08, 1.14751e-28, 1.41421, -5.76323e-08, 1.14751e-28, 0, 1.14751e-28, 1.14751e-28, 1.14751e-28, 1.14751e-28, 1.14751e-28, 1.14751e-28, 1.14751e-28, 1.14751e-28, 1.14751e-28, 1.14751e-28, 1.14751e-28, 7.7461e-12, 1.14751e-28, 3.01475e-10, 1.14751e-28, 5.73231e-08, 1.14751e-28, 1.14751e-28
0.450681, 0, 8.19895e-08, 4.99118e-28, 1.41421, -8.19895e-08, 4.99118e-28, 0, 4.99118e-28, 4.99118e-28, 4.99118e-28, 4.99118e-28, 4.99118e-28, 4.99118e-28, 4.99118e-28, 4.99118e-28, 4.99118e-28, 4.99118e-28, 4.99118e-28, 1.25043e-11, 4.99118e-28, 4.83815e-10, 4.99118e-28, 8.14932e-08, 4.99118e-28, 4.99118e-28
0.458565, 0, 1.15859e-07, 2.07102e-27, 1.41421, -1.15859e-07, 2.07102e-27, 0, 2.07102e-27, 2.07102e-27, 2.07102e-27, 2.07102e-27, 2.07102e-27, 2.07102e-27, 2.07102e-27, 2.07102e-27, 2.07102e-27, 2.07102e-27, 2.07102e-27, 2.0149e-11, 2.07102e-27, 7.74847e-10, 2.07102e-27, 1.15064e-07, 2.07102e-27, 2.07102e-27
0.466449, 0, 1.62636e-07, 8.20255e-27, 1.41421, -1.62636e-07, 8.20255e-27, 0, 8.20255e-27, 8.20255e-27, 8.20255e-27, 8.20255e-27, 8.20255e-27, 8.20255e-27, 8.20255e-27, 8.20255e-27, 8.20255e-27, 8.20255e-27, 8.20255e-27, 3.23926e-11, 8.20255e-27, 1.23783e-09, 8.20255e-27, 1.61366e-07, 8.20255e-27, 8.20255e-27
0.474333, 0, 2.26811e-07, 3.10441e-26, 1.41421, -2.26811e-07, 3.10441e-26, 0, 3.10441e-26, 3.10441e-26, 3.10441e-26, 3.10441e-26, 3.10441e-26, 3.43962e-13, 3.10441e-26, 3.10441e-26, 3.10441e-26, 3.10441e-26, 3.10441e-26, 5.19288e-11, 3.10441e-26, 1.97147e-09, 3.10441e-26, 2.24787e-07, 3.10441e-26, 3.10441e-26
0.482218, 0, 3.14276e-07, 1.12472e-25, 1.41421, -3.14276e-07, 1.12472e-25, 0, 1.12472e-25, 1.12472e-25, 1.12472e-25, 1.12472e-25, 1.12472e-25, 1.16984e-12, 1.12472e-25, 1.12472e-25, 1.12472e-25, 1.12472e-25, 1.12472e-25, 8.29676e-11, 1.12472e-25, 3.12868e-09, 1.12472e-25, 3.11064e-07, 1.12472e-25, 1.12472e-25
0.490102, 0, 4.32718e-07, 3.94019e-25, 1.41421, -4.32718e-07, 3.94019e-25, 0, 3.94019e-25, 3.94019e-25, 3.94019e-25, 3.94019e-25, 3.94019e-25, 3.09312e-12, 3.94019e-25, 3.94019e-25, 3.94019e-25, 3.94019e-25, 3.94019e-25, 1.32044e-10, 3.94019e-25, 4.94444e-09, 3.94019e-25, 4.27638e-07, 3.94019e-25, 3.94019e-25
0.497986, 0, 5.94066e-07, 1.89026e-10, 1.41421, -5.94066e-07, 2.20465e-10, 1.89026e-10, 1.89075e-10, 1.89231e-10, 7.34715e-10, 2.03173e-10, 1.96719e-10, 2.12497e-10, 5.9885e-10, 1.95202e-10, 8.72279e-10, 1.89303e-10, 1.91813e-10, 3.98254e-10, 1.89026e-10, 7.96591e-09, 1.89028e-10, 5.84355e-07, 1.89026e-10, 1.89026e-10
0.50587, 0, 8.11908e-07, 6.35212e-10, 1.41421, -8.11908e-07, 7.41603e-10, 6.35212e-10, 6.35377e-10, 6.35906e-10, 2.48187e-09, 6.83088e-10, 6.61246e-10, 7.06519e-10, 2.02209e-09, 6.56112e-10, 2.94739e-09, 6.36148e-10, 6.44644e-10, 9.65178e-10, 6.35212e-10, 1.28021e-08, 6.35219e-10, 7.93582e-07, 6.35212e-10, 6.35212e-10
0.513754, 0, 1.10625e-06, 1.66302e-09, 1.41421, -1.10625e-06, 1.9431e-09, 1.66302e-09, 1.66346e-09, 1.66485e-09, 6.52437e-09, 1.78906e-09, 1.73156e-09, 1.84368e-09, 5.31399e-09, 1.71804e-09, 7.74987e-09, 1.66549e-09, 1.68785e-09, 2.18065e-09, 1.66302e-09, 2.05862e-08, 1.66304e-09, 1.07147e-06, 1.66302e-09, 1.66302e-09
0.521638, 0, 1.50554e-06, 3.97917e-09, 1.41421, -1.50554e-06, 4.65164e-09, 3.97917e-09, 3.98021e-09, 3.98356e-09, 1.56514e-08, 4.28178e-09, 4.14372e-09, 4.40378e-09, 1.27453e-08, 4.11127e-09, 1.85939e-08, 3.98508e-09, 4.03879e-09, 4.78662e-09, 3.97917e-09, 3.32221e-08, 3.97921e-09, 1.43867e-06, 3.97917e-09, 3.97917e-09
0.529523, 0, 2.05236e-06, 9.07934e-09, 1.41421, -2.05236e-06, 1.06173e-08, 9.07934e-09, 9.08172e-09, 9.08937e-09, 3.57734e-08, 9.7714e-09, 9.45567e-09, 1.00353e-08, 2.91271e-08, 9.38145e-09, 4.25028e-08, 9.09287e-09, 9.21568e-09, 1.03314e-08, 9.07934e-09, 5.39592e-08, 9.07944e-09, 1.92204e-06, 9.07934e-09, 9.07934e-09
0.537407, 0, 2.81368e-06, 2.00535e-08, 1.41421, -2.81368e-06, 2.34559e-08, 2.00535e-08, 2.00588e-08, 2.00757e-08, 7.91096e-08, 2.15846e-08, 2.08861e-08, 2.23019e-08, 6.44058e-08, 2.07219e-08, 9.39972e-08, 2.00835e-08, 2.03552e-08, 2.19828e-08, 2.00535e-08, 8.85152e-08, 2.00538e-08, 2.5569e-06, 2.00535e-08, 2.00535e-08
0.545291, 0, 3.89887e-06, 4.31285e-08, 1.41421, -3.89887e-06, 5.04555e-08, 4.31285e-08, 4.31398e-08, 4.31763e-08, 1.70306e-07, 4.64256e-08, 4.49214e-08, 4.82749e-08, 1.38641e-07, 4.45678e-08, 2.02367e-07, 4.31929e-08, 4.3778e-08, 4.60821e-08, 4.31285e-08, 1.46698e-07, 4.31289e-08, 3.39064e-06, 4.31285e-08, 4.31285e-08
0.553175, 0, 5.49669e-06, 9.05488e-08, 1.41421, -5.49669e-06, 1.0595e-07, 9.05488e-08, 9.05727e-08, 9.06493e-08, 3.57865e-07, 9.74791e-08, 9.43174e-08, 1.05004e-07, 2.91308e-07, 9.35741e-08, 4.25253e-07, 9.06842e-08, 9.19141e-08, 9.50404e-08, 9.05488e-08, 2.4602e-07, 9.05498e-08, 4.48874e-06, 9.05488e-08, 9.05488e-08
0.561059, 0, 7.9297e-06, 1.85791e-07, 1.41421, -7.9297e-06, 2.17425e-07, 1.85791e-07, 1.85841e-07, 1.85998e-07, 7.34865e-07, 2.00026e-07, 1.93532e-07, 2.2038e-07, 5.98157e-07, 1.92006e-07, 8.73282e-07, 1.8607e-07, 1.88596e-07, 1.92576e-07, 1.85791e-07, 4.1733e-07, 1.85793e-07, 5.94469e-06, 1.85791e-07, 1.85791e-07
0.568944, 0, 1.17652e-05, 3.72771e-07, 1.41421, -1.17652e-05, 4.36307e-07, 3.72771e-07, 3.72869e-07, 3.73185e-07, 1.47559e-06, 4.01362e-07, 3.88318e-07, 4.50084e-07, 1.20101e-06, 3.85252e-07, 1.7536e-06, 3.73329e-07, 3.78403e-07, 3.82951e-07, 3.72771e-07, 7.14844e-07, 3.72775e-07, 7.89689e-06, 3.72771e-07, 3.72771e-07
0.576828, 0, 1.7995e-05, 7.31593e-07, 1.41421, -1.7995e-05, 8.56421e-07, 7.31593e-07, 7.31787e-07, 7.32408e-07, 2.89828e-06, 7.87766e-07, 7.62139e-07, 8.97616e-07, 2.35882e-06, 7.56115e-07, 3.44449e-06, 7.32691e-07, 7.4266e-07, 7.46759e-07, 7.31593e-07, 1.23295e-06, 7.31601e-07, 1.05564e-05, 7.31593e-07, 7.31593e-07
0.584712, 0, 2.83384e-05, 1.40477e-06, 1.41421, -2.83384e-05, 1.64473e-06, 1.40477e-06, 1.40514e-06, 1.40634e-06, 5.56977e-06, 1.51275e-06, 1.46349e-06, 1.751e-06, 4.53277e-06, 1.45191e-06, 6.61973e-06, 1.40688e-06, 1.42604e-06, 1.42721e-06, 1.40477e-06, 2.13382e-06, 1.40479e-06, 1.42537e-05, 1.40477e-06, 1.40477e-06
0.592596, 0, 4.5733e-05, 2.63947e-06, 1.41421, -4.5733e-05, 3.09085e-06, 2.63947e-06, 2.64017e-06, 2.64241e-06, 1.04743e-05, 2.84259e-06, 2.74992e-06, 3.34551e-06, 8.52359e-06, 2.72814e-06, 1.24494e-05, 2.64344e-06, 2.67949e-06, 2.67244e-06, 2.63947e-06, 3.69155e-06, 2.6395e-06, 1.95118e-05, 2.63947e-06, 2.63947e-06
0.60048, 0, 7.51141e-05, 4.85367e-06, 1.41421, -7.51141e-05, 5.68472e-06, 4.85367e-06, 4.85495e-06, 4.85909e-06, 1.92786e-05, 5.22764e-06, 5.05703e-06, 6.26922e-06, 1.56871e-05, 5.01692e-06, 2.2915e-05, 4.86098e-06, 4.92734e-06, 4.90178e-06, 4.85367e-06, 6.36091e-06, 4.85372e-06, 2.7164e-05, 4.85367e-06, 4.85367e-06
0.608364, 0, 0.0001246, 8.73632e-06, 1.41421, -0.0001246, 1.02341e-05, 8.73632e-06, 8.73865e-06, 8.74609e-06, 3.4734e-05, 9.41032e-06, 9.10283e-06, 1.15261e-05, 2.82611e-05, 9.03055e-06, 4.12878e-05, 8.7495e-06, 8.86911e-06, 8.80608e-06, 8.73632e-06, 1.0881e-05, 8.73642e-06, 3.85308e-05, 8.73632e-06, 8.73632e-06
0.616249, 0, 0.000207262, 1.5394e-05, 1.41421, -0.000207262, 1.80369e-05, 1.5394e-05, 1.53981e-05, 1.54113e-05, 6.12665e-05, 1.65833e-05, 1.60407e-05, 2.07975e-05, 4.98451e-05, 1.59132e-05, 7.28306e-05, 1.54173e-05, 1.56283e-05, 1.54945e-05, 1.5394e-05, 1.84268e-05, 1.53942e-05, 5.56883e-05, 1.5394e-05, 1.5394e-05
0.624133, 0, 0.000343659, 2.65583e-05, 1.41421, -0.000343659, 3.11245e-05, 2.65583e-05, 2.65654e-05, 2.65881e-05, 0.000105814, 2.86131e-05, 2.76757e-05, 3.68412e-05, 8.60809e-05, 2.74553e-05, 0.000125794, 2.65985e-05, 2.69632e-05, 2.67023e-05, 2.65583e-05, 3.0823e-05, 2.65586e-05, 8.18365e-05, 2.65583e-05, 2.65583e-05
