   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_311.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
5.76964, 48, 61.6067, 39.4577, 7.07107, -13.6067, 0, 39.4577, 39.4578, 39.4622, 40.3066, 60.7529, 39.4577, 39.4577, 39.4577, 39.4577, 39.4577, 39.4577, 39.4577, 39.4577, 39.4577, 39.4577, 39.4577, 39.4577, 39.4581, 39.4577
5.77752, 84, 65.9302, 39.5201, 9.27362, 18.0698, 0, 39.5201, 39.5202, 39.5244, 40.3778, 65.0679, 39.5201, 39.5201, 39.5201, 39.5201, 39.5201, 39.5201, 39.5201, 39.5201, 39.5201, 39.5201, 39.5201, 39.5201, 39.5205, 39.5201
5.7854, 56, 70.7422, 39.5816, 7.61577, -14.7422, 0, 39.5816, 39.5816, 39.5855, 40.448, 69.8716, 39.5816, 39.5816, 39.5816, 39.5816, 39.5816, 39.5816, 39.5816, 39.5816, 39.5816, 39.5816, 39.5816, 39.5816, 39.5819, 39.5816
5.79328, 68, 76.0117, 39.6421, 8.3666, -8.01166, 0, 39.6421, 39.6421, 39.6457, 40.5172, 75.1326, 39.6421, 39.6421, 39.6421, 39.6421, 39.6421, 39.6421, 39.6421, 39.6421, 39.6421, 39.6421, 39.6421, 39.6421, 39.6423, 39.6421
5.80117, 70, 81.6856, 39.7016, 8.48528, -11.6856, 0, 39.7016, 39.7016, 39.7049, 40.5855, 80.7982, 39.7016, 39.7016, 39.7016, 39.7016, 39.7016, 39.7016, 39.7016, 39.7016, 39.7016, 39.7016, 39.7016, 39.7016, 39.7018, 39.7016
5.80905, 88, 87.6862, 39.7601, 9.48683, 0.313789, 0, 39.7601, 39.7601, 39.7631, 40.6528, 86.7903, 39.7601, 39.7601, 39.7601, 39.7601, 39.7601, 39.7601, 39.7601, 39.7601, 39.7601, 39.7601, 39.7601, 39.7601, 39.7603, 39.7601
5.81693, 94, 93.9133, 39.8177, 9.79796, 0.086731, 0, 39.8177, 39.8177, 39.8204, 40.7192, 93.0088, 39.8177, 39.8177, 39.8177, 39.8177, 39.8177, 39.8177, 39.8177, 39.8177, 39.8177, 39.8177, 39.8177, 39.8177, 39.8178, 39.8177
5.82481, 92, 100.243, 39.8743, 9.69536, -8.24327, 0, 39.8743, 39.8743, 39.8767, 40.7847, 99.3303, 39.8743, 39.8743, 39.8743, 39.8743, 39.8743, 39.8743, 39.8743, 39.8743, 39.8743, 39.8743, 39.8743, 39.8743, 39.8744, 39.8743
5.83269, 80, 106.535, 39.93, 9.05539, -26.5352, 0, 39.93, 39.93, 39.9321, 40.8493, 105.614, 39.93, 39.93, 39.93, 39.93, 39.93, 39.93, 39.93, 39.93, 39.93, 39.93, 39.93, 39.93, 39.9301, 39.93
5.84058, 102, 112.634, 39.9848, 10.198, -10.6341, 0, 39.9848, 39.9849, 39.9867, 40.9131, 111.704, 39.9848, 39.9848, 39.9848, 39.9848, 39.9848, 39.9848, 39.9848, 39.9848, 39.9848, 39.9848, 39.9848, 39.9848, 39.9849, 39.9848
5.84846, 122, 118.376, 40.0388, 11.1355, 3.62369, 0, 40.0388, 40.0389, 40.0404, 40.976, 117.437, 40.0388, 40.0388, 40.0388, 40.0388, 40.0388, 40.0388, 40.0388, 40.0388, 40.0388, 40.0388, 40.0388, 40.0388, 40.0389, 40.0388
5.85634, 118, 123.599, 40.0921, 10.9545, -5.59874, 0, 40.0921, 40.0921, 40.0934, 41.0382, 122.651, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921
5.86422, 148, 128.145, 40.1446, 12.2474, 19.8549, 0, 40.1446, 40.1446, 40.1457, 41.0998, 127.189, 40.1446, 40.1446, 40.1446, 40.1446, 40.1446, 40.1446, 40.1446, 40.1446, 40.1446, 40.1446, 40.1446, 40.1446, 40.1446, 40.1446
5.8721, 164, 131.875, 40.1965, 12.8841, 32.1254, 0, 40.1965, 40.1965, 40.1974, 41.1607, 130.909, 40.1965, 40.1965, 40.1965, 40.1965, 40.1965, 40.1965, 40.1965, 40.1965, 40.1965, 40.1965, 40.1965, 40.1965, 40.1965, 40.1965
5.87999, 142, 134.668, 40.2478, 12, 7.33244, 0, 40.2478, 40.2479, 40.2486, 41.2212, 133.693, 40.2478, 40.2478, 40.2478, 40.2478, 40.2478, 40.2478, 40.2478, 40.2478, 40.2478, 40.2478, 40.2478, 40.2478, 40.2479, 40.2478
5.88787, 180, 136.435, 40.2988, 13.4907, 43.5652, 0, 40.2988, 40.2988, 40.2995, 41.2813, 135.452, 40.2988, 40.2988, 40.2988, 40.2988, 40.2988, 40.2988, 40.2988, 40.2988, 40.2988, 40.2988, 40.2988, 40.2988, 40.2988, 40.2988
5.89575, 156, 137.12, 40.3495, 12.5698, 18.8797, 0, 40.3495, 40.3495, 40.35, 41.3411, 136.128, 40.3495, 40.3495, 40.3495, 40.3495, 40.3495, 40.3495, 40.3495, 40.3495, 40.3495, 40.3495, 40.3495, 40.3495, 40.3495, 40.3495
5.90363, 150, 136.705, 40.4, 12.3288, 13.2951, 0, 40.4, 40.4001, 40.4005, 41.4009, 135.704, 40.4, 40.4, 40.4, 40.4, 40.4, 40.4, 40.4, 40.4, 40.4, 40.4, 40.4, 40.4, 40.4, 40.4
5.91151, 152, 135.207, 40.4506, 12.4097, 16.7926, 0, 40.4506, 40.4506, 40.4509, 41.4607, 134.197, 40.4506, 40.4506, 40.4506, 40.4506, 40.4506, 40.4506, 40.4506, 40.4506, 40.4506, 40.4506, 40.4506, 40.4506, 40.4506, 40.4506
5.9194, 148, 132.683, 40.5013, 12.2474, 15.3171, 0, 40.5013, 40.5013, 40.5016, 41.5208, 131.663, 40.5013, 40.5013, 40.5013, 40.5013, 40.5013, 40.5013, 40.5013, 40.5013, 40.5013, 40.5013, 40.5013, 40.5013, 40.5013, 40.5013
5.92728, 150, 129.221, 40.5524, 12.3288, 20.7795, 0, 40.5524, 40.5524, 40.5526, 41.5812, 128.191, 40.5524, 40.5524, 40.5524, 40.5524, 40.5524, 40.5524, 40.5524, 40.5524, 40.5524, 40.5524, 40.5524, 40.5524, 40.5524, 40.5524
5.93516, 126, 124.937, 40.6039, 11.3137, 1.06268, 0, 40.6039, 40.604, 40.6041, 41.6423, 123.899, 40.6039, 40.6039, 40.6039, 40.6039, 40.6039, 40.6039, 40.6039, 40.6039, 40.6039, 40.6039, 40.6039, 40.6039, 40.6039, 40.6039
5.94304, 134, 119.972, 40.6562, 11.6619, 14.0276, 0, 40.6562, 40.6563, 40.6564, 41.7041, 118.924, 40.6562, 40.6562, 40.6562, 40.6562, 40.6562, 40.6562, 40.6562, 40.6562, 40.6562, 40.6562, 40.6562, 40.6562, 40.6562, 40.6562
5.95092, 122, 114.479, 40.7094, 11.1355, 7.52139, 0, 40.7094, 40.7094, 40.7095, 41.7668, 113.421, 40.7094, 40.7094, 40.7094, 40.7094, 40.7094, 40.7094, 40.7094, 40.7094, 40.7094, 40.7094, 40.7094, 40.7094, 40.7094, 40.7094
5.95881, 100, 108.618, 40.7636, 10.0995, -8.6181, 0, 40.7636, 40.7636, 40.7637, 41.8307, 107.551, 40.7636, 40.7636, 40.7636, 40.7636, 40.7636, 40.7636, 40.7636, 40.7636, 40.7636, 40.7636, 40.7636, 40.7636, 40.7636, 40.7636
5.96669, 80, 102.55, 40.819, 9.05539, -22.5503, 0, 40.819, 40.819, 40.8191, 41.8959, 101.473, 40.819, 40.819, 40.819, 40.819, 40.819, 40.819, 40.819, 40.819, 40.819, 40.819, 40.819, 40.819, 40.819, 40.819
5.97457, 114, 96.4273, 40.8756, 10.7703, 17.5727, 0, 40.8756, 40.8757, 40.8757, 41.9626, 95.3402, 40.8756, 40.8756, 40.8756, 40.8756, 40.8756, 40.8756, 40.8756, 40.8756, 40.8756, 40.8756, 40.8756, 40.8756, 40.8756, 40.8756
5.98245, 104, 90.3891, 40.9338, 10.2956, 13.6109, 0, 40.9338, 40.9338, 40.9338, 42.0311, 89.2917, 40.9338, 40.9338, 40.9338, 40.9338, 40.9338, 40.9338, 40.9338, 40.9338, 40.9338, 40.9338, 40.9338, 40.9338, 40.9338, 40.9338
5.99033, 94, 84.5566, 40.9934, 9.79796, 9.44335, 0, 40.9934, 40.9934, 40.9934, 42.1014, 83.4485, 40.9934, 40.9934, 40.9934, 40.9934, 40.9934, 40.9934, 40.9934, 40.9934, 40.9934, 40.9934, 40.9934, 40.9934, 40.9934, 40.9934
5.99822, 80, 79.0303, 41.0545, 9.05539, 0.969673, 0, 41.0545, 41.0546, 41.0546, 42.1738, 77.9109, 41.0545, 41.0545, 41.0545, 41.0545, 41.0545, 41.0545, 41.0545, 41.0545, 41.0545, 41.0545, 41.0545, 41.0545, 41.0545, 41.0545
6.0061, 72, 73.8878, 41.1173, 8.60233, -1.88777, 0, 41.1173, 41.1173, 41.1174, 42.2487, 72.7562, 41.1173, 41.1173, 41.1173, 41.1173, 41.1173, 41.1173, 41.1173, 41.1173, 41.1173, 41.1173, 41.1173, 41.1173, 41.1173, 41.1173
6.01398, 52, 69.1848, 41.1816, 7.34847, -17.1848, 0, 41.1816, 41.1816, 41.1817, 42.3267, 68.0396, 41.1816, 41.1816, 41.1816, 41.1816, 41.1816, 41.1816, 41.1816, 41.1816, 41.1816, 41.1816, 41.1816, 41.1816, 41.1816, 41.1816
6.02186, 52, 64.9551, 41.2474, 7.34847, -12.9551, 0, 41.2474, 41.2475, 41.2475, 42.4085, 63.7939, 41.2474, 41.2474, 41.2474, 41.2474, 41.2474, 41.2474, 41.2474, 41.2474, 41.2474, 41.2474, 41.2474, 41.2474, 41.2474, 41.2474
6.02974, 66, 61.2124, 41.3148, 8.24621, 4.78761, 0, 41.3148, 41.3148, 41.3149, 42.4953, 60.0317, 41.3148, 41.3148, 41.3148, 41.3148, 41.3148, 41.3148, 41.3148, 41.3148, 41.3148, 41.3148, 41.3148, 41.3148, 41.3148, 41.3148
6.03763, 36, 57.9558, 41.3835, 6.16441, -21.9558, 0, 41.3835, 41.3835, 41.3836, 42.5892, 56.7499, 41.3835, 41.3835, 41.3835, 41.3835, 41.3835, 41.3835, 41.3835, 41.3835, 41.3835, 41.3835, 41.3835, 41.3835, 41.3835, 41.3835
6.04551, 64, 55.1701, 41.4534, 8.12404, 8.82993, 0, 41.4534, 41.4535, 41.4535, 42.6933, 53.93, 41.4534, 41.4534, 41.4534, 41.4534, 41.4534, 41.4534, 41.4534, 41.4534, 41.4534, 41.4534, 41.4534, 41.4534, 41.4534, 41.4534
6.05339, 50, 52.8314, 41.5245, 7.2111, -2.83138, 0, 41.5245, 41.5246, 41.5246, 42.8124, 51.5433, 41.5245, 41.5245, 41.5245, 41.5245, 41.5245, 41.5245, 41.5245, 41.5245, 41.5245, 41.5245, 41.5245, 41.5245, 41.5245, 41.5245
6.06127, 30, 50.9111, 41.5966, 5.65685, -20.9111, 0, 41.5966, 41.5966, 41.5967, 42.9542, 49.5534, 41.5966, 41.5966, 41.5966, 41.5966, 41.5966, 41.5966, 41.5966, 41.5966, 41.5966, 41.5966, 41.5966, 41.5966, 41.5966, 41.5966
6.06915, 48, 49.3801, 41.6694, 7.07107, -1.38012, 0, 41.6694, 41.6695, 41.6695, 43.1299, 47.9195, 41.6694, 41.6694, 41.6694, 41.6694, 41.6694, 41.6694, 41.6694, 41.6694, 41.6694, 41.6694, 41.6694, 41.6694, 41.6694, 41.6694
6.07704, 40, 48.213, 41.7429, 6.48074, -8.21297, 0, 41.7429, 41.743, 41.743, 43.3569, 46.5989, 41.7429, 41.7429, 41.7429, 41.7429, 41.7429, 41.7429, 41.7429, 41.7429, 41.7429, 41.7429, 41.7429, 41.7429, 41.7429, 41.7429
6.08492, 40, 47.3927, 41.8169, 6.48074, -7.39274, 0, 41.8169, 41.8169, 41.817, 43.6609, 45.5486, 41.8169, 41.8169, 41.8169, 41.8169, 41.8169, 41.8169, 41.8169, 41.8169, 41.8169, 41.8169, 41.8169, 41.8169, 41.8169, 41.8169
6.0928, 28, 46.9164, 41.8911, 5.47723, -18.9164, 0, 41.8911, 41.8912, 41.8912, 44.0795, 44.7279, 41.8911, 41.8911, 41.8911, 41.8911, 41.8911, 41.8911, 41.8911, 41.8911, 41.8911, 41.8911, 41.8911, 41.8911, 41.8911, 41.8911
6.10068, 26, 46.8004, 41.9655, 5.2915, -20.8004, 0, 41.9655, 41.9656, 41.9656, 44.6671, 44.0987, 41.9655, 41.9655, 41.9655, 41.9655, 41.9655, 41.9655, 41.9655, 41.9655, 41.9655, 41.9655, 41.9655, 41.9655, 41.9655, 41.9655
6.10856, 34, 47.0882, 42.0399, 6, -13.0882, 0, 42.0399, 42.0399, 42.0399, 45.5012, 43.6268, 42.0399, 42.0399, 42.0399, 42.0399, 42.0399, 42.0399, 42.0399, 42.0399, 42.0399, 42.0399, 42.0399, 42.0399, 42.0399, 42.0399
6.11645, 36, 47.8589, 42.114, 6.16441, -11.8589, 0, 42.114, 42.1141, 42.1141, 46.6908, 43.282, 42.114, 42.114, 42.114, 42.114, 42.114, 42.114, 42.114, 42.114, 42.114, 42.114, 42.114, 42.114, 42.114, 42.114
6.12433, 56, 49.2373, 42.1879, 7.61577, 6.76271, 0, 42.1879, 42.1879, 42.188, 48.3865, 43.0386, 42.1879, 42.1879, 42.1879, 42.1879, 42.1879, 42.1879, 42.1879, 42.1879, 42.1879, 42.1879, 42.1879, 42.1879, 42.1879, 42.1879
6.13221, 58, 51.4074, 42.2613, 7.74597, 6.59258, 0, 42.2613, 42.2613, 42.2614, 50.7941, 42.8745, 42.2613, 42.2613, 42.2613, 42.2613, 42.2613, 42.2613, 42.2613, 42.2613, 42.2613, 42.2613, 42.2613, 42.2613, 42.2613, 42.2613
6.14009, 62, 54.6278, 42.3342, 8, 7.37217, 0, 42.3342, 42.3342, 42.3343, 54.1901, 42.7718, 42.3342, 42.3342, 42.3342, 42.3342, 42.3342, 42.3342, 42.3342, 42.3342, 42.3342, 42.3342, 42.3342, 42.3342, 42.3342, 42.3342
6.14797, 60, 59.2487, 42.4064, 7.87401, 0.751301, 0, 42.4064, 42.4065, 42.4065, 58.9392, 42.7158, 42.4064, 42.4064, 42.4064, 42.4064, 42.4064, 42.4064, 42.4064, 42.4064, 42.4064, 42.4064, 42.4064, 42.4064, 42.4064, 42.4064
6.15586, 74, 65.7336, 42.478, 8.7178, 8.26644, 0, 42.478, 42.478, 42.4781, 65.5166, 42.6948, 42.478, 42.478, 42.478, 42.478, 42.478, 42.478, 42.478, 42.478, 42.478, 42.478, 42.478, 42.478, 42.478, 42.478
6.16374, 84, 74.6807, 42.5487, 9.27362, 9.31929, 0, 42.5487, 42.5488, 42.5488, 74.5296, 42.6997, 42.5487, 42.5487, 42.5487, 42.5487, 42.5487, 42.5487, 42.5487, 42.5487, 42.5487, 42.5487, 42.5487, 42.5487, 42.5487, 42.5487
6.17162, 114, 86.8475, 42.6186, 10.7703, 27.1525, 0, 42.6186, 42.6186, 42.6187, 86.7425, 42.7234, 42.6186, 42.6186, 42.6186, 42.6186, 42.6186, 42.6186, 42.6186, 42.6186, 42.6186, 42.6186, 42.6186, 42.6186, 42.6186, 42.6186
6.1795, 128, 103.169, 42.6876, 11.4018, 24.8307, 0, 42.6876, 42.6877, 42.6877, 103.096, 42.7606, 42.6876, 42.6876, 42.6876, 42.6876, 42.6876, 42.6876, 42.6876, 42.6876, 42.6876, 42.6876, 42.6876, 42.6876, 42.6876, 42.6876
6.18738, 134, 124.786, 42.7557, 11.6619, 9.21443, 0, 42.7557, 42.7557, 42.7558, 124.734, 42.8074, 42.7557, 42.7557, 42.7557, 42.7557, 42.7557, 42.7557, 42.7557, 42.7557, 42.7557, 42.7557, 42.7557, 42.7557, 42.7557, 42.7557
6.19527, 218, 153.047, 42.8228, 14.8324, 64.953, 0, 42.8228, 42.8228, 42.8229, 153.009, 42.861, 42.8228, 42.8228, 42.8228, 42.8228, 42.8228, 42.8228, 42.8228, 42.8228, 42.8228, 42.8228, 42.8228, 42.8228, 42.8228, 42.8228
6.20315, 196, 189.522, 42.8889, 14.0712, 6.47786, 0, 42.8889, 42.8889, 42.889, 189.491, 42.9194, 42.8889, 42.8889, 42.8889, 42.8889, 42.8889, 42.8889, 42.8889, 42.8889, 42.8889, 42.8889, 42.8889, 42.8889, 42.8889, 42.8889
6.21103, 270, 235.996, 42.954, 16.4924, 34.0036, 0, 42.954, 42.954, 42.9541, 235.969, 42.9815, 42.954, 42.954, 42.954, 42.954, 42.954, 42.954, 42.954, 42.954, 42.954, 42.954, 42.954, 42.954, 42.954, 42.954
6.21891, 308, 294.443, 43.0181, 17.6068, 13.5569, 0, 43.0181, 43.0181, 43.0182, 294.414, 43.0467, 43.0181, 43.0181, 43.0181, 43.0181, 43.0181, 43.0181, 43.0181, 43.0181, 43.0181, 43.0181, 43.0181, 43.0181, 43.0181, 43.0181
6.22679, 400, 366.988, 43.0811, 20.0499, 33.012, 0, 43.0811, 43.0812, 43.0813, 366.954, 43.115, 43.0811, 43.0811, 43.0811, 43.0811, 43.0811, 43.0811, 43.0811, 43.0811, 43.0811, 43.0811, 43.0811, 43.0811, 43.0811, 43.0811
6.23468, 494, 455.825, 43.1431, 22.2711, 38.1748, 0, 43.1431, 43.1432, 43.1432, 455.781, 43.1867, 43.1431, 43.1431, 43.1431, 43.1431, 43.1431, 43.1431, 43.1431, 43.1431, 43.1431, 43.1431, 43.1431, 43.1431, 43.1431, 43.1431
6.24256, 560, 563.156, 43.2041, 23.7065, -3.15564, 0, 43.2041, 43.2041, 43.2042, 563.097, 43.2628, 43.2041, 43.2041, 43.2041, 43.2041, 43.2041, 43.2041, 43.2041, 43.2041, 43.2041, 43.2041, 43.2041, 43.2041, 43.2041, 43.2041
6.25044, 698, 691.065, 43.264, 26.4575, 6.93475, 0, 43.264, 43.264, 43.2641, 690.985, 43.3445, 43.264, 43.264, 43.264, 43.264, 43.264, 43.264, 43.264, 43.264, 43.264, 43.264, 43.264, 43.264, 43.264, 43.264
6.25832, 900, 841.373, 43.3228, 30.0333, 58.6273, 0, 43.3228, 43.3229, 43.3229, 841.262, 43.4338, 43.3228, 43.3228, 43.3228, 43.3228, 43.3228, 43.3228, 43.3228, 43.3228, 43.3228, 43.3228, 43.3228, 43.3228, 43.3228, 43.3228
6.26621, 1004, 1015.48, 43.3806, 31.7175, -11.4843, 0, 43.3806, 43.3806, 43.3807, 1015.33, 43.5331, 43.3806, 43.3806, 43.3806, 43.3806, 43.3806, 43.3806, 43.3806, 43.3806, 43.3806, 43.3806, 43.3806, 43.3806, 43.3806, 43.3806
6.27409, 1270, 1214.26, 43.4372, 35.6651, 55.7419, 0, 43.4372, 43.4373, 43.4374, 1214.05, 43.6454, 43.4372, 43.4372, 43.4372, 43.4372, 43.4372, 43.4372, 43.4372, 43.4372, 43.4372, 43.4372, 43.4372, 43.4372, 43.4372, 43.4372
6.28197, 1588, 1437.83, 43.4929, 39.8748, 150.171, 0, 43.4929, 43.4929, 43.493, 1437.55, 43.7745, 43.4929, 43.4929, 43.4929, 43.4929, 43.4929, 43.4929, 43.4929, 43.4929, 43.4929, 43.4929, 43.4929, 43.4929, 43.4929, 43.4929
6.28985, 1646, 1685.4, 43.5474, 40.5956, -39.4033, 0, 43.5474, 43.5474, 43.5475, 1685.03, 43.9246, 43.5474, 43.5474, 43.5474, 43.5474, 43.5474, 43.5474, 43.5474, 43.5474, 43.5474, 43.5474, 43.5474, 43.5474, 43.5474, 43.5474
6.29773, 2088, 1955.22, 43.6008, 45.7165, 132.777, 0, 43.6008, 43.6008, 43.6009, 1954.72, 44.1009, 43.6008, 43.6008, 43.6008, 43.6008, 43.6008, 43.6008, 43.6008, 43.6008, 43.6008, 43.6008, 43.6008, 43.6008, 43.6008, 43.6008
6.30562, 2238, 2244.43, 43.6531, 47.3286, -6.43433, 0, 43.6531, 43.6531, 43.6532, 2243.78, 44.3089, 43.6531, 43.6531, 43.6531, 43.6531, 43.6531, 43.6531, 43.6531, 43.6531, 43.6531, 43.6531, 43.6531, 43.6531, 43.6531, 43.6531
6.3135, 2518, 2548.99, 43.7042, 50.1996, -30.9949, 0, 43.7042, 43.7043, 43.7044, 2548.14, 44.5548, 43.7042, 43.7042, 43.7042, 43.7042, 43.7042, 43.7042, 43.7042, 43.7042, 43.7042, 43.7042, 43.7042, 43.7042, 43.7042, 43.7042
6.32138, 2958, 2863.81, 43.7542, 54.4059, 94.1946, 0, 43.7542, 43.7543, 43.7544, 2862.71, 44.8452, 43.7542, 43.7542, 43.7542, 43.7542, 43.7542, 43.7542, 43.7542, 43.7542, 43.7542, 43.7542, 43.7542, 43.7542, 43.7542, 43.7542
6.32926, 3122, 3182.73, 43.803, 55.8928, -60.7295, 0, 43.803, 43.8031, 43.8032, 3181.35, 45.1867, 43.803, 43.803, 43.803, 43.803, 43.803, 43.803, 43.803, 43.803, 43.803, 43.803, 43.803, 43.803, 43.803, 43.803
6.33714, 3540, 3498.82, 43.8506, 59.5147, 41.1838, 0, 43.8506, 43.8506, 43.8508, 3497.08, 45.5858, 43.8506, 43.8506, 43.8506, 43.8506, 43.8506, 43.8506, 43.8506, 43.8506, 43.8506, 43.8506, 43.8506, 43.8506, 43.8506, 43.8506
6.34503, 3676, 3804.38, 43.8968, 60.6465, -128.377, 0, 43.8968, 43.8969, 43.897, 3802.22, 46.0485, 43.8968, 43.8968, 43.8968, 43.8968, 43.8968, 43.8968, 43.8968, 43.8968, 43.8968, 43.8968, 43.8968, 43.8968, 43.8968, 43.8968
6.35291, 4138, 4091.51, 43.9417, 64.3428, 46.489, 0, 43.9417, 43.9418, 43.9419, 4088.87, 46.5797, 43.9417, 43.9417, 43.9417, 43.9417, 43.9417, 43.9417, 43.9417, 43.9417, 43.9417, 43.9417, 43.9417, 43.9417, 43.9417, 43.9417
6.36079, 4320, 4352.31, 43.9852, 65.7419, -32.3057, 0, 43.9852, 43.9852, 43.9854, 4349.11, 47.183, 43.9852, 43.9852, 43.9852, 43.9852, 43.9852, 43.9852, 43.9852, 43.9852, 43.9852, 43.9852, 43.9852, 43.9852, 43.9852, 43.9852
6.36867, 4656, 4579.16, 44.0271, 68.2495, 76.8364, 0, 44.0271, 44.0271, 44.0273, 4575.33, 47.8599, 44.0271, 44.0271, 44.0271, 44.0271, 44.0271, 44.0271, 44.0271, 44.0271, 44.0271, 44.0271, 44.0271, 44.0271, 44.0271, 44.0271
6.37655, 4578, 4765.28, 44.0673, 67.6757, -187.279, 0, 44.0673, 44.0674, 44.0676, 4760.74, 48.6097, 44.0673, 44.0673, 44.0673, 44.0673, 44.0673, 44.0673, 44.0673, 44.0673, 44.0673, 44.0673, 44.0673, 44.0673, 44.0673, 44.0673
6.38444, 4916, 4904.91, 44.1058, 70.1285, 11.0942, 0, 44.1058, 44.1058, 44.106, 4899.58, 49.4286, 44.1058, 44.1058, 44.1058, 44.1058, 44.1058, 44.1058, 44.1058, 44.1058, 44.1058, 44.1058, 44.1058, 44.1058, 44.1058, 44.1058
6.39232, 4854, 4993.65, 44.1423, 69.685, -139.652, 0, 44.1423, 44.1423, 44.1426, 4987.48, 50.3099, 44.1423, 44.1423, 44.1423, 44.1423, 44.1423, 44.1423, 44.1423, 44.1423, 44.1423, 44.1423, 44.1423, 44.1423, 44.1423, 44.1423
6.4002, 5090, 5028.75, 44.1767, 71.3583, 61.2471, 0, 44.1767, 44.1768, 44.1771, 5021.69, 51.2431, 44.1767, 44.1767, 44.1767, 44.1767, 44.1767, 44.1767, 44.1767, 44.1767, 44.1767, 44.1767, 44.1767, 44.1767, 44.1767, 44.1767
6.40808, 5112, 5009.17, 44.2089, 71.5122, 102.825, 0, 44.2089, 44.209, 44.2093, 5001.17, 52.2147, 44.2089, 44.2089, 44.2089, 44.2089, 44.2089, 44.2089, 44.2089, 44.2089, 44.2089, 44.2089, 44.2089, 44.2089, 44.2089, 44.2089
6.41596, 4936, 4935.67, 44.2387, 70.2709, 0.327148, 0, 44.2387, 44.2388, 44.2391, 4926.7, 53.2077, 44.2387, 44.2387, 44.2387, 44.2387, 44.2387, 44.2387, 44.2387, 44.2387, 44.2387, 44.2387, 44.2387, 44.2387, 44.2387, 44.2387
6.42385, 4742, 4810.78, 44.2659, 68.8767, -68.7788, 0, 44.2659, 44.2659, 44.2663, 4800.84, 54.2021, 44.2659, 44.2659, 44.2659, 44.2659, 44.2659, 44.2659, 44.2659, 44.2659, 44.2659, 44.2659, 44.2659, 44.2659, 44.2659, 44.2659
6.43173, 4636, 4638.6, 44.2903, 68.1029, -2.604, 0, 44.2903, 44.2904, 44.2908, 4627.72, 55.1758, 44.2903, 44.2903, 44.2903, 44.2903, 44.2903, 44.2903, 44.2903, 44.2903, 44.2903, 44.2903, 44.2903, 44.2903, 44.2903, 44.2903
6.43961, 4478, 4424.63, 44.3119, 66.9328, 53.3682, 0, 44.3119, 44.3119, 44.3124, 4412.84, 56.1051, 44.3119, 44.3119, 44.3119, 44.3119, 44.3119, 44.3119, 44.3119, 44.3119, 44.3119, 44.3119, 44.3119, 44.3119, 44.3119, 44.3119
6.44749, 4062, 4175.48, 44.3304, 63.7495, -113.478, 0, 44.3304, 44.3304, 44.3309, 4162.84, 56.9657, 44.3304, 44.3304, 44.3304, 44.3304, 44.3304, 44.3304, 44.3304, 44.3304, 44.3304, 44.3304, 44.3304, 44.3304, 44.3304, 44.3304
6.45537, 3994, 3898.47, 44.3457, 63.2139, 95.5264, 0, 44.3457, 44.3458, 44.3463, 3885.08, 57.7339, 44.3457, 44.3457, 44.3457, 44.3457, 44.3457, 44.3457, 44.3457, 44.3457, 44.3457, 44.3457, 44.3457, 44.3457, 44.3457, 44.3457
6.46326, 3556, 3601.36, 44.3579, 59.649, -45.3621, 0, 44.3579, 44.3579, 44.3585, 3587.33, 58.3874, 44.3579, 44.3579, 44.3579, 44.3579, 44.3579, 44.3579, 44.3579, 44.3579, 44.3579, 44.3579, 44.3579, 44.3579, 44.3579, 44.3579
6.47114, 3268, 3291.91, 44.3669, 57.1839, -23.9146, 0, 44.3669, 44.3669, 44.3675, 3277.37, 58.9069, 44.3669, 44.3669, 44.3669, 44.3669, 44.3669, 44.3669, 44.3669, 44.3669, 44.3669, 44.3669, 44.3669, 44.3669, 44.3669, 44.3669
6.47902, 2966, 2977.68, 44.3727, 54.4794, -11.6802, 0, 44.3727, 44.3727, 44.3734, 2962.78, 59.2764, 44.3727, 44.3727, 44.3727, 44.3727, 44.3727, 44.3727, 44.3727, 44.3727, 44.3727, 44.3727, 44.3727, 44.3727, 44.3727, 44.3727
6.4869, 2684, 2665.59, 44.3754, 51.8266, 18.4141, 0, 44.3754, 44.3755, 44.3761, 2650.48, 59.4846, 44.3754, 44.3754, 44.3754, 44.3754, 44.3754, 44.3754, 44.3754, 44.3754, 44.3754, 44.3754, 44.3754, 44.3754, 44.3754, 44.3754
6.49478, 2370, 2361.75, 44.3752, 48.7032, 8.25439, 0, 44.3752, 44.3752, 44.3759, 2346.59, 59.5253, 44.3752, 44.3752, 44.3752, 44.3752, 44.3752, 44.3752, 44.3752, 44.3752, 44.3752, 44.3752, 44.3752, 44.3752, 44.3752, 44.3752
6.50267, 2142, 2071.43, 44.3722, 46.3033, 70.5696, 0, 44.3722, 44.3723, 44.373, 2056.4, 59.3978, 44.3722, 44.3722, 44.3722, 44.3722, 44.3722, 44.3722, 44.3722, 44.3722, 44.3722, 44.3722, 44.3722, 44.3722, 44.3722, 44.3722
