   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_265.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0315769, 530, 0, 0, 23.0651, 530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0236933, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0158098, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00792618, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-4.26016e-05, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00784097, 0, 7.20121e-23, 0, 1.41421, -7.20121e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47844e-25, 0, 0, 5.0158e-28, 0, 1.3866e-26, 0, 7.18499e-23, 0, 0, 0
0.0157245, 0, 1.83863e-22, 0, 1.41421, -1.83863e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77478e-25, 0, 0, 1.29905e-27, 0, 3.62983e-26, 0, 1.83448e-22, 0, 0, 0
0.0236081, 0, 4.59529e-22, 0, 1.41421, -4.59529e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.43425e-25, 0, 0, 3.29362e-27, 0, 9.28598e-26, 0, 4.58489e-22, 0, 0, 0
0.0314917, 0, 1.12601e-21, 0, 1.41421, -1.12601e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31172e-24, 0, 0, 8.18785e-27, 0, 2.32593e-25, 0, 1.12346e-21, 0, 0, 0
0.0393753, 0, 2.70869e-21, 0, 1.41421, -2.70869e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.56097e-24, 0, 0, 1.99847e-26, 0, 5.71331e-25, 0, 2.70254e-21, 0, 0, 0
0.0472588, 0, 6.40408e-21, 0, 1.41421, -6.40408e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31476e-23, 0, 0, 4.79457e-26, 0, 1.3781e-24, 0, 6.38951e-21, 0, 0, 0
0.0551424, 0, 1.48956e-20, 0, 1.41421, -1.48956e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05805e-23, 0, 0, 1.13177e-25, 0, 3.26793e-24, 0, 1.48616e-20, 0, 0, 0
0.063026, 0, 3.5736e-20, 0, 1.41421, -3.5736e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.33652e-23, 0, 0, 2.77648e-25, 0, 8.05615e-24, 0, 3.56543e-20, 0, 0, 0
0.0709096, 0, 8.02686e-20, 0, 1.41421, -8.02686e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64789e-22, 0, 0, 6.33046e-25, 0, 1.8424e-23, 0, 8.00848e-20, 0, 0, 0
0.0787931, 0, 1.77857e-19, 0, 1.41421, -1.77857e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65134e-22, 0, 0, 1.42404e-24, 0, 4.1552e-23, 0, 1.77449e-19, 0, 0, 0
0.0866767, 0, 3.88968e-19, 0, 1.41421, -3.88968e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.98533e-22, 0, 0, 3.16221e-24, 0, 9.24733e-23, 0, 3.88074e-19, 0, 0, 0
0.0945603, 0, 8.39989e-19, 0, 1.41421, -8.39989e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72445e-21, 0, 0, 6.93502e-24, 0, 2.03184e-22, 0, 8.38055e-19, 0, 0, 0
0.102444, 0, 1.79198e-18, 0, 1.41421, -1.79198e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.67882e-21, 0, 0, 1.50273e-23, 0, 4.40987e-22, 0, 1.78785e-18, 0, 0, 0
0.110327, 0, 3.7779e-18, 0, 1.41421, -3.7779e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.75574e-21, 0, 0, 3.21852e-23, 0, 9.45813e-22, 0, 3.76916e-18, 0, 0, 0
0.118211, 0, 7.87358e-18, 0, 1.41421, -7.87358e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61638e-20, 0, 0, 6.81589e-23, 0, 2.0054e-21, 0, 7.85534e-18, 0, 0, 0
0.126095, 0, 1.62266e-17, 0, 1.41421, -1.62266e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.33117e-20, 0, 0, 1.42762e-22, 0, 4.205e-21, 0, 1.61889e-17, 0, 0, 0
0.133978, 0, 3.30777e-17, 0, 1.41421, -3.30777e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.79052e-20, 0, 0, 2.95839e-22, 0, 8.72244e-21, 0, 3.30008e-17, 0, 0, 0
0.141862, 0, 6.67118e-17, 0, 1.41421, -6.67118e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36952e-19, 0, 0, 6.06675e-22, 0, 1.79038e-20, 0, 6.65563e-17, 0, 0, 0
0.149745, 0, 1.33145e-16, 0, 1.41421, -1.33145e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73331e-19, 0, 0, 1.23146e-21, 0, 3.63753e-20, 0, 1.32834e-16, 0, 0, 0
0.157629, 0, 2.63024e-16, 0, 1.41421, -2.63024e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.39952e-19, 0, 0, 2.47482e-21, 0, 7.31699e-20, 0, 2.62408e-16, 0, 0, 0
0.165512, 0, 5.14391e-16, 0, 1.41421, -5.14391e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05597e-18, 0, 0, 4.92509e-21, 0, 1.45756e-19, 0, 5.13184e-16, 0, 0, 0
0.173396, 0, 9.96085e-16, 0, 1.41421, -9.96085e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0448e-18, 0, 0, 9.70765e-21, 0, 2.87597e-19, 0, 9.93743e-16, 0, 0, 0
0.18128, 0, 1.91017e-15, 0, 1.41421, -1.91017e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.92125e-18, 0, 0, 1.89548e-20, 0, 5.62211e-19, 0, 1.90567e-15, 0, 0, 0
