   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_268.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0311487, 536, 0, 0, 23.1948, 536, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0232659, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0153832, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0075004, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000382361, 0, 1.92048e-23, 0, 1.41421, -1.92048e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.49354e-27, 0, 0, 1.52643e-29, 0, 0, 1.91963e-23, 0, 0, 0
0.00826513, 0, 5.09821e-23, 0, 1.41421, -5.09821e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25474e-26, 0, 0, 4.10821e-29, 0, 0, 5.09595e-23, 0, 0, 0
0.0161479, 0, 1.32206e-22, 0, 1.41421, -1.32206e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.84695e-26, 0, 0, 1.08015e-28, 0, 0, 1.32147e-22, 0, 0, 0
0.0240307, 0, 3.35533e-22, 0, 1.41421, -3.35533e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48393e-25, 0, 0, 2.7797e-28, 0, 0, 3.35385e-22, 0, 0, 0
0.0319134, 0, 8.34757e-22, 0, 1.41421, -8.34757e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69181e-25, 0, 0, 7.01271e-28, 0, 0, 8.34387e-22, 0, 0, 0
0.0397962, 0, 2.03845e-21, 0, 1.41421, -2.03845e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.01528e-25, 0, 0, 1.73673e-27, 0, 0, 2.03755e-21, 0, 0, 0
0.0476789, 0, 4.89157e-21, 0, 1.41421, -4.89157e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16335e-24, 0, 0, 4.227e-27, 0, 0, 4.8894e-21, 0, 0, 0
0.0555617, 0, 1.15459e-20, 0, 1.41421, -1.15459e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.1063e-24, 0, 0, 1.01208e-26, 0, 0, 1.15408e-20, 0, 0, 0
0.0634445, 0, 2.68292e-20, 0, 1.41421, -2.68292e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18655e-23, 0, 0, 2.38593e-26, 0, 0, 2.68174e-20, 0, 0, 0
0.0713273, 0, 6.14202e-20, 0, 1.41421, -6.14202e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71638e-23, 0, 0, 5.54221e-26, 0, 0, 6.1393e-20, 0, 0, 0
0.07921, 0, 1.38618e-19, 0, 1.41421, -1.38618e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.13055e-23, 0, 0, 1.26935e-25, 0, 0, 1.38557e-19, 0, 0, 0
0.0870928, 0, 3.08594e-19, 0, 1.41421, -3.08594e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36479e-22, 0, 0, 2.8682e-25, 0, 0, 3.08457e-19, 0, 0, 0
0.0949755, 0, 6.78008e-19, 0, 1.41421, -6.78008e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.99857e-22, 0, 0, 6.39726e-25, 0, 0, 6.77707e-19, 0, 0, 0
0.102858, 0, 1.47082e-18, 0, 1.41421, -1.47082e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.50488e-22, 0, 0, 1.40909e-24, 0, 0, 1.47017e-18, 0, 0, 0
0.110741, 0, 3.15169e-18, 0, 1.41421, -3.15169e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39387e-21, 0, 0, 3.06641e-24, 0, 0, 3.1503e-18, 0, 0, 0
0.118624, 0, 6.67338e-18, 0, 1.41421, -6.67338e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.95138e-21, 0, 0, 6.59526e-24, 0, 0, 6.67042e-18, 0, 0, 0
0.126507, 0, 1.39672e-17, 0, 1.41421, -1.39672e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.17717e-21, 0, 0, 1.40247e-23, 0, 0, 1.39611e-17, 0, 0, 0
0.134389, 0, 2.89048e-17, 0, 1.41421, -2.89048e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27835e-20, 0, 0, 2.94955e-23, 0, 0, 2.88919e-17, 0, 0, 0
0.142272, 0, 5.91616e-17, 0, 1.41421, -5.91616e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61649e-20, 0, 0, 6.13676e-23, 0, 0, 5.91353e-17, 0, 0, 0
0.150155, 0, 1.19792e-16, 0, 1.41421, -1.19792e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.29795e-20, 0, 0, 1.26345e-22, 0, 0, 1.19739e-16, 0, 0, 0
0.158038, 0, 2.40015e-16, 0, 1.41421, -2.40015e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06149e-19, 0, 0, 2.57463e-22, 0, 0, 2.39908e-16, 0, 0, 0
0.16592, 0, 4.80484e-16, 0, 1.41421, -4.80484e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12499e-19, 0, 0, 5.2604e-22, 0, 0, 4.80271e-16, 0, 0, 0
0.173803, 0, 9.42068e-16, 0, 1.41421, -9.42068e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.16639e-19, 0, 0, 1.04941e-21, 0, 0, 9.4165e-16, 0, 0, 0
0.181686, 0, 1.82897e-15, 0, 1.41421, -1.82897e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.08878e-19, 0, 0, 2.07364e-21, 0, 0, 1.82816e-15, 0, 0, 0
0.189569, 0, 3.51652e-15, 0, 1.41421, -3.51652e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55521e-18, 0, 0, 4.05934e-21, 0, 0, 3.51496e-15, 0, 0, 0
0.197451, 0, 6.69672e-15, 0, 1.41421, -6.69672e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96168e-18, 0, 0, 7.87361e-21, 0, 0, 6.69375e-15, 0, 0, 0
0.205334, 0, 1.26331e-14, 0, 1.41421, -1.26331e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.58705e-18, 0, 0, 1.51339e-20, 0, 0, 1.26275e-14, 0, 0, 0
0.213217, 0, 2.36102e-14, 0, 1.41421, -2.36102e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04417e-17, 0, 0, 2.88311e-20, 0, 0, 2.35997e-14, 0, 0, 0
0.2211, 0, 4.37201e-14, 0, 1.41421, -4.37201e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93354e-17, 0, 0, 5.4445e-20, 0, 0, 4.37007e-14, 0, 0, 0
0.228983, 0, 8.02224e-14, 0, 1.41421, -8.02224e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.54787e-17, 0, 0, 1.0193e-19, 0, 0, 8.01869e-14, 0, 0, 0
0.236865, 0, 1.45876e-13, 0, 1.41421, -1.45876e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.45142e-17, 0, 0, 1.89212e-19, 0, 0, 1.45811e-13, 0, 0, 0
0.244748, 0, 2.62891e-13, 0, 1.41421, -2.62891e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16265e-16, 0, 0, 3.48303e-19, 0, 0, 2.62774e-13, 0, 0, 0
0.252631, 0, 4.69581e-13, 0, 1.41421, -4.69581e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07676e-16, 0, 0, 6.35906e-19, 0, 0, 4.69373e-13, 0, 0, 0
0.260514, 0, 8.31413e-13, 0, 1.41421, -8.31413e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.67702e-16, 0, 0, 1.15165e-18, 0, 0, 8.31045e-13, 0, 0, 0
0.268396, 0, 1.45923e-12, 0, 1.41421, -1.45923e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.4537e-16, 0, 0, 2.06925e-18, 0, 0, 1.45858e-12, 0, 0, 0
0.276279, 0, 2.53897e-12, 0, 1.41421, -2.53897e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12293e-15, 0, 0, 3.68933e-18, 0, 0, 2.53784e-12, 0, 0, 0
0.284162, 0, 4.37968e-12, 0, 1.41421, -4.37968e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9371e-15, 0, 0, 6.52847e-18, 0, 0, 4.37774e-12, 0, 0, 0
0.292045, 0, 7.4904e-12, 0, 1.41421, -7.4904e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3131e-15, 0, 0, 1.14684e-17, 0, 0, 7.48707e-12, 0, 0, 0
0.299927, 0, 1.27019e-11, 0, 1.41421, -1.27019e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.61855e-15, 0, 0, 2.00052e-17, 0, 0, 1.26962e-11, 0, 0, 0
0.30781, 0, 2.13575e-11, 0, 1.41421, -2.13575e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.4481e-15, 0, 0, 3.46616e-17, 0, 0, 2.1348e-11, 0, 0, 0
0.315693, 0, 3.56103e-11, 0, 1.41421, -3.56103e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57551e-14, 0, 0, 5.96709e-17, 0, 0, 3.55944e-11, 0, 0, 0
0.323576, 0, 5.88791e-11, 1.55544e-43, 1.41421, -5.88791e-11, 1.55544e-43, 0, 1.55544e-43, 1.55544e-43, 1.55544e-43, 1.55544e-43, 1.55544e-43, 1.55544e-43, 1.55544e-43, 1.55544e-43, 1.55544e-43, 2.60539e-14, 1.55544e-43, 1.55544e-43, 1.02104e-16, 1.55544e-43, 1.55544e-43, 5.8853e-11, 1.55544e-43, 1.55544e-43, 1.55544e-43
0.331459, 0, 9.65452e-11, 2.76756e-42, 1.41421, -9.65452e-11, 2.76756e-42, 0, 2.76756e-42, 2.76756e-42, 2.76756e-42, 2.76756e-42, 2.76756e-42, 2.76756e-42, 2.76756e-42, 2.76756e-42, 2.76756e-42, 4.27296e-14, 2.76756e-42, 2.76756e-42, 1.73725e-16, 2.76756e-42, 2.76756e-42, 9.65023e-11, 2.76756e-42, 2.76756e-42, 2.76756e-42
0.339341, 0, 1.57e-10, 4.06124e-41, 1.41421, -1.57e-10, 4.06124e-41, 0, 4.06124e-41, 4.06124e-41, 4.06124e-41, 4.06124e-41, 4.06124e-41, 4.06124e-41, 4.06124e-41, 4.06124e-41, 4.06124e-41, 6.9504e-14, 4.06124e-41, 4.06124e-41, 2.94047e-16, 4.06124e-41, 4.06124e-41, 1.56931e-10, 4.06124e-41, 4.06124e-41, 4.06124e-41
0.347224, 0, 2.53216e-10, 5.27311e-40, 1.41421, -2.53216e-10, 5.27311e-40, 0, 5.27311e-40, 5.27311e-40, 5.27311e-40, 5.27311e-40, 5.27311e-40, 5.27311e-40, 5.27311e-40, 5.27311e-40, 5.27311e-40, 1.12135e-13, 5.27311e-40, 5.27311e-40, 4.95356e-16, 5.27311e-40, 5.27311e-40, 2.53103e-10, 5.27311e-40, 5.27311e-40, 5.27311e-40
0.355107, 0, 4.05062e-10, 6.11987e-39, 1.41421, -4.05062e-10, 6.11987e-39, 0, 6.11987e-39, 6.11987e-39, 6.11987e-39, 6.11987e-39, 6.11987e-39, 6.11987e-39, 6.11987e-39, 6.11987e-39, 6.11987e-39, 1.79453e-13, 6.11987e-39, 6.11987e-39, 8.30984e-16, 6.11987e-39, 6.11987e-39, 4.04882e-10, 6.11987e-39, 6.11987e-39, 6.11987e-39
0.36299, 0, 6.42706e-10, 6.4101e-38, 1.41421, -6.42706e-10, 6.4101e-38, 0, 6.4101e-38, 6.4101e-38, 6.4101e-38, 6.4101e-38, 6.4101e-38, 6.4101e-38, 6.4101e-38, 6.4101e-38, 6.4101e-38, 2.84883e-13, 6.4101e-38, 6.4101e-38, 1.38892e-15, 6.4101e-38, 6.4101e-38, 6.42419e-10, 6.4101e-38, 6.4101e-38, 6.4101e-38
0.370872, 0, 1.01154e-09, 6.09096e-37, 1.41421, -1.01154e-09, 6.09096e-37, 0, 6.09096e-37, 6.09096e-37, 6.09096e-37, 6.09096e-37, 6.09096e-37, 6.09096e-37, 6.09096e-37, 6.09096e-37, 6.09096e-37, 4.48659e-13, 6.09096e-37, 6.09096e-37, 2.31427e-15, 6.09096e-37, 6.09096e-37, 1.01109e-09, 6.09096e-37, 6.09096e-37, 6.09096e-37
0.378755, 0, 1.57926e-09, 5.2863e-36, 1.41421, -1.57926e-09, 5.2863e-36, 0, 5.2863e-36, 5.2863e-36, 5.2863e-36, 5.2863e-36, 5.2863e-36, 5.2863e-36, 5.2863e-36, 5.2863e-36, 5.2863e-36, 7.01021e-13, 5.2863e-36, 5.2863e-36, 3.84633e-15, 5.2863e-36, 5.2863e-36, 1.57855e-09, 5.2863e-36, 5.2863e-36, 5.2863e-36
0.386638, 0, 2.44593e-09, 4.20757e-35, 1.41421, -2.44593e-09, 4.20757e-35, 0, 4.20757e-35, 4.20757e-35, 4.20757e-35, 4.20757e-35, 4.20757e-35, 4.20757e-35, 4.20757e-35, 4.20757e-35, 4.20757e-35, 1.08679e-12, 4.20757e-35, 4.20757e-35, 6.37973e-15, 4.20757e-35, 4.20757e-35, 2.44484e-09, 4.20757e-35, 4.20757e-35, 4.20757e-35
0.394521, 0, 3.75818e-09, 3.08512e-34, 1.41421, -3.75818e-09, 3.08512e-34, 0, 3.08512e-34, 3.08512e-34, 3.08512e-34, 3.08512e-34, 3.08512e-34, 3.08512e-34, 3.08512e-34, 3.08512e-34, 3.08512e-34, 1.67184e-12, 3.08512e-34, 3.08512e-34, 1.05655e-14, 3.08512e-34, 3.08512e-34, 3.7565e-09, 3.08512e-34, 3.08512e-34, 3.08512e-34
0.402403, 0, 5.72897e-09, 2.12941e-33, 1.41421, -5.72897e-09, 2.12941e-33, 0, 2.12941e-33, 2.12941e-33, 2.12941e-33, 2.12941e-33, 2.12941e-33, 2.12941e-33, 2.12941e-33, 2.12941e-33, 2.12941e-33, 2.55221e-12, 2.12941e-33, 2.12941e-33, 1.74778e-14, 2.12941e-33, 2.12941e-33, 5.7264e-09, 2.12941e-33, 2.12941e-33, 2.12941e-33
0.410286, 0, 8.66489e-09, 1.2545e-32, 1.41421, -8.66489e-09, 1.2545e-32, 0, 1.2545e-32, 1.2545e-32, 1.2545e-32, 1.2545e-32, 1.2545e-32, 1.2545e-32, 1.2545e-32, 1.2545e-32, 1.2545e-32, 3.86684e-12, 1.2545e-32, 1.2545e-32, 2.88885e-14, 1.2545e-32, 1.2545e-32, 8.66099e-09, 1.2545e-32, 1.2545e-32, 1.2545e-32
0.418169, 0, 1.30036e-08, 7.50139e-32, 1.41421, -1.30036e-08, 7.50139e-32, 0, 7.50139e-32, 7.50139e-32, 7.50139e-32, 7.50139e-32, 7.50139e-32, 7.50139e-32, 7.50139e-32, 7.50139e-32, 7.50139e-32, 5.81511e-12, 7.50139e-32, 7.50139e-32, 4.77185e-14, 7.50139e-32, 7.50139e-32, 1.29977e-08, 7.50139e-32, 7.50139e-32, 7.50139e-32
0.426052, 0, 1.93643e-08, 4.00791e-31, 1.41421, -1.93643e-08, 4.00791e-31, 0, 4.00791e-31, 4.00791e-31, 4.00791e-31, 4.00791e-31, 4.00791e-31, 4.00791e-31, 4.00791e-31, 4.00791e-31, 4.00791e-31, 8.68097e-12, 4.00791e-31, 4.00791e-31, 7.8776e-14, 4.00791e-31, 4.00791e-31, 1.93555e-08, 4.00791e-31, 4.00791e-31, 4.00791e-31
0.433934, 0, 2.86158e-08, 2.09784e-30, 1.41421, -2.86158e-08, 2.09784e-30, 0, 2.09784e-30, 2.09784e-30, 2.09784e-30, 2.09784e-30, 2.09784e-30, 2.09784e-30, 2.09784e-30, 2.09784e-30, 2.09784e-30, 1.28659e-11, 2.09784e-30, 2.09784e-30, 1.29962e-13, 2.09784e-30, 2.09784e-30, 2.86028e-08, 2.09784e-30, 2.09784e-30, 2.09784e-30
