   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_160.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.56674, 0, 2.79025e-06, 8.05225e-08, 1.41421, -2.79025e-06, 8.05225e-08, 8.05261e-08, 4.98545e-07, 9.06797e-08, 8.13906e-08, 8.78069e-08, 1.09072e-07, 9.63646e-08, 8.06318e-08, 5.53665e-07, 8.06099e-08, 8.23543e-08, 8.10142e-08, 8.05225e-08, 8.0523e-08, 1.82439e-06, 8.05225e-08, 8.05225e-08, 8.99884e-08
0.574626, 0, 4.49288e-06, 1.6803e-07, 1.41421, -4.49288e-06, 1.6803e-07, 1.68037e-07, 1.04025e-06, 1.89223e-07, 1.69841e-07, 1.83229e-07, 2.33081e-07, 2.01085e-07, 1.68258e-07, 1.15526e-06, 1.68212e-07, 1.71852e-07, 1.68781e-07, 1.6803e-07, 1.68031e-07, 2.47238e-06, 1.6803e-07, 1.6803e-07, 1.87781e-07
0.582513, 0, 7.50805e-06, 3.42236e-07, 1.41421, -7.50805e-06, 3.42236e-07, 3.42251e-07, 2.11855e-06, 3.85397e-07, 3.45925e-07, 3.7319e-07, 4.85258e-07, 4.09554e-07, 3.42701e-07, 2.35277e-06, 3.42608e-07, 3.5002e-07, 3.43375e-07, 3.42236e-07, 3.42238e-07, 3.38305e-06, 3.42236e-07, 3.42236e-07, 3.8246e-07
0.5904, 0, 1.29201e-05, 6.80516e-07, 1.41421, -1.29201e-05, 6.80516e-07, 6.80547e-07, 4.21222e-06, 7.6633e-07, 6.8785e-07, 7.42059e-07, 9.87615e-07, 8.1436e-07, 6.8144e-07, 4.67791e-06, 6.81255e-07, 6.95993e-07, 6.8223e-07, 6.80516e-07, 6.80521e-07, 4.69652e-06, 6.80516e-07, 6.80516e-07, 7.6049e-07
0.598287, 0, 2.26565e-05, 1.32133e-06, 1.41421, -2.26565e-05, 1.32133e-06, 1.32139e-06, 8.17786e-06, 1.48793e-06, 1.33557e-06, 1.44081e-06, 1.9651e-06, 1.58118e-06, 1.32312e-06, 9.08196e-06, 1.32277e-06, 1.35138e-06, 1.32389e-06, 1.32133e-06, 1.32134e-06, 6.64419e-06, 1.32133e-06, 1.32133e-06, 1.47659e-06
0.606173, 0, 4.00739e-05, 2.50572e-06, 1.41421, -4.00739e-05, 2.50572e-06, 2.50583e-06, 1.55064e-05, 2.82161e-06, 2.53271e-06, 2.73226e-06, 3.83196e-06, 2.99841e-06, 2.50912e-06, 1.72207e-05, 2.50844e-06, 2.56269e-06, 2.50951e-06, 2.50572e-06, 2.50573e-06, 9.60843e-06, 2.50572e-06, 2.50572e-06, 2.80011e-06
0.61406, 0, 7.08689e-05, 4.64166e-06, 1.41421, -7.08689e-05, 4.64166e-06, 4.64187e-06, 2.87209e-05, 5.22675e-06, 4.69167e-06, 5.06126e-06, 7.32627e-06, 5.55421e-06, 4.64796e-06, 3.18961e-05, 4.6467e-06, 4.74718e-06, 4.64726e-06, 4.64166e-06, 4.64169e-06, 1.42154e-05, 4.64166e-06, 4.64166e-06, 5.18693e-06
0.621947, 0, 0.000124474, 8.40081e-06, 1.41421, -0.000124474, 8.40081e-06, 8.40119e-06, 5.1974e-05, 9.45956e-06, 8.4913e-06, 9.16011e-06, 1.37391e-05, 1.00521e-05, 8.41221e-06, 5.77196e-05, 8.40993e-06, 8.59176e-06, 8.409e-06, 8.40081e-06, 8.40087e-06, 2.14768e-05, 8.40081e-06, 8.40081e-06, 9.38751e-06
0.629833, 0, 0.000216103, 1.48578e-05, 1.41421, -0.000216103, 1.48578e-05, 1.48585e-05, 9.19077e-05, 1.673e-05, 1.50178e-05, 1.62005e-05, 2.52826e-05, 1.77778e-05, 1.4878e-05, 0.000102067, 1.48739e-05, 1.51954e-05, 1.48697e-05, 1.48578e-05, 1.48579e-05, 3.29922e-05, 1.48578e-05, 1.48578e-05, 1.66025e-05
0.63772, 0, 0.000369668, 2.56835e-05, 1.41421, -0.000369668, 2.56835e-05, 2.56847e-05, 0.000158846, 2.89191e-05, 2.59601e-05, 2.8004e-05, 4.567e-05, 3.07301e-05, 2.57184e-05, 0.000176405, 2.57114e-05, 2.62671e-05, 2.57007e-05, 2.56835e-05, 2.56837e-05, 5.12387e-05, 2.56835e-05, 2.56835e-05, 2.86989e-05
0.645607, 0, 0.000621774, 4.3402e-05, 1.41421, -0.000621774, 4.3402e-05, 4.3404e-05, 0.000268377, 4.88685e-05, 4.38692e-05, 4.73224e-05, 8.1009e-05, 5.1928e-05, 4.34609e-05, 0.000298042, 4.34491e-05, 4.43879e-05, 4.34267e-05, 4.3402e-05, 4.34023e-05, 7.9958e-05, 4.3402e-05, 4.3402e-05, 4.84965e-05
