   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_101.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0338289, 202, 0, 0, 14.2829, 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0259339, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.018039, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.010144, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00224902, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00564595, 0, 2.44146e-23, 0, 1.41421, -2.44146e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61806e-25, 0, 0, 4.59377e-28, 0, 0, 2.42524e-23, 0, 0, 0
0.0135409, 0, 6.88468e-23, 0, 1.41421, -6.88468e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.56276e-25, 0, 0, 1.31537e-27, 0, 0, 6.83892e-23, 0, 0, 0
0.0214359, 0, 1.8804e-22, 0, 1.41421, -1.8804e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24622e-24, 0, 0, 3.64582e-27, 0, 0, 1.8679e-22, 0, 0, 0
0.0293309, 0, 5.53238e-22, 0, 1.41421, -5.53238e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.66654e-24, 0, 0, 1.09847e-26, 0, 0, 5.49561e-22, 0, 0, 0
0.0372258, 0, 1.41486e-21, 0, 1.41421, -1.41486e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.37688e-24, 0, 0, 2.84715e-26, 0, 0, 1.40546e-21, 0, 0, 0
0.0451208, 0, 3.54316e-21, 0, 1.41421, -3.54316e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3482e-23, 0, 0, 7.22571e-26, 0, 0, 3.51961e-21, 0, 0, 0
0.0530158, 0, 8.70122e-21, 0, 1.41421, -8.70122e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.76665e-23, 0, 0, 1.79828e-25, 0, 0, 8.64337e-21, 0, 0, 0
0.0609108, 0, 2.09809e-20, 0, 1.41421, -2.09809e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39049e-22, 0, 0, 4.39442e-25, 0, 0, 2.08414e-20, 0, 0, 0
0.0688057, 0, 4.97253e-20, 0, 1.41421, -4.97253e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.29549e-22, 0, 0, 1.05556e-24, 0, 0, 4.93947e-20, 0, 0, 0
0.0767007, 0, 1.15941e-19, 0, 1.41421, -1.15941e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.6839e-22, 0, 0, 2.49465e-24, 0, 0, 1.15171e-19, 0, 0, 0
0.0845957, 0, 2.66167e-19, 0, 1.41421, -2.66167e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76399e-21, 0, 0, 5.80554e-24, 0, 0, 2.64397e-19, 0, 0, 0
0.0924906, 0, 6.02041e-19, 0, 1.41421, -6.02041e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.98996e-21, 0, 0, 1.33136e-23, 0, 0, 5.98038e-19, 0, 0, 0
0.100386, 0, 1.34254e-18, 0, 1.41421, -1.34254e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.89756e-21, 0, 0, 3.01059e-23, 0, 0, 1.33362e-18, 0, 0, 0
0.108281, 0, 2.95324e-18, 0, 1.41421, -2.95324e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95723e-20, 0, 0, 6.71673e-23, 0, 0, 2.9336e-18, 0, 0, 0
0.116176, 0, 6.41146e-18, 0, 1.41421, -6.41146e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.24913e-20, 0, 0, 1.47926e-22, 0, 0, 6.36883e-18, 0, 0, 0
0.124071, 0, 1.37435e-17, 0, 1.41421, -1.37435e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.10835e-20, 0, 0, 3.21747e-22, 0, 0, 1.36521e-17, 0, 0, 0
0.131966, 0, 2.91001e-17, 0, 1.41421, -2.91001e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92858e-19, 0, 0, 6.91433e-22, 0, 0, 2.89066e-17, 0, 0, 0
0.13986, 0, 6.08851e-17, 0, 1.41421, -6.08851e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.03509e-19, 0, 0, 1.46866e-21, 0, 0, 6.04801e-17, 0, 0, 0
0.147755, 0, 1.25918e-16, 0, 1.41421, -1.25918e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.34505e-19, 0, 0, 3.08447e-21, 0, 0, 1.2508e-16, 0, 0, 0
0.15565, 0, 2.57486e-16, 0, 1.41421, -2.57486e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70645e-18, 0, 0, 6.40707e-21, 0, 0, 2.55773e-16, 0, 0, 0
0.163545, 0, 5.20747e-16, 0, 1.41421, -5.20747e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.45118e-18, 0, 0, 1.3167e-20, 0, 0, 5.17283e-16, 0, 0, 0
0.17144, 0, 1.04187e-15, 0, 1.41421, -1.04187e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.90485e-18, 0, 0, 2.67775e-20, 0, 0, 1.03494e-15, 0, 0, 0
0.179335, 0, 2.06258e-15, 0, 1.41421, -2.06258e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36694e-17, 0, 0, 5.39035e-20, 0, 0, 2.04885e-15, 0, 0, 0
0.18723, 0, 4.04111e-15, 0, 1.41421, -4.04111e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67818e-17, 0, 0, 1.07428e-19, 0, 0, 4.01422e-15, 0, 0, 0
0.195125, 0, 7.83729e-15, 0, 1.41421, -7.83729e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.19402e-17, 0, 0, 2.12008e-19, 0, 0, 7.78514e-15, 0, 0, 0
0.20302, 0, 1.50479e-14, 0, 1.41421, -1.50479e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.9727e-17, 0, 0, 4.14388e-19, 0, 0, 1.49478e-14, 0, 0, 0
0.210915, 0, 2.86085e-14, 0, 1.41421, -2.86085e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89596e-16, 0, 0, 8.02317e-19, 0, 0, 2.84181e-14, 0, 0, 0
0.21881, 0, 5.38619e-14, 0, 1.41421, -5.38619e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.56956e-16, 0, 0, 1.539e-18, 0, 0, 5.35034e-14, 0, 0, 0
0.226705, 0, 1.00436e-13, 0, 1.41421, -1.00436e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.65612e-16, 0, 0, 2.92527e-18, 0, 0, 9.97674e-14, 0, 0, 0
0.2346, 0, 1.8551e-13, 0, 1.41421, -1.8551e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22941e-15, 0, 0, 5.51052e-18, 0, 0, 1.84275e-13, 0, 0, 0
0.242495, 0, 3.39436e-13, 0, 1.41421, -3.39436e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24951e-15, 0, 0, 1.02892e-17, 0, 0, 3.37176e-13, 0, 0, 0
0.25039, 0, 6.15326e-13, 0, 1.41421, -6.15326e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.07788e-15, 0, 0, 1.90457e-17, 0, 0, 6.11229e-13, 0, 0, 0
0.258285, 0, 1.10522e-12, 0, 1.41421, -1.10522e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.32449e-15, 0, 0, 3.49552e-17, 0, 0, 1.09786e-12, 0, 0, 0
0.26618, 0, 1.96705e-12, 0, 1.41421, -1.96705e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30361e-14, 0, 0, 6.362e-17, 0, 0, 1.95395e-12, 0, 0, 0
0.274075, 0, 3.46934e-12, 0, 1.41421, -3.46934e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29925e-14, 0, 0, 1.14849e-16, 0, 0, 3.44623e-12, 0, 0, 0
0.28197, 0, 6.06415e-12, 0, 1.41421, -6.06415e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.019e-14, 0, 0, 2.0568e-16, 0, 0, 6.02376e-12, 0, 0, 0
0.289865, 0, 1.05055e-11, 0, 1.41421, -1.05055e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.96267e-14, 0, 0, 3.65501e-16, 0, 0, 1.04355e-11, 0, 0, 0
0.29776, 0, 1.80508e-11, 0, 1.41421, -1.80508e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19642e-13, 0, 0, 6.45988e-16, 0, 0, 1.79305e-11, 0, 0, 0
0.305655, 0, 3.07197e-11, 0, 1.41421, -3.07197e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03626e-13, 0, 0, 1.13111e-15, 0, 0, 3.0515e-11, 0, 0, 0
0.31355, 0, 5.18256e-11, 0, 1.41421, -5.18256e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.43559e-13, 0, 0, 1.96697e-15, 0, 0, 5.148e-11, 0, 0, 0
0.321445, 0, 8.6676e-11, 7.42688e-44, 1.41421, -8.6676e-11, 0, 7.42688e-44, 7.42688e-44, 7.42688e-44, 7.42688e-44, 7.42688e-44, 7.42688e-44, 7.42688e-44, 7.42688e-44, 7.42688e-44, 7.42688e-44, 5.74659e-13, 7.42688e-44, 7.42688e-44, 3.39823e-15, 7.42688e-44, 7.42688e-44, 8.6098e-11, 7.42688e-44, 7.42688e-44, 7.42688e-44
0.32934, 0, 1.43716e-10, 1.35085e-42, 1.41421, -1.43716e-10, 0, 1.35085e-42, 1.35085e-42, 1.35085e-42, 1.35085e-42, 1.35085e-42, 1.35085e-42, 1.35085e-42, 1.35085e-42, 1.35085e-42, 1.35085e-42, 9.52989e-13, 1.35085e-42, 1.35085e-42, 5.83501e-15, 1.35085e-42, 1.35085e-42, 1.42757e-10, 1.35085e-42, 1.35085e-42, 1.35085e-42
0.337235, 0, 2.36256e-10, 2.05542e-41, 1.41421, -2.36256e-10, 0, 2.05542e-41, 2.05542e-41, 2.05542e-41, 2.05542e-41, 2.05542e-41, 2.05542e-41, 2.05542e-41, 2.05542e-41, 2.05542e-41, 2.05542e-41, 1.56697e-12, 2.05542e-41, 2.05542e-41, 9.96219e-15, 2.05542e-41, 2.05542e-41, 2.34679e-10, 2.05542e-41, 2.05542e-41, 2.05542e-41
0.34513, 0, 3.85084e-10, 2.74901e-40, 1.41421, -3.85084e-10, 0, 2.74901e-40, 2.74901e-40, 2.74901e-40, 2.74901e-40, 2.74901e-40, 2.74901e-40, 2.74901e-40, 2.74901e-40, 2.74901e-40, 2.74901e-40, 2.55479e-12, 2.74901e-40, 2.74901e-40, 1.69199e-14, 2.74901e-40, 2.74901e-40, 3.82512e-10, 2.74901e-40, 2.74901e-40, 2.74901e-40
0.353025, 0, 6.22363e-10, 3.28802e-39, 1.41421, -6.22363e-10, 0, 3.28802e-39, 3.28802e-39, 3.28802e-39, 3.28802e-39, 3.28802e-39, 3.28802e-39, 3.28802e-39, 3.28802e-39, 3.28802e-39, 3.28802e-39, 4.13046e-12, 3.28802e-39, 3.28802e-39, 2.8602e-14, 3.28802e-39, 3.28802e-39, 6.18204e-10, 3.28802e-39, 3.28802e-39, 3.28802e-39
0.36092, 0, 9.97398e-10, 3.54443e-38, 1.41421, -9.97398e-10, 0, 3.54443e-38, 3.54443e-38, 3.54443e-38, 3.54443e-38, 3.54443e-38, 3.54443e-38, 3.54443e-38, 3.54443e-38, 3.54443e-38, 3.54443e-38, 6.62247e-12, 3.54443e-38, 3.54443e-38, 4.81493e-14, 3.54443e-38, 3.54443e-38, 9.90727e-10, 3.54443e-38, 3.54443e-38, 3.54443e-38
0.368815, 0, 1.58509e-09, 3.46123e-37, 1.41421, -1.58509e-09, 0, 3.46123e-37, 3.46123e-37, 3.46123e-37, 3.46123e-37, 3.46123e-37, 3.46123e-37, 3.46123e-37, 3.46123e-37, 3.46123e-37, 3.46123e-37, 1.05306e-11, 3.46123e-37, 3.46123e-37, 8.07662e-14, 3.46123e-37, 3.46123e-37, 1.57448e-09, 3.46123e-37, 3.46123e-37, 3.46123e-37
0.37671, 0, 2.49815e-09, 3.08196e-36, 1.41421, -2.49815e-09, 0, 3.08196e-36, 3.08196e-36, 3.08196e-36, 3.08196e-36, 3.08196e-36, 3.08196e-36, 3.08196e-36, 3.08196e-36, 3.08196e-36, 3.08196e-36, 1.66083e-11, 3.08196e-36, 3.08196e-36, 1.35072e-13, 3.08196e-36, 3.08196e-36, 2.48141e-09, 3.08196e-36, 3.08196e-36, 3.08196e-36
0.384605, 0, 3.90471e-09, 2.51388e-35, 1.41421, -3.90471e-09, 0, 2.51388e-35, 2.51388e-35, 2.51388e-35, 2.51388e-35, 2.51388e-35, 2.51388e-35, 2.51388e-35, 2.51388e-35, 2.51388e-35, 2.51388e-35, 2.59822e-11, 2.51388e-35, 2.51388e-35, 2.25344e-13, 2.51388e-35, 2.51388e-35, 3.87851e-09, 2.51388e-35, 2.51388e-35, 2.51388e-35
0.3925, 0, 6.05324e-09, 1.88693e-34, 1.41421, -6.05324e-09, 0, 1.88693e-34, 1.88693e-34, 1.88693e-34, 1.88693e-34, 1.88693e-34, 1.88693e-34, 1.88693e-34, 1.88693e-34, 1.88693e-34, 1.88693e-34, 4.03221e-11, 1.88693e-34, 1.88693e-34, 3.75236e-13, 1.88693e-34, 1.88693e-34, 6.01254e-09, 1.88693e-34, 1.88693e-34, 1.88693e-34
0.400395, 0, 9.30764e-09, 1.31379e-33, 1.41421, -9.30764e-09, 0, 1.31379e-33, 1.31379e-33, 1.31379e-33, 1.31379e-33, 1.31379e-33, 1.31379e-33, 1.31379e-33, 1.31379e-33, 1.31379e-33, 1.31379e-33, 6.20818e-11, 1.31379e-33, 1.31379e-33, 6.23941e-13, 1.31379e-33, 1.31379e-33, 9.24493e-09, 1.31379e-33, 1.31379e-33, 1.31379e-33
0.40829, 0, 1.41961e-08, 7.87289e-33, 1.41421, -1.41961e-08, 0, 7.87289e-33, 7.87289e-33, 7.87289e-33, 7.87289e-33, 7.87289e-33, 7.87289e-33, 7.87289e-33, 7.87289e-33, 7.87289e-33, 7.87289e-33, 9.48384e-11, 7.87289e-33, 7.87289e-33, 1.0364e-12, 7.87289e-33, 7.87289e-33, 1.41002e-08, 7.87289e-33, 7.87289e-33, 7.87289e-33
0.416185, 0, 2.14784e-08, 4.80007e-32, 1.41421, -2.14784e-08, 0, 4.80007e-32, 4.80007e-32, 4.80007e-32, 4.80007e-32, 4.80007e-32, 4.80007e-32, 4.80007e-32, 4.80007e-32, 4.80007e-32, 4.80007e-32, 1.43764e-10, 4.80007e-32, 4.80007e-32, 1.7202e-12, 4.80007e-32, 4.80007e-32, 2.13329e-08, 4.80007e-32, 4.80007e-32, 4.80007e-32
0.42408, 0, 3.22379e-08, 2.61518e-31, 1.41421, -3.22379e-08, 0, 2.61518e-31, 2.61518e-31, 2.61518e-31, 2.61518e-31, 2.61518e-31, 2.61518e-31, 2.61518e-31, 2.61518e-31, 2.61518e-31, 2.61518e-31, 2.16278e-10, 2.61518e-31, 2.61518e-31, 2.85334e-12, 2.61518e-31, 2.61518e-31, 3.20188e-08, 2.61518e-31, 2.61518e-31, 2.61518e-31
0.431974, 0, 4.80058e-08, 1.39544e-30, 1.41421, -4.80058e-08, 0, 1.39544e-30, 1.39544e-30, 1.39544e-30, 1.39544e-30, 1.39544e-30, 1.39544e-30, 1.39544e-30, 1.39544e-30, 1.39544e-30, 1.39544e-30, 3.22941e-10, 1.39544e-30, 1.39544e-30, 4.72994e-12, 1.39544e-30, 1.39544e-30, 4.76781e-08, 1.39544e-30, 1.39544e-30, 1.39544e-30
