   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_97.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.052892, 0, 4.55927e-21, 0, 1.41421, -4.55927e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9954e-23, 0, 0, 0, 0, 4.52931e-21, 0, 0, 0
0.0607871, 0, 1.12834e-20, 0, 1.41421, -1.12834e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.4131e-23, 0, 0, 0, 0, 1.12093e-20, 0, 0, 0
0.0686821, 0, 2.7424e-20, 0, 1.41421, -2.7424e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80173e-22, 0, 0, 0, 0, 2.72438e-20, 0, 0, 0
0.0765772, 0, 6.55232e-20, 0, 1.41421, -6.55232e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.30482e-22, 0, 0, 0, 0, 6.50927e-20, 0, 0, 0
0.0844722, 0, 1.54032e-19, 0, 1.41421, -1.54032e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01198e-21, 0, 0, 0, 0, 1.5302e-19, 0, 0, 0
0.0923673, 0, 3.56534e-19, 0, 1.41421, -3.56534e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3424e-21, 0, 0, 0, 0, 3.54192e-19, 0, 0, 0
0.100262, 0, 8.13128e-19, 0, 1.41421, -8.13128e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.34218e-21, 0, 0, 0, 0, 8.07786e-19, 0, 0, 0
0.108157, 0, 1.82825e-18, 0, 1.41421, -1.82825e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20115e-20, 0, 0, 0, 0, 1.81624e-18, 0, 0, 0
0.116052, 0, 4.05522e-18, 0, 1.41421, -4.05522e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66425e-20, 0, 0, 0, 0, 4.02858e-18, 0, 0, 0
0.123947, 0, 8.87635e-18, 0, 1.41421, -8.87635e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.83169e-20, 0, 0, 0, 0, 8.81803e-18, 0, 0, 0
0.131843, 0, 1.91815e-17, 0, 1.41421, -1.91815e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26021e-19, 0, 0, 0, 0, 1.90555e-17, 0, 0, 0
0.139738, 0, 4.16991e-17, 0, 1.41421, -4.16991e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7396e-19, 0, 0, 0, 0, 4.14252e-17, 0, 0, 0
0.147633, 0, 8.7735e-17, 0, 1.41421, -8.7735e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.76412e-19, 0, 0, 0, 0, 8.71586e-17, 0, 0, 0
0.155528, 0, 1.82471e-16, 0, 1.41421, -1.82471e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19882e-18, 0, 0, 0, 0, 1.81272e-16, 0, 0, 0
0.163423, 0, 3.75231e-16, 0, 1.41421, -3.75231e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.46523e-18, 0, 0, 0, 0, 3.72766e-16, 0, 0, 0
0.171318, 0, 7.63117e-16, 0, 1.41421, -7.63117e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.01361e-18, 0, 0, 0, 0, 7.58104e-16, 0, 0, 0
0.179213, 0, 1.53519e-15, 0, 1.41421, -1.53519e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0086e-17, 0, 0, 0, 0, 1.5251e-15, 0, 0, 0
0.187108, 0, 3.05557e-15, 0, 1.41421, -3.05557e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00748e-17, 0, 0, 0, 0, 3.0355e-15, 0, 0, 0
0.195003, 0, 6.01813e-15, 0, 1.41421, -6.01813e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.95384e-17, 0, 0, 0, 0, 5.97859e-15, 0, 0, 0
0.202898, 0, 1.17311e-14, 0, 1.41421, -1.17311e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.70719e-17, 0, 0, 0, 0, 1.1654e-14, 0, 0, 0
0.210793, 0, 2.26354e-14, 0, 1.41421, -2.26354e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48711e-16, 0, 0, 0, 0, 2.24867e-14, 0, 0, 0
0.218688, 0, 4.32387e-14, 0, 1.41421, -4.32387e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.84071e-16, 0, 0, 0, 0, 4.29546e-14, 0, 0, 0
0.226583, 0, 8.17794e-14, 0, 1.41421, -8.17794e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.37275e-16, 0, 0, 0, 0, 8.12421e-14, 0, 0, 0
0.234478, 0, 1.53163e-13, 0, 1.41421, -1.53163e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00625e-15, 0, 0, 0, 0, 1.52157e-13, 0, 0, 0
0.242373, 0, 2.84088e-13, 0, 1.41421, -2.84088e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86639e-15, 0, 0, 0, 0, 2.82221e-13, 0, 0, 0
0.250268, 0, 5.21892e-13, 0, 1.41421, -5.21892e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42872e-15, 0, 0, 0, 0, 5.18464e-13, 0, 0, 0
0.258163, 0, 9.49691e-13, 0, 1.41421, -9.49691e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.23926e-15, 0, 0, 0, 0, 9.43451e-13, 0, 0, 0
0.266058, 0, 1.71196e-12, 0, 1.41421, -1.71196e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12472e-14, 0, 0, 0, 0, 1.70071e-12, 0, 0, 0
0.273953, 0, 3.05739e-12, 0, 1.41421, -3.05739e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00867e-14, 0, 0, 0, 0, 3.03731e-12, 0, 0, 0
0.281849, 0, 5.40988e-12, 0, 1.41421, -5.40988e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.55428e-14, 0, 0, 0, 0, 5.37434e-12, 0, 0, 0
0.289744, 0, 9.48502e-12, 0, 1.41421, -9.48502e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.2318e-14, 0, 0, 0, 0, 9.4227e-12, 0, 0, 0
0.297639, 0, 1.64789e-11, 0, 1.41421, -1.64789e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08273e-13, 0, 0, 0, 0, 1.63706e-11, 0, 0, 0
0.305534, 0, 2.83719e-11, 0, 1.41421, -2.83719e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86425e-13, 0, 0, 0, 0, 2.81855e-11, 0, 0, 0
0.313429, 0, 4.84111e-11, 0, 1.41421, -4.84111e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.18121e-13, 0, 0, 0, 0, 4.8093e-11, 0, 0, 0
0.321324, 0, 8.18696e-11, 0, 1.41421, -8.18696e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.38041e-13, 0, 0, 0, 0, 8.13316e-11, 0, 0, 0
0.329219, 0, 1.37229e-10, 1.42932e-43, 1.41421, -1.37229e-10, 0, 1.42932e-43, 1.42932e-43, 1.42932e-43, 1.42932e-43, 1.42932e-43, 1.42932e-43, 1.42932e-43, 1.42932e-43, 1.42932e-43, 9.01987e-13, 1.42932e-43, 1.42932e-43, 1.42932e-43, 1.42932e-43, 1.36327e-10, 1.42932e-43, 1.42932e-43, 1.42932e-43
0.337114, 0, 2.28003e-10, 2.60501e-42, 1.41421, -2.28003e-10, 0, 2.60501e-42, 2.60501e-42, 2.60501e-42, 2.60501e-42, 2.60501e-42, 2.60501e-42, 2.60501e-42, 2.60501e-42, 2.60501e-42, 1.4989e-12, 2.60501e-42, 2.60501e-42, 2.60501e-42, 2.60501e-42, 2.26504e-10, 2.60501e-42, 2.60501e-42, 2.60501e-42
0.345009, 0, 3.75516e-10, 3.9682e-41, 1.41421, -3.75516e-10, 0, 3.9682e-41, 3.9682e-41, 3.9682e-41, 3.9682e-41, 3.9682e-41, 3.9682e-41, 3.9682e-41, 3.9682e-41, 3.9682e-41, 2.46925e-12, 3.9682e-41, 3.9682e-41, 3.9682e-41, 3.9682e-41, 3.73046e-10, 3.9682e-41, 3.9682e-41, 3.9682e-41
0.352904, 0, 6.131e-10, 5.30277e-40, 1.41421, -6.131e-10, 0, 5.30277e-40, 5.30277e-40, 5.30277e-40, 5.30277e-40, 5.30277e-40, 5.30277e-40, 5.30277e-40, 5.30277e-40, 5.30277e-40, 4.03277e-12, 5.30277e-40, 5.30277e-40, 5.30277e-40, 5.30277e-40, 6.09067e-10, 5.30277e-40, 5.30277e-40, 5.30277e-40
0.360799, 0, 9.92372e-10, 6.33786e-39, 1.41421, -9.92372e-10, 0, 6.33786e-39, 6.33786e-39, 6.33786e-39, 6.33786e-39, 6.33786e-39, 6.33786e-39, 6.33786e-39, 6.33786e-39, 6.33786e-39, 6.53007e-12, 6.33786e-39, 6.33786e-39, 6.33786e-39, 6.33786e-39, 9.85842e-10, 6.33786e-39, 6.33786e-39, 6.33786e-39
0.368694, 0, 1.5925e-09, 6.83078e-38, 1.41421, -1.5925e-09, 0, 6.83078e-38, 6.83078e-38, 6.83078e-38, 6.83078e-38, 6.83078e-38, 6.83078e-38, 6.83078e-38, 6.83078e-38, 6.83078e-38, 1.04843e-11, 6.83078e-38, 6.83078e-38, 6.83078e-38, 6.83078e-38, 1.58201e-09, 6.83078e-38, 6.83078e-38, 6.83078e-38
0.376589, 0, 2.53378e-09, 6.668e-37, 1.41421, -2.53378e-09, 0, 6.668e-37, 6.668e-37, 6.668e-37, 6.668e-37, 6.668e-37, 6.668e-37, 6.668e-37, 6.668e-37, 6.668e-37, 1.66917e-11, 6.668e-37, 6.668e-37, 6.668e-37, 6.668e-37, 2.51709e-09, 6.668e-37, 6.668e-37, 6.668e-37
0.384484, 0, 3.9973e-09, 5.93954e-36, 1.41421, -3.9973e-09, 0, 5.93954e-36, 5.93954e-36, 5.93954e-36, 5.93954e-36, 5.93954e-36, 5.93954e-36, 5.93954e-36, 5.93954e-36, 5.93954e-36, 2.63535e-11, 5.93954e-36, 5.93954e-36, 5.93954e-36, 5.93954e-36, 3.97095e-09, 5.93954e-36, 5.93954e-36, 5.93954e-36
0.392379, 0, 6.25314e-09, 4.84796e-35, 1.41421, -6.25314e-09, 0, 4.84796e-35, 4.84796e-35, 4.84796e-35, 4.84796e-35, 4.84796e-35, 4.84796e-35, 4.84796e-35, 4.84796e-35, 4.84796e-35, 4.12656e-11, 4.84796e-35, 4.84796e-35, 4.84796e-35, 4.84796e-35, 6.21187e-09, 4.84796e-35, 4.84796e-35, 4.84796e-35
0.400274, 0, 9.70091e-09, 1.00984e-33, 1.41421, -9.70091e-09, 0, 1.00984e-33, 1.00984e-33, 1.00984e-33, 1.00984e-33, 1.00984e-33, 1.00984e-33, 1.00984e-33, 1.00984e-33, 1.00984e-33, 6.40951e-11, 1.00984e-33, 1.00984e-33, 1.00984e-33, 1.00984e-33, 9.63681e-09, 1.00984e-33, 1.00984e-33, 1.00984e-33
0.408169, 0, 1.49238e-08, 5.89868e-33, 1.41421, -1.49238e-08, 0, 5.89868e-33, 5.89868e-33, 5.89868e-33, 5.89868e-33, 5.89868e-33, 5.89868e-33, 5.89868e-33, 5.89868e-33, 5.89868e-33, 9.87457e-11, 5.89868e-33, 5.89868e-33, 5.89868e-33, 5.89868e-33, 1.48251e-08, 5.89868e-33, 5.89868e-33, 5.89868e-33
0.416064, 0, 2.27698e-08, 3.54754e-32, 1.41421, -2.27698e-08, 0, 3.54754e-32, 3.54754e-32, 3.54754e-32, 3.54754e-32, 3.54754e-32, 3.54754e-32, 3.54754e-32, 3.54754e-32, 3.54754e-32, 1.50923e-10, 3.54754e-32, 3.54754e-32, 3.54754e-32, 3.54754e-32, 2.26189e-08, 3.54754e-32, 3.54754e-32, 3.54754e-32
0.423959, 0, 3.44569e-08, 1.90061e-31, 1.41421, -3.44569e-08, 0, 1.90061e-31, 1.90061e-31, 1.90061e-31, 1.90061e-31, 1.90061e-31, 1.90061e-31, 1.90061e-31, 1.90061e-31, 1.90061e-31, 2.28867e-10, 1.90061e-31, 1.90061e-31, 1.90061e-31, 1.90061e-31, 3.42281e-08, 1.90061e-31, 1.90061e-31, 1.90061e-31
0.431855, 0, 5.17205e-08, 1.00433e-30, 1.41421, -5.17205e-08, 0, 1.00433e-30, 1.00433e-30, 1.00433e-30, 1.00433e-30, 1.00433e-30, 1.00433e-30, 1.00433e-30, 1.00433e-30, 1.00433e-30, 3.44397e-10, 1.00433e-30, 1.00433e-30, 1.00433e-30, 1.00433e-30, 5.13761e-08, 1.00433e-30, 1.00433e-30, 1.00433e-30
0.43975, 0, 7.70102e-08, 5.08429e-30, 1.41421, -7.70102e-08, 0, 5.08429e-30, 5.08429e-30, 5.08429e-30, 5.08429e-30, 5.08429e-30, 5.08429e-30, 5.08429e-30, 5.08429e-30, 5.08429e-30, 5.14327e-10, 5.08429e-30, 5.08429e-30, 5.08429e-30, 5.08429e-30, 7.64959e-08, 5.08429e-30, 5.08429e-30, 5.08429e-30
0.447645, 0, 1.13754e-07, 2.43967e-29, 1.41421, -1.13754e-07, 0, 2.43967e-29, 2.43967e-29, 2.43967e-29, 2.43967e-29, 2.43967e-29, 2.43967e-29, 2.43967e-29, 2.43967e-29, 2.43967e-29, 7.624e-10, 2.43967e-29, 2.43967e-29, 2.43967e-29, 2.43967e-29, 1.12991e-07, 2.43967e-29, 2.43967e-29, 2.43967e-29
0.45554, 0, 1.66704e-07, 1.12808e-28, 1.41421, -1.66704e-07, 0, 1.12808e-28, 1.12808e-28, 1.12808e-28, 1.12808e-28, 1.12808e-28, 1.12808e-28, 1.12808e-28, 1.12808e-28, 1.12808e-28, 1.1219e-09, 1.12808e-28, 1.12808e-28, 1.12808e-28, 1.12808e-28, 1.65582e-07, 1.12808e-28, 1.12808e-28, 1.12808e-28
0.463435, 0, 2.42397e-07, 5.02166e-28, 1.41421, -2.42397e-07, 0, 5.02166e-28, 5.02166e-28, 5.02166e-28, 5.02166e-28, 5.02166e-28, 5.02166e-28, 5.02166e-28, 5.02166e-28, 5.02166e-28, 1.63916e-09, 5.02166e-28, 5.02166e-28, 5.02166e-28, 5.02166e-28, 2.40758e-07, 5.02166e-28, 5.02166e-28, 5.02166e-28
0.47133, 0, 3.4974e-07, 2.13718e-27, 1.41421, -3.4974e-07, 0, 2.13718e-27, 2.13718e-27, 2.13718e-27, 2.13718e-27, 2.13718e-27, 2.13718e-27, 2.13718e-27, 2.13718e-27, 2.13718e-27, 2.37823e-09, 2.13718e-27, 2.13718e-27, 2.13718e-27, 2.13718e-27, 3.47362e-07, 2.13718e-27, 2.13718e-27, 2.13718e-27
0.479225, 0, 5.0077e-07, 8.68921e-27, 1.41421, -5.0077e-07, 0, 8.68921e-27, 8.68921e-27, 8.68921e-27, 8.68921e-27, 8.68921e-27, 8.68921e-27, 8.68921e-27, 8.68921e-27, 8.68921e-27, 3.42704e-09, 8.68921e-27, 8.68921e-27, 8.68921e-27, 8.68921e-27, 4.97343e-07, 8.68921e-27, 8.68921e-27, 8.68921e-27
0.48712, 0, 7.11615e-07, 3.37634e-26, 1.41421, -7.11615e-07, 0, 3.37634e-26, 3.37634e-26, 3.37634e-26, 3.37634e-26, 3.37634e-26, 3.37863e-12, 3.37634e-26, 3.37634e-26, 3.37634e-26, 4.90554e-09, 3.37634e-26, 3.37634e-26, 3.37634e-26, 3.37634e-26, 7.06706e-07, 3.37634e-26, 3.37634e-26, 3.37634e-26
0.495015, 0, 1.0037e-06, 1.25563e-25, 1.41421, -1.0037e-06, 0, 1.25563e-25, 1.25563e-25, 1.25563e-25, 1.25563e-25, 1.25563e-25, 1.19468e-11, 1.25563e-25, 1.25563e-25, 1.25563e-25, 6.97634e-09, 1.25563e-25, 1.25563e-25, 1.25563e-25, 1.25563e-25, 9.96717e-07, 1.25563e-25, 1.25563e-25, 1.25563e-25
0.50291, 0, 1.40528e-06, 4.49584e-25, 1.41421, -1.40528e-06, 0, 4.49584e-25, 4.49584e-25, 4.49584e-25, 4.49584e-25, 4.49584e-25, 3.29244e-11, 4.49584e-25, 4.49584e-25, 4.49584e-25, 9.85845e-09, 4.49584e-25, 4.49584e-25, 4.49584e-25, 4.49584e-25, 1.39539e-06, 4.49584e-25, 4.49584e-25, 4.49584e-25
0.510805, 0, 1.95513e-06, 2.27153e-10, 1.41421, -1.95513e-06, 2.27153e-10, 2.2719e-10, 8.15278e-10, 2.44944e-10, 2.27473e-10, 3.96359e-10, 4.6973e-10, 2.52868e-10, 2.27866e-10, 6.86636e-10, 1.40724e-08, 2.29142e-10, 2.29645e-10, 2.27153e-10, 2.27155e-10, 1.93977e-06, 2.27153e-10, 2.27153e-10, 2.37315e-10
0.5187, 0, 2.70208e-06, 7.99774e-10, 1.41421, -2.70208e-06, 7.99774e-10, 7.99906e-10, 2.86719e-09, 8.62315e-10, 8.009e-10, 1.39458e-09, 1.55952e-09, 8.90169e-10, 8.02281e-10, 2.41498e-09, 2.01265e-08, 8.06768e-10, 8.08536e-10, 7.99774e-10, 7.99782e-10, 2.6775e-06, 7.99774e-10, 7.99774e-10, 8.35496e-10
0.526595, 0, 3.71218e-06, 2.19506e-09, 1.41421, -3.71218e-06, 2.19506e-09, 2.19542e-09, 7.86252e-09, 2.3665e-09, 2.19814e-09, 3.82562e-09, 4.19226e-09, 2.44286e-09, 2.20193e-09, 6.62286e-09, 2.90135e-08, 2.21423e-09, 2.21907e-09, 2.19506e-09, 2.19508e-09, 3.67106e-06, 2.19506e-09, 2.19506e-09, 2.29298e-09
0.53449, 0, 5.07317e-06, 5.49768e-09, 1.41421, -5.07317e-06, 5.49768e-09, 5.49858e-09, 1.96765e-08, 5.9266e-09, 5.5054e-09, 9.57699e-09, 1.03758e-08, 6.11763e-09, 5.51487e-09, 1.65751e-08, 4.24952e-08, 5.54565e-09, 5.55777e-09, 5.49768e-09, 5.49773e-09, 5.00054e-06, 5.49768e-09, 5.49768e-09, 5.74267e-09
0.542385, 0, 6.90545e-06, 1.31016e-08, 1.41421, -6.90545e-06, 1.31016e-08, 1.31038e-08, 4.6862e-08, 1.41229e-08, 1.312e-08, 2.28147e-08, 2.45094e-08, 1.45777e-08, 1.31426e-08, 3.94775e-08, 6.38494e-08, 1.32158e-08, 1.32447e-08, 1.31016e-08, 1.31018e-08, 6.77004e-06, 1.31016e-08, 1.31016e-08, 1.3685e-08
0.55028, 0, 9.37941e-06, 3.01461e-08, 1.41421, -9.37941e-06, 3.01461e-08, 3.0151e-08, 1.07778e-07, 3.24945e-08, 3.01883e-08, 5.2481e-08, 5.63269e-08, 3.35404e-08, 3.02402e-08, 9.0797e-08, 9.93615e-08, 3.04087e-08, 3.04751e-08, 3.01461e-08, 3.01463e-08, 9.11558e-06, 3.01461e-08, 3.01461e-08, 3.14874e-08
0.558175, 0, 1.27489e-05, 6.73611e-08, 1.41421, -1.27489e-05, 6.73611e-08, 6.73722e-08, 2.40743e-07, 7.2606e-08, 6.74556e-08, 1.17244e-07, 1.28835e-07, 7.4942e-08, 6.75713e-08, 2.02819e-07, 1.61238e-07, 6.79477e-08, 6.80959e-08, 6.73611e-08, 6.73618e-08, 1.22174e-05, 6.73611e-08, 6.73611e-08, 7.03569e-08
0.56607, 0, 1.74332e-05, 1.46533e-07, 1.41421, -1.74332e-05, 1.46533e-07, 1.46557e-07, 5.23542e-07, 1.57938e-07, 1.46739e-07, 2.55e-07, 3.15003e-07, 1.63017e-07, 1.4699e-07, 4.41078e-07, 2.73156e-07, 1.47809e-07, 1.48131e-07, 1.46533e-07, 1.46535e-07, 1.63201e-05, 1.46533e-07, 1.46533e-07, 1.53047e-07
0.573965, 0, 2.40754e-05, 3.10684e-07, 1.41421, -2.40754e-05, 3.10684e-07, 3.10734e-07, 1.10972e-06, 3.34855e-07, 3.11119e-07, 5.4057e-07, 7.16152e-07, 3.4562e-07, 3.11652e-07, 9.34942e-07, 4.80543e-07, 3.13387e-07, 3.1407e-07, 3.10684e-07, 3.10687e-07, 2.17664e-05, 3.10684e-07, 3.10684e-07, 3.2449e-07
0.58186, 0, 3.37839e-05, 6.42422e-07, 1.41421, -3.37839e-05, 6.42422e-07, 6.42527e-07, 2.294e-06, 6.92383e-07, 6.43322e-07, 1.11759e-06, 1.56242e-06, 7.14635e-07, 6.44424e-07, 1.93274e-06, 8.69058e-07, 6.4801e-07, 6.49422e-07, 6.42422e-07, 6.42428e-07, 2.90539e-05, 6.42422e-07, 6.42422e-07, 6.70959e-07
0.589756, 0, 4.8469e-05, 1.29598e-06, 1.41421, -4.8469e-05, 1.29598e-06, 1.29619e-06, 4.6264e-06, 1.39672e-06, 1.29779e-06, 2.25416e-06, 3.30814e-06, 1.44159e-06, 1.30001e-06, 3.89793e-06, 1.59677e-06, 1.30724e-06, 1.31009e-06, 1.29598e-06, 1.29599e-06, 3.89301e-05, 1.29598e-06, 1.29598e-06, 1.35352e-06
0.597651, 0, 7.14664e-05, 2.5513e-06, 1.41421, -7.14664e-05, 2.5513e-06, 2.55172e-06, 9.10488e-06, 2.74955e-06, 2.55487e-06, 4.4368e-06, 6.84693e-06, 2.83784e-06, 2.55924e-06, 7.6714e-06, 2.94846e-06, 2.57347e-06, 2.57907e-06, 2.5513e-06, 2.55132e-06, 5.25545e-05, 2.5513e-06, 2.5513e-06, 2.66453e-06
0.605546, 0, 0.000108538, 4.90246e-06, 1.41421, -0.000108538, 4.90246e-06, 4.90326e-06, 1.74898e-05, 5.28323e-06, 4.90931e-06, 8.52391e-06, 1.38495e-05, 5.45282e-06, 4.91771e-06, 1.47366e-05, 5.42425e-06, 4.94504e-06, 4.9558e-06, 4.90246e-06, 4.9025e-06, 7.17586e-05, 4.90246e-06, 4.90246e-06, 5.11995e-06
0.613441, 0, 0.000169661, 9.19682e-06, 1.41421, -0.000169661, 9.19682e-06, 9.19832e-06, 3.27989e-05, 9.9108e-06, 9.20968e-06, 1.59873e-05, 2.75043e-05, 1.02288e-05, 9.22543e-06, 2.76364e-05, 9.8791e-06, 9.27667e-06, 9.29685e-06, 9.19682e-06, 9.19691e-06, 9.94626e-05, 9.19682e-06, 9.19682e-06, 9.60463e-06
0.621336, 0, 0.000271761, 1.68471e-05, 1.41421, -0.000271761, 1.68471e-05, 1.68498e-05, 6.006e-05, 1.81543e-05, 1.68706e-05, 2.92796e-05, 5.36423e-05, 1.87365e-05, 1.68994e-05, 5.06079e-05, 1.77352e-05, 1.69932e-05, 1.70302e-05, 1.68471e-05, 1.68472e-05, 0.00014032, 1.68471e-05, 1.68471e-05, 1.75937e-05
0.629231, 0, 0.000443109, 3.01409e-05, 1.41421, -0.000443109, 3.01409e-05, 3.01459e-05, 0.00010741, 3.24784e-05, 3.0183e-05, 5.23718e-05, 0.000102759, 3.35194e-05, 3.02346e-05, 9.05091e-05, 3.12923e-05, 3.04023e-05, 3.04684e-05, 3.01409e-05, 3.01412e-05, 0.00020169, 3.01409e-05, 3.01409e-05, 3.1476e-05
0.637126, 0, 0.000729988, 5.26771e-05, 1.41421, -0.000729988, 5.26771e-05, 5.26857e-05, 0.000187641, 5.67598e-05, 5.27506e-05, 9.15069e-05, 0.000193363, 5.85782e-05, 5.28407e-05, 0.00015812, 5.41641e-05, 5.31337e-05, 5.32491e-05, 5.26771e-05, 5.26776e-05, 0.000294987, 5.26771e-05, 5.26771e-05, 5.50091e-05
0.645021, 0, 0.00120673, 8.99522e-05, 1.41421, -0.00120673, 8.99522e-05, 8.99668e-05, 0.000320274, 9.69196e-05, 9.00776e-05, 0.000156217, 0.000357414, 0.000100023, 9.02314e-05, 0.000269895, 9.1866e-05, 9.07314e-05, 9.09283e-05, 8.99522e-05, 8.9953e-05, 0.000437631, 8.99522e-05, 8.99522e-05, 9.39318e-05
0.652916, 0, 0.00199024, 0.000150114, 1.41421, -0.00199024, 0.000150114, 0.000150139, 0.000534222, 0.000161734, 0.000150324, 0.000260624, 0.000648915, 0.000166909, 0.00015058, 0.000450205, 0.00015257, 0.000151414, 0.000151742, 0.000150114, 0.000150116, 0.000655596, 0.000150114, 0.000150114, 0.000156751
0.660811, 0, 0.00326046, 0.000244875, 1.41421, -0.00326046, 0.000244875, 0.000244914, 0.000871, 0.000263815, 0.000245216, 0.000425014, 0.00115706, 0.000272251, 0.000245634, 0.000734046, 0.000248017, 0.000246993, 0.000247528, 0.000244875, 0.000244877, 0.000986645, 0.000244875, 0.000244875, 0.000255693
