   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_123.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0628362, 0, 2.63968e-20, 0, 1.41421, -2.63968e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.643e-22, 0, 0, 2.77791e-25, 3.93005e-24, 0, 2.62283e-20, 0, 0, 0
0.0707253, 2, 6.23331e-20, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.87975e-22, 0, 0, 6.6551e-25, 9.45586e-24, 0, 6.1935e-20, 0, 0, 0
0.0786144, 2, 1.44824e-19, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.01415e-22, 0, 0, 1.56883e-24, 2.23713e-23, 0, 1.43899e-19, 0, 0, 0
0.0865035, 0, 3.31336e-19, 0, 1.41421, -3.31336e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0623e-21, 0, 0, 3.64205e-24, 5.20928e-23, 0, 3.29218e-19, 0, 0, 0
0.0943926, 4, 7.4698e-19, 0, 2.44949, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.64933e-21, 0, 0, 8.33265e-24, 1.19486e-22, 0, 7.42203e-19, 0, 0, 0
0.102282, 0, 1.66047e-18, 0, 1.41421, -1.66047e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0335e-20, 0, 0, 1.88005e-23, 2.7016e-22, 0, 1.64985e-18, 0, 0, 0
0.110171, 0, 3.64151e-18, 0, 1.41421, -3.64151e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26652e-20, 0, 0, 4.1856e-23, 6.0252e-22, 0, 3.6182e-18, 0, 0, 0
0.11806, 2, 7.88269e-18, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.90627e-20, 0, 0, 9.19975e-23, 1.32623e-21, 0, 7.83221e-18, 0, 0, 0
0.125949, 0, 1.68502e-17, 0, 1.41421, -1.68502e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04877e-19, 0, 0, 1.99722e-22, 2.88265e-21, 0, 1.67422e-17, 0, 0, 0
0.133838, 0, 3.55835e-17, 0, 1.41421, -3.55835e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21474e-19, 0, 0, 4.28441e-22, 6.18995e-21, 0, 3.53554e-17, 0, 0, 0
0.141727, 4, 7.42612e-17, 0, 2.44949, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.62206e-19, 0, 0, 9.08521e-22, 1.31368e-20, 0, 7.3785e-17, 0, 0, 0
0.149616, 0, 1.53209e-16, 0, 1.41421, -1.53209e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.5358e-19, 0, 0, 1.90505e-21, 2.75656e-20, 0, 1.52226e-16, 0, 0, 0
0.157505, 2, 3.1257e-16, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94544e-18, 0, 0, 3.95129e-21, 5.72092e-20, 0, 3.10563e-16, 0, 0, 0
0.165394, 0, 6.30756e-16, 0, 1.41421, -6.30756e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.92581e-18, 0, 0, 8.10874e-21, 1.1747e-19, 0, 6.26705e-16, 0, 0, 0
0.173283, 0, 1.25931e-15, 0, 1.41421, -1.25931e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.83788e-18, 0, 0, 1.64687e-20, 2.3871e-19, 0, 1.25121e-15, 0, 0, 0
0.181173, 0, 2.488e-15, 0, 1.41421, -2.488e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54851e-17, 0, 0, 3.31099e-20, 4.80193e-19, 0, 2.472e-15, 0, 0, 0
0.189062, 0, 4.86521e-15, 0, 1.41421, -4.86521e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02806e-17, 0, 0, 6.59077e-20, 9.56458e-19, 0, 4.83391e-15, 0, 0, 0
0.196951, 0, 9.41808e-15, 0, 1.41421, -9.41808e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.86167e-17, 0, 0, 1.2992e-19, 1.88677e-18, 0, 9.35744e-15, 0, 0, 0
0.20484, 2, 1.8051e-14, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12346e-16, 0, 0, 2.53663e-19, 3.68696e-18, 0, 1.79347e-14, 0, 0, 0
0.212729, 0, 3.42593e-14, 0, 1.41421, -3.42593e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13222e-16, 0, 0, 4.90618e-19, 7.13835e-18, 0, 3.40385e-14, 0, 0, 0
0.220618, 0, 6.43954e-14, 0, 1.41421, -6.43954e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.00779e-16, 0, 0, 9.40158e-19, 1.36958e-17, 0, 6.398e-14, 0, 0, 0
0.228507, 0, 1.19889e-13, 0, 1.41421, -1.19889e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.46152e-16, 0, 0, 1.78532e-18, 2.60444e-17, 0, 1.19115e-13, 0, 0, 0
0.236396, 0, 2.21108e-13, 0, 1.41421, -2.21108e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37609e-15, 0, 0, 3.36007e-18, 4.90966e-17, 0, 2.19679e-13, 0, 0, 0
0.244285, 0, 4.03987e-13, 0, 1.41421, -4.03987e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51425e-15, 0, 0, 6.26847e-18, 9.17632e-17, 0, 4.01375e-13, 0, 0, 0
0.252174, 0, 7.3133e-13, 0, 1.41421, -7.3133e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.55148e-15, 0, 0, 1.15937e-17, 1.70072e-16, 0, 7.26597e-13, 0, 0, 0
0.260063, 0, 1.31183e-12, 0, 1.41421, -1.31183e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.16425e-15, 0, 0, 2.12618e-17, 3.12616e-16, 0, 1.30334e-12, 0, 0, 0
0.267952, 0, 2.33182e-12, 0, 1.41421, -2.33182e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45122e-14, 0, 0, 3.86691e-17, 5.6999e-16, 0, 2.3167e-12, 0, 0, 0
0.275842, 0, 4.1077e-12, 0, 1.41421, -4.1077e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55646e-14, 0, 0, 6.97589e-17, 1.03112e-15, 0, 4.08103e-12, 0, 0, 0
0.283731, 0, 7.17161e-12, 0, 1.41421, -7.17161e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.46339e-14, 0, 0, 1.24851e-16, 1.85093e-15, 0, 7.12501e-12, 0, 0, 0
0.29162, 0, 1.24202e-11, 0, 1.41421, -1.24202e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.7302e-14, 0, 0, 2.22229e-16, 3.3049e-15, 0, 1.23393e-11, 0, 0, 0
0.299509, 0, 2.13013e-11, 0, 1.41421, -2.13013e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32583e-13, 0, 0, 3.91727e-16, 5.8438e-15, 0, 2.11625e-11, 0, 0, 0
0.307398, 0, 3.6215e-11, 0, 1.41421, -3.6215e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25423e-13, 0, 0, 6.85599e-16, 1.02598e-14, 0, 3.59786e-11, 0, 0, 0
0.315287, 0, 6.10377e-11, 0, 1.41421, -6.10377e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79967e-13, 0, 0, 1.19179e-15, 1.78893e-14, 0, 6.06386e-11, 0, 0, 0
0.323176, 0, 1.0199e-10, 1.27518e-43, 1.41421, -1.0199e-10, 0, 1.27518e-43, 1.27518e-43, 1.27518e-43, 1.27518e-43, 1.27518e-43, 1.27518e-43, 1.27518e-43, 1.27518e-43, 1.27518e-43, 1.27518e-43, 1.27518e-43, 1.27518e-43, 6.34973e-13, 1.27518e-43, 1.27518e-43, 2.05839e-15, 3.09863e-14, 1.27518e-43, 1.01322e-10, 1.27518e-43, 1.27518e-43, 1.27518e-43
0.331065, 0, 1.68961e-10, 2.29112e-42, 1.41421, -1.68961e-10, 0, 2.29112e-42, 2.29112e-42, 2.29112e-42, 2.29112e-42, 2.29112e-42, 2.29112e-42, 2.29112e-42, 2.29112e-42, 2.29112e-42, 2.29112e-42, 2.29112e-42, 2.29112e-42, 1.0521e-12, 2.29112e-42, 2.29112e-42, 3.53368e-15, 5.33329e-14, 2.29112e-42, 1.67852e-10, 2.29112e-42, 2.29112e-42, 2.29112e-42
0.338954, 0, 2.77529e-10, 3.38806e-41, 1.41421, -2.77529e-10, 0, 3.38806e-41, 3.38806e-41, 3.38806e-41, 3.38806e-41, 3.38806e-41, 3.38806e-41, 3.38806e-41, 3.38806e-41, 3.38806e-41, 3.38806e-41, 3.38806e-41, 3.38806e-41, 1.7285e-12, 3.38806e-41, 3.38806e-41, 6.0324e-15, 9.12451e-14, 3.38806e-41, 2.75704e-10, 3.38806e-41, 3.38806e-41, 3.38806e-41
0.346843, 0, 4.52007e-10, 4.43203e-40, 1.41421, -4.52007e-10, 0, 4.43203e-40, 4.43203e-40, 4.43203e-40, 4.43203e-40, 4.43203e-40, 4.43203e-40, 4.43203e-40, 4.43203e-40, 4.43203e-40, 4.43203e-40, 4.43203e-40, 4.43203e-40, 2.81595e-12, 4.43203e-40, 4.43203e-40, 1.02453e-14, 1.55228e-13, 4.43203e-40, 4.49025e-10, 4.43203e-40, 4.43203e-40, 4.43203e-40
0.354732, 0, 7.29989e-10, 5.18066e-39, 1.41421, -7.29989e-10, 0, 5.18066e-39, 5.18066e-39, 5.18066e-39, 5.18066e-39, 5.18066e-39, 5.18066e-39, 5.18066e-39, 5.18066e-39, 5.18066e-39, 5.18066e-39, 5.18066e-39, 5.18066e-39, 4.54935e-12, 5.18066e-39, 5.18066e-39, 1.73206e-14, 2.62693e-13, 5.18066e-39, 7.2516e-10, 5.18066e-39, 5.18066e-39, 5.18066e-39
0.362622, 0, 1.16908e-09, 5.46477e-38, 1.41421, -1.16908e-09, 0, 5.46477e-38, 5.46477e-38, 5.46477e-38, 5.46477e-38, 5.46477e-38, 5.46477e-38, 5.46477e-38, 5.46477e-38, 5.46477e-38, 5.46477e-38, 5.46477e-38, 5.46477e-38, 7.28905e-12, 5.46477e-38, 5.46477e-38, 2.91635e-14, 4.42421e-13, 5.46477e-38, 1.16132e-09, 5.46477e-38, 5.46477e-38, 5.46477e-38
0.370511, 0, 1.85673e-09, 5.22833e-37, 1.41421, -1.85673e-09, 0, 5.22833e-37, 5.22833e-37, 5.22833e-37, 5.22833e-37, 5.22833e-37, 5.22833e-37, 5.22833e-37, 5.22833e-37, 5.22833e-37, 5.22833e-37, 5.22833e-37, 5.22833e-37, 1.1583e-11, 5.22833e-37, 5.22833e-37, 4.89337e-14, 7.41885e-13, 5.22833e-37, 1.84435e-09, 5.22833e-37, 5.22833e-37, 5.22833e-37
0.3784, 0, 2.9245e-09, 4.56841e-36, 1.41421, -2.9245e-09, 0, 4.56841e-36, 4.56841e-36, 4.56841e-36, 4.56841e-36, 4.56841e-36, 4.56841e-36, 4.56841e-36, 4.56841e-36, 4.56841e-36, 4.56841e-36, 4.56841e-36, 4.56841e-36, 1.8257e-11, 4.56841e-36, 4.56841e-36, 8.18687e-14, 1.23927e-12, 4.56841e-36, 2.90493e-09, 4.56841e-36, 4.56841e-36, 4.56841e-36
0.386289, 0, 4.56855e-09, 3.66017e-35, 1.41421, -4.56855e-09, 0, 3.66017e-35, 3.66017e-35, 3.66017e-35, 3.66017e-35, 3.66017e-35, 3.66017e-35, 3.66017e-35, 3.66017e-35, 3.66017e-35, 3.66017e-35, 3.66017e-35, 3.66017e-35, 2.85453e-11, 3.66017e-35, 3.66017e-35, 1.36651e-13, 2.06325e-12, 3.66017e-35, 4.5378e-09, 3.66017e-35, 3.66017e-35, 3.66017e-35
0.394178, 0, 7.07865e-09, 2.70098e-34, 1.41421, -7.07865e-09, 0, 2.70098e-34, 2.70098e-34, 2.70098e-34, 2.70098e-34, 2.70098e-34, 2.70098e-34, 2.70098e-34, 2.70098e-34, 2.70098e-34, 2.70098e-34, 2.70098e-34, 2.70098e-34, 4.42763e-11, 2.70098e-34, 2.70098e-34, 2.27677e-13, 3.42549e-12, 2.70098e-34, 7.03072e-09, 2.70098e-34, 2.70098e-34, 2.70098e-34
0.402067, 0, 1.08791e-08, 1.87455e-33, 1.41421, -1.08791e-08, 0, 1.87455e-33, 1.87455e-33, 1.87455e-33, 1.87455e-33, 1.87455e-33, 1.87455e-33, 1.87455e-33, 1.87455e-33, 1.87455e-33, 1.87455e-33, 1.87455e-33, 1.87455e-33, 6.81367e-11, 1.87455e-33, 1.87455e-33, 3.78822e-13, 5.6741e-12, 1.87455e-33, 1.08049e-08, 1.87455e-33, 1.87455e-33, 1.87455e-33
0.409956, 0, 1.65855e-08, 1.13117e-32, 1.41421, -1.65855e-08, 0, 1.13117e-32, 1.13117e-32, 1.13117e-32, 1.13117e-32, 1.13117e-32, 1.13117e-32, 1.13117e-32, 1.13117e-32, 1.13117e-32, 1.13117e-32, 1.13117e-32, 1.13117e-32, 1.04041e-10, 1.13117e-32, 1.13117e-32, 6.29673e-13, 9.3817e-12, 1.13117e-32, 1.64714e-08, 1.13117e-32, 1.13117e-32, 1.13117e-32
0.417845, 0, 2.50834e-08, 6.86573e-32, 1.41421, -2.50834e-08, 0, 6.86573e-32, 6.86573e-32, 6.86573e-32, 6.86573e-32, 6.86573e-32, 6.86573e-32, 6.86573e-32, 6.86573e-32, 6.86573e-32, 6.86573e-32, 6.86573e-32, 6.86573e-32, 1.57649e-10, 6.86573e-32, 6.86573e-32, 1.04584e-12, 1.54902e-11, 6.86573e-32, 2.49092e-08, 6.86573e-32, 6.86573e-32, 6.86573e-32
0.425734, 0, 3.76352e-08, 3.73792e-31, 1.41421, -3.76352e-08, 0, 3.73792e-31, 3.73792e-31, 3.73792e-31, 3.73792e-31, 3.73792e-31, 3.73792e-31, 3.73792e-31, 3.73792e-31, 3.73792e-31, 3.73792e-31, 3.73792e-31, 3.73792e-31, 2.37077e-10, 3.73792e-31, 3.73792e-31, 1.73596e-12, 2.55485e-11, 3.73792e-31, 3.73708e-08, 3.73792e-31, 3.73792e-31, 3.73792e-31
0.433623, 0, 5.60249e-08, 1.98277e-30, 1.41421, -5.60249e-08, 0, 1.98277e-30, 1.98277e-30, 1.98277e-30, 1.98277e-30, 1.98277e-30, 1.98277e-30, 1.98277e-30, 1.98277e-30, 1.98277e-30, 1.98277e-30, 1.98277e-30, 1.98277e-30, 3.53879e-10, 1.98277e-30, 1.98277e-30, 2.87953e-12, 4.21018e-11, 1.98277e-30, 5.5626e-08, 1.98277e-30, 1.98277e-30, 1.98277e-30
0.441512, 0, 8.27518e-08, 1.0019e-29, 1.41421, -8.27518e-08, 0, 1.0019e-29, 1.0019e-29, 1.0019e-29, 1.0019e-29, 1.0019e-29, 1.0019e-29, 1.0019e-29, 1.0019e-29, 1.0019e-29, 1.0019e-29, 1.0019e-29, 1.0019e-29, 5.24376e-10, 1.0019e-29, 1.0019e-29, 4.77246e-12, 6.93265e-11, 1.0019e-29, 8.21533e-08, 1.0019e-29, 1.0019e-29, 1.0019e-29
0.449401, 0, 1.21287e-07, 4.78759e-29, 1.41421, -1.21287e-07, 0, 4.78759e-29, 4.78759e-29, 4.78759e-29, 4.78759e-29, 4.78759e-29, 4.78759e-29, 4.78759e-29, 4.78759e-29, 4.78759e-29, 4.78759e-29, 4.78759e-29, 4.78759e-29, 7.71459e-10, 4.78759e-29, 4.78759e-29, 7.90083e-12, 1.1406e-10, 4.78759e-29, 1.20394e-07, 4.78759e-29, 4.78759e-29, 4.78759e-29
0.457291, 0, 1.76413e-07, 2.20479e-28, 1.41421, -1.76413e-07, 0, 2.20479e-28, 2.20479e-28, 2.20479e-28, 2.20479e-28, 2.20479e-28, 2.20479e-28, 2.20479e-28, 2.20479e-28, 2.20479e-28, 2.20479e-28, 2.20479e-28, 2.20479e-28, 1.12702e-09, 2.20479e-28, 2.20479e-28, 1.30599e-11, 1.87465e-10, 2.20479e-28, 1.75086e-07, 2.20479e-28, 2.20479e-28, 2.20479e-28
0.46518, 0, 2.54658e-07, 9.72442e-28, 1.41421, -2.54658e-07, 0, 9.72442e-28, 9.72442e-28, 9.72442e-28, 9.72442e-28, 9.72442e-28, 9.72442e-28, 9.72442e-28, 9.72442e-28, 9.72442e-28, 9.72442e-28, 9.72442e-28, 9.72442e-28, 1.63516e-09, 9.72442e-28, 9.72442e-28, 2.15444e-11, 3.07683e-10, 9.72442e-28, 2.52694e-07, 9.72442e-28, 9.72442e-28, 9.72442e-28
0.473069, 0, 3.64867e-07, 4.09108e-27, 1.41421, -3.64867e-07, 0, 4.09108e-27, 4.09108e-27, 4.09108e-27, 4.09108e-27, 4.09108e-27, 4.09108e-27, 4.09108e-27, 4.09108e-27, 4.09108e-27, 4.09108e-27, 4.09108e-27, 4.09108e-27, 2.35651e-09, 4.09108e-27, 4.09108e-27, 3.545e-11, 5.04058e-10, 4.09108e-27, 3.61971e-07, 4.09108e-27, 4.09108e-27, 4.09108e-27
0.480958, 0, 5.18919e-07, 1.64251e-26, 1.41421, -5.18919e-07, 0, 1.64251e-26, 1.64251e-26, 1.64251e-26, 1.64251e-26, 1.64251e-26, 1.64251e-26, 1.64251e-26, 1.64251e-26, 1.64251e-26, 1.64251e-26, 1.64251e-26, 1.64251e-26, 3.37386e-09, 1.64251e-26, 1.64251e-26, 5.81482e-11, 8.23761e-10, 1.64251e-26, 5.14663e-07, 1.64251e-26, 1.64251e-26, 1.64251e-26
0.488847, 0, 7.32649e-07, 6.30008e-26, 1.41421, -7.32649e-07, 0, 6.30008e-26, 6.30008e-26, 6.30008e-26, 6.30008e-26, 6.30008e-26, 6.30008e-26, 6.30008e-26, 6.30008e-26, 5.84781e-12, 6.30008e-26, 6.30008e-26, 6.30008e-26, 4.79954e-09, 6.30008e-26, 6.30008e-26, 9.50255e-11, 1.34209e-09, 6.30008e-26, 7.26406e-07, 6.30008e-26, 6.30008e-26, 6.30008e-26
0.496736, 0, 1.02698e-06, 2.31272e-25, 1.41421, -1.02698e-06, 0, 2.31272e-25, 2.31272e-25, 2.31272e-25, 2.31272e-25, 2.31272e-25, 2.31272e-25, 2.31272e-25, 2.31272e-25, 2.03606e-11, 2.31272e-25, 2.31272e-25, 2.31272e-25, 6.78504e-09, 2.31272e-25, 2.31272e-25, 1.54625e-10, 2.17828e-09, 2.31272e-25, 1.01784e-06, 2.31272e-25, 2.31272e-25, 2.31272e-25
0.504625, 0, 1.42937e-06, 8.19317e-25, 1.41421, -1.42937e-06, 0, 8.19317e-25, 8.19317e-25, 8.19317e-25, 8.19317e-25, 8.19317e-25, 8.19317e-25, 8.19317e-25, 8.19317e-25, 5.51777e-11, 8.19317e-25, 8.19317e-25, 8.19317e-25, 9.53346e-09, 8.19317e-25, 8.19317e-25, 2.50393e-10, 3.51956e-09, 8.19317e-25, 1.41601e-06, 8.19317e-25, 8.19317e-25, 8.19317e-25
0.512514, 0, 1.97872e-06, 2.96035e-10, 1.41421, -1.97872e-06, 2.96035e-10, 2.96086e-10, 2.96159e-10, 2.96245e-10, 9.37671e-10, 3.13942e-10, 2.97514e-10, 3.54066e-10, 3.17189e-10, 7.06762e-10, 8.14969e-10, 3.02113e-10, 1.31181e-09, 1.36117e-08, 3.05346e-10, 2.9895e-10, 6.99349e-10, 5.95304e-09, 2.96037e-10, 1.95662e-06, 2.96035e-10, 2.96035e-10, 3.17295e-10
0.520403, 0, 2.72263e-06, 1.01296e-09, 1.41421, -2.72263e-06, 1.01296e-09, 1.01314e-09, 1.0134e-09, 1.01369e-09, 3.23451e-09, 1.07496e-09, 1.01809e-09, 1.21389e-09, 1.08621e-09, 2.28345e-09, 2.80968e-09, 1.03401e-09, 4.52989e-09, 1.95029e-08, 1.0452e-09, 1.02306e-09, 1.65894e-09, 1.00518e-08, 1.01297e-09, 2.68517e-06, 1.01296e-09, 1.01296e-09, 1.08657e-09
0.528292, 0, 3.72719e-06, 2.70881e-09, 1.41421, -3.72719e-06, 2.70881e-09, 2.70929e-09, 2.70997e-09, 2.71077e-09, 8.69922e-09, 2.87599e-09, 2.72262e-09, 3.2506e-09, 2.90631e-09, 5.99796e-09, 7.55366e-09, 2.76556e-09, 1.21922e-08, 2.8237e-08, 2.79574e-09, 2.73603e-09, 3.73707e-09, 1.70563e-08, 2.70883e-09, 3.66139e-06, 2.70881e-09, 2.70881e-09, 2.90729e-09
0.536181, 0, 5.08176e-06, 6.62862e-09, 1.41421, -5.08176e-06, 6.62862e-09, 6.62981e-09, 6.63148e-09, 6.63346e-09, 2.13609e-08, 7.03978e-09, 6.6626e-09, 7.96106e-09, 7.11434e-09, 1.45329e-08, 1.85436e-08, 6.76819e-09, 2.99513e-08, 4.16759e-08, 6.84242e-09, 6.69557e-09, 8.25477e-09, 2.92392e-08, 6.62868e-09, 4.96143e-06, 6.62862e-09, 6.62862e-09, 7.11676e-09
0.54407, 0, 6.91275e-06, 1.54643e-08, 1.41421, -6.91275e-06, 1.54643e-08, 1.5467e-08, 1.5471e-08, 1.54756e-08, 4.99437e-08, 1.64265e-08, 1.55438e-08, 1.85827e-08, 1.66011e-08, 3.36471e-08, 4.33501e-08, 1.57909e-08, 7.00484e-08, 6.33139e-08, 1.59646e-08, 1.56209e-08, 1.80185e-08, 5.08223e-08, 1.54644e-08, 6.68442e-06, 1.54643e-08, 1.54643e-08, 1.66067e-08
0.55196, 0, 9.40624e-06, 3.48828e-08, 1.41421, -9.40624e-06, 3.48828e-08, 3.48891e-08, 3.48979e-08, 3.49084e-08, 1.12832e-07, 3.70583e-08, 3.50626e-08, 4.19328e-08, 3.74528e-08, 7.59834e-08, 9.79254e-08, 3.56213e-08, 1.58284e-07, 9.98542e-08, 3.6014e-08, 3.5237e-08, 3.88667e-08, 8.9806e-08, 3.48831e-08, 8.96004e-06, 3.48828e-08, 3.48828e-08, 3.74656e-08
0.559849, 0, 1.28527e-05, 7.64929e-08, 1.41421, -1.28527e-05, 7.64929e-08, 7.65067e-08, 7.65261e-08, 7.65491e-08, 2.47726e-07, 8.12718e-08, 7.68878e-08, 9.19797e-08, 8.21384e-08, 1.72037e-07, 2.14981e-07, 7.81151e-08, 3.47571e-07, 1.64236e-07, 7.89778e-08, 7.7271e-08, 8.26619e-08, 1.61013e-07, 7.64936e-08, 1.1961e-05, 7.64929e-08, 7.64929e-08, 8.21665e-08
0.567738, 0, 1.7798e-05, 1.63548e-07, 1.41421, -1.7798e-05, 1.63548e-07, 1.63578e-07, 1.63619e-07, 1.63668e-07, 5.30285e-07, 1.73783e-07, 1.64394e-07, 1.96717e-07, 1.75639e-07, 4.58399e-07, 4.60153e-07, 1.67022e-07, 7.44128e-07, 2.8141e-07, 1.6887e-07, 1.65215e-07, 1.73031e-07, 2.92498e-07, 1.63549e-07, 1.59237e-05, 1.63548e-07, 1.63548e-07, 1.75699e-07
0.575627, 0, 2.49818e-05, 3.40691e-07, 1.41421, -2.49818e-05, 3.40691e-07, 3.40752e-07, 3.40839e-07, 3.40942e-07, 1.10574e-06, 3.62042e-07, 3.42455e-07, 4.09884e-07, 3.65914e-07, 1.01533e-06, 9.59437e-07, 3.47939e-07, 1.55183e-06, 4.98173e-07, 3.51793e-07, 3.44167e-07, 3.55165e-07, 5.35711e-07, 3.40694e-07, 2.11801e-05, 3.40691e-07, 3.40691e-07, 3.6604e-07
