   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_188.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0305357, 376, 0, 0, 19.4422, 376, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0226512, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0147667, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00688219, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00100231, 0, 2.05464e-24, 0, 1.41421, -2.05464e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34829e-26, 0, 0, 5.7281e-30, 0, 3.89619e-29, 0, 2.04112e-24, 0, 0, 0
0.00888681, 0, 5.98353e-24, 0, 1.41421, -5.98353e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.92648e-26, 0, 0, 1.69264e-29, 0, 1.17634e-28, 0, 5.94413e-24, 0, 0, 0
0.0167713, 0, 1.68609e-23, 0, 1.41421, -1.68609e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10644e-25, 0, 0, 4.84037e-29, 0, 3.42173e-28, 0, 1.67499e-23, 0, 0, 0
0.0246558, 0, 4.61466e-23, 0, 1.41421, -4.61466e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02821e-25, 0, 0, 1.3445e-28, 0, 9.63537e-28, 0, 4.58427e-23, 0, 0, 0
0.0325403, 0, 1.23029e-22, 0, 1.41421, -1.23029e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.07334e-25, 0, 0, 3.63811e-28, 0, 2.6363e-27, 0, 1.22219e-22, 0, 0, 0
0.0404248, 0, 3.20262e-22, 0, 1.41421, -3.20262e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1016e-24, 0, 0, 9.61268e-28, 0, 7.02871e-27, 0, 3.18152e-22, 0, 0, 0
0.0483093, 0, 8.1558e-22, 0, 1.41421, -8.1558e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.35194e-24, 0, 0, 2.48487e-27, 0, 1.83029e-26, 0, 8.10207e-22, 0, 0, 0
0.0561938, 0, 2.03508e-21, 0, 1.41421, -2.03508e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33545e-23, 0, 0, 6.29436e-27, 0, 4.66388e-26, 0, 2.02167e-21, 0, 0, 0
0.0640783, 0, 4.98235e-21, 0, 1.41421, -4.98235e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26948e-23, 0, 0, 1.56451e-26, 0, 1.16483e-25, 0, 4.94953e-21, 0, 0, 0
0.0719628, 0, 1.19938e-20, 0, 1.41421, -1.19938e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.87046e-23, 0, 0, 3.82647e-26, 0, 2.85988e-25, 0, 1.19147e-20, 0, 0, 0
0.0798473, 0, 2.98248e-20, 0, 1.41421, -2.98248e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95714e-22, 0, 0, 9.74276e-26, 0, 7.30733e-25, 0, 2.96282e-20, 0, 0, 0
