   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_54.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0338477, 108, 0, 0, 10.4881, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0259469, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0180461, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0101453, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00224447, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00565633, 0, 4.23213e-23, 0, 1.41421, -4.23213e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.66047e-26, 0, 0, 6.57005e-28, 0, 1.85117e-27, 0, 4.22622e-23, 0, 0, 0
0.0135571, 0, 1.34875e-22, 0, 1.41421, -1.34875e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80395e-25, 0, 0, 2.14522e-27, 0, 6.22761e-27, 0, 1.34686e-22, 0, 0, 0
0.0214579, 0, 3.59713e-22, 0, 1.41421, -3.59713e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.81115e-25, 0, 0, 5.79639e-27, 0, 1.70576e-26, 0, 3.59209e-22, 0, 0, 0
0.0293587, 0, 9.35818e-22, 0, 1.41421, -9.35818e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25165e-24, 0, 0, 1.52749e-26, 0, 4.54707e-26, 0, 9.34505e-22, 0, 0, 0
0.0372595, 0, 2.38003e-21, 0, 1.41421, -2.38003e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.18327e-24, 0, 0, 3.93483e-26, 0, 1.18289e-25, 0, 2.37669e-21, 0, 0, 0
