   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_275.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0323681, 550, 0, 0, 23.4947, 550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0244842, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0166003, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00871644, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000832558, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00705132, 0, 5.19481e-25, 0, 1.41421, -5.19481e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52825e-26, 0, 0, 9.25095e-30, 0, 2.09811e-28, 0, 5.03979e-25, 0, 0, 0
0.0149352, 0, 1.50768e-24, 0, 1.41421, -1.50768e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.43536e-26, 0, 0, 2.71466e-29, 0, 6.28935e-28, 0, 1.46267e-24, 0, 0, 0
0.0228191, 0, 4.24591e-24, 0, 1.41421, -4.24591e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24906e-25, 0, 0, 7.73129e-29, 0, 1.82399e-27, 0, 4.1191e-24, 0, 0, 0
0.030703, 0, 1.16388e-23, 0, 1.41421, -1.16388e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42386e-25, 0, 0, 2.14359e-28, 0, 5.13687e-27, 0, 1.1291e-23, 0, 0, 0
0.0385869, 0, 3.11308e-23, 0, 1.41421, -3.11308e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.15787e-25, 0, 0, 5.80032e-28, 0, 1.40897e-26, 0, 3.02003e-23, 0, 0, 0
0.0464707, 0, 8.14127e-23, 0, 1.41421, -8.14127e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39493e-24, 0, 0, 1.53481e-27, 0, 3.77272e-26, 0, 7.89786e-23, 0, 0, 0
0.0543546, 0, 2.08513e-22, 0, 1.41421, -2.08513e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.13378e-24, 0, 0, 3.97807e-27, 0, 9.88078e-26, 0, 2.02276e-22, 0, 0, 0
0.0622385, 0, 5.2374e-22, 0, 1.41421, -5.2374e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54066e-23, 0, 0, 1.01137e-26, 0, 2.5352e-25, 0, 5.08069e-22, 0, 0, 0
0.0701224, 0, 1.29168e-21, 0, 1.41421, -1.29168e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79961e-23, 0, 0, 2.52513e-26, 0, 6.38133e-25, 0, 1.25302e-21, 0, 0, 0
0.0780063, 0, 3.13102e-21, 0, 1.41421, -3.13102e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.21017e-23, 0, 0, 6.1978e-26, 0, 1.57757e-24, 0, 3.03728e-21, 0, 0, 0
