   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_252.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0313522, 504, 0, 0, 22.4944, 504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0234683, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0155844, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00770042, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000183506, 0, 4.01457e-24, 0, 1.41421, -4.01457e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31775e-26, 0, 0, 7.09019e-31, 1.97939e-28, 0, 3.9912e-24, 0, 0, 0
0.00806743, 0, 1.18384e-23, 0, 1.41421, -1.18384e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.8347e-26, 0, 0, 2.11762e-30, 6.05908e-28, 0, 1.17695e-23, 0, 0, 0
0.0159514, 0, 3.37736e-23, 0, 1.41421, -3.37736e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94985e-25, 0, 0, 6.12006e-30, 1.78638e-27, 0, 3.35768e-23, 0, 0, 0
0.0238353, 0, 9.35675e-23, 0, 1.41421, -9.35675e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.40194e-25, 0, 0, 1.71787e-29, 5.09727e-27, 0, 9.30222e-23, 0, 0, 0
0.0317192, 0, 2.52472e-22, 0, 1.41421, -2.52472e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45759e-24, 0, 0, 4.69696e-29, 1.41287e-26, 0, 2.51e-22, 0, 0, 0
0.0396031, 0, 6.65059e-22, 0, 1.41421, -6.65059e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.83958e-24, 0, 0, 1.25387e-28, 3.8153e-26, 0, 6.61181e-22, 0, 0, 0
