   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_229.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
1.42542, 8, 4.22882, 0.0568413, 3.16228, 3.77118, 0.0409462, 0.0568499, 0.056852, 0.229175, 0.0607734, 0.0570719, 0.0613656, 0.106563, 0.0906113, 0.0578255, 1.1354, 0.525667, 1.91322, 0.442397, 0.0568413, 0.0568413, 0.056842, 0.144223, 0.0568413, 0.0568413, 0.086594
1.4333, 6, 4.52847, 0.057311, 2.82843, 1.47153, 0.0394577, 0.0573195, 0.0573216, 0.228229, 0.0612119, 0.0575398, 0.0618002, 0.106617, 0.0907957, 0.0582902, 1.22231, 0.588349, 2.20771, 0.304684, 0.057311, 0.057311, 0.0573117, 0.14185, 0.057311, 0.057311, 0.086805
1.44119, 10, 4.87322, 0.0578972, 3.4641, 5.12678, 0.0378878, 0.0579056, 0.0579076, 0.227203, 0.0617626, 0.058124, 0.0623463, 0.106731, 0.091057, 0.058872, 1.31225, 0.649178, 2.49998, 0.213653, 0.0578972, 0.0578972, 0.0578979, 0.139704, 0.0578972, 0.0578972, 0.0871012
1.44908, 8, 5.23339, 0.0586155, 3.16228, 2.76661, 0.0362375, 0.0586237, 0.0586258, 0.226123, 0.0624413, 0.05884, 0.0630199, 0.106923, 0.0914129, 0.0595873, 1.40521, 0.705642, 2.77746, 0.154864, 0.0586155, 0.0586155, 0.0586161, 0.137739, 0.0586155, 0.0586155, 0.0874991
1.45696, 8, 5.58294, 0.0594888, 3.16228, 2.41706, 0.0345147, 0.059497, 0.0594991, 0.225031, 0.0632714, 0.0597109, 0.0638445, 0.10722, 0.0918901, 0.06046, 1.50127, 0.75528, 3.02697, 0.117866, 0.0594888, 0.0594888, 0.0594895, 0.135944, 0.0594888, 0.0594888, 0.0880243
1.46485, 4, 5.89989, 0.0605471, 2.44949, -1.89989, 0.0327333, 0.0605551, 0.0605572, 0.223984, 0.0642833, 0.0607666, 0.0648505, 0.107662, 0.0925241, 0.0615208, 1.60072, 0.795886, 3.23589, 0.0953021, 0.0605471, 0.0605471, 0.0605478, 0.134336, 0.0605471, 0.0605471, 0.0887109
1.47274, 8, 6.16686, 0.0618257, 3.16228, 1.83314, 0.0309121, 0.0618335, 0.0618356, 0.223051, 0.0655132, 0.0620424, 0.0660742, 0.108293, 0.093357, 0.0628061, 1.70414, 0.82568, 3.3931, 0.0821377, 0.0618257, 0.0618257, 0.0618263, 0.132958, 0.0618257, 0.0618257, 0.0895999
1.48063, 10, 6.37181, 0.0633641, 3.4641, 3.62819, 0.0290737, 0.0633718, 0.0633738, 0.222314, 0.0670015, 0.063578, 0.0675561, 0.109165, 0.0944369, 0.0643569, 1.81258, 0.843469, 3.49008, 0.0750181, 0.0633641, 0.0633641, 0.0633647, 0.131867, 0.0633641, 0.0633641, 0.0907379
1.48851, 4, 6.50871, 0.0652047, 2.44949, -2.50871, 0.0272421, 0.0652122, 0.0652143, 0.22186, 0.0687915, 0.0654157, 0.0693397, 0.110333, 0.095815, 0.0662167, 1.92795, 0.848736, 3.52161, 0.0717695, 0.0652047, 0.0652047, 0.0652053, 0.13113, 0.0652047, 0.0652047, 0.092175
1.4964, 4, 6.57825, 0.0673909, 2.44949, -2.57825, 0.0254418, 0.0673983, 0.0674003, 0.221777, 0.0709278, 0.0675991, 0.0714696, 0.111855, 0.0975439, 0.0684302, 2.05351, 0.84168, 3.48633, 0.0710219, 0.0673909, 0.0673909, 0.0673915, 0.130822, 0.0673909, 0.0673909, 0.0939623
1.50429, 8, 6.5885, 0.0699657, 3.16228, 1.4115, 0.0236958, 0.069973, 0.069975, 0.222151, 0.0734541, 0.0701711, 0.0739898, 0.113785, 0.0996753, 0.0710418, 2.19475, 0.823175, 3.38677, 0.0719377, 0.0699657, 0.0699657, 0.0699663, 0.131015, 0.0699657, 0.0699657, 0.0961505
1.51217, 2, 6.55562, 0.0729703, 2, -4.55562, 0.0220242, 0.0729774, 0.0729795, 0.223064, 0.0764127, 0.0731731, 0.0769424, 0.116177, 0.102258, 0.0740937, 2.36073, 0.794674, 3.22913, 0.074022, 0.0729703, 0.0729703, 0.0729708, 0.131777, 0.0729703, 0.0729703, 0.0987877
1.52006, 6, 6.50498, 0.0764433, 2.82843, -0.504979, 0.020443, 0.0764504, 0.0764524, 0.224587, 0.0798428, 0.0766438, 0.0803671, 0.119079, 0.105339, 0.0776258, 2.56601, 0.758067, 3.02264, 0.0769942, 0.0764433, 0.0764433, 0.0764439, 0.133168, 0.0764433, 0.0764433, 0.101918
1.52795, 8, 6.47282, 0.0804202, 3.16228, 1.52718, 0.0189641, 0.0804271, 0.0804292, 0.226781, 0.0837805, 0.0806184, 0.0842997, 0.122534, 0.108956, 0.0816743, 2.83348, 0.715507, 2.77869, 0.0807036, 0.0804202, 0.0804202, 0.0804208, 0.135241, 0.0804202, 0.0804202, 0.105582
1.53584, 8, 6.50877, 0.0849328, 3.16228, 1.49123, 0.0175944, 0.0849396, 0.0849416, 0.229693, 0.0882578, 0.085129, 0.0887726, 0.126578, 0.113147, 0.0862717, 3.19811, 0.66923, 2.50983, 0.085076, 0.0849328, 0.0849328, 0.0849334, 0.138037, 0.0849328, 0.0849328, 0.109813
1.54372, 6, 6.67967, 0.0900099, 2.82843, -0.679675, 0.0163364, 0.0900166, 0.0900186, 0.233361, 0.0933039, 0.0902043, 0.0938147, 0.131242, 0.11794, 0.0914475, 3.71203, 0.62139, 2.22874, 0.090081, 0.0900099, 0.0900099, 0.0900104, 0.141587, 0.0900099, 0.0900099, 0.114643
1.55161, 20, 7.07475, 0.0956773, 4.69042, 12.9253, 0.0151886, 0.0956839, 0.0956859, 0.237808, 0.0989444, 0.0958702, 0.0994518, 0.136552, 0.123363, 0.0972278, 4.45073, 0.573923, 1.94727, 0.0957119, 0.0956773, 0.0956773, 0.0956778, 0.145913, 0.0956773, 0.0956773, 0.120096
1.5595, 4, 7.81204, 0.101958, 2.44949, -3.81204, 0.0141463, 0.101965, 0.101967, 0.243049, 0.105203, 0.10215, 0.105707, 0.142529, 0.129436, 0.103636, 5.52038, 0.528453, 1.67578, 0.101975, 0.101958, 0.101958, 0.101959, 0.151031, 0.101958, 0.101958, 0.126195
1.56738, 18, 9.046, 0.108876, 4.47214, 8.954, 0.0132022, 0.108882, 0.108884, 0.24909, 0.1121, 0.109066, 0.112603, 0.14919, 0.136179, 0.110695, 7.06604, 0.486237, 1.4225, 0.108883, 0.108876, 0.108876, 0.108876, 0.156949, 0.108876, 0.108876, 0.132958
1.57527, 10, 10.9751, 0.11645, 3.4641, -0.97512, 0.0123478, 0.116456, 0.116458, 0.255931, 0.119659, 0.116639, 0.120159, 0.156549, 0.143609, 0.118424, 9.27944, 0.448159, 1.19341, 0.116453, 0.11645, 0.11645, 0.11645, 0.16367, 0.11645, 0.11645, 0.140404
1.58316, 12, 13.8488, 0.124703, 3.74166, -1.84879, 0.0115738, 0.124709, 0.124711, 0.263569, 0.127898, 0.124891, 0.128396, 0.164622, 0.151744, 0.126846, 12.4059, 0.41475, 0.992167, 0.124704, 0.124703, 0.124703, 0.124703, 0.171197, 0.124703, 0.124703, 0.148549
1.59105, 20, 17.971, 0.133655, 4.69042, 2.02896, 0.0108711, 0.133662, 0.133664, 0.271996, 0.136839, 0.133843, 0.137336, 0.173421, 0.160601, 0.13598, 16.7477, 0.386242, 0.820336, 0.133656, 0.133655, 0.133655, 0.133656, 0.179528, 0.133655, 0.133655, 0.157409
1.59893, 22, 23.6998, 0.14333, 4.89898, -1.69979, 0.0102309, 0.143336, 0.143338, 0.281203, 0.146503, 0.143517, 0.146999, 0.182959, 0.170197, 0.14585, 22.6632, 0.36263, 0.677705, 0.14333, 0.14333, 0.14333, 0.14333, 0.188663, 0.14333, 0.14333, 0.167002
1.60682, 28, 31.4387, 0.153749, 5.47723, -3.43872, 0.00964554, 0.153755, 0.153757, 0.291182, 0.156913, 0.153936, 0.157408, 0.19325, 0.18055, 0.156476, 30.5578, 0.343735, 0.562708, 0.153749, 0.153749, 0.153749, 0.153749, 0.198604, 0.153749, 0.153749, 0.177345
1.61471, 54, 41.6199, 0.164937, 7.48331, 12.3801, 0.00910859, 0.164943, 0.164945, 0.301921, 0.168091, 0.165123, 0.168586, 0.204307, 0.191681, 0.167881, 40.8667, 0.329273, 0.472843, 0.164937, 0.164937, 0.164937, 0.164937, 0.209353, 0.164937, 0.164937, 0.188454
1.62259, 38, 54.6759, 0.176917, 6.32456, -16.6759, 0.00861464, 0.176923, 0.176925, 0.313411, 0.18006, 0.177103, 0.180556, 0.216144, 0.20361, 0.18009, 54.0257, 0.318903, 0.40508, 0.176917, 0.176917, 0.176917, 0.176917, 0.220912, 0.176917, 0.176917, 0.20035
1.63048, 90, 71.0014, 0.189715, 9.59166, 18.9986, 0.00815942, 0.189721, 0.189723, 0.325643, 0.192845, 0.1899, 0.193342, 0.228776, 0.216363, 0.193127, 70.4335, 0.312272, 0.35619, 0.189715, 0.189715, 0.189715, 0.189715, 0.233287, 0.189715, 0.189715, 0.213049
1.63837, 72, 90.9038, 0.203353, 8.60233, -18.9038, 0.00773963, 0.203359, 0.203361, 0.338605, 0.206469, 0.203537, 0.206969, 0.242216, 0.229961, 0.207013, 90.4008, 0.309041, 0.323011, 0.203353, 0.203353, 0.203353, 0.203354, 0.246485, 0.203353, 0.203353, 0.22657
1.64626, 118, 114.55, 0.217855, 10.9545, 3.45, 0.0073527, 0.217862, 0.217864, 0.352288, 0.220953, 0.218039, 0.221458, 0.256477, 0.244431, 0.221772, 114.098, 0.308902, 0.302622, 0.217855, 0.217855, 0.217855, 0.217856, 0.260511, 0.217855, 0.217855, 0.240929
1.65414, 178, 141.91, 0.233242, 13.4164, 36.0899, 0.00699665, 0.233248, 0.23325, 0.366685, 0.236318, 0.233425, 0.236832, 0.271571, 0.259797, 0.237424, 141.498, 0.311585, 0.292457, 0.233242, 0.233242, 0.233242, 0.233243, 0.275375, 0.233242, 0.233242, 0.256142
1.66203, 172, 172.707, 0.24953, 13.1909, -0.70665, 0.00666986, 0.249536, 0.249538, 0.381787, 0.25258, 0.24971, 0.253108, 0.287506, 0.276083, 0.253984, 172.326, 0.316856, 0.29034, 0.24953, 0.24953, 0.24953, 0.24953, 0.291079, 0.24953, 0.24953, 0.272221
1.66992, 248, 206.384, 0.26673, 15.8114, 41.6156, 0.00637086, 0.266736, 0.266738, 0.39759, 0.269749, 0.266909, 0.2703, 0.304287, 0.293312, 0.271464, 206.029, 0.324514, 0.294494, 0.26673, 0.26673, 0.26673, 0.266731, 0.307631, 0.26673, 0.26673, 0.289173
1.6778, 260, 242.092, 0.284848, 16.1864, 17.9083, 0.00609827, 0.284854, 0.284856, 0.414093, 0.287831, 0.285025, 0.288417, 0.321915, 0.311503, 0.289868, 241.756, 0.334383, 0.303501, 0.284848, 0.284848, 0.284848, 0.284848, 0.325027, 0.284848, 0.284848, 0.307001
1.68569, 296, 278.701, 0.303878, 17.2627, 17.2991, 0.00585061, 0.303884, 0.303886, 0.431297, 0.306821, 0.304053, 0.30746, 0.340384, 0.330672, 0.309191, 278.382, 0.346304, 0.31626, 0.303878, 0.303878, 0.303878, 0.303879, 0.343265, 0.303878, 0.303878, 0.3257
1.69358, 328, 314.851, 0.323806, 18.1659, 13.149, 0.00562632, 0.323811, 0.323813, 0.449209, 0.326704, 0.323978, 0.327421, 0.35968, 0.350824, 0.329418, 314.546, 0.360125, 0.331929, 0.323806, 0.323806, 0.323806, 0.323806, 0.362331, 0.323806, 0.323806, 0.345255
1.70147, 344, 349.028, 0.3446, 18.6011, -5.02768, 0.00542359, 0.344605, 0.344607, 0.467835, 0.34745, 0.344769, 0.348279, 0.37978, 0.371957, 0.350517, 348.734, 0.375697, 0.349869, 0.3446, 0.3446, 0.3446, 0.3446, 0.382202, 0.3446, 0.3446, 0.365639
1.70935, 372, 379.666, 0.366215, 19.3391, -7.66617, 0.00524046, 0.36622, 0.366222, 0.487185, 0.369015, 0.366381, 0.370003, 0.400646, 0.394055, 0.372444, 379.383, 0.392868, 0.369594, 0.366215, 0.366215, 0.366215, 0.366215, 0.402843, 0.366215, 0.366215, 0.386814
1.71724, 392, 405.271, 0.388587, 19.8494, -13.2711, 0.0050747, 0.388592, 0.388594, 0.507266, 0.391335, 0.38875, 0.392546, 0.42223, 0.417089, 0.395134, 404.996, 0.411476, 0.390731, 0.388587, 0.388587, 0.388587, 0.388587, 0.424205, 0.388587, 0.388587, 0.408724
1.72513, 448, 424.539, 0.411633, 21.2132, 23.461, 0.00492387, 0.411638, 0.41164, 0.52808, 0.414331, 0.411794, 0.41585, 0.444465, 0.44101, 0.418506, 424.271, 0.43135, 0.412978, 0.411633, 0.411633, 0.411633, 0.411634, 0.446225, 0.411633, 0.411633, 0.431295
1.73302, 472, 436.472, 0.435255, 21.7715, 35.5276, 0.00478534, 0.43526, 0.435261, 0.549625, 0.437905, 0.435412, 0.439843, 0.46727, 0.465755, 0.442462, 436.21, 0.452309, 0.436089, 0.435255, 0.435255, 0.435255, 0.435255, 0.468821, 0.435255, 0.435255, 0.454441
1.7409, 428, 440.466, 0.459334, 20.7364, -12.4661, 0.00465628, 0.459339, 0.45934, 0.571888, 0.461942, 0.459489, 0.464448, 0.49055, 0.491242, 0.466888, 440.208, 0.474161, 0.459846, 0.459334, 0.459334, 0.459334, 0.459334, 0.491899, 0.459334, 0.459334, 0.478058
1.74879, 456, 436.361, 0.483742, 21.4009, 19.639, 0.00453377, 0.483747, 0.483749, 0.594843, 0.486315, 0.483895, 0.489584, 0.514197, 0.517377, 0.491659, 436.106, 0.496712, 0.484053, 0.483742, 0.483742, 0.483742, 0.483742, 0.515353, 0.483742, 0.483742, 0.502028
1.75668, 430, 424.454, 0.508345, 20.7846, 5.54562, 0.00441478, 0.50835, 0.508351, 0.618455, 0.510893, 0.508496, 0.51518, 0.538095, 0.544054, 0.516648, 424.201, 0.519768, 0.508531, 0.508345, 0.508345, 0.508345, 0.508345, 0.539068, 0.508345, 0.508345, 0.52623
1.76456, 368, 405.469, 0.533006, 19.2354, -37.469, 0.00429634, 0.533011, 0.533012, 0.642673, 0.53554, 0.533156, 0.541179, 0.562129, 0.571163, 0.541733, 405.215, 0.543138, 0.533116, 0.533006, 0.533006, 0.533006, 0.533006, 0.562926, 0.533006, 0.533006, 0.550539
1.77245, 322, 380.48, 0.557602, 18, -58.4796, 0.00417555, 0.557607, 0.557609, 0.667444, 0.560135, 0.557752, 0.567562, 0.586188, 0.5986, 0.566812, 380.223, 0.566656, 0.557667, 0.557602, 0.557602, 0.557602, 0.557603, 0.586822, 0.557602, 0.557602, 0.574841
1.78034, 298, 350.817, 0.582029, 17.3205, -52.817, 0.00404976, 0.582034, 0.582036, 0.692707, 0.584575, 0.582179, 0.594351, 0.61018, 0.626274, 0.591815, 350.555, 0.590176, 0.582066, 0.582029, 0.582029, 0.582029, 0.582029, 0.61066, 0.582029, 0.582029, 0.599037
1.78823, 388, 317.949, 0.606213, 19.7484, 70.051, 0.00391661, 0.606218, 0.60622, 0.718405, 0.608786, 0.606364, 0.621631, 0.634037, 0.65412, 0.616723, 317.68, 0.613591, 0.606234, 0.606213, 0.606213, 0.606213, 0.606213, 0.634376, 0.606213, 0.606213, 0.623057
1.79611, 256, 283.364, 0.630118, 16.0624, -27.3641, 0.00377421, 0.630124, 0.630125, 0.744491, 0.632731, 0.630271, 0.649555, 0.657726, 0.682104, 0.641584, 283.085, 0.636839, 0.630129, 0.630118, 0.630118, 0.630118, 0.630118, 0.657936, 0.630118, 0.630118, 0.646868
1.804, 212, 248.464, 0.653753, 14.6287, -36.4635, 0.00362119, 0.65376, 0.65376, 0.770934, 0.656421, 0.653909, 0.678355, 0.681253, 0.710229, 0.666535, 248.172, 0.659905, 0.65376, 0.653753, 0.653753, 0.653753, 0.653754, 0.681348, 0.653753, 0.653753, 0.670474
1.81189, 230, 214.472, 0.677181, 15.2315, 15.5284, 0.0034568, 0.677188, 0.677189, 0.797726, 0.679914, 0.677341, 0.70834, 0.704674, 0.738551, 0.69182, 214.164, 0.682832, 0.677185, 0.677181, 0.677181, 0.677181, 0.677182, 0.704668, 0.677181, 0.677181, 0.693935
1.81977, 226, 182.382, 0.700511, 15.0997, 43.6184, 0.00328099, 0.700519, 0.700519, 0.824887, 0.70332, 0.700675, 0.739884, 0.728088, 0.767164, 0.71781, 182.054, 0.705716, 0.700513, 0.700511, 0.700511, 0.700511, 0.700512, 0.727996, 0.700511, 0.700511, 0.717352
1.82766, 148, 152.921, 0.723903, 12.2474, -4.92052, 0.00309437, 0.723911, 0.723911, 0.852464, 0.726794, 0.72407, 0.77341, 0.751644, 0.796211, 0.745025, 152.569, 0.728704, 0.723904, 0.723903, 0.723903, 0.723903, 0.723904, 0.751479, 0.723903, 0.723903, 0.740876
1.83555, 110, 126.548, 0.747554, 10.583, -16.5483, 0.00289821, 0.747562, 0.747562, 0.880538, 0.750533, 0.747725, 0.809361, 0.775527, 0.825871, 0.774144, 126.168, 0.751985, 0.747554, 0.747554, 0.747554, 0.747554, 0.747555, 0.775302, 0.747554, 0.747554, 0.764695
1.84344, 98, 103.481, 0.771692, 10, -5.48126, 0.00269438, 0.771701, 0.771701, 0.909211, 0.774763, 0.771869, 0.848157, 0.799951, 0.856355, 0.806024, 103.067, 0.775781, 0.771692, 0.771692, 0.771692, 0.771692, 0.771693, 0.799678, 0.771692, 0.771692, 0.789027
1.85132, 90, 83.7267, 0.796565, 9.59166, 6.27326, 0.00248525, 0.796574, 0.796574, 0.938611, 0.799726, 0.796746, 0.890155, 0.825154, 0.887889, 0.841697, 83.2731, 0.800333, 0.796565, 0.796565, 0.796565, 0.796565, 0.796566, 0.82484, 0.796565, 0.796565, 0.814108
1.85921, 82, 67.132, 0.822421, 9.16515, 14.868, 0.00227351, 0.822431, 0.822431, 0.968875, 0.825671, 0.822607, 0.935596, 0.851374, 0.920703, 0.882365, 66.6319, 0.825887, 0.822421, 0.822421, 0.822421, 0.822421, 0.822422, 0.851023, 0.822421, 0.822421, 0.84018
1.8671, 62, 53.4337, 0.8495, 8, 8.56635, 0.00206208, 0.84951, 0.84951, 1.00015, 0.852834, 0.849689, 0.984562, 0.878847, 0.955018, 0.929378, 52.8796, 0.85268, 0.8495, 0.8495, 0.8495, 0.8495, 0.849501, 0.878455, 0.8495, 0.8495, 0.867472
1.87498, 50, 42.3013, 0.878019, 7.2111, 7.69871, 0.0018539, 0.87803, 0.87803, 1.03257, 0.881432, 0.878213, 1.03694, 0.907788, 0.991037, 0.984186, 41.6848, 0.880929, 0.878019, 0.878019, 0.878019, 0.878019, 0.878021, 0.907344, 0.878019, 0.878019, 0.896196
1.88287, 34, 33.3793, 0.908166, 6, 0.620697, 0.00165178, 0.908177, 0.908176, 1.06627, 0.91165, 0.908363, 1.09241, 0.938388, 1.02893, 1.04827, 32.6914, 0.910818, 0.908166, 0.908166, 0.908166, 0.908166, 0.908167, 0.937868, 0.908166, 0.908166, 0.926534
1.89076, 30, 26.3158, 0.940087, 5.65685, 3.68416, 0.00145828, 0.940099, 0.940098, 1.10137, 0.943635, 0.940288, 1.1504, 0.970801, 1.06884, 1.12306, 25.547, 0.942495, 0.940087, 0.940087, 0.940087, 0.940087, 0.940089, 0.970171, 0.940087, 0.940087, 0.958629
1.89865, 28, 20.7834, 0.97389, 5.47723, 7.21662, 0.00127559, 0.973902, 0.973901, 1.13794, 0.977494, 0.974093, 1.21018, 1.00515, 1.11085, 1.20978, 19.9237, 0.976067, 0.97389, 0.97389, 0.97389, 0.97389, 0.973891, 1.00436, 0.97389, 0.97389, 0.992585
1.90653, 18, 16.4916, 1.00964, 4.47214, 1.50842, 0.00110544, 1.00965, 1.00965, 1.17607, 1.01329, 1.00984, 1.27082, 1.0415, 1.15503, 1.30934, 15.5315, 1.0116, 1.00964, 1.00964, 1.00964, 1.00964, 1.00964, 1.04049, 1.00964, 1.00964, 1.02847
1.91442, 22, 13.1917, 1.04736, 4.89898, 8.80835, 0.000949083, 1.04737, 1.04737, 1.2158, 1.05105, 1.04757, 1.33132, 1.07993, 1.20138, 1.42217, 12.122, 1.04912, 1.04736, 1.04736, 1.04736, 1.04736, 1.04736, 1.0786, 1.04736, 1.04736, 1.0663
1.92231, 10, 10.6769, 1.08705, 3.4641, -0.676899, 0.000807265, 1.08706, 1.08706, 1.25714, 1.09077, 1.08726, 1.39064, 1.12043, 1.24991, 1.54803, 9.48977, 1.08861, 1.08705, 1.08705, 1.08705, 1.08705, 1.08705, 1.11869, 1.08705, 1.08705, 1.10608
1.93019, 12, 8.77878, 1.12866, 3.74166, 3.22122, 0.000680268, 1.12868, 1.12867, 1.30009, 1.13242, 1.12887, 1.44781, 1.163, 1.30057, 1.68595, 7.46813, 1.13005, 1.12866, 1.12866, 1.12866, 1.12866, 1.12866, 1.16073, 1.12866, 1.12866, 1.14778
1.93808, 6, 7.36191, 1.17216, 2.82843, -1.36191, 0.000567942, 1.17217, 1.17217, 1.34465, 1.17593, 1.17237, 1.50198, 1.20761, 1.3533, 1.8341, 5.92414, 1.17339, 1.17216, 1.17216, 1.17216, 1.17216, 1.17216, 1.20467, 1.17216, 1.17216, 1.19133
1.94597, 8, 6.3185, 1.21747, 3.16228, 1.6815, 0.000469788, 1.21748, 1.21748, 1.3908, 1.22126, 1.21768, 1.55254, 1.25424, 1.40803, 1.98978, 4.75312, 1.21855, 1.21747, 1.21747, 1.21747, 1.21747, 1.21747, 1.25047, 1.21747, 1.21747, 1.23669
1.95386, 16, 5.56276, 1.26452, 4.24264, 10.4372, 0.000385015, 1.26453, 1.26453, 1.43848, 1.26832, 1.26473, 1.59915, 1.30283, 1.46469, 2.1495, 3.87291, 1.26546, 1.26452, 1.26452, 1.26452, 1.26452, 1.26452, 1.29806, 1.26452, 1.26452, 1.28378
1.96174, 6, 5.02639, 1.31324, 2.82843, 0.97361, 0.00031263, 1.31325, 1.31325, 1.48769, 1.31706, 1.31346, 1.64175, 1.35335, 1.5232, 2.30909, 3.2192, 1.31406, 1.31324, 1.31324, 1.31324, 1.31324, 1.31324, 1.34739, 1.31324, 1.31324, 1.33253
1.96963, 2, 4.65482, 1.36356, 2, -2.65482, 0.00025151, 1.36358, 1.36357, 1.53836, 1.36738, 1.36378, 1.68059, 1.40575, 1.5835, 2.46396, 2.74154, 1.36427, 1.36356, 1.36356, 1.36356, 1.36356, 1.36356, 1.39841, 1.36356, 1.36356, 1.38288
1.97752, 2, 4.40432, 1.41542, 2, -2.40432, 0.00020046, 1.41544, 1.41544, 1.59048, 1.41925, 1.41564, 1.71618, 1.46, 1.64551, 2.60942, 2.40019, 1.41603, 1.41542, 1.41542, 1.41542, 1.41542, 1.41542, 1.45106, 1.41542, 1.41542, 1.43476
1.9854, 10, 4.23997, 1.46877, 3.4641, 5.76003, 0.000158276, 1.46878, 1.46878, 1.64401, 1.4726, 1.46898, 1.74927, 1.51605, 1.70918, 2.74099, 2.1638, 1.46929, 1.46877, 1.46877, 1.46877, 1.46877, 1.46877, 1.50533, 1.46877, 1.46877, 1.48812
1.99329, 0, 4.13422, 1.52355, 1.41421, -4.13422, 0.000123785, 1.52356, 1.52356, 1.69892, 1.52738, 1.52377, 1.78077, 1.57387, 1.77447, 2.85478, 2.00765, 1.52399, 1.52355, 1.52355, 1.52355, 1.52355, 1.52355, 1.56117, 1.52355, 1.52355, 1.54293
2.00118, 4, 4.06571, 1.57974, 2.44949, -0.0657101, 9.58792e-05, 1.57975, 1.57975, 1.7552, 1.58357, 1.57995, 1.81166, 1.63345, 1.84135, 2.94778, 1.91226, 1.58011, 1.57974, 1.57974, 1.57974, 1.57974, 1.57974, 1.61858, 1.57974, 1.57974, 1.59914
2.00907, 12, 4.01853, 1.63729, 3.74166, 7.98147, 7.35376e-05, 1.6373, 1.6373, 1.81281, 1.64112, 1.6375, 1.84295, 1.69476, 1.90979, 3.01817, 1.86243, 1.6376, 1.63729, 1.63729, 1.63729, 1.63729, 1.63729, 1.67753, 1.63729, 1.63729, 1.65672
2.01695, 8, 3.98143, 1.69619, 3.16228, 4.01857, 5.5838e-05, 1.6962, 1.6962, 1.87175, 1.70002, 1.6964, 1.87557, 1.75778, 1.97981, 3.06543, 1.84637, 1.69645, 1.69619, 1.69619, 1.69619, 1.69619, 1.69619, 1.73803, 1.69619, 1.69619, 1.71566
2.02484, 6, 3.9472, 1.75641, 2.82843, 2.0528, 4.1966e-05, 1.75643, 1.75642, 1.932, 1.76025, 1.75663, 1.91037, 1.82248, 2.05144, 3.09041, 1.85507, 1.75663, 1.75641, 1.75641, 1.75641, 1.75641, 1.75641, 1.80007, 1.75641, 1.75641, 1.77594
2.03273, 4, 3.91199, 1.81795, 2.44949, 0.0880127, 3.12104e-05, 1.81796, 1.81796, 1.99355, 1.82179, 1.81816, 1.948, 1.88886, 2.12478, 3.0952, 1.88176, 1.81813, 1.81795, 1.81795, 1.81795, 1.81795, 1.81795, 1.86366, 1.81795, 1.81795, 1.83755
2.04062, 18, 3.87467, 1.88078, 4.47214, 14.1253, 2.29628e-05, 1.8808, 1.8808, 2.0564, 1.88462, 1.881, 1.98896, 1.95691, 2.19999, 3.08299, 1.92142, 1.88093, 1.88078, 1.88078, 1.88078, 1.88078, 1.88079, 1.92879, 1.88078, 1.88078, 1.90048
2.0485, 6, 3.83625, 1.94491, 2.82843, 2.16375, 1.67097e-05, 1.94492, 1.94492, 2.12053, 1.94874, 1.94512, 2.03359, 2.02658, 2.27739, 3.05773, 1.97037, 1.94503, 1.94491, 1.94491, 1.94491, 1.94491, 1.94491, 1.99547, 1.94491, 1.94491, 1.96474
2.05639, 14, 3.79925, 2.01031, 4, 10.2008, 1.20229e-05, 2.01032, 2.01032, 2.18593, 2.01415, 2.01052, 2.08202, 2.09789, 2.35754, 3.02384, 2.02601, 2.01041, 2.01031, 2.01031, 2.01031, 2.01031, 2.01031, 2.06368, 2.01031, 2.01031, 2.03031
2.06428, 6, 3.7673, 2.07698, 2.82843, 2.2327, 8.55141e-06, 2.077, 2.07699, 2.25261, 2.08082, 2.0772, 2.13427, 2.1708, 2.44133, 2.98583, 2.08651, 2.07706, 2.07698, 2.07698, 2.07698, 2.07698, 2.07698, 2.13344, 2.07698, 2.07698, 2.09721
2.07216, 2, 3.74482, 2.14492, 2, -1.74482, 6.01081e-06, 2.14494, 2.14493, 2.32055, 2.14876, 2.14514, 2.19024, 2.24531, 2.53025, 2.94798, 2.15061, 2.14499, 2.14492, 2.14492, 2.14492, 2.14492, 2.14492, 2.20475, 2.14492, 2.14492, 2.16544
2.08005, 2, 3.73688, 2.21412, 2, -1.73688, 4.17452e-06, 2.21413, 2.21413, 2.38975, 2.21796, 2.21433, 2.24972, 2.3214, 2.6266, 2.91406, 2.21746, 2.21417, 2.21412, 2.21412, 2.21412, 2.21412, 2.21412, 2.27758, 2.21412, 2.21412, 2.235
2.08794, 6, 3.74935, 2.28456, 2.82843, 2.25065, 2.8638e-06, 2.28458, 2.28457, 2.46019, 2.2884, 2.28478, 2.31249, 2.39905, 2.73396, 2.88715, 2.28649, 2.2846, 2.28456, 2.28456, 2.28456, 2.28456, 2.28456, 2.35194, 2.28456, 2.28456, 2.30589
