   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_263.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
7.80477, 6, 7.23901, 7.19954, 2.82843, -1.23901, 7.19954, 0, 7.19954, 7.19954, 7.19954, 7.19954, 7.19954, 7.19954, 7.19954, 7.19954, 7.19954, 7.19954, 7.19954, 7.19954, 7.19954, 7.19954, 7.19954, 7.239, 7.19954
7.81266, 14, 7.22727, 7.19452, 4, 6.77273, 7.19452, 0, 7.19452, 7.19452, 7.19452, 7.19452, 7.19452, 7.19452, 7.19452, 7.19452, 7.19452, 7.19452, 7.19452, 7.19452, 7.19452, 7.19452, 7.19452, 7.22727, 7.19452
7.82054, 6, 7.21672, 7.18949, 2.82843, -1.21672, 7.18949, 0, 7.1895, 7.18949, 7.18949, 7.18949, 7.18949, 7.18949, 7.18949, 7.18949, 7.18949, 7.18949, 7.18949, 7.18949, 7.1895, 7.18949, 7.18949, 7.21671, 7.18949
7.82842, 12, 7.20737, 7.18453, 3.74166, 4.79263, 7.18453, 0, 7.18453, 7.18453, 7.18453, 7.18453, 7.18453, 7.18453, 7.18453, 7.18453, 7.18453, 7.18453, 7.18453, 7.18453, 7.18453, 7.18453, 7.18453, 7.20737, 7.18453
7.83631, 8, 7.19905, 7.17944, 3.16228, 0.800954, 7.17944, 0, 7.17945, 7.17944, 7.17944, 7.17944, 7.17944, 7.17944, 7.17944, 7.17944, 7.17944, 7.17944, 7.17944, 7.17944, 7.17945, 7.17944, 7.17944, 7.19904, 7.17944
7.84419, 6, 7.19165, 7.17413, 2.82843, -1.19165, 7.17413, 0, 7.17413, 7.17413, 7.17413, 7.17413, 7.17413, 7.17413, 7.17413, 7.17413, 7.17413, 7.17413, 7.17413, 7.17413, 7.17413, 7.17413, 7.17413, 7.19164, 7.17413
7.85207, 10, 7.18512, 7.16848, 3.4641, 2.81488, 7.16848, 0, 7.16848, 7.16848, 7.16848, 7.16848, 7.16848, 7.16848, 7.16848, 7.16848, 7.16848, 7.16848, 7.16848, 7.16848, 7.16848, 7.16848, 7.16848, 7.18512, 7.16848
7.85996, 10, 7.17974, 7.16266, 3.4641, 2.82026, 7.16266, 0, 7.16266, 7.16266, 7.16266, 7.16266, 7.16266, 7.16266, 7.16266, 7.16266, 7.16266, 7.16266, 7.16266, 7.16266, 7.16266, 7.16266, 7.16266, 7.17973, 7.16266
7.86784, 8, 7.17584, 7.15684, 3.16228, 0.824159, 7.15684, 0, 7.15684, 7.15684, 7.15684, 7.15684, 7.15684, 7.15684, 7.15684, 7.15684, 7.15684, 7.15684, 7.15684, 7.15684, 7.15684, 7.15684, 7.15684, 7.17584, 7.15684
7.87572, 6, 7.17373, 7.15106, 2.82843, -1.17373, 7.15106, 0, 7.15107, 7.15106, 7.15106, 7.15106, 7.15106, 7.15106, 7.15106, 7.15106, 7.15106, 7.15106, 7.15106, 7.15106, 7.15106, 7.15106, 7.15106, 7.17372, 7.15106
7.88361, 8, 7.17358, 7.1452, 3.16228, 0.826416, 7.1452, 0, 7.1452, 7.1452, 7.1452, 7.1452, 7.1452, 7.1452, 7.1452, 7.1452, 7.1452, 7.1452, 7.1452, 7.1452, 7.1452, 7.1452, 7.1452, 7.17358, 7.1452
7.89149, 4, 7.17567, 7.13905, 2.44949, -3.17567, 7.13905, 0, 7.13905, 7.13905, 7.13905, 7.13905, 7.13905, 7.13905, 7.13905, 7.13905, 7.13905, 7.13905, 7.13905, 7.13905, 7.13905, 7.13905, 7.13905, 7.17567, 7.13905
7.89937, 12, 7.1805, 7.1326, 3.74166, 4.8195, 7.1326, 0, 7.1326, 7.1326, 7.1326, 7.1326, 7.1326, 7.1326, 7.1326, 7.1326, 7.1326, 7.1326, 7.1326, 7.1326, 7.1326, 7.1326, 7.1326, 7.1805, 7.1326
7.90726, 8, 7.18891, 7.12598, 3.16228, 0.811093, 7.12598, 0, 7.12599, 7.12598, 7.12598, 7.12598, 7.12598, 7.12598, 7.12598, 7.12598, 7.12598, 7.12598, 7.12598, 7.12598, 7.12599, 7.12598, 7.12598, 7.1889, 7.12598
7.91514, 6, 7.20185, 7.11938, 2.82843, -1.20185, 7.11938, 0, 7.11938, 7.11938, 7.11938, 7.11938, 7.11938, 7.11938, 7.11938, 7.11938, 7.11938, 7.11938, 7.11938, 7.11938, 7.11938, 7.11938, 7.11938, 7.20185, 7.11938
7.92303, 10, 7.22029, 7.11278, 3.4641, 2.77971, 7.11278, 0, 7.11278, 7.11278, 7.11278, 7.11278, 7.11278, 7.11278, 7.11278, 7.11278, 7.11278, 7.11278, 7.11278, 7.11278, 7.11278, 7.11278, 7.11278, 7.22029, 7.11278
7.93091, 10, 7.24518, 7.10611, 3.4641, 2.75482, 7.10611, 0, 7.10611, 7.10611, 7.10611, 7.10611, 7.10611, 7.10611, 7.10611, 7.10611, 7.10611, 7.10611, 7.10611, 7.10611, 7.10611, 7.10611, 7.10611, 7.24518, 7.10611
7.93879, 12, 7.27749, 7.09914, 3.74166, 4.72251, 7.09914, 0, 7.09914, 7.09914, 7.09914, 7.09914, 7.09914, 7.09914, 7.09914, 7.09914, 7.09914, 7.09914, 7.09914, 7.09914, 7.09914, 7.09914, 7.09914, 7.27749, 7.09914
7.94667, 8, 7.31851, 7.0919, 3.16228, 0.681494, 7.0919, 0, 7.0919, 7.0919, 7.0919, 7.0919, 7.0919, 7.0919, 7.0919, 7.0919, 7.0919, 7.0919, 7.0919, 7.0919, 7.0919, 7.0919, 7.0919, 7.3185, 7.0919
7.95456, 10, 7.36969, 7.08452, 3.4641, 2.63031, 7.08452, 0, 7.08452, 7.08452, 7.08452, 7.08452, 7.08452, 7.08452, 7.08452, 7.08452, 7.08452, 7.08452, 7.08452, 7.08452, 7.08452, 7.08452, 7.08452, 7.36968, 7.08452
7.96244, 2, 7.43252, 7.07715, 2, -5.43252, 7.07715, 0, 7.07715, 7.07715, 7.07715, 7.07715, 7.07715, 7.07715, 7.07715, 7.07715, 7.07715, 7.07715, 7.07715, 7.07715, 7.07715, 7.07715, 7.07715, 7.43251, 7.07715
7.97032, 8, 7.50826, 7.06976, 3.16228, 0.491736, 7.06976, 0, 7.06976, 7.06976, 7.06976, 7.06976, 7.06976, 7.06976, 7.06976, 7.06976, 7.06976, 7.06976, 7.06976, 7.06976, 7.06976, 7.06976, 7.06976, 7.50826, 7.06976
7.97821, 10, 7.59801, 7.06223, 3.4641, 2.40199, 7.06223, 0, 7.06224, 7.06223, 7.06223, 7.06223, 7.06223, 7.06223, 7.06223, 7.06223, 7.06223, 7.06223, 7.06223, 7.06223, 7.06224, 7.06223, 7.06223, 7.598, 7.06223
7.98609, 4, 7.70254, 7.05438, 2.44949, -3.70254, 7.05438, 0, 7.05438, 7.05438, 7.05438, 7.05438, 7.05438, 7.05438, 7.05438, 7.05438, 7.05438, 7.05438, 7.05438, 7.05438, 7.05438, 7.05438, 7.05438, 7.70254, 7.05438
7.99397, 8, 7.82251, 7.04612, 3.16228, 0.177489, 7.04612, 0, 7.04613, 7.04612, 7.04612, 7.04612, 7.04612, 7.04612, 7.04612, 7.04612, 7.04612, 7.04612, 7.04612, 7.04612, 7.04612, 7.04612, 7.04612, 7.82251, 7.04612
8.00186, 14, 7.95823, 7.03738, 4, 6.04177, 7.03738, 0, 7.03738, 7.03738, 7.03738, 7.03738, 7.03738, 7.03738, 7.03738, 7.03738, 7.03738, 7.03738, 7.03738, 7.03738, 7.03738, 7.03738, 7.03738, 7.95822, 7.03738
8.00974, 6, 8.1096, 7.02817, 2.82843, -2.1096, 7.02817, 0, 7.02817, 7.02817, 7.02817, 7.02817, 7.02817, 7.02817, 7.02817, 7.02817, 7.02817, 7.02817, 7.02817, 7.02817, 7.02817, 7.02817, 7.02817, 8.1096, 7.02817
8.01762, 16, 8.27612, 7.01856, 4.24264, 7.72388, 7.01856, 0, 7.01856, 7.01856, 7.01856, 7.01856, 7.01856, 7.01856, 7.01856, 7.01856, 7.01856, 7.01856, 7.01856, 7.01856, 7.01856, 7.01856, 7.01856, 8.27611, 7.01856
8.02551, 6, 8.45668, 7.00864, 2.82843, -2.45668, 7.00864, 0, 7.00865, 7.00864, 7.00864, 7.00864, 7.00864, 7.00864, 7.00864, 7.00864, 7.00864, 7.00864, 7.00864, 7.00864, 7.00864, 7.00864, 7.00864, 8.45668, 7.00864
8.03339, 16, 8.64913, 6.99806, 4.24264, 7.35087, 6.99806, 0, 6.99806, 6.99806, 6.99806, 6.99806, 6.99806, 6.99806, 6.99806, 6.99806, 6.99806, 6.99806, 6.99806, 6.99806, 6.99806, 6.99806, 6.99806, 8.64913, 6.99806
8.04128, 10, 8.85081, 6.98665, 3.4641, 1.14919, 6.98665, 0, 6.98665, 6.98665, 6.98665, 6.98665, 6.98665, 6.98665, 6.98665, 6.98665, 6.98665, 6.98665, 6.98665, 6.98665, 6.98665, 6.98665, 6.98665, 8.85081, 6.98665
8.04916, 12, 9.05873, 6.97448, 3.74166, 2.94127, 6.97448, 0, 6.97448, 6.97448, 6.97448, 6.97448, 6.97448, 6.97448, 6.97448, 6.97448, 6.97448, 6.97448, 6.97448, 6.97448, 6.97448, 6.97448, 6.97448, 9.05873, 6.97448
8.05704, 8, 9.26937, 6.96168, 3.16228, -1.26937, 6.96168, 0, 6.96169, 6.96168, 6.96168, 6.96168, 6.96168, 6.96168, 6.96168, 6.96168, 6.96168, 6.96168, 6.96168, 6.96168, 6.96168, 6.96168, 6.96168, 9.26936, 6.96168
8.06493, 12, 9.4787, 6.94847, 3.74166, 2.5213, 6.94847, 0, 6.94847, 6.94847, 6.94847, 6.94847, 6.94847, 6.94847, 6.94847, 6.94847, 6.94847, 6.94847, 6.94847, 6.94847, 6.94847, 6.94847, 6.94847, 9.4787, 6.94847
8.07281, 6, 9.68211, 6.93474, 2.82843, -3.68211, 6.93474, 0, 6.93474, 6.93474, 6.93474, 6.93474, 6.93474, 6.93474, 6.93474, 6.93474, 6.93474, 6.93474, 6.93474, 6.93474, 6.93474, 6.93474, 6.93474, 9.6821, 6.93474
8.08069, 18, 9.87468, 6.9204, 4.47214, 8.12532, 6.9204, 0, 6.9204, 6.9204, 6.9204, 6.9204, 6.9204, 6.9204, 6.9204, 6.9204, 6.9204, 6.9204, 6.9204, 6.9204, 6.9204, 6.9204, 6.9204, 9.87468, 6.9204
8.08858, 20, 10.0517, 6.90559, 4.69042, 9.94829, 6.90559, 0, 6.90559, 6.90559, 6.90559, 6.90559, 6.90559, 6.90559, 6.90559, 6.90559, 6.90559, 6.90559, 6.90559, 6.90559, 6.90559, 6.90559, 6.90559, 10.0517, 6.90559
8.09646, 14, 10.2085, 6.89037, 4, 3.79148, 6.89037, 0, 6.89038, 6.89037, 6.89037, 6.89037, 6.89037, 6.89037, 6.89037, 6.89037, 6.89037, 6.89037, 6.89037, 6.89037, 6.89038, 6.89037, 6.89037, 10.2085, 6.89037
8.10434, 12, 10.3407, 6.87473, 3.74166, 1.65933, 6.87473, 0, 6.87474, 6.87473, 6.87473, 6.87473, 6.87473, 6.87473, 6.87473, 6.87473, 6.87473, 6.87473, 6.87473, 6.87473, 6.87474, 6.87473, 6.87473, 10.3407, 6.87473
8.11223, 12, 10.4444, 6.85877, 3.74166, 1.55564, 6.85877, 0, 6.85877, 6.85877, 6.85877, 6.85877, 6.85877, 6.85877, 6.85877, 6.85877, 6.85877, 6.85877, 6.85877, 6.85877, 6.85877, 6.85877, 6.85877, 10.4444, 6.85877
8.12011, 6, 10.5165, 6.84265, 2.82843, -4.51652, 6.84265, 0, 6.84266, 6.84265, 6.84265, 6.84265, 6.84265, 6.84265, 6.84265, 6.84265, 6.84265, 6.84265, 6.84265, 6.84265, 6.84266, 6.84265, 6.84265, 10.5165, 6.84265
8.12799, 10, 10.5549, 6.82652, 3.4641, -0.554905, 6.82652, 0, 6.82653, 6.82652, 6.82652, 6.82652, 6.82652, 6.82652, 6.82652, 6.82652, 6.82652, 6.82652, 6.82652, 6.82652, 6.82652, 6.82652, 6.82652, 10.5549, 6.82652
8.13587, 2, 10.558, 6.81029, 2, -8.55796, 6.81029, 0, 6.81029, 6.81029, 6.81029, 6.81029, 6.81029, 6.81029, 6.81029, 6.81029, 6.81029, 6.81029, 6.81029, 6.81029, 6.81029, 6.81029, 6.81029, 10.558, 6.81029
8.14376, 16, 10.5252, 6.79395, 4.24264, 5.47479, 6.79395, 0, 6.79395, 6.79395, 6.79395, 6.79395, 6.79395, 6.79395, 6.79395, 6.79395, 6.79395, 6.79395, 6.79395, 6.79395, 6.79395, 6.79395, 6.79395, 10.5252, 6.79395
8.15164, 10, 10.4571, 6.77737, 3.4641, -0.457107, 6.77737, 0, 6.77737, 6.77737, 6.77737, 6.77737, 6.77737, 6.77737, 6.77737, 6.77737, 6.77737, 6.77737, 6.77737, 6.77737, 6.77737, 6.77737, 6.77737, 10.4571, 6.77737
8.15952, 8, 10.3552, 6.76058, 3.16228, -2.35522, 6.76058, 0, 6.76059, 6.76058, 6.76058, 6.76058, 6.76058, 6.76058, 6.76058, 6.76058, 6.76058, 6.76058, 6.76058, 6.76058, 6.76059, 6.76058, 6.76058, 10.3552, 6.76058
8.16741, 12, 10.2221, 6.7437, 3.74166, 1.77785, 6.7437, 0, 6.74371, 6.7437, 6.7437, 6.7437, 6.7437, 6.7437, 6.7437, 6.7437, 6.7437, 6.7437, 6.7437, 6.7437, 6.74371, 6.7437, 6.7437, 10.2221, 6.7437
8.17529, 8, 10.0613, 6.72685, 3.16228, -2.06127, 6.72685, 0, 6.72685, 6.72685, 6.72685, 6.72685, 6.72685, 6.72685, 6.72685, 6.72685, 6.72685, 6.72685, 6.72685, 6.72685, 6.72685, 6.72685, 6.72685, 10.0613, 6.72685
8.18318, 8, 9.87646, 6.70995, 3.16228, -1.87646, 6.70995, 0, 6.70995, 6.70995, 6.70995, 6.70995, 6.70995, 6.70995, 6.70995, 6.70995, 6.70995, 6.70995, 6.70995, 6.70995, 6.70995, 6.70995, 6.70995, 9.87645, 6.70995
8.19106, 6, 9.67209, 6.69303, 2.82843, -3.67209, 6.69303, 0, 6.69303, 6.69303, 6.69303, 6.69303, 6.69303, 6.69303, 6.69303, 6.69303, 6.69303, 6.69303, 6.69303, 6.69303, 6.69303, 6.69303, 6.69303, 9.67209, 6.69303
8.19894, 8, 9.45269, 6.67593, 3.16228, -1.45269, 6.67593, 0, 6.67593, 6.67593, 6.67593, 6.67593, 6.67593, 6.67593, 6.67593, 6.67593, 6.67593, 6.67593, 6.67593, 6.67593, 6.67593, 6.67593, 6.67593, 9.45269, 6.67593
8.20683, 6, 9.22303, 6.65867, 2.82843, -3.22303, 6.65867, 0, 6.65868, 6.65867, 6.65867, 6.65867, 6.65867, 6.65867, 6.65867, 6.65867, 6.65867, 6.65867, 6.65867, 6.65867, 6.65867, 6.65867, 6.65867, 9.22303, 6.65867
8.21471, 6, 8.98788, 6.64134, 2.82843, -2.98788, 6.64134, 0, 6.64135, 6.64134, 6.64134, 6.64134, 6.64134, 6.64134, 6.64134, 6.64134, 6.64134, 6.64134, 6.64134, 6.64134, 6.64134, 6.64134, 6.64134, 8.98788, 6.64134
8.22259, 18, 8.75179, 6.62403, 4.47214, 9.24821, 6.62403, 0, 6.62404, 6.62403, 6.62403, 6.62403, 6.62403, 6.62403, 6.62403, 6.62403, 6.62403, 6.62403, 6.62403, 6.62403, 6.62404, 6.62403, 6.62403, 8.75179, 6.62403
8.23048, 6, 8.51876, 6.60676, 2.82843, -2.51876, 6.60676, 0, 6.60676, 6.60676, 6.60676, 6.60676, 6.60676, 6.60676, 6.60676, 6.60676, 6.60676, 6.60676, 6.60676, 6.60676, 6.60676, 6.60676, 6.60676, 8.51875, 6.60676
8.23836, 2, 8.2923, 6.58944, 2, -6.2923, 6.58944, 0, 6.58945, 6.58944, 6.58944, 6.58944, 6.58944, 6.58944, 6.58944, 6.58944, 6.58944, 6.58944, 6.58944, 6.58944, 6.58945, 6.58944, 6.58944, 8.2923, 6.58944
8.24624, 4, 8.07543, 6.57215, 2.44949, -4.07543, 6.57215, 0, 6.57216, 6.57215, 6.57215, 6.57215, 6.57215, 6.57215, 6.57215, 6.57215, 6.57215, 6.57215, 6.57215, 6.57215, 6.57216, 6.57215, 6.57215, 8.07542, 6.57215
8.25412, 2, 7.87033, 6.55475, 2, -5.87033, 6.55475, 0, 6.55476, 6.55475, 6.55475, 6.55475, 6.55475, 6.55475, 6.55475, 6.55475, 6.55475, 6.55475, 6.55475, 6.55475, 6.55476, 6.55475, 6.55475, 7.87033, 6.55475
8.26201, 10, 7.67877, 6.53722, 3.4641, 2.32123, 6.53722, 0, 6.53722, 6.53722, 6.53722, 6.53722, 6.53722, 6.53722, 6.53722, 6.53722, 6.53722, 6.53722, 6.53722, 6.53722, 6.53722, 6.53722, 6.53722, 7.67876, 6.53722
8.26989, 10, 7.50203, 6.51971, 3.4641, 2.49797, 6.51971, 0, 6.51971, 6.51971, 6.51971, 6.51971, 6.51971, 6.51971, 6.51971, 6.51971, 6.51971, 6.51971, 6.51971, 6.51971, 6.51971, 6.51971, 6.51971, 7.50202, 6.51971
8.27778, 2, 7.34094, 6.50245, 2, -5.34094, 6.50245, 0, 6.50245, 6.50245, 6.50245, 6.50245, 6.50245, 6.50245, 6.50245, 6.50245, 6.50245, 6.50245, 6.50245, 6.50245, 6.50245, 6.50245, 6.50245, 7.34093, 6.50245
8.28566, 10, 7.19507, 6.48495, 3.4641, 2.80493, 6.48495, 0, 6.48495, 6.48495, 6.48495, 6.48495, 6.48495, 6.48495, 6.48495, 6.48495, 6.48495, 6.48495, 6.48495, 6.48495, 6.48495, 6.48495, 6.48495, 7.19506, 6.48495
8.29354, 16, 7.06438, 6.46748, 4.24264, 8.93562, 6.46748, 0, 6.46748, 6.46748, 6.46748, 6.46748, 6.46748, 6.46748, 6.46748, 6.46748, 6.46748, 6.46748, 6.46748, 6.46748, 6.46748, 6.46748, 6.46748, 7.06438, 6.46748
8.30142, 8, 6.94848, 6.45031, 3.16228, 1.05152, 6.45031, 0, 6.45031, 6.45031, 6.45031, 6.45031, 6.45031, 6.45031, 6.45031, 6.45031, 6.45031, 6.45031, 6.45031, 6.45031, 6.45031, 6.45031, 6.45031, 6.94848, 6.45031
8.30931, 4, 6.84585, 6.43287, 2.44949, -2.84585, 6.43287, 0, 6.43287, 6.43287, 6.43287, 6.43287, 6.43287, 6.43287, 6.43287, 6.43287, 6.43287, 6.43287, 6.43287, 6.43287, 6.43287, 6.43287, 6.43287, 6.84585, 6.43287
8.31719, 6, 6.75571, 6.41545, 2.82843, -0.75571, 6.41545, 0, 6.41545, 6.41545, 6.41545, 6.41545, 6.41545, 6.41545, 6.41545, 6.41545, 6.41545, 6.41545, 6.41545, 6.41545, 6.41545, 6.41545, 6.41545, 6.75571, 6.41545
8.32508, 8, 6.67715, 6.39837, 3.16228, 1.32285, 6.39837, 0, 6.39838, 6.39837, 6.39837, 6.39837, 6.39837, 6.39837, 6.39837, 6.39837, 6.39837, 6.39837, 6.39837, 6.39837, 6.39837, 6.39837, 6.39837, 6.67714, 6.39837
8.33296, 6, 6.60828, 6.38099, 2.82843, -0.608285, 6.38099, 0, 6.381, 6.38099, 6.38099, 6.38099, 6.38099, 6.38099, 6.38099, 6.38099, 6.38099, 6.38099, 6.38099, 6.38099, 6.38099, 6.38099, 6.38099, 6.60828, 6.38099
8.34084, 2, 6.54819, 6.36364, 2, -4.54819, 6.36364, 0, 6.36364, 6.36364, 6.36364, 6.36364, 6.36364, 6.36364, 6.36364, 6.36364, 6.36364, 6.36364, 6.36364, 6.36364, 6.36364, 6.36364, 6.36364, 6.54819, 6.36364
8.34873, 16, 6.58091, 6.43155, 4.24264, 9.41909, 6.43155, 0, 6.43155, 6.43155, 6.43155, 6.43155, 6.43155, 6.43155, 6.43155, 6.43155, 6.43155, 6.43155, 6.43155, 6.43155, 6.43155, 6.43155, 6.43155, 6.58091, 6.43155
8.35661, 4, 6.62006, 6.49945, 2.44949, -2.62006, 6.49945, 0, 6.49945, 6.49945, 6.49945, 6.49945, 6.49945, 6.49945, 6.49945, 6.49945, 6.49945, 6.49945, 6.49945, 6.49945, 6.49945, 6.49945, 6.49945, 6.62006, 6.49945
8.36449, 6, 6.66499, 6.56771, 2.82843, -0.664993, 6.56771, 0, 6.56771, 6.56771, 6.56771, 6.56771, 6.56771, 6.56771, 6.56771, 6.56771, 6.56771, 6.56771, 6.56771, 6.56771, 6.56771, 6.56771, 6.56771, 6.66499, 6.56771
8.37238, 8, 6.71512, 6.63664, 3.16228, 1.28488, 6.63664, 0, 6.63664, 6.63664, 6.63664, 6.63664, 6.63664, 6.63664, 6.63664, 6.63664, 6.63664, 6.63664, 6.63664, 6.63664, 6.63664, 6.63664, 6.63664, 6.71511, 6.63664
8.38026, 2, 6.76905, 6.70564, 2, -4.76905, 6.70564, 0, 6.70564, 6.70564, 6.70564, 6.70564, 6.70564, 6.70564, 6.70564, 6.70564, 6.70564, 6.70564, 6.70564, 6.70564, 6.70564, 6.70564, 6.70564, 6.76905, 6.70564
8.38814, 18, 6.82641, 6.775, 4.47214, 11.1736, 6.775, 0, 6.775, 6.775, 6.775, 6.775, 6.775, 6.775, 6.775, 6.775, 6.775, 6.775, 6.775, 6.775, 6.775, 6.775, 6.775, 6.82641, 6.775
8.39603, 10, 6.88687, 6.84495, 3.4641, 3.11313, 6.84495, 0, 6.84495, 6.84495, 6.84495, 6.84495, 6.84495, 6.84495, 6.84495, 6.84495, 6.84495, 6.84495, 6.84495, 6.84495, 6.84495, 6.84495, 6.84495, 6.88686, 6.84495
8.40391, 6, 6.94953, 6.91505, 2.82843, -0.94953, 6.91505, 0, 6.91505, 6.91505, 6.91505, 6.91505, 6.91505, 6.91505, 6.91505, 6.91505, 6.91505, 6.91505, 6.91505, 6.91505, 6.91505, 6.91505, 6.91505, 6.94953, 6.91505
8.41179, 12, 7.01376, 6.98503, 3.74166, 4.98624, 6.98503, 0, 6.98503, 6.98503, 6.98503, 6.98503, 6.98503, 6.98503, 6.98503, 6.98503, 6.98503, 6.98503, 6.98503, 6.98503, 6.98503, 6.98503, 6.98503, 7.01376, 6.98503
8.41968, 2, 7.0786, 7.05421, 2, -5.0786, 7.05421, 0, 7.05421, 7.05421, 7.05421, 7.05421, 7.05421, 7.05421, 7.05421, 7.05421, 7.05421, 7.05421, 7.05421, 7.05421, 7.05421, 7.05421, 7.05421, 7.07859, 7.05421
8.42756, 8, 7.14359, 7.12235, 3.16228, 0.856409, 7.12235, 0, 7.12235, 7.12235, 7.12235, 7.12235, 7.12235, 7.12235, 7.12235, 7.12235, 7.12235, 7.12235, 7.12235, 7.12235, 7.12235, 7.12235, 7.12235, 7.14359, 7.12235
8.43544, 8, 7.2087, 7.18955, 3.16228, 0.791303, 7.18955, 0, 7.18955, 7.18955, 7.18955, 7.18955, 7.18955, 7.18955, 7.18955, 7.18955, 7.18955, 7.18955, 7.18955, 7.18955, 7.18955, 7.18955, 7.18955, 7.20869, 7.18955
8.44333, 4, 7.27407, 7.25604, 2.44949, -3.27407, 7.25604, 0, 7.25605, 7.25604, 7.25604, 7.25604, 7.25604, 7.25604, 7.25604, 7.25604, 7.25604, 7.25604, 7.25604, 7.25604, 7.25604, 7.25604, 7.25604, 7.27406, 7.25604
8.45121, 6, 7.33997, 7.32215, 2.82843, -1.33997, 7.32215, 0, 7.32215, 7.32215, 7.32215, 7.32215, 7.32215, 7.32215, 7.32215, 7.32215, 7.32215, 7.32215, 7.32215, 7.32215, 7.32215, 7.32215, 7.32215, 7.33997, 7.32215
8.45909, 4, 7.40676, 7.3882, 2.44949, -3.40676, 7.3882, 0, 7.3882, 7.3882, 7.3882, 7.3882, 7.3882, 7.3882, 7.3882, 7.3882, 7.3882, 7.3882, 7.3882, 7.3882, 7.3882, 7.3882, 7.3882, 7.40676, 7.3882
8.46698, 14, 7.47483, 7.45455, 4, 6.52517, 7.45455, 0, 7.45455, 7.45455, 7.45455, 7.45455, 7.45455, 7.45455, 7.45455, 7.45455, 7.45455, 7.45455, 7.45455, 7.45455, 7.45455, 7.45455, 7.45455, 7.47483, 7.45455
8.47486, 10, 7.55899, 7.53591, 3.4641, 2.44101, 7.53591, 0, 7.53591, 7.53591, 7.53591, 7.53591, 7.53591, 7.53591, 7.53591, 7.53591, 7.53591, 7.53591, 7.53591, 7.53591, 7.53591, 7.53591, 7.53591, 7.55898, 7.53591
8.48274, 10, 7.64324, 7.61618, 3.4641, 2.35676, 7.61618, 0, 7.61619, 7.61618, 7.61618, 7.61618, 7.61618, 7.61618, 7.61618, 7.61618, 7.61618, 7.61618, 7.61618, 7.61618, 7.61619, 7.61618, 7.61618, 7.64324, 7.61618
8.49063, 6, 7.72747, 7.69509, 2.82843, -1.72747, 7.69509, 0, 7.69509, 7.69509, 7.69509, 7.69509, 7.69509, 7.69509, 7.69509, 7.69509, 7.69509, 7.69509, 7.69509, 7.69509, 7.69509, 7.69509, 7.69509, 7.72747, 7.69509
8.49851, 10, 7.81199, 7.77275, 3.4641, 2.18801, 7.77275, 0, 7.77275, 7.77275, 7.77275, 7.77275, 7.77275, 7.77275, 7.77275, 7.77275, 7.77275, 7.77275, 7.77275, 7.77275, 7.77275, 7.77275, 7.77275, 7.81199, 7.77275
8.50639, 2, 7.89728, 7.84944, 2, -5.89728, 7.84944, 0, 7.84944, 7.84944, 7.84944, 7.84944, 7.84944, 7.84944, 7.84944, 7.84944, 7.84944, 7.84944, 7.84944, 7.84944, 7.84944, 7.84944, 7.84944, 7.89727, 7.84944
8.51428, 12, 7.98387, 7.92546, 3.74166, 4.01613, 7.92546, 0, 7.92546, 7.92546, 7.92546, 7.92546, 7.92546, 7.92546, 7.92546, 7.92546, 7.92546, 7.92546, 7.92546, 7.92546, 7.92546, 7.92546, 7.92546, 7.98387, 7.92546
8.52216, 6, 8.07158, 8.00037, 2.82843, -2.07158, 8.00037, 0, 8.00037, 8.00037, 8.00037, 8.00037, 8.00037, 8.00037, 8.00037, 8.00037, 8.00037, 8.00037, 8.00037, 8.00037, 8.00037, 8.00037, 8.00037, 8.07157, 8.00037
8.53004, 10, 8.1605, 8.07401, 3.4641, 1.8395, 8.07401, 0, 8.07401, 8.07401, 8.07401, 8.07401, 8.07401, 8.07401, 8.07401, 8.07401, 8.07401, 8.07401, 8.07401, 8.07401, 8.07401, 8.07401, 8.07401, 8.1605, 8.07401
8.53793, 8, 8.25127, 8.14673, 3.16228, -0.251266, 8.14673, 0, 8.14673, 8.14673, 8.14673, 8.14673, 8.14673, 8.14673, 8.14673, 8.14673, 8.14673, 8.14673, 8.14673, 8.14673, 8.14673, 8.14673, 8.14673, 8.25126, 8.14673
8.54581, 8, 8.34472, 8.21915, 3.16228, -0.34472, 8.21915, 0, 8.21915, 8.21915, 8.21915, 8.21915, 8.21915, 8.21915, 8.21915, 8.21915, 8.21915, 8.21915, 8.21915, 8.21915, 8.21915, 8.21915, 8.21915, 8.34472, 8.21915
8.55369, 18, 8.44128, 8.29145, 4.47214, 9.55872, 8.29145, 0, 8.29145, 8.29145, 8.29145, 8.29145, 8.29145, 8.29145, 8.29145, 8.29145, 8.29145, 8.29145, 8.29145, 8.29145, 8.29145, 8.29145, 8.29145, 8.44128, 8.29145
8.56158, 8, 8.54107, 8.36355, 3.16228, -0.541071, 8.36355, 0, 8.36355, 8.36355, 8.36355, 8.36355, 8.36355, 8.36355, 8.36355, 8.36355, 8.36355, 8.36355, 8.36355, 8.36355, 8.36355, 8.36355, 8.36355, 8.54107, 8.36355
