   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_343.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0307533, 686, 0, 0, 26.2298, 686, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0228716, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0149899, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00710818, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000773539, 0, 4.86245e-24, 0, 1.41421, -4.86245e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24604e-26, 0, 0, 3.68566e-29, 0, 0, 4.83996e-24, 0, 0, 0
0.00865525, 0, 1.40443e-23, 0, 1.41421, -1.40443e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.48728e-26, 0, 0, 1.07957e-28, 0, 0, 1.39793e-23, 0, 0, 0
0.016537, 0, 3.92582e-23, 0, 1.41421, -3.92582e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8134e-25, 0, 0, 3.06087e-28, 0, 0, 3.90766e-23, 0, 0, 0
0.0244187, 0, 1.06605e-22, 0, 1.41421, -1.06605e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.92423e-25, 0, 0, 8.43146e-28, 0, 0, 1.06111e-22, 0, 0, 0
0.0323004, 0, 3.13442e-22, 0, 1.41421, -3.13442e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44784e-24, 0, 0, 2.54317e-27, 0, 0, 3.11992e-22, 0, 0, 0
0.0401821, 0, 8.0222e-22, 0, 1.41421, -8.0222e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.70557e-24, 0, 0, 6.60763e-27, 0, 0, 7.98508e-22, 0, 0, 0
0.0480638, 0, 2.0109e-21, 0, 1.41421, -2.0109e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.28863e-24, 0, 0, 1.68122e-26, 0, 0, 2.00159e-21, 0, 0, 0
0.0559456, 0, 4.94412e-21, 0, 1.41421, -4.94412e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28376e-23, 0, 0, 4.19543e-26, 0, 0, 4.92124e-21, 0, 0, 0
0.0638273, 0, 1.1938e-20, 0, 1.41421, -1.1938e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.51434e-23, 0, 0, 1.02817e-25, 0, 0, 1.18828e-20, 0, 0, 0
0.071709, 0, 2.83379e-20, 0, 1.41421, -2.83379e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30897e-22, 0, 0, 2.47714e-25, 0, 0, 2.82068e-20, 0, 0, 0
0.0795907, 0, 6.61894e-20, 0, 1.41421, -6.61894e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05739e-22, 0, 0, 5.8727e-25, 0, 0, 6.58831e-20, 0, 0, 0
0.0874724, 0, 1.5224e-19, 0, 1.41421, -1.5224e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.03219e-22, 0, 0, 1.37111e-24, 0, 0, 1.51535e-19, 0, 0, 0
0.0953541, 0, 3.45049e-19, 0, 1.41421, -3.45049e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59383e-21, 0, 0, 3.15469e-24, 0, 0, 3.43452e-19, 0, 0, 0
0.103236, 0, 7.71092e-19, 0, 1.41421, -7.71092e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.56178e-21, 0, 0, 7.15747e-24, 0, 0, 7.67523e-19, 0, 0, 0
0.111118, 0, 1.69994e-18, 0, 1.41421, -1.69994e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.85228e-21, 0, 0, 1.60222e-23, 0, 0, 1.69207e-18, 0, 0, 0
0.118999, 0, 3.69889e-18, 0, 1.41421, -3.69889e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70857e-20, 0, 0, 3.54046e-23, 0, 0, 3.68177e-18, 0, 0, 0
0.126881, 0, 7.94705e-18, 0, 1.41421, -7.94705e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.67086e-20, 0, 0, 7.72622e-23, 0, 0, 7.91026e-18, 0, 0, 0
0.134763, 0, 1.68658e-17, 0, 1.41421, -1.68658e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.79053e-20, 0, 0, 1.66581e-22, 0, 0, 1.67877e-17, 0, 0, 0
0.142644, 0, 3.53691e-17, 0, 1.41421, -3.53691e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63375e-19, 0, 0, 3.54973e-22, 0, 0, 3.52053e-17, 0, 0, 0
0.150526, 0, 7.33162e-17, 0, 1.41421, -7.33162e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.38658e-19, 0, 0, 7.47868e-22, 0, 0, 7.29768e-17, 0, 0, 0
0.158408, 0, 1.50267e-16, 0, 1.41421, -1.50267e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.94103e-19, 0, 0, 1.55831e-21, 0, 0, 1.49571e-16, 0, 0, 0
0.16629, 0, 3.046e-16, 0, 1.41421, -3.046e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40699e-18, 0, 0, 3.21221e-21, 0, 0, 3.03189e-16, 0, 0, 0
0.174171, 0, 6.10811e-16, 0, 1.41421, -6.10811e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82141e-18, 0, 0, 6.55232e-21, 0, 0, 6.07983e-16, 0, 0, 0
0.182053, 0, 1.21197e-15, 0, 1.41421, -1.21197e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.59825e-18, 0, 0, 1.32291e-20, 0, 0, 1.20636e-15, 0, 0, 0
0.189935, 0, 2.37998e-15, 0, 1.41421, -2.37998e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09934e-17, 0, 0, 2.64425e-20, 0, 0, 2.36896e-15, 0, 0, 0
0.197816, 0, 4.62629e-15, 0, 1.41421, -4.62629e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13693e-17, 0, 0, 5.23364e-20, 0, 0, 4.60487e-15, 0, 0, 0
