   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_197.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0307602, 394, 0, 0, 19.8997, 394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0228758, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0149914, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00710693, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000777494, 0, 2.54476e-25, 0, 1.41421, -2.54476e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.87087e-28, 0, 5.14076e-30, 0, 0, 2.53684e-25, 0, 0, 0
0.00866192, 0, 8.74025e-25, 0, 1.41421, -8.74025e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70333e-27, 0, 1.79639e-29, 0, 0, 8.71304e-25, 0, 0, 0
0.0165463, 0, 3.42135e-24, 0, 1.41421, -3.42135e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05821e-26, 0, 7.22669e-29, 0, 0, 3.4107e-24, 0, 0, 0
0.0244308, 0, 1.01404e-23, 0, 1.41421, -1.01404e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13639e-26, 0, 2.17073e-28, 0, 0, 1.01088e-23, 0, 0, 0
0.0323152, 0, 2.9014e-23, 0, 1.41421, -2.9014e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.97394e-26, 0, 6.29217e-28, 0, 0, 2.89237e-23, 0, 0, 0
0.0401996, 0, 8.05015e-23, 0, 1.41421, -8.05015e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48988e-25, 0, 1.76826e-27, 0, 0, 8.02508e-23, 0, 0, 0
0.048084, 0, 2.17324e-22, 0, 1.41421, -2.17324e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.72175e-25, 0, 4.83453e-27, 0, 0, 2.16647e-22, 0, 0, 0
0.0559685, 0, 5.72343e-22, 0, 1.41421, -5.72343e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77024e-24, 0, 1.28944e-26, 0, 0, 5.7056e-22, 0, 0, 0
0.0638529, 0, 1.47353e-21, 0, 1.41421, -1.47353e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.55757e-24, 0, 3.3622e-26, 0, 0, 1.46894e-21, 0, 0, 0
0.0717373, 0, 3.7151e-21, 0, 1.41421, -3.7151e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14906e-23, 0, 8.58613e-26, 0, 0, 3.70352e-21, 0, 0, 0
0.0796217, 0, 9.1857e-21, 0, 1.41421, -9.1857e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8411e-23, 0, 2.15061e-25, 0, 0, 9.15708e-21, 0, 0, 0
0.0875062, 0, 2.23006e-20, 0, 1.41421, -2.23006e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.89749e-23, 0, 5.29009e-25, 0, 0, 2.22311e-20, 0, 0, 0
0.0953906, 0, 5.32156e-20, 0, 1.41421, -5.32156e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64594e-22, 0, 1.27928e-24, 0, 0, 5.30497e-20, 0, 0, 0
0.103275, 0, 1.24932e-19, 0, 1.41421, -1.24932e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.8641e-22, 0, 3.0442e-24, 0, 0, 1.24543e-19, 0, 0, 0
0.111159, 0, 2.88777e-19, 0, 1.41421, -2.88777e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.93175e-22, 0, 7.13404e-24, 0, 0, 2.87877e-19, 0, 0, 0
0.119044, 0, 6.57668e-19, 0, 1.41421, -6.57668e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03414e-21, 0, 1.64764e-23, 0, 0, 6.55618e-19, 0, 0, 0
0.126928, 0, 1.47662e-18, 0, 1.41421, -1.47662e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.56712e-21, 0, 3.7525e-23, 0, 0, 1.47202e-18, 0, 0, 0
0.134813, 0, 3.27026e-18, 0, 1.41421, -3.27026e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01148e-20, 0, 8.43239e-23, 0, 0, 3.26006e-18, 0, 0, 0
0.142697, 0, 7.14748e-18, 0, 1.41421, -7.14748e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21068e-20, 0, 1.87052e-22, 0, 0, 7.12518e-18, 0, 0, 0
0.150582, 0, 1.54228e-17, 0, 1.41421, -1.54228e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.77018e-20, 0, 4.09775e-22, 0, 0, 1.53747e-17, 0, 0, 0
0.158466, 0, 3.28679e-17, 0, 1.41421, -3.28679e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01659e-19, 0, 8.86879e-22, 0, 0, 3.27654e-17, 0, 0, 0
0.16635, 0, 6.92037e-17, 0, 1.41421, -6.92037e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14043e-19, 0, 1.89702e-21, 0, 0, 6.89877e-17, 0, 0, 0
0.174235, 0, 1.44e-16, 0, 1.41421, -1.44e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.45385e-19, 0, 4.01148e-21, 0, 0, 1.43551e-16, 0, 0, 0
0.182119, 0, 2.96204e-16, 0, 1.41421, -2.96204e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.1614e-19, 0, 8.38846e-21, 0, 0, 2.95279e-16, 0, 0, 0
0.190004, 0, 6.02443e-16, 0, 1.41421, -6.02443e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86332e-18, 0, 1.73507e-20, 0, 0, 6.00562e-16, 0, 0, 0
0.197888, 0, 1.21181e-15, 0, 1.41421, -1.21181e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.74806e-18, 0, 3.55067e-20, 0, 0, 1.20803e-15, 0, 0, 0
0.205773, 0, 2.41122e-15, 0, 1.41421, -2.41122e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.45772e-18, 0, 7.19041e-20, 0, 0, 2.40369e-15, 0, 0, 0
0.213657, 0, 4.74675e-15, 0, 1.41421, -4.74675e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46813e-17, 0, 1.44122e-19, 0, 0, 4.73192e-15, 0, 0, 0
0.221541, 0, 9.24673e-15, 0, 1.41421, -9.24673e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85992e-17, 0, 2.85972e-19, 0, 0, 9.21784e-15, 0, 0, 0
0.229426, 0, 1.78269e-14, 0, 1.41421, -1.78269e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.51366e-17, 0, 5.61822e-19, 0, 0, 1.77712e-14, 0, 0, 0
0.23731, 0, 3.4019e-14, 0, 1.41421, -3.4019e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05217e-16, 0, 1.09302e-18, 0, 0, 3.39127e-14, 0, 0, 0
