   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_346.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.83404, 36, 54.9921, 45.2386, 6.16441, -18.9921, 0, 45.2386, 45.2391, 54.9911, 45.2392, 45.2386, 45.2386, 45.2386, 45.2386, 45.2386, 45.2386, 45.2386, 45.2386, 45.2386, 45.2386, 45.2386, 45.2386, 45.2386, 45.2386, 45.2386
6.84193, 46, 58.478, 45.2245, 6.9282, -12.478, 0, 45.2246, 45.2251, 58.4771, 45.2249, 45.2245, 45.2245, 45.2245, 45.2245, 45.2245, 45.2245, 45.2245, 45.2245, 45.2245, 45.2245, 45.2245, 45.2245, 45.2245, 45.2245, 45.2245
6.84982, 64, 63.0375, 45.2091, 8.12404, 0.962536, 0, 45.2091, 45.2096, 63.0367, 45.2093, 45.2091, 45.2091, 45.2091, 45.2091, 45.2091, 45.2091, 45.2091, 45.2091, 45.2091, 45.2091, 45.2091, 45.2091, 45.2091, 45.2091, 45.2091
6.85771, 56, 68.9258, 45.1921, 7.61577, -12.9258, 0, 45.1921, 45.1926, 68.9251, 45.1922, 45.1921, 45.1921, 45.1921, 45.1921, 45.1921, 45.1921, 45.1921, 45.1921, 45.1921, 45.1921, 45.1921, 45.1921, 45.1921, 45.1921, 45.1921
6.86559, 72, 76.4312, 45.173, 8.60233, -4.43119, 0, 45.173, 45.1736, 76.4305, 45.1731, 45.173, 45.173, 45.173, 45.173, 45.173, 45.173, 45.173, 45.173, 45.173, 45.173, 45.173, 45.173, 45.173, 45.173, 45.173
6.87348, 112, 85.876, 45.1515, 10.6771, 26.124, 0, 45.1515, 45.1521, 85.8754, 45.1515, 45.1515, 45.1515, 45.1515, 45.1515, 45.1515, 45.1515, 45.1515, 45.1515, 45.1515, 45.1515, 45.1515, 45.1515, 45.1515, 45.1515, 45.1515
6.88137, 104, 97.6067, 45.1268, 10.2956, 6.39333, 0, 45.1268, 45.1274, 97.606, 45.1268, 45.1268, 45.1268, 45.1268, 45.1268, 45.1268, 45.1268, 45.1268, 45.1268, 45.1268, 45.1268, 45.1268, 45.1268, 45.1268, 45.1268, 45.1268
6.88926, 110, 111.985, 45.098, 10.583, -1.98476, 0, 45.098, 45.0986, 111.984, 45.098, 45.098, 45.098, 45.098, 45.098, 45.098, 45.098, 45.098, 45.098, 45.098, 45.098, 45.098, 45.098, 45.098, 45.098, 45.098
6.89715, 118, 129.377, 45.064, 10.9545, -11.3768, 0, 45.064, 45.0646, 129.376, 45.064, 45.064, 45.064, 45.064, 45.064, 45.064, 45.064, 45.064, 45.064, 45.064, 45.064, 45.064, 45.064, 45.064, 45.064, 45.064
6.90504, 132, 150.132, 45.0234, 11.5758, -18.1316, 0, 45.0235, 45.024, 150.131, 45.0234, 45.0234, 45.0234, 45.0234, 45.0234, 45.0234, 45.0234, 45.0234, 45.0234, 45.0234, 45.0234, 45.0234, 45.0234, 45.0234, 45.0234, 45.0234
6.91292, 180, 174.562, 44.9745, 13.4907, 5.43759, 0, 44.9745, 44.9751, 174.562, 44.9745, 44.9745, 44.9745, 44.9745, 44.9745, 44.9745, 44.9745, 44.9745, 44.9745, 44.9745, 44.9745, 44.9745, 44.9745, 44.9745, 44.9745, 44.9745
6.92081, 224, 202.92, 44.915, 15.0333, 21.0797, 0, 44.915, 44.9155, 202.92, 44.915, 44.915, 44.915, 44.915, 44.915, 44.915, 44.915, 44.915, 44.915, 44.915, 44.915, 44.915, 44.915, 44.915, 44.915, 44.915
6.9287, 258, 235.373, 44.8422, 16.1245, 22.627, 0, 44.8422, 44.8428, 235.372, 44.8422, 44.8422, 44.8422, 44.8422, 44.8422, 44.8422, 44.8422, 44.8422, 44.8422, 44.8422, 44.8422, 44.8422, 44.8422, 44.8422, 44.8422, 44.8422
6.93659, 266, 271.979, 44.7531, 16.3707, -5.97916, 0, 44.7532, 44.7536, 271.979, 44.7531, 44.7531, 44.7531, 44.7531, 44.7531, 44.7531, 44.7531, 44.7531, 44.7531, 44.7531, 44.7531, 44.7531, 44.7531, 44.7531, 44.7531, 44.7531
6.94448, 358, 312.645, 44.6441, 18.9737, 45.355, 0, 44.6441, 44.6445, 312.645, 44.6441, 44.6441, 44.6441, 44.6441, 44.6441, 44.6441, 44.6441, 44.6441, 44.6441, 44.6441, 44.6441, 44.6441, 44.6441, 44.6441, 44.6441, 44.6441
6.95236, 378, 357.133, 44.5108, 19.4936, 20.8674, 0, 44.5108, 44.5112, 357.132, 44.5108, 44.5108, 44.5108, 44.5108, 44.5108, 44.5108, 44.5108, 44.5108, 44.5108, 44.5108, 44.5108, 44.5108, 44.5108, 44.5108, 44.5108, 44.5108
6.96025, 418, 405.018, 44.3486, 20.4939, 12.9818, 0, 44.3486, 44.349, 405.018, 44.3486, 44.3486, 44.3486, 44.3486, 44.3486, 44.3486, 44.3486, 44.3486, 44.3486, 44.3486, 44.3486, 44.3486, 44.3486, 44.3486, 44.3486, 44.3486
6.96814, 430, 455.691, 44.1523, 20.7846, -25.6907, 0, 44.1523, 44.1527, 455.69, 44.1523, 44.1523, 44.1523, 44.1523, 44.1523, 44.1523, 44.1523, 44.1523, 44.1523, 44.1523, 44.1523, 44.1523, 44.1523, 44.1523, 44.1523, 44.1523
6.97603, 530, 508.364, 43.9163, 23.0651, 21.6364, 0, 43.9163, 43.9166, 508.363, 43.9163, 43.9163, 43.9163, 43.9163, 43.9163, 43.9163, 43.9163, 43.9163, 43.9163, 43.9163, 43.9163, 43.9163, 43.9163, 43.9163, 43.9163, 43.9163
6.98391, 604, 562.064, 43.6345, 24.6171, 41.9362, 0, 43.6345, 43.6348, 562.064, 43.6345, 43.6345, 43.6345, 43.6345, 43.6345, 43.6345, 43.6345, 43.6345, 43.6345, 43.6345, 43.6345, 43.6345, 43.6345, 43.6345, 43.6345, 43.6345
6.9918, 650, 615.683, 43.3011, 25.5343, 34.3171, 0, 43.3011, 43.3013, 615.683, 43.3011, 43.3011, 43.3011, 43.3011, 43.3011, 43.3011, 43.3011, 43.3011, 43.3011, 43.3011, 43.3011, 43.3011, 43.3011, 43.3011, 43.3011, 43.3011
6.99969, 660, 668.42, 43.3575, 25.7294, -8.41968, 0, 43.3575, 43.3578, 668.419, 43.3575, 43.3575, 43.3575, 43.3575, 43.3575, 43.3575, 43.3575, 43.3575, 43.3575, 43.3575, 43.3575, 43.3575, 43.3575, 43.3575, 43.3575, 43.3575
7.00758, 678, 717.466, 42.2925, 26.0768, -39.4661, 0, 42.2926, 42.2927, 717.466, 42.2925, 42.2925, 42.2925, 42.2925, 42.2925, 42.2925, 42.2925, 42.2925, 42.2925, 42.2925, 42.2925, 42.2925, 42.2925, 42.2925, 42.2925, 42.2925
7.01547, 698, 762.528, 41.1304, 26.4575, -64.5277, 0, 41.1305, 41.1306, 762.528, 41.1304, 41.1304, 41.1304, 41.1304, 41.1304, 41.1304, 41.1304, 41.1304, 41.1304, 41.1304, 41.1304, 41.1304, 41.1304, 41.1304, 41.1304, 41.1304
7.02336, 724, 802.35, 39.9171, 26.9444, -78.3503, 0, 39.9171, 39.9172, 802.35, 39.9171, 39.9171, 39.9171, 39.9171, 39.9171, 39.9171, 39.9171, 39.9171, 39.9171, 39.9171, 39.9171, 39.9171, 39.9171, 39.9171, 39.9171, 39.9171
7.03124, 810, 835.751, 38.6548, 28.4956, -25.7514, 0, 38.6548, 38.6549, 835.751, 38.6548, 38.6548, 38.6548, 38.6548, 38.6548, 38.6548, 38.6548, 38.6548, 38.6548, 38.6548, 38.6548, 38.6548, 38.6548, 38.6548, 38.6548, 38.6548
7.03913, 822, 861.692, 37.3481, 28.7054, -39.6923, 0, 37.3481, 37.3482, 861.692, 37.3481, 37.3481, 37.3481, 37.3481, 37.3481, 37.3481, 37.3481, 37.3481, 37.3481, 37.3481, 37.3481, 37.3481, 37.3481, 37.3481, 37.3481, 37.3481
7.04702, 802, 879.347, 36.0027, 28.3549, -77.3474, 0, 36.0027, 36.0028, 879.347, 36.0027, 36.0027, 36.0027, 36.0027, 36.0027, 36.0027, 36.0027, 36.0027, 36.0027, 36.0027, 36.0027, 36.0027, 36.0027, 36.0027, 36.0027, 36.0027
7.05491, 794, 888.135, 34.6257, 28.2135, -94.1351, 0, 34.6257, 34.6258, 888.135, 34.6257, 34.6257, 34.6257, 34.6257, 34.6257, 34.6257, 34.6257, 34.6257, 34.6257, 34.6257, 34.6257, 34.6257, 34.6257, 34.6257, 34.6257, 34.6257
7.0628, 902, 887.756, 33.226, 30.0666, 14.2437, 0, 33.226, 33.226, 887.756, 33.226, 33.226, 33.226, 33.226, 33.226, 33.226, 33.226, 33.226, 33.226, 33.226, 33.226, 33.226, 33.226, 33.226, 33.226, 33.226
7.07068, 818, 878.204, 31.8129, 28.6356, -60.2043, 0, 31.8129, 31.813, 878.204, 31.8129, 31.8129, 31.8129, 31.8129, 31.8129, 31.8129, 31.8129, 31.8129, 31.8129, 31.8129, 31.8129, 31.8129, 31.8129, 31.8129, 31.8129, 31.8129
7.07857, 788, 859.77, 30.3977, 28.1069, -71.7701, 0, 30.3977, 30.3978, 859.77, 30.3977, 30.3977, 30.3977, 30.3977, 30.3977, 30.3977, 30.3977, 30.3977, 30.3977, 30.3977, 30.3977, 30.3977, 30.3977, 30.3977, 30.3977, 30.3977
7.08646, 798, 833.02, 28.9916, 28.2843, -35.0201, 0, 28.9916, 28.9916, 833.02, 28.9916, 28.9916, 28.9916, 28.9916, 28.9916, 28.9916, 28.9916, 28.9916, 28.9916, 28.9916, 28.9916, 28.9916, 28.9916, 28.9916, 28.9916, 28.9916
7.09435, 784, 798.766, 27.6055, 28.0357, -14.7659, 0, 27.6055, 27.6055, 798.766, 27.6055, 27.6055, 27.6055, 27.6055, 27.6055, 27.6055, 27.6055, 27.6055, 27.6055, 27.6055, 27.6055, 27.6055, 27.6055, 27.6055, 27.6055, 27.6055
7.10224, 720, 758.029, 26.2509, 26.8701, -38.0287, 0, 26.2509, 26.2509, 758.029, 26.2509, 26.2509, 26.2509, 26.2509, 26.2509, 26.2509, 26.2509, 26.2509, 26.2509, 26.2509, 26.2509, 26.2509, 26.2509, 26.2509, 26.2509, 26.2509
7.11012, 646, 711.982, 24.9386, 25.4558, -65.9823, 0, 24.9386, 24.9386, 711.982, 24.9386, 24.9386, 24.9386, 24.9386, 24.9386, 24.9386, 24.9386, 24.9386, 24.9386, 24.9386, 24.9386, 24.9386, 24.9386, 24.9386, 24.9386, 24.9386
7.11801, 576, 661.9, 23.6784, 24.0416, -85.8997, 0, 23.6784, 23.6784, 661.9, 23.6784, 23.6784, 23.6784, 23.6784, 23.6784, 23.6784, 23.6784, 23.6784, 23.6784, 23.6784, 23.6784, 23.6784, 23.6784, 23.6784, 23.6784, 23.6784
7.1259, 572, 609.084, 22.4787, 23.9583, -37.0837, 0, 22.4787, 22.4788, 609.084, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787, 22.4787
7.13379, 524, 554.827, 21.3465, 22.9347, -30.8273, 0, 21.3466, 21.3466, 554.827, 21.3465, 21.3465, 21.3465, 21.3465, 21.3465, 21.3465, 21.3465, 21.3465, 21.3465, 21.3465, 21.3465, 21.3465, 21.3465, 21.3465, 21.3465, 21.3465
7.14168, 482, 500.357, 20.2883, 22, -18.3565, 0, 20.2883, 20.2884, 500.356, 20.2883, 20.2883, 20.2883, 20.2883, 20.2883, 20.2883, 20.2883, 20.2883, 20.2883, 20.2883, 20.2883, 20.2883, 20.2883, 20.2883, 20.2883, 20.2883
7.14956, 378, 446.771, 19.3051, 19.4936, -68.7714, 0, 19.3051, 19.3051, 446.771, 19.3051, 19.3051, 19.3051, 19.3051, 19.3051, 19.3051, 19.3051, 19.3051, 19.3051, 19.3051, 19.3051, 19.3051, 19.3051, 19.3051, 19.3051, 19.3051
7.15745, 320, 395.039, 18.3977, 17.9444, -75.0394, 0, 18.3977, 18.3977, 395.039, 18.3977, 18.3977, 18.3977, 18.3977, 18.3977, 18.3977, 18.3977, 18.3977, 18.3977, 18.3977, 18.3977, 18.3977, 18.3977, 18.3977, 18.3977, 18.3977
7.16534, 316, 345.959, 17.5652, 17.8326, -29.9593, 0, 17.5652, 17.5652, 345.959, 17.5652, 17.5652, 17.5652, 17.5652, 17.5652, 17.5652, 17.5652, 17.5652, 17.5652, 17.5652, 17.5652, 17.5652, 17.5652, 17.5652, 17.5652, 17.5652
7.17323, 266, 300.143, 16.8049, 16.3707, -34.1435, 0, 16.8049, 16.8049, 300.143, 16.8049, 16.8049, 16.8049, 16.8049, 16.8049, 16.8049, 16.8049, 16.8049, 16.8049, 16.8049, 16.8049, 16.8049, 16.8049, 16.8049, 16.8049, 16.8049
7.18112, 246, 258.033, 16.113, 15.748, -12.0335, 0, 16.113, 16.113, 258.033, 16.113, 16.113, 16.113, 16.113, 16.113, 16.113, 16.113, 16.113, 16.113, 16.113, 16.113, 16.113, 16.113, 16.113, 16.113, 16.113
7.189, 204, 219.896, 15.4844, 14.3527, -15.8962, 0, 15.4844, 15.4844, 219.896, 15.4844, 15.4844, 15.4844, 15.4844, 15.4844, 15.4844, 15.4844, 15.4844, 15.4844, 15.4844, 15.4844, 15.4844, 15.4844, 15.4844, 15.4844, 15.4844
7.19689, 192, 185.844, 14.9134, 13.9284, 6.15572, 0, 14.9134, 14.9134, 185.844, 14.9134, 14.9134, 14.9134, 14.9134, 14.9134, 14.9134, 14.9134, 14.9134, 14.9134, 14.9134, 14.9134, 14.9134, 14.9134, 14.9134, 14.9134, 14.9134
7.20478, 142, 155.85, 14.3937, 12, -13.8501, 0, 14.3937, 14.3937, 155.85, 14.3937, 14.3937, 14.3937, 14.3937, 14.3937, 14.3937, 14.3937, 14.3937, 14.3937, 14.3937, 14.3937, 14.3937, 14.3937, 14.3937, 14.3937, 14.3937
7.21267, 124, 129.773, 13.9188, 11.225, -5.77274, 0, 13.9188, 13.9188, 129.773, 13.9188, 13.9188, 13.9188, 13.9188, 13.9188, 13.9188, 13.9188, 13.9188, 13.9188, 13.9188, 13.9188, 13.9188, 13.9188, 13.9188, 13.9188, 13.9188
7.22056, 126, 107.393, 13.4823, 11.3137, 18.6067, 0, 13.4823, 13.4823, 107.393, 13.4823, 13.4823, 13.4823, 13.4823, 13.4823, 13.4823, 13.4823, 13.4823, 13.4823, 13.4823, 13.4823, 13.4823, 13.4823, 13.4823, 13.4823, 13.4823
7.22844, 106, 88.4191, 13.0774, 10.3923, 17.5809, 0, 13.0775, 13.0775, 88.4191, 13.0774, 13.0774, 13.0774, 13.0774, 13.0774, 13.0774, 13.0774, 13.0774, 13.0774, 13.0774, 13.0774, 13.0774, 13.0774, 13.0774, 13.0774, 13.0774
7.23633, 62, 72.5229, 12.6981, 8, -10.5229, 0, 12.6981, 12.6981, 72.5229, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981
7.24422, 62, 59.3575, 12.3386, 8, 2.6425, 0, 12.3386, 12.3386, 59.3575, 12.3386, 12.3386, 12.3386, 12.3386, 12.3386, 12.3386, 12.3386, 12.3386, 12.3386, 12.3386, 12.3386, 12.3386, 12.3386, 12.3386, 12.3386, 12.3386
7.25211, 60, 48.5705, 11.9936, 7.87401, 11.4295, 0, 11.9936, 11.9936, 48.5705, 11.9936, 11.9936, 11.9936, 11.9936, 11.9936, 11.9936, 11.9936, 11.9936, 11.9936, 11.9936, 11.9936, 11.9936, 11.9936, 11.9936, 11.9936, 11.9936
7.26, 36, 39.8238, 11.6588, 6.16441, -3.8238, 0, 11.6588, 11.6588, 39.8238, 11.6588, 11.6588, 11.6588, 11.6588, 11.6588, 11.6588, 11.6588, 11.6588, 11.6588, 11.6588, 11.6588, 11.6588, 11.6588, 11.6588, 11.6588, 11.6588
7.26788, 34, 32.7973, 11.3305, 6, 1.20267, 0, 11.3305, 11.3305, 32.7973, 11.3305, 11.3305, 11.3305, 11.3305, 11.3305, 11.3305, 11.3305, 11.3305, 11.3305, 11.3305, 11.3305, 11.3305, 11.3305, 11.3305, 11.3305, 11.3305
7.27577, 26, 27.2019, 11.0053, 5.2915, -1.20193, 0, 11.0053, 11.0053, 27.2019, 11.0053, 11.0053, 11.0053, 11.0053, 11.0053, 11.0053, 11.0053, 11.0053, 11.0053, 11.0053, 11.0053, 11.0053, 11.0053, 11.0053, 11.0053, 11.0053
7.28366, 18, 22.7774, 10.6805, 4.47214, -4.77744, 0, 10.6805, 10.6805, 22.7774, 10.6805, 10.6805, 10.6805, 10.6805, 10.6805, 10.6805, 10.6805, 10.6805, 10.6805, 10.6805, 10.6805, 10.6805, 10.6805, 10.6805, 10.6805, 10.6805
7.29155, 16, 19.2977, 10.354, 4.24264, -3.29768, 0, 10.354, 10.354, 19.2977, 10.354, 10.354, 10.354, 10.354, 10.354, 10.354, 10.354, 10.354, 10.354, 10.354, 10.354, 10.354, 10.354, 10.354, 10.354, 10.354
7.29944, 14, 16.3448, 9.79857, 4, -2.34478, 0, 9.79858, 9.79858, 16.3448, 9.79857, 9.79857, 9.79857, 9.79857, 9.79857, 9.79857, 9.79857, 9.79857, 9.79857, 9.79857, 9.79857, 9.79857, 9.79857, 9.79857, 9.79857, 9.79857
7.30732, 14, 14.3074, 9.56406, 4, -0.3074, 0, 9.56407, 9.56407, 14.3074, 9.56406, 9.56406, 9.56406, 9.56406, 9.56406, 9.56406, 9.56406, 9.56406, 9.56406, 9.56406, 9.56406, 9.56406, 9.56406, 9.56406, 9.56406, 9.56406
7.31521, 8, 12.7612, 9.35845, 3.16228, -4.76119, 0, 9.35846, 9.35846, 12.7612, 9.35845, 9.35845, 9.35845, 9.35845, 9.35845, 9.35845, 9.35845, 9.35845, 9.35845, 9.35845, 9.35845, 9.35845, 9.35845, 9.35845, 9.35845, 9.35845
7.3231, 4, 11.5717, 9.15502, 2.44949, -7.5717, 0, 9.15504, 9.15504, 11.5717, 9.15502, 9.15502, 9.15502, 9.15502, 9.15502, 9.15502, 9.15502, 9.15502, 9.15502, 9.15502, 9.15502, 9.15503, 9.15502, 9.15502, 9.15503, 9.15502
7.33099, 8, 10.6532, 8.95384, 3.16228, -2.65315, 0, 8.95385, 8.95385, 10.6531, 8.95384, 8.95384, 8.95384, 8.95384, 8.95384, 8.95384, 8.95384, 8.95384, 8.95384, 8.95384, 8.95384, 8.95384, 8.95384, 8.95384, 8.95384, 8.95384
7.33888, 12, 9.93797, 8.75488, 3.74166, 2.06203, 0, 8.75489, 8.7549, 9.93794, 8.75488, 8.75488, 8.75488, 8.75488, 8.75488, 8.75488, 8.75488, 8.75488, 8.75488, 8.75488, 8.75488, 8.75488, 8.75488, 8.75488, 8.75489, 8.75488
7.34677, 8, 9.37366, 8.55814, 3.16228, -1.37366, 0, 8.55815, 8.55816, 9.37363, 8.55814, 8.55814, 8.55814, 8.55814, 8.55814, 8.55814, 8.55814, 8.55814, 8.55814, 8.55814, 8.55814, 8.55814, 8.55814, 8.55814, 8.55815, 8.55814
7.35465, 8, 8.92029, 8.36364, 3.16228, -0.92029, 0, 8.36365, 8.36365, 8.92025, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36365, 8.36364
7.36254, 2, 8.55805, 8.18182, 2, -6.55805, 0, 8.18183, 8.18183, 8.558, 8.18182, 8.18182, 8.18182, 8.18182, 8.18182, 8.18182, 8.18182, 8.18182, 8.18182, 8.18182, 8.18182, 8.18182, 8.18182, 8.18182, 8.18184, 8.18182
7.37043, 12, 8.39504, 8.14324, 3.74166, 3.60496, 0, 8.14325, 8.14325, 8.39498, 8.14324, 8.14324, 8.14324, 8.14324, 8.14324, 8.14324, 8.14324, 8.14324, 8.14324, 8.14324, 8.14324, 8.14324, 8.14324, 8.14324, 8.14327, 8.14324
7.37832, 16, 8.26727, 8.10036, 4.24264, 7.73273, 0, 8.10037, 8.10037, 8.26719, 8.10036, 8.10036, 8.10036, 8.10036, 8.10036, 8.10036, 8.10036, 8.10036, 8.10036, 8.10036, 8.10036, 8.10036, 8.10036, 8.10036, 8.10041, 8.10036
7.38621, 8, 8.16278, 8.0532, 3.16228, -0.162784, 0, 8.05321, 8.05321, 8.16268, 8.0532, 8.0532, 8.0532, 8.0532, 8.0532, 8.0532, 8.0532, 8.0532, 8.0532, 8.0532, 8.0532, 8.0532, 8.0532, 8.0532, 8.05327, 8.0532
7.39409, 6, 8.07375, 8.00246, 2.82843, -2.07375, 0, 8.00247, 8.00248, 8.07362, 8.00246, 8.00246, 8.00246, 8.00246, 8.00246, 8.00246, 8.00246, 8.00246, 8.00246, 8.00246, 8.00246, 8.00246, 8.00246, 8.00246, 8.00256, 8.00246
7.40198, 6, 7.99176, 7.94579, 2.82843, -1.99176, 0, 7.9458, 7.9458, 7.99158, 7.94579, 7.94579, 7.94579, 7.94579, 7.94579, 7.94579, 7.94579, 7.94579, 7.94579, 7.94579, 7.94579, 7.94579, 7.94579, 7.94579, 7.94593, 7.94579
7.40987, 12, 7.91184, 7.88242, 3.74166, 4.08816, 0, 7.88243, 7.88244, 7.91161, 7.88242, 7.88242, 7.88242, 7.88242, 7.88242, 7.88242, 7.88242, 7.88242, 7.88242, 7.88242, 7.88242, 7.88242, 7.88242, 7.88242, 7.88262, 7.88242
7.41776, 10, 7.8296, 7.81087, 3.4641, 2.1704, 0, 7.81088, 7.81089, 7.8293, 7.81087, 7.81087, 7.81087, 7.81087, 7.81087, 7.81087, 7.81087, 7.81087, 7.81087, 7.81087, 7.81087, 7.81087, 7.81087, 7.81087, 7.81115, 7.81087
7.42565, 4, 7.74334, 7.73141, 2.44949, -3.74334, 0, 7.73142, 7.73143, 7.74294, 7.73141, 7.73141, 7.73141, 7.73141, 7.73141, 7.73141, 7.73141, 7.73141, 7.73141, 7.73141, 7.73141, 7.73141, 7.73141, 7.73141, 7.73178, 7.73141
7.43353, 8, 7.65316, 7.6455, 3.16228, 0.34684, 0, 7.64551, 7.64551, 7.65264, 7.6455, 7.6455, 7.6455, 7.6455, 7.6455, 7.6455, 7.6455, 7.6455, 7.6455, 7.6455, 7.6455, 7.6455, 7.6455, 7.6455, 7.646, 7.6455
7.44142, 10, 7.55996, 7.55489, 3.4641, 2.44004, 0, 7.55491, 7.55491, 7.55927, 7.55489, 7.55489, 7.55489, 7.55489, 7.55489, 7.55489, 7.55489, 7.55489, 7.55489, 7.55489, 7.55489, 7.55489, 7.55489, 7.55489, 7.55555, 7.55489
7.44931, 12, 7.46494, 7.46139, 3.74166, 4.53506, 0, 7.4614, 7.4614, 7.46405, 7.46139, 7.46139, 7.46139, 7.46139, 7.46139, 7.46139, 7.46139, 7.46139, 7.46139, 7.46139, 7.46139, 7.46139, 7.46139, 7.46139, 7.46225, 7.46139
7.4572, 6, 7.3695, 7.36676, 2.82843, -1.3695, 0, 7.36677, 7.36677, 7.36836, 7.36676, 7.36676, 7.36676, 7.36676, 7.36676, 7.36676, 7.36676, 7.36676, 7.36676, 7.36676, 7.36676, 7.36676, 7.36676, 7.36676, 7.36788, 7.36676
7.46509, 12, 7.27515, 7.27273, 3.74166, 4.72485, 0, 7.27274, 7.27274, 7.27368, 7.27273, 7.27273, 7.27273, 7.27273, 7.27273, 7.27273, 7.27273, 7.27273, 7.27273, 7.27273, 7.27273, 7.27273, 7.27273, 7.27273, 7.27416, 7.27273
7.47297, 2, 7.24573, 7.24332, 2, -5.24573, 0, 7.24333, 7.24334, 7.24388, 7.24332, 7.24332, 7.24332, 7.24332, 7.24332, 7.24332, 7.24332, 7.24332, 7.24332, 7.24332, 7.24332, 7.24332, 7.24332, 7.24332, 7.24514, 7.24332
7.48086, 8, 7.21618, 7.21354, 3.16228, 0.783817, 0, 7.21355, 7.21356, 7.21387, 7.21354, 7.21354, 7.21354, 7.21354, 7.21354, 7.21354, 7.21354, 7.21354, 7.21354, 7.21354, 7.21354, 7.21354, 7.21354, 7.21354, 7.21582, 7.21354
7.48875, 6, 7.18688, 7.18382, 2.82843, -1.18688, 0, 7.18383, 7.18384, 7.18401, 7.18382, 7.18382, 7.18382, 7.18382, 7.18382, 7.18382, 7.18382, 7.18382, 7.18382, 7.18382, 7.18382, 7.18382, 7.18382, 7.18382, 7.18666, 7.18382
7.49664, 8, 7.15819, 7.15457, 3.16228, 0.841807, 0, 7.15458, 7.15459, 7.15468, 7.15457, 7.15457, 7.15457, 7.15457, 7.15457, 7.15457, 7.15457, 7.15457, 7.15457, 7.15457, 7.15457, 7.15457, 7.15457, 7.15457, 7.15805, 7.15457
7.50453, 4, 7.1293, 7.12498, 2.44949, -3.1293, 0, 7.125, 7.125, 7.12505, 7.12498, 7.12498, 7.12498, 7.12498, 7.12498, 7.12498, 7.12498, 7.12498, 7.12498, 7.12498, 7.12498, 7.12499, 7.12498, 7.12498, 7.12921, 7.12498
7.51241, 12, 7.09994, 7.0948, 3.74166, 4.90006, 0, 7.09481, 7.09481, 7.09482, 7.0948, 7.0948, 7.0948, 7.0948, 7.0948, 7.0948, 7.0948, 7.0948, 7.0948, 7.0948, 7.0948, 7.0948, 7.0948, 7.0948, 7.09988, 7.0948
7.5203, 10, 7.06968, 7.0636, 3.4641, 2.93032, 0, 7.06361, 7.06362, 7.06361, 7.0636, 7.0636, 7.0636, 7.0636, 7.0636, 7.0636, 7.0636, 7.0636, 7.0636, 7.0636, 7.0636, 7.0636, 7.0636, 7.0636, 7.06964, 7.0636
7.52819, 14, 7.03908, 7.03194, 4, 6.96092, 0, 7.03195, 7.03196, 7.03194, 7.03194, 7.03194, 7.03194, 7.03194, 7.03194, 7.03194, 7.03194, 7.03194, 7.03194, 7.03194, 7.03194, 7.03194, 7.03194, 7.03194, 7.03905, 7.03194
7.53608, 8, 7.00866, 7.00035, 3.16228, 0.991342, 0, 7.00036, 7.00037, 7.00035, 7.00035, 7.00035, 7.00035, 7.00035, 7.00035, 7.00035, 7.00035, 7.00035, 7.00035, 7.00035, 7.00035, 7.00035, 7.00035, 7.00035, 7.00863, 7.00035
7.54397, 4, 6.9786, 6.96904, 2.44949, -2.9786, 0, 6.96905, 6.96906, 6.96904, 6.96904, 6.96904, 6.96904, 6.96904, 6.96904, 6.96904, 6.96904, 6.96904, 6.96904, 6.96904, 6.96904, 6.96904, 6.96904, 6.96904, 6.97857, 6.96904
7.55185, 10, 6.94832, 6.93743, 3.4641, 3.05168, 0, 6.93744, 6.93745, 6.93743, 6.93743, 6.93743, 6.93743, 6.93743, 6.93743, 6.93743, 6.93743, 6.93743, 6.93743, 6.93743, 6.93743, 6.93743, 6.93743, 6.93743, 6.94829, 6.93743
7.55974, 12, 6.91699, 6.90472, 3.74166, 5.08301, 0, 6.90473, 6.90474, 6.90472, 6.90472, 6.90472, 6.90472, 6.90472, 6.90472, 6.90472, 6.90472, 6.90472, 6.90472, 6.90472, 6.90472, 6.90472, 6.90472, 6.90472, 6.91696, 6.90472
7.56763, 6, 6.88453, 6.87084, 2.82843, -0.884526, 0, 6.87086, 6.87086, 6.87084, 6.87084, 6.87084, 6.87084, 6.87084, 6.87084, 6.87084, 6.87084, 6.87084, 6.87084, 6.87084, 6.87084, 6.87085, 6.87084, 6.87084, 6.8845, 6.87084
