   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_32.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.082756, 0, 7.56583e-18, 0, 1.41421, -7.56583e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77748e-22, 0, 7.56566e-18, 0, 0, 0
0.090657, 0, 1.55174e-17, 0, 1.41421, -1.55174e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.70062e-22, 0, 1.5517e-17, 0, 0, 0
0.0985579, 0, 3.14815e-17, 0, 1.41421, -3.14815e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.62269e-22, 0, 3.14808e-17, 0, 0, 0
0.106459, 0, 6.31962e-17, 0, 1.41421, -6.31962e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55395e-21, 0, 6.31947e-17, 0, 0, 0
0.11436, 0, 1.25555e-16, 0, 1.41421, -1.25555e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13602e-21, 0, 1.25552e-16, 0, 0, 0
0.122261, 0, 2.46941e-16, 0, 1.41421, -2.46941e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.26682e-21, 0, 2.46935e-16, 0, 0, 0
0.130162, 0, 4.80908e-16, 0, 1.41421, -4.80908e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24035e-20, 0, 4.80896e-16, 0, 0, 0
0.138063, 0, 9.27525e-16, 0, 1.41421, -9.27525e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43198e-20, 0, 9.275e-16, 0, 0, 0
0.145964, 0, 1.77202e-15, 0, 1.41421, -1.77202e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.72485e-20, 0, 1.77197e-15, 0, 0, 0
0.153864, 0, 3.35399e-15, 0, 1.41421, -3.35399e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.09717e-20, 0, 3.3539e-15, 0, 0, 0
0.161765, 0, 6.29035e-15, 0, 1.41421, -6.29035e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73616e-19, 0, 6.29018e-15, 0, 0, 0
0.169666, 0, 1.16916e-14, 0, 1.41421, -1.16916e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.28481e-19, 0, 1.16912e-14, 0, 0, 0
0.177567, 0, 2.15383e-14, 0, 1.41421, -2.15383e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.16209e-19, 0, 2.15376e-14, 0, 0, 0
0.185468, 0, 3.93316e-14, 0, 1.41421, -3.93316e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14632e-18, 0, 3.93305e-14, 0, 0, 0
0.193369, 0, 7.12057e-14, 0, 1.41421, -7.12057e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.115e-18, 0, 7.12035e-14, 0, 0, 0
0.20127, 0, 1.27813e-13, 0, 1.41421, -1.27813e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.87078e-18, 0, 1.27809e-13, 0, 0, 0
0.209171, 0, 2.27488e-13, 0, 1.41421, -2.27488e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.02792e-18, 0, 2.27481e-13, 0, 0, 0
0.217072, 0, 4.01518e-13, 0, 1.41421, -4.01518e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26604e-17, 0, 4.01506e-13, 0, 0, 0
0.224973, 0, 7.02829e-13, 0, 1.41421, -7.02829e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26315e-17, 0, 7.02806e-13, 0, 0, 0
0.232874, 0, 1.22018e-12, 0, 1.41421, -1.22018e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.01502e-17, 0, 1.22014e-12, 0, 0, 0
0.240775, 0, 2.10112e-12, 0, 1.41421, -2.10112e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.07008e-17, 0, 2.10105e-12, 0, 0, 0
0.248676, 0, 3.58892e-12, 0, 1.41421, -3.58892e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23592e-16, 0, 3.5888e-12, 0, 0, 0
0.256577, 0, 6.08116e-12, 0, 1.41421, -6.08116e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14513e-16, 0, 6.08094e-12, 0, 0, 0
0.264478, 0, 1.02221e-11, 0, 1.41421, -1.02221e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69734e-16, 0, 1.02217e-11, 0, 0, 0
0.272379, 0, 1.7047e-11, 0, 1.41421, -1.7047e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.3297e-16, 0, 1.70464e-11, 0, 0, 0
0.280279, 0, 2.82053e-11, 0, 1.41421, -2.82053e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07658e-15, 0, 2.82043e-11, 0, 0, 0
0.28818, 0, 4.63029e-11, 0, 1.41421, -4.63029e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81958e-15, 0, 4.63011e-11, 0, 0, 0
0.296081, 0, 7.54225e-11, 0, 1.41421, -7.54225e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05693e-15, 0, 7.54195e-11, 0, 0, 0
0.303982, 0, 1.21944e-10, 2.66247e-44, 1.41421, -1.21944e-10, 0, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 5.11546e-15, 2.66247e-44, 1.21939e-10, 2.66247e-44, 2.66247e-44, 2.66247e-44
0.311883, 0, 1.95576e-10, 5.25487e-43, 1.41421, -1.95576e-10, 0, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 8.49958e-15, 5.25487e-43, 1.95568e-10, 5.25487e-43, 5.25487e-43, 5.25487e-43
0.319784, 0, 3.11275e-10, 7.81644e-42, 1.41421, -3.11275e-10, 0, 7.81644e-42, 7.81644e-42, 7.81644e-42, 7.81644e-42, 7.81644e-42, 7.81644e-42, 7.81644e-42, 7.81644e-42, 7.81644e-42, 7.81644e-42, 1.40525e-14, 7.81644e-42, 3.11261e-10, 7.81644e-42, 7.81644e-42, 7.81644e-42
0.327685, 0, 4.91657e-10, 1.05668e-40, 1.41421, -4.91657e-10, 0, 1.05668e-40, 1.05668e-40, 1.05668e-40, 1.05668e-40, 1.05668e-40, 1.05668e-40, 1.05668e-40, 1.05668e-40, 1.05668e-40, 1.05668e-40, 2.31277e-14, 1.05668e-40, 4.91634e-10, 1.05668e-40, 1.05668e-40, 1.05668e-40
0.335586, 0, 7.70705e-10, 1.28306e-39, 1.41421, -7.70705e-10, 0, 1.28306e-39, 1.28306e-39, 1.28306e-39, 1.28306e-39, 1.28306e-39, 1.28306e-39, 1.28306e-39, 1.28306e-39, 1.28306e-39, 1.28306e-39, 3.79081e-14, 1.28306e-39, 7.70667e-10, 1.28306e-39, 1.28306e-39, 1.28306e-39
0.343487, 0, 1.19905e-09, 1.40404e-38, 1.41421, -1.19905e-09, 0, 1.40404e-38, 1.40404e-38, 1.40404e-38, 1.40404e-38, 1.40404e-38, 1.40404e-38, 1.40404e-38, 1.40404e-38, 1.40404e-38, 1.40404e-38, 6.19099e-14, 1.40404e-38, 1.19899e-09, 1.40404e-38, 1.40404e-38, 1.40404e-38
0.351388, 0, 1.85153e-09, 1.39026e-37, 1.41421, -1.85153e-09, 0, 1.39026e-37, 1.39026e-37, 1.39026e-37, 1.39026e-37, 1.39026e-37, 1.39026e-37, 1.39026e-37, 1.39026e-37, 1.39026e-37, 1.39026e-37, 1.00794e-13, 1.39026e-37, 1.85143e-09, 1.39026e-37, 1.39026e-37, 1.39026e-37
0.359289, 0, 2.83783e-09, 1.25361e-36, 1.41421, -2.83783e-09, 0, 1.25361e-36, 1.25361e-36, 1.25361e-36, 1.25361e-36, 1.25361e-36, 1.25361e-36, 1.25361e-36, 1.25361e-36, 1.25361e-36, 1.25361e-36, 1.63674e-13, 1.25361e-36, 2.83767e-09, 1.25361e-36, 1.25361e-36, 1.25361e-36
0.36719, 0, 4.31739e-09, 1.03463e-35, 1.41421, -4.31739e-09, 0, 1.03463e-35, 1.03463e-35, 1.03463e-35, 1.03463e-35, 1.03463e-35, 1.03463e-35, 1.03463e-35, 1.03463e-35, 1.03463e-35, 1.03463e-35, 2.65225e-13, 1.03463e-35, 4.31713e-09, 1.03463e-35, 1.03463e-35, 1.03463e-35
0.375091, 0, 6.52013e-09, 7.84998e-35, 1.41421, -6.52013e-09, 0, 7.84998e-35, 7.84998e-35, 7.84998e-35, 7.84998e-35, 7.84998e-35, 7.84998e-35, 7.84998e-35, 7.84998e-35, 7.84998e-35, 7.84998e-35, 4.29091e-13, 7.84998e-35, 6.5197e-09, 7.84998e-35, 7.84998e-35, 7.84998e-35
0.382992, 0, 9.7749e-09, 5.4992e-34, 1.41421, -9.7749e-09, 0, 5.4992e-34, 5.4992e-34, 5.4992e-34, 5.4992e-34, 5.4992e-34, 5.4992e-34, 5.4992e-34, 5.4992e-34, 5.4992e-34, 5.4992e-34, 6.93384e-13, 5.4992e-34, 9.7742e-09, 5.4992e-34, 5.4992e-34, 5.4992e-34
0.390893, 0, 1.45482e-08, 3.3804e-33, 1.41421, -1.45482e-08, 0, 3.3804e-33, 3.3804e-33, 3.3804e-33, 3.3804e-33, 3.3804e-33, 3.3804e-33, 3.3804e-33, 3.3804e-33, 3.3804e-33, 3.3804e-33, 1.11956e-12, 3.3804e-33, 1.4547e-08, 3.3804e-33, 3.3804e-33, 3.3804e-33
0.398793, 0, 2.14966e-08, 2.10625e-32, 1.41421, -2.14966e-08, 0, 2.10625e-32, 2.10625e-32, 2.10625e-32, 2.10625e-32, 2.10625e-32, 2.10625e-32, 2.10625e-32, 2.10625e-32, 2.10625e-32, 2.10625e-32, 1.80676e-12, 2.10625e-32, 2.14948e-08, 2.10625e-32, 2.10625e-32, 2.10625e-32
0.406694, 0, 3.15368e-08, 1.17757e-31, 1.41421, -3.15368e-08, 0, 1.17757e-31, 1.17757e-31, 1.17757e-31, 1.17757e-31, 1.17757e-31, 1.17757e-31, 1.17757e-31, 1.17757e-31, 1.17757e-31, 1.17757e-31, 2.91479e-12, 1.17757e-31, 3.15339e-08, 1.17757e-31, 1.17757e-31, 1.17757e-31
0.414595, 0, 4.59385e-08, 6.40975e-31, 1.41421, -4.59385e-08, 0, 6.40975e-31, 6.40975e-31, 6.40975e-31, 6.40975e-31, 6.40975e-31, 6.40975e-31, 6.40975e-31, 6.40975e-31, 6.40975e-31, 6.40975e-31, 4.70106e-12, 6.40975e-31, 4.59338e-08, 6.40975e-31, 6.40975e-31, 6.40975e-31
0.422496, 0, 6.64467e-08, 3.31549e-30, 1.41421, -6.64467e-08, 0, 3.31549e-30, 3.31549e-30, 3.31549e-30, 3.31549e-30, 3.31549e-30, 3.31549e-30, 3.31549e-30, 3.31549e-30, 3.31549e-30, 3.31549e-30, 7.57961e-12, 3.31549e-30, 6.64391e-08, 3.31549e-30, 3.31549e-30, 3.31549e-30
0.430397, 0, 9.54406e-08, 1.6179e-29, 1.41421, -9.54406e-08, 0, 1.6179e-29, 1.6179e-29, 1.6179e-29, 1.6179e-29, 1.6179e-29, 1.6179e-29, 1.6179e-29, 1.6179e-29, 1.6179e-29, 1.6179e-29, 1.22148e-11, 1.6179e-29, 9.54284e-08, 1.6179e-29, 1.6179e-29, 1.6179e-29
0.438298, 0, 1.3614e-07, 7.53675e-29, 1.41421, -1.3614e-07, 0, 7.53675e-29, 7.53675e-29, 7.53675e-29, 7.53675e-29, 7.53675e-29, 7.53675e-29, 7.53675e-29, 7.53675e-29, 7.53675e-29, 7.53675e-29, 1.96694e-11, 7.53675e-29, 1.3612e-07, 7.53675e-29, 7.53675e-29, 7.53675e-29
0.446199, 0, 1.92867e-07, 3.36904e-28, 1.41421, -1.92867e-07, 0, 3.36904e-28, 3.36904e-28, 3.36904e-28, 3.36904e-28, 3.36904e-28, 3.36904e-28, 3.36904e-28, 3.36904e-28, 3.36904e-28, 3.36904e-28, 3.16378e-11, 3.36904e-28, 1.92836e-07, 3.36904e-28, 3.36904e-28, 3.36904e-28
0.4541, 0, 2.71383e-07, 1.43645e-27, 1.41421, -2.71383e-07, 0, 1.43645e-27, 1.43645e-27, 1.43645e-27, 1.43645e-27, 1.43645e-27, 1.43645e-27, 1.43645e-27, 1.43645e-27, 1.43645e-27, 1.43645e-27, 5.08087e-11, 1.43645e-27, 2.71332e-07, 1.43645e-27, 1.43645e-27, 1.43645e-27
0.462001, 0, 3.79305e-07, 5.84073e-27, 1.41421, -3.79305e-07, 0, 5.84073e-27, 5.84073e-27, 5.84073e-27, 5.84073e-27, 5.84073e-27, 5.84073e-27, 5.84073e-27, 5.84073e-27, 5.84073e-27, 5.84073e-27, 8.14286e-11, 5.84073e-27, 3.79224e-07, 5.84073e-27, 5.84073e-27, 5.84073e-27
0.469902, 0, 5.26635e-07, 2.26656e-26, 1.41421, -5.26635e-07, 0, 2.26656e-26, 2.26656e-26, 2.26656e-26, 2.26656e-26, 1.96174e-12, 2.26656e-26, 2.26656e-26, 2.26656e-26, 2.26656e-26, 2.26656e-26, 1.30165e-10, 2.26656e-26, 5.26503e-07, 2.26656e-26, 2.26656e-26, 2.26656e-26
0.477803, 0, 7.26405e-07, 8.40856e-26, 1.41421, -7.26405e-07, 0, 8.40856e-26, 8.40856e-26, 8.40856e-26, 8.40856e-26, 6.63778e-12, 8.40856e-26, 8.40856e-26, 8.40856e-26, 8.40856e-26, 8.40856e-26, 2.07426e-10, 8.40856e-26, 7.26191e-07, 8.40856e-26, 8.40856e-26, 8.40856e-26
0.485704, 0, 9.9547e-07, 2.99622e-25, 1.41421, -9.9547e-07, 0, 2.99622e-25, 2.99622e-25, 2.99622e-25, 2.99622e-25, 1.74441e-11, 2.99622e-25, 2.99622e-25, 2.99622e-25, 2.99622e-25, 2.99622e-25, 3.29347e-10, 2.99622e-25, 9.95124e-07, 2.99622e-25, 2.99622e-25, 2.99622e-25
0.493605, 0, 1.35802e-06, 1.03536e-24, 1.41421, -1.35802e-06, 0, 1.61465e-13, 4.77821e-10, 1.40066e-11, 2.25378e-11, 1.33318e-10, 1.07261e-09, 8.55298e-13, 6.59129e-10, 5.27603e-13, 2.39391e-12, 5.20773e-10, 1.1906e-15, 1.35509e-06, 1.03536e-24, 1.03536e-24, 2.17493e-11
0.501506, 0, 1.8427e-06, 1.06699e-10, 1.41421, -1.8427e-06, 1.06699e-10, 1.07242e-10, 1.71504e-09, 1.53845e-10, 1.8256e-10, 5.10045e-10, 3.71709e-09, 1.09578e-10, 2.32532e-09, 1.08475e-10, 1.14756e-10, 9.26461e-10, 1.06703e-10, 1.83383e-06, 1.06699e-10, 1.06699e-10, 1.79907e-10
0.509407, 0, 2.48886e-06, 3.58168e-10, 1.41421, -2.48886e-06, 3.58168e-10, 3.5959e-10, 4.56544e-09, 4.81499e-10, 5.56616e-10, 1.37405e-09, 9.80262e-09, 3.65699e-10, 6.16188e-09, 3.62814e-10, 3.79247e-10, 1.64211e-09, 3.58179e-10, 2.46655e-06, 3.58168e-10, 3.58168e-10, 5.49674e-10
0.517308, 0, 3.35037e-06, 9.34842e-10, 1.41421, -3.35037e-06, 9.34842e-10, 9.38232e-10, 1.09666e-08, 1.22891e-09, 1.40802e-09, 3.30678e-09, 2.34539e-08, 9.52799e-10, 1.47731e-08, 9.45919e-10, 9.85102e-10, 2.93493e-09, 9.34867e-10, 3.2983e-06, 9.34842e-10, 9.34842e-10, 1.39146e-09
0.525208, 0, 4.5023e-06, 2.22429e-09, 1.41421, -4.5023e-06, 2.22429e-09, 2.23199e-09, 2.49987e-08, 2.89189e-09, 3.29851e-09, 7.52699e-09, 5.33482e-08, 2.26506e-09, 3.36405e-08, 2.24944e-09, 2.33839e-09, 5.32205e-09, 2.22435e-09, 4.38562e-06, 2.22429e-09, 2.22429e-09, 3.26093e-09
0.533109, 0, 6.05459e-06, 5.04104e-09, 1.41421, -6.05459e-06, 5.04104e-09, 5.05794e-09, 5.50493e-08, 6.50696e-09, 7.39982e-09, 1.65402e-08, 1.17299e-07, 5.13055e-09, 7.40249e-08, 5.09626e-09, 5.29158e-09, 9.80991e-09, 5.04116e-09, 5.80055e-06, 5.04104e-09, 5.04104e-09, 7.31731e-09
0.54101, 0, 8.17683e-06, 1.10526e-08, 1.41421, -8.17683e-06, 1.10526e-08, 1.10887e-08, 1.17935e-07, 1.41856e-08, 1.60939e-08, 3.72759e-08, 2.50981e-07, 1.12439e-08, 1.58491e-07, 1.11706e-08, 1.1588e-08, 1.83477e-08, 1.10528e-08, 7.63514e-06, 1.10526e-08, 1.10526e-08, 1.59176e-08
0.548911, 0, 1.11423e-05, 2.35911e-08, 1.41421, -1.11423e-05, 2.35911e-08, 2.36665e-08, 2.46561e-07, 3.01272e-08, 3.41082e-08, 8.60374e-08, 5.24112e-07, 2.39903e-08, 3.31167e-07, 2.38373e-08, 2.47082e-08, 3.46781e-08, 2.35917e-08, 1.00087e-05, 2.35911e-08, 2.35911e-08, 3.37402e-08
0.556812, 0, 1.54093e-05, 4.91529e-08, 1.41421, -1.54093e-05, 4.91529e-08, 4.93065e-08, 5.03742e-07, 6.24786e-08, 7.05949e-08, 2.0158e-07, 1.06961e-06, 4.99666e-08, 6.76235e-07, 4.96549e-08, 5.14304e-08, 6.58901e-08, 4.91541e-08, 1.30788e-05, 4.91529e-08, 4.91529e-08, 6.98448e-08
0.564713, 0, 2.17338e-05, 1.00093e-07, 1.41421, -2.17338e-05, 1.00093e-07, 1.00399e-07, 1.00646e-06, 1.26661e-07, 1.42844e-07, 4.40579e-07, 2.13469e-06, 1.01715e-07, 1.35038e-06, 1.01093e-07, 1.04634e-07, 1.25203e-07, 1.00095e-07, 1.70589e-05, 1.00093e-07, 1.00093e-07, 1.41348e-07
0.572614, 0, 3.14159e-05, 1.99335e-07, 1.41421, -3.14159e-05, 1.99335e-07, 1.99933e-07, 1.96725e-06, 2.51159e-07, 2.82724e-07, 9.24854e-07, 4.16794e-06, 2.025e-07, 2.63809e-06, 2.01287e-07, 2.08192e-07, 2.36737e-07, 1.99339e-07, 2.22475e-05, 1.99335e-07, 1.99335e-07, 2.79807e-07
0.580515, 0, 4.66749e-05, 3.88375e-07, 1.41421, -4.66749e-05, 3.88375e-07, 3.89516e-07, 3.76283e-06, 4.87293e-07, 5.47541e-07, 1.89075e-06, 7.96333e-06, 3.94416e-07, 5.04326e-06, 3.92101e-07, 4.05282e-07, 4.43706e-07, 3.88384e-07, 2.90734e-05, 3.88375e-07, 3.88375e-07, 5.41973e-07
0.588416, 0, 7.12473e-05, 7.40475e-07, 1.41421, -7.12473e-05, 7.40475e-07, 7.42605e-07, 7.04439e-06, 9.25265e-07, 1.03782e-06, 3.76318e-06, 1.48914e-05, 7.51759e-07, 9.43639e-06, 7.47436e-07, 7.72058e-07, 8.21775e-07, 7.40491e-07, 3.81715e-05, 7.40475e-07, 7.40475e-07, 1.02741e-06
0.596317, 0, 0.000111414, 1.38179e-06, 1.41421, -0.000111414, 1.38179e-06, 1.38569e-06, 1.29098e-05, 1.71972e-06, 1.92555e-06, 7.36849e-06, 2.72598e-05, 1.40243e-06, 1.72841e-05, 1.39452e-06, 1.43955e-06, 1.50046e-06, 1.38182e-06, 5.04987e-05, 1.38179e-06, 1.38179e-06, 1.90652e-06
0.604218, 0, 0.000177499, 2.52425e-06, 1.41421, -0.000177499, 2.52425e-06, 2.53122e-06, 2.31642e-05, 3.12928e-06, 3.49779e-06, 1.41949e-05, 4.88566e-05, 2.56119e-06, 3.0996e-05, 2.54704e-06, 2.62765e-06, 2.69632e-06, 2.5243e-06, 6.75237e-05, 2.52425e-06, 2.52425e-06, 3.46373e-06
0.612119, 0, 0.000286154, 4.51461e-06, 1.41421, -0.000286154, 4.51461e-06, 4.52684e-06, 4.06997e-05, 5.57532e-06, 6.22138e-06, 2.69037e-05, 8.57426e-05, 4.57938e-06, 5.44301e-05, 4.55456e-06, 4.6959e-06, 4.76257e-06, 4.5147e-06, 9.14753e-05, 4.51461e-06, 4.51461e-06, 6.16167e-06
0.62002, 0, 0.00046376, 7.90658e-06, 1.41421, -0.00046376, 7.90658e-06, 7.92757e-06, 7.0035e-05, 9.72778e-06, 1.0837e-05, 5.01643e-05, 0.000147372, 8.01779e-06, 9.36095e-05, 7.97518e-06, 8.21784e-06, 8.26174e-06, 7.90673e-06, 0.000125759, 7.90658e-06, 7.90658e-06, 1.07345e-05
0.627921, 0, 0.000751244, 1.35614e-05, 1.41421, -0.000751244, 1.35614e-05, 1.35967e-05, 0.000118048, 1.66243e-05, 1.84898e-05, 9.2011e-05, 0.000248111, 1.37484e-05, 0.000157695, 1.36768e-05, 1.40849e-05, 1.40672e-05, 1.35617e-05, 0.000175511, 1.35614e-05, 1.35614e-05, 1.83174e-05
0.635822, 0, 0.00121079, 2.27846e-05, 1.41421, -0.00121079, 2.27846e-05, 2.28428e-05, 0.000194936, 2.7831e-05, 3.09046e-05, 0.000165994, 0.000409228, 2.30928e-05, 0.000260258, 2.29747e-05, 2.36471e-05, 2.35011e-05, 2.2785e-05, 0.00024837, 2.27846e-05, 2.27846e-05, 3.06206e-05
0.643722, 0, 0.00193485, 3.7503e-05, 1.41421, -0.00193485, 3.7503e-05, 3.75969e-05, 0.00031542, 4.56497e-05, 5.06117e-05, 0.000294491, 0.000661367, 3.80004e-05, 0.000420874, 3.78098e-05, 3.88954e-05, 3.85129e-05, 3.75036e-05, 0.000355501, 3.7503e-05, 3.7503e-05, 5.01531e-05
0.651623, 0, 0.00305802, 6.04853e-05, 1.41421, -0.00305802, 6.04853e-05, 6.06339e-05, 0.000500175, 7.33741e-05, 8.12245e-05, 0.000513682, 0.00104749, 6.12723e-05, 0.000667014, 6.09708e-05, 6.26883e-05, 6.19022e-05, 6.04864e-05, 0.000512916, 6.04853e-05, 6.04853e-05, 8.04991e-05
0.659524, 0, 0.00477214, 9.56039e-05, 1.41421, -0.00477214, 9.56039e-05, 9.58343e-05, 0.000777456, 0.000115591, 0.000127765, 0.000880793, 0.00162621, 9.68244e-05, 0.00103618, 9.63568e-05, 9.90204e-05, 9.75833e-05, 9.56056e-05, 0.000743119, 9.56039e-05, 9.56039e-05, 0.000126641
0.667425, 0, 0.00734455, 0.000148121, 1.41421, -0.00734455, 0.000148121, 0.000148472, 0.00118475, 0.000178509, 0.000197017, 0.00148425, 0.00247513, 0.000149977, 0.0015781, 0.000149266, 0.000153316, 0.000150876, 0.000148124, 0.00107703, 0.000148121, 0.000148121, 0.000195307
0.675326, 0, 0.0111402, 0.000224991, 1.41421, -0.0111402, 0.000224991, 0.000225513, 0.00177038, 0.000270292, 0.000297884, 0.00245758, 0.00369405, 0.000227757, 0.00235678, 0.000226697, 0.000232735, 0.000228809, 0.000224995, 0.00155631, 0.000224991, 0.000224991, 0.000295336
0.683227, 0, 0.0166464, 0.000335122, 1.41421, -0.0166464, 0.000335122, 0.000335886, 0.00259469, 0.000401358, 0.000441701, 0.00399739, 0.00540732, 0.000339167, 0.00345207, 0.000337617, 0.000346447, 0.000340396, 0.000335128, 0.00223581, 0.000335122, 0.000335122, 0.000437977
0.691128, 0, 0.0244992, 0.000489585, 1.41421, -0.0244992, 0.000489585, 0.00049068, 0.00373059, 0.000584591, 0.000642456, 0.00638596, 0.00776488, 0.000495387, 0.00496038, 0.000493164, 0.000505832, 0.000496842, 0.000489593, 0.00318638, 0.000489585, 0.000489585, 0.000637118
0.699029, 0, 0.0355111, 0.000701678, 1.41421, -0.0355111, 0.000701678, 0.000703219, 0.00526315, 0.000835391, 0.000916833, 0.0100178, 0.0109411, 0.000709843, 0.00699399, 0.000706714, 0.000724549, 0.000711625, 0.000701689, 0.00449776, 0.000701678, 0.000701678, 0.000909327
0.70693, 0, 0.0506954, 0.000986819, 1.41421, -0.0506954, 0.000986819, 0.000988948, 0.00728784, 0.00117152, 0.00128402, 0.0154289, 0.015131, 0.000998098, 0.00967875, 0.000993775, 0.00101842, 0.0010004, 0.000986835, 0.00628183, 0.000986819, 0.000986819, 0.00127367
