   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_231.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0783106, 0, 4.26395e-20, 0, 1.41421, -4.26395e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.27932e-24, 0, 0, 3.75142e-25, 0, 0, 4.26338e-20, 0, 0, 0
0.0861957, 0, 9.84749e-20, 0, 1.41421, -9.84749e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21925e-23, 0, 0, 8.78794e-25, 0, 0, 9.84618e-20, 0, 0, 0
0.0940808, 0, 2.24107e-19, 0, 1.41421, -2.24107e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.77473e-23, 0, 0, 2.02887e-24, 0, 0, 2.24077e-19, 0, 0, 0
0.101966, 0, 5.02875e-19, 0, 1.41421, -5.02875e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.22624e-23, 0, 0, 4.61917e-24, 0, 0, 5.02808e-19, 0, 0, 0
0.109851, 0, 1.11319e-18, 0, 1.41421, -1.11319e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37827e-22, 0, 0, 1.03764e-23, 0, 0, 1.11304e-18, 0, 0, 0
0.117736, 0, 2.43208e-18, 0, 1.41421, -2.43208e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.01123e-22, 0, 0, 2.30096e-23, 0, 0, 2.43176e-18, 0, 0, 0
0.125621, 0, 5.24654e-18, 0, 1.41421, -5.24654e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.49589e-22, 0, 0, 5.03895e-23, 0, 0, 5.24584e-18, 0, 0, 0
0.133506, 0, 1.11793e-17, 0, 1.41421, -1.11793e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38414e-21, 0, 0, 1.0902e-22, 0, 0, 1.11778e-17, 0, 0, 0
0.141392, 0, 2.35368e-17, 0, 1.41421, -2.35368e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91416e-21, 0, 0, 2.33109e-22, 0, 0, 2.35337e-17, 0, 0, 0
0.149277, 0, 4.89787e-17, 0, 1.41421, -4.89787e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.06419e-21, 0, 0, 4.92769e-22, 0, 0, 4.89722e-17, 0, 0, 0
0.157162, 0, 1.00767e-16, 0, 1.41421, -1.00767e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24762e-20, 0, 0, 1.03012e-21, 0, 0, 1.00753e-16, 0, 0, 0
0.165047, 0, 2.05015e-16, 0, 1.41421, -2.05015e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53835e-20, 0, 0, 2.13014e-21, 0, 0, 2.04988e-16, 0, 0, 0
0.172932, 0, 4.12592e-16, 0, 1.41421, -4.12592e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.1084e-20, 0, 0, 4.35836e-21, 0, 0, 4.12536e-16, 0, 0, 0
0.180817, 0, 8.21512e-16, 0, 1.41421, -8.21512e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01713e-19, 0, 0, 8.82534e-21, 0, 0, 8.21402e-16, 0, 0, 0
0.188702, 0, 1.61865e-15, 0, 1.41421, -1.61865e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00409e-19, 0, 0, 1.769e-20, 0, 0, 1.61843e-15, 0, 0, 0
0.196587, 0, 3.15661e-15, 0, 1.41421, -3.15661e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.90825e-19, 0, 0, 3.51078e-20, 0, 0, 3.15618e-15, 0, 0, 0
0.204472, 0, 6.09383e-15, 0, 1.41421, -6.09383e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.54487e-19, 0, 0, 6.89989e-20, 0, 0, 6.09301e-15, 0, 0, 0
0.212358, 0, 1.16474e-14, 0, 1.41421, -1.16474e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44208e-18, 0, 0, 1.34312e-19, 0, 0, 1.16458e-14, 0, 0, 0
0.220243, 0, 2.20446e-14, 0, 1.41421, -2.20446e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.72936e-18, 0, 0, 2.59e-19, 0, 0, 2.20416e-14, 0, 0, 0
0.228128, 0, 4.13205e-14, 0, 1.41421, -4.13205e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.11591e-18, 0, 0, 4.94859e-19, 0, 0, 4.13149e-14, 0, 0, 0
0.236013, 0, 7.67135e-14, 0, 1.41421, -7.67135e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.4979e-18, 0, 0, 9.36971e-19, 0, 0, 7.6703e-14, 0, 0, 0
0.243898, 0, 1.41081e-13, 0, 1.41421, -1.41081e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74672e-17, 0, 0, 1.75834e-18, 0, 0, 1.41062e-13, 0, 0, 0
0.251783, 0, 2.5704e-13, 0, 1.41421, -2.5704e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1824e-17, 0, 0, 3.27097e-18, 0, 0, 2.57004e-13, 0, 0, 0
0.259668, 0, 4.63989e-13, 0, 1.41421, -4.63989e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.74465e-17, 0, 0, 6.03285e-18, 0, 0, 4.63925e-13, 0, 0, 0
0.267553, 0, 8.299e-13, 0, 1.41421, -8.299e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02751e-16, 0, 0, 1.10334e-17, 0, 0, 8.29786e-13, 0, 0, 0
0.275439, 0, 1.47093e-12, 0, 1.41421, -1.47093e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82119e-16, 0, 0, 2.00134e-17, 0, 0, 1.47072e-12, 0, 0, 0
0.283324, 0, 2.58364e-12, 0, 1.41421, -2.58364e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.19893e-16, 0, 0, 3.60112e-17, 0, 0, 2.58328e-12, 0, 0, 0
0.291209, 0, 4.49759e-12, 0, 1.41421, -4.49759e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.56885e-16, 0, 0, 6.42924e-17, 0, 0, 4.49697e-12, 0, 0, 0
0.299094, 0, 7.76e-12, 0, 1.41421, -7.76e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.60872e-16, 0, 0, 1.13917e-16, 0, 0, 7.75892e-12, 0, 0, 0
0.306979, 0, 1.32709e-11, 0, 1.41421, -1.32709e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64336e-15, 0, 0, 2.00376e-16, 0, 0, 1.32691e-11, 0, 0, 0
0.314864, 0, 2.24971e-11, 0, 1.41421, -2.24971e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.78608e-15, 0, 0, 3.50006e-16, 0, 0, 2.24939e-11, 0, 0, 0
0.322749, 0, 3.78055e-11, 0, 1.41421, -3.78055e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.68246e-15, 0, 0, 6.07325e-16, 0, 0, 3.78002e-11, 0, 0, 0
0.330634, 0, 6.29817e-11, 1.9478e-43, 1.41421, -6.29817e-11, 0, 1.9478e-43, 1.9478e-43, 1.9478e-43, 1.9478e-43, 1.9478e-43, 1.9478e-43, 1.9478e-43, 1.9478e-43, 1.9478e-43, 1.9478e-43, 7.80191e-15, 1.9478e-43, 1.9478e-43, 1.04726e-15, 1.9478e-43, 1.9478e-43, 6.29729e-11, 1.9478e-43, 1.9478e-43, 1.9478e-43
0.33852, 0, 1.04022e-10, 3.48783e-42, 1.41421, -1.04022e-10, 0, 3.48783e-42, 3.48783e-42, 3.48783e-42, 3.48783e-42, 3.48783e-42, 3.48783e-42, 3.48783e-42, 3.48783e-42, 3.48783e-42, 3.48783e-42, 1.28884e-14, 3.48783e-42, 3.48783e-42, 1.79542e-15, 3.48783e-42, 3.48783e-42, 1.04007e-10, 3.48783e-42, 3.48783e-42, 3.48783e-42
0.346405, 0, 1.70374e-10, 2.7065e-40, 1.41421, -1.70374e-10, 0, 2.7065e-40, 2.7065e-40, 2.7065e-40, 2.7065e-40, 2.7065e-40, 2.7065e-40, 2.7065e-40, 2.7065e-40, 2.7065e-40, 2.7065e-40, 2.11156e-14, 2.7065e-40, 2.7065e-40, 3.06759e-15, 2.7065e-40, 2.7065e-40, 1.7035e-10, 2.7065e-40, 2.7065e-40, 2.7065e-40
0.35429, 0, 2.76607e-10, 3.18703e-39, 1.41421, -2.76607e-10, 0, 3.18703e-39, 3.18703e-39, 3.18703e-39, 3.18703e-39, 3.18703e-39, 3.18703e-39, 3.18703e-39, 3.18703e-39, 3.18703e-39, 3.18703e-39, 3.42934e-14, 3.18703e-39, 3.18703e-39, 5.20602e-15, 3.18703e-39, 3.18703e-39, 2.76568e-10, 3.18703e-39, 3.18703e-39, 3.18703e-39
0.362175, 0, 4.45287e-10, 3.38607e-38, 1.41421, -4.45287e-10, 0, 3.38607e-38, 3.38607e-38, 3.38607e-38, 3.38607e-38, 3.38607e-38, 3.38607e-38, 3.38607e-38, 3.38607e-38, 3.38607e-38, 3.38607e-38, 5.52299e-14, 3.38607e-38, 3.38607e-38, 8.79757e-15, 3.38607e-38, 3.38607e-38, 4.45223e-10, 3.38607e-38, 3.38607e-38, 3.38607e-38
0.37006, 0, 7.10812e-10, 3.26213e-37, 1.41421, -7.10812e-10, 0, 3.26213e-37, 3.26213e-37, 3.26213e-37, 3.26213e-37, 3.26213e-37, 3.26213e-37, 3.26213e-37, 3.26213e-37, 3.26213e-37, 3.26213e-37, 8.82115e-14, 3.26213e-37, 3.26213e-37, 1.48122e-14, 3.26213e-37, 3.26213e-37, 7.10709e-10, 3.26213e-37, 3.26213e-37, 3.26213e-37
0.377945, 0, 1.1252e-09, 2.86831e-36, 1.41421, -1.1252e-09, 0, 2.86831e-36, 2.86831e-36, 2.86831e-36, 2.86831e-36, 2.86831e-36, 2.86831e-36, 2.86831e-36, 2.86831e-36, 2.86831e-36, 2.86831e-36, 1.39731e-13, 2.86831e-36, 2.86831e-36, 2.48616e-14, 2.86831e-36, 2.86831e-36, 1.12503e-09, 2.86831e-36, 2.86831e-36, 2.86831e-36
0.38583, 0, 1.76638e-09, 2.31179e-35, 1.41421, -1.76638e-09, 0, 2.31179e-35, 2.31179e-35, 2.31179e-35, 2.31179e-35, 2.31179e-35, 2.31179e-35, 2.31179e-35, 2.31179e-35, 2.31179e-35, 2.31179e-35, 2.1954e-13, 2.31179e-35, 2.31179e-35, 4.1624e-14, 2.31179e-35, 2.31179e-35, 1.76612e-09, 2.31179e-35, 2.31179e-35, 2.31179e-35
0.393715, 0, 2.75006e-09, 1.71584e-34, 1.41421, -2.75006e-09, 0, 1.71584e-34, 1.71584e-34, 1.71584e-34, 1.71584e-34, 1.71584e-34, 1.71584e-34, 1.71584e-34, 1.71584e-34, 1.71584e-34, 1.71584e-34, 3.42154e-13, 1.71584e-34, 1.71584e-34, 6.95505e-14, 1.71584e-34, 1.71584e-34, 2.74965e-09, 1.71584e-34, 1.71584e-34, 1.71584e-34
0.4016, 0, 4.24647e-09, 1.19084e-33, 1.41421, -4.24647e-09, 0, 1.19084e-33, 1.19084e-33, 1.19084e-33, 1.19084e-33, 1.19084e-33, 1.19084e-33, 1.19084e-33, 1.19084e-33, 1.19084e-33, 1.19084e-33, 5.29001e-13, 1.19084e-33, 1.19084e-33, 1.1604e-13, 1.19084e-33, 1.19084e-33, 4.24583e-09, 1.19084e-33, 1.19084e-33, 1.19084e-33
0.409486, 0, 6.50376e-09, 7.22754e-33, 1.41421, -6.50376e-09, 0, 7.22754e-33, 7.22754e-33, 7.22754e-33, 7.22754e-33, 7.22754e-33, 7.22754e-33, 7.22754e-33, 7.22754e-33, 7.22754e-33, 7.22754e-33, 8.11447e-13, 7.22754e-33, 7.22754e-33, 1.93393e-13, 7.22754e-33, 7.22754e-33, 6.50276e-09, 7.22754e-33, 7.22754e-33, 7.22754e-33
0.417371, 0, 9.88049e-09, 4.41136e-32, 1.41421, -9.88049e-09, 0, 4.41136e-32, 4.41136e-32, 4.41136e-32, 4.41136e-32, 4.41136e-32, 4.41136e-32, 4.41136e-32, 4.41136e-32, 4.41136e-32, 4.41136e-32, 1.23503e-12, 4.41136e-32, 4.41136e-32, 3.22049e-13, 4.41136e-32, 4.41136e-32, 9.87894e-09, 4.41136e-32, 4.41136e-32, 4.41136e-32
0.425256, 0, 1.489e-08, 2.41736e-31, 1.41421, -1.489e-08, 0, 2.41736e-31, 2.41736e-31, 2.41736e-31, 2.41736e-31, 2.41736e-31, 2.41736e-31, 2.41736e-31, 2.41736e-31, 2.41736e-31, 2.41736e-31, 1.86535e-12, 2.41736e-31, 2.41736e-31, 5.35947e-13, 2.41736e-31, 2.41736e-31, 1.48876e-08, 2.41736e-31, 2.41736e-31, 2.41736e-31
0.433141, 0, 2.2261e-08, 1.28971e-30, 1.41421, -2.2261e-08, 0, 1.28971e-30, 1.28971e-30, 1.28971e-30, 1.28971e-30, 1.28971e-30, 1.28971e-30, 1.28971e-30, 1.28971e-30, 1.28971e-30, 1.28971e-30, 2.79615e-12, 1.28971e-30, 1.28971e-30, 8.91346e-13, 1.28971e-30, 1.28971e-30, 2.22573e-08, 1.28971e-30, 1.28971e-30, 1.28971e-30
0.441026, 0, 3.30182e-08, 6.55252e-30, 1.41421, -3.30182e-08, 0, 6.55252e-30, 6.55252e-30, 6.55252e-30, 6.55252e-30, 6.55252e-30, 6.55252e-30, 6.55252e-30, 6.55252e-30, 6.55252e-30, 6.55252e-30, 4.16038e-12, 6.55252e-30, 6.55252e-30, 1.48129e-12, 6.55252e-30, 6.55252e-30, 3.30126e-08, 6.55252e-30, 6.55252e-30, 6.55252e-30
0.448911, 0, 4.85907e-08, 3.14752e-29, 1.41421, -4.85907e-08, 0, 3.14752e-29, 3.14752e-29, 3.14752e-29, 3.14752e-29, 3.14752e-29, 3.14752e-29, 3.14752e-29, 3.14752e-29, 3.14752e-29, 3.14752e-29, 6.14522e-12, 3.14752e-29, 3.14752e-29, 2.45915e-12, 3.14752e-29, 3.14752e-29, 4.85821e-08, 3.14752e-29, 3.14752e-29, 3.14752e-29
0.456796, 0, 7.09541e-08, 1.45401e-28, 1.41421, -7.09541e-08, 0, 1.45401e-28, 1.45401e-28, 1.45401e-28, 1.45401e-28, 1.45401e-28, 1.45401e-28, 1.45401e-28, 1.45401e-28, 1.45401e-28, 1.45401e-28, 9.01234e-12, 1.45401e-28, 1.45401e-28, 4.0768e-12, 1.45401e-28, 1.45401e-28, 7.0941e-08, 1.45401e-28, 1.45401e-28, 1.45401e-28
0.464681, 0, 1.02816e-07, 6.43656e-28, 1.41421, -1.02816e-07, 0, 6.43656e-28, 6.43656e-28, 6.43656e-28, 6.43656e-28, 6.43656e-28, 6.43656e-28, 6.43656e-28, 6.43656e-28, 6.43656e-28, 6.43656e-28, 1.3125e-11, 6.43656e-28, 6.43656e-28, 6.74587e-12, 6.43656e-28, 6.43656e-28, 1.02796e-07, 6.43656e-28, 6.43656e-28, 6.43656e-28
0.472567, 0, 1.47854e-07, 2.7189e-27, 1.41421, -1.47854e-07, 0, 2.7189e-27, 2.7189e-27, 2.7189e-27, 2.7189e-27, 2.7189e-27, 2.7189e-27, 2.7189e-27, 2.7189e-27, 2.7189e-27, 2.7189e-27, 1.8984e-11, 2.7189e-27, 2.7189e-27, 1.11354e-11, 2.7189e-27, 2.7189e-27, 1.47824e-07, 2.7189e-27, 2.7189e-27, 2.7189e-27
0.480452, 0, 2.11025e-07, 1.09613e-26, 1.41421, -2.11025e-07, 0, 1.09613e-26, 1.09613e-26, 1.09613e-26, 1.09613e-26, 1.09613e-26, 1.09613e-26, 1.09613e-26, 1.09613e-26, 1.09613e-26, 1.09613e-26, 2.72755e-11, 1.09613e-26, 1.09613e-26, 1.8326e-11, 1.09613e-26, 1.09613e-26, 2.1098e-07, 1.09613e-26, 1.09613e-26, 1.09613e-26
0.488337, 0, 2.98954e-07, 4.22195e-26, 1.41421, -2.98954e-07, 0, 4.22195e-26, 4.22195e-26, 4.22195e-26, 4.22195e-26, 4.22195e-26, 4.22195e-26, 2.54597e-12, 4.22195e-26, 4.22195e-26, 4.22195e-26, 3.89334e-11, 4.22195e-26, 4.22195e-26, 3.00517e-11, 4.22195e-26, 4.22195e-26, 2.98882e-07, 4.22195e-26, 4.22195e-26, 4.22195e-26
0.496222, 0, 4.20417e-07, 1.55633e-25, 1.41421, -4.20417e-07, 0, 1.55633e-25, 1.55633e-25, 1.55633e-25, 1.55633e-25, 1.55633e-25, 1.55633e-25, 8.92865e-12, 1.55633e-25, 1.55633e-25, 1.55633e-25, 5.52209e-11, 1.55633e-25, 1.55633e-25, 4.90746e-11, 1.55633e-25, 1.55633e-25, 4.20304e-07, 1.55633e-25, 1.55633e-25, 1.55633e-25
0.504107, 0, 5.86951e-07, 5.5306e-25, 1.41421, -5.86951e-07, 0, 5.5306e-25, 5.5306e-25, 5.5306e-25, 5.5306e-25, 5.5306e-25, 5.5306e-25, 2.43937e-11, 5.5306e-25, 5.5306e-25, 5.5306e-25, 7.7836e-11, 5.5306e-25, 5.5306e-25, 7.97609e-11, 5.5306e-25, 5.5306e-25, 5.86769e-07, 5.5306e-25, 5.5306e-25, 5.5306e-25
0.511992, 0, 8.15913e-07, 1.10684e-10, 1.41421, -8.15913e-07, 1.10684e-10, 1.10684e-10, 1.10723e-10, 6.52173e-10, 1.22349e-10, 1.11896e-10, 1.27086e-10, 2.91197e-10, 2.86422e-10, 1.16856e-10, 1.19861e-09, 2.19733e-10, 1.11876e-10, 1.12677e-10, 2.39641e-10, 1.10757e-10, 1.10685e-10, 8.13515e-07, 1.10684e-10, 1.10684e-10, 2.45787e-10
0.519877, 0, 1.12789e-06, 3.85479e-10, 1.41421, -1.12789e-06, 3.85479e-10, 3.8548e-10, 3.85615e-10, 2.27394e-09, 4.26162e-10, 3.89707e-10, 4.42681e-10, 9.47163e-10, 9.98371e-10, 4.07004e-10, 4.17966e-09, 5.37353e-10, 3.89636e-10, 3.92429e-10, 5.92816e-10, 3.87077e-10, 3.85484e-10, 1.12007e-06, 3.85479e-10, 3.85479e-10, 8.56656e-10
0.527762, 0, 1.55279e-06, 1.04587e-09, 1.41421, -1.55279e-06, 1.04587e-09, 1.04588e-09, 1.04624e-09, 6.17973e-09, 1.15647e-09, 1.05737e-09, 1.20138e-09, 2.51106e-09, 2.71205e-09, 1.10439e-09, 1.13605e-08, 1.25616e-09, 1.05717e-09, 1.06477e-09, 1.3772e-09, 1.05146e-09, 1.04589e-09, 1.53202e-06, 1.04587e-09, 1.04587e-09, 2.32679e-09
0.535648, 0, 2.13306e-06, 2.59085e-09, 1.41421, -2.13306e-06, 2.59085e-09, 2.59086e-09, 2.59177e-09, 1.53265e-08, 2.86522e-09, 2.61936e-09, 2.97662e-09, 6.14098e-09, 6.72414e-09, 2.73602e-09, 2.81784e-08, 2.88035e-09, 2.61889e-09, 2.63772e-09, 3.11689e-09, 2.6065e-09, 2.59089e-09, 2.08214e-06, 2.59085e-09, 2.59085e-09, 5.76843e-09
0.543533, 0, 2.93242e-06, 6.1112e-09, 1.41421, -2.93242e-06, 6.1112e-09, 6.11122e-09, 6.11337e-09, 3.61827e-08, 6.75904e-09, 6.17853e-09, 7.02209e-09, 1.43475e-08, 1.58708e-08, 6.45397e-09, 6.6529e-08, 6.50751e-09, 6.1774e-09, 6.22188e-09, 6.94076e-09, 6.15092e-09, 6.11128e-09, 2.81302e-06, 6.1112e-09, 6.1112e-09, 1.36141e-08
0.551418, 0, 4.05175e-06, 1.39284e-08, 1.41421, -4.05175e-06, 1.39284e-08, 1.39284e-08, 1.39333e-08, 8.25188e-08, 1.5406e-08, 1.40819e-08, 1.6006e-08, 3.26925e-08, 3.61891e-08, 1.47102e-08, 1.51736e-07, 1.44679e-08, 1.40794e-08, 1.41808e-08, 1.52274e-08, 1.40237e-08, 1.39285e-08, 3.78038e-06, 1.39284e-08, 1.39284e-08, 3.10419e-08
0.559303, 0, 5.66047e-06, 3.08466e-08, 1.41421, -5.66047e-06, 3.08466e-08, 3.08467e-08, 3.08576e-08, 1.82846e-07, 3.41212e-08, 3.1187e-08, 3.54508e-08, 7.46752e-08, 8.01775e-08, 3.25792e-08, 3.36234e-07, 3.15771e-08, 3.11813e-08, 3.14061e-08, 3.28664e-08, 3.10665e-08, 3.08471e-08, 5.05817e-06, 3.08466e-08, 3.08466e-08, 6.8771e-08
0.567188, 0, 8.07087e-06, 6.65427e-08, 1.41421, -8.07087e-06, 6.65427e-08, 6.65429e-08, 6.65664e-08, 3.94611e-07, 7.36104e-08, 6.72772e-08, 7.64801e-08, 1.86792e-07, 1.73016e-07, 7.02822e-08, 7.25676e-07, 6.75263e-08, 6.7265e-08, 6.77502e-08, 6.96598e-08, 6.7034e-08, 6.65436e-08, 6.74706e-06, 6.65427e-08, 6.65427e-08, 1.48397e-07
0.575073, 0, 1.18074e-05, 1.3997e-07, 1.41421, -1.18074e-05, 1.3997e-07, 1.39971e-07, 1.4002e-07, 8.30388e-07, 1.54844e-07, 1.41516e-07, 1.60883e-07, 4.2848e-07, 3.64043e-07, 1.4784e-07, 1.52712e-06, 1.41287e-07, 1.4149e-07, 1.42511e-07, 1.44745e-07, 1.41038e-07, 1.39972e-07, 8.98851e-06, 1.3997e-07, 1.3997e-07, 3.12232e-07
0.582958, 0, 1.78322e-05, 2.87247e-07, 1.41421, -1.78322e-05, 2.87247e-07, 2.87248e-07, 2.87349e-07, 1.70482e-06, 3.17786e-07, 2.90421e-07, 3.30186e-07, 9.38987e-07, 7.47313e-07, 3.03405e-07, 3.13534e-06, 2.89002e-07, 2.90368e-07, 2.92464e-07, 2.94511e-07, 2.8951e-07, 2.87251e-07, 1.19885e-05, 2.87247e-07, 2.87247e-07, 6.40935e-07
0.590843, 0, 2.78748e-05, 5.753e-07, 1.41421, -2.78748e-05, 5.753e-07, 5.75302e-07, 5.75505e-07, 3.41586e-06, 6.36495e-07, 5.8166e-07, 6.61343e-07, 1.99374e-06, 1.49719e-06, 6.07679e-07, 6.28237e-06, 5.77626e-07, 5.81554e-07, 5.85755e-07, 5.86265e-07, 5.79979e-07, 5.75308e-07, 1.60572e-05, 5.753e-07, 5.753e-07, 1.28403e-06
0.598728, 0, 4.50248e-05, 1.12477e-06, 1.41421, -4.50248e-05, 1.12477e-06, 1.12477e-06, 1.12517e-06, 6.68127e-06, 1.24447e-06, 1.13721e-06, 1.29308e-06, 4.1378e-06, 2.92811e-06, 1.1881e-06, 1.22886e-05, 1.12783e-06, 1.137e-06, 1.14522e-06, 1.1412e-06, 1.13421e-06, 1.12478e-06, 2.16759e-05, 1.12477e-06, 1.12477e-06, 2.51113e-06
0.606614, 0, 7.46801e-05, 2.14706e-06, 1.41421, -7.46801e-05, 2.14706e-06, 2.14706e-06, 2.14782e-06, 1.27598e-05, 2.37569e-06, 2.17082e-06, 2.46853e-06, 8.3906e-06, 5.59138e-06, 2.26803e-06, 2.34695e-05, 2.15108e-06, 2.17042e-06, 2.18612e-06, 2.1715e-06, 2.16567e-06, 2.14709e-06, 2.9604e-05, 2.14706e-06, 2.14706e-06, 4.79497e-06
0.614499, 0, 0.000126184, 4.00238e-06, 1.41421, -0.000126184, 4.00238e-06, 4.00239e-06, 4.00381e-06, 2.37977e-05, 4.42883e-06, 4.0467e-06, 4.60199e-06, 1.67148e-05, 1.04269e-05, 4.22802e-06, 4.3774e-05, 4.00763e-06, 4.04596e-06, 4.07523e-06, 4.03848e-06, 4.03823e-06, 4.00243e-06, 4.10498e-05, 4.00238e-06, 4.00238e-06, 8.94139e-06
