   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_186.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
10.9825, 6, 4.08383, 4.08382, 2.82843, 1.91617, 4.08382, 0, 4.08383, 4.08382, 4.08382, 4.08382, 4.08382, 4.08382, 4.08382, 4.08382, 4.08382, 4.08382, 4.08382, 4.08382, 4.08382, 4.08382, 4.08382, 4.08382, 4.08382, 4.08382, 4.08382
10.9904, 8, 4.06889, 4.06888, 3.16228, 3.93111, 4.06888, 0, 4.06889, 4.06888, 4.06888, 4.06888, 4.06888, 4.06888, 4.06888, 4.06888, 4.06888, 4.06888, 4.06888, 4.06888, 4.06888, 4.06888, 4.06888, 4.06888, 4.06888, 4.06888, 4.06888
10.9983, 12, 4.0647, 4.06469, 3.74166, 7.9353, 4.06469, 0, 4.0647, 4.06469, 4.06469, 4.06469, 4.06469, 4.06469, 4.06469, 4.06469, 4.06469, 4.06469, 4.06469, 4.06469, 4.06469, 4.06469, 4.0647, 4.06469, 4.06469, 4.06469, 4.06469
11.0062, 4, 4.05583, 4.05582, 2.44949, -0.0558281, 4.05582, 0, 4.05583, 4.05582, 4.05582, 4.05582, 4.05582, 4.05582, 4.05582, 4.05582, 4.05582, 4.05582, 4.05582, 4.05582, 4.05582, 4.05582, 4.05582, 4.05582, 4.05582, 4.05582, 4.05582
11.014, 2, 4.0428, 4.04279, 2, -2.0428, 4.04279, 0, 4.0428, 4.04279, 4.04279, 4.04279, 4.04279, 4.04279, 4.04279, 4.04279, 4.04279, 4.04279, 4.04279, 4.04279, 4.04279, 4.04279, 4.04279, 4.04279, 4.04279, 4.04279, 4.04279
11.0219, 6, 4.02772, 4.02771, 2.82843, 1.97228, 4.02771, 0, 4.02771, 4.02771, 4.02771, 4.02771, 4.02771, 4.02771, 4.02771, 4.02771, 4.02771, 4.02771, 4.02771, 4.02771, 4.02771, 4.02771, 4.02771, 4.02771, 4.02771, 4.02771, 4.02771
11.0298, 2, 4.01266, 4.01265, 2, -2.01266, 4.01265, 0, 4.01266, 4.01265, 4.01265, 4.01265, 4.01265, 4.01265, 4.01265, 4.01265, 4.01265, 4.01265, 4.01265, 4.01265, 4.01265, 4.01265, 4.01265, 4.01265, 4.01265, 4.01265, 4.01265
11.0377, 4, 4.00884, 4.00883, 2.44949, -0.00884151, 4.00883, 0, 4.00884, 4.00883, 4.00883, 4.00883, 4.00883, 4.00883, 4.00883, 4.00883, 4.00883, 4.00883, 4.00883, 4.00883, 4.00883, 4.00883, 4.00883, 4.00883, 4.00883, 4.00883, 4.00883
11.0456, 8, 4.00015, 4.00014, 3.16228, 3.99985, 4.00014, 0, 4.00015, 4.00014, 4.00014, 4.00014, 4.00014, 4.00014, 4.00014, 4.00014, 4.00014, 4.00014, 4.00014, 4.00014, 4.00014, 4.00014, 4.00014, 4.00014, 4.00014, 4.00014, 4.00014
11.0535, 2, 3.98713, 3.98712, 2, -1.98713, 3.98712, 0, 3.98713, 3.98712, 3.98712, 3.98712, 3.98712, 3.98712, 3.98712, 3.98712, 3.98712, 3.98712, 3.98712, 3.98712, 3.98712, 3.98712, 3.98712, 3.98712, 3.98712, 3.98712, 3.98712
11.0613, 4, 3.97196, 3.97195, 2.44949, 0.0280383, 3.97195, 0, 3.97196, 3.97195, 3.97195, 3.97195, 3.97195, 3.97195, 3.97195, 3.97195, 3.97195, 3.97195, 3.97195, 3.97195, 3.97195, 3.97195, 3.97195, 3.97195, 3.97195, 3.97195, 3.97195
11.0692, 8, 3.95683, 3.95682, 3.16228, 4.04317, 3.95682, 0, 3.95682, 3.95682, 3.95682, 3.95682, 3.95682, 3.95682, 3.95682, 3.95682, 3.95682, 3.95682, 3.95682, 3.95682, 3.95682, 3.95682, 3.95682, 3.95682, 3.95682, 3.95682, 3.95682
11.0771, 6, 3.95325, 3.95324, 2.82843, 2.04675, 3.95324, 0, 3.95325, 3.95324, 3.95324, 3.95324, 3.95324, 3.95324, 3.95324, 3.95324, 3.95324, 3.95324, 3.95324, 3.95324, 3.95324, 3.95324, 3.95324, 3.95324, 3.95324, 3.95324, 3.95324
11.085, 4, 3.94464, 3.94463, 2.44949, 0.0553622, 3.94463, 0, 3.94464, 3.94463, 3.94463, 3.94463, 3.94463, 3.94463, 3.94463, 3.94463, 3.94463, 3.94463, 3.94463, 3.94463, 3.94463, 3.94463, 3.94463, 3.94463, 3.94463, 3.94463, 3.94463
11.0929, 10, 3.93154, 3.93153, 3.4641, 6.06846, 3.93153, 0, 3.93154, 3.93153, 3.93153, 3.93153, 3.93153, 3.93153, 3.93153, 3.93153, 3.93153, 3.93153, 3.93153, 3.93153, 3.93153, 3.93153, 3.93154, 3.93153, 3.93153, 3.93153, 3.93153
11.1008, 10, 3.91623, 3.91622, 3.4641, 6.08377, 3.91622, 0, 3.91623, 3.91622, 3.91622, 3.91622, 3.91622, 3.91622, 3.91622, 3.91622, 3.91622, 3.91622, 3.91622, 3.91622, 3.91622, 3.91622, 3.91622, 3.91622, 3.91622, 3.91622, 3.91622
11.1086, 8, 3.90094, 3.90093, 3.16228, 4.09906, 3.90093, 0, 3.90094, 3.90093, 3.90093, 3.90093, 3.90093, 3.90093, 3.90093, 3.90093, 3.90093, 3.90093, 3.90093, 3.90093, 3.90093, 3.90093, 3.90094, 3.90093, 3.90093, 3.90093, 3.90093
11.1165, 2, 3.8977, 3.89769, 2, -1.8977, 3.89769, 0, 3.8977, 3.89769, 3.89769, 3.89769, 3.89769, 3.89769, 3.89769, 3.89769, 3.89769, 3.89769, 3.89769, 3.89769, 3.89769, 3.89769, 3.89769, 3.89769, 3.89769, 3.89769, 3.89769
11.1244, 10, 3.88926, 3.88925, 3.4641, 6.11074, 3.88925, 0, 3.88926, 3.88925, 3.88925, 3.88925, 3.88925, 3.88925, 3.88925, 3.88925, 3.88925, 3.88925, 3.88925, 3.88925, 3.88925, 3.88925, 3.88926, 3.88925, 3.88925, 3.88925, 3.88925
11.1323, 2, 3.87618, 3.87617, 2, -1.87618, 3.87617, 0, 3.87618, 3.87617, 3.87617, 3.87617, 3.87617, 3.87617, 3.87617, 3.87617, 3.87617, 3.87617, 3.87617, 3.87617, 3.87617, 3.87617, 3.87618, 3.87617, 3.87617, 3.87617, 3.87617
11.1402, 4, 3.86081, 3.8608, 2.44949, 0.139192, 3.8608, 0, 3.86081, 3.8608, 3.8608, 3.8608, 3.8608, 3.8608, 3.8608, 3.8608, 3.8608, 3.8608, 3.8608, 3.8608, 3.8608, 3.8608, 3.8608, 3.8608, 3.8608, 3.8608, 3.8608
11.148, 2, 3.84546, 3.84545, 2, -1.84546, 3.84545, 0, 3.84546, 3.84545, 3.84545, 3.84545, 3.84545, 3.84545, 3.84545, 3.84545, 3.84545, 3.84545, 3.84545, 3.84545, 3.84545, 3.84545, 3.84545, 3.84545, 3.84545, 3.84545, 3.84545
11.1559, 8, 3.84241, 3.8424, 3.16228, 4.15759, 3.8424, 0, 3.84241, 3.8424, 3.8424, 3.8424, 3.8424, 3.8424, 3.8424, 3.8424, 3.8424, 3.8424, 3.8424, 3.8424, 3.8424, 3.8424, 3.84241, 3.8424, 3.8424, 3.8424, 3.8424
11.1638, 2, 3.83404, 3.83403, 2, -1.83404, 3.83403, 0, 3.83404, 3.83403, 3.83403, 3.83403, 3.83403, 3.83403, 3.83403, 3.83403, 3.83403, 3.83403, 3.83403, 3.83403, 3.83403, 3.83403, 3.83403, 3.83403, 3.83403, 3.83403, 3.83403
11.1717, 2, 3.82089, 3.82088, 2, -1.82089, 3.82088, 0, 3.82089, 3.82088, 3.82088, 3.82088, 3.82088, 3.82088, 3.82088, 3.82088, 3.82088, 3.82088, 3.82088, 3.82088, 3.82088, 3.82088, 3.82088, 3.82088, 3.82088, 3.82088, 3.82088
11.1796, 6, 3.80538, 3.80537, 2.82843, 2.19462, 3.80537, 0, 3.80538, 3.80537, 3.80537, 3.80537, 3.80537, 3.80537, 3.80537, 3.80537, 3.80537, 3.80537, 3.80537, 3.80537, 3.80537, 3.80537, 3.80537, 3.80537, 3.80537, 3.80537, 3.80537
11.1875, 6, 3.7899, 3.78989, 2.82843, 2.2101, 3.78989, 0, 3.78989, 3.78989, 3.78989, 3.78989, 3.78989, 3.78989, 3.78989, 3.78989, 3.78989, 3.78989, 3.78989, 3.78989, 3.78989, 3.78989, 3.78989, 3.78989, 3.78989, 3.78989, 3.78989
11.1953, 8, 3.78715, 3.78714, 3.16228, 4.21285, 3.78714, 0, 3.78715, 3.78714, 3.78714, 3.78714, 3.78714, 3.78714, 3.78714, 3.78714, 3.78714, 3.78714, 3.78714, 3.78714, 3.78714, 3.78714, 3.78714, 3.78714, 3.78714, 3.78714, 3.78714
11.2032, 4, 3.77893, 3.77892, 2.44949, 0.221065, 3.77892, 0, 3.77893, 3.77892, 3.77892, 3.77892, 3.77892, 3.77892, 3.77892, 3.77892, 3.77892, 3.77892, 3.77892, 3.77892, 3.77892, 3.77892, 3.77893, 3.77892, 3.77892, 3.77892, 3.77892
11.2111, 12, 3.76581, 3.7658, 3.74166, 8.23419, 3.7658, 0, 3.76581, 3.7658, 3.7658, 3.7658, 3.7658, 3.7658, 3.7658, 3.7658, 3.7658, 3.7658, 3.7658, 3.7658, 3.7658, 3.7658, 3.7658, 3.7658, 3.7658, 3.7658, 3.7658
11.219, 8, 3.75026, 3.75025, 3.16228, 4.24974, 3.75025, 0, 3.75026, 3.75025, 3.75025, 3.75025, 3.75025, 3.75025, 3.75025, 3.75025, 3.75025, 3.75025, 3.75025, 3.75025, 3.75025, 3.75025, 3.75025, 3.75025, 3.75025, 3.75025, 3.75025
11.2269, 6, 3.73474, 3.73473, 2.82843, 2.26526, 3.73473, 0, 3.73473, 3.73473, 3.73473, 3.73473, 3.73473, 3.73473, 3.73473, 3.73473, 3.73473, 3.73473, 3.73473, 3.73473, 3.73473, 3.73473, 3.73473, 3.73473, 3.73473, 3.73473, 3.73473
11.2347, 8, 3.73215, 3.73214, 3.16228, 4.26785, 3.73214, 0, 3.73215, 3.73214, 3.73214, 3.73214, 3.73214, 3.73214, 3.73214, 3.73214, 3.73214, 3.73214, 3.73214, 3.73214, 3.73214, 3.73214, 3.73215, 3.73214, 3.73214, 3.73214, 3.73214
11.2426, 4, 3.72399, 3.72398, 2.44949, 0.27601, 3.72398, 0, 3.72399, 3.72398, 3.72398, 3.72398, 3.72398, 3.72398, 3.72398, 3.72398, 3.72398, 3.72398, 3.72398, 3.72398, 3.72398, 3.72398, 3.72398, 3.72398, 3.72398, 3.72398, 3.72398
11.2505, 4, 3.71081, 3.7108, 2.44949, 0.289192, 3.7108, 0, 3.71081, 3.7108, 3.7108, 3.7108, 3.7108, 3.7108, 3.7108, 3.7108, 3.7108, 3.7108, 3.7108, 3.7108, 3.7108, 3.7108, 3.7108, 3.7108, 3.7108, 3.7108, 3.7108
11.2584, 2, 3.69514, 3.69513, 2, -1.69514, 3.69513, 0, 3.69514, 3.69513, 3.69513, 3.69513, 3.69513, 3.69513, 3.69513, 3.69513, 3.69513, 3.69513, 3.69513, 3.69513, 3.69513, 3.69513, 3.69513, 3.69513, 3.69513, 3.69513, 3.69513
11.2663, 4, 3.67951, 3.6795, 2.44949, 0.320493, 3.6795, 0, 3.6795, 3.6795, 3.6795, 3.6795, 3.6795, 3.6795, 3.6795, 3.6795, 3.6795, 3.6795, 3.6795, 3.6795, 3.6795, 3.6795, 3.6795, 3.6795, 3.6795, 3.6795, 3.6795
11.2742, 10, 3.67719, 3.67718, 3.4641, 6.32281, 3.67718, 0, 3.67719, 3.67718, 3.67718, 3.67718, 3.67718, 3.67718, 3.67718, 3.67718, 3.67718, 3.67718, 3.67718, 3.67718, 3.67718, 3.67718, 3.67718, 3.67718, 3.67718, 3.67718, 3.67718
11.282, 2, 3.66918, 3.66917, 2, -1.66918, 3.66917, 0, 3.66918, 3.66917, 3.66917, 3.66917, 3.66917, 3.66917, 3.66917, 3.66917, 3.66917, 3.66917, 3.66917, 3.66917, 3.66917, 3.66917, 3.66917, 3.66917, 3.66917, 3.66917, 3.66917
11.2899, 2, 3.65603, 3.65602, 2, -1.65603, 3.65602, 0, 3.65603, 3.65602, 3.65602, 3.65602, 3.65602, 3.65602, 3.65602, 3.65602, 3.65602, 3.65602, 3.65602, 3.65602, 3.65602, 3.65602, 3.65602, 3.65602, 3.65602, 3.65602, 3.65602
11.2978, 6, 3.64034, 3.64033, 2.82843, 2.35966, 3.64033, 0, 3.64034, 3.64033, 3.64033, 3.64033, 3.64033, 3.64033, 3.64033, 3.64033, 3.64033, 3.64033, 3.64033, 3.64033, 3.64033, 3.64033, 3.64033, 3.64033, 3.64033, 3.64033, 3.64033
11.3057, 6, 3.62469, 3.62468, 2.82843, 2.37531, 3.62468, 0, 3.62469, 3.62468, 3.62468, 3.62468, 3.62468, 3.62468, 3.62468, 3.62468, 3.62468, 3.62468, 3.62468, 3.62468, 3.62468, 3.62468, 3.62468, 3.62468, 3.62468, 3.62468, 3.62468
11.3136, 4, 3.62251, 3.6225, 2.44949, 0.377485, 3.6225, 0, 3.62251, 3.6225, 3.6225, 3.6225, 3.6225, 3.6225, 3.6225, 3.6225, 3.6225, 3.6225, 3.6225, 3.6225, 3.6225, 3.6225, 3.62251, 3.6225, 3.6225, 3.6225, 3.6225
11.3214, 12, 3.61455, 3.61454, 3.74166, 8.38545, 3.61454, 0, 3.61455, 3.61454, 3.61454, 3.61454, 3.61454, 3.61454, 3.61454, 3.61454, 3.61454, 3.61454, 3.61454, 3.61454, 3.61454, 3.61454, 3.61454, 3.61454, 3.61454, 3.61454, 3.61454
11.3293, 8, 3.60137, 3.60136, 3.16228, 4.39863, 3.60136, 0, 3.60137, 3.60136, 3.60136, 3.60136, 3.60136, 3.60136, 3.60136, 3.60136, 3.60136, 3.60136, 3.60136, 3.60136, 3.60136, 3.60136, 3.60136, 3.60136, 3.60136, 3.60136, 3.60136
11.3372, 8, 3.5856, 3.58559, 3.16228, 4.4144, 3.58559, 0, 3.5856, 3.58559, 3.58559, 3.58559, 3.58559, 3.58559, 3.58559, 3.58559, 3.58559, 3.58559, 3.58559, 3.58559, 3.58559, 3.58559, 3.58559, 3.58559, 3.58559, 3.58559, 3.58559
11.3451, 0, 3.56986, 3.56985, 1.41421, -3.56986, 3.56985, 0, 3.56986, 3.56985, 3.56985, 3.56985, 3.56985, 3.56985, 3.56985, 3.56985, 3.56985, 3.56985, 3.56985, 3.56985, 3.56985, 3.56985, 3.56985, 3.56985, 3.56985, 3.56985, 3.56985
11.353, 12, 3.56792, 3.56791, 3.74166, 8.43208, 3.56791, 0, 3.56792, 3.56791, 3.56791, 3.56791, 3.56791, 3.56791, 3.56791, 3.56791, 3.56791, 3.56791, 3.56791, 3.56791, 3.56791, 3.56791, 3.56791, 3.56791, 3.56791, 3.56791, 3.56791
11.3609, 2, 3.5601, 3.56009, 2, -1.5601, 3.56009, 0, 3.5601, 3.56009, 3.56009, 3.56009, 3.56009, 3.56009, 3.56009, 3.56009, 3.56009, 3.56009, 3.56009, 3.56009, 3.56009, 3.56009, 3.56009, 3.56009, 3.56009, 3.56009, 3.56009
11.3687, 8, 3.54696, 3.54695, 3.16228, 4.45304, 3.54695, 0, 3.54696, 3.54695, 3.54695, 3.54695, 3.54695, 3.54695, 3.54695, 3.54695, 3.54695, 3.54695, 3.54695, 3.54695, 3.54695, 3.54695, 3.54695, 3.54695, 3.54695, 3.54695, 3.54695
11.3766, 2, 3.53119, 3.53118, 2, -1.53119, 3.53118, 0, 3.53119, 3.53118, 3.53118, 3.53118, 3.53118, 3.53118, 3.53118, 3.53118, 3.53118, 3.53118, 3.53118, 3.53118, 3.53118, 3.53118, 3.53118, 3.53118, 3.53118, 3.53118, 3.53118
11.3845, 6, 3.51546, 3.51544, 2.82843, 2.48454, 3.51544, 0, 3.51545, 3.51544, 3.51544, 3.51544, 3.51544, 3.51544, 3.51544, 3.51544, 3.51544, 3.51544, 3.51544, 3.51544, 3.51544, 3.51544, 3.51544, 3.51544, 3.51544, 3.51544, 3.51544
11.3924, 4, 3.51364, 3.51363, 2.44949, 0.486356, 3.51363, 0, 3.51364, 3.51363, 3.51363, 3.51363, 3.51363, 3.51363, 3.51363, 3.51363, 3.51363, 3.51363, 3.51363, 3.51363, 3.51363, 3.51363, 3.51363, 3.51363, 3.51363, 3.51363, 3.51363
11.4003, 8, 3.50588, 3.50586, 3.16228, 4.49412, 3.50586, 0, 3.50588, 3.50586, 3.50586, 3.50586, 3.50586, 3.50586, 3.50586, 3.50586, 3.50586, 3.50586, 3.50586, 3.50586, 3.50586, 3.50586, 3.50587, 3.50586, 3.50586, 3.50586, 3.50586
11.4082, 4, 3.49273, 3.49271, 2.44949, 0.507268, 3.49271, 0, 3.49273, 3.49271, 3.49271, 3.49271, 3.49271, 3.49271, 3.49271, 3.49271, 3.49271, 3.49271, 3.49271, 3.49271, 3.49271, 3.49271, 3.49271, 3.49271, 3.49271, 3.49271, 3.49271
11.416, 10, 3.47692, 3.47689, 3.4641, 6.52308, 3.47689, 0, 3.47691, 3.47689, 3.47689, 3.47689, 3.47689, 3.47689, 3.47689, 3.47689, 3.47689, 3.47689, 3.47689, 3.47689, 3.47689, 3.47689, 3.4769, 3.47689, 3.47689, 3.4769, 3.47689
11.4239, 4, 3.46114, 3.46111, 2.44949, 0.538865, 3.46111, 0, 3.46113, 3.46111, 3.46111, 3.46111, 3.46111, 3.46111, 3.46111, 3.46111, 3.46111, 3.46111, 3.46111, 3.46111, 3.46111, 3.46111, 3.46111, 3.46111, 3.46111, 3.46111, 3.46111
11.4318, 4, 3.45952, 3.4595, 2.44949, 0.540476, 3.4595, 0, 3.45952, 3.4595, 3.4595, 3.4595, 3.4595, 3.4595, 3.4595, 3.4595, 3.4595, 3.4595, 3.4595, 3.4595, 3.4595, 3.4595, 3.4595, 3.4595, 3.4595, 3.4595, 3.4595
11.4397, 2, 3.45189, 3.45187, 2, -1.45189, 3.45187, 0, 3.45189, 3.45187, 3.45187, 3.45187, 3.45187, 3.45187, 3.45187, 3.45187, 3.45187, 3.45187, 3.45187, 3.45187, 3.45187, 3.45187, 3.45187, 3.45187, 3.45187, 3.45187, 3.45187
11.4476, 8, 3.4388, 3.43877, 3.16228, 4.5612, 3.43877, 0, 3.43879, 3.43877, 3.43877, 3.43877, 3.43877, 3.43877, 3.43877, 3.43877, 3.43877, 3.43877, 3.43877, 3.43877, 3.43877, 3.43877, 3.43877, 3.43877, 3.43877, 3.43877, 3.43877
11.4554, 10, 3.423, 3.42297, 3.4641, 6.577, 3.42297, 0, 3.423, 3.42297, 3.42297, 3.42297, 3.42297, 3.42297, 3.42297, 3.42297, 3.42297, 3.42297, 3.42297, 3.42297, 3.42297, 3.42297, 3.42297, 3.42297, 3.42297, 3.42297, 3.42297
11.4633, 6, 3.40725, 3.40721, 2.82843, 2.59275, 3.40721, 0, 3.40724, 3.40721, 3.40721, 3.40721, 3.40721, 3.40721, 3.40721, 3.40721, 3.40721, 3.40721, 3.40721, 3.40721, 3.40721, 3.40721, 3.40721, 3.40721, 3.40721, 3.40721, 3.40721
11.4712, 4, 3.40576, 3.40572, 2.44949, 0.594239, 3.40572, 0, 3.40575, 3.40572, 3.40572, 3.40572, 3.40572, 3.40572, 3.40572, 3.40572, 3.40572, 3.40572, 3.40572, 3.40572, 3.40572, 3.40572, 3.40572, 3.40572, 3.40572, 3.40572, 3.40572
11.4791, 4, 3.39821, 3.39815, 2.44949, 0.601793, 3.39815, 0, 3.39819, 3.39815, 3.39815, 3.39815, 3.39815, 3.39815, 3.39815, 3.39815, 3.39815, 3.39815, 3.39815, 3.39815, 3.39815, 3.39815, 3.39816, 3.39815, 3.39815, 3.39817, 3.39815
11.487, 4, 3.38514, 3.38508, 2.44949, 0.614861, 3.38508, 0, 3.38512, 3.38508, 3.38508, 3.38508, 3.38508, 3.38508, 3.38508, 3.38508, 3.38508, 3.38508, 3.38508, 3.38508, 3.38508, 3.38508, 3.38508, 3.38508, 3.38508, 3.38509, 3.38508
11.4949, 4, 3.36934, 3.36927, 2.44949, 0.630657, 3.36927, 0, 3.36932, 3.36927, 3.36927, 3.36927, 3.36927, 3.36927, 3.36927, 3.36927, 3.36927, 3.36927, 3.36927, 3.36927, 3.36927, 3.36927, 3.36927, 3.36927, 3.36927, 3.36929, 3.36927
11.5027, 4, 3.35359, 3.3535, 2.44949, 0.646412, 3.3535, 0, 3.35356, 3.3535, 3.3535, 3.3535, 3.3535, 3.3535, 3.3535, 3.3535, 3.3535, 3.3535, 3.3535, 3.3535, 3.3535, 3.3535, 3.3535, 3.3535, 3.3535, 3.35352, 3.3535
11.5106, 8, 3.35229, 3.35217, 3.16228, 4.64771, 3.35217, 0, 3.35225, 3.35217, 3.35217, 3.35217, 3.35217, 3.35217, 3.35217, 3.35217, 3.35217, 3.35217, 3.35217, 3.35217, 3.35217, 3.35217, 3.35218, 3.35217, 3.35217, 3.35221, 3.35217
11.5185, 4, 3.34487, 3.34473, 2.44949, 0.655128, 3.34473, 0, 3.34482, 3.34473, 3.34473, 3.34473, 3.34473, 3.34473, 3.34473, 3.34473, 3.34473, 3.34473, 3.34473, 3.34473, 3.34473, 3.34473, 3.34473, 3.34473, 3.34473, 3.34478, 3.34473
11.5264, 4, 3.33189, 3.33172, 2.44949, 0.668107, 3.33172, 0, 3.33183, 3.33172, 3.33172, 3.33172, 3.33172, 3.33172, 3.33172, 3.33172, 3.33172, 3.33172, 3.33172, 3.33172, 3.33172, 3.33172, 3.33172, 3.33172, 3.33172, 3.33178, 3.33172
11.5343, 0, 3.31617, 3.31595, 1.41421, -3.31617, 3.31595, 0, 3.31609, 3.31595, 3.31595, 3.31595, 3.31595, 3.31595, 3.31595, 3.31595, 3.31595, 3.31595, 3.31595, 3.31595, 3.31595, 3.31595, 3.31595, 3.31595, 3.31595, 3.31602, 3.31595
11.5421, 4, 3.30049, 3.30021, 2.44949, 0.699507, 3.30021, 0, 3.3004, 3.30021, 3.30021, 3.30021, 3.30021, 3.30021, 3.30021, 3.30021, 3.30021, 3.30021, 3.30021, 3.30021, 3.30021, 3.30021, 3.30022, 3.30021, 3.30021, 3.30031, 3.30021
11.55, 8, 3.29937, 3.29901, 3.16228, 4.70063, 3.29901, 0, 3.29925, 3.29901, 3.29901, 3.29901, 3.29901, 3.29901, 3.29901, 3.29901, 3.29901, 3.29901, 3.29901, 3.29901, 3.29901, 3.29901, 3.29901, 3.29901, 3.29901, 3.29913, 3.29901
11.5579, 10, 3.29212, 3.29166, 3.4641, 6.70788, 3.29166, 0, 3.29196, 3.29166, 3.29166, 3.29166, 3.29166, 3.29166, 3.29166, 3.29166, 3.29166, 3.29166, 3.29166, 3.29166, 3.29166, 3.29166, 3.29166, 3.29166, 3.29166, 3.29181, 3.29166
11.5658, 2, 3.27928, 3.27869, 2, -1.27928, 3.27869, 0, 3.27909, 3.27869, 3.27869, 3.27869, 3.27869, 3.27869, 3.27869, 3.27869, 3.27869, 3.27869, 3.27869, 3.27869, 3.27869, 3.27869, 3.27869, 3.27869, 3.27869, 3.27888, 3.27869
11.5737, 8, 3.2637, 3.26295, 3.16228, 4.7363, 3.26295, 0, 3.26347, 3.26295, 3.26295, 3.26295, 3.26295, 3.26295, 3.26295, 3.26295, 3.26295, 3.26295, 3.26295, 3.26295, 3.26295, 3.26295, 3.26295, 3.26295, 3.26295, 3.26318, 3.26295
11.5816, 6, 3.2482, 3.24724, 2.82843, 2.7518, 3.24724, 0, 3.24792, 3.24724, 3.24724, 3.24724, 3.24724, 3.24724, 3.24724, 3.24724, 3.24724, 3.24724, 3.24724, 3.24724, 3.24724, 3.24724, 3.24725, 3.24724, 3.24724, 3.24752, 3.24724
11.5894, 0, 3.24741, 3.24618, 1.41421, -3.24741, 3.24618, 0, 3.24707, 3.24618, 3.24618, 3.24618, 3.24618, 3.24618, 3.24618, 3.24618, 3.24618, 3.24618, 3.24618, 3.24618, 3.24618, 3.24618, 3.24619, 3.24618, 3.24618, 3.24652, 3.24618
11.5973, 4, 3.2405, 3.23894, 2.44949, 0.759499, 3.23894, 0, 3.24009, 3.23894, 3.23894, 3.23894, 3.23894, 3.23894, 3.23894, 3.23894, 3.23894, 3.23894, 3.23894, 3.23894, 3.23894, 3.23894, 3.23894, 3.23894, 3.23894, 3.23935, 3.23894
11.6052, 8, 3.22803, 3.22605, 3.16228, 4.77197, 3.22605, 0, 3.22754, 3.22605, 3.22605, 3.22605, 3.22605, 3.22605, 3.22605, 3.22605, 3.22605, 3.22605, 3.22605, 3.22605, 3.22605, 3.22605, 3.22605, 3.22605, 3.22605, 3.22653, 3.22605
11.6131, 2, 3.21286, 3.21036, 2, -1.21286, 3.21036, 0, 3.21228, 3.21036, 3.21036, 3.21036, 3.21036, 3.21036, 3.21036, 3.21036, 3.21036, 3.21036, 3.21036, 3.21036, 3.21036, 3.21036, 3.21036, 3.21036, 3.21036, 3.21093, 3.21036
11.621, 4, 3.19786, 3.1947, 2.44949, 0.80214, 3.1947, 0, 3.19718, 3.1947, 3.1947, 3.1947, 3.1947, 3.1947, 3.1947, 3.1947, 3.1947, 3.1947, 3.1947, 3.1947, 3.1947, 3.1947, 3.19471, 3.1947, 3.1947, 3.19538, 3.1947
11.6288, 6, 3.19802, 3.19406, 2.82843, 2.80198, 3.19406, 0, 3.19722, 3.19406, 3.19406, 3.19406, 3.19406, 3.19406, 3.19406, 3.19406, 3.19406, 3.19406, 3.19406, 3.19406, 3.19406, 3.19406, 3.19406, 3.19406, 3.19406, 3.19485, 3.19406
11.6367, 2, 3.19198, 3.18704, 2, -1.19198, 3.18704, 0, 3.19106, 3.18704, 3.18704, 3.18704, 3.18704, 3.18704, 3.18704, 3.18704, 3.18704, 3.18704, 3.18704, 3.18704, 3.18704, 3.18704, 3.18704, 3.18704, 3.18704, 3.18796, 3.18704
11.6446, 4, 3.18029, 3.17415, 2.44949, 0.819712, 3.17415, 0, 3.17923, 3.17415, 3.17415, 3.17415, 3.17415, 3.17415, 3.17415, 3.17415, 3.17415, 3.17415, 3.17415, 3.17415, 3.17415, 3.17415, 3.17415, 3.17415, 3.17415, 3.1752, 3.17415
11.6525, 4, 3.16594, 3.15835, 2.44949, 0.834059, 3.15835, 0, 3.16473, 3.15835, 3.15835, 3.15835, 3.15835, 3.15835, 3.15835, 3.15835, 3.15835, 3.15835, 3.15835, 3.15835, 3.15835, 3.15835, 3.15835, 3.15835, 3.15835, 3.15956, 3.15835
11.6604, 0, 3.15193, 3.14259, 1.41421, -3.15193, 3.14259, 0, 3.15056, 3.14259, 3.14259, 3.14259, 3.14259, 3.14259, 3.14259, 3.14259, 3.14259, 3.14259, 3.14259, 3.14259, 3.14259, 3.14259, 3.14259, 3.14259, 3.14259, 3.14396, 3.14259
11.6683, 4, 3.15447, 3.14305, 2.44949, 0.845535, 3.14305, 0, 3.15293, 3.14305, 3.14305, 3.14305, 3.14305, 3.14305, 3.14305, 3.14305, 3.14305, 3.14305, 3.14305, 3.14305, 3.14305, 3.14305, 3.14305, 3.14305, 3.14305, 3.14459, 3.14305
11.6761, 4, 3.15035, 3.13647, 2.44949, 0.849649, 3.13647, 0, 3.14863, 3.13647, 3.13647, 3.13647, 3.13647, 3.13647, 3.13647, 3.13647, 3.13647, 3.13647, 3.13647, 3.13647, 3.13647, 3.13647, 3.13647, 3.13647, 3.13647, 3.13819, 3.13647
