   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_257.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
1.9079, 60, 77.943, 1.02741, 7.87401, -17.943, 0.000849425, 1.02742, 1.02746, 1.15062, 1.02973, 1.02771, 1.35974, 1.06251, 1.12167, 1.12417, 77.2221, 1.02804, 1.02741, 1.02741, 1.02741, 1.02741, 1.05585, 1.02741, 1.02741, 1.03496
1.91579, 54, 59.8276, 1.05025, 7.48331, -5.82764, 0.00072904, 1.05025, 1.05029, 1.17496, 1.05259, 1.05055, 1.41057, 1.08616, 1.15006, 1.17032, 59.0471, 1.05081, 1.05025, 1.05025, 1.05025, 1.05025, 1.07906, 1.05025, 1.05025, 1.05784
1.92367, 44, 45.8116, 1.07653, 6.78233, -1.81158, 0.000620058, 1.07654, 1.07658, 1.20251, 1.0789, 1.07683, 1.46093, 1.11339, 1.18203, 1.22315, 44.9722, 1.07703, 1.07653, 1.07653, 1.07653, 1.07653, 1.10572, 1.07653, 1.07653, 1.08417
1.93155, 34, 35.0251, 1.10616, 6, -1.02513, 0.000522591, 1.10616, 1.1062, 1.23316, 1.10854, 1.10646, 1.50958, 1.14412, 1.21747, 1.28222, 34.1289, 1.1066, 1.10616, 1.10616, 1.10616, 1.10616, 1.13575, 1.10616, 1.10616, 1.11383
1.93944, 26, 26.7677, 1.13895, 5.2915, -0.76771, 0.00043646, 1.13895, 1.13899, 1.26677, 1.14135, 1.13925, 1.55541, 1.17821, 1.2562, 1.34679, 25.8182, 1.13934, 1.13895, 1.13895, 1.13895, 1.13895, 1.16897, 1.13895, 1.13895, 1.14664
1.94732, 14, 20.4808, 1.17468, 4, -6.4808, 0.000361226, 1.17469, 1.17473, 1.30315, 1.17709, 1.17499, 1.59756, 1.21546, 1.29799, 1.41583, 19.4829, 1.17503, 1.17468, 1.17468, 1.17468, 1.17468, 1.20517, 1.17468, 1.17468, 1.1824
1.95521, 14, 15.7236, 1.21312, 4, -1.72365, 0.000296256, 1.21313, 1.21317, 1.34209, 1.21554, 1.21343, 1.63545, 1.25566, 1.34261, 1.48809, 14.6835, 1.21343, 1.21312, 1.21312, 1.21312, 1.21312, 1.24413, 1.21312, 1.21312, 1.22085
1.96309, 22, 12.1496, 1.25403, 4.89898, 9.85042, 0.00024077, 1.25403, 1.25408, 1.38338, 1.25646, 1.25434, 1.66887, 1.29862, 1.38981, 1.56211, 11.0746, 1.25429, 1.25403, 1.25403, 1.25403, 1.25403, 1.28563, 1.25403, 1.25403, 1.26177
1.97097, 6, 9.48664, 1.29717, 2.82843, -3.48664, 0.000193898, 1.29717, 1.29722, 1.4268, 1.2996, 1.29748, 1.69795, 1.34411, 1.43936, 1.63632, 8.3849, 1.2974, 1.29717, 1.29717, 1.29717, 1.29717, 1.32943, 1.29717, 1.29717, 1.30492
1.97886, 4, 7.52153, 1.34233, 2.44949, -3.52153, 0.000154724, 1.34233, 1.34237, 1.47217, 1.34476, 1.34264, 1.72316, 1.39195, 1.49104, 1.70918, 6.40187, 1.34253, 1.34233, 1.34233, 1.34233, 1.34233, 1.37536, 1.34233, 1.34233, 1.35009
1.98674, 2, 6.0872, 1.38932, 2, -4.0872, 0.000122327, 1.38932, 1.38936, 1.51931, 1.39175, 1.38962, 1.74527, 1.44198, 1.54467, 1.77922, 4.95867, 1.38949, 1.38932, 1.38932, 1.38932, 1.38932, 1.42323, 1.38932, 1.38932, 1.39709
1.99462, 4, 5.05306, 1.43797, 2.44949, -1.05306, 9.58107e-05, 1.43798, 1.43802, 1.56807, 1.44041, 1.43828, 1.76526, 1.49405, 1.60008, 1.84518, 3.92464, 1.43812, 1.43797, 1.43797, 1.43797, 1.43798, 1.4729, 1.43797, 1.43797, 1.44576
2.00251, 6, 4.31763, 1.48817, 2.82843, 1.68237, 7.43324e-05, 1.48817, 1.48821, 1.61834, 1.49061, 1.48848, 1.78421, 1.54803, 1.65716, 1.90608, 3.19784, 1.48829, 1.48817, 1.48817, 1.48817, 1.48817, 1.52425, 1.48817, 1.48817, 1.49596
2.01039, 8, 3.80261, 1.53979, 3.16228, 4.19739, 5.71143e-05, 1.53979, 1.53983, 1.67001, 1.54223, 1.5401, 1.80327, 1.60383, 1.71579, 1.96131, 2.69919, 1.53989, 1.53979, 1.53979, 1.53979, 1.53979, 1.57721, 1.53979, 1.53979, 1.5476
2.01828, 2, 3.44828, 1.59275, 2, -1.44828, 4.34535e-05, 1.59276, 1.5928, 1.72301, 1.59519, 1.59306, 1.82353, 1.66137, 1.77594, 2.01066, 2.36787, 1.59284, 1.59275, 1.59275, 1.59275, 1.59275, 1.63169, 1.59275, 1.59275, 1.60058
2.02616, 8, 3.20981, 1.64699, 3.16228, 4.79019, 3.27293e-05, 1.64699, 1.64704, 1.77727, 1.64943, 1.6473, 1.84597, 1.72057, 1.83757, 2.05431, 2.15768, 1.64706, 1.64699, 1.64699, 1.64699, 1.64699, 1.68764, 1.64699, 1.64699, 1.65484
2.03404, 8, 3.05409, 1.70246, 3.16228, 4.94591, 2.43991e-05, 1.70246, 1.7025, 1.83275, 1.7049, 1.70276, 1.87138, 1.78141, 1.90074, 2.09283, 2.03393, 1.70252, 1.70246, 1.70246, 1.70246, 1.70246, 1.74503, 1.70246, 1.70246, 1.71034
2.04193, 6, 2.95727, 1.75911, 2.82843, 3.04273, 1.79982e-05, 1.75912, 1.75916, 1.88942, 1.76156, 1.75942, 1.9004, 1.84382, 1.96556, 2.12711, 1.97101, 1.75916, 1.75911, 1.75911, 1.75911, 1.75912, 1.80385, 1.75911, 1.75911, 1.76704
2.04981, 4, 2.90259, 1.81693, 2.44949, 1.09741, 1.31343e-05, 1.81694, 1.81698, 1.94724, 1.81938, 1.81724, 1.93342, 1.90778, 2.03227, 2.15827, 1.95032, 1.81698, 1.81693, 1.81693, 1.81693, 1.81694, 1.86406, 1.81693, 1.81693, 1.82492
2.0577, 6, 2.87871, 1.8759, 2.82843, 3.12129, 9.4795e-06, 1.87591, 1.87595, 2.00621, 1.87834, 1.87621, 1.97066, 1.97326, 2.10128, 2.18757, 1.95856, 1.87593, 1.8759, 1.8759, 1.8759, 1.8759, 1.92565, 1.8759, 1.8759, 1.88396
2.06558, 6, 2.87841, 1.93599, 2.82843, 3.12159, 6.76506e-06, 1.936, 1.93604, 2.06631, 1.93843, 1.9363, 2.01217, 2.04023, 2.1733, 2.2163, 1.98642, 1.93602, 1.93599, 1.93599, 1.93599, 1.93599, 1.98862, 1.93599, 1.93599, 1.94415
2.07346, 6, 2.89755, 1.9972, 2.82843, 3.10245, 4.77243e-06, 1.99721, 1.99725, 2.12752, 1.99965, 1.99751, 2.05783, 2.10868, 2.24944, 2.24572, 2.02749, 1.99722, 1.9972, 1.9972, 1.9972, 1.9972, 2.05297, 1.9972, 1.9972, 2.00549
2.08135, 0, 2.93445, 2.05952, 1.41421, -2.93445, 3.32737e-06, 2.05953, 2.05957, 2.18984, 2.06196, 2.05983, 2.10744, 2.17859, 2.33142, 2.27693, 2.07742, 2.05954, 2.05952, 2.05952, 2.05952, 2.05952, 2.11867, 2.05952, 2.05952, 2.06796
2.08923, 6, 2.9895, 2.12294, 2.82843, 3.0105, 2.29218e-06, 2.12295, 2.12299, 2.25326, 2.12539, 2.12325, 2.16073, 2.24994, 2.42183, 2.31083, 2.13336, 2.12296, 2.12294, 2.12294, 2.12294, 2.12294, 2.18574, 2.12294, 2.12294, 2.13158
2.09712, 4, 3.06505, 2.18746, 2.44949, 0.934951, 1.55989e-06, 2.18747, 2.18751, 2.31778, 2.1899, 2.18777, 2.21739, 2.32272, 2.52453, 2.34812, 2.19342, 2.18747, 2.18746, 2.18746, 2.18746, 2.18746, 2.25416, 2.18746, 2.18746, 2.19633
2.105, 4, 3.16556, 2.25306, 2.44949, 0.834441, 1.04848e-06, 2.25307, 2.25311, 2.38338, 2.25551, 2.25337, 2.2771, 2.39691, 2.645, 2.38922, 2.25641, 2.25307, 2.25306, 2.25306, 2.25306, 2.25306, 2.32394, 2.25306, 2.25306, 2.26221
2.11288, 8, 3.29796, 2.31975, 3.16228, 4.70204, 6.95915e-07, 2.31976, 2.3198, 2.45007, 2.32219, 2.32006, 2.33957, 2.47251, 2.79096, 2.43436, 2.3216, 2.31976, 2.31975, 2.31975, 2.31975, 2.31975, 2.39509, 2.31975, 2.31975, 2.32923
2.12077, 4, 3.47205, 2.38751, 2.44949, 0.527949, 4.56052e-07, 2.38752, 2.38756, 2.51783, 2.38996, 2.38782, 2.40451, 2.54949, 2.9729, 2.48356, 2.38853, 2.38752, 2.38751, 2.38751, 2.38751, 2.38751, 2.46761, 2.38751, 2.38751, 2.39739
2.12865, 2, 3.70119, 2.45635, 2, -1.70119, 2.95026e-07, 2.45635, 2.4564, 2.58667, 2.45879, 2.45666, 2.47172, 2.62786, 3.20478, 2.53667, 2.45689, 2.45635, 2.45635, 2.45635, 2.45635, 2.45635, 2.54155, 2.45635, 2.45635, 2.46668
2.13653, 4, 4.00278, 2.52625, 2.44949, -0.00278139, 1.88385e-07, 2.52625, 2.52629, 2.65656, 2.52869, 2.52656, 2.54098, 2.70758, 3.50454, 2.59343, 2.52653, 2.52625, 2.52625, 2.52625, 2.52625, 2.52625, 2.61696, 2.52625, 2.52625, 2.5371
2.14442, 8, 4.39884, 2.5972, 3.16228, 3.60116, 1.18716e-07, 2.59721, 2.59725, 2.72752, 2.59965, 2.59751, 2.61216, 2.78865, 3.89466, 2.65353, 2.59735, 2.5972, 2.5972, 2.5972, 2.5972, 2.5972, 2.69391, 2.5972, 2.5972, 2.60865
2.1523, 4, 4.91615, 2.66921, 2.44949, -0.916146, 7.3825e-08, 2.66922, 2.66926, 2.79953, 2.67165, 2.66952, 2.68515, 2.87106, 4.40231, 2.71662, 2.66929, 2.66921, 2.66921, 2.66921, 2.66921, 2.66921, 2.77254, 2.66921, 2.66921, 2.68133
2.16019, 12, 5.58608, 2.74226, 3.74166, 6.41392, 4.53003e-08, 2.74226, 2.7423, 2.87258, 2.7447, 2.74257, 2.75983, 2.95478, 5.05913, 2.78232, 2.7423, 2.74226, 2.74226, 2.74226, 2.74226, 2.74226, 2.853, 2.74226, 2.74226, 2.75512
2.16807, 6, 6.44408, 2.81634, 2.82843, -0.444084, 2.74243e-08, 2.81635, 2.81639, 2.94666, 2.81879, 2.81665, 2.83616, 3.03982, 5.90072, 2.85035, 2.81636, 2.81634, 2.81634, 2.81634, 2.81634, 2.81634, 2.93558, 2.81634, 2.81634, 2.83003
2.17595, 8, 7.52798, 2.89145, 3.16228, 0.472025, 1.63791e-08, 2.89146, 2.8915, 3.02177, 2.8939, 2.89176, 2.91404, 3.12615, 6.96488, 2.9204, 2.89146, 2.89146, 2.89145, 2.89145, 2.89145, 2.89146, 3.02059, 2.89145, 2.89145, 2.90605
2.18384, 6, 8.87606, 2.96759, 2.82843, -2.87606, 9.64969e-09, 2.96759, 2.96763, 3.09791, 2.97003, 2.9679, 2.99343, 3.21375, 8.28976, 2.99225, 2.96759, 2.96759, 2.96759, 2.96759, 2.96759, 2.96759, 3.10851, 2.96759, 2.96759, 2.98317
2.19172, 12, 10.5239, 3.04473, 3.74166, 1.47615, 5.60763e-09, 3.04473, 3.04478, 3.17505, 3.04717, 3.04504, 3.07422, 3.30261, 9.9105, 3.06573, 3.04473, 3.04473, 3.04473, 3.04473, 3.04473, 3.04473, 3.19993, 3.04473, 3.04473, 3.06137
2.19961, 16, 12.5007, 3.12287, 4.24264, 3.49934, 3.21391e-09, 3.12288, 3.12292, 3.25319, 3.12531, 3.12318, 3.15633, 3.39272, 11.8559, 3.14069, 3.12287, 3.12287, 3.12287, 3.12287, 3.12287, 3.12287, 3.29561, 3.12287, 3.12287, 3.14065
2.20749, 20, 14.8253, 3.20201, 4.69042, 5.17471, 1.81649e-09, 3.20201, 3.20206, 3.33233, 3.20445, 3.20232, 3.23963, 3.48406, 14.144, 3.21704, 3.20201, 3.20201, 3.20201, 3.20201, 3.20201, 3.20201, 3.39649, 3.20201, 3.20201, 3.22101
2.21537, 14, 17.5014, 3.28212, 4, -3.50139, 1.01236e-09, 3.28213, 3.28217, 3.41244, 3.28457, 3.28243, 3.32398, 3.57661, 16.7775, 3.29471, 3.28212, 3.28212, 3.28212, 3.28212, 3.28212, 3.28212, 3.50368, 3.28212, 3.28212, 3.30241
2.22326, 32, 20.514, 3.36321, 5.83095, 11.486, 5.5632e-10, 3.36322, 3.36326, 3.49353, 3.36566, 3.36352, 3.40924, 3.67036, 19.7403, 3.37365, 3.36321, 3.36321, 3.36321, 3.36321, 3.36321, 3.36321, 3.61848, 3.36321, 3.36321, 3.38486
2.23114, 18, 23.8254, 3.44526, 4.47214, -5.82542, 3.01397e-10, 3.44526, 3.44531, 3.57558, 3.4477, 3.44557, 3.49522, 3.76528, 22.9936, 3.45382, 3.44526, 3.44526, 3.44526, 3.44526, 3.44526, 3.44526, 3.74232, 3.44526, 3.44526, 3.46834
2.23903, 30, 27.3745, 3.52826, 5.65685, 2.62548, 1.60941e-10, 3.52826, 3.5283, 3.65858, 3.5307, 3.52857, 3.58177, 3.86138, 26.4748, 3.53519, 3.52826, 3.52826, 3.52826, 3.52826, 3.52826, 3.52826, 3.87674, 3.52826, 3.52826, 3.55283
2.24691, 44, 31.0756, 3.61219, 6.78233, 12.9244, 8.46764e-11, 3.6122, 3.61224, 3.74251, 3.61464, 3.6125, 3.66871, 3.95861, 30.0968, 3.61773, 3.61219, 3.61219, 3.61219, 3.61219, 3.61219, 3.61219, 4.02326, 3.61219, 3.61219, 3.63832
2.25479, 36, 34.8214, 3.69705, 6.16441, 1.17855, 4.38309e-11, 3.69706, 3.6971, 3.82737, 3.6995, 3.69736, 3.75589, 4.05698, 33.7512, 3.70142, 3.69705, 3.69705, 3.69705, 3.69705, 3.69705, 3.69705, 4.18332, 3.69705, 3.69705, 3.7248
2.26268, 48, 38.4879, 3.78283, 7.07107, 9.51208, 2.22635e-11, 3.78284, 3.78288, 3.91315, 3.78527, 3.78314, 3.84321, 4.15647, 37.3126, 3.78622, 3.78283, 3.78283, 3.78283, 3.78283, 3.78283, 3.78283, 4.35814, 3.78283, 3.78283, 3.81225
2.27056, 74, 41.94, 3.86951, 8.7178, 32.06, 1.10521e-11, 3.86951, 3.86955, 3.99983, 3.87195, 3.86982, 3.93056, 4.25706, 40.6456, 3.8721, 3.86951, 3.86951, 3.86951, 3.86951, 3.86951, 3.86951, 4.54848, 3.86951, 3.86951, 3.90066
2.27845, 54, 45.0414, 3.95707, 7.48331, 8.9586, 5.32147e-12, 3.95707, 3.95712, 4.08739, 3.95951, 3.95738, 4.0179, 4.35874, 43.6133, 3.95902, 3.95707, 3.95707, 3.95707, 3.95707, 3.95707, 3.95707, 4.75461, 3.95707, 3.95707, 3.99001
2.28633, 26, 47.6628, 4.0455, 5.2915, -21.6628, 2.45857e-12, 4.04551, 4.04555, 4.17582, 4.04795, 4.04581, 4.10522, 4.46149, 46.0872, 4.04695, 4.0455, 4.0455, 4.0455, 4.0455, 4.0455, 4.0455, 4.97604, 4.0455, 4.0455, 4.08028
2.29421, 56, 49.6926, 4.13479, 7.61577, 6.30742, 1.07372e-12, 4.1348, 4.13484, 4.26511, 4.13724, 4.1351, 4.19256, 4.5653, 47.9568, 4.13585, 4.13479, 4.13479, 4.13479, 4.13479, 4.13479, 4.1348, 5.21146, 4.13479, 4.13479, 4.17147
2.3021, 52, 51.0449, 4.22493, 7.34847, 0.955116, 4.41766e-13, 4.22493, 4.22498, 4.35525, 4.22737, 4.22524, 4.28, 4.67017, 49.1384, 4.22569, 4.22493, 4.22493, 4.22493, 4.22493, 4.22493, 4.22493, 5.45864, 4.22493, 4.22493, 4.26354
2.30998, 66, 51.6664, 4.31588, 8.24621, 14.3336, 2.13812e-13, 4.31589, 4.31593, 4.4462, 4.31833, 4.31619, 4.36764, 4.77612, 49.5816, 4.31642, 4.31588, 4.31588, 4.31588, 4.31588, 4.31588, 4.31588, 5.71442, 4.31588, 4.31588, 4.35649
2.31786, 60, 51.5408, 4.40764, 7.87401, 8.45921, 8.03736e-14, 4.40765, 4.40769, 4.53796, 4.41009, 4.40795, 4.45559, 4.8832, 49.274, 4.40802, 4.40764, 4.40764, 4.40764, 4.40764, 4.40764, 4.40765, 5.9748, 4.40764, 4.40764, 4.45029
2.32575, 68, 50.69, 4.50018, 8.3666, 17.31, 2.7226e-14, 4.50019, 4.50023, 4.6305, 4.50263, 4.50049, 4.544, 4.99147, 48.2419, 4.50044, 4.50018, 4.50018, 4.50018, 4.50018, 4.50018, 4.50019, 6.23507, 4.50018, 4.50018, 4.54492
2.33363, 40, 49.1721, 4.59349, 6.48074, -9.17213, 8.06025e-15, 4.59349, 4.59353, 4.72381, 4.59593, 4.5938, 4.63299, 5.10114, 46.5482, 4.59366, 4.59349, 4.59349, 4.59349, 4.59349, 4.59349, 4.59349, 6.49008, 4.59349, 4.59349, 4.64036
2.34152, 56, 47.0763, 4.68752, 7.61577, 8.9237, 2.25773e-15, 4.68753, 4.68757, 4.81784, 4.68997, 4.68783, 4.72269, 5.21253, 44.2868, 4.68764, 4.68752, 4.68752, 4.68752, 4.68752, 4.68752, 4.68752, 6.73451, 4.68752, 4.68752, 4.73659
2.3494, 50, 44.5158, 4.78227, 7.2111, 5.48423, 5.5982e-16, 4.78228, 4.78232, 4.91259, 4.78471, 4.78258, 4.81321, 5.32619, 41.5754, 4.78234, 4.78227, 4.78227, 4.78227, 4.78227, 4.78227, 4.78227, 6.96327, 4.78227, 4.78227, 4.83356
2.35728, 56, 41.6193, 4.8777, 7.61577, 14.3807, 1.21155e-16, 4.8777, 4.87775, 5.00802, 4.88014, 4.87801, 4.90462, 5.4431, 38.5461, 4.87775, 4.8777, 4.8777, 4.8777, 4.8777, 4.8777, 4.8777, 7.17181, 4.8777, 4.8777, 4.93127
2.36517, 36, 38.5217, 4.97378, 6.16441, -2.52173, 2.21733e-17, 4.97378, 4.97382, 5.1041, 4.97622, 4.97409, 4.99698, 5.56483, 35.3357, 4.97381, 4.97378, 4.97378, 4.97378, 4.97378, 4.97378, 4.97378, 7.35646, 4.97378, 4.97378, 5.02967
2.37305, 22, 35.3552, 5.07047, 4.89898, -13.3552, 3.05693e-18, 5.07048, 5.07052, 5.20079, 5.07292, 5.07078, 5.09032, 5.69391, 32.0762, 5.07049, 5.07047, 5.07047, 5.07047, 5.07047, 5.07047, 5.07048, 7.51476, 5.07047, 5.07047, 5.12873
2.38094, 16, 32.2419, 5.16776, 4.24264, -16.2419, 4.39564e-19, 5.16776, 5.1678, 5.29808, 5.1702, 5.16807, 5.18464, 5.83429, 28.8869, 5.16777, 5.16776, 5.16776, 5.16776, 5.16776, 5.16776, 5.16776, 7.64557, 5.16776, 5.16776, 5.22842
2.38882, 34, 29.2881, 5.2656, 6, 4.71188, 5.23717e-20, 5.2656, 5.26565, 5.39592, 5.26804, 5.26591, 5.27991, 5.99203, 25.8675, 5.26561, 5.2656, 5.2656, 5.2656, 5.2656, 5.2656, 5.2656, 7.74923, 5.2656, 5.2656, 5.32872
2.3967, 20, 26.5816, 5.36397, 4.69042, -6.58164, 4.33673e-21, 5.36397, 5.36402, 5.49429, 5.36641, 5.36428, 5.3761, 6.17613, 23.0951, 5.36397, 5.36397, 5.36397, 5.36397, 5.36397, 5.36397, 5.36397, 7.82743, 5.36397, 5.36397, 5.42958
2.40459, 26, 24.1905, 5.46284, 5.2915, 1.80954, 1.42062e-22, 5.46285, 5.46289, 5.59316, 5.46528, 5.46315, 5.47317, 6.39975, 20.6216, 5.46284, 5.46284, 5.46284, 5.46284, 5.46284, 5.46284, 5.46284, 7.88317, 5.46284, 5.46284, 5.53098
2.41247, 14, 22.165, 5.56219, 4, -8.16495, 1.70798e-24, 5.5622, 5.56224, 5.69251, 5.56463, 5.5625, 5.57104, 6.68157, 18.4746, 5.56219, 5.56219, 5.56219, 5.56219, 5.56219, 5.56219, 5.56219, 7.92047, 5.56219, 5.56219, 5.6329
2.42036, 28, 20.5413, 5.66199, 5.47723, 7.45868, 0, 5.662, 5.66204, 5.79231, 5.66444, 5.6623, 5.66966, 7.04753, 16.6595, 5.66199, 5.66199, 5.66199, 5.66199, 5.66199, 5.66199, 5.66199, 7.94415, 5.66199, 5.66199, 5.73531
2.42824, 20, 19.3467, 5.76224, 4.69042, 0.653255, 0, 5.76224, 5.76228, 5.89256, 5.76468, 5.76255, 5.76898, 7.53275, 15.1631, 5.76224, 5.76224, 5.76224, 5.76224, 5.76224, 5.76224, 5.76224, 7.95953, 5.76224, 5.76224, 5.8382
2.43612, 12, 18.6058, 5.86292, 3.74166, -6.60581, 0, 5.86293, 5.86297, 5.99324, 5.86536, 5.86323, 5.86894, 8.18356, 13.958, 5.86292, 5.86292, 5.86292, 5.86292, 5.86292, 5.86292, 5.86292, 7.9723, 5.86292, 5.86292, 5.94157
2.44401, 16, 18.3469, 5.96403, 4.24264, -2.34687, 0, 5.96404, 5.96408, 6.09435, 5.96648, 5.96434, 5.96951, 9.0594, 13.0073, 5.96403, 5.96403, 5.96403, 5.96403, 5.96403, 5.96403, 5.96403, 7.98832, 5.96403, 5.96403, 6.0454
2.45189, 26, 18.6082, 6.06558, 5.2915, 7.39178, 0, 6.06559, 6.06563, 6.1959, 6.06803, 6.06589, 6.07065, 10.2343, 12.269, 6.06558, 6.06558, 6.06558, 6.06558, 6.06558, 6.06558, 6.06558, 8.01377, 6.06558, 6.06558, 6.14971
2.45977, 26, 19.443, 6.16757, 5.2915, 6.55702, 0, 6.16758, 6.16762, 6.29789, 6.17002, 6.16789, 6.17234, 11.7978, 11.7002, 6.16757, 6.16757, 6.16757, 6.16757, 6.16757, 6.16757, 6.16757, 8.05531, 6.16757, 6.16757, 6.25448
2.46766, 14, 20.9225, 6.27002, 4, -6.92245, 0, 6.27002, 6.27006, 6.40034, 6.27246, 6.27033, 6.27457, 13.8543, 11.2601, 6.27002, 6.27002, 6.27002, 6.27002, 6.27002, 6.27002, 6.27002, 8.12064, 6.27002, 6.27002, 6.35975
2.47554, 30, 23.1372, 6.37293, 5.65685, 6.8628, 0, 6.37293, 6.37298, 6.50325, 6.37537, 6.37325, 6.37732, 16.5212, 10.9125, 6.37293, 6.37293, 6.37293, 6.37293, 6.37293, 6.37293, 6.37293, 8.21919, 6.37293, 6.37293, 6.46552
2.48343, 18, 26.1954, 6.47633, 4.47214, -8.19541, 0, 6.47633, 6.47638, 6.60665, 6.47877, 6.47665, 6.48061, 19.9247, 10.6273, 6.47633, 6.47633, 6.47633, 6.47633, 6.47633, 6.47633, 6.47633, 8.36313, 6.47633, 6.47633, 6.57181
2.49131, 36, 30.2178, 6.58022, 6.16441, 5.78216, 0, 6.58023, 6.58027, 6.71054, 6.58266, 6.58055, 6.58443, 24.1928, 10.3811, 6.58022, 6.58022, 6.58022, 6.58022, 6.58022, 6.58022, 6.58022, 8.56861, 6.58022, 6.58022, 6.67863
2.49919, 36, 35.3308, 6.68463, 6.16441, 0.669155, 0, 6.68463, 6.68468, 6.81495, 6.68707, 6.68496, 6.68878, 29.4469, 10.1573, 6.68463, 6.68463, 6.68463, 6.68463, 6.68463, 6.68463, 6.68463, 8.85723, 6.68463, 6.68463, 6.786
2.50708, 42, 41.6552, 6.78956, 6.63325, 0.344841, 0, 6.78956, 6.78961, 6.91988, 6.792, 6.7899, 6.79368, 35.7896, 9.94548, 6.78956, 6.78956, 6.78956, 6.78956, 6.78956, 6.78956, 6.78956, 9.25759, 6.78956, 6.78956, 6.89393
2.51496, 68, 49.2932, 6.89501, 8.3666, 18.7068, 0, 6.89501, 6.89505, 7.02533, 6.89745, 6.89536, 6.8991, 43.2915, 9.74029, 6.89501, 6.89501, 6.89501, 6.89501, 6.89501, 6.89501, 6.89501, 9.80672, 6.89501, 6.89501, 7.00243
2.52285, 60, 58.3173, 7.00099, 7.87401, 1.68265, 0, 7.001, 7.00104, 7.13131, 7.00344, 7.00137, 7.00507, 51.9793, 9.54059, 7.00099, 7.00099, 7.00099, 7.00099, 7.00099, 7.00099, 7.001, 10.5516, 7.00099, 7.00099, 7.11153
2.53073, 44, 68.7525, 7.1075, 6.78233, -24.7525, 0, 7.10751, 7.10755, 7.23782, 7.10995, 7.1079, 7.11157, 61.8185, 9.34806, 7.1075, 7.1075, 7.1075, 7.1075, 7.1075, 7.1075, 7.1075, 11.5498, 7.1075, 7.1075, 7.22125
2.53861, 66, 80.5672, 7.21452, 8.24621, -14.5672, 0, 7.21453, 7.21457, 7.34484, 7.21697, 7.21496, 7.21858, 72.706, 9.16609, 7.21452, 7.21452, 7.21452, 7.21452, 7.21452, 7.21452, 7.21452, 12.8698, 7.21452, 7.21452, 7.33162
2.5465, 102, 93.6615, 7.32204, 10.198, 8.3385, 0, 7.32205, 7.32209, 7.45236, 7.32449, 7.32252, 7.3261, 84.4592, 8.99882, 7.32204, 7.32204, 7.32204, 7.32204, 7.32204, 7.32204, 7.32205, 14.5895, 7.32204, 7.32204, 7.44271
2.55438, 120, 107.865, 7.43006, 11.0454, 12.1354, 0, 7.43007, 7.43011, 7.56038, 7.4325, 7.4306, 7.43411, 96.8176, 8.85027, 7.43006, 7.43006, 7.43006, 7.43006, 7.43006, 7.43006, 7.43006, 16.7948, 7.43006, 7.43006, 7.55468
2.56226, 134, 122.932, 7.53852, 11.6619, 11.0685, 0, 7.53853, 7.53857, 7.66884, 7.54097, 7.53914, 7.54257, 109.444, 8.72383, 7.53852, 7.53852, 7.53852, 7.53852, 7.53852, 7.53852, 7.53852, 19.5742, 7.53852, 7.53852, 7.6677
2.57015, 146, 138.553, 7.64742, 12.1655, 7.44719, 0, 7.64743, 7.64747, 7.77774, 7.64987, 7.64815, 7.65147, 121.939, 8.62191, 7.64742, 7.64742, 7.64742, 7.64742, 7.64742, 7.64742, 7.64743, 23.0146, 7.64742, 7.64742, 7.78216
2.57803, 128, 154.364, 7.75674, 11.4018, -26.3644, 0, 7.75674, 7.75678, 7.88706, 7.75918, 7.7576, 7.76078, 133.86, 8.54576, 7.75674, 7.75674, 7.75674, 7.75674, 7.75674, 7.75674, 7.75674, 27.1927, 7.75674, 7.75674, 7.89865
2.58592, 168, 169.963, 7.86643, 13.0384, -1.96333, 0, 7.86643, 7.86647, 7.99675, 7.86887, 7.86746, 7.87047, 144.744, 8.49553, 7.86643, 7.86643, 7.86643, 7.86643, 7.86643, 7.86643, 7.86643, 32.1667, 7.86643, 7.86643, 8.01811
2.5938, 198, 184.931, 7.97647, 14.1421, 13.069, 0, 7.97648, 7.97652, 8.10679, 7.97891, 7.97774, 7.98051, 154.143, 8.47035, 7.97647, 7.97647, 7.97647, 7.97647, 7.97647, 7.97647, 7.97647, 37.9667, 7.97647, 7.97647, 8.14197
2.60168, 182, 198.852, 8.08683, 13.5647, -16.8517, 0, 8.08683, 8.08687, 8.21715, 8.08927, 8.08839, 8.09087, 161.648, 8.46859, 8.08683, 8.08683, 8.08683, 8.08683, 8.08683, 8.08683, 8.08683, 44.5846, 8.08683, 8.08683, 8.27239
2.60957, 206, 211.338, 8.19748, 14.4222, -5.33827, 0, 8.19748, 8.19752, 8.3278, 8.19992, 8.19942, 8.20152, 166.925, 8.48802, 8.19748, 8.19748, 8.19748, 8.19748, 8.19748, 8.19748, 8.19748, 51.9663, 8.19748, 8.19748, 8.41255
