   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_262.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
7.54463, 20, 15.7249, 14.3847, 4.69042, 4.27507, 0, 14.3848, 14.3848, 15.7001, 14.3847, 14.3847, 14.3847, 14.3847, 14.3847, 14.3847, 14.3847, 14.3847, 14.3847, 14.3847, 14.3847, 14.3847, 14.3847, 14.3847, 14.4095, 14.3847
7.55251, 12, 15.4987, 14.2755, 3.74166, -3.49872, 0, 14.2755, 14.2756, 15.4704, 14.2755, 14.2755, 14.2755, 14.2755, 14.2755, 14.2755, 14.2755, 14.2755, 14.2755, 14.2755, 14.2755, 14.2755, 14.2755, 14.2755, 14.3038, 14.2755
7.56039, 20, 15.2706, 14.1642, 4.69042, 4.72943, 0, 14.1643, 14.1643, 15.2386, 14.1642, 14.1642, 14.1642, 14.1642, 14.1642, 14.1642, 14.1642, 14.1642, 14.1642, 14.1642, 14.1642, 14.1642, 14.1642, 14.1642, 14.1961, 14.1642
7.56828, 14, 15.0436, 14.0518, 4, -1.04364, 0, 14.0518, 14.0519, 15.008, 14.0518, 14.0518, 14.0518, 14.0518, 14.0518, 14.0518, 14.0518, 14.0518, 14.0518, 14.0518, 14.0518, 14.0518, 14.0518, 14.0518, 14.0874, 14.0518
7.57616, 18, 14.8196, 13.9378, 4.47214, 3.18045, 0, 13.9378, 13.9379, 14.7801, 13.9378, 13.9378, 13.9378, 13.9378, 13.9378, 13.9378, 13.9378, 13.9378, 13.9378, 13.9378, 13.9378, 13.9378, 13.9378, 13.9378, 13.9771, 13.9378
7.58405, 22, 14.6003, 13.8227, 4.89898, 7.39972, 0, 13.8227, 13.8227, 14.5572, 13.8227, 13.8227, 13.8227, 13.8227, 13.8227, 13.8227, 13.8227, 13.8227, 13.8227, 13.8227, 13.8227, 13.8227, 13.8227, 13.8227, 13.8657, 13.8227
7.59193, 16, 14.3879, 13.7073, 4.24264, 1.61213, 0, 13.7073, 13.7073, 14.3413, 13.7073, 13.7073, 13.7073, 13.7073, 13.7073, 13.7073, 13.7073, 13.7073, 13.7073, 13.7073, 13.7073, 13.7073, 13.7073, 13.7073, 13.7538, 13.7073
7.59981, 26, 14.1839, 13.5923, 5.2915, 11.8161, 0, 13.5924, 13.5924, 14.134, 13.5923, 13.5923, 13.5923, 13.5923, 13.5923, 13.5923, 13.5923, 13.5923, 13.5923, 13.5923, 13.5923, 13.5923, 13.5923, 13.5923, 13.6421, 13.5923
7.6077, 16, 13.9884, 13.4774, 4.24264, 2.01156, 0, 13.4775, 13.4775, 13.9356, 13.4774, 13.4774, 13.4774, 13.4774, 13.4774, 13.4774, 13.4774, 13.4774, 13.4774, 13.4774, 13.4774, 13.4774, 13.4774, 13.4774, 13.5302, 13.4774
7.61558, 10, 13.8017, 13.3627, 3.4641, -3.8017, 0, 13.3628, 13.3628, 13.7464, 13.3627, 13.3627, 13.3627, 13.3627, 13.3627, 13.3627, 13.3627, 13.3627, 13.3627, 13.3627, 13.3627, 13.3627, 13.3627, 13.3627, 13.418, 13.3627
7.62346, 16, 13.6239, 13.2485, 4.24264, 2.37613, 0, 13.2485, 13.2486, 13.5665, 13.2485, 13.2485, 13.2485, 13.2485, 13.2485, 13.2485, 13.2485, 13.2485, 13.2485, 13.2485, 13.2485, 13.2485, 13.2485, 13.2485, 13.3058, 13.2485
7.63135, 18, 13.4549, 13.1351, 4.47214, 4.54508, 0, 13.1352, 13.1352, 13.396, 13.1351, 13.1351, 13.1351, 13.1351, 13.1351, 13.1351, 13.1351, 13.1351, 13.1351, 13.1351, 13.1351, 13.1351, 13.1351, 13.1351, 13.1939, 13.1351
7.63923, 8, 13.2936, 13.0219, 3.16228, -5.2936, 0, 13.0219, 13.0219, 13.2338, 13.0219, 13.0219, 13.0219, 13.0219, 13.0219, 13.0219, 13.0219, 13.0219, 13.0219, 13.0219, 13.0219, 13.0219, 13.0219, 13.0219, 13.0816, 13.0219
7.64711, 8, 13.1396, 12.9091, 3.16228, -5.13962, 0, 12.9091, 12.9092, 13.0795, 12.9091, 12.9091, 12.9091, 12.9091, 12.9091, 12.9091, 12.9091, 12.9091, 12.9091, 12.9091, 12.9091, 12.9091, 12.9091, 12.9091, 12.9691, 12.9091
7.655, 22, 13.1337, 12.9382, 4.89898, 8.86632, 0, 12.9382, 12.9383, 13.0739, 12.9382, 12.9382, 12.9382, 12.9382, 12.9382, 12.9382, 12.9382, 12.9382, 12.9382, 12.9382, 12.9382, 12.9382, 12.9382, 12.9382, 12.9979, 12.9382
7.66288, 10, 13.133, 12.9672, 3.4641, -3.13296, 0, 12.9672, 12.9673, 13.0741, 12.9672, 12.9672, 12.9672, 12.9672, 12.9672, 12.9672, 12.9672, 12.9672, 12.9672, 12.9672, 12.9672, 12.9672, 12.9672, 12.9672, 13.0259, 12.9672
7.67076, 14, 13.1369, 12.9962, 4, 0.863056, 0, 12.9962, 12.9963, 13.0796, 12.9962, 12.9962, 12.9962, 12.9962, 12.9962, 12.9962, 12.9962, 12.9962, 12.9962, 12.9962, 12.9962, 12.9962, 12.9962, 12.9962, 13.0534, 12.9962
7.67865, 8, 13.1451, 13.0254, 3.16228, -5.14511, 0, 13.0254, 13.0255, 13.0898, 13.0254, 13.0254, 13.0254, 13.0254, 13.0254, 13.0254, 13.0254, 13.0254, 13.0254, 13.0254, 13.0254, 13.0254, 13.0254, 13.0254, 13.0805, 13.0254
7.68653, 12, 13.1565, 13.0544, 3.74166, -1.1565, 0, 13.0545, 13.0546, 13.1038, 13.0544, 13.0544, 13.0544, 13.0544, 13.0544, 13.0544, 13.0544, 13.0544, 13.0544, 13.0544, 13.0544, 13.0544, 13.0544, 13.0544, 13.107, 13.0544
7.69442, 18, 13.1704, 13.0832, 4.47214, 4.82965, 0, 13.0832, 13.0833, 13.1205, 13.0832, 13.0832, 13.0832, 13.0832, 13.0832, 13.0832, 13.0832, 13.0832, 13.0832, 13.0832, 13.0832, 13.0832, 13.0832, 13.0832, 13.1329, 13.0832
7.7023, 16, 13.1861, 13.1115, 4.24264, 2.81392, 0, 13.1115, 13.1116, 13.1395, 13.1115, 13.1115, 13.1115, 13.1115, 13.1115, 13.1115, 13.1115, 13.1115, 13.1115, 13.1115, 13.1115, 13.1115, 13.1115, 13.1115, 13.1579, 13.1115
7.71018, 18, 13.2035, 13.1396, 4.47214, 4.79649, 0, 13.1396, 13.1398, 13.1604, 13.1396, 13.1396, 13.1396, 13.1396, 13.1396, 13.1396, 13.1396, 13.1396, 13.1396, 13.1396, 13.1396, 13.1396, 13.1396, 13.1396, 13.1825, 13.1396
7.71807, 16, 13.2225, 13.1678, 4.24264, 2.77747, 0, 13.1678, 13.1679, 13.1831, 13.1678, 13.1678, 13.1678, 13.1678, 13.1678, 13.1678, 13.1678, 13.1678, 13.1678, 13.1678, 13.1678, 13.1678, 13.1678, 13.1678, 13.2071, 13.1678
7.72595, 20, 13.2429, 13.196, 4.69042, 6.7571, 0, 13.196, 13.1961, 13.2071, 13.196, 13.196, 13.196, 13.196, 13.196, 13.196, 13.196, 13.196, 13.196, 13.196, 13.196, 13.196, 13.196, 13.196, 13.2316, 13.196
7.73383, 14, 13.2641, 13.2239, 4, 0.735922, 0, 13.2239, 13.2241, 13.2319, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239, 13.2558, 13.2239
7.74172, 12, 13.2856, 13.2513, 3.74166, -1.28564, 0, 13.2514, 13.2515, 13.2571, 13.2513, 13.2513, 13.2513, 13.2513, 13.2513, 13.2513, 13.2513, 13.2513, 13.2513, 13.2513, 13.2513, 13.2513, 13.2513, 13.2513, 13.2797, 13.2513
7.7496, 18, 13.3075, 13.2783, 4.47214, 4.69248, 0, 13.2783, 13.2785, 13.2824, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.2783, 13.3032, 13.2783
7.75749, 20, 13.3299, 13.3051, 4.69042, 6.67014, 0, 13.3051, 13.3053, 13.3079, 13.3051, 13.3051, 13.3051, 13.3051, 13.3051, 13.3051, 13.3051, 13.3051, 13.3051, 13.3051, 13.3051, 13.3051, 13.3051, 13.3051, 13.3268, 13.3051
7.76537, 12, 13.3527, 13.3318, 3.74166, -1.35268, 0, 13.3318, 13.332, 13.3337, 13.3318, 13.3318, 13.3318, 13.3318, 13.3318, 13.3318, 13.3318, 13.3318, 13.3318, 13.3318, 13.3318, 13.3318, 13.3318, 13.3318, 13.3505, 13.3318
7.77325, 10, 13.3758, 13.3582, 3.4641, -3.37579, 0, 13.3582, 13.3584, 13.3596, 13.3582, 13.3582, 13.3582, 13.3582, 13.3582, 13.3582, 13.3582, 13.3582, 13.3582, 13.3582, 13.3582, 13.3582, 13.3582, 13.3582, 13.3742, 13.3582
7.78114, 16, 13.3989, 13.3842, 4.24264, 2.60105, 0, 13.3842, 13.3845, 13.3852, 13.3842, 13.3842, 13.3842, 13.3842, 13.3842, 13.3842, 13.3842, 13.3842, 13.3842, 13.3842, 13.3842, 13.3842, 13.3842, 13.3842, 13.3977, 13.3842
7.78902, 18, 13.4221, 13.4098, 4.47214, 4.57792, 0, 13.4098, 13.41, 13.4104, 13.4098, 13.4098, 13.4098, 13.4098, 13.4098, 13.4098, 13.4098, 13.4098, 13.4098, 13.4098, 13.4098, 13.4098, 13.4098, 13.4098, 13.4212, 13.4098
7.7969, 16, 13.4451, 13.4349, 4.24264, 2.55489, 0, 13.4349, 13.4351, 13.4353, 13.4349, 13.4349, 13.4349, 13.4349, 13.4349, 13.4349, 13.4349, 13.4349, 13.4349, 13.4349, 13.4349, 13.4349, 13.4349, 13.4349, 13.4444, 13.4349
7.80479, 8, 13.4678, 13.4592, 3.16228, -5.46784, 0, 13.4593, 13.4595, 13.4595, 13.4592, 13.4592, 13.4592, 13.4592, 13.4592, 13.4592, 13.4592, 13.4592, 13.4592, 13.4592, 13.4592, 13.4592, 13.4592, 13.4592, 13.4672, 13.4592
7.81267, 8, 13.4902, 13.4829, 3.16228, -5.49022, 0, 13.483, 13.4832, 13.4831, 13.4829, 13.4829, 13.4829, 13.4829, 13.4829, 13.4829, 13.4829, 13.4829, 13.4829, 13.4829, 13.4829, 13.4829, 13.4829, 13.4829, 13.4897, 13.4829
7.82055, 16, 13.512, 13.5056, 4.24264, 2.48802, 0, 13.5057, 13.5059, 13.5058, 13.5056, 13.5056, 13.5056, 13.5056, 13.5056, 13.5056, 13.5056, 13.5056, 13.5056, 13.5056, 13.5056, 13.5056, 13.5056, 13.5056, 13.5115, 13.5056
7.82844, 16, 13.5331, 13.5273, 4.24264, 2.46688, 0, 13.5274, 13.5276, 13.5274, 13.5273, 13.5273, 13.5273, 13.5273, 13.5273, 13.5273, 13.5273, 13.5273, 13.5273, 13.5273, 13.5273, 13.5273, 13.5273, 13.5273, 13.5327, 13.5273
7.83632, 20, 13.5538, 13.5482, 4.69042, 6.4462, 0, 13.5482, 13.5484, 13.5482, 13.5482, 13.5482, 13.5482, 13.5482, 13.5482, 13.5482, 13.5482, 13.5482, 13.5482, 13.5482, 13.5482, 13.5482, 13.5482, 13.5482, 13.5534, 13.5482
7.8442, 22, 13.574, 13.568, 4.89898, 8.42596, 0, 13.5681, 13.5683, 13.5681, 13.568, 13.568, 13.568, 13.568, 13.568, 13.568, 13.568, 13.568, 13.568, 13.568, 13.568, 13.568, 13.568, 13.568, 13.5737, 13.568
7.85209, 20, 13.594, 13.5871, 4.69042, 6.40598, 0, 13.5871, 13.5874, 13.5871, 13.5871, 13.5871, 13.5871, 13.5871, 13.5871, 13.5871, 13.5871, 13.5871, 13.5871, 13.5871, 13.5871, 13.5871, 13.5871, 13.5871, 13.5937, 13.5871
7.85997, 12, 13.6137, 13.6051, 3.74166, -1.61372, 0, 13.6052, 13.6054, 13.6052, 13.6051, 13.6051, 13.6051, 13.6051, 13.6051, 13.6051, 13.6051, 13.6051, 13.6051, 13.6051, 13.6051, 13.6051, 13.6051, 13.6051, 13.6134, 13.6051
7.86786, 18, 13.6333, 13.6221, 4.47214, 4.36673, 0, 13.6221, 13.6224, 13.6221, 13.6221, 13.6221, 13.6221, 13.6221, 13.6221, 13.6221, 13.6221, 13.6221, 13.6221, 13.6221, 13.6221, 13.6221, 13.6221, 13.6221, 13.6329, 13.6221
7.87574, 20, 13.653, 13.6381, 4.69042, 6.347, 0, 13.6381, 13.6383, 13.6381, 13.6381, 13.6381, 13.6381, 13.6381, 13.6381, 13.6381, 13.6381, 13.6381, 13.6381, 13.6381, 13.6381, 13.6381, 13.6381, 13.6381, 13.6527, 13.6381
7.88362, 20, 13.6731, 13.6528, 4.69042, 6.32691, 0, 13.6529, 13.6531, 13.6529, 13.6528, 13.6528, 13.6528, 13.6528, 13.6528, 13.6528, 13.6528, 13.6528, 13.6528, 13.6528, 13.6528, 13.6528, 13.6528, 13.6528, 13.6728, 13.6528
7.89151, 22, 13.694, 13.6665, 4.89898, 8.30597, 0, 13.6665, 13.6667, 13.6665, 13.6665, 13.6665, 13.6665, 13.6665, 13.6665, 13.6665, 13.6665, 13.6665, 13.6665, 13.6665, 13.6665, 13.6665, 13.6665, 13.6665, 13.6937, 13.6665
7.89939, 18, 13.7166, 13.6793, 4.47214, 4.28337, 0, 13.6793, 13.6795, 13.6793, 13.6793, 13.6793, 13.6793, 13.6793, 13.6793, 13.6793, 13.6793, 13.6793, 13.6793, 13.6793, 13.6793, 13.6793, 13.6793, 13.6793, 13.7163, 13.6793
7.90727, 10, 13.742, 13.6916, 3.4641, -3.742, 0, 13.6917, 13.6918, 13.6917, 13.6916, 13.6916, 13.6916, 13.6916, 13.6916, 13.6916, 13.6916, 13.6916, 13.6916, 13.6916, 13.6916, 13.6916, 13.6916, 13.6916, 13.7417, 13.6916
7.91516, 12, 13.7709, 13.7036, 3.74166, -1.77092, 0, 13.7036, 13.7038, 13.7036, 13.7036, 13.7036, 13.7036, 13.7036, 13.7036, 13.7036, 13.7036, 13.7036, 13.7036, 13.7036, 13.7036, 13.7036, 13.7036, 13.7036, 13.7707, 13.7036
7.92304, 18, 13.8042, 13.715, 4.47214, 4.19577, 0, 13.715, 13.7152, 13.7151, 13.715, 13.715, 13.715, 13.715, 13.715, 13.715, 13.715, 13.715, 13.715, 13.715, 13.715, 13.715, 13.715, 13.715, 13.804, 13.715
7.93092, 20, 13.8426, 13.7256, 4.69042, 6.15738, 0, 13.7256, 13.7257, 13.7256, 13.7256, 13.7256, 13.7256, 13.7256, 13.7256, 13.7256, 13.7256, 13.7256, 13.7256, 13.7256, 13.7256, 13.7256, 13.7256, 13.7256, 13.8424, 13.7256
7.93881, 18, 13.887, 13.7349, 4.47214, 4.11301, 0, 13.7349, 13.7351, 13.735, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349, 13.7349, 13.8867, 13.7349
7.94669, 14, 13.9389, 13.7433, 4, 0.0611362, 0, 13.7434, 13.7435, 13.7434, 13.7433, 13.7433, 13.7433, 13.7433, 13.7433, 13.7433, 13.7433, 13.7433, 13.7433, 13.7433, 13.7433, 13.7433, 13.7433, 13.7433, 13.9386, 13.7433
7.95458, 22, 14.0001, 13.7513, 4.89898, 7.99989, 0, 13.7513, 13.7514, 13.7514, 13.7513, 13.7513, 13.7513, 13.7513, 13.7513, 13.7513, 13.7513, 13.7513, 13.7513, 13.7513, 13.7513, 13.7513, 13.7513, 13.7513, 13.9998, 13.7513
7.96246, 10, 14.0725, 13.7591, 3.4641, -4.07253, 0, 13.7591, 13.7592, 13.7593, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 13.7591, 14.0722, 13.7591
7.97034, 16, 14.1573, 13.7665, 4.24264, 1.84274, 0, 13.7665, 13.7666, 13.7668, 13.7665, 13.7665, 13.7665, 13.7665, 13.7665, 13.7665, 13.7665, 13.7665, 13.7665, 13.7665, 13.7665, 13.7665, 13.7665, 13.7665, 14.1568, 13.7665
7.97823, 10, 14.2552, 13.7731, 3.4641, -4.25516, 0, 13.7731, 13.7732, 13.7735, 13.7731, 13.7731, 13.7731, 13.7731, 13.7731, 13.7731, 13.7731, 13.7731, 13.7731, 13.7731, 13.7731, 13.7731, 13.7731, 13.7731, 14.2546, 13.7731
7.98611, 8, 14.3671, 13.7784, 3.16228, -6.36705, 0, 13.7784, 13.7785, 13.779, 13.7784, 13.7784, 13.7784, 13.7784, 13.7784, 13.7784, 13.7784, 13.7784, 13.7784, 13.7784, 13.7784, 13.7784, 13.7784, 13.7784, 14.3663, 13.7784
7.99399, 22, 14.4941, 13.7827, 4.89898, 7.50591, 0, 13.7828, 13.7828, 13.7835, 13.7827, 13.7827, 13.7827, 13.7827, 13.7827, 13.7827, 13.7827, 13.7827, 13.7827, 13.7827, 13.7827, 13.7827, 13.7827, 13.7827, 14.4931, 13.7827
8.00188, 16, 14.6374, 13.7866, 4.24264, 1.3626, 0, 13.7866, 13.7867, 13.7877, 13.7866, 13.7866, 13.7866, 13.7866, 13.7866, 13.7866, 13.7866, 13.7866, 13.7866, 13.7866, 13.7866, 13.7866, 13.7866, 13.7866, 14.6361, 13.7866
8.00976, 10, 14.7974, 13.7902, 3.4641, -4.79743, 0, 13.7902, 13.7903, 13.7918, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 14.7957, 13.7902
8.01764, 16, 14.9736, 13.7935, 4.24264, 1.02638, 0, 13.7935, 13.7936, 13.7957, 13.7935, 13.7935, 13.7935, 13.7935, 13.7935, 13.7935, 13.7935, 13.7935, 13.7935, 13.7935, 13.7935, 13.7935, 13.7935, 13.7935, 14.9713, 13.7935
8.02553, 18, 15.1644, 13.7958, 4.47214, 2.8356, 0, 13.7959, 13.7959, 13.7988, 13.7958, 13.7958, 13.7958, 13.7958, 13.7958, 13.7958, 13.7958, 13.7958, 13.7958, 13.7958, 13.7958, 13.7958, 13.7958, 13.7958, 15.1613, 13.7958
8.03341, 10, 15.3679, 13.7969, 3.4641, -5.36786, 0, 13.7969, 13.797, 13.8009, 13.7969, 13.7969, 13.7969, 13.7969, 13.7969, 13.7969, 13.7969, 13.7969, 13.7969, 13.7969, 13.7969, 13.7969, 13.7969, 13.7969, 15.3637, 13.7969
8.0413, 26, 15.5819, 13.797, 5.2915, 10.4181, 0, 13.797, 13.7971, 13.8024, 13.797, 13.797, 13.797, 13.797, 13.797, 13.797, 13.797, 13.797, 13.797, 13.797, 13.797, 13.797, 13.797, 13.797, 15.5764, 13.797
8.04918, 24, 15.804, 13.7965, 5.09902, 8.19596, 0, 13.7966, 13.7966, 13.8037, 13.7965, 13.7965, 13.7965, 13.7965, 13.7965, 13.7965, 13.7965, 13.7965, 13.7965, 13.7965, 13.7965, 13.7965, 13.7965, 13.7965, 15.7968, 13.7965
8.05706, 20, 16.0309, 13.7959, 4.69042, 3.96907, 0, 13.7959, 13.796, 13.8053, 13.7959, 13.7959, 13.7959, 13.7959, 13.7959, 13.7959, 13.7959, 13.7959, 13.7959, 13.7959, 13.7959, 13.7959, 13.7959, 13.7959, 16.0214, 13.7959
8.06495, 20, 16.2581, 13.7948, 4.69042, 3.74189, 0, 13.7948, 13.7949, 13.807, 13.7948, 13.7948, 13.7948, 13.7948, 13.7948, 13.7948, 13.7948, 13.7948, 13.7948, 13.7948, 13.7948, 13.7948, 13.7948, 13.7948, 16.2458, 13.7948
8.07283, 12, 16.4804, 13.7927, 3.74166, -4.4804, 0, 13.7927, 13.7928, 13.8084, 13.7927, 13.7927, 13.7927, 13.7927, 13.7927, 13.7927, 13.7927, 13.7927, 13.7927, 13.7927, 13.7927, 13.7927, 13.7927, 13.7927, 16.4646, 13.7927
8.08071, 18, 16.6926, 13.7894, 4.47214, 1.30739, 0, 13.7894, 13.7895, 13.8094, 13.7894, 13.7894, 13.7894, 13.7894, 13.7894, 13.7894, 13.7894, 13.7894, 13.7894, 13.7894, 13.7894, 13.7894, 13.7894, 13.7894, 16.6725, 13.7894
8.0886, 26, 16.89, 13.7851, 5.2915, 9.11003, 0, 13.7851, 13.7852, 13.8103, 13.7851, 13.7851, 13.7851, 13.7851, 13.7851, 13.7851, 13.7851, 13.7851, 13.7851, 13.7851, 13.7851, 13.7851, 13.7851, 13.7851, 16.8646, 13.7851
8.09648, 22, 17.068, 13.7803, 4.89898, 4.93199, 0, 13.7803, 13.7804, 13.8118, 13.7803, 13.7803, 13.7803, 13.7803, 13.7803, 13.7803, 13.7803, 13.7803, 13.7803, 13.7803, 13.7803, 13.7803, 13.7803, 13.7803, 17.0364, 13.7803
8.10436, 26, 17.2223, 13.7753, 5.2915, 8.77769, 0, 13.7753, 13.7753, 13.8142, 13.7753, 13.7753, 13.7753, 13.7753, 13.7753, 13.7753, 13.7753, 13.7753, 13.7753, 13.7753, 13.7753, 13.7753, 13.7753, 13.7753, 17.1833, 13.7753
8.11225, 18, 17.3485, 13.7697, 4.47214, 0.651463, 0, 13.7697, 13.7698, 13.8173, 13.7697, 13.7697, 13.7697, 13.7697, 13.7697, 13.7697, 13.7697, 13.7697, 13.7697, 13.7697, 13.7697, 13.7697, 13.7697, 13.7697, 17.3008, 13.7697
8.12013, 24, 17.4427, 13.7632, 5.09902, 6.55725, 0, 13.7632, 13.7633, 13.8208, 13.7632, 13.7632, 13.7632, 13.7632, 13.7632, 13.7632, 13.7632, 13.7632, 13.7632, 13.7632, 13.7632, 13.7632, 13.7632, 13.7632, 17.385, 13.7632
8.12801, 14, 17.5022, 13.7555, 4, -3.50224, 0, 13.7555, 13.7556, 13.8245, 13.7555, 13.7555, 13.7555, 13.7555, 13.7555, 13.7555, 13.7555, 13.7555, 13.7555, 13.7555, 13.7555, 13.7555, 13.7555, 13.7555, 17.4331, 13.7555
8.1359, 8, 17.5257, 13.7469, 3.16228, -9.52569, 0, 13.7469, 13.7469, 13.8287, 13.7469, 13.7469, 13.7469, 13.7469, 13.7469, 13.7469, 13.7469, 13.7469, 13.7469, 13.7469, 13.7469, 13.7469, 13.7469, 13.7469, 17.4437, 13.7469
8.14378, 20, 17.513, 13.7378, 4.69042, 2.48697, 0, 13.7378, 13.7379, 13.8339, 13.7378, 13.7378, 13.7378, 13.7378, 13.7378, 13.7378, 13.7378, 13.7378, 13.7378, 13.7378, 13.7378, 13.7378, 13.7378, 13.7378, 17.4167, 13.7378
8.15167, 18, 17.4649, 13.7284, 4.47214, 0.535065, 0, 13.7284, 13.7285, 13.8402, 13.7284, 13.7284, 13.7284, 13.7284, 13.7284, 13.7284, 13.7284, 13.7284, 13.7284, 13.7284, 13.7284, 13.7284, 13.7284, 13.7284, 17.353, 13.7284
8.15955, 18, 17.3828, 13.7185, 4.47214, 0.617245, 0, 13.7185, 13.7186, 13.8471, 13.7185, 13.7185, 13.7185, 13.7185, 13.7185, 13.7185, 13.7185, 13.7185, 13.7185, 13.7185, 13.7185, 13.7185, 13.7185, 13.7185, 17.254, 13.7185
8.16743, 12, 17.2685, 13.7076, 3.74166, -5.26854, 0, 13.7076, 13.7077, 13.8542, 13.7076, 13.7076, 13.7076, 13.7076, 13.7076, 13.7076, 13.7076, 13.7076, 13.7076, 13.7076, 13.7076, 13.7076, 13.7076, 13.7076, 17.1219, 13.7076
8.17532, 26, 17.1255, 13.6957, 5.2915, 8.87454, 0, 13.6957, 13.6957, 13.8609, 13.6957, 13.6957, 13.6957, 13.6957, 13.6957, 13.6957, 13.6957, 13.6957, 13.6957, 13.6957, 13.6957, 13.6957, 13.6957, 13.6957, 16.9601, 13.6957
8.1832, 20, 16.9577, 13.6828, 4.69042, 3.04233, 0, 13.6829, 13.6829, 13.8674, 13.6828, 13.6828, 13.6828, 13.6828, 13.6828, 13.6828, 13.6828, 13.6828, 13.6828, 13.6828, 13.6828, 13.6828, 13.6828, 13.6828, 16.773, 13.6828
8.19108, 24, 16.77, 13.6696, 5.09902, 7.23, 0, 13.6696, 13.6697, 13.8735, 13.6696, 13.6696, 13.6696, 13.6696, 13.6696, 13.6696, 13.6696, 13.6696, 13.6696, 13.6696, 13.6696, 13.6696, 13.6696, 13.6696, 16.5659, 13.6696
8.19897, 12, 16.5672, 13.656, 3.74166, -4.56715, 0, 13.656, 13.6561, 13.8792, 13.656, 13.656, 13.656, 13.656, 13.656, 13.656, 13.656, 13.656, 13.656, 13.656, 13.656, 13.656, 13.656, 13.656, 16.3438, 13.656
8.20685, 16, 16.3536, 13.642, 4.24264, -0.353611, 0, 13.642, 13.6421, 13.8838, 13.642, 13.642, 13.642, 13.642, 13.642, 13.642, 13.642, 13.642, 13.642, 13.642, 13.642, 13.642, 13.642, 13.642, 16.1117, 13.642
8.21473, 16, 16.1335, 13.627, 4.24264, -0.133476, 0, 13.6271, 13.6271, 13.8864, 13.627, 13.627, 13.627, 13.627, 13.627, 13.627, 13.627, 13.627, 13.627, 13.627, 13.627, 13.627, 13.627, 13.627, 15.874, 13.627
8.22262, 18, 15.9108, 13.611, 4.47214, 2.08919, 0, 13.6111, 13.6111, 13.8865, 13.611, 13.611, 13.611, 13.611, 13.611, 13.611, 13.611, 13.611, 13.611, 13.611, 13.611, 13.611, 13.611, 13.611, 15.6353, 13.611
8.2305, 20, 15.6897, 13.5943, 4.69042, 4.31034, 0, 13.5943, 13.5944, 13.8838, 13.5943, 13.5943, 13.5943, 13.5943, 13.5943, 13.5943, 13.5943, 13.5943, 13.5943, 13.5943, 13.5943, 13.5943, 13.5943, 13.5943, 15.4, 13.5943
8.23839, 18, 15.4736, 13.5771, 4.47214, 2.52636, 0, 13.5771, 13.5772, 13.8785, 13.5771, 13.5771, 13.5771, 13.5771, 13.5771, 13.5771, 13.5771, 13.5771, 13.5771, 13.5771, 13.5771, 13.5771, 13.5771, 13.5771, 15.1721, 13.5771
8.24627, 26, 15.2656, 13.5596, 5.2915, 10.7344, 0, 13.5596, 13.5597, 13.8703, 13.5596, 13.5596, 13.5596, 13.5596, 13.5596, 13.5596, 13.5596, 13.5596, 13.5596, 13.5596, 13.5596, 13.5596, 13.5596, 13.5596, 14.9547, 13.5596
8.25415, 26, 15.0674, 13.5418, 5.2915, 10.9326, 0, 13.5418, 13.5419, 13.8589, 13.5418, 13.5418, 13.5418, 13.5418, 13.5418, 13.5418, 13.5418, 13.5418, 13.5418, 13.5418, 13.5418, 13.5418, 13.5418, 13.5418, 14.7502, 13.5418
8.26204, 12, 14.8801, 13.5231, 3.74166, -2.88015, 0, 13.5231, 13.5233, 13.8435, 13.5231, 13.5231, 13.5231, 13.5231, 13.5231, 13.5231, 13.5231, 13.5231, 13.5231, 13.5231, 13.5231, 13.5231, 13.5231, 13.5231, 14.5596, 13.5231
8.26992, 22, 14.7046, 13.5035, 4.89898, 7.29538, 0, 13.5035, 13.5036, 13.8241, 13.5035, 13.5035, 13.5035, 13.5035, 13.5035, 13.5035, 13.5035, 13.5035, 13.5035, 13.5035, 13.5035, 13.5035, 13.5035, 13.5035, 14.3838, 13.5035
