   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_177.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0315856, 354, 0, 0, 18.868, 354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0236999, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0158142, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00792849, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-4.27771e-05, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00784294, 0, 1.35602e-23, 0, 1.41421, -1.35602e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.45885e-26, 0, 0, 4.92299e-28, 0, 0, 1.35251e-23, 0, 0, 0
0.0157287, 0, 3.53426e-23, 0, 1.41421, -3.53426e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.01495e-26, 0, 0, 1.30077e-27, 0, 0, 3.52511e-23, 0, 0, 0
0.0236144, 0, 9.01398e-23, 0, 1.41421, -9.01398e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29923e-25, 0, 0, 3.36353e-27, 0, 0, 8.99065e-23, 0, 0, 0
0.0315001, 0, 2.25325e-22, 0, 1.41421, -2.25325e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.74745e-25, 0, 0, 8.52523e-27, 0, 0, 2.24742e-22, 0, 0, 0
0.0393858, 0, 5.52787e-22, 0, 1.41421, -5.52787e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41001e-24, 0, 0, 2.12088e-26, 0, 0, 5.51356e-22, 0, 0, 0
0.0472715, 0, 1.33246e-21, 0, 1.41421, -1.33246e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.39874e-24, 0, 0, 5.1847e-26, 0, 0, 1.32901e-21, 0, 0, 0
0.0551572, 0, 3.15881e-21, 0, 1.41421, -3.15881e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.05726e-24, 0, 0, 1.2467e-25, 0, 0, 3.15062e-21, 0, 0, 0
0.0630429, 0, 7.37115e-21, 0, 1.41421, -7.37115e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88018e-23, 0, 0, 2.95121e-25, 0, 0, 7.35206e-21, 0, 0, 0
0.0709286, 0, 1.6944e-20, 0, 1.41421, -1.6944e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.32195e-23, 0, 0, 6.88292e-25, 0, 0, 1.69001e-20, 0, 0, 0
0.0788144, 0, 3.83926e-20, 0, 1.41421, -3.83926e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.79291e-23, 0, 0, 1.58258e-24, 0, 0, 3.82931e-20, 0, 0, 0
0.0867001, 0, 8.57994e-20, 0, 1.41421, -8.57994e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1885e-22, 0, 0, 3.58952e-24, 0, 0, 8.55769e-20, 0, 0, 0
0.0945858, 0, 1.89212e-19, 0, 1.41421, -1.89212e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.82626e-22, 0, 0, 8.03554e-24, 0, 0, 1.88721e-19, 0, 0, 0
0.102472, 0, 4.11946e-19, 0, 1.41421, -4.11946e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05076e-21, 0, 0, 1.77626e-23, 0, 0, 4.10877e-19, 0, 0, 0
0.110357, 0, 8.85809e-19, 0, 1.41421, -8.85809e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25945e-21, 0, 0, 3.87878e-23, 0, 0, 8.83511e-19, 0, 0, 0
0.118243, 0, 1.88196e-18, 0, 1.41421, -1.88196e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.80033e-21, 0, 0, 8.37044e-23, 0, 0, 1.87707e-18, 0, 0, 0
0.126129, 0, 3.95178e-18, 0, 1.41421, -3.95178e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00799e-20, 0, 0, 1.78573e-22, 0, 0, 3.94153e-18, 0, 0, 0
