   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_154.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
0.338599, 0, 1.11787e-10, 2.20424e-41, 1.41421, -1.11787e-10, 2.20424e-41, 0, 2.20424e-41, 2.20424e-41, 2.20424e-41, 2.20424e-41, 2.20424e-41, 2.20424e-41, 2.20424e-41, 2.20424e-41, 2.20424e-41, 2.20424e-41, 2.20424e-41, 4.46531e-15, 2.20424e-41, 8.31758e-14, 2.20424e-41, 1.11699e-10, 2.20424e-41, 2.20424e-41
0.346486, 0, 1.80462e-10, 2.89067e-40, 1.41421, -1.80462e-10, 2.89067e-40, 0, 2.89067e-40, 2.89067e-40, 2.89067e-40, 2.89067e-40, 2.89067e-40, 2.89067e-40, 2.89067e-40, 2.89067e-40, 2.89067e-40, 2.89067e-40, 2.89067e-40, 7.52818e-15, 2.89067e-40, 1.40574e-13, 2.89067e-40, 1.80313e-10, 2.89067e-40, 2.89067e-40
0.354372, 0, 2.88922e-10, 3.39317e-39, 1.41421, -2.88922e-10, 3.39317e-39, 0, 3.39317e-39, 3.39317e-39, 3.39317e-39, 3.39317e-39, 3.39317e-39, 3.39317e-39, 3.39317e-39, 3.39317e-39, 3.39317e-39, 3.39317e-39, 3.39317e-39, 1.26373e-14, 3.39317e-39, 2.36397e-13, 3.39317e-39, 2.88673e-10, 3.39317e-39, 3.39317e-39
0.362259, 0, 4.58773e-10, 3.59451e-38, 1.41421, -4.58773e-10, 3.59451e-38, 0, 3.59451e-38, 3.59451e-38, 3.59451e-38, 3.59451e-38, 3.59451e-38, 3.59451e-38, 3.59451e-38, 3.59451e-38, 3.59451e-38, 3.59451e-38, 3.59451e-38, 2.1134e-14, 3.59451e-38, 3.95723e-13, 3.59451e-38, 4.58357e-10, 3.59451e-38, 3.59451e-38
0.370145, 0, 7.22536e-10, 3.45203e-37, 1.41421, -7.22536e-10, 3.45203e-37, 0, 3.45203e-37, 3.45203e-37, 3.45203e-37, 3.45203e-37, 3.45203e-37, 3.45203e-37, 3.45203e-37, 3.45203e-37, 3.45203e-37, 3.45203e-37, 3.45203e-37, 3.52306e-14, 3.45203e-37, 6.59714e-13, 3.45203e-37, 7.21841e-10, 3.45203e-37, 3.45203e-37
0.378031, 0, 1.12872e-09, 3.02757e-36, 1.41421, -1.12872e-09, 3.02757e-36, 0, 3.02757e-36, 3.02757e-36, 3.02757e-36, 3.02757e-36, 3.02757e-36, 3.02757e-36, 3.02757e-36, 3.02757e-36, 3.02757e-36, 3.02757e-36, 3.02757e-36, 5.85752e-14, 3.02757e-36, 1.09583e-12, 3.02757e-36, 1.12757e-09, 3.02757e-36, 3.02757e-36
0.385918, 0, 1.74905e-09, 2.43403e-35, 1.41421, -1.74905e-09, 2.43403e-35, 0, 2.43403e-35, 2.43403e-35, 2.43403e-35, 2.43403e-35, 2.43403e-35, 2.43403e-35, 2.43403e-35, 2.43403e-35, 2.43403e-35, 2.43403e-35, 2.43403e-35, 9.71843e-14, 2.43403e-35, 1.81456e-12, 2.43403e-35, 1.74714e-09, 2.43403e-35, 2.43403e-35
0.393804, 0, 2.68862e-09, 1.80195e-34, 1.41421, -2.68862e-09, 1.80195e-34, 0, 1.80195e-34, 1.80195e-34, 1.80195e-34, 1.80195e-34, 1.80195e-34, 1.80195e-34, 1.80195e-34, 1.80195e-34, 1.80195e-34, 1.80195e-34, 1.80195e-34, 1.60984e-13, 1.80195e-34, 2.99677e-12, 1.80195e-34, 2.68547e-09, 1.80195e-34, 1.80195e-34
0.401691, 0, 4.10011e-09, 1.24869e-33, 1.41421, -4.10011e-09, 1.24869e-33, 0, 1.24869e-33, 1.24869e-33, 1.24869e-33, 1.24869e-33, 1.24869e-33, 1.24869e-33, 1.24869e-33, 1.24869e-33, 1.24869e-33, 1.24869e-33, 1.24869e-33, 2.66349e-13, 1.24869e-33, 4.93847e-12, 1.24869e-33, 4.09491e-09, 1.24869e-33, 1.24869e-33
0.409577, 0, 6.20333e-09, 7.28705e-33, 1.41421, -6.20333e-09, 7.28705e-33, 0, 7.28705e-33, 7.28705e-33, 7.28705e-33, 7.28705e-33, 7.28705e-33, 7.28705e-33, 7.28705e-33, 7.28705e-33, 7.28705e-33, 7.28705e-33, 7.28705e-33, 4.40291e-13, 7.28705e-33, 8.12408e-12, 7.28705e-33, 6.19477e-09, 7.28705e-33, 7.28705e-33
0.417464, 0, 9.31205e-09, 4.35449e-32, 1.41421, -9.31205e-09, 4.35449e-32, 0, 4.35449e-32, 4.35449e-32, 4.35449e-32, 4.35449e-32, 4.35449e-32, 4.35449e-32, 4.35449e-32, 4.35449e-32, 4.35449e-32, 4.35449e-32, 4.35449e-32, 7.27339e-13, 4.35449e-32, 1.33462e-11, 4.35449e-32, 9.29798e-09, 4.35449e-32, 4.35449e-32
0.42535, 0, 1.38703e-08, 2.31842e-31, 1.41421, -1.38703e-08, 2.31842e-31, 0, 2.31842e-31, 2.31842e-31, 2.31842e-31, 2.31842e-31, 2.31842e-31, 2.31842e-31, 2.31842e-31, 2.31842e-31, 2.31842e-31, 2.31842e-31, 2.31842e-31, 1.2008e-12, 2.31842e-31, 2.19005e-11, 2.31842e-31, 1.38472e-08, 2.31842e-31, 2.31842e-31
0.433236, 0, 2.0501e-08, 1.21464e-30, 1.41421, -2.0501e-08, 1.21464e-30, 0, 1.21464e-30, 1.21464e-30, 1.21464e-30, 1.21464e-30, 1.21464e-30, 1.21464e-30, 1.21464e-30, 1.21464e-30, 1.21464e-30, 1.21464e-30, 1.21464e-30, 1.98112e-12, 1.21464e-30, 3.59033e-11, 1.21464e-30, 2.04632e-08, 1.21464e-30, 1.21464e-30
0.441123, 0, 3.00711e-08, 6.08689e-30, 1.41421, -3.00711e-08, 6.08689e-30, 0, 6.08689e-30, 6.08689e-30, 6.08689e-30, 6.08689e-30, 6.08689e-30, 6.08689e-30, 6.08689e-30, 6.08689e-30, 6.08689e-30, 6.08689e-30, 6.08689e-30, 3.26565e-12, 6.08689e-30, 5.88047e-11, 6.08689e-30, 3.0009e-08, 6.08689e-30, 6.08689e-30
0.449009, 0, 4.37762e-08, 2.88927e-29, 1.41421, -4.37762e-08, 2.88927e-29, 0, 2.88927e-29, 2.88927e-29, 2.88927e-29, 2.88927e-29, 2.88927e-29, 2.88927e-29, 2.88927e-29, 2.88927e-29, 2.88927e-29, 2.88927e-29, 2.88927e-29, 5.37661e-12, 2.88927e-29, 9.6214e-11, 2.88927e-29, 4.36746e-08, 2.88927e-29, 2.88927e-29
0.456896, 0, 6.32527e-08, 1.32509e-28, 1.41421, -6.32527e-08, 1.32509e-28, 0, 1.32509e-28, 1.32509e-28, 1.32509e-28, 1.32509e-28, 1.32509e-28, 1.32509e-28, 1.32509e-28, 1.32509e-28, 1.32509e-28, 1.32509e-28, 1.32509e-28, 8.83783e-12, 1.32509e-28, 1.5722e-10, 1.32509e-28, 6.30867e-08, 1.32509e-28, 1.32509e-28
0.464782, 0, 9.07224e-08, 1.01941e-27, 1.41421, -9.07224e-08, 1.01941e-27, 0, 1.01941e-27, 1.01941e-27, 1.01941e-27, 1.01941e-27, 1.01941e-27, 1.01941e-27, 1.01941e-27, 1.01941e-27, 1.01941e-27, 1.01941e-27, 1.01941e-27, 1.45056e-11, 1.01941e-27, 2.56605e-10, 1.01941e-27, 9.04513e-08, 1.01941e-27, 1.01941e-27
0.472669, 0, 1.29174e-07, 4.10946e-27, 1.41421, -1.29174e-07, 4.10946e-27, 0, 4.10946e-27, 4.10946e-27, 4.10946e-27, 4.10946e-27, 4.10946e-27, 4.10946e-27, 4.10946e-27, 4.10946e-27, 4.10946e-27, 4.10946e-27, 4.10946e-27, 2.37281e-11, 4.10946e-27, 4.17686e-10, 4.10946e-27, 1.28732e-07, 4.10946e-27, 4.10946e-27
0.480555, 0, 1.82601e-07, 1.58324e-26, 1.41421, -1.82601e-07, 1.58324e-26, 0, 1.58324e-26, 1.58324e-26, 1.58324e-26, 1.58324e-26, 1.58324e-26, 2.59797e-13, 1.58324e-26, 1.58324e-26, 1.58324e-26, 1.58324e-26, 1.58324e-26, 3.86896e-11, 1.58324e-26, 6.7805e-10, 1.58324e-26, 1.81884e-07, 1.58324e-26, 1.58324e-26
0.488441, 0, 2.56297e-07, 5.83858e-26, 1.41421, -2.56297e-07, 5.83858e-26, 0, 5.83858e-26, 5.83858e-26, 5.83858e-26, 5.83858e-26, 5.83858e-26, 9.10483e-13, 5.83858e-26, 5.83858e-26, 5.83858e-26, 5.83858e-26, 5.83858e-26, 6.28466e-11, 5.83858e-26, 1.09704e-09, 5.83858e-26, 2.55137e-07, 5.83858e-26, 5.83858e-26
0.496328, 0, 3.57225e-07, 2.07644e-25, 1.41421, -3.57225e-07, 2.07644e-25, 0, 2.07644e-25, 2.07644e-25, 2.07644e-25, 2.07644e-25, 2.07644e-25, 2.4858e-12, 2.07644e-25, 2.07644e-25, 2.07644e-25, 2.07644e-25, 2.07644e-25, 1.01645e-10, 2.07644e-25, 1.76784e-09, 2.07644e-25, 3.55353e-07, 2.07644e-25, 2.07644e-25
0.504214, 0, 4.95597e-07, 4.349e-11, 1.41421, -4.95597e-07, 8.04693e-11, 4.349e-11, 4.35261e-11, 4.35649e-11, 4.6734e-10, 5.38255e-11, 5.24444e-11, 6.19825e-11, 8.79627e-11, 4.5867e-11, 5.34454e-10, 4.38921e-11, 4.53611e-11, 2.0709e-10, 4.349e-11, 2.87893e-09, 4.34908e-11, 4.91559e-07, 4.349e-11, 4.349e-11
0.512101, 0, 6.83733e-07, 1.51752e-10, 1.41421, -6.83733e-07, 2.80613e-10, 1.51752e-10, 1.51878e-10, 1.52013e-10, 1.62873e-09, 1.87768e-10, 1.82956e-10, 2.09297e-10, 3.06725e-10, 1.60036e-10, 1.8626e-09, 1.53154e-10, 1.58272e-10, 4.13699e-10, 1.51752e-10, 4.67511e-09, 1.51755e-10, 6.75334e-07, 1.51752e-10, 1.51752e-10
0.519987, 0, 9.39158e-07, 4.1287e-10, 1.41421, -9.39158e-07, 7.62884e-10, 4.1287e-10, 4.13212e-10, 4.13579e-10, 4.42467e-09, 5.10698e-10, 4.97625e-10, 5.62926e-10, 8.33811e-10, 4.35369e-10, 5.05992e-09, 4.16676e-10, 4.3058e-10, 8.29874e-10, 4.1287e-10, 7.58544e-09, 4.12878e-10, 9.2176e-07, 4.1287e-10, 4.1287e-10
0.527874, 0, 1.28636e-06, 1.02537e-09, 1.41421, -1.28636e-06, 1.89308e-09, 1.02537e-09, 1.02622e-09, 1.02713e-09, 1.0971e-08, 1.26789e-09, 1.23548e-09, 1.38887e-09, 2.06892e-09, 1.08115e-09, 1.25458e-08, 1.03481e-09, 1.06927e-09, 1.68516e-09, 1.02537e-09, 1.23232e-08, 1.02539e-09, 1.2501e-06, 1.02537e-09, 1.02537e-09
0.53576, 0, 1.76123e-06, 2.42403e-09, 1.41421, -1.76123e-06, 4.47225e-09, 2.42403e-09, 2.42603e-09, 2.42818e-09, 2.59004e-08, 2.9965e-09, 2.92e-09, 3.26741e-09, 4.8873e-09, 2.55569e-09, 2.96178e-08, 2.4463e-09, 2.52767e-09, 3.46126e-09, 2.42403e-09, 2.00921e-08, 2.42407e-09, 1.68517e-06, 2.42403e-09, 2.42403e-09
0.543646, 0, 2.41899e-06, 5.53635e-09, 1.41421, -2.41899e-06, 1.02087e-08, 5.53635e-09, 5.54092e-09, 5.54581e-09, 5.90899e-08, 6.84225e-09, 6.66775e-09, 7.45892e-09, 1.11555e-08, 5.83669e-09, 6.75699e-08, 5.58716e-09, 5.77276e-09, 7.15602e-09, 5.53635e-09, 3.29838e-08, 5.53645e-09, 2.25909e-06, 5.53635e-09, 5.53635e-09
0.551533, 0, 3.34896e-06, 1.22887e-08, 1.41421, -3.34896e-06, 2.26494e-08, 1.22887e-08, 1.22989e-08, 1.23097e-08, 1.3104e-07, 1.51845e-08, 1.47975e-08, 1.67865e-08, 2.47488e-08, 1.29547e-08, 1.49844e-07, 1.24014e-08, 1.2813e-08, 1.48004e-08, 1.22887e-08, 5.45615e-08, 1.22889e-08, 3.01381e-06, 1.22887e-08, 1.22887e-08
0.559419, 0, 4.70384e-06, 2.65765e-08, 1.41421, -4.70384e-06, 4.89639e-08, 2.65765e-08, 2.65984e-08, 2.66219e-08, 2.83176e-07, 3.28337e-08, 3.19975e-08, 3.90959e-08, 5.35004e-08, 2.80156e-08, 3.23808e-07, 2.682e-08, 2.77093e-08, 3.04437e-08, 2.65765e-08, 9.11446e-08, 2.6577e-08, 4.00519e-06, 2.65765e-08, 2.65765e-08
0.567306, 0, 6.74571e-06, 5.6069e-08, 1.41421, -6.74571e-06, 1.03262e-07, 5.6069e-08, 5.61152e-08, 5.61646e-08, 5.9699e-07, 6.92594e-08, 6.74967e-08, 8.63054e-08, 1.12826e-07, 5.91026e-08, 6.82642e-07, 5.65822e-08, 5.84569e-08, 6.19804e-08, 5.6069e-08, 1.5386e-07, 5.607e-08, 5.30964e-06, 5.6069e-08, 5.6069e-08
0.575192, 0, 9.93899e-06, 1.15467e-07, 1.41421, -9.93899e-06, 2.12579e-07, 1.15467e-07, 1.15562e-07, 1.15664e-07, 1.22855e-06, 1.4261e-07, 1.38983e-07, 1.84069e-07, 2.32258e-07, 1.2171e-07, 1.4048e-06, 1.16523e-07, 1.20381e-07, 1.24441e-07, 1.15467e-07, 2.62312e-07, 1.15469e-07, 7.0351e-06, 1.15467e-07, 1.15467e-07
0.583079, 0, 1.51055e-05, 2.32207e-07, 1.41421, -1.51055e-05, 4.27342e-07, 2.32207e-07, 2.32398e-07, 2.32602e-07, 2.46881e-06, 2.86746e-07, 2.79458e-07, 3.82057e-07, 4.66884e-07, 2.4475e-07, 2.82297e-06, 2.34329e-07, 2.4208e-07, 2.45727e-07, 2.32207e-07, 4.50839e-07, 2.32211e-07, 9.33935e-06, 2.32207e-07, 2.32207e-07
0.590965, 0, 2.36893e-05, 4.56123e-07, 1.41421, -2.36893e-05, 8.39097e-07, 4.56123e-07, 4.56497e-07, 4.56898e-07, 4.8457e-06, 5.63162e-07, 5.48858e-07, 7.74762e-07, 9.16702e-07, 4.8074e-07, 5.54077e-06, 4.60287e-07, 4.755e-07, 4.76345e-07, 4.56123e-07, 7.78917e-07, 4.56131e-07, 1.24608e-05, 4.56123e-07, 4.56123e-07
0.598852, 0, 3.81932e-05, 8.75344e-07, 1.41421, -3.81932e-05, 1.60963e-06, 8.75344e-07, 8.76061e-07, 8.76831e-07, 9.29163e-06, 1.08057e-06, 1.05315e-06, 1.53751e-06, 1.75843e-06, 9.22544e-07, 1.06243e-05, 8.83329e-07, 9.12497e-07, 9.05374e-07, 8.75344e-07, 1.34808e-06, 8.75359e-07, 1.67681e-05, 8.75344e-07, 8.75344e-07
0.606738, 0, 6.28807e-05, 1.64155e-06, 1.41421, -6.28807e-05, 3.01721e-06, 1.64155e-06, 1.64289e-06, 1.64433e-06, 1.74091e-05, 2.02604e-06, 1.97466e-06, 2.99386e-06, 3.29597e-06, 1.72998e-06, 1.99058e-05, 1.65651e-06, 1.71115e-06, 1.68583e-06, 1.64155e-06, 2.32859e-06, 1.64158e-06, 2.28404e-05, 1.64155e-06, 1.64155e-06
0.614624, 0, 0.000104855, 3.00875e-06, 1.41421, -0.000104855, 5.52744e-06, 3.00875e-06, 3.01121e-06, 3.01385e-06, 3.18775e-05, 3.71271e-06, 3.61864e-06, 5.72223e-06, 6.03783e-06, 3.17065e-06, 3.64488e-05, 3.03614e-06, 3.13619e-06, 3.0736e-06, 3.00875e-06, 4.00016e-06, 3.0088e-06, 3.15904e-05, 3.00875e-06, 3.00875e-06
0.622511, 0, 0.00017569, 5.39088e-06, 1.41421, -0.00017569, 9.89842e-06, 5.39088e-06, 5.39529e-06, 5.40001e-06, 5.70554e-05, 6.65072e-06, 6.48237e-06, 1.07391e-05, 1.08118e-05, 5.68063e-06, 6.52363e-05, 5.4399e-06, 5.61895e-06, 5.48523e-06, 5.39088e-06, 6.81232e-06, 5.39098e-06, 4.44554e-05, 5.39088e-06, 5.39088e-06
0.630397, 0, 0.000293778, 9.44415e-06, 1.41421, -0.000293778, 1.73307e-05, 9.44415e-06, 9.45185e-06, 9.46012e-06, 9.98381e-05, 1.16484e-05, 1.13538e-05, 1.97954e-05, 1.89288e-05, 9.9511e-06, 0.000114152, 9.52991e-06, 9.84319e-06, 9.58055e-06, 9.44415e-06, 1.14706e-05, 9.44431e-06, 6.36618e-05, 9.44415e-06, 9.44415e-06
