   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_62.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
15.0684, 0, 0.198829, 0.198829, 1.41421, -0.198829, 0, 0.198829, 0.198829, 0.198829, 0.198829, 0.198829, 0.198829, 0.198829, 0.198829, 0.198829, 0.198829, 0.198829, 0.198829, 0.198829, 0.198829, 0.198829, 0.198829, 0.198829, 0.198829, 0.198829, 0.198829, 0.198829
15.0763, 2, 0.195496, 0.195495, 2, 1.8045, 0, 0.195495, 0.195495, 0.195495, 0.195495, 0.195495, 0.195495, 0.195495, 0.195495, 0.195495, 0.195495, 0.195495, 0.195495, 0.195495, 0.195495, 0.195495, 0.195495, 0.195496, 0.195495, 0.195495, 0.195495, 0.195495
15.0842, 0, 0.192093, 0.192093, 1.41421, -0.192093, 0, 0.192093, 0.192093, 0.192093, 0.192093, 0.192093, 0.192093, 0.192093, 0.192093, 0.192093, 0.192093, 0.192093, 0.192093, 0.192093, 0.192093, 0.192093, 0.192093, 0.192093, 0.192093, 0.192093, 0.192093, 0.192093
15.0921, 0, 0.188658, 0.188657, 1.41421, -0.188658, 0, 0.188657, 0.188657, 0.188657, 0.188657, 0.188657, 0.188657, 0.188657, 0.188657, 0.188657, 0.188657, 0.188657, 0.188657, 0.188657, 0.188657, 0.188657, 0.188657, 0.188658, 0.188657, 0.188657, 0.188657, 0.188657
15.1, 0, 0.185222, 0.185222, 1.41421, -0.185222, 0, 0.185222, 0.185222, 0.185222, 0.185222, 0.185222, 0.185222, 0.185222, 0.185222, 0.185222, 0.185222, 0.185222, 0.185222, 0.185222, 0.185222, 0.185222, 0.185222, 0.185222, 0.185222, 0.185222, 0.185222, 0.185222
15.1079, 0, 0.181819, 0.181818, 1.41421, -0.181819, 0, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181818, 0.181819, 0.181818, 0.181818, 0.181818, 0.181818
15.1158, 0, 0.181421, 0.181421, 1.41421, -0.181421, 0, 0.181421, 0.181421, 0.181421, 0.181421, 0.181421, 0.181421, 0.181421, 0.181421, 0.181421, 0.181421, 0.181421, 0.181421, 0.181421, 0.181421, 0.181421, 0.181421, 0.181421, 0.181421, 0.181421, 0.181421, 0.181421
15.1237, 0, 0.180957, 0.180956, 1.41421, -0.180957, 0, 0.180956, 0.180956, 0.180956, 0.180956, 0.180956, 0.180956, 0.180956, 0.180956, 0.180956, 0.180956, 0.180956, 0.180956, 0.180956, 0.180956, 0.180956, 0.180956, 0.180957, 0.180956, 0.180956, 0.180956, 0.180956
15.1316, 0, 0.180438, 0.180437, 1.41421, -0.180438, 0, 0.180437, 0.180437, 0.180437, 0.180437, 0.180437, 0.180437, 0.180437, 0.180437, 0.180437, 0.180437, 0.180437, 0.180437, 0.180437, 0.180437, 0.180437, 0.180437, 0.180438, 0.180437, 0.180437, 0.180437, 0.180437
15.1395, 0, 0.179891, 0.179891, 1.41421, -0.179891, 0, 0.179891, 0.179891, 0.179891, 0.179891, 0.179891, 0.179891, 0.179891, 0.179891, 0.179891, 0.179891, 0.179891, 0.179891, 0.179891, 0.179891, 0.179891, 0.179891, 0.179891, 0.179891, 0.179891, 0.179891, 0.179891
15.1474, 0, 0.179346, 0.179346, 1.41421, -0.179346, 0, 0.179346, 0.179346, 0.179346, 0.179346, 0.179346, 0.179346, 0.179346, 0.179346, 0.179346, 0.179346, 0.179346, 0.179346, 0.179346, 0.179346, 0.179346, 0.179346, 0.179346, 0.179346, 0.179346, 0.179346, 0.179346
15.1552, 2, 0.178951, 0.178951, 2, 1.82105, 0, 0.178951, 0.178951, 0.178951, 0.178951, 0.178951, 0.178951, 0.178951, 0.178951, 0.178951, 0.178951, 0.178951, 0.178951, 0.178951, 0.178951, 0.178951, 0.178951, 0.178951, 0.178951, 0.178951, 0.178951, 0.178951
15.1631, 0, 0.17849, 0.17849, 1.41421, -0.17849, 0, 0.17849, 0.17849, 0.17849, 0.17849, 0.17849, 0.17849, 0.17849, 0.17849, 0.17849, 0.17849, 0.17849, 0.17849, 0.17849, 0.17849, 0.17849, 0.17849, 0.17849, 0.17849, 0.17849, 0.17849, 0.17849
15.171, 0, 0.177975, 0.177974, 1.41421, -0.177975, 0, 0.177974, 0.177974, 0.177974, 0.177974, 0.177974, 0.177974, 0.177974, 0.177974, 0.177974, 0.177974, 0.177974, 0.177974, 0.177974, 0.177974, 0.177974, 0.177974, 0.177975, 0.177974, 0.177974, 0.177974, 0.177974
15.1789, 2, 0.177432, 0.177432, 2, 1.82257, 0, 0.177432, 0.177432, 0.177432, 0.177432, 0.177432, 0.177432, 0.177432, 0.177432, 0.177432, 0.177432, 0.177432, 0.177432, 0.177432, 0.177432, 0.177432, 0.177432, 0.177432, 0.177432, 0.177432, 0.177432, 0.177432
15.1868, 0, 0.176891, 0.17689, 1.41421, -0.176891, 0, 0.17689, 0.17689, 0.17689, 0.17689, 0.17689, 0.17689, 0.17689, 0.17689, 0.17689, 0.17689, 0.17689, 0.17689, 0.17689, 0.17689, 0.17689, 0.17689, 0.176891, 0.17689, 0.17689, 0.17689, 0.17689
15.1947, 0, 0.176498, 0.176498, 1.41421, -0.176498, 0, 0.176498, 0.176498, 0.176498, 0.176498, 0.176498, 0.176498, 0.176498, 0.176498, 0.176498, 0.176498, 0.176498, 0.176498, 0.176498, 0.176498, 0.176498, 0.176498, 0.176498, 0.176498, 0.176498, 0.176498, 0.176498
15.2026, 0, 0.176005, 0.176004, 1.41421, -0.176005, 0, 0.176004, 0.176004, 0.176004, 0.176004, 0.176004, 0.176004, 0.176004, 0.176004, 0.176004, 0.176004, 0.176004, 0.176004, 0.176004, 0.176004, 0.176004, 0.176004, 0.176005, 0.176004, 0.176004, 0.176004, 0.176004
15.2105, 0, 0.175425, 0.175425, 1.41421, -0.175425, 0, 0.175425, 0.175425, 0.175425, 0.175425, 0.175425, 0.175425, 0.175425, 0.175425, 0.175425, 0.175425, 0.175425, 0.175425, 0.175425, 0.175425, 0.175425, 0.175425, 0.175425, 0.175425, 0.175425, 0.175425, 0.175425
15.2184, 0, 0.174804, 0.174804, 1.41421, -0.174804, 0, 0.174804, 0.174804, 0.174804, 0.174804, 0.174804, 0.174804, 0.174804, 0.174804, 0.174804, 0.174804, 0.174804, 0.174804, 0.174804, 0.174804, 0.174804, 0.174804, 0.174804, 0.174804, 0.174804, 0.174804, 0.174804
15.2263, 2, 0.174184, 0.174183, 2, 1.82582, 0, 0.174183, 0.174183, 0.174183, 0.174183, 0.174183, 0.174183, 0.174183, 0.174183, 0.174183, 0.174183, 0.174183, 0.174183, 0.174183, 0.174183, 0.174183, 0.174183, 0.174184, 0.174183, 0.174183, 0.174183, 0.174183
15.2342, 2, 0.173863, 0.173862, 2, 1.82614, 0, 0.173862, 0.173862, 0.173862, 0.173862, 0.173862, 0.173862, 0.173862, 0.173862, 0.173862, 0.173862, 0.173862, 0.173862, 0.173862, 0.173862, 0.173862, 0.173862, 0.173863, 0.173862, 0.173862, 0.173862, 0.173862
15.2421, 2, 0.173396, 0.173395, 2, 1.8266, 0, 0.173395, 0.173395, 0.173395, 0.173395, 0.173395, 0.173395, 0.173395, 0.173395, 0.173395, 0.173395, 0.173395, 0.173395, 0.173395, 0.173395, 0.173395, 0.173395, 0.173396, 0.173395, 0.173395, 0.173395, 0.173395
15.25, 0, 0.172804, 0.172803, 1.41421, -0.172804, 0, 0.172803, 0.172803, 0.172803, 0.172803, 0.172803, 0.172803, 0.172803, 0.172803, 0.172803, 0.172803, 0.172803, 0.172803, 0.172803, 0.172803, 0.172803, 0.172803, 0.172804, 0.172803, 0.172803, 0.172803, 0.172803
15.2579, 0, 0.17215, 0.17215, 1.41421, -0.17215, 0, 0.17215, 0.17215, 0.17215, 0.17215, 0.17215, 0.17215, 0.17215, 0.17215, 0.17215, 0.17215, 0.17215, 0.17215, 0.17215, 0.17215, 0.17215, 0.17215, 0.17215, 0.17215, 0.17215, 0.17215, 0.17215
15.2658, 2, 0.171498, 0.171497, 2, 1.8285, 0, 0.171497, 0.171497, 0.171497, 0.171497, 0.171497, 0.171497, 0.171497, 0.171497, 0.171497, 0.171497, 0.171497, 0.171497, 0.171497, 0.171497, 0.171497, 0.171497, 0.171498, 0.171497, 0.171497, 0.171497, 0.171497
15.2737, 0, 0.171163, 0.171162, 1.41421, -0.171163, 0, 0.171162, 0.171162, 0.171162, 0.171162, 0.171162, 0.171162, 0.171162, 0.171162, 0.171162, 0.171162, 0.171162, 0.171162, 0.171162, 0.171162, 0.171162, 0.171162, 0.171163, 0.171162, 0.171162, 0.171162, 0.171162
15.2816, 0, 0.170642, 0.170642, 1.41421, -0.170642, 0, 0.170642, 0.170642, 0.170642, 0.170642, 0.170642, 0.170642, 0.170642, 0.170642, 0.170642, 0.170642, 0.170642, 0.170642, 0.170642, 0.170642, 0.170642, 0.170642, 0.170642, 0.170642, 0.170642, 0.170642, 0.170642
15.2895, 0, 0.169961, 0.16996, 1.41421, -0.169961, 0, 0.16996, 0.16996, 0.16996, 0.16996, 0.16996, 0.16996, 0.16996, 0.16996, 0.16996, 0.16996, 0.16996, 0.16996, 0.16996, 0.16996, 0.16996, 0.16996, 0.169961, 0.16996, 0.16996, 0.16996, 0.16996
15.2974, 2, 0.1692, 0.169199, 2, 1.8308, 0, 0.169199, 0.169199, 0.169199, 0.169199, 0.169199, 0.169199, 0.169199, 0.169199, 0.169199, 0.169199, 0.169199, 0.169199, 0.169199, 0.169199, 0.169199, 0.169199, 0.1692, 0.169199, 0.169199, 0.169199, 0.169199
15.3053, 0, 0.168441, 0.16844, 1.41421, -0.168441, 0, 0.16844, 0.16844, 0.16844, 0.16844, 0.16844, 0.16844, 0.16844, 0.16844, 0.16844, 0.16844, 0.16844, 0.16844, 0.16844, 0.16844, 0.16844, 0.16844, 0.168441, 0.16844, 0.16844, 0.16844, 0.16844
15.3132, 2, 0.168179, 0.168179, 2, 1.83182, 0, 0.168179, 0.168179, 0.168179, 0.168179, 0.168179, 0.168179, 0.168179, 0.168179, 0.168179, 0.168179, 0.168179, 0.168179, 0.168179, 0.168179, 0.168179, 0.168179, 0.168179, 0.168179, 0.168179, 0.168179, 0.168179
15.3211, 0, 0.167687, 0.167686, 1.41421, -0.167687, 0, 0.167686, 0.167686, 0.167686, 0.167686, 0.167686, 0.167686, 0.167686, 0.167686, 0.167686, 0.167686, 0.167686, 0.167686, 0.167686, 0.167686, 0.167686, 0.167686, 0.167687, 0.167686, 0.167686, 0.167686, 0.167686
15.329, 0, 0.166994, 0.166993, 1.41421, -0.166994, 0, 0.166993, 0.166993, 0.166993, 0.166993, 0.166993, 0.166993, 0.166993, 0.166993, 0.166993, 0.166993, 0.166993, 0.166993, 0.166993, 0.166993, 0.166993, 0.166993, 0.166994, 0.166993, 0.166993, 0.166993, 0.166993
15.3369, 2, 0.166202, 0.166201, 2, 1.8338, 0, 0.166201, 0.166201, 0.166201, 0.166201, 0.166201, 0.166201, 0.166201, 0.166201, 0.166201, 0.166201, 0.166201, 0.166201, 0.166201, 0.166201, 0.166201, 0.166201, 0.166201, 0.166201, 0.166201, 0.166201, 0.166201
15.3448, 0, 0.165411, 0.165411, 1.41421, -0.165411, 0, 0.165411, 0.165411, 0.165411, 0.165411, 0.165411, 0.165411, 0.165411, 0.165411, 0.165411, 0.165411, 0.165411, 0.165411, 0.165411, 0.165411, 0.165411, 0.165411, 0.165411, 0.165411, 0.165411, 0.165411, 0.165411
15.3527, 0, 0.165109, 0.165109, 1.41421, -0.165109, 0, 0.165109, 0.165109, 0.165109, 0.165109, 0.165109, 0.165109, 0.165109, 0.165109, 0.165109, 0.165109, 0.165109, 0.165109, 0.165109, 0.165109, 0.165109, 0.165109, 0.165109, 0.165109, 0.165109, 0.165109, 0.165109
15.3606, 0, 0.16454, 0.16454, 1.41421, -0.16454, 0, 0.16454, 0.16454, 0.16454, 0.16454, 0.16454, 0.16454, 0.16454, 0.16454, 0.16454, 0.16454, 0.16454, 0.16454, 0.16454, 0.16454, 0.16454, 0.16454, 0.16454, 0.16454, 0.16454, 0.16454, 0.16454
15.3685, 0, 0.163738, 0.163737, 1.41421, -0.163738, 0, 0.163737, 0.163737, 0.163737, 0.163737, 0.163737, 0.163737, 0.163737, 0.163737, 0.163737, 0.163737, 0.163737, 0.163737, 0.163737, 0.163737, 0.163737, 0.163737, 0.163738, 0.163737, 0.163737, 0.163737, 0.163737
15.3764, 0, 0.16282, 0.162819, 1.41421, -0.16282, 0, 0.162819, 0.162819, 0.162819, 0.162819, 0.162819, 0.162819, 0.162819, 0.162819, 0.162819, 0.162819, 0.162819, 0.162819, 0.162819, 0.162819, 0.162819, 0.162819, 0.16282, 0.162819, 0.162819, 0.162819, 0.162819
15.3843, 2, 0.161905, 0.161904, 2, 1.8381, 0, 0.161904, 0.161904, 0.161904, 0.161904, 0.161904, 0.161904, 0.161904, 0.161904, 0.161904, 0.161904, 0.161904, 0.161904, 0.161904, 0.161904, 0.161904, 0.161904, 0.161905, 0.161904, 0.161904, 0.161904, 0.161904
15.3922, 0, 0.16167, 0.161669, 1.41421, -0.16167, 0, 0.161669, 0.161669, 0.161669, 0.161669, 0.161669, 0.161669, 0.161669, 0.161669, 0.161669, 0.161669, 0.161669, 0.161669, 0.161669, 0.161669, 0.161669, 0.161669, 0.16167, 0.161669, 0.161669, 0.161669, 0.161669
15.4001, 0, 0.161127, 0.161127, 1.41421, -0.161127, 0, 0.161127, 0.161127, 0.161127, 0.161127, 0.161127, 0.161127, 0.161127, 0.161127, 0.161127, 0.161127, 0.161127, 0.161127, 0.161127, 0.161127, 0.161127, 0.161127, 0.161127, 0.161127, 0.161127, 0.161127, 0.161127
15.408, 2, 0.160317, 0.160317, 2, 1.83968, 0, 0.160317, 0.160317, 0.160317, 0.160317, 0.160317, 0.160317, 0.160317, 0.160317, 0.160317, 0.160317, 0.160317, 0.160317, 0.160317, 0.160317, 0.160317, 0.160317, 0.160317, 0.160317, 0.160317, 0.160317, 0.160317
15.4159, 0, 0.159375, 0.159375, 1.41421, -0.159375, 0, 0.159375, 0.159375, 0.159375, 0.159375, 0.159375, 0.159375, 0.159375, 0.159375, 0.159375, 0.159375, 0.159375, 0.159375, 0.159375, 0.159375, 0.159375, 0.159375, 0.159375, 0.159375, 0.159375, 0.159375, 0.159375
15.4238, 0, 0.158436, 0.158435, 1.41421, -0.158436, 0, 0.158435, 0.158435, 0.158435, 0.158435, 0.158435, 0.158435, 0.158435, 0.158435, 0.158435, 0.158435, 0.158435, 0.158435, 0.158435, 0.158435, 0.158435, 0.158435, 0.158436, 0.158435, 0.158435, 0.158435, 0.158435
15.4317, 0, 0.158132, 0.158131, 1.41421, -0.158132, 0, 0.158131, 0.158131, 0.158131, 0.158131, 0.158131, 0.158131, 0.158131, 0.158131, 0.158131, 0.158131, 0.158131, 0.158131, 0.158131, 0.158131, 0.158131, 0.158131, 0.158132, 0.158131, 0.158132, 0.158131, 0.158131
15.4396, 2, 0.157492, 0.157491, 2, 1.84251, 0, 0.157491, 0.157491, 0.157491, 0.157491, 0.157491, 0.157491, 0.157491, 0.157491, 0.157491, 0.157491, 0.157491, 0.157491, 0.157491, 0.157491, 0.157491, 0.157491, 0.157491, 0.157491, 0.157491, 0.157491, 0.157491
15.4475, 0, 0.156557, 0.156556, 1.41421, -0.156557, 0, 0.156556, 0.156556, 0.156556, 0.156556, 0.156556, 0.156556, 0.156556, 0.156556, 0.156556, 0.156556, 0.156556, 0.156556, 0.156556, 0.156556, 0.156556, 0.156556, 0.156557, 0.156556, 0.156557, 0.156556, 0.156556
15.4554, 2, 0.155478, 0.155477, 2, 1.84452, 0, 0.155477, 0.155477, 0.155477, 0.155477, 0.155477, 0.155477, 0.155477, 0.155477, 0.155477, 0.155477, 0.155477, 0.155477, 0.155477, 0.155477, 0.155477, 0.155477, 0.155478, 0.155477, 0.155477, 0.155477, 0.155477
15.4633, 0, 0.154403, 0.154402, 1.41421, -0.154403, 0, 0.154402, 0.154402, 0.154402, 0.154402, 0.154402, 0.154402, 0.154402, 0.154402, 0.154402, 0.154402, 0.154402, 0.154402, 0.154402, 0.154402, 0.154402, 0.154402, 0.154402, 0.154402, 0.154402, 0.154402, 0.154402
15.4712, 4, 0.154159, 0.154158, 2.44949, 3.84584, 0, 0.154158, 0.154158, 0.154158, 0.154158, 0.154158, 0.154158, 0.154158, 0.154158, 0.154158, 0.154158, 0.154158, 0.154158, 0.154158, 0.154158, 0.154158, 0.154158, 0.154158, 0.154158, 0.154158, 0.154158, 0.154158
15.4791, 0, 0.153545, 0.153544, 1.41421, -0.153545, 0, 0.153544, 0.153544, 0.153544, 0.153544, 0.153544, 0.153544, 0.153544, 0.153544, 0.153544, 0.153544, 0.153544, 0.153544, 0.153544, 0.153544, 0.153544, 0.153544, 0.153544, 0.153544, 0.153544, 0.153544, 0.153544
15.487, 2, 0.152608, 0.152607, 2, 1.84739, 0, 0.152607, 0.152607, 0.152607, 0.152607, 0.152607, 0.152607, 0.152607, 0.152607, 0.152607, 0.152607, 0.152607, 0.152607, 0.152607, 0.152607, 0.152607, 0.152607, 0.152607, 0.152607, 0.152608, 0.152607, 0.152607
15.4949, 4, 0.151513, 0.151512, 2.44949, 3.84849, 0, 0.151512, 0.151512, 0.151512, 0.151512, 0.151512, 0.151512, 0.151512, 0.151512, 0.151512, 0.151512, 0.151512, 0.151512, 0.151512, 0.151512, 0.151512, 0.151512, 0.151512, 0.151512, 0.151513, 0.151512, 0.151512
15.5028, 2, 0.150422, 0.15042, 2, 1.84958, 0, 0.15042, 0.15042, 0.15042, 0.15042, 0.15042, 0.15042, 0.15042, 0.15042, 0.15042, 0.15042, 0.15042, 0.15042, 0.15042, 0.15042, 0.15042, 0.15042, 0.150421, 0.15042, 0.150421, 0.15042, 0.15042
15.5107, 6, 0.150072, 0.15007, 2.82843, 5.84993, 0, 0.15007, 0.15007, 0.15007, 0.15007, 0.15007, 0.15007, 0.15007, 0.15007, 0.15007, 0.15007, 0.15007, 0.15007, 0.15007, 0.15007, 0.15007, 0.15007, 0.15007, 0.15007, 0.150072, 0.15007, 0.15007
15.5186, 4, 0.14934, 0.149337, 2.44949, 3.85066, 0, 0.149337, 0.149337, 0.149337, 0.149337, 0.149337, 0.149337, 0.149337, 0.149337, 0.149337, 0.149337, 0.149337, 0.149337, 0.149337, 0.149337, 0.149337, 0.149337, 0.149337, 0.149337, 0.149339, 0.149337, 0.149337
15.5265, 0, 0.148272, 0.148268, 1.41421, -0.148272, 0, 0.148268, 0.148268, 0.148268, 0.148268, 0.148268, 0.148268, 0.148268, 0.148268, 0.148268, 0.148268, 0.148268, 0.148268, 0.148268, 0.148268, 0.148268, 0.148268, 0.148269, 0.148268, 0.148271, 0.148268, 0.148268
15.5344, 2, 0.14704, 0.147036, 2, 1.85296, 0, 0.147036, 0.147036, 0.147036, 0.147036, 0.147036, 0.147036, 0.147036, 0.147036, 0.147036, 0.147036, 0.147036, 0.147036, 0.147036, 0.147036, 0.147036, 0.147036, 0.147037, 0.147036, 0.14704, 0.147036, 0.147036
15.5423, 0, 0.145814, 0.145809, 1.41421, -0.145814, 0, 0.145809, 0.145809, 0.145809, 0.145809, 0.145809, 0.145809, 0.145809, 0.145809, 0.145809, 0.145809, 0.145809, 0.145809, 0.145809, 0.145809, 0.145809, 0.145809, 0.14581, 0.145809, 0.145814, 0.145809, 0.145809
15.5502, 0, 0.145494, 0.145488, 1.41421, -0.145494, 0, 0.145488, 0.145488, 0.145488, 0.145488, 0.145488, 0.145488, 0.145488, 0.145488, 0.145488, 0.145488, 0.145488, 0.145488, 0.145488, 0.145488, 0.145488, 0.145488, 0.145489, 0.145488, 0.145494, 0.145488, 0.145488
15.5581, 0, 0.144785, 0.144778, 1.41421, -0.144785, 0, 0.144778, 0.144778, 0.144778, 0.144778, 0.144778, 0.144778, 0.144778, 0.144778, 0.144778, 0.144778, 0.144778, 0.144778, 0.144778, 0.144778, 0.144778, 0.144778, 0.144778, 0.144778, 0.144785, 0.144778, 0.144778
15.566, 0, 0.143729, 0.14372, 1.41421, -0.143729, 0, 0.14372, 0.14372, 0.14372, 0.14372, 0.14372, 0.14372, 0.14372, 0.14372, 0.14372, 0.14372, 0.14372, 0.14372, 0.14372, 0.14372, 0.14372, 0.14372, 0.143721, 0.14372, 0.143729, 0.14372, 0.14372
15.5739, 0, 0.142504, 0.142492, 1.41421, -0.142504, 0, 0.142492, 0.142492, 0.142492, 0.142492, 0.142492, 0.142492, 0.142492, 0.142492, 0.142492, 0.142492, 0.142492, 0.142492, 0.142492, 0.142492, 0.142492, 0.142492, 0.142493, 0.142492, 0.142503, 0.142492, 0.142492
15.5818, 0, 0.141284, 0.14127, 1.41421, -0.141284, 0, 0.14127, 0.14127, 0.14127, 0.14127, 0.14127, 0.14127, 0.14127, 0.14127, 0.14127, 0.14127, 0.14127, 0.14127, 0.14127, 0.14127, 0.14127, 0.14127, 0.141271, 0.14127, 0.141283, 0.14127, 0.14127
15.5897, 0, 0.140824, 0.140808, 1.41421, -0.140824, 0, 0.140808, 0.140808, 0.140808, 0.140808, 0.140808, 0.140808, 0.140808, 0.140808, 0.140808, 0.140808, 0.140808, 0.140808, 0.140808, 0.140808, 0.140808, 0.140808, 0.140808, 0.140808, 0.140824, 0.140808, 0.140808
15.5976, 0, 0.139982, 0.139962, 1.41421, -0.139982, 0, 0.139962, 0.139962, 0.139962, 0.139962, 0.139962, 0.139962, 0.139962, 0.139962, 0.139962, 0.139962, 0.139962, 0.139962, 0.139962, 0.139962, 0.139962, 0.139962, 0.139963, 0.139962, 0.139981, 0.139962, 0.139962
15.6055, 2, 0.138796, 0.138773, 2, 1.8612, 0, 0.138773, 0.138773, 0.138773, 0.138773, 0.138773, 0.138773, 0.138773, 0.138773, 0.138773, 0.138773, 0.138773, 0.138773, 0.138773, 0.138773, 0.138773, 0.138773, 0.138773, 0.138773, 0.138795, 0.138773, 0.138773
15.6133, 0, 0.137444, 0.137416, 1.41421, -0.137444, 0, 0.137416, 0.137416, 0.137416, 0.137416, 0.137416, 0.137416, 0.137416, 0.137416, 0.137416, 0.137416, 0.137416, 0.137416, 0.137416, 0.137416, 0.137416, 0.137416, 0.137416, 0.137416, 0.137443, 0.137416, 0.137416
15.6212, 0, 0.136099, 0.136066, 1.41421, -0.136099, 0, 0.136066, 0.136066, 0.136066, 0.136066, 0.136066, 0.136066, 0.136066, 0.136066, 0.136066, 0.136066, 0.136066, 0.136066, 0.136066, 0.136066, 0.136066, 0.136066, 0.136066, 0.136066, 0.136098, 0.136066, 0.136066
15.6291, 0, 0.135669, 0.13563, 1.41421, -0.135669, 0, 0.13563, 0.13563, 0.13563, 0.13563, 0.13563, 0.13563, 0.13563, 0.13563, 0.13563, 0.13563, 0.13563, 0.13563, 0.13563, 0.13563, 0.13563, 0.13563, 0.13563, 0.13563, 0.135669, 0.13563, 0.13563
15.637, 0, 0.134854, 0.134808, 1.41421, -0.134854, 0, 0.134808, 0.134808, 0.134808, 0.134808, 0.134808, 0.134808, 0.134808, 0.134808, 0.134808, 0.134808, 0.134808, 0.134808, 0.134808, 0.134808, 0.134808, 0.134808, 0.134809, 0.134808, 0.134854, 0.134808, 0.134808
15.6449, 0, 0.133691, 0.133636, 1.41421, -0.133691, 0, 0.133636, 0.133636, 0.133636, 0.133636, 0.133636, 0.133636, 0.133636, 0.133636, 0.133636, 0.133636, 0.133636, 0.133636, 0.133636, 0.133636, 0.133636, 0.133636, 0.133637, 0.133636, 0.13369, 0.133636, 0.133636
15.6528, 0, 0.132358, 0.132294, 1.41421, -0.132358, 0, 0.132294, 0.132294, 0.132294, 0.132294, 0.132294, 0.132294, 0.132294, 0.132294, 0.132294, 0.132294, 0.132294, 0.132294, 0.132294, 0.132294, 0.132294, 0.132294, 0.132295, 0.132294, 0.132357, 0.132294, 0.132294
15.6607, 0, 0.131033, 0.130959, 1.41421, -0.131033, 0, 0.130959, 0.130959, 0.130959, 0.130959, 0.130959, 0.130959, 0.130959, 0.130959, 0.130959, 0.130959, 0.130959, 0.130959, 0.130959, 0.130959, 0.130959, 0.130959, 0.130959, 0.130959, 0.131032, 0.130959, 0.130959
15.6686, 0, 0.130477, 0.130391, 1.41421, -0.130477, 0, 0.130391, 0.130391, 0.130391, 0.130391, 0.130391, 0.130391, 0.130391, 0.130391, 0.130391, 0.130391, 0.130391, 0.130391, 0.130391, 0.130391, 0.130391, 0.130391, 0.130392, 0.130391, 0.130477, 0.130391, 0.130391
15.6765, 2, 0.129537, 0.129438, 2, 1.87046, 0, 0.129438, 0.129438, 0.129438, 0.129438, 0.129438, 0.129438, 0.129438, 0.129438, 0.129438, 0.129438, 0.129438, 0.129438, 0.129438, 0.129438, 0.129438, 0.129438, 0.129438, 0.129438, 0.129536, 0.129438, 0.129438
15.6844, 6, 0.128244, 0.12813, 2.82843, 5.87176, 0, 0.12813, 0.12813, 0.12813, 0.12813, 0.12813, 0.12813, 0.12813, 0.12813, 0.12813, 0.12813, 0.12813, 0.12813, 0.12813, 0.12813, 0.12813, 0.12813, 0.128131, 0.12813, 0.128244, 0.12813, 0.12813
15.6923, 0, 0.126782, 0.126652, 1.41421, -0.126782, 0, 0.126652, 0.126652, 0.126652, 0.126652, 0.126652, 0.126652, 0.126652, 0.126652, 0.126652, 0.126652, 0.126652, 0.126652, 0.126652, 0.126652, 0.126652, 0.126652, 0.126652, 0.126652, 0.126782, 0.126652, 0.126652
15.7002, 0, 0.125331, 0.125182, 1.41421, -0.125331, 0, 0.125182, 0.125182, 0.125182, 0.125182, 0.125182, 0.125182, 0.125182, 0.125182, 0.125182, 0.125182, 0.125182, 0.125182, 0.125182, 0.125182, 0.125182, 0.125182, 0.125183, 0.125182, 0.12533, 0.125182, 0.125182
15.7081, 2, 0.124842, 0.124673, 2, 1.87516, 0, 0.124673, 0.124673, 0.124673, 0.124673, 0.124673, 0.124673, 0.124673, 0.124673, 0.124673, 0.124673, 0.124673, 0.124673, 0.124673, 0.124673, 0.124673, 0.124673, 0.124674, 0.124673, 0.124842, 0.124673, 0.124673
15.716, 0, 0.123945, 0.123754, 1.41421, -0.123945, 0, 0.123754, 0.123754, 0.123754, 0.123754, 0.123754, 0.123754, 0.123754, 0.123754, 0.123754, 0.123754, 0.123754, 0.123754, 0.123754, 0.123754, 0.123754, 0.123754, 0.123754, 0.123754, 0.123944, 0.123754, 0.123754
15.7239, 0, 0.122679, 0.122464, 1.41421, -0.122679, 0, 0.122464, 0.122464, 0.122464, 0.122464, 0.122464, 0.122464, 0.122464, 0.122464, 0.122464, 0.122464, 0.122464, 0.122464, 0.122464, 0.122464, 0.122464, 0.122464, 0.122464, 0.122464, 0.122679, 0.122464, 0.122464
15.7318, 2, 0.121237, 0.120995, 2, 1.87876, 0, 0.120995, 0.120995, 0.120995, 0.120995, 0.120995, 0.120995, 0.120995, 0.120995, 0.120995, 0.120995, 0.120995, 0.120995, 0.120995, 0.120995, 0.120995, 0.120995, 0.120996, 0.120995, 0.121237, 0.120995, 0.120995
15.7397, 0, 0.119806, 0.119536, 1.41421, -0.119806, 0, 0.119536, 0.119536, 0.119536, 0.119536, 0.119536, 0.119536, 0.119536, 0.119536, 0.119536, 0.119536, 0.119536, 0.119536, 0.119536, 0.119536, 0.119536, 0.119536, 0.119536, 0.119536, 0.119806, 0.119536, 0.119536
