   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_138.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
5.5758, 30, 33.7171, 32.6025, 5.65685, -3.71709, 0, 32.6025, 32.6026, 33.5989, 32.7166, 32.6025, 32.6025, 32.6025, 32.6025, 32.6025, 32.6025, 32.6025, 32.6025, 32.6025, 32.6025, 32.6025, 32.6063, 32.6025
5.58368, 16, 33.8075, 32.6712, 4.24264, -17.8075, 0, 32.6713, 32.6714, 33.6769, 32.798, 32.6712, 32.6712, 32.6712, 32.6712, 32.6712, 32.6712, 32.6712, 32.6712, 32.6712, 32.6712, 32.6712, 32.6749, 32.6712
5.59157, 18, 33.9045, 32.7394, 4.47214, -15.9045, 0, 32.7394, 32.7395, 33.7551, 32.8851, 32.7394, 32.7394, 32.7394, 32.7394, 32.7394, 32.7394, 32.7394, 32.7394, 32.7394, 32.7394, 32.7394, 32.7429, 32.7394
5.59945, 20, 34.0109, 32.8068, 4.69042, -14.0109, 0, 32.8068, 32.807, 33.8332, 32.9809, 32.8068, 32.8068, 32.8068, 32.8068, 32.8068, 32.8068, 32.8068, 32.8068, 32.8068, 32.8068, 32.8068, 32.8101, 32.8068
5.60734, 22, 34.1311, 32.8736, 4.89898, -12.1311, 0, 32.8736, 32.8738, 33.9112, 33.0901, 32.8736, 32.8736, 32.8736, 32.8736, 32.8736, 32.8736, 32.8736, 32.8736, 32.8736, 32.8736, 32.8736, 32.8766, 32.8736
5.61523, 10, 34.2715, 32.9396, 3.4641, -24.2715, 0, 32.9397, 32.9399, 33.9888, 33.2191, 32.9396, 32.9396, 32.9396, 32.9396, 32.9396, 32.9396, 32.9396, 32.9396, 32.9396, 32.9396, 32.9396, 32.9425, 32.9396
5.62312, 16, 34.4408, 33.005, 4.24264, -18.4408, 0, 33.0051, 33.0054, 34.0661, 33.3768, 33.005, 33.005, 33.005, 33.005, 33.005, 33.005, 33.005, 33.005, 33.005, 33.005, 33.005, 33.0077, 33.005
5.631, 22, 34.6514, 33.0697, 4.89898, -12.6514, 0, 33.0698, 33.0701, 34.1428, 33.5755, 33.0697, 33.0697, 33.0697, 33.0697, 33.0697, 33.0697, 33.0697, 33.0697, 33.0697, 33.0697, 33.0697, 33.0722, 33.0697
5.63889, 10, 34.9199, 33.1337, 3.4641, -24.9199, 0, 33.1337, 33.1341, 34.219, 33.832, 33.1337, 33.1337, 33.1337, 33.1337, 33.1337, 33.1337, 33.1337, 33.1337, 33.1337, 33.1337, 33.1337, 33.136, 33.1337
5.64677, 18, 35.2686, 33.197, 4.47214, -17.2686, 0, 33.197, 33.1974, 34.2946, 34.1684, 33.197, 33.197, 33.197, 33.197, 33.197, 33.197, 33.197, 33.197, 33.197, 33.197, 33.197, 33.1991, 33.197
5.65466, 14, 35.7266, 33.2595, 4, -21.7266, 0, 33.2596, 33.26, 34.3696, 34.6141, 33.2595, 33.2595, 33.2595, 33.2595, 33.2595, 33.2595, 33.2595, 33.2595, 33.2595, 33.2595, 33.2595, 33.2615, 33.2595
5.66255, 16, 36.3313, 33.3213, 4.24264, -20.3313, 0, 33.3214, 33.3219, 34.4439, 35.2063, 33.3213, 33.3213, 33.3213, 33.3213, 33.3213, 33.3213, 33.3213, 33.3213, 33.3213, 33.3213, 33.3213, 33.3231, 33.3213
5.67043, 22, 37.1303, 33.3824, 4.89898, -15.1303, 0, 33.3824, 33.383, 34.5176, 35.9928, 33.3824, 33.3824, 33.3824, 33.3824, 33.3824, 33.3824, 33.3824, 33.3824, 33.3824, 33.3824, 33.3824, 33.384, 33.3824
5.67832, 24, 38.1826, 33.4427, 5.09902, -14.1826, 0, 33.4428, 33.4434, 34.5906, 37.0325, 33.4427, 33.4427, 33.4427, 33.4427, 33.4427, 33.4427, 33.4427, 33.4427, 33.4427, 33.4427, 33.4427, 33.4442, 33.4427
5.68621, 40, 39.5596, 33.5023, 6.48074, 0.440353, 0, 33.5023, 33.503, 34.663, 38.3969, 33.5023, 33.5023, 33.5023, 33.5023, 33.5023, 33.5023, 33.5023, 33.5023, 33.5023, 33.5023, 33.5023, 33.5036, 33.5023
5.69409, 44, 41.3471, 33.5611, 6.78233, 2.65293, 0, 33.5611, 33.5618, 34.7346, 40.1715, 33.5611, 33.5611, 33.5611, 33.5611, 33.5611, 33.5611, 33.5611, 33.5611, 33.5611, 33.5611, 33.5611, 33.5623, 33.5611
5.70198, 48, 43.6442, 33.6191, 7.07107, 4.35582, 0, 33.6191, 33.6199, 34.8055, 42.4558, 33.6191, 33.6191, 33.6191, 33.6191, 33.6191, 33.6191, 33.6191, 33.6191, 33.6191, 33.6191, 33.6191, 33.6202, 33.6191
5.70987, 28, 46.5647, 33.6763, 5.47723, -18.5647, 0, 33.6763, 33.6771, 34.8756, 45.3635, 33.6763, 33.6763, 33.6763, 33.6763, 33.6763, 33.6763, 33.6763, 33.6763, 33.6763, 33.6763, 33.6763, 33.6772, 33.6763
5.71775, 52, 50.2333, 33.7327, 7.34847, 1.7667, 0, 33.7327, 33.7335, 34.945, 49.0191, 33.7327, 33.7327, 33.7327, 33.7327, 33.7327, 33.7327, 33.7327, 33.7327, 33.7327, 33.7327, 33.7327, 33.7335, 33.7327
5.72564, 78, 54.7853, 33.7883, 8.94427, 23.2147, 0, 33.7883, 33.7891, 35.0137, 53.5581, 33.7883, 33.7883, 33.7883, 33.7883, 33.7883, 33.7883, 33.7883, 33.7883, 33.7883, 33.7883, 33.7883, 33.789, 33.7883
5.73353, 64, 60.3601, 33.843, 8.12404, 3.6399, 0, 33.8431, 33.8439, 35.0816, 59.12, 33.843, 33.843, 33.843, 33.843, 33.843, 33.843, 33.843, 33.843, 33.843, 33.843, 33.843, 33.8437, 33.843
5.74141, 60, 67.0965, 33.897, 7.87401, -7.09645, 0, 33.897, 33.8978, 35.1487, 65.8432, 33.897, 33.897, 33.897, 33.897, 33.897, 33.897, 33.897, 33.897, 33.897, 33.897, 33.897, 33.8976, 33.897
5.7493, 88, 75.1239, 33.9501, 9.48683, 12.8761, 0, 33.9501, 33.9509, 35.215, 73.8576, 33.9501, 33.9501, 33.9501, 33.9501, 33.9501, 33.9501, 33.9501, 33.9501, 33.9501, 33.9501, 33.9501, 33.9506, 33.9501
5.75719, 98, 84.556, 34.0023, 10, 13.444, 0, 34.0024, 34.0032, 35.2805, 83.2765, 34.0023, 34.0023, 34.0023, 34.0023, 34.0023, 34.0023, 34.0023, 34.0023, 34.0023, 34.0023, 34.0023, 34.0028, 34.0023
5.76507, 110, 95.477, 34.0538, 10.583, 14.523, 0, 34.0538, 34.0546, 35.3452, 94.1844, 34.0538, 34.0538, 34.0538, 34.0538, 34.0538, 34.0538, 34.0538, 34.0538, 34.0538, 34.0538, 34.0538, 34.0542, 34.0538
5.77296, 128, 107.933, 34.1043, 11.4018, 20.0667, 0, 34.1044, 34.1051, 35.4091, 106.627, 34.1043, 34.1043, 34.1043, 34.1043, 34.1043, 34.1043, 34.1043, 34.1043, 34.1043, 34.1043, 34.1043, 34.1047, 34.1043
5.78085, 150, 121.921, 34.154, 12.3288, 28.0788, 0, 34.1541, 34.1548, 35.4722, 120.602, 34.154, 34.154, 34.154, 34.154, 34.154, 34.154, 34.154, 34.154, 34.154, 34.154, 34.154, 34.1543, 34.154
5.78873, 138, 137.382, 34.2029, 11.8322, 0.618225, 0, 34.2029, 34.2036, 35.5344, 136.049, 34.2029, 34.2029, 34.2029, 34.2029, 34.2029, 34.2029, 34.2029, 34.2029, 34.2029, 34.2029, 34.2029, 34.2031, 34.2029
5.79662, 180, 154.183, 34.2509, 13.4907, 25.8172, 0, 34.2509, 34.2515, 35.5959, 152.837, 34.2509, 34.2509, 34.2509, 34.2509, 34.2509, 34.2509, 34.2509, 34.2509, 34.2509, 34.2509, 34.2509, 34.2511, 34.2509
5.80451, 158, 172.127, 34.298, 12.6491, -14.1269, 0, 34.2981, 34.2986, 35.6565, 170.768, 34.298, 34.298, 34.298, 34.298, 34.298, 34.298, 34.298, 34.298, 34.298, 34.298, 34.298, 34.2982, 34.298
5.81239, 240, 190.938, 34.3443, 15.5563, 49.0615, 0, 34.3444, 34.3448, 35.7163, 189.566, 34.3443, 34.3443, 34.3443, 34.3443, 34.3443, 34.3443, 34.3443, 34.3443, 34.3443, 34.3443, 34.3443, 34.3445, 34.3443
5.82028, 234, 210.276, 34.3898, 15.3623, 23.7244, 0, 34.3899, 34.3903, 35.7753, 208.89, 34.3898, 34.3898, 34.3898, 34.3898, 34.3898, 34.3898, 34.3898, 34.3898, 34.3898, 34.3898, 34.3898, 34.3899, 34.3898
5.82817, 238, 229.73, 34.4345, 15.4919, 8.27007, 0, 34.4345, 34.4349, 35.8336, 228.33, 34.4345, 34.4345, 34.4345, 34.4345, 34.4345, 34.4345, 34.4345, 34.4345, 34.4345, 34.4345, 34.4345, 34.4346, 34.4345
5.83605, 242, 248.842, 34.4784, 15.6205, -6.84232, 0, 34.4784, 34.4787, 35.8911, 247.429, 34.4784, 34.4784, 34.4784, 34.4784, 34.4784, 34.4784, 34.4784, 34.4784, 34.4784, 34.4784, 34.4784, 34.4784, 34.4784
5.84394, 282, 267.124, 34.5215, 16.8523, 14.8758, 0, 34.5216, 34.5218, 35.9479, 265.697, 34.5215, 34.5215, 34.5215, 34.5215, 34.5215, 34.5215, 34.5215, 34.5215, 34.5215, 34.5215, 34.5215, 34.5216, 34.5215
5.85183, 296, 284.066, 34.564, 17.2627, 11.9343, 0, 34.564, 34.5642, 36.0041, 282.625, 34.564, 34.564, 34.564, 34.564, 34.564, 34.564, 34.564, 34.564, 34.564, 34.564, 34.564, 34.564, 34.564
5.85971, 314, 299.174, 34.6058, 17.7764, 14.8261, 0, 34.6058, 34.606, 36.0596, 297.72, 34.6058, 34.6058, 34.6058, 34.6058, 34.6058, 34.6058, 34.6058, 34.6058, 34.6058, 34.6058, 34.6058, 34.6058, 34.6058
5.8676, 354, 311.984, 34.647, 18.868, 42.0156, 0, 34.647, 34.6472, 36.1147, 310.516, 34.647, 34.647, 34.647, 34.647, 34.647, 34.647, 34.647, 34.647, 34.647, 34.647, 34.647, 34.647, 34.647
5.87549, 336, 322.094, 34.6877, 18.3848, 13.906, 0, 34.6877, 34.6879, 36.1693, 320.612, 34.6877, 34.6877, 34.6877, 34.6877, 34.6877, 34.6877, 34.6877, 34.6877, 34.6877, 34.6877, 34.6877, 34.6877, 34.6877
5.88337, 326, 329.173, 34.728, 18.1108, -3.17334, 0, 34.728, 34.7281, 36.2235, 327.678, 34.728, 34.728, 34.728, 34.728, 34.728, 34.728, 34.728, 34.728, 34.728, 34.728, 34.728, 34.728, 34.728
5.89126, 316, 332.993, 34.768, 17.8326, -16.9934, 0, 34.768, 34.7681, 36.2775, 331.484, 34.768, 34.768, 34.768, 34.768, 34.768, 34.768, 34.768, 34.768, 34.768, 34.768, 34.768, 34.768, 34.768
5.89915, 344, 333.432, 34.8078, 18.6011, 10.5677, 0, 34.8079, 34.8079, 36.3314, 331.909, 34.8078, 34.8078, 34.8078, 34.8078, 34.8078, 34.8078, 34.8078, 34.8078, 34.8078, 34.8078, 34.8078, 34.8078, 34.8078
5.90703, 320, 330.484, 34.8476, 17.9444, -10.4837, 0, 34.8476, 34.8476, 36.3853, 328.946, 34.8476, 34.8476, 34.8476, 34.8476, 34.8476, 34.8476, 34.8476, 34.8476, 34.8476, 34.8476, 34.8476, 34.8476, 34.8476
5.91492, 372, 324.257, 34.8874, 19.3391, 47.7428, 0, 34.8874, 34.8874, 36.4394, 322.705, 34.8874, 34.8874, 34.8874, 34.8874, 34.8874, 34.8874, 34.8874, 34.8874, 34.8874, 34.8874, 34.8874, 34.8874, 34.8874
5.92281, 330, 314.969, 34.9274, 18.2209, 15.0309, 0, 34.9274, 34.9275, 36.4937, 313.403, 34.9274, 34.9274, 34.9274, 34.9274, 34.9274, 34.9274, 34.9274, 34.9274, 34.9274, 34.9274, 34.9274, 34.9274, 34.9274
5.93069, 282, 302.936, 34.9678, 16.8523, -20.9362, 0, 34.9678, 34.9678, 36.5485, 301.355, 34.9678, 34.9678, 34.9678, 34.9678, 34.9678, 34.9678, 34.9678, 34.9678, 34.9678, 34.9678, 34.9678, 34.9678, 34.9678
5.93858, 272, 288.549, 35.0087, 16.5529, -16.5493, 0, 35.0087, 35.0087, 36.6039, 286.954, 35.0087, 35.0087, 35.0087, 35.0087, 35.0087, 35.0087, 35.0087, 35.0087, 35.0087, 35.0087, 35.0087, 35.0087, 35.0087
5.94647, 266, 272.261, 35.0503, 16.3707, -6.26089, 0, 35.0503, 35.0503, 36.6601, 270.651, 35.0503, 35.0503, 35.0503, 35.0503, 35.0503, 35.0503, 35.0503, 35.0503, 35.0503, 35.0503, 35.0503, 35.0503, 35.0503
5.95435, 244, 254.554, 35.0926, 15.6844, -10.5544, 0, 35.0927, 35.0927, 36.7172, 252.93, 35.0926, 35.0926, 35.0926, 35.0926, 35.0926, 35.0926, 35.0926, 35.0926, 35.0926, 35.0926, 35.0926, 35.0926, 35.0926
5.96224, 230, 235.927, 35.1359, 15.2315, -5.92705, 0, 35.1359, 35.1359, 36.7754, 234.288, 35.1359, 35.1359, 35.1359, 35.1359, 35.1359, 35.1359, 35.1359, 35.1359, 35.1359, 35.1359, 35.1359, 35.1359, 35.1359
5.97013, 198, 216.865, 35.1803, 14.1421, -18.8654, 0, 35.1803, 35.1803, 36.835, 215.211, 35.1803, 35.1803, 35.1803, 35.1803, 35.1803, 35.1803, 35.1803, 35.1803, 35.1803, 35.1803, 35.1803, 35.1803, 35.1803
5.97801, 150, 197.82, 35.2258, 12.3288, -47.8195, 0, 35.2258, 35.2258, 36.8962, 196.149, 35.2258, 35.2258, 35.2258, 35.2258, 35.2258, 35.2258, 35.2258, 35.2258, 35.2258, 35.2258, 35.2258, 35.2258, 35.2258
5.9859, 172, 179.2, 35.2725, 13.1909, -7.20047, 0, 35.2726, 35.2726, 36.9591, 177.514, 35.2725, 35.2725, 35.2725, 35.2725, 35.2725, 35.2725, 35.2725, 35.2725, 35.2725, 35.2725, 35.2725, 35.2725, 35.2725
5.99379, 160, 161.352, 35.3206, 12.7279, -1.35175, 0, 35.3206, 35.3206, 37.0242, 159.648, 35.3206, 35.3206, 35.3206, 35.3206, 35.3206, 35.3206, 35.3206, 35.3206, 35.3206, 35.3206, 35.3206, 35.3206, 35.3206
6.00167, 186, 144.555, 35.37, 13.7113, 41.4447, 0, 35.37, 35.37, 37.0919, 142.833, 35.37, 35.37, 35.37, 35.37, 35.37, 35.37, 35.37, 35.37, 35.37, 35.37, 35.37, 35.37, 35.37
6.00956, 120, 129.018, 35.4207, 11.0454, -9.01839, 0, 35.4207, 35.4207, 37.163, 127.276, 35.4207, 35.4207, 35.4207, 35.4207, 35.4207, 35.4207, 35.4207, 35.4207, 35.4207, 35.4207, 35.4207, 35.4207, 35.4207
6.01744, 108, 114.886, 35.4728, 10.4881, -6.88593, 0, 35.4728, 35.4728, 37.2387, 113.12, 35.4728, 35.4728, 35.4728, 35.4728, 35.4728, 35.4728, 35.4728, 35.4728, 35.4728, 35.4728, 35.4728, 35.4728, 35.4728
6.02533, 102, 102.232, 35.5261, 10.198, -0.232399, 0, 35.5261, 35.5261, 37.3208, 100.438, 35.5261, 35.5261, 35.5261, 35.5261, 35.5261, 35.5261, 35.5261, 35.5261, 35.5261, 35.5261, 35.5261, 35.5261, 35.5261
6.03322, 68, 91.0794, 35.5806, 8.3666, -23.0794, 0, 35.5807, 35.5807, 37.4121, 89.2479, 35.5806, 35.5806, 35.5806, 35.5806, 35.5806, 35.5806, 35.5806, 35.5806, 35.5806, 35.5806, 35.5806, 35.5806, 35.5806
6.0411, 64, 81.4005, 35.6363, 8.12404, -17.4005, 0, 35.6364, 35.6364, 37.5174, 79.5194, 35.6363, 35.6363, 35.6363, 35.6363, 35.6363, 35.6363, 35.6363, 35.6363, 35.6363, 35.6363, 35.6363, 35.6363, 35.6363
6.04899, 56, 73.1332, 35.693, 7.61577, -17.1332, 0, 35.6931, 35.6931, 37.6434, 71.1828, 35.693, 35.693, 35.693, 35.693, 35.693, 35.693, 35.693, 35.693, 35.693, 35.693, 35.693, 35.693, 35.693
6.05688, 76, 66.1887, 35.7506, 8.83176, 9.81126, 0, 35.7507, 35.7507, 37.8011, 64.1382, 35.7506, 35.7506, 35.7506, 35.7506, 35.7506, 35.7506, 35.7506, 35.7506, 35.7506, 35.7506, 35.7506, 35.7506, 35.7506
6.06476, 44, 60.4659, 35.809, 6.78233, -16.4659, 0, 35.809, 35.809, 38.0069, 58.268, 35.809, 35.809, 35.809, 35.809, 35.809, 35.809, 35.809, 35.809, 35.809, 35.809, 35.809, 35.809, 35.809
6.07265, 36, 55.8607, 35.868, 6.16441, -19.8607, 0, 35.868, 35.868, 38.2854, 53.4433, 35.868, 35.868, 35.868, 35.868, 35.868, 35.868, 35.868, 35.868, 35.868, 35.868, 35.868, 35.868, 35.868
6.08054, 52, 52.2779, 35.9274, 7.34847, -0.27787, 0, 35.9275, 35.9275, 38.6732, 49.5321, 35.9274, 35.9274, 35.9274, 35.9274, 35.9274, 35.9274, 35.9274, 35.9274, 35.9274, 35.9274, 35.9274, 35.9274, 35.9274
6.08842, 38, 49.6408, 35.9872, 6.32456, -11.6408, 0, 35.9873, 35.9872, 39.2238, 46.4042, 35.9872, 35.9872, 35.9872, 35.9872, 35.9872, 35.9872, 35.9872, 35.9872, 35.9872, 35.9872, 35.9872, 35.9872, 35.9872
6.09631, 62, 47.9051, 36.0472, 8, 14.0949, 0, 36.0472, 36.0472, 40.0144, 43.9378, 36.0472, 36.0472, 36.0472, 36.0472, 36.0472, 36.0472, 36.0472, 36.0472, 36.0472, 36.0472, 36.0472, 36.0472, 36.0472
6.1042, 58, 47.0683, 36.1072, 7.74597, 10.9317, 0, 36.1072, 36.1072, 41.1552, 42.0202, 36.1072, 36.1072, 36.1072, 36.1072, 36.1072, 36.1072, 36.1072, 36.1072, 36.1072, 36.1072, 36.1072, 36.1072, 36.1072
6.11208, 50, 47.1849, 36.1671, 7.2111, 2.81507, 0, 36.1671, 36.1671, 42.8009, 40.5511, 36.1671, 36.1671, 36.1671, 36.1671, 36.1671, 36.1671, 36.1671, 36.1671, 36.1671, 36.1671, 36.1671, 36.1671, 36.1671
6.11997, 38, 48.3819, 36.2268, 6.32456, -10.3819, 0, 36.2268, 36.2268, 45.1657, 39.443, 36.2268, 36.2268, 36.2268, 36.2268, 36.2268, 36.2268, 36.2268, 36.2268, 36.2268, 36.2268, 36.2268, 36.2268, 36.2268
6.12786, 58, 50.8769, 36.2862, 7.74597, 7.12309, 0, 36.2862, 36.2862, 48.5419, 38.6212, 36.2862, 36.2862, 36.2862, 36.2862, 36.2862, 36.2862, 36.2862, 36.2862, 36.2862, 36.2862, 36.2862, 36.2862, 36.2862
6.13574, 48, 55.0002, 36.3451, 7.07107, -7.00022, 0, 36.3452, 36.3451, 53.322, 38.0233, 36.3451, 36.3451, 36.3451, 36.3451, 36.3451, 36.3451, 36.3451, 36.3451, 36.3451, 36.3451, 36.3451, 36.3451, 36.3451
6.14363, 76, 61.2216, 36.4036, 8.83176, 14.7784, 0, 36.4036, 36.4036, 60.0272, 37.5979, 36.4036, 36.4036, 36.4036, 36.4036, 36.4036, 36.4036, 36.4036, 36.4036, 36.4036, 36.4036, 36.4036, 36.4036, 36.4036
6.15152, 78, 70.1755, 36.4614, 8.94427, 7.82449, 0, 36.4615, 36.4615, 69.333, 37.3039, 36.4614, 36.4614, 36.4614, 36.4614, 36.4614, 36.4614, 36.4614, 36.4614, 36.4614, 36.4614, 36.4614, 36.4614, 36.4614
6.1594, 116, 82.6985, 36.5187, 10.8628, 33.3015, 0, 36.5187, 36.5187, 82.1089, 37.1083, 36.5187, 36.5187, 36.5187, 36.5187, 36.5187, 36.5187, 36.5187, 36.5187, 36.5187, 36.5187, 36.5187, 36.5187, 36.5187
6.16729, 106, 99.8567, 36.5752, 10.3923, 6.14333, 0, 36.5752, 36.5752, 99.4461, 36.9857, 36.5752, 36.5752, 36.5752, 36.5752, 36.5752, 36.5752, 36.5752, 36.5752, 36.5752, 36.5752, 36.5752, 36.5752, 36.5752
6.17518, 144, 122.987, 36.6309, 12.083, 21.013, 0, 36.631, 36.6309, 122.701, 36.9168, 36.6309, 36.6309, 36.6309, 36.6309, 36.6309, 36.6309, 36.6309, 36.6309, 36.6309, 36.6309, 36.6309, 36.6309, 36.6309
6.18306, 146, 153.712, 36.6859, 12.1655, -7.71219, 0, 36.6859, 36.6859, 153.511, 36.8869, 36.6859, 36.6859, 36.6859, 36.6859, 36.6859, 36.6859, 36.6859, 36.6859, 36.6859, 36.6859, 36.6859, 36.6859, 36.6859
6.19095, 222, 193.984, 36.74, 14.9666, 28.0161, 0, 36.7401, 36.74, 193.838, 36.8855, 36.74, 36.74, 36.74, 36.74, 36.74, 36.74, 36.74, 36.74, 36.74, 36.74, 36.74, 36.74, 36.74
6.19884, 286, 246.076, 36.7933, 16.9706, 39.9242, 0, 36.7934, 36.7934, 245.964, 36.9051, 36.7933, 36.7933, 36.7933, 36.7933, 36.7933, 36.7933, 36.7933, 36.7933, 36.7933, 36.7933, 36.7933, 36.7933, 36.7933
6.20672, 388, 312.586, 36.8458, 19.7484, 75.4136, 0, 36.8458, 36.8458, 312.491, 36.9411, 36.8458, 36.8458, 36.8458, 36.8458, 36.8458, 36.8458, 36.8458, 36.8458, 36.8458, 36.8458, 36.8458, 36.8458, 36.8458
6.21461, 468, 396.403, 36.8973, 21.6795, 71.5965, 0, 36.8974, 36.8974, 396.31, 36.9905, 36.8973, 36.8973, 36.8973, 36.8973, 36.8973, 36.8973, 36.8973, 36.8973, 36.8973, 36.8973, 36.8973, 36.8973, 36.8973
6.2225, 548, 500.67, 36.948, 23.4521, 47.3297, 0, 36.948, 36.948, 500.566, 37.0526, 36.948, 36.948, 36.948, 36.948, 36.948, 36.948, 36.948, 36.948, 36.948, 36.948, 36.948, 36.948, 36.948
6.23038, 706, 628.667, 36.9978, 26.6083, 77.3331, 0, 36.9978, 36.9978, 628.537, 37.1279, 36.9978, 36.9978, 36.9978, 36.9978, 36.9978, 36.9978, 36.9978, 36.9978, 36.9978, 36.9978, 36.9978, 36.9978, 36.9978
6.23827, 938, 783.708, 37.0466, 30.6594, 154.292, 0, 37.0466, 37.0466, 783.535, 37.2186, 37.0466, 37.0466, 37.0466, 37.0466, 37.0466, 37.0466, 37.0466, 37.0466, 37.0466, 37.0466, 37.0466, 37.0466, 37.0466
6.24616, 1066, 968.965, 37.0946, 32.6803, 97.0354, 0, 37.0946, 37.0946, 968.731, 37.3285, 37.0946, 37.0946, 37.0946, 37.0946, 37.0946, 37.0946, 37.0946, 37.0946, 37.0946, 37.0946, 37.0946, 37.0946, 37.0946
6.25404, 1266, 1187.33, 37.1416, 35.609, 78.6733, 0, 37.1416, 37.1416, 1187.01, 37.4628, 37.1416, 37.1416, 37.1416, 37.1416, 37.1416, 37.1416, 37.1416, 37.1416, 37.1416, 37.1416, 37.1416, 37.1416, 37.1416
6.26193, 1546, 1441.11, 37.1876, 39.3446, 104.893, 0, 37.1877, 37.1877, 1440.67, 37.6286, 37.1876, 37.1876, 37.1876, 37.1876, 37.1876, 37.1876, 37.1876, 37.1876, 37.1876, 37.1876, 37.1876, 37.1876, 37.1876
6.26982, 1800, 1731.83, 37.2328, 42.45, 68.1667, 0, 37.2328, 37.2328, 1731.23, 37.8347, 37.2328, 37.2328, 37.2328, 37.2328, 37.2328, 37.2328, 37.2328, 37.2328, 37.2328, 37.2328, 37.2328, 37.2328, 37.2328
6.2777, 2248, 2060.07, 37.277, 47.4342, 187.934, 0, 37.277, 37.277, 2059.25, 38.0919, 37.277, 37.277, 37.277, 37.277, 37.277, 37.277, 37.277, 37.277, 37.277, 37.277, 37.277, 37.277, 37.277
6.28559, 2414, 2425.06, 37.3202, 49.1528, -11.0593, 0, 37.3202, 37.3202, 2423.97, 38.413, 37.3202, 37.3202, 37.3202, 37.3202, 37.3202, 37.3202, 37.3202, 37.3202, 37.3202, 37.3202, 37.3202, 37.3202, 37.3202
6.29348, 2958, 2824.63, 37.3623, 54.4059, 133.37, 0, 37.3624, 37.3624, 2823.18, 38.8129, 37.3623, 37.3623, 37.3623, 37.3623, 37.3623, 37.3623, 37.3623, 37.3623, 37.3623, 37.3623, 37.3623, 37.3623, 37.3623
6.30136, 3242, 3254.96, 37.4035, 56.9561, -12.9604, 0, 37.4035, 37.4035, 3253.06, 39.3084, 37.4035, 37.4035, 37.4035, 37.4035, 37.4035, 37.4035, 37.4035, 37.4035, 37.4035, 37.4035, 37.4035, 37.4035, 37.4035
6.30925, 3710, 3710.65, 37.4436, 60.9262, -0.654053, 0, 37.4437, 37.4436, 3708.18, 39.918, 37.4436, 37.4436, 37.4436, 37.4436, 37.4436, 37.4436, 37.4436, 37.4436, 37.4436, 37.4436, 37.4436, 37.4436, 37.4436
6.31714, 4186, 4184.44, 37.4826, 64.7148, 1.55957, 0, 37.4826, 37.4826, 4181.26, 40.6612, 37.4826, 37.4826, 37.4826, 37.4826, 37.4826, 37.4826, 37.4826, 37.4826, 37.4826, 37.4826, 37.4826, 37.4826, 37.4826
6.32502, 4724, 4667.67, 37.5204, 68.7459, 56.3325, 0, 37.5204, 37.5204, 4663.63, 41.5585, 37.5204, 37.5204, 37.5204, 37.5204, 37.5204, 37.5204, 37.5204, 37.5204, 37.5204, 37.5204, 37.5204, 37.5204, 37.5204
6.33291, 5156, 5150.17, 37.5568, 71.8192, 5.83057, 0, 37.5568, 37.5568, 5145.1, 42.6296, 37.5568, 37.5568, 37.5568, 37.5568, 37.5568, 37.5568, 37.5568, 37.5568, 37.5568, 37.5568, 37.5568, 37.5568, 37.5568
6.3408, 5654, 5620.88, 37.5919, 75.2064, 33.1196, 0, 37.5919, 37.5919, 5614.58, 43.8934, 37.5919, 37.5919, 37.5919, 37.5919, 37.5919, 37.5919, 37.5919, 37.5919, 37.5919, 37.5919, 37.5919, 37.5919, 37.5919
6.34868, 6040, 6067.87, 37.6253, 77.7303, -27.874, 0, 37.6254, 37.6254, 6060.13, 45.3655, 37.6253, 37.6253, 37.6253, 37.6253, 37.6253, 37.6253, 37.6253, 37.6253, 37.6253, 37.6253, 37.6253, 37.6253, 37.6253
6.35657, 6434, 6479.26, 37.6571, 80.2247, -45.2637, 0, 37.6571, 37.6571, 6469.86, 47.0581, 37.6571, 37.6571, 37.6571, 37.6571, 37.6571, 37.6571, 37.6571, 37.6571, 37.6571, 37.6571, 37.6571, 37.6571, 37.6571
6.36446, 6824, 6843.41, 37.6869, 82.6196, -19.4077, 0, 37.6869, 37.6869, 6832.12, 48.9774, 37.6869, 37.6869, 37.6869, 37.6869, 37.6869, 37.6869, 37.6869, 37.6869, 37.6869, 37.6869, 37.6869, 37.6869, 37.6869
6.37234, 6968, 7149.6, 37.7145, 83.4865, -181.6, 0, 37.7145, 37.7145, 7136.19, 51.1228, 37.7145, 37.7145, 37.7145, 37.7145, 37.7145, 37.7145, 37.7145, 37.7145, 37.7145, 37.7145, 37.7145, 37.7145, 37.7145
6.38023, 7218, 7388.55, 37.7395, 84.9706, -170.552, 0, 37.7396, 37.7396, 7372.81, 53.4851, 37.7395, 37.7395, 37.7395, 37.7395, 37.7395, 37.7395, 37.7395, 37.7395, 37.7395, 37.7395, 37.7395, 37.7395, 37.7395
