   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_138.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
16.0965, 0, 0.0918259, 0.0888608, 1.41421, -0.0918259, 0, 0.0888608, 0.0888608, 0.0888608, 0.0888608, 0.0888608, 0.0888608, 0.0888608, 0.0888608, 0.0888608, 0.0888608, 0.0888608, 0.0888608, 0.0888615, 0.0888608, 0.0918252, 0.0888608, 0.0888608
16.1044, 0, 0.0917265, 0.088723, 1.41421, -0.0917265, 0, 0.088723, 0.088723, 0.088723, 0.088723, 0.088723, 0.088723, 0.088723, 0.088723, 0.088723, 0.088723, 0.088723, 0.088723, 0.0887237, 0.088723, 0.0917258, 0.088723, 0.088723
16.1123, 0, 0.091627, 0.0885854, 1.41421, -0.091627, 0, 0.0885854, 0.0885854, 0.0885854, 0.0885854, 0.0885854, 0.0885854, 0.0885854, 0.0885854, 0.0885854, 0.0885854, 0.0885854, 0.0885854, 0.0885861, 0.0885854, 0.0916263, 0.0885854, 0.0885854
16.1202, 0, 0.0923124, 0.0892328, 1.41421, -0.0923124, 0, 0.0892328, 0.0892328, 0.0892328, 0.0892328, 0.0892328, 0.0892328, 0.0892328, 0.0892328, 0.0892328, 0.0892328, 0.0892328, 0.0892328, 0.0892335, 0.0892328, 0.0923117, 0.0892328, 0.0892328
16.1281, 0, 0.0925567, 0.0894391, 1.41421, -0.0925567, 0, 0.0894391, 0.0894391, 0.0894391, 0.0894391, 0.0894391, 0.0894391, 0.0894391, 0.0894391, 0.0894391, 0.0894391, 0.0894391, 0.0894391, 0.0894398, 0.0894391, 0.092556, 0.0894391, 0.0894391
16.136, 2, 0.092415, 0.0892595, 2, 1.90758, 0, 0.0892595, 0.0892595, 0.0892595, 0.0892595, 0.0892595, 0.0892595, 0.0892595, 0.0892595, 0.0892595, 0.0892595, 0.0892595, 0.0892595, 0.0892602, 0.0892595, 0.0924143, 0.0892595, 0.0892595
16.1438, 0, 0.092081, 0.0888874, 1.41421, -0.092081, 0, 0.0888874, 0.0888874, 0.0888874, 0.0888874, 0.0888874, 0.0888874, 0.0888874, 0.0888874, 0.0888874, 0.0888874, 0.0888874, 0.0888874, 0.0888881, 0.0888874, 0.0920803, 0.0888874, 0.0888874
16.1517, 0, 0.0917479, 0.0885161, 1.41421, -0.0917479, 0, 0.0885161, 0.0885161, 0.0885161, 0.0885161, 0.0885161, 0.0885161, 0.0885161, 0.0885161, 0.0885161, 0.0885161, 0.0885161, 0.0885161, 0.0885168, 0.0885161, 0.0917472, 0.0885161, 0.0885161
16.1596, 0, 0.0923086, 0.0890384, 1.41421, -0.0923086, 0, 0.0890384, 0.0890384, 0.0890384, 0.0890384, 0.0890384, 0.0890384, 0.0890384, 0.0890384, 0.0890384, 0.0890384, 0.0890384, 0.0890384, 0.0890391, 0.0890384, 0.0923079, 0.0890384, 0.0890384
16.1675, 0, 0.0925163, 0.0892074, 1.41421, -0.0925163, 0, 0.0892074, 0.0892074, 0.0892074, 0.0892074, 0.0892074, 0.0892074, 0.0892074, 0.0892074, 0.0892074, 0.0892074, 0.0892074, 0.0892074, 0.0892082, 0.0892074, 0.0925156, 0.0892074, 0.0892074
16.1754, 0, 0.092407, 0.0890592, 1.41421, -0.092407, 0, 0.0890592, 0.0890592, 0.0890592, 0.0890592, 0.0890592, 0.0890592, 0.0890592, 0.0890592, 0.0890592, 0.0890592, 0.0890592, 0.0890592, 0.08906, 0.0890592, 0.0924063, 0.0890592, 0.0890592
16.1833, 8, 0.0921398, 0.0887528, 3.16228, 7.90786, 0, 0.0887528, 0.0887528, 0.0887528, 0.0887528, 0.0887528, 0.0887528, 0.0887528, 0.0887528, 0.0887528, 0.0887528, 0.0887528, 0.0887528, 0.0887535, 0.0887528, 0.092139, 0.0887528, 0.0887528
16.1912, 0, 0.0918734, 0.0884469, 1.41421, -0.0918734, 0, 0.0884469, 0.0884469, 0.0884469, 0.0884469, 0.0884469, 0.0884469, 0.0884469, 0.0884469, 0.0884469, 0.0884469, 0.0884469, 0.0884469, 0.0884476, 0.0884469, 0.0918727, 0.0884469, 0.0884469
16.199, 0, 0.0919082, 0.0884417, 1.41421, -0.0919082, 0, 0.0884417, 0.0884417, 0.0884417, 0.0884417, 0.0884417, 0.0884417, 0.0884417, 0.0884417, 0.0884417, 0.0884417, 0.0884417, 0.0884417, 0.0884424, 0.0884417, 0.0919074, 0.0884417, 0.0884417
16.2069, 2, 0.0917115, 0.0882046, 2, 1.90829, 0, 0.0882046, 0.0882046, 0.0882046, 0.0882046, 0.0882046, 0.0882046, 0.0882046, 0.0882046, 0.0882046, 0.0882046, 0.0882046, 0.0882046, 0.0882053, 0.0882046, 0.0917107, 0.0882046, 0.0882046
16.2148, 0, 0.0913132, 0.0877656, 1.41421, -0.0913132, 0, 0.0877656, 0.0877656, 0.0877656, 0.0877656, 0.0877656, 0.0877656, 0.0877656, 0.0877656, 0.0877656, 0.0877656, 0.0877656, 0.0877656, 0.0877663, 0.0877656, 0.0913125, 0.0877656, 0.0877656
16.2227, 0, 0.0908158, 0.0872269, 1.41421, -0.0908158, 0, 0.0872269, 0.0872269, 0.0872269, 0.0872269, 0.0872269, 0.0872269, 0.0872269, 0.0872269, 0.0872269, 0.0872269, 0.0872269, 0.0872269, 0.0872277, 0.0872269, 0.090815, 0.0872269, 0.0872269
16.2306, 2, 0.0903204, 0.0866899, 2, 1.90968, 0, 0.0866899, 0.0866899, 0.0866899, 0.0866899, 0.0866899, 0.0866899, 0.0866899, 0.0866899, 0.0866899, 0.0866899, 0.0866899, 0.0866899, 0.0866907, 0.0866899, 0.0903197, 0.0866899, 0.0866899
16.2385, 2, 0.090191, 0.0865184, 2, 1.90981, 0, 0.0865184, 0.0865184, 0.0865184, 0.0865184, 0.0865184, 0.0865184, 0.0865184, 0.0865184, 0.0865184, 0.0865184, 0.0865184, 0.0865184, 0.0865191, 0.0865184, 0.0901903, 0.0865184, 0.0865184
16.2464, 0, 0.0899398, 0.0862246, 1.41421, -0.0899398, 0, 0.0862246, 0.0862246, 0.0862246, 0.0862246, 0.0862246, 0.0862246, 0.0862246, 0.0862246, 0.0862246, 0.0862246, 0.0862246, 0.0862246, 0.0862253, 0.0862246, 0.0899391, 0.0862246, 0.0862246
16.2543, 0, 0.0895903, 0.085832, 1.41421, -0.0895903, 0, 0.085832, 0.085832, 0.085832, 0.085832, 0.085832, 0.085832, 0.085832, 0.085832, 0.085832, 0.085832, 0.085832, 0.085832, 0.0858327, 0.085832, 0.0895896, 0.085832, 0.085832
16.2621, 2, 0.0891566, 0.0853547, 2, 1.91084, 0, 0.0853547, 0.0853547, 0.0853547, 0.0853547, 0.0853547, 0.0853547, 0.0853547, 0.0853547, 0.0853547, 0.0853547, 0.0853547, 0.0853547, 0.0853554, 0.0853547, 0.0891559, 0.0853547, 0.0853547
16.27, 0, 0.088658, 0.0848119, 1.41421, -0.088658, 0, 0.0848119, 0.0848119, 0.0848119, 0.0848119, 0.0848119, 0.0848119, 0.0848119, 0.0848119, 0.0848119, 0.0848119, 0.0848119, 0.0848119, 0.0848127, 0.0848119, 0.0886573, 0.0848119, 0.0848119
16.2779, 2, 0.0880695, 0.0841787, 2, 1.91193, 0, 0.0841787, 0.0841787, 0.0841787, 0.0841787, 0.0841787, 0.0841787, 0.0841787, 0.0841787, 0.0841787, 0.0841787, 0.0841787, 0.0841787, 0.0841795, 0.0841787, 0.0880688, 0.0841787, 0.0841787
16.2858, 0, 0.0874087, 0.0834727, 1.41421, -0.0874087, 0, 0.0834727, 0.0834727, 0.0834727, 0.0834727, 0.0834727, 0.0834727, 0.0834727, 0.0834727, 0.0834727, 0.0834727, 0.0834727, 0.0834727, 0.0834735, 0.0834727, 0.087408, 0.0834727, 0.0834727
16.2937, 0, 0.0866963, 0.0827146, 1.41421, -0.0866963, 0, 0.0827146, 0.0827146, 0.0827146, 0.0827146, 0.0827146, 0.0827146, 0.0827146, 0.0827146, 0.0827146, 0.0827146, 0.0827146, 0.0827146, 0.0827154, 0.0827146, 0.0866956, 0.0827146, 0.0827146
16.3016, 0, 0.085937, 0.081909, 1.41421, -0.085937, 0, 0.081909, 0.081909, 0.081909, 0.081909, 0.081909, 0.081909, 0.081909, 0.081909, 0.081909, 0.081909, 0.081909, 0.081909, 0.0819097, 0.081909, 0.0859363, 0.081909, 0.081909
16.3095, 0, 0.0851371, 0.0810622, 1.41421, -0.0851371, 0, 0.0810622, 0.0810622, 0.0810622, 0.0810622, 0.0810622, 0.0810622, 0.0810622, 0.0810622, 0.0810622, 0.0810622, 0.0810622, 0.0810622, 0.081063, 0.0810622, 0.0851363, 0.0810622, 0.0810622
16.3173, 0, 0.0842639, 0.0801416, 1.41421, -0.0842639, 0, 0.0801416, 0.0801416, 0.0801416, 0.0801416, 0.0801416, 0.0801416, 0.0801416, 0.0801416, 0.0801416, 0.0801416, 0.0801416, 0.0801416, 0.0801424, 0.0801416, 0.0842632, 0.0801416, 0.0801416
16.3252, 0, 0.08333, 0.0791597, 1.41421, -0.08333, 0, 0.0791597, 0.0791597, 0.0791597, 0.0791597, 0.0791597, 0.0791597, 0.0791597, 0.0791597, 0.0791597, 0.0791597, 0.0791597, 0.0791597, 0.0791604, 0.0791597, 0.0833293, 0.0791597, 0.0791597
16.3331, 4, 0.082352, 0.0781331, 2.44949, 3.91765, 0, 0.0781331, 0.0781331, 0.0781331, 0.0781331, 0.0781331, 0.0781331, 0.0781331, 0.0781331, 0.0781331, 0.0781331, 0.0781331, 0.0781331, 0.0781338, 0.0781331, 0.0823513, 0.0781331, 0.0781331
16.341, 0, 0.0813473, 0.0770792, 1.41421, -0.0813473, 0, 0.0770792, 0.0770792, 0.0770792, 0.0770792, 0.0770792, 0.0770792, 0.0770792, 0.0770792, 0.0770792, 0.0770792, 0.0770792, 0.0770792, 0.0770799, 0.0770792, 0.0813465, 0.0770792, 0.0770792
16.3489, 0, 0.0802885, 0.0759705, 1.41421, -0.0802885, 0, 0.0759705, 0.0759705, 0.0759705, 0.0759705, 0.0759705, 0.0759705, 0.0759705, 0.0759705, 0.0759705, 0.0759705, 0.0759705, 0.0759705, 0.0759713, 0.0759705, 0.0802877, 0.0759705, 0.0759705
16.3568, 0, 0.0791853, 0.0748169, 1.41421, -0.0791853, 0, 0.0748169, 0.0748169, 0.0748169, 0.0748169, 0.0748169, 0.0748169, 0.0748169, 0.0748169, 0.0748169, 0.0748169, 0.0748169, 0.0748169, 0.0748177, 0.0748169, 0.0791845, 0.0748169, 0.0748169
16.3647, 0, 0.0780542, 0.0736348, 1.41421, -0.0780542, 0, 0.0736348, 0.0736348, 0.0736348, 0.0736348, 0.0736348, 0.0736348, 0.0736348, 0.0736348, 0.0736348, 0.0736348, 0.0736348, 0.0736348, 0.0736356, 0.0736348, 0.0780535, 0.0736348, 0.0736348
16.3726, 2, 0.0768527, 0.0723817, 2, 1.92315, 0, 0.0723817, 0.0723817, 0.0723817, 0.0723817, 0.0723817, 0.0723817, 0.0723817, 0.0723817, 0.0723817, 0.0723817, 0.0723817, 0.0723817, 0.0723824, 0.0723817, 0.076852, 0.0723817, 0.0723817
16.3804, 0, 0.0755921, 0.0710688, 1.41421, -0.0755921, 0, 0.0710688, 0.0710688, 0.0710688, 0.0710688, 0.0710688, 0.0710688, 0.0710688, 0.0710688, 0.0710688, 0.0710688, 0.0710688, 0.0710688, 0.0710695, 0.0710688, 0.0755914, 0.0710688, 0.0710688
16.3883, 0, 0.0742606, 0.0696843, 1.41421, -0.0742606, 0, 0.0696843, 0.0696843, 0.0696843, 0.0696843, 0.0696843, 0.0696843, 0.0696843, 0.0696843, 0.0696843, 0.0696843, 0.0696843, 0.0696843, 0.0696851, 0.0696843, 0.0742599, 0.0696843, 0.0696843
16.3962, 2, 0.0728779, 0.068248, 2, 1.92712, 0, 0.068248, 0.068248, 0.068248, 0.068248, 0.068248, 0.068248, 0.068248, 0.068248, 0.068248, 0.068248, 0.068248, 0.068248, 0.0682487, 0.068248, 0.0728772, 0.068248, 0.068248
16.4041, 0, 0.0714785, 0.0667943, 1.41421, -0.0714785, 0, 0.0667943, 0.0667943, 0.0667943, 0.0667943, 0.0667943, 0.0667943, 0.0667943, 0.0667943, 0.0667943, 0.0667943, 0.0667943, 0.0667943, 0.066795, 0.0667943, 0.0714777, 0.0667943, 0.0667943
16.412, 2, 0.0700954, 0.0653562, 2, 1.9299, 0, 0.0653562, 0.0653562, 0.0653562, 0.0653562, 0.0653562, 0.0653562, 0.0653562, 0.0653562, 0.0653562, 0.0653562, 0.0653562, 0.0653562, 0.0653569, 0.0653562, 0.0700946, 0.0653562, 0.0653562
16.4199, 0, 0.0688768, 0.064082, 1.41421, -0.0688768, 0, 0.064082, 0.064082, 0.064082, 0.064082, 0.064082, 0.064082, 0.064082, 0.064082, 0.064082, 0.064082, 0.064082, 0.064082, 0.0640828, 0.064082, 0.0688761, 0.064082, 0.064082
16.4278, 2, 0.0675588, 0.0627076, 2, 1.93244, 0, 0.0627076, 0.0627076, 0.0627076, 0.0627076, 0.0627076, 0.0627076, 0.0627076, 0.0627076, 0.0627076, 0.0627076, 0.0627076, 0.0627076, 0.0627084, 0.0627076, 0.067558, 0.0627076, 0.0627076
16.4356, 0, 0.0661637, 0.0612556, 1.41421, -0.0661637, 0, 0.0612556, 0.0612556, 0.0612556, 0.0612556, 0.0612556, 0.0612556, 0.0612556, 0.0612556, 0.0612556, 0.0612556, 0.0612556, 0.0612556, 0.0612563, 0.0612556, 0.066163, 0.0612556, 0.0612556
16.4435, 0, 0.0647407, 0.0597748, 1.41421, -0.0647407, 0, 0.0597748, 0.0597748, 0.0597748, 0.0597748, 0.0597748, 0.0597748, 0.0597748, 0.0597748, 0.0597748, 0.0597748, 0.0597748, 0.0597748, 0.0597755, 0.0597748, 0.06474, 0.0597748, 0.0597748
16.4514, 0, 0.0633366, 0.0583121, 1.41421, -0.0633366, 0, 0.0583121, 0.0583121, 0.0583121, 0.0583121, 0.0583121, 0.0583121, 0.0583121, 0.0583121, 0.0583121, 0.0583121, 0.0583121, 0.0583121, 0.0583129, 0.0583121, 0.0633358, 0.0583121, 0.0583121
16.4593, 0, 0.0621255, 0.0570419, 1.41421, -0.0621255, 0, 0.0570419, 0.0570419, 0.0570419, 0.0570419, 0.0570419, 0.0570419, 0.0570419, 0.0570419, 0.0570419, 0.0570419, 0.0570419, 0.0570419, 0.0570426, 0.0570419, 0.0621248, 0.0570419, 0.0570419
16.4672, 2, 0.0608009, 0.0556573, 2, 1.9392, 0, 0.0556573, 0.0556573, 0.0556573, 0.0556573, 0.0556573, 0.0556573, 0.0556573, 0.0556573, 0.0556573, 0.0556573, 0.0556573, 0.0556573, 0.055658, 0.0556573, 0.0608002, 0.0556573, 0.0556573
16.4751, 0, 0.0593823, 0.054178, 1.41421, -0.0593823, 0, 0.054178, 0.054178, 0.054178, 0.054178, 0.054178, 0.054178, 0.054178, 0.054178, 0.054178, 0.054178, 0.054178, 0.054178, 0.0541787, 0.054178, 0.0593816, 0.054178, 0.054178
16.483, 2, 0.0579293, 0.0526635, 2, 1.94207, 0, 0.0526635, 0.0526635, 0.0526635, 0.0526635, 0.0526635, 0.0526635, 0.0526635, 0.0526635, 0.0526635, 0.0526635, 0.0526635, 0.0526635, 0.0526642, 0.0526635, 0.0579286, 0.0526635, 0.0526635
16.4909, 0, 0.0564986, 0.0511705, 1.41421, -0.0564986, 0, 0.0511705, 0.0511705, 0.0511705, 0.0511705, 0.0511705, 0.0511705, 0.0511705, 0.0511705, 0.0511705, 0.0511705, 0.0511705, 0.0511705, 0.0511712, 0.0511705, 0.0564979, 0.0511705, 0.0511705
16.4987, 2, 0.0553858, 0.0499946, 2, 1.94461, 0, 0.0499946, 0.0499946, 0.0499946, 0.0499946, 0.0499946, 0.0499946, 0.0499946, 0.0499946, 0.0499946, 0.0499946, 0.0499946, 0.0499946, 0.0499954, 0.0499946, 0.0553851, 0.0499946, 0.0499946
16.5066, 4, 0.0541592, 0.0487041, 2.44949, 3.94584, 0, 0.0487041, 0.0487041, 0.0487041, 0.0487041, 0.0487041, 0.0487041, 0.0487041, 0.0487041, 0.0487041, 0.0487041, 0.0487041, 0.0487041, 0.0487049, 0.0487041, 0.0541584, 0.0487041, 0.0487041
16.5145, 2, 0.0528374, 0.0473176, 2, 1.94716, 0, 0.0473176, 0.0473176, 0.0473176, 0.0473176, 0.0473176, 0.0473176, 0.0473176, 0.0473176, 0.0473176, 0.0473176, 0.0473176, 0.0473176, 0.0473183, 0.0473176, 0.0528366, 0.0473176, 0.0473176
16.5224, 2, 0.0514808, 0.0458955, 2, 1.94852, 0, 0.0458955, 0.0458955, 0.0458955, 0.0458955, 0.0458955, 0.0458955, 0.0458955, 0.0458955, 0.0458955, 0.0458955, 0.0458955, 0.0458955, 0.0458963, 0.0458955, 0.0514801, 0.0458955, 0.0458955
16.5303, 0, 0.0501468, 0.0444952, 1.41421, -0.0501468, 0, 0.0444952, 0.0444952, 0.0444952, 0.0444952, 0.0444952, 0.0444952, 0.0444952, 0.0444952, 0.0444952, 0.0444952, 0.0444952, 0.0444952, 0.0444959, 0.0444952, 0.0501461, 0.0444952, 0.0444952
16.5382, 2, 0.0490281, 0.0433092, 2, 1.95097, 0, 0.0433092, 0.0433092, 0.0433092, 0.0433092, 0.0433092, 0.0433092, 0.0433092, 0.0433092, 0.0433092, 0.0433092, 0.0433092, 0.0433092, 0.04331, 0.0433092, 0.0490273, 0.0433092, 0.0433092
16.5461, 2, 0.0478133, 0.0420264, 2, 1.95219, 0, 0.0420264, 0.0420264, 0.0420264, 0.0420264, 0.0420264, 0.0420264, 0.0420264, 0.0420264, 0.0420264, 0.0420264, 0.0420264, 0.0420264, 0.0420271, 0.0420264, 0.0478125, 0.0420264, 0.0420264
16.5539, 2, 0.0465198, 0.0406639, 2, 1.95348, 0, 0.0406639, 0.0406639, 0.0406639, 0.0406639, 0.0406639, 0.0406639, 0.0406639, 0.0406639, 0.0406639, 0.0406639, 0.0406639, 0.0406639, 0.0406646, 0.0406639, 0.046519, 0.0406639, 0.0406639
16.5618, 2, 0.045201, 0.0392753, 2, 1.9548, 0, 0.0392753, 0.0392753, 0.0392753, 0.0392753, 0.0392753, 0.0392753, 0.0392753, 0.0392753, 0.0392753, 0.0392753, 0.0392753, 0.0392753, 0.039276, 0.0392753, 0.0452003, 0.0392753, 0.0392753
16.5697, 0, 0.0439073, 0.0379108, 1.41421, -0.0439073, 0, 0.0379108, 0.0379108, 0.0379108, 0.0379108, 0.0379108, 0.0379108, 0.0379108, 0.0379108, 0.0379108, 0.0379108, 0.0379108, 0.0379108, 0.0379115, 0.0379108, 0.0439065, 0.0379108, 0.0379108
16.5776, 0, 0.04288, 0.0368119, 1.41421, -0.04288, 0, 0.0368119, 0.0368119, 0.0368119, 0.0368119, 0.0368119, 0.0368119, 0.0368119, 0.0368119, 0.0368119, 0.0368119, 0.0368119, 0.0368119, 0.0368126, 0.0368119, 0.0428792, 0.0368119, 0.0368119
16.5855, 2, 0.0417697, 0.0356289, 2, 1.95823, 0, 0.0356289, 0.0356289, 0.0356289, 0.0356289, 0.0356289, 0.0356289, 0.0356289, 0.0356289, 0.0356289, 0.0356289, 0.0356289, 0.0356289, 0.0356297, 0.0356289, 0.0417689, 0.0356289, 0.0356289
16.5934, 0, 0.0405908, 0.0343765, 1.41421, -0.0405908, 0, 0.0343765, 0.0343765, 0.0343765, 0.0343765, 0.0343765, 0.0343765, 0.0343765, 0.0343765, 0.0343765, 0.0343765, 0.0343765, 0.0343765, 0.0343773, 0.0343765, 0.04059, 0.0343765, 0.0343765
16.6013, 2, 0.0393917, 0.0331029, 2, 1.96061, 0, 0.0331029, 0.0331029, 0.0331029, 0.0331029, 0.0331029, 0.0331029, 0.0331029, 0.0331029, 0.0331029, 0.0331029, 0.0331029, 0.0331029, 0.0331037, 0.0331029, 0.0393909, 0.0331029, 0.0331029
16.6091, 0, 0.0382176, 0.0318534, 1.41421, -0.0382176, 0, 0.0318534, 0.0318534, 0.0318534, 0.0318534, 0.0318534, 0.0318534, 0.0318534, 0.0318534, 0.0318534, 0.0318534, 0.0318534, 0.0318534, 0.0318541, 0.0318534, 0.0382168, 0.0318534, 0.0318534
16.617, 0, 0.0372177, 0.0307771, 1.41421, -0.0372177, 0, 0.0307771, 0.0307771, 0.0307771, 0.0307771, 0.0307771, 0.0307771, 0.0307771, 0.0307771, 0.0307771, 0.0307771, 0.0307771, 0.0307771, 0.0307778, 0.0307771, 0.037217, 0.0307771, 0.0307771
16.6249, 0, 0.0361545, 0.0296363, 1.41421, -0.0361545, 0, 0.0296363, 0.0296363, 0.0296363, 0.0296363, 0.0296363, 0.0296363, 0.0296363, 0.0296363, 0.0296363, 0.0296363, 0.0296363, 0.0296363, 0.0296371, 0.0296363, 0.0361537, 0.0296363, 0.0296363
16.6328, 2, 0.0350412, 0.0284446, 2, 1.96496, 0, 0.0284446, 0.0284446, 0.0284446, 0.0284446, 0.0284446, 0.0284446, 0.0284446, 0.0284446, 0.0284446, 0.0284446, 0.0284446, 0.0284446, 0.0284453, 0.0284446, 0.0350405, 0.0284446, 0.0284446
16.6407, 2, 0.0339179, 0.0272418, 2, 1.96608, 0, 0.0272418, 0.0272418, 0.0272418, 0.0272418, 0.0272418, 0.0272418, 0.0272418, 0.0272418, 0.0272418, 0.0272418, 0.0272418, 0.0272418, 0.0272425, 0.0272418, 0.0339172, 0.0272418, 0.0272418
16.6486, 0, 0.0328217, 0.026065, 1.41421, -0.0328217, 0, 0.026065, 0.026065, 0.026065, 0.026065, 0.026065, 0.026065, 0.026065, 0.026065, 0.026065, 0.026065, 0.026065, 0.026065, 0.0260657, 0.026065, 0.0328209, 0.026065, 0.026065
16.6565, 0, 0.0319173, 0.0250789, 1.41421, -0.0319173, 0, 0.0250789, 0.0250789, 0.0250789, 0.0250789, 0.0250789, 0.0250789, 0.0250789, 0.0250789, 0.0250789, 0.0250789, 0.0250789, 0.0250789, 0.0250797, 0.0250789, 0.0319165, 0.0250789, 0.0250789
16.6644, 2, 0.0309678, 0.0240468, 2, 1.96903, 0, 0.0240468, 0.0240468, 0.0240468, 0.0240468, 0.0240468, 0.0240468, 0.0240468, 0.0240468, 0.0240468, 0.0240468, 0.0240468, 0.0240468, 0.0240476, 0.0240468, 0.0309671, 0.0240468, 0.0240468
16.6722, 2, 0.0299826, 0.0229777, 2, 1.97002, 0, 0.0229777, 0.0229777, 0.0229777, 0.0229777, 0.0229777, 0.0229777, 0.0229777, 0.0229777, 0.0229777, 0.0229777, 0.0229777, 0.0229777, 0.0229785, 0.0229777, 0.0299818, 0.0229777, 0.0229777
16.6801, 0, 0.0289941, 0.0219043, 1.41421, -0.0289941, 0, 0.0219043, 0.0219043, 0.0219043, 0.0219043, 0.0219043, 0.0219043, 0.0219043, 0.0219043, 0.0219043, 0.0219043, 0.0219043, 0.0219043, 0.021905, 0.0219043, 0.0289933, 0.0219043, 0.0219043
16.688, 0, 0.0280324, 0.0208565, 1.41421, -0.0280324, 0, 0.0208565, 0.0208565, 0.0208565, 0.0208565, 0.0208565, 0.0208565, 0.0208565, 0.0208565, 0.0208565, 0.0208565, 0.0208565, 0.0208565, 0.0208573, 0.0208565, 0.0280316, 0.0208565, 0.0208565
16.6959, 0, 0.0271836, 0.0199205, 1.41421, -0.0271836, 0, 0.0199205, 0.0199205, 0.0199205, 0.0199205, 0.0199205, 0.0199205, 0.0199205, 0.0199205, 0.0199205, 0.0199205, 0.0199205, 0.0199205, 0.0199213, 0.0199205, 0.0271828, 0.0199205, 0.0199205
16.7038, 6, 0.0263127, 0.0189612, 2.82843, 5.97369, 0, 0.0189612, 0.0189612, 0.0189612, 0.0189612, 0.0189612, 0.0189612, 0.0189612, 0.0189612, 0.0189612, 0.0189612, 0.0189612, 0.0189612, 0.018962, 0.0189612, 0.0263119, 0.0189612, 0.0189612
16.7117, 0, 0.0254263, 0.0179853, 1.41421, -0.0254263, 0, 0.0179853, 0.0179853, 0.0179853, 0.0179853, 0.0179853, 0.0179853, 0.0179853, 0.0179853, 0.0179853, 0.0179853, 0.0179853, 0.0179853, 0.0179861, 0.0179853, 0.0254255, 0.0179853, 0.0179853
16.7196, 4, 0.0245473, 0.0170155, 2.44949, 3.97545, 0, 0.0170155, 0.0170155, 0.0170155, 0.0170155, 0.0170155, 0.0170155, 0.0170155, 0.0170155, 0.0170155, 0.0170155, 0.0170155, 0.0170155, 0.0170163, 0.0170155, 0.0245465, 0.0170155, 0.0170155
16.7274, 0, 0.0236964, 0.0160726, 1.41421, -0.0236964, 0, 0.0160726, 0.0160726, 0.0160726, 0.0160726, 0.0160726, 0.0160726, 0.0160726, 0.0160726, 0.0160726, 0.0160726, 0.0160726, 0.0160726, 0.0160734, 0.0160726, 0.0236956, 0.0160726, 0.0160726
16.7353, 0, 0.022945, 0.0152281, 1.41421, -0.022945, 0, 0.0152281, 0.0152281, 0.0152281, 0.0152281, 0.0152281, 0.0152281, 0.0152281, 0.0152281, 0.0152281, 0.0152281, 0.0152281, 0.0152281, 0.0152288, 0.0152281, 0.0229442, 0.0152281, 0.0152281
16.7432, 0, 0.0221937, 0.0143822, 1.41421, -0.0221937, 0, 0.0143822, 0.0143822, 0.0143822, 0.0143822, 0.0143822, 0.0143822, 0.0143822, 0.0143822, 0.0143822, 0.0143822, 0.0143822, 0.0143822, 0.014383, 0.0143822, 0.0221929, 0.0143822, 0.0143822
16.7511, 0, 0.0214468, 0.0135396, 1.41421, -0.0214468, 0, 0.0135396, 0.0135396, 0.0135396, 0.0135396, 0.0135396, 0.0135396, 0.0135396, 0.0135396, 0.0135396, 0.0135396, 0.0135396, 0.0135396, 0.0135404, 0.0135396, 0.0214461, 0.0135396, 0.0135396
16.759, 0, 0.0207166, 0.0127123, 1.41421, -0.0207166, 0, 0.0127123, 0.0127123, 0.0127123, 0.0127123, 0.0127123, 0.0127123, 0.0127123, 0.0127123, 0.0127123, 0.0127123, 0.0127123, 0.0127123, 0.0127131, 0.0127123, 0.0207158, 0.0127123, 0.0127123
16.7669, 2, 0.0200137, 0.0119111, 2, 1.97999, 0, 0.0119111, 0.0119111, 0.0119111, 0.0119111, 0.0119111, 0.0119111, 0.0119111, 0.0119111, 0.0119111, 0.0119111, 0.0119111, 0.0119111, 0.0119118, 0.0119111, 0.020013, 0.0119111, 0.0119111
16.7748, 0, 0.0193415, 0.0111391, 1.41421, -0.0193415, 0, 0.0111391, 0.0111391, 0.0111391, 0.0111391, 0.0111391, 0.0111391, 0.0111391, 0.0111391, 0.0111391, 0.0111391, 0.0111391, 0.0111391, 0.0111399, 0.0111391, 0.0193407, 0.0111391, 0.0111391
16.7827, 0, 0.0186944, 0.0103909, 1.41421, -0.0186944, 0, 0.0103909, 0.0103909, 0.0103909, 0.0103909, 0.0103909, 0.0103909, 0.0103909, 0.0103909, 0.0103909, 0.0103909, 0.0103909, 0.0103909, 0.0103917, 0.0103909, 0.0186936, 0.0103909, 0.0103909
16.7905, 0, 0.0180731, 0.00966717, 1.41421, -0.0180731, 0, 0.00966717, 0.00966717, 0.00966717, 0.00966717, 0.00966717, 0.00966717, 0.00966717, 0.00966717, 0.00966717, 0.00966717, 0.00966717, 0.00966717, 0.00966794, 0.00966717, 0.0180723, 0.00966717, 0.00966717
