   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_27.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.035267, 54, 0, 0, 7.48331, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0273524, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0194379, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0115234, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00360893, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00430558, 0, 1.55957e-20, 0, 1.41421, -1.55957e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14396e-22, 0, 0, 4.58899e-25, 3.43263e-25, 0, 1.54805e-20, 0, 0, 0
0.0122201, 0, 3.42443e-20, 0, 1.41421, -3.42443e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51185e-22, 0, 0, 1.02404e-24, 7.68179e-25, 0, 3.39913e-20, 0, 0, 0
0.0201346, 0, 7.41942e-20, 0, 1.41421, -7.41942e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.44222e-22, 0, 0, 2.25483e-24, 1.69557e-24, 0, 7.36461e-20, 0, 0, 0
0.0280491, 0, 1.58711e-19, 0, 1.41421, -1.58711e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16416e-21, 0, 0, 4.90197e-24, 3.69387e-24, 0, 1.57538e-19, 0, 0, 0
0.0359636, 0, 3.35367e-19, 0, 1.41421, -3.35367e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45994e-21, 0, 0, 1.05273e-23, 7.94735e-24, 0, 3.32888e-19, 0, 0, 0
0.0438781, 0, 7.00335e-19, 0, 1.41421, -7.00335e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.13702e-21, 0, 0, 2.23439e-23, 1.68954e-23, 0, 6.95159e-19, 0, 0, 0
0.0517926, 0, 1.44592e-18, 0, 1.41421, -1.44592e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06059e-20, 0, 0, 4.68906e-23, 3.55084e-23, 0, 1.43523e-18, 0, 0, 0
0.0597071, 0, 2.95252e-18, 0, 1.41421, -2.95252e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1657e-20, 0, 0, 9.73331e-23, 7.38066e-23, 0, 2.93069e-18, 0, 0, 0
0.0676216, 0, 5.96483e-18, 0, 1.41421, -5.96483e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.37524e-20, 0, 0, 1.99912e-22, 1.51787e-22, 0, 5.92073e-18, 0, 0, 0
0.0755361, 0, 1.19259e-17, 0, 1.41421, -1.19259e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.74771e-20, 0, 0, 4.06405e-22, 3.08961e-22, 0, 1.18377e-17, 0, 0, 0
0.0834507, 0, 2.36044e-17, 0, 1.41421, -2.36044e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7314e-19, 0, 0, 8.17999e-22, 6.22661e-22, 0, 2.34298e-17, 0, 0, 0
0.0913652, 0, 4.62609e-17, 0, 1.41421, -4.62609e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.39326e-19, 0, 0, 1.63055e-21, 1.24282e-21, 0, 4.59187e-17, 0, 0, 0
0.0992797, 0, 8.97955e-17, 0, 1.41421, -8.97955e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.58653e-19, 0, 0, 3.21971e-21, 2.45753e-21, 0, 8.91312e-17, 0, 0, 0
0.107194, 0, 1.72667e-16, 0, 1.41421, -1.72667e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26652e-18, 0, 0, 6.29938e-21, 4.81548e-21, 0, 1.7139e-16, 0, 0, 0
0.115109, 0, 3.28978e-16, 0, 1.41421, -3.28978e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41305e-18, 0, 0, 1.22145e-20, 9.35268e-21, 0, 3.26543e-16, 0, 0, 0
0.123023, 0, 6.21158e-16, 0, 1.41421, -6.21158e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.55619e-18, 0, 0, 2.34764e-20, 1.8009e-20, 0, 6.1656e-16, 0, 0, 0
0.130938, 0, 1.16249e-15, 0, 1.41421, -1.16249e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.52687e-18, 0, 0, 4.4735e-20, 3.43868e-20, 0, 1.15389e-15, 0, 0, 0
0.138852, 0, 2.15674e-15, 0, 1.41421, -2.15674e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58196e-17, 0, 0, 8.45273e-20, 6.51222e-20, 0, 2.14077e-15, 0, 0, 0
0.146767, 0, 3.96724e-15, 0, 1.41421, -3.96724e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90995e-17, 0, 0, 1.58397e-19, 1.22345e-19, 0, 3.93786e-15, 0, 0, 0
0.154681, 0, 7.2363e-15, 0, 1.41421, -7.2363e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.30777e-17, 0, 0, 2.94417e-19, 2.28052e-19, 0, 7.1827e-15, 0, 0, 0
0.162596, 0, 1.30898e-14, 0, 1.41421, -1.30898e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.60128e-17, 0, 0, 5.42876e-19, 4.21838e-19, 0, 1.29929e-14, 0, 0, 0
0.17051, 0, 2.3485e-14, 0, 1.41421, -2.3485e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7226e-16, 0, 0, 9.93145e-19, 7.7444e-19, 0, 2.3311e-14, 0, 0, 0
0.178425, 0, 4.17953e-14, 0, 1.41421, -4.17953e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.06563e-16, 0, 0, 1.80288e-18, 1.41131e-18, 0, 4.14855e-14, 0, 0, 0
0.186339, 0, 7.37879e-14, 0, 1.41421, -7.37879e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.41223e-16, 0, 0, 3.24798e-18, 2.55336e-18, 0, 7.32409e-14, 0, 0, 0
0.194254, 0, 1.29241e-13, 0, 1.41421, -1.29241e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.47962e-16, 0, 0, 5.80766e-18, 4.58677e-18, 0, 1.28283e-13, 0, 0, 0
0.202168, 0, 2.24598e-13, 0, 1.41421, -2.24598e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64739e-15, 0, 0, 1.03081e-17, 8.18205e-18, 0, 2.22932e-13, 0, 0, 0
0.210083, 0, 3.87285e-13, 0, 1.41421, -3.87285e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.84069e-15, 0, 0, 1.81635e-17, 1.44954e-17, 0, 3.84412e-13, 0, 0, 0
0.217997, 0, 6.62684e-13, 0, 1.41421, -6.62684e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.86074e-15, 0, 0, 3.17768e-17, 2.55069e-17, 0, 6.57766e-13, 0, 0, 0
0.225912, 0, 1.12527e-12, 0, 1.41421, -1.12527e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.25386e-15, 0, 0, 5.52037e-17, 4.45888e-17, 0, 1.11691e-12, 0, 0, 0
