   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_274.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0533982, 0, 1.60003e-21, 0, 1.41421, -1.60003e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.05547e-23, 0, 4.33423e-26, 0, 0, 1.53944e-21, 0, 0, 0
0.0612839, 0, 3.85098e-21, 0, 1.41421, -3.85098e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45744e-22, 0, 1.05663e-25, 0, 0, 3.70514e-21, 0, 0, 0
0.0691697, 0, 9.11077e-21, 0, 1.41421, -9.11077e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.44805e-22, 0, 2.53227e-25, 0, 0, 8.76571e-21, 0, 0, 0
0.0770554, 0, 2.12069e-20, 0, 1.41421, -2.12069e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.02593e-22, 0, 5.97154e-25, 0, 0, 2.04037e-20, 0, 0, 0
0.0849412, 0, 4.86051e-20, 0, 1.41421, -4.86051e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8395e-21, 0, 1.38677e-24, 0, 0, 4.67642e-20, 0, 0, 0
0.0928269, 0, 1.09768e-19, 0, 1.41421, -1.09768e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.15425e-21, 0, 3.17382e-24, 0, 0, 1.0561e-19, 0, 0, 0
0.100713, 0, 2.44413e-19, 0, 1.41421, -2.44413e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.25003e-21, 0, 7.16301e-24, 0, 0, 2.35156e-19, 0, 0, 0
0.108598, 0, 5.36874e-19, 0, 1.41421, -5.36874e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03184e-20, 0, 1.59512e-23, 0, 0, 5.1654e-19, 0, 0, 0
0.116484, 0, 1.16395e-18, 0, 1.41421, -1.16395e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.40507e-20, 0, 3.50676e-23, 0, 0, 1.11987e-18, 0, 0, 0
0.12437, 0, 2.49177e-18, 0, 1.41421, -2.49177e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.43028e-20, 0, 7.61434e-23, 0, 0, 2.39739e-18, 0, 0, 0
0.132256, 0, 5.26942e-18, 0, 1.41421, -5.26942e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99425e-19, 0, 1.63363e-22, 0, 0, 5.06983e-18, 0, 0, 0
0.140141, 0, 1.10119e-17, 0, 1.41421, -1.10119e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.16752e-19, 0, 3.4645e-22, 0, 0, 1.05948e-17, 0, 0, 0
0.148027, 0, 2.27481e-17, 0, 1.41421, -2.27481e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.60917e-19, 0, 7.26508e-22, 0, 0, 2.18864e-17, 0, 0, 0
0.155913, 0, 4.64667e-17, 0, 1.41421, -4.64667e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75856e-18, 0, 1.50692e-21, 0, 0, 4.47067e-17, 0, 0, 0
0.163799, 0, 9.38799e-17, 0, 1.41421, -9.38799e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.55294e-18, 0, 3.09251e-21, 0, 0, 9.03238e-17, 0, 0, 0
0.171684, 0, 1.87645e-16, 0, 1.41421, -1.87645e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.10155e-18, 0, 6.28082e-21, 0, 0, 1.80537e-16, 0, 0, 0
0.17957, 0, 3.71138e-16, 0, 1.41421, -3.71138e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40459e-17, 0, 1.26272e-20, 0, 0, 3.57079e-16, 0, 0, 0
0.187456, 0, 7.26523e-16, 0, 1.41421, -7.26523e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.74956e-17, 0, 2.51348e-20, 0, 0, 6.99002e-16, 0, 0, 0
0.195342, 0, 1.40786e-15, 0, 1.41421, -1.40786e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.32811e-17, 0, 4.95458e-20, 0, 0, 1.35453e-15, 0, 0, 0
0.203227, 0, 2.70107e-15, 0, 1.41421, -2.70107e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02223e-16, 0, 9.67332e-20, 0, 0, 2.59875e-15, 0, 0, 0
0.211113, 0, 5.13146e-15, 0, 1.41421, -5.13146e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94201e-16, 0, 1.87091e-19, 0, 0, 4.93707e-15, 0, 0, 0
0.218999, 0, 9.65456e-15, 0, 1.41421, -9.65456e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65377e-16, 0, 3.58511e-19, 0, 0, 9.28883e-15, 0, 0, 0
0.226885, 0, 1.79915e-14, 0, 1.41421, -1.79915e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.80884e-16, 0, 6.80786e-19, 0, 0, 1.73099e-14, 0, 0, 0
0.234771, 0, 3.32114e-14, 0, 1.41421, -3.32114e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25688e-15, 0, 1.28126e-18, 0, 0, 3.19533e-14, 0, 0, 0
0.242656, 0, 6.07355e-14, 0, 1.41421, -6.07355e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29852e-15, 0, 2.39026e-18, 0, 0, 5.84345e-14, 0, 0, 0
0.250542, 0, 1.10045e-13, 0, 1.41421, -1.10045e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.16462e-15, 0, 4.42079e-18, 0, 0, 1.05876e-13, 0, 0, 0
0.258428, 0, 1.97565e-13, 0, 1.41421, -1.97565e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.47681e-15, 0, 8.10719e-18, 0, 0, 1.9008e-13, 0, 0, 0
0.266313, 0, 3.51475e-13, 0, 1.41421, -3.51475e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33016e-14, 0, 1.47444e-17, 0, 0, 3.38159e-13, 0, 0, 0
0.274199, 0, 6.19667e-13, 0, 1.41421, -6.19667e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34516e-14, 0, 2.6598e-17, 0, 0, 5.96189e-13, 0, 0, 0
0.282085, 0, 1.08275e-12, 0, 1.41421, -1.08275e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.09782e-14, 0, 4.76015e-17, 0, 0, 1.04173e-12, 0, 0, 0
0.289971, 0, 1.87516e-12, 0, 1.41421, -1.87516e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.097e-14, 0, 8.45354e-17, 0, 0, 1.8041e-12, 0, 0, 0
0.297857, 0, 3.22108e-12, 0, 1.41421, -3.22108e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21917e-13, 0, 1.49317e-16, 0, 0, 3.09901e-12, 0, 0, 0
0.305742, 0, 5.48044e-12, 0, 1.41421, -5.48044e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07447e-13, 0, 2.61296e-16, 0, 0, 5.27273e-12, 0, 0, 0
0.313628, 0, 9.2438e-12, 0, 1.41421, -9.2438e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4993e-13, 0, 4.54131e-16, 0, 0, 8.89341e-12, 0, 0, 0
0.321514, 0, 1.5457e-11, 4.2039e-44, 1.41421, -1.5457e-11, 0, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 5.85208e-13, 4.2039e-44, 7.8415e-16, 4.2039e-44, 4.2039e-44, 1.4871e-11, 4.2039e-44, 4.2039e-44, 4.2039e-44
0.3294, 0, 2.56252e-11, 7.84727e-43, 1.41421, -2.56252e-11, 0, 7.84727e-43, 7.84727e-43, 7.84727e-43, 7.84727e-43, 7.84727e-43, 7.84727e-43, 7.84727e-43, 7.84727e-43, 7.84727e-43, 9.70336e-13, 7.84727e-43, 1.34574e-15, 7.84727e-43, 7.84727e-43, 2.46536e-11, 7.84727e-43, 7.84727e-43, 7.84727e-43
0.337285, 0, 4.21206e-11, 1.19391e-41, 1.41421, -4.21206e-11, 0, 1.19391e-41, 1.19391e-41, 1.19391e-41, 1.19391e-41, 1.19391e-41, 1.19391e-41, 1.19391e-41, 1.19391e-41, 1.19391e-41, 1.59529e-12, 1.19391e-41, 2.29642e-15, 1.19391e-41, 1.19391e-41, 4.0523e-11, 1.19391e-41, 1.19391e-41, 1.19391e-41
0.345171, 0, 6.86481e-11, 1.5966e-40, 1.41421, -6.86481e-11, 0, 1.5966e-40, 1.5966e-40, 1.5966e-40, 1.5966e-40, 1.5966e-40, 1.5966e-40, 1.5966e-40, 1.5966e-40, 1.5966e-40, 2.60071e-12, 1.5966e-40, 3.89831e-15, 1.5966e-40, 1.5966e-40, 6.60435e-11, 1.5966e-40, 1.5966e-40, 1.5966e-40
0.353057, 0, 1.10941e-10, 1.90935e-39, 1.41421, -1.10941e-10, 0, 1.90935e-39, 1.90935e-39, 1.90935e-39, 1.90935e-39, 1.90935e-39, 1.90935e-39, 1.90935e-39, 1.90935e-39, 1.90935e-39, 4.20441e-12, 1.90935e-39, 6.58659e-15, 1.90935e-39, 1.90935e-39, 1.0673e-10, 1.90935e-39, 1.90935e-39, 1.90935e-39
0.360943, 0, 1.77788e-10, 2.05864e-38, 1.41421, -1.77788e-10, 0, 2.05864e-38, 2.05864e-38, 2.05864e-38, 2.05864e-38, 2.05864e-38, 2.05864e-38, 2.05864e-38, 2.05864e-38, 2.05864e-38, 6.74072e-12, 2.05864e-38, 1.10826e-14, 2.05864e-38, 2.05864e-38, 1.71036e-10, 2.05864e-38, 2.05864e-38, 2.05864e-38
0.368828, 0, 2.82543e-10, 2.01058e-37, 1.41421, -2.82543e-10, 0, 2.01058e-37, 2.01058e-37, 2.01058e-37, 2.01058e-37, 2.01058e-37, 2.01058e-37, 2.01058e-37, 2.01058e-37, 2.01058e-37, 1.07184e-11, 2.01058e-37, 1.85812e-14, 2.01058e-37, 2.01058e-37, 2.71806e-10, 2.01058e-37, 2.01058e-37, 2.01058e-37
0.376714, 0, 4.45307e-10, 1.79087e-36, 1.41421, -4.45307e-10, 0, 1.79087e-36, 1.79087e-36, 1.79087e-36, 1.79087e-36, 1.79087e-36, 1.79087e-36, 1.79087e-36, 1.79087e-36, 1.79087e-36, 1.69044e-11, 1.79087e-36, 3.10602e-14, 1.79087e-36, 1.79087e-36, 4.28372e-10, 1.79087e-36, 1.79087e-36, 1.79087e-36
0.3846, 0, 6.96066e-10, 1.46153e-35, 1.41421, -6.96066e-10, 0, 1.46153e-35, 1.46153e-35, 1.46153e-35, 1.46153e-35, 1.46153e-35, 1.46153e-35, 1.46153e-35, 1.46153e-35, 1.46153e-35, 2.64459e-11, 1.46153e-35, 5.17946e-14, 1.46153e-35, 1.46153e-35, 6.69569e-10, 1.46153e-35, 1.46153e-35, 1.46153e-35
0.392486, 0, 1.07915e-09, 1.09765e-34, 1.41421, -1.07915e-09, 0, 1.09765e-34, 1.09765e-34, 1.09765e-34, 1.09765e-34, 1.09765e-34, 1.09765e-34, 1.09765e-34, 1.09765e-34, 1.09765e-34, 4.10431e-11, 1.09765e-34, 8.6208e-14, 1.09765e-34, 1.09765e-34, 1.03802e-09, 1.09765e-34, 1.09765e-34, 1.09765e-34
0.400371, 0, 1.65949e-09, 7.62097e-34, 1.41421, -1.65949e-09, 0, 7.62097e-34, 7.62097e-34, 7.62097e-34, 7.62097e-34, 7.62097e-34, 7.62097e-34, 7.62097e-34, 7.62097e-34, 7.62097e-34, 6.31951e-11, 7.62097e-34, 1.43285e-13, 7.62097e-34, 7.62097e-34, 1.59616e-09, 7.62097e-34, 7.62097e-34, 7.62097e-34
0.408257, 0, 2.53138e-09, 4.56273e-33, 1.41421, -2.53138e-09, 0, 4.56273e-33, 4.56273e-33, 4.56273e-33, 4.56273e-33, 4.56273e-33, 4.56273e-33, 4.56273e-33, 4.56273e-33, 4.56273e-33, 9.65452e-11, 4.56273e-33, 2.37909e-13, 4.56273e-33, 4.56273e-33, 2.4346e-09, 4.56273e-33, 4.56273e-33, 4.56273e-33
0.416143, 0, 3.83051e-09, 2.78221e-32, 1.41421, -3.83051e-09, 0, 2.78221e-32, 2.78221e-32, 2.78221e-32, 2.78221e-32, 2.78221e-32, 2.78221e-32, 2.78221e-32, 2.78221e-32, 2.78221e-32, 1.46363e-10, 2.78221e-32, 3.94734e-13, 2.78221e-32, 2.78221e-32, 3.68375e-09, 2.78221e-32, 2.78221e-32, 2.78221e-32
0.424029, 0, 5.75039e-09, 1.51621e-31, 1.41421, -5.75039e-09, 0, 1.51621e-31, 1.51621e-31, 1.51621e-31, 1.51621e-31, 1.51621e-31, 1.51621e-31, 1.51621e-31, 1.51621e-31, 1.51621e-31, 2.20206e-10, 1.51621e-31, 6.54552e-13, 1.51621e-31, 1.51621e-31, 5.52953e-09, 1.51621e-31, 1.51621e-31, 1.51621e-31
0.431914, 0, 8.5647e-09, 8.09445e-31, 1.41421, -8.5647e-09, 0, 8.09445e-31, 8.09445e-31, 8.09445e-31, 8.09445e-31, 8.09445e-31, 8.09445e-31, 8.09445e-31, 8.09445e-31, 8.09445e-31, 3.28839e-10, 8.09445e-31, 1.08477e-12, 8.09445e-31, 8.09445e-31, 8.23478e-09, 8.09445e-31, 8.09445e-31, 8.09445e-31
0.4398, 0, 1.2657e-08, 4.12406e-30, 1.41421, -1.2657e-08, 0, 4.12406e-30, 4.12406e-30, 4.12406e-30, 4.12406e-30, 4.12406e-30, 4.12406e-30, 4.12406e-30, 4.12406e-30, 4.12406e-30, 4.87468e-10, 4.12406e-30, 1.79649e-12, 4.12406e-30, 4.12406e-30, 1.21677e-08, 4.12406e-30, 4.12406e-30, 4.12406e-30
0.447686, 0, 1.85602e-08, 1.98762e-29, 1.41421, -1.85602e-08, 0, 1.98762e-29, 1.98762e-29, 1.98762e-29, 1.98762e-29, 1.98762e-29, 1.98762e-29, 1.98762e-29, 1.98762e-29, 1.98762e-29, 7.17428e-10, 1.98762e-29, 2.97233e-12, 1.98762e-29, 1.98762e-29, 1.78398e-08, 1.98762e-29, 1.98762e-29, 1.98762e-29
0.455572, 0, 2.70088e-08, 9.19711e-29, 1.41421, -2.70088e-08, 0, 9.19711e-29, 9.19711e-29, 9.19711e-29, 9.19711e-29, 9.19711e-29, 9.19711e-29, 9.19711e-29, 9.19711e-29, 9.19711e-29, 1.04844e-09, 9.19711e-29, 4.91123e-12, 9.19711e-29, 9.19711e-29, 2.59554e-08, 9.19711e-29, 9.19711e-29, 9.19711e-29
0.463457, 0, 3.9006e-08, 4.08995e-28, 1.41421, -3.9006e-08, 0, 4.08995e-28, 4.08995e-28, 4.08995e-28, 4.08995e-28, 4.08995e-28, 4.08995e-28, 4.08995e-28, 4.08995e-28, 4.08995e-28, 1.52162e-09, 4.08995e-28, 8.10027e-12, 4.08995e-28, 4.08995e-28, 3.74763e-08, 4.08995e-28, 4.08995e-28, 4.08995e-28
0.471343, 0, 5.59112e-08, 1.73721e-27, 1.41421, -5.59112e-08, 0, 1.73721e-27, 1.73721e-27, 1.73721e-27, 1.73721e-27, 1.73721e-27, 1.73721e-27, 1.73721e-27, 1.73721e-27, 1.73721e-27, 2.19347e-09, 1.73721e-27, 1.33289e-11, 1.73721e-27, 1.73721e-27, 5.37044e-08, 1.73721e-27, 1.73721e-27, 1.73721e-27
0.479229, 0, 7.9551e-08, 7.0446e-27, 1.41421, -7.9551e-08, 0, 7.0446e-27, 7.0446e-27, 7.0446e-27, 7.0446e-27, 7.0446e-27, 7.0446e-27, 7.0446e-27, 7.0446e-27, 7.0446e-27, 3.14115e-09, 7.0446e-27, 2.18691e-11, 7.0446e-27, 7.0446e-27, 7.6388e-08, 7.0446e-27, 7.0446e-27, 7.0446e-27
0.487115, 0, 1.1236e-07, 2.72901e-26, 1.41421, -1.1236e-07, 0, 2.72901e-26, 2.72901e-26, 2.72901e-26, 2.72901e-26, 2.72901e-26, 2.72901e-26, 7.11219e-13, 2.72901e-26, 2.72901e-26, 4.46934e-09, 2.72901e-26, 3.5756e-11, 2.72901e-26, 2.72901e-26, 1.07854e-07, 2.72901e-26, 2.72901e-26, 2.72901e-26
0.495, 0, 1.57557e-07, 1.01151e-25, 1.41421, -1.57557e-07, 0, 1.01151e-25, 1.01151e-25, 1.01151e-25, 1.01151e-25, 1.01151e-25, 1.01151e-25, 2.47865e-12, 1.01151e-25, 1.01151e-25, 6.31922e-09, 1.01151e-25, 5.82241e-11, 1.01151e-25, 1.01151e-25, 1.51177e-07, 1.01151e-25, 1.01151e-25, 1.01151e-25
0.502886, 0, 2.19363e-07, 3.60742e-25, 1.41421, -2.19363e-07, 0, 3.60742e-25, 3.60742e-25, 3.60742e-25, 3.60742e-25, 3.60742e-25, 3.60742e-25, 6.72417e-12, 3.60742e-25, 3.60742e-25, 8.87994e-09, 3.60742e-25, 9.43734e-11, 3.60742e-25, 3.60742e-25, 2.10382e-07, 3.60742e-25, 3.60742e-25, 3.60742e-25
0.510772, 0, 3.05481e-07, 2.12275e-10, 1.41421, -3.05481e-07, 2.12275e-10, 2.12321e-10, 2.12325e-10, 9.85763e-10, 2.3264e-10, 2.16358e-10, 2.2448e-10, 2.62435e-10, 2.34831e-10, 1.27817e-09, 1.26161e-08, 2.16067e-10, 3.64459e-10, 2.12275e-10, 2.12276e-10, 2.90953e-07, 2.12275e-10, 2.12275e-10, 2.3221e-10
0.518658, 0, 4.2403e-07, 7.34206e-10, 1.41421, -4.2403e-07, 7.34206e-10, 7.34366e-10, 7.34377e-10, 3.41479e-09, 8.0478e-10, 7.48356e-10, 7.76502e-10, 8.89535e-10, 8.12376e-10, 4.42814e-09, 1.79585e-08, 7.47345e-10, 9.78276e-10, 7.34206e-10, 7.3421e-10, 3.99744e-07, 7.34206e-10, 7.34206e-10, 8.0329e-10
0.526543, 0, 5.88434e-07, 1.98004e-09, 1.41421, -5.88434e-07, 1.98004e-09, 1.98047e-09, 1.9805e-09, 9.21568e-09, 2.17054e-09, 2.01824e-09, 2.09421e-09, 2.38261e-09, 2.19104e-09, 1.1951e-08, 2.57607e-08, 2.01551e-09, 2.36914e-09, 1.98004e-09, 1.98005e-09, 5.45878e-07, 1.98004e-09, 1.98004e-09, 2.16652e-09
0.534429, 0, 8.19982e-07, 4.87226e-09, 1.41421, -8.19982e-07, 4.87226e-09, 4.87332e-09, 4.8734e-09, 2.26862e-08, 5.34126e-09, 4.9663e-09, 5.15334e-09, 5.84074e-09, 5.39174e-09, 2.94204e-08, 3.75192e-08, 4.95958e-09, 5.48862e-09, 4.87226e-09, 4.87229e-09, 7.41476e-07, 4.87226e-09, 4.87226e-09, 5.33136e-09
0.542315, 0, 1.15423e-06, 1.14132e-08, 1.41421, -1.15423e-06, 1.14132e-08, 1.14157e-08, 1.14159e-08, 5.315e-08, 1.25121e-08, 1.16336e-08, 1.20718e-08, 1.36436e-08, 1.26304e-08, 6.89278e-08, 5.59824e-08, 1.16178e-08, 1.23831e-08, 1.14132e-08, 1.14133e-08, 1.00273e-06, 1.14132e-08, 1.14132e-08, 1.24889e-08
0.550201, 0, 1.65388e-06, 2.5828e-08, 1.41421, -1.65388e-06, 2.5828e-08, 2.58337e-08, 2.58341e-08, 1.20286e-07, 2.83149e-08, 2.63266e-08, 2.73184e-08, 3.08744e-08, 2.85826e-08, 1.55994e-07, 8.63388e-08, 2.6291e-08, 2.73437e-08, 2.5828e-08, 2.58282e-08, 1.35205e-06, 2.5828e-08, 2.5828e-08, 2.82624e-08
0.558086, 0, 2.43353e-06, 5.67929e-08, 1.41421, -2.43353e-06, 5.67929e-08, 5.68053e-08, 5.68062e-08, 2.64509e-07, 6.22616e-08, 5.78894e-08, 6.00704e-08, 6.85299e-08, 6.28502e-08, 3.43033e-07, 1.38501e-07, 5.7811e-08, 5.91448e-08, 5.67929e-08, 5.67932e-08, 1.82148e-06, 5.67929e-08, 5.67929e-08, 6.21462e-08
0.565972, 0, 3.71037e-06, 1.21647e-07, 1.41421, -3.71037e-06, 1.21647e-07, 1.21673e-07, 1.21675e-07, 5.66594e-07, 1.33361e-07, 1.23996e-07, 1.28668e-07, 1.53994e-07, 1.34622e-07, 7.34799e-07, 2.31384e-07, 1.23828e-07, 1.2527e-07, 1.21647e-07, 1.21648e-07, 2.4588e-06, 1.21647e-07, 1.21647e-07, 1.33114e-07
0.573858, 0, 5.88226e-06, 2.54214e-07, 1.41421, -5.88226e-06, 2.54214e-07, 2.5427e-07, 2.54274e-07, 1.18412e-06, 2.78697e-07, 2.59123e-07, 2.68887e-07, 3.34834e-07, 2.81332e-07, 1.53565e-06, 4.00812e-07, 2.58772e-07, 2.59756e-07, 2.54214e-07, 2.54216e-07, 3.33834e-06, 2.54214e-07, 2.54214e-07, 2.7818e-07
0.581744, 0, 9.66957e-06, 5.18075e-07, 1.41421, -9.66957e-06, 5.18075e-07, 5.18188e-07, 5.18196e-07, 2.41333e-06, 5.67973e-07, 5.28079e-07, 5.47979e-07, 6.95392e-07, 5.73343e-07, 3.12979e-06, 7.12891e-07, 5.27365e-07, 5.26488e-07, 5.18075e-07, 5.18078e-07, 4.57861e-06, 5.18075e-07, 5.18075e-07, 5.66919e-07
0.589629, 0, 1.63983e-05, 1.03076e-06, 1.41421, -1.63983e-05, 1.03076e-06, 1.03098e-06, 1.031e-06, 4.80184e-06, 1.13004e-06, 1.05066e-06, 1.09026e-06, 1.41166e-06, 1.14073e-06, 6.22743e-06, 1.28832e-06, 1.04924e-06, 1.04343e-06, 1.03076e-06, 1.03076e-06, 6.37462e-06, 1.03076e-06, 1.03076e-06, 1.12794e-06
0.597515, 0, 2.84158e-05, 2.00252e-06, 1.41421, -2.84158e-05, 2.00252e-06, 2.00295e-06, 2.00298e-06, 9.32944e-06, 2.19542e-06, 2.04119e-06, 2.11813e-06, 2.80141e-06, 2.21618e-06, 1.20993e-05, 2.34134e-06, 2.03843e-06, 2.02148e-06, 2.00252e-06, 2.00253e-06, 9.04896e-06, 2.00252e-06, 2.00252e-06, 2.19135e-06
0.605401, 0, 4.98085e-05, 3.79959e-06, 1.41421, -4.98085e-05, 3.79959e-06, 3.80042e-06, 3.80048e-06, 1.77029e-05, 4.16563e-06, 3.87298e-06, 4.01897e-06, 5.44629e-06, 4.20503e-06, 2.29587e-05, 4.24316e-06, 3.86774e-06, 3.82776e-06, 3.79959e-06, 3.79961e-06, 1.31352e-05, 3.79959e-06, 3.79959e-06, 4.15791e-06
0.613287, 0, 8.75125e-05, 7.04224e-06, 1.41421, -8.75125e-05, 7.04224e-06, 7.04378e-06, 7.04389e-06, 3.28128e-05, 7.72072e-06, 7.17828e-06, 7.44887e-06, 1.03774e-05, 7.79375e-06, 4.25549e-05, 7.62028e-06, 7.16856e-06, 7.08378e-06, 7.04224e-06, 7.04228e-06, 1.95082e-05, 7.04224e-06, 7.04224e-06, 7.7064e-06
0.621172, 0, 0.000153017, 1.2752e-05, 1.41421, -0.000153017, 1.2752e-05, 1.27548e-05, 1.2755e-05, 5.94206e-05, 1.39807e-05, 1.29984e-05, 1.34884e-05, 1.93877e-05, 1.4113e-05, 7.70628e-05, 1.35021e-05, 1.29808e-05, 1.28129e-05, 1.2752e-05, 1.27521e-05, 2.9581e-05, 1.2752e-05, 1.2752e-05, 1.39548e-05
0.629058, 0, 0.000264867, 2.25644e-05, 1.41421, -0.000264867, 2.25644e-05, 2.25693e-05, 2.25697e-05, 0.000105149, 2.47387e-05, 2.30003e-05, 2.38675e-05, 3.55307e-05, 2.49727e-05, 0.000136369, 2.35337e-05, 2.29692e-05, 2.26529e-05, 2.25644e-05, 2.25645e-05, 4.55896e-05, 2.25644e-05, 2.25644e-05, 2.46928e-05
0.636944, 0, 0.000452235, 3.9023e-05, 1.41421, -0.000452235, 3.9023e-05, 3.90315e-05, 3.90321e-05, 0.000181854, 4.27834e-05, 3.97769e-05, 4.12766e-05, 6.38976e-05, 4.31881e-05, 0.000235849, 4.02712e-05, 3.97231e-05, 3.9151e-05, 3.9023e-05, 3.90232e-05, 7.09955e-05, 3.9023e-05, 3.9023e-05, 4.2704e-05
0.64483, 0, 0.000759826, 6.5972e-05, 1.41421, -0.000759826, 6.5972e-05, 6.59864e-05, 6.59873e-05, 0.000307455, 7.23297e-05, 6.72467e-05, 6.97822e-05, 0.000112807, 7.3014e-05, 0.000398743, 6.75741e-05, 6.71556e-05, 6.6156e-05, 6.5972e-05, 6.59723e-05, 0.000111029, 6.5972e-05, 6.5972e-05, 7.21954e-05
