   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_127.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.7263, 148, 144.938, 19.0821, 12.2474, 3.06223, 0, 19.0821, 19.3514, 19.0898, 19.0833, 144.652, 19.0821, 19.0821, 19.0821, 19.0821, 19.0821, 19.0821, 19.0821, 19.0821, 19.0898, 19.0821, 19.0821, 19.0821
3.7342, 152, 136.201, 19.2075, 12.4097, 15.7988, 0, 19.2075, 19.4768, 19.2152, 19.2087, 135.917, 19.2075, 19.2075, 19.2075, 19.2075, 19.2075, 19.2075, 19.2075, 19.2075, 19.2136, 19.2075, 19.2075, 19.2075
3.7421, 136, 126.51, 19.3332, 11.7473, 9.49033, 0, 19.3332, 19.6025, 19.3409, 19.3345, 126.227, 19.3332, 19.3332, 19.3332, 19.3332, 19.3332, 19.3332, 19.3332, 19.3332, 19.3381, 19.3332, 19.3332, 19.3332
3.75, 106, 116.223, 19.4593, 10.3923, -10.2231, 0, 19.4593, 19.7286, 19.467, 19.4606, 115.941, 19.4593, 19.4593, 19.4593, 19.4593, 19.4593, 19.4593, 19.4593, 19.4593, 19.4631, 19.4593, 19.4593, 19.4593
3.7579, 112, 105.693, 19.5858, 10.6771, 6.3071, 0, 19.5858, 19.855, 19.5935, 19.5871, 105.412, 19.5858, 19.5858, 19.5858, 19.5858, 19.5858, 19.5858, 19.5858, 19.5858, 19.5888, 19.5858, 19.5858, 19.5858
3.7658, 128, 95.2411, 19.7126, 11.4018, 32.7589, 0, 19.7126, 19.9819, 19.7203, 19.714, 94.9604, 19.7126, 19.7126, 19.7126, 19.7126, 19.7126, 19.7126, 19.7126, 19.7126, 19.7149, 19.7126, 19.7126, 19.7126
3.7737, 68, 85.1503, 19.8398, 8.3666, -17.1503, 0, 19.8398, 20.1091, 19.8475, 19.8412, 84.8701, 19.8398, 19.8398, 19.8398, 19.8398, 19.8398, 19.8398, 19.8398, 19.8398, 19.8416, 19.8398, 19.8398, 19.8398
3.7816, 58, 75.6504, 19.9673, 7.74597, -17.6504, 0, 19.9673, 20.2366, 19.9751, 19.9688, 75.3706, 19.9673, 19.9673, 19.9673, 19.9673, 19.9673, 19.9673, 19.9673, 19.9673, 19.9687, 19.9673, 19.9673, 19.9673
3.7895, 60, 66.9153, 20.0953, 7.87401, -6.91531, 0, 20.0953, 20.3645, 20.103, 20.0967, 66.6357, 20.0953, 20.0953, 20.0953, 20.0953, 20.0953, 20.0953, 20.0953, 20.0953, 20.0963, 20.0953, 20.0953, 20.0953
3.7974, 38, 59.062, 20.2236, 6.32456, -21.062, 0, 20.2236, 20.4928, 20.2313, 20.2251, 58.7826, 20.2236, 20.2236, 20.2236, 20.2236, 20.2236, 20.2236, 20.2236, 20.2236, 20.2244, 20.2236, 20.2236, 20.2236
3.8053, 40, 52.1552, 20.3522, 6.48074, -12.1552, 0, 20.3522, 20.6215, 20.36, 20.3538, 51.8759, 20.3522, 20.3522, 20.3522, 20.3522, 20.3522, 20.3522, 20.3522, 20.3522, 20.3529, 20.3522, 20.3522, 20.3522
3.8132, 44, 46.2124, 20.4813, 6.78233, -2.21236, 0, 20.4813, 20.7505, 20.489, 20.4828, 45.9333, 20.4813, 20.4813, 20.4813, 20.4813, 20.4813, 20.4813, 20.4813, 20.4813, 20.4817, 20.4813, 20.4813, 20.4813
3.82111, 12, 41.2135, 20.6106, 3.74166, -29.2135, 0, 20.6106, 20.8799, 20.6184, 20.6123, 40.9345, 20.6106, 20.6106, 20.6106, 20.6106, 20.6106, 20.6106, 20.6106, 20.6106, 20.611, 20.6106, 20.6106, 20.6106
3.82901, 32, 37.1102, 20.7404, 5.83095, -5.11021, 0, 20.7404, 21.0096, 20.7482, 20.742, 36.8312, 20.7404, 20.7404, 20.7404, 20.7404, 20.7404, 20.7404, 20.7404, 20.7404, 20.7406, 20.7404, 20.7404, 20.7404
3.83691, 32, 33.8346, 20.8704, 5.83095, -1.83463, 0, 20.8704, 21.1397, 20.8782, 20.8721, 33.5556, 20.8704, 20.8704, 20.8704, 20.8704, 20.8704, 20.8704, 20.8704, 20.8704, 20.8706, 20.8704, 20.8704, 20.8704
3.84481, 24, 31.3089, 21.0007, 5.09902, -7.30886, 0, 21.0007, 21.27, 21.0086, 21.0024, 31.0298, 21.0007, 21.0007, 21.0007, 21.0007, 21.0007, 21.0007, 21.0007, 21.0007, 21.0008, 21.0007, 21.0007, 21.0007
3.85271, 16, 29.451, 21.1312, 4.24264, -13.451, 0, 21.1312, 21.4005, 21.1392, 21.133, 29.1719, 21.1312, 21.1312, 21.1312, 21.1312, 21.1312, 21.1312, 21.1312, 21.1312, 21.1313, 21.1312, 21.1312, 21.1312
3.86061, 20, 28.1819, 21.2619, 4.69042, -8.18194, 0, 21.2619, 21.5312, 21.27, 21.2637, 27.9027, 21.2619, 21.2619, 21.2619, 21.2619, 21.2619, 21.2619, 21.2619, 21.2619, 21.262, 21.2619, 21.2619, 21.2619
3.86851, 20, 27.4282, 21.3926, 4.69042, -7.4282, 0, 21.3926, 21.6619, 21.4009, 21.3945, 27.1487, 21.3926, 21.3926, 21.3926, 21.3926, 21.3926, 21.3926, 21.3926, 21.3926, 21.3927, 21.3926, 21.3926, 21.3926
3.87641, 10, 27.1243, 21.5233, 3.4641, -17.1243, 0, 21.5233, 21.7926, 21.5319, 21.5252, 26.8446, 21.5233, 21.5233, 21.5233, 21.5233, 21.5233, 21.5233, 21.5233, 21.5233, 21.5234, 21.5233, 21.5233, 21.5233
3.88431, 20, 27.2135, 21.6538, 4.69042, -7.21346, 0, 21.6538, 21.9231, 21.6627, 21.6557, 26.9334, 21.6538, 21.6538, 21.6538, 21.6538, 21.6538, 21.6538, 21.6538, 21.6538, 21.6539, 21.6538, 21.6538, 21.6538
3.89221, 12, 27.6466, 21.7839, 3.74166, -15.6466, 0, 21.7839, 22.0532, 21.7933, 21.7859, 27.366, 21.7839, 21.7839, 21.7839, 21.7839, 21.7839, 21.7839, 21.7839, 21.7839, 21.784, 21.7839, 21.7839, 21.7839
3.90011, 26, 28.3809, 21.9135, 5.2915, -2.38086, 0, 21.9135, 22.1828, 21.9235, 21.9155, 28.0996, 21.9135, 21.9135, 21.9135, 21.9135, 21.9135, 21.9135, 21.9135, 21.9135, 21.9135, 21.9135, 21.9135, 21.9135
3.90801, 30, 29.3773, 22.0423, 5.65685, 0.622663, 0, 22.0423, 22.3115, 22.0531, 22.0443, 29.0952, 22.0423, 22.0423, 22.0423, 22.0423, 22.0423, 22.0423, 22.0423, 22.0423, 22.0423, 22.0423, 22.0423, 22.0423
3.91591, 22, 30.5988, 22.1699, 4.89898, -8.59883, 0, 22.1699, 22.4392, 22.1819, 22.172, 30.3155, 22.1699, 22.1699, 22.1699, 22.1699, 22.1699, 22.1699, 22.1699, 22.1699, 22.17, 22.1699, 22.1699, 22.1699
3.92381, 18, 32.0073, 22.2963, 4.47214, -14.0073, 0, 22.2963, 22.5656, 22.3097, 22.2984, 31.7224, 22.2963, 22.2963, 22.2963, 22.2963, 22.2963, 22.2963, 22.2963, 22.2963, 22.2963, 22.2963, 22.2963, 22.2963
3.93171, 28, 33.562, 22.421, 5.47723, -5.56202, 0, 22.421, 22.6903, 22.4364, 22.4231, 33.2752, 22.421, 22.421, 22.421, 22.421, 22.421, 22.421, 22.421, 22.421, 22.421, 22.421, 22.421, 22.421
3.93962, 28, 35.2187, 22.5437, 5.47723, -7.21865, 0, 22.5437, 22.813, 22.5617, 22.5459, 34.9292, 22.5437, 22.5437, 22.5437, 22.5437, 22.5437, 22.5437, 22.5437, 22.5437, 22.5437, 22.5437, 22.5437, 22.5437
3.94752, 18, 36.9284, 22.6643, 4.47214, -18.9284, 0, 22.6643, 22.9335, 22.6856, 22.6665, 36.6356, 22.6643, 22.6643, 22.6643, 22.6643, 22.6643, 22.6643, 22.6643, 22.6643, 22.6643, 22.6643, 22.6643, 22.6643
3.95542, 16, 38.6386, 22.7823, 4.24264, -22.6386, 0, 22.7823, 23.0515, 22.808, 22.7845, 38.3413, 22.7823, 22.7823, 22.7823, 22.7823, 22.7823, 22.7823, 22.7823, 22.7823, 22.7823, 22.7823, 22.7823, 22.7823
3.96332, 32, 40.2937, 22.8975, 5.83095, -8.29368, 0, 22.8975, 23.1668, 22.9289, 22.8998, 39.9907, 22.8975, 22.8975, 22.8975, 22.8975, 22.8975, 22.8975, 22.8975, 22.8975, 22.8975, 22.8975, 22.8975, 22.8975
3.97122, 28, 41.8377, 23.0099, 5.47723, -13.8377, 0, 23.0099, 23.2792, 23.0484, 23.0122, 41.5275, 23.0099, 23.0099, 23.0099, 23.0099, 23.0099, 23.0099, 23.0099, 23.0099, 23.0099, 23.0099, 23.0099, 23.0099
3.97912, 30, 43.2163, 23.1192, 5.65685, -13.2163, 0, 23.1192, 23.3885, 23.1669, 23.1216, 42.897, 23.1192, 23.1192, 23.1192, 23.1192, 23.1192, 23.1192, 23.1192, 23.1192, 23.1192, 23.1192, 23.1192, 23.1192
3.98702, 34, 44.38, 23.2255, 6, -10.38, 0, 23.2255, 23.4948, 23.2846, 23.228, 44.0493, 23.2255, 23.2255, 23.2255, 23.2255, 23.2255, 23.2255, 23.2255, 23.2255, 23.2255, 23.2255, 23.2255, 23.2255
3.99492, 32, 45.2865, 23.3288, 5.83095, -13.2865, 0, 23.3288, 23.5981, 23.402, 23.3313, 44.9416, 23.3288, 23.3288, 23.3288, 23.3288, 23.3288, 23.3288, 23.3288, 23.3288, 23.3288, 23.3288, 23.3288, 23.3288
4.00282, 34, 45.9038, 23.4294, 6, -11.9038, 0, 23.4294, 23.6986, 23.5198, 23.4319, 45.5416, 23.4294, 23.4294, 23.4294, 23.4294, 23.4294, 23.4294, 23.4294, 23.4294, 23.4294, 23.4294, 23.4294, 23.4294
4.01072, 24, 46.2121, 23.5273, 5.09902, -22.2121, 0, 23.5273, 23.7966, 23.6388, 23.5299, 45.8288, 23.5273, 23.5273, 23.5273, 23.5273, 23.5273, 23.5273, 23.5273, 23.5273, 23.5273, 23.5273, 23.5273, 23.5273
4.01862, 38, 46.2045, 23.6231, 6.32456, -8.20454, 0, 23.6231, 23.8924, 23.7596, 23.6257, 45.7962, 23.6231, 23.6231, 23.6231, 23.6231, 23.6231, 23.6231, 23.6231, 23.6231, 23.6231, 23.6231, 23.6231, 23.6231
4.02652, 46, 45.8883, 23.7171, 6.9282, 0.111683, 0, 23.7171, 23.9864, 23.8832, 23.7198, 45.4503, 23.7171, 23.7171, 23.7171, 23.7171, 23.7171, 23.7171, 23.7171, 23.7171, 23.7171, 23.7171, 23.7171, 23.7171
4.03442, 40, 45.2835, 23.8099, 6.48074, -5.28354, 0, 23.8099, 24.0791, 24.0103, 23.8125, 44.8111, 23.8099, 23.8099, 23.8099, 23.8099, 23.8099, 23.8099, 23.8099, 23.8099, 23.8099, 23.8099, 23.8099, 23.8099
4.04232, 26, 44.4218, 23.9018, 5.2915, -18.4218, 0, 23.9018, 24.1711, 24.1417, 23.9046, 43.91, 23.9018, 23.9018, 23.9018, 23.9018, 23.9018, 23.9018, 23.9018, 23.9018, 23.9018, 23.9018, 23.9018, 23.9018
4.05023, 46, 43.3442, 23.9936, 6.9282, 2.65578, 0, 23.9936, 24.2629, 24.2777, 23.9964, 42.7881, 23.9936, 23.9936, 23.9936, 23.9936, 23.9936, 23.9936, 23.9936, 23.9936, 23.9936, 23.9936, 23.9936, 23.9936
4.05813, 22, 42.0981, 24.0857, 4.89898, -20.0981, 0, 24.0857, 24.355, 24.4188, 24.0885, 41.4929, 24.0857, 24.0857, 24.0857, 24.0857, 24.0857, 24.0857, 24.0857, 24.0857, 24.0857, 24.0857, 24.0857, 24.0857
4.06603, 14, 40.7345, 24.1787, 4, -26.7345, 0, 24.1787, 24.448, 24.565, 24.1816, 40.0761, 24.1787, 24.1787, 24.1787, 24.1787, 24.1787, 24.1787, 24.1787, 24.1787, 24.1787, 24.1787, 24.1787, 24.1787
4.07393, 20, 39.3045, 24.273, 4.69042, -19.3045, 0, 24.273, 24.5423, 24.7159, 24.2759, 38.5895, 24.273, 24.273, 24.273, 24.273, 24.273, 24.273, 24.273, 24.273, 24.273, 24.273, 24.273, 24.273
4.08183, 42, 37.8571, 24.369, 6.63325, 4.14288, 0, 24.369, 24.6383, 24.8708, 24.372, 37.0831, 24.369, 24.369, 24.369, 24.369, 24.369, 24.369, 24.369, 24.369, 24.369, 24.369, 24.369, 24.369
4.08973, 46, 36.4359, 24.4671, 6.9282, 9.56409, 0, 24.4671, 24.7364, 25.0289, 24.4701, 35.6018, 24.4671, 24.4671, 24.4671, 24.4671, 24.4671, 24.4671, 24.4671, 24.4671, 24.4671, 24.4671, 24.4671, 24.4671
4.09763, 32, 35.0783, 24.5675, 5.83095, -3.07831, 0, 24.5675, 24.8368, 25.1888, 24.5706, 34.1847, 24.5675, 24.5675, 24.5675, 24.5675, 24.5675, 24.5675, 24.5675, 24.5675, 24.5675, 24.5675, 24.5675, 24.5675
4.10553, 20, 33.8136, 24.6703, 4.69042, -13.8136, 0, 24.6703, 24.9396, 25.3489, 24.6734, 32.8627, 24.6703, 24.6703, 24.6703, 24.6703, 24.6703, 24.6703, 24.6703, 24.6703, 24.6703, 24.6703, 24.6704, 24.6703
4.11343, 30, 32.6629, 24.7757, 5.65685, -2.66287, 0, 24.7757, 25.045, 25.5074, 24.7788, 31.6587, 24.7757, 24.7757, 24.7757, 24.7757, 24.7757, 24.7757, 24.7757, 24.7757, 24.7757, 24.7757, 24.7757, 24.7757
4.12133, 28, 31.6391, 24.8836, 5.47723, -3.6391, 0, 24.8836, 25.1529, 25.6627, 24.8868, 30.5875, 24.8836, 24.8836, 24.8836, 24.8836, 24.8836, 24.8836, 24.8836, 24.8836, 24.8836, 24.8836, 24.8836, 24.8836
4.12923, 18, 30.7479, 24.9939, 4.47214, -12.7479, 0, 24.9939, 25.2632, 25.8128, 24.9972, 29.6564, 24.9939, 24.9939, 24.9939, 24.9939, 24.9939, 24.9939, 24.9939, 24.9939, 24.9939, 24.9939, 24.994, 24.9939
4.13713, 34, 29.9885, 25.1066, 6, 4.01148, 0, 25.1066, 25.3759, 25.9563, 25.1099, 28.8661, 25.1066, 25.1066, 25.1066, 25.1066, 25.1066, 25.1066, 25.1066, 25.1066, 25.1066, 25.1066, 25.1068, 25.1066
4.14503, 44, 29.3549, 25.2216, 6.78233, 14.6451, 0, 25.2216, 25.4908, 26.0918, 25.2249, 28.2118, 25.2216, 25.2216, 25.2216, 25.2216, 25.2216, 25.2216, 25.2216, 25.2216, 25.2216, 25.2216, 25.2218, 25.2216
4.15293, 26, 28.8376, 25.3385, 5.2915, -2.83762, 0, 25.3385, 25.6078, 26.2182, 25.3419, 27.6849, 25.3385, 25.3385, 25.3385, 25.3385, 25.3385, 25.3385, 25.3385, 25.3385, 25.3385, 25.3385, 25.3388, 25.3385
4.16083, 30, 28.4247, 25.4573, 5.65685, 1.57535, 0, 25.4573, 25.7265, 26.335, 25.4607, 27.2737, 25.4573, 25.4573, 25.4573, 25.4573, 25.4573, 25.4573, 25.4573, 25.4573, 25.4573, 25.4573, 25.4577, 25.4573
4.16874, 12, 28.1028, 25.5777, 3.74166, -16.1028, 0, 25.5777, 25.847, 26.4421, 25.5812, 26.9649, 25.5777, 25.5777, 25.5777, 25.5777, 25.5777, 25.5777, 25.5777, 25.5777, 25.5777, 25.5777, 25.5784, 25.5777
4.17664, 28, 27.8589, 25.6995, 5.47723, 0.141068, 0, 25.6995, 25.9688, 26.5398, 25.7031, 26.7449, 25.6995, 25.6995, 25.6995, 25.6995, 25.6995, 25.6995, 25.6995, 25.6995, 25.6995, 25.6995, 25.7005, 25.6995
4.18454, 8, 27.6802, 25.8226, 3.16228, -19.6802, 0, 25.8226, 26.0919, 26.6287, 25.8262, 26.5999, 25.8226, 25.8226, 25.8226, 25.8226, 25.8226, 25.8226, 25.8226, 25.8226, 25.8226, 25.8226, 25.8239, 25.8226
4.19244, 18, 27.5552, 25.9468, 4.47214, -9.55519, 0, 25.9468, 26.2161, 26.7102, 25.9505, 26.517, 25.9468, 25.9468, 25.9468, 25.9468, 25.9468, 25.9468, 25.9468, 25.9468, 25.9468, 25.9468, 25.9486, 25.9468
4.20034, 18, 27.4738, 26.072, 4.47214, -9.47381, 0, 26.072, 26.3412, 26.7855, 26.0758, 26.4847, 26.072, 26.072, 26.072, 26.072, 26.072, 26.072, 26.072, 26.072, 26.072, 26.072, 26.0744, 26.072
4.20824, 26, 27.4276, 26.1979, 5.2915, -1.42764, 0, 26.1979, 26.4672, 26.8563, 26.2019, 26.4928, 26.1979, 26.1979, 26.1979, 26.1979, 26.1979, 26.1979, 26.1979, 26.1979, 26.1979, 26.1979, 26.2011, 26.1979
4.21614, 22, 27.4098, 26.3246, 4.89898, -5.40982, 0, 26.3246, 26.5939, 26.9243, 26.3287, 26.5325, 26.3246, 26.3246, 26.3246, 26.3246, 26.3246, 26.3246, 26.3246, 26.3246, 26.3246, 26.3246, 26.3288, 26.3246
4.22404, 18, 27.415, 26.4519, 4.47214, -9.41496, 0, 26.4519, 26.7212, 26.9912, 26.4563, 26.5965, 26.4519, 26.4519, 26.4519, 26.4519, 26.4519, 26.4519, 26.4519, 26.4519, 26.4519, 26.4519, 26.4573, 26.4519
4.23194, 26, 27.4389, 26.5797, 5.2915, -1.43894, 0, 26.5797, 26.849, 27.0586, 26.5846, 26.679, 26.5797, 26.5797, 26.5797, 26.5797, 26.5797, 26.5797, 26.5797, 26.5797, 26.5797, 26.5797, 26.5866, 26.5797
4.23984, 26, 27.4787, 26.7081, 5.2915, -1.47871, 0, 26.7081, 26.9774, 27.1279, 26.7137, 26.7754, 26.7081, 26.7081, 26.7081, 26.7081, 26.7081, 26.7081, 26.7081, 26.7081, 26.7081, 26.7081, 26.7167, 26.7081
4.24774, 20, 27.532, 26.8369, 4.69042, -7.53201, 0, 26.8369, 27.1062, 27.2004, 26.8435, 26.8819, 26.8369, 26.8369, 26.8369, 26.8369, 26.8369, 26.8369, 26.8369, 26.8369, 26.8369, 26.8369, 26.8475, 26.8369
4.25564, 28, 27.5973, 26.9661, 5.47723, 0.402731, 0, 26.9661, 27.2355, 27.2771, 26.9743, 26.9958, 26.9661, 26.9661, 26.9661, 26.9661, 26.9661, 26.9661, 26.9661, 26.9661, 26.9661, 26.9661, 26.979, 26.9661
4.26354, 14, 27.6734, 27.0957, 4, -13.6734, 0, 27.0957, 27.3651, 27.3586, 27.1062, 27.1151, 27.0957, 27.0957, 27.0957, 27.0957, 27.0957, 27.0957, 27.0957, 27.0957, 27.0957, 27.0957, 27.1113, 27.0957
4.27144, 16, 27.7596, 27.2257, 4.24264, -11.7596, 0, 27.2257, 27.4952, 27.4453, 27.2397, 27.2381, 27.2257, 27.2257, 27.2257, 27.2257, 27.2257, 27.2257, 27.2257, 27.2257, 27.2257, 27.2257, 27.2441, 27.2257
4.27935, 18, 27.8556, 27.356, 4.47214, -9.85558, 0, 27.356, 27.6256, 27.5374, 27.3751, 27.3639, 27.356, 27.356, 27.356, 27.356, 27.356, 27.356, 27.356, 27.356, 27.356, 27.356, 27.3776, 27.356
4.28725, 6, 27.961, 27.4867, 2.82843, -21.961, 0, 27.4867, 27.7564, 27.6349, 27.5131, 27.4916, 27.4867, 27.4867, 27.4867, 27.4867, 27.4867, 27.4867, 27.4867, 27.4867, 27.4867, 27.4867, 27.5117, 27.4867
4.29515, 16, 28.0761, 27.6177, 4.24264, -12.0761, 0, 27.6177, 27.8876, 27.7377, 27.6546, 27.6208, 27.6177, 27.6177, 27.6177, 27.6177, 27.6177, 27.6177, 27.6177, 27.6177, 27.6177, 27.6177, 27.6462, 27.6177
4.30305, 22, 28.2011, 27.749, 4.89898, -6.20107, 0, 27.749, 28.0193, 27.8453, 27.8005, 27.7509, 27.749, 27.749, 27.749, 27.749, 27.749, 27.749, 27.749, 27.749, 27.749, 27.749, 27.7811, 27.749
4.31095, 20, 28.3367, 27.8807, 4.69042, -8.33673, 0, 27.8807, 28.1515, 27.9573, 27.9524, 27.8818, 27.8807, 27.8807, 27.8807, 27.8807, 27.8807, 27.8807, 27.8807, 27.8807, 27.8807, 27.8807, 27.9164, 27.8807
4.31885, 14, 28.4841, 28.0126, 4, -14.4841, 0, 28.0126, 28.2842, 28.0733, 28.1118, 28.0133, 28.0126, 28.0126, 28.0126, 28.0126, 28.0126, 28.0126, 28.0126, 28.0126, 28.0126, 28.0126, 28.0519, 28.0126
4.32675, 10, 28.6446, 28.1449, 3.4641, -18.6446, 0, 28.1449, 28.4175, 28.1928, 28.2809, 28.1453, 28.1449, 28.1449, 28.1449, 28.1449, 28.1449, 28.1449, 28.1449, 28.1449, 28.1449, 28.1449, 28.1876, 28.1449
4.33465, 12, 28.8201, 28.2774, 3.74166, -16.8201, 0, 28.2774, 28.5516, 28.3153, 28.4619, 28.2777, 28.2774, 28.2774, 28.2774, 28.2774, 28.2774, 28.2774, 28.2774, 28.2774, 28.2774, 28.2774, 28.3234, 28.2774
4.34255, 10, 29.013, 28.4103, 3.4641, -19.013, 0, 28.4103, 28.6867, 28.4403, 28.6577, 28.4104, 28.4103, 28.4103, 28.4103, 28.4103, 28.4103, 28.4103, 28.4103, 28.4103, 28.4103, 28.4103, 28.4591, 28.4103
4.35045, 22, 29.2259, 28.5434, 4.89898, -7.22595, 0, 28.5434, 28.8231, 28.5674, 28.871, 28.5435, 28.5434, 28.5434, 28.5434, 28.5434, 28.5434, 28.5434, 28.5434, 28.5434, 28.5434, 28.5434, 28.5947, 28.5434
4.35835, 20, 29.462, 28.6769, 4.69042, -9.462, 0, 28.6769, 28.961, 28.6962, 29.105, 28.6769, 28.6769, 28.6769, 28.6769, 28.6769, 28.6769, 28.6769, 28.6769, 28.6769, 28.6769, 28.6769, 28.7303, 28.6769
4.36625, 22, 29.7244, 28.8106, 4.89898, -7.72445, 0, 28.8106, 29.1011, 28.8265, 29.3629, 28.8106, 28.8106, 28.8106, 28.8106, 28.8106, 28.8106, 28.8106, 28.8106, 28.8106, 28.8106, 28.8106, 28.8656, 28.8106
4.37415, 20, 30.0165, 28.9446, 4.69042, -10.0165, 0, 28.9446, 29.2439, 28.958, 29.6476, 28.9446, 28.9446, 28.9446, 28.9446, 28.9446, 28.9446, 28.9446, 28.9446, 28.9446, 28.9446, 28.9446, 29.0007, 28.9446
4.38205, 24, 30.3415, 29.0788, 5.09902, -6.34146, 0, 29.0788, 29.3904, 29.0905, 29.9615, 29.0788, 29.0788, 29.0788, 29.0788, 29.0788, 29.0788, 29.0788, 29.0788, 29.0788, 29.0788, 29.0788, 29.1356, 29.0788
4.38996, 22, 30.7021, 29.2134, 4.89898, -8.70212, 0, 29.2134, 29.5416, 29.2237, 30.3067, 29.2134, 29.2134, 29.2134, 29.2134, 29.2134, 29.2134, 29.2134, 29.2134, 29.2134, 29.2134, 29.2134, 29.2702, 29.2134
4.39786, 30, 31.1007, 29.3482, 5.65685, -1.10068, 0, 29.3482, 29.6992, 29.3576, 30.6838, 29.3482, 29.3482, 29.3482, 29.3482, 29.3482, 29.3482, 29.3482, 29.3482, 29.3482, 29.3482, 29.3482, 29.4046, 29.3482
4.40576, 26, 31.5388, 29.4833, 5.2915, -5.53879, 0, 29.4833, 29.865, 29.4921, 31.0926, 29.4833, 29.4833, 29.4833, 29.4833, 29.4833, 29.4833, 29.4833, 29.4833, 29.4833, 29.4833, 29.4833, 29.5389, 29.4833
4.41366, 28, 32.017, 29.6186, 5.47723, -4.01702, 0, 29.6186, 30.0416, 29.627, 31.5312, 29.6186, 29.6186, 29.6186, 29.6186, 29.6186, 29.6186, 29.6186, 29.6186, 29.6186, 29.6186, 29.6186, 29.673, 29.6186
4.42156, 34, 32.5352, 29.7542, 6, 1.46478, 0, 29.7542, 30.2322, 29.7624, 31.9963, 29.7542, 29.7542, 29.7542, 29.7542, 29.7542, 29.7542, 29.7542, 29.7542, 29.7542, 29.7542, 29.7542, 29.807, 29.7542
4.42946, 34, 33.092, 29.8901, 6, 0.908005, 0, 29.8901, 30.4409, 29.8981, 32.4824, 29.8901, 29.8901, 29.8901, 29.8901, 29.8901, 29.8901, 29.8901, 29.8901, 29.8901, 29.8901, 29.8901, 29.941, 29.8901
4.43736, 34, 33.6855, 30.0262, 6, 0.314491, 0, 30.0262, 30.6725, 30.0341, 32.9826, 30.0262, 30.0262, 30.0262, 30.0262, 30.0262, 30.0262, 30.0262, 30.0262, 30.0262, 30.0262, 30.0262, 30.0749, 30.0262
4.44526, 36, 34.3134, 30.1627, 6.16441, 1.68655, 0, 30.1627, 30.9335, 30.1705, 33.4884, 30.1627, 30.1627, 30.1627, 30.1627, 30.1627, 30.1627, 30.1627, 30.1627, 30.1627, 30.1627, 30.1627, 30.209, 30.1627
4.45316, 38, 34.9732, 30.2993, 6.32456, 3.02676, 0, 30.2993, 31.2312, 30.3072, 33.9896, 30.2993, 30.2993, 30.2993, 30.2993, 30.2993, 30.2993, 30.2993, 30.2993, 30.2993, 30.2993, 30.2993, 30.3432, 30.2993
4.46106, 40, 35.6631, 30.4362, 6.48074, 4.33688, 0, 30.4362, 31.5745, 30.4442, 34.4756, 30.4362, 30.4362, 30.4362, 30.4362, 30.4362, 30.4362, 30.4362, 30.4362, 30.4362, 30.4362, 30.4362, 30.4776, 30.4362
4.46896, 52, 36.3823, 30.5734, 7.34847, 15.6177, 0, 30.5734, 31.9738, 30.5815, 34.9351, 30.5734, 30.5734, 30.5734, 30.5734, 30.5734, 30.5734, 30.5734, 30.5734, 30.5734, 30.5734, 30.5734, 30.6122, 30.5734
4.47686, 40, 37.1316, 30.7108, 6.48074, 2.86835, 0, 30.7108, 32.4411, 30.719, 35.357, 30.7108, 30.7108, 30.7108, 30.7108, 30.7108, 30.7108, 30.7108, 30.7108, 30.7108, 30.7108, 30.7108, 30.7471, 30.7108
4.48476, 66, 37.9142, 30.8485, 8.24621, 28.0858, 0, 30.8485, 32.9895, 30.8568, 35.731, 30.8485, 30.8485, 30.8485, 30.8485, 30.8485, 30.8485, 30.8485, 30.8485, 30.8485, 30.8485, 30.8485, 30.8823, 30.8485
4.49266, 46, 38.7355, 30.9864, 6.9282, 7.2645, 0, 30.9864, 33.6333, 30.995, 36.0485, 30.9864, 30.9864, 30.9864, 30.9864, 30.9864, 30.9864, 30.9864, 30.9864, 30.9864, 30.9864, 30.9864, 31.0179, 30.9864
4.50056, 64, 39.6038, 31.1245, 8.12404, 24.3962, 0, 31.1245, 34.3876, 31.1333, 36.3026, 31.1245, 31.1245, 31.1245, 31.1245, 31.1245, 31.1245, 31.1245, 31.1245, 31.1245, 31.1245, 31.1245, 31.1538, 31.1245
4.50846, 44, 40.5295, 31.2629, 6.78233, 3.47053, 0, 31.2629, 35.2672, 31.272, 36.4888, 31.2629, 31.2629, 31.2629, 31.2629, 31.2629, 31.2629, 31.2629, 31.2629, 31.2629, 31.2629, 31.2629, 31.2902, 31.2629
4.51637, 62, 41.5251, 31.4015, 8, 20.4749, 0, 31.4015, 36.2862, 31.4109, 36.6055, 31.4015, 31.4015, 31.4015, 31.4015, 31.4015, 31.4015, 31.4015, 31.4015, 31.4015, 31.4015, 31.4015, 31.4269, 31.4015
4.52427, 40, 42.6038, 31.5403, 6.48074, -2.60384, 0, 31.5403, 37.4568, 31.5501, 36.6537, 31.5403, 31.5403, 31.5403, 31.5403, 31.5403, 31.5403, 31.5403, 31.5403, 31.5403, 31.5403, 31.5403, 31.564, 31.5403
