   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_127.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.07618, 0, 3.26371e-22, 0, 1.41421, -3.26371e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96488e-25, 0, 0, 0, 0, 3.26074e-22, 0, 0, 0
0.0840807, 0, 9.11457e-22, 0, 1.41421, -9.11457e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.28003e-25, 0, 0, 0, 0, 9.10629e-22, 0, 0, 0
0.0919814, 0, 2.48554e-21, 0, 1.41421, -2.48554e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25796e-24, 0, 0, 0, 0, 2.48328e-21, 0, 0, 0
0.0998821, 0, 6.62948e-21, 0, 1.41421, -6.62948e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.02248e-24, 0, 0, 0, 0, 6.62346e-21, 0, 0, 0
0.107783, 0, 1.73187e-20, 0, 1.41421, -1.73187e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5733e-23, 0, 0, 0, 0, 1.7303e-20, 0, 0, 0
0.115683, 0, 4.43656e-20, 0, 1.41421, -4.43656e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.03035e-23, 0, 0, 0, 0, 4.43253e-20, 0, 0, 0
0.123584, 0, 1.11562e-19, 0, 1.41421, -1.11562e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01347e-22, 0, 0, 0, 0, 1.1146e-19, 0, 0, 0
0.131485, 0, 2.75618e-19, 0, 1.41421, -2.75618e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50382e-22, 0, 0, 0, 0, 2.75367e-19, 0, 0, 0
0.139385, 0, 6.69518e-19, 0, 1.41421, -6.69518e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.08216e-22, 0, 0, 0, 0, 6.6891e-19, 0, 0, 0
0.147286, 0, 1.60021e-18, 0, 1.41421, -1.60021e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4537e-21, 0, 0, 0, 0, 1.59876e-18, 0, 0, 0
0.155187, 0, 3.76547e-18, 0, 1.41421, -3.76547e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4207e-21, 0, 0, 0, 0, 3.76205e-18, 0, 0, 0
0.163088, 0, 8.72812e-18, 0, 1.41421, -8.72812e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.92897e-21, 0, 0, 0, 0, 8.72019e-18, 0, 0, 0
0.170988, 0, 1.99383e-17, 0, 1.41421, -1.99383e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81127e-20, 0, 0, 0, 0, 1.99202e-17, 0, 0, 0
0.178889, 0, 4.49067e-17, 0, 1.41421, -4.49067e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.0795e-20, 0, 0, 0, 0, 4.48659e-17, 0, 0, 0
0.18679, 0, 9.97605e-17, 0, 1.41421, -9.97605e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.06264e-20, 0, 0, 0, 0, 9.96699e-17, 0, 0, 0
0.19469, 0, 2.18667e-16, 0, 1.41421, -2.18667e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98646e-19, 0, 0, 0, 0, 2.18469e-16, 0, 0, 0
0.202591, 0, 4.7307e-16, 0, 1.41421, -4.7307e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.29755e-19, 0, 0, 0, 0, 4.7264e-16, 0, 0, 0
0.210492, 0, 1.01043e-15, 0, 1.41421, -1.01043e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.17912e-19, 0, 0, 0, 0, 1.00951e-15, 0, 0, 0
0.218392, 0, 2.13128e-15, 0, 1.41421, -2.13128e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93613e-18, 0, 0, 0, 0, 2.12934e-15, 0, 0, 0
0.226293, 0, 4.44049e-15, 0, 1.41421, -4.44049e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.03389e-18, 0, 0, 0, 0, 4.43645e-15, 0, 0, 0
0.234194, 0, 9.14052e-15, 0, 1.41421, -9.14052e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.30353e-18, 0, 0, 0, 0, 9.13221e-15, 0, 0, 0
0.242094, 0, 1.86966e-14, 0, 1.41421, -1.86966e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69845e-17, 0, 0, 0, 0, 1.86796e-14, 0, 0, 0
0.249995, 0, 3.75596e-14, 0, 1.41421, -3.75596e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41199e-17, 0, 0, 0, 0, 3.75255e-14, 0, 0, 0
0.257896, 0, 7.45949e-14, 0, 1.41421, -7.45949e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.77633e-17, 0, 0, 0, 0, 7.45271e-14, 0, 0, 0
0.265796, 0, 1.46485e-13, 0, 1.41421, -1.46485e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33069e-16, 0, 0, 0, 0, 1.46352e-13, 0, 0, 0
0.273697, 0, 2.84464e-13, 0, 1.41421, -2.84464e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58409e-16, 0, 0, 0, 0, 2.84205e-13, 0, 0, 0
0.281598, 0, 5.46343e-13, 0, 1.41421, -5.46343e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.963e-16, 0, 0, 0, 0, 5.45847e-13, 0, 0, 0
0.289499, 0, 1.0379e-12, 0, 1.41421, -1.0379e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.42832e-16, 0, 0, 0, 0, 1.03696e-12, 0, 0, 0
0.297399, 0, 1.9505e-12, 0, 1.41421, -1.9505e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77184e-15, 0, 0, 0, 0, 1.94873e-12, 0, 0, 0
0.3053, 0, 3.62641e-12, 0, 1.41421, -3.62641e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.29424e-15, 0, 0, 0, 0, 3.62312e-12, 0, 0, 0
0.313201, 0, 6.67093e-12, 0, 1.41421, -6.67093e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.05994e-15, 0, 0, 0, 0, 6.66487e-12, 0, 0, 0
0.321101, 0, 1.21427e-11, 0, 1.41421, -1.21427e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10308e-14, 0, 0, 0, 0, 1.21316e-11, 0, 0, 0
0.329002, 0, 2.18724e-11, 0, 1.41421, -2.18724e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98701e-14, 0, 0, 0, 0, 2.18525e-11, 0, 0, 0
0.336903, 0, 3.89909e-11, 0, 1.41421, -3.89909e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.54234e-14, 0, 0, 0, 0, 3.89554e-11, 0, 0, 0
0.344803, 0, 6.8794e-11, 1.10703e-43, 1.41421, -6.8794e-11, 0, 1.10703e-43, 1.10703e-43, 1.10703e-43, 1.10703e-43, 1.10703e-43, 1.10703e-43, 1.10703e-43, 1.10703e-43, 6.25044e-14, 1.10703e-43, 1.10703e-43, 1.10703e-43, 1.10703e-43, 6.87315e-11, 1.10703e-43, 1.10703e-43, 1.10703e-43
0.352704, 0, 1.2014e-10, 2.08373e-42, 1.41421, -1.2014e-10, 0, 2.08373e-42, 2.08373e-42, 2.08373e-42, 2.08373e-42, 2.08373e-42, 2.08373e-42, 2.08373e-42, 2.08373e-42, 1.09168e-13, 2.08373e-42, 2.08373e-42, 2.08373e-42, 2.08373e-42, 1.20031e-10, 2.08373e-42, 2.08373e-42, 2.08373e-42
0.360605, 0, 2.07686e-10, 3.21164e-41, 1.41421, -2.07686e-10, 0, 3.21164e-41, 3.21164e-41, 3.21164e-41, 3.21164e-41, 3.21164e-41, 3.21164e-41, 3.21164e-41, 3.21164e-41, 1.88747e-13, 3.21164e-41, 3.21164e-41, 3.21164e-41, 3.21164e-41, 2.07498e-10, 3.21164e-41, 3.21164e-41, 3.21164e-41
0.368505, 0, 3.55418e-10, 4.33503e-40, 1.41421, -3.55418e-10, 0, 4.33503e-40, 4.33503e-40, 4.33503e-40, 4.33503e-40, 4.33503e-40, 4.33503e-40, 4.33503e-40, 4.33503e-40, 3.23074e-13, 4.33503e-40, 4.33503e-40, 4.33503e-40, 4.33503e-40, 3.55095e-10, 4.33503e-40, 4.33503e-40, 4.33503e-40
0.376406, 0, 6.02158e-10, 5.23107e-39, 1.41421, -6.02158e-10, 0, 5.23107e-39, 5.23107e-39, 5.23107e-39, 5.23107e-39, 5.23107e-39, 5.23107e-39, 5.23107e-39, 5.23107e-39, 5.4751e-13, 5.23107e-39, 5.23107e-39, 5.23107e-39, 5.23107e-39, 6.01611e-10, 5.23107e-39, 5.23107e-39, 5.23107e-39
0.384307, 0, 1.01008e-09, 5.69269e-38, 1.41421, -1.01008e-09, 0, 5.69269e-38, 5.69269e-38, 5.69269e-38, 5.69269e-38, 5.69269e-38, 5.69269e-38, 5.69269e-38, 5.69269e-38, 9.18739e-13, 5.69269e-38, 5.69269e-38, 5.69269e-38, 5.69269e-38, 1.00916e-09, 5.69269e-38, 5.69269e-38, 5.69269e-38
0.392207, 0, 1.67763e-09, 5.61091e-37, 1.41421, -1.67763e-09, 0, 5.61091e-37, 5.61091e-37, 5.61091e-37, 5.61091e-37, 5.61091e-37, 5.61091e-37, 5.61091e-37, 5.61091e-37, 1.52665e-12, 5.61091e-37, 5.61091e-37, 5.61091e-37, 5.61091e-37, 1.6761e-09, 5.61091e-37, 5.61091e-37, 5.61091e-37
0.400108, 0, 2.75911e-09, 5.04728e-36, 1.41421, -2.75911e-09, 0, 5.04728e-36, 5.04728e-36, 5.04728e-36, 5.04728e-36, 5.04728e-36, 5.04728e-36, 5.04728e-36, 5.04728e-36, 2.51231e-12, 5.04728e-36, 5.04728e-36, 5.04728e-36, 5.04728e-36, 2.75659e-09, 5.04728e-36, 5.04728e-36, 5.04728e-36
0.408009, 0, 4.49367e-09, 4.16075e-35, 1.41421, -4.49367e-09, 0, 4.16075e-35, 4.16075e-35, 4.16075e-35, 4.16075e-35, 4.16075e-35, 4.16075e-35, 4.16075e-35, 4.16075e-35, 4.09489e-12, 4.16075e-35, 4.16075e-35, 4.16075e-35, 4.16075e-35, 4.48958e-09, 4.16075e-35, 4.16075e-35, 4.16075e-35
0.415909, 0, 7.24812e-09, 3.15645e-34, 1.41421, -7.24812e-09, 0, 3.15645e-34, 3.15645e-34, 3.15645e-34, 3.15645e-34, 3.15645e-34, 3.15645e-34, 3.15645e-34, 3.15645e-34, 6.61132e-12, 3.15645e-34, 3.15645e-34, 3.15645e-34, 3.15645e-34, 7.24151e-09, 3.15645e-34, 3.15645e-34, 3.15645e-34
0.42381, 0, 1.15791e-08, 2.21937e-33, 1.41421, -1.15791e-08, 0, 2.21937e-33, 2.21937e-33, 2.21937e-33, 2.21937e-33, 2.21937e-33, 2.21937e-33, 2.21937e-33, 2.21937e-33, 1.05747e-11, 2.21937e-33, 2.21937e-33, 2.21937e-33, 2.21937e-33, 1.15685e-08, 2.21937e-33, 2.21937e-33, 2.21937e-33
0.431711, 0, 1.83223e-08, 1.28151e-32, 1.41421, -1.83223e-08, 0, 1.28151e-32, 1.28151e-32, 1.28151e-32, 1.28151e-32, 1.28151e-32, 1.28151e-32, 1.28151e-32, 1.28151e-32, 1.67582e-11, 1.28151e-32, 1.28151e-32, 1.28151e-32, 1.28151e-32, 1.83055e-08, 1.28151e-32, 1.28151e-32, 1.28151e-32
0.439612, 0, 2.87194e-08, 7.65844e-32, 1.41421, -2.87194e-08, 0, 7.65844e-32, 7.65844e-32, 7.65844e-32, 7.65844e-32, 7.65844e-32, 7.65844e-32, 7.65844e-32, 7.65844e-32, 2.63165e-11, 7.65844e-32, 7.65844e-32, 7.65844e-32, 7.65844e-32, 2.86931e-08, 7.65844e-32, 7.65844e-32, 7.65844e-32
0.447512, 0, 4.45964e-08, 4.07641e-31, 1.41421, -4.45964e-08, 0, 4.07641e-31, 4.07641e-31, 4.07641e-31, 4.07641e-31, 4.07641e-31, 4.07641e-31, 4.07641e-31, 4.07641e-31, 4.09578e-11, 4.07641e-31, 4.07641e-31, 4.07641e-31, 4.07641e-31, 4.45554e-08, 4.07641e-31, 4.07641e-31, 4.07641e-31
0.455413, 0, 6.861e-08, 2.14783e-30, 1.41421, -6.861e-08, 0, 2.14783e-30, 2.14783e-30, 2.14783e-30, 2.14783e-30, 2.14783e-30, 2.14783e-30, 2.14783e-30, 2.14783e-30, 6.31853e-11, 2.14783e-30, 2.14783e-30, 2.14783e-30, 2.14783e-30, 6.85468e-08, 2.14783e-30, 2.14783e-30, 2.14783e-30
0.463314, 0, 1.04588e-07, 1.08724e-29, 1.41421, -1.04588e-07, 0, 1.08724e-29, 1.08724e-29, 1.08724e-29, 1.08724e-29, 1.08724e-29, 1.08724e-29, 1.08724e-29, 1.08724e-29, 9.66368e-11, 1.08724e-29, 1.08724e-29, 1.08724e-29, 1.08724e-29, 1.04491e-07, 1.08724e-29, 1.08724e-29, 1.08724e-29
0.471214, 0, 1.5799e-07, 9.28624e-29, 1.41421, -1.5799e-07, 0, 9.28624e-29, 9.28624e-29, 9.28624e-29, 9.28624e-29, 9.28624e-29, 9.28624e-29, 9.28624e-29, 9.28624e-29, 1.46556e-10, 9.28624e-29, 9.28624e-29, 9.28624e-29, 9.28624e-29, 1.57843e-07, 9.28624e-29, 9.28624e-29, 9.28624e-29
0.479115, 0, 2.36513e-07, 4.17172e-28, 1.41421, -2.36513e-07, 0, 4.17172e-28, 4.17172e-28, 4.17172e-28, 4.17172e-28, 4.17172e-28, 4.17172e-28, 4.17172e-28, 4.17172e-28, 2.2042e-10, 4.17172e-28, 4.17172e-28, 4.17172e-28, 4.17172e-28, 2.36293e-07, 4.17172e-28, 4.17172e-28, 4.17172e-28
0.487016, 0, 3.50927e-07, 1.7941e-27, 1.41421, -3.50927e-07, 0, 1.7941e-27, 1.7941e-27, 1.7941e-27, 1.7941e-27, 1.7941e-27, 1.7941e-27, 1.7941e-27, 1.7941e-27, 3.2884e-10, 1.7941e-27, 1.7941e-27, 1.7941e-27, 1.7941e-27, 3.50598e-07, 1.7941e-27, 1.7941e-27, 1.7941e-27
0.494916, 0, 5.1613e-07, 7.37851e-27, 1.41421, -5.1613e-07, 0, 7.37851e-27, 7.37851e-27, 7.37851e-27, 7.37851e-27, 7.37851e-27, 7.37851e-27, 7.37851e-27, 7.37851e-27, 4.86734e-10, 7.37851e-27, 7.37851e-27, 7.37851e-27, 7.37851e-27, 5.15644e-07, 7.37851e-27, 7.37851e-27, 7.37851e-27
0.502817, 0, 7.52546e-07, 2.90243e-26, 1.41421, -7.52546e-07, 0, 2.90243e-26, 2.90243e-26, 2.90243e-26, 2.90243e-26, 2.90243e-26, 4.58223e-12, 2.90243e-26, 2.90243e-26, 7.1492e-10, 2.90243e-26, 2.90243e-26, 2.90243e-26, 2.90243e-26, 7.51826e-07, 2.90243e-26, 2.90243e-26, 2.90243e-26
0.510718, 0, 1.08789e-06, 1.09338e-25, 1.41421, -1.08789e-06, 0, 1.09338e-25, 1.09338e-25, 1.09338e-25, 1.09338e-25, 1.09338e-25, 1.70342e-11, 1.09338e-25, 1.09338e-25, 1.04224e-09, 1.09338e-25, 1.09338e-25, 1.09338e-25, 1.09338e-25, 1.08683e-06, 1.09338e-25, 1.09338e-25, 1.09338e-25
0.518618, 0, 1.55945e-06, 3.96686e-25, 1.41421, -1.55945e-06, 0, 3.96686e-25, 3.96686e-25, 3.96686e-25, 3.96686e-25, 3.96686e-25, 4.95334e-11, 3.96686e-25, 3.96686e-25, 1.50837e-09, 3.96686e-25, 3.96686e-25, 3.96686e-25, 3.96686e-25, 1.55789e-06, 3.96686e-25, 3.96686e-25, 3.96686e-25
0.526519, 0, 2.21855e-06, 2.52271e-10, 1.41421, -2.21855e-06, 2.52271e-10, 2.52276e-10, 8.01044e-10, 2.68675e-10, 2.53236e-10, 2.94646e-10, 6.0414e-10, 2.74937e-10, 5.77546e-10, 2.4198e-09, 2.55477e-10, 2.5433e-10, 2.52271e-10, 2.52272e-10, 2.21506e-06, 2.52271e-10, 2.52271e-10, 2.6691e-10
0.53442, 0, 3.1319e-06, 9.28836e-10, 1.41421, -3.1319e-06, 9.28836e-10, 9.28854e-10, 2.95493e-09, 9.894e-10, 9.324e-10, 1.08529e-09, 2.07429e-09, 1.01252e-09, 2.12976e-09, 4.02201e-09, 9.40672e-10, 9.36439e-10, 9.28836e-10, 9.2884e-10, 3.12406e-06, 9.28836e-10, 9.28836e-10, 9.82883e-10
0.54232, 0, 4.39022e-06, 2.67926e-09, 1.41421, -4.39022e-06, 2.67926e-09, 2.67932e-09, 8.53352e-09, 2.85426e-09, 2.68956e-09, 3.13132e-09, 5.83691e-09, 2.92106e-09, 6.14926e-09, 7.06354e-09, 2.71346e-09, 2.70123e-09, 2.67926e-09, 2.67928e-09, 4.37227e-06, 2.67926e-09, 2.67926e-09, 2.83543e-09
0.550221, 0, 6.11553e-06, 7.06217e-09, 1.41421, -6.11553e-06, 7.06217e-09, 7.06231e-09, 2.25133e-08, 7.52403e-09, 7.08935e-09, 8.25526e-09, 1.51661e-08, 7.70034e-09, 1.62205e-08, 1.32352e-08, 7.15243e-09, 7.12015e-09, 7.06217e-09, 7.0622e-09, 6.07377e-06, 7.06217e-09, 7.06217e-09, 7.47434e-09
0.558122, 0, 8.47671e-06, 1.77065e-08, 1.41421, -8.47671e-06, 1.77065e-08, 1.77069e-08, 5.64795e-08, 1.88655e-08, 1.77747e-08, 2.07005e-08, 3.7609e-08, 1.93079e-08, 4.06884e-08, 2.63415e-08, 1.7933e-08, 1.7852e-08, 1.77065e-08, 1.77066e-08, 8.37919e-06, 1.77065e-08, 1.77065e-08, 1.87408e-08
0.566022, 0, 1.17151e-05, 4.27888e-08, 1.41421, -1.17151e-05, 4.27888e-08, 4.27897e-08, 1.36546e-07, 4.55914e-08, 4.29538e-08, 5.00285e-08, 9.0525e-08, 4.66613e-08, 9.83614e-08, 5.47902e-08, 4.33365e-08, 4.31407e-08, 4.27888e-08, 4.2789e-08, 1.14886e-05, 4.27888e-08, 4.27888e-08, 4.52899e-08
0.573923, 0, 1.61952e-05, 1.00158e-07, 1.41421, -1.61952e-05, 1.00158e-07, 1.00161e-07, 3.19738e-07, 1.06722e-07, 1.00545e-07, 1.17114e-07, 2.15572e-07, 1.09228e-07, 2.3031e-07, 1.16733e-07, 1.01441e-07, 1.00983e-07, 1.00158e-07, 1.00159e-07, 1.56726e-05, 1.00158e-07, 1.00158e-07, 1.06016e-07
0.581824, 0, 2.25294e-05, 2.27549e-07, 1.41421, -2.25294e-05, 2.27549e-07, 2.27554e-07, 7.26652e-07, 2.42468e-07, 2.28427e-07, 2.66088e-07, 5.3884e-07, 2.48163e-07, 5.23383e-07, 2.50296e-07, 2.30465e-07, 2.29422e-07, 2.27549e-07, 2.2755e-07, 2.13074e-05, 2.27549e-07, 2.27549e-07, 2.40863e-07
0.589725, 0, 3.16871e-05, 5.02235e-07, 1.41421, -3.16871e-05, 5.02235e-07, 5.02245e-07, 1.60436e-06, 5.3518e-07, 5.04174e-07, 5.87338e-07, 1.26129e-06, 5.47756e-07, 1.1555e-06, 5.3326e-07, 5.08673e-07, 5.06371e-07, 5.02235e-07, 5.02237e-07, 2.89361e-05, 5.02235e-07, 5.02235e-07, 5.31635e-07
0.597625, 0, 4.53874e-05, 1.07748e-06, 1.41421, -4.53874e-05, 1.07748e-06, 1.0775e-06, 3.44311e-06, 1.14819e-06, 1.08164e-06, 1.26014e-06, 2.83825e-06, 1.17518e-06, 2.47966e-06, 1.11953e-06, 1.0913e-06, 1.08635e-06, 1.07748e-06, 1.07748e-06, 3.93757e-05, 1.07748e-06, 1.07748e-06, 1.14058e-06
0.605526, 0, 6.66941e-05, 2.24761e-06, 1.41421, -6.66941e-05, 2.24761e-06, 2.24766e-06, 7.18486e-06, 2.3952e-06, 2.2563e-06, 2.62885e-06, 6.19882e-06, 2.45153e-06, 5.17407e-06, 2.30429e-06, 2.27645e-06, 2.26614e-06, 2.24761e-06, 2.24762e-06, 5.39019e-05, 2.24761e-06, 2.24761e-06, 2.37932e-06
0.613427, 0, 0.000101137, 4.56013e-06, 1.41421, -0.000101137, 4.56013e-06, 4.56022e-06, 1.45827e-05, 4.85973e-06, 4.57776e-06, 5.33405e-06, 1.32193e-05, 4.97409e-06, 1.05008e-05, 4.63607e-06, 4.61868e-06, 4.59774e-06, 4.56013e-06, 4.56015e-06, 7.45703e-05, 4.56013e-06, 4.56013e-06, 4.82749e-06
0.621327, 0, 0.000158593, 9.00087e-06, 1.41421, -0.000158593, 9.00087e-06, 9.00106e-06, 2.87953e-05, 9.59257e-06, 9.0357e-06, 1.05293e-05, 2.75319e-05, 9.81844e-06, 2.07336e-05, 9.10205e-06, 9.11651e-06, 9.07516e-06, 9.00087e-06, 9.00092e-06, 0.000104743, 9.00087e-06, 9.00087e-06, 9.52891e-06
0.629228, 0, 0.000256684, 1.72882e-05, 1.41421, -0.000256684, 1.72882e-05, 1.72886e-05, 5.53318e-05, 1.84255e-05, 1.73552e-05, 2.02259e-05, 5.62053e-05, 1.88596e-05, 3.98379e-05, 1.74224e-05, 1.75105e-05, 1.7431e-05, 1.72882e-05, 1.72883e-05, 0.000149946, 1.72882e-05, 1.72882e-05, 1.83031e-05
0.637129, 2, 0.000426191, 3.23207e-05, 2, 1.99957, 3.23207e-05, 3.23213e-05, 0.000103492, 3.44482e-05, 3.24459e-05, 3.78164e-05, 0.000112512, 3.52603e-05, 7.45062e-05, 3.24976e-05, 3.27365e-05, 3.25878e-05, 3.23207e-05, 3.23208e-05, 0.000219195, 3.23207e-05, 3.23207e-05, 3.42192e-05
0.645029, 0, 0.00071997, 5.88286e-05, 1.41421, -0.00071997, 5.88286e-05, 5.88298e-05, 0.000188467, 6.27038e-05, 5.90567e-05, 6.88389e-05, 0.000220914, 6.4183e-05, 0.000135669, 5.90609e-05, 5.9586e-05, 5.93151e-05, 5.88286e-05, 5.88289e-05, 0.000327002, 5.88286e-05, 5.88286e-05, 6.22868e-05
0.65293, 2, 0.00122685, 0.000104275, 2, 1.99877, 0.000104275, 0.000104277, 0.000334244, 0.000111149, 0.000104679, 0.000122032, 0.000425501, 0.000113773, 0.000240584, 0.000104579, 0.000105618, 0.000105138, 0.000104275, 0.000104275, 0.000496167, 0.000104275, 0.000104275, 0.000110409
0.660831, 0, 0.0020931, 0.000180041, 1.41421, -0.0020931, 0.000180041, 0.000180045, 0.000577449, 0.000191921, 0.000180741, 0.000210728, 0.000803971, 0.000196456, 0.000415597, 0.000180438, 0.000182363, 0.000181533, 0.000180041, 0.000180042, 0.000761711, 0.000180041, 0.000180041, 0.000190643
0.668731, 0, 0.00355416, 0.000302889, 1.41421, -0.00355416, 0.000302889, 0.000302895, 0.000972086, 0.000322893, 0.000304066, 0.000354562, 0.00149002, 0.000330528, 0.000699543, 0.000303403, 0.000306798, 0.0003054, 0.000302889, 0.00030289, 0.00117589, 0.000302889, 0.000302889, 0.00032074
0.676632, 0, 0.00598078, 0.000496636, 1.41421, -0.00598078, 0.000496636, 0.000496647, 0.00159502, 0.00052947, 0.000498569, 0.000581451, 0.00270811, 0.000542003, 0.00114768, 0.000497303, 0.000503053, 0.000500759, 0.000496636, 0.000496639, 0.00181441, 0.000496636, 0.000496636, 0.000525937
0.684533, 0, 0.00994316, 0.000793891, 1.41421, -0.00994316, 0.000793891, 0.000793907, 0.00255165, 0.000846434, 0.000796983, 0.000929621, 0.00482538, 0.000866491, 0.00183577, 0.000794752, 0.000804159, 0.000800487, 0.000793891, 0.000793894, 0.00278342, 0.000793891, 0.000793891, 0.000840781
0.692433, 0, 0.0162982, 0.00123762, 1.41421, -0.0162982, 0.00123762, 0.00123764, 0.0039812, 0.00131963, 0.00124245, 0.00144947, 0.00842628, 0.00135094, 0.00286382, 0.00123873, 0.00125365, 0.00124792, 0.00123762, 0.00123762, 0.00422706, 0.00123762, 0.00123762, 0.00131081
