   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_99.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0338391, 198, 0, 0, 14.1421, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.025945, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.018051, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0101569, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00226278, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00563131, 0, 9.60876e-23, 0, 1.41421, -9.60876e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.38585e-28, 0, 0, 9.60871e-23, 0, 0, 0
0.0135254, 0, 2.54567e-22, 0, 1.41421, -2.54567e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44375e-27, 0, 0, 2.54566e-22, 0, 0, 0
0.0214195, 0, 6.58881e-22, 0, 1.41421, -6.58881e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78155e-27, 0, 0, 6.58877e-22, 0, 0, 0
0.0293136, 0, 1.66923e-21, 0, 1.41421, -1.66923e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.69685e-27, 0, 0, 1.66922e-21, 0, 0, 0
0.0372077, 0, 4.14595e-21, 0, 1.41421, -4.14595e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43822e-26, 0, 0, 4.14593e-21, 0, 0, 0
0.0451017, 0, 1.0109e-20, 0, 1.41421, -1.0109e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.01971e-26, 0, 0, 1.0109e-20, 0, 0, 0
0.0529958, 0, 2.42249e-20, 0, 1.41421, -2.42249e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46095e-25, 0, 0, 2.42247e-20, 0, 0, 0
0.0608899, 0, 5.71091e-20, 0, 1.41421, -5.71091e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4888e-25, 0, 0, 5.71087e-20, 0, 0, 0
0.068784, 0, 1.32557e-19, 0, 1.41421, -1.32557e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.20471e-25, 0, 0, 1.32556e-19, 0, 0, 0
0.0766781, 0, 3.03159e-19, 0, 1.41421, -3.03159e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90159e-24, 0, 0, 3.03157e-19, 0, 0, 0
0.0845722, 0, 6.83579e-19, 0, 1.41421, -6.83579e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.3463e-24, 0, 0, 6.83574e-19, 0, 0, 0
