   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_14.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0313941, 28, 0, 0, 5.47723, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0234791, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0155641, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00764906, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000265959, 0, 2.66524e-21, 0, 1.41421, -2.66524e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.1164e-24, 0, 0, 2.12773e-26, 0, 1.49767e-27, 0, 2.6561e-21, 0, 0, 0
0.00818097, 0, 6.34279e-21, 0, 1.41421, -6.34279e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16954e-23, 0, 0, 5.12199e-26, 0, 3.65161e-27, 0, 6.32104e-21, 0, 0, 0
0.016096, 0, 1.48394e-20, 0, 1.41421, -1.48394e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.07578e-23, 0, 0, 1.21239e-25, 0, 8.74282e-27, 0, 1.47885e-20, 0, 0, 0
0.024011, 0, 3.41635e-20, 0, 1.41421, -3.41635e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16856e-22, 0, 0, 2.82453e-25, 0, 2.05788e-26, 0, 3.40463e-20, 0, 0, 0
0.031926, 0, 7.74616e-20, 0, 1.41421, -7.74616e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64956e-22, 0, 0, 6.48219e-25, 0, 4.76683e-26, 0, 7.7196e-20, 0, 0, 0
0.039841, 0, 1.73104e-19, 0, 1.41421, -1.73104e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.92098e-22, 0, 0, 1.46652e-24, 0, 1.08757e-25, 0, 1.7251e-19, 0, 0, 0
0.047756, 0, 3.81641e-19, 0, 1.41421, -3.81641e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30539e-21, 0, 0, 3.27495e-24, 0, 2.44764e-25, 0, 3.80332e-19, 0, 0, 0
0.0556711, 0, 8.30247e-19, 0, 1.41421, -8.30247e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83984e-21, 0, 0, 7.21792e-24, 0, 5.43309e-25, 0, 8.27399e-19, 0, 0, 0
0.0635861, 0, 1.78317e-18, 0, 1.41421, -1.78317e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.09929e-21, 0, 0, 1.57089e-23, 0, 1.19022e-24, 0, 1.77705e-18, 0, 0, 0
0.0715011, 0, 3.88508e-18, 0, 1.41421, -3.88508e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32888e-20, 0, 0, 3.48598e-23, 0, 2.66169e-24, 0, 3.87175e-18, 0, 0, 0
0.0794161, 0, 8.1206e-18, 0, 1.41421, -8.1206e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.77763e-20, 0, 0, 7.38503e-23, 0, 5.66977e-24, 0, 8.09274e-18, 0, 0, 0
0.0873311, 0, 1.67835e-17, 0, 1.41421, -1.67835e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.74077e-20, 0, 0, 1.54738e-22, 0, 1.19414e-23, 0, 1.6726e-17, 0, 0, 0
0.0952461, 0, 3.43098e-17, 0, 1.41421, -3.43098e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17356e-19, 0, 0, 3.20771e-22, 0, 2.48764e-23, 0, 3.41921e-17, 0, 0, 0
