   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_304.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.11658, 50, 43.6401, 34.1318, 7.2111, 6.35995, 34.1318, 0, 34.1318, 34.1318, 34.1319, 41.6439, 36.1278, 34.1318, 34.1318, 34.1318, 34.1318, 34.1318, 34.1318, 34.1318, 34.1318, 34.1318, 34.1318, 34.1318, 34.1318, 34.1318, 34.1318, 34.1318
6.12446, 40, 45.8309, 34.1856, 6.48074, -5.83088, 34.1856, 0, 34.1856, 34.1856, 34.1857, 44.375, 35.6413, 34.1856, 34.1856, 34.1856, 34.1856, 34.1856, 34.1856, 34.1856, 34.1856, 34.1856, 34.1856, 34.1856, 34.1856, 34.1856, 34.1856, 34.1856
6.13234, 52, 49.3267, 34.239, 7.34847, 2.67334, 34.239, 0, 34.239, 34.239, 34.2392, 48.2757, 35.2898, 34.239, 34.239, 34.239, 34.239, 34.239, 34.239, 34.239, 34.239, 34.239, 34.239, 34.239, 34.239, 34.239, 34.239, 34.239
6.14022, 62, 54.548, 34.292, 8, 7.452, 34.292, 0, 34.292, 34.292, 34.2921, 53.7968, 35.043, 34.292, 34.292, 34.292, 34.292, 34.292, 34.292, 34.292, 34.292, 34.292, 34.292, 34.292, 34.292, 34.292, 34.292, 34.292
6.14811, 70, 62.0642, 34.3444, 8.48528, 7.93584, 34.3444, 0, 34.3444, 34.3445, 34.3446, 61.5322, 34.8762, 34.3444, 34.3444, 34.3444, 34.3444, 34.3444, 34.3444, 34.3444, 34.3444, 34.3444, 34.3444, 34.3444, 34.3444, 34.3444, 34.3444, 34.3444
6.15599, 88, 72.6272, 34.3963, 9.48683, 15.3728, 34.3963, 0, 34.3963, 34.3963, 34.3964, 72.2537, 34.7696, 34.3963, 34.3963, 34.3963, 34.3963, 34.3963, 34.3963, 34.3963, 34.3963, 34.3963, 34.3963, 34.3963, 34.3963, 34.3963, 34.3963, 34.3963
6.16387, 110, 87.2052, 34.4475, 10.583, 22.7948, 34.4475, 0, 34.4475, 34.4475, 34.4476, 86.9447, 34.7078, 34.4475, 34.4475, 34.4475, 34.4475, 34.4475, 34.4475, 34.4475, 34.4475, 34.4475, 34.4475, 34.4475, 34.4475, 34.4475, 34.4475, 34.4475
6.17175, 110, 107.024, 34.498, 10.583, 2.976, 34.498, 0, 34.498, 34.498, 34.4981, 106.843, 34.679, 34.498, 34.498, 34.498, 34.498, 34.498, 34.498, 34.498, 34.498, 34.498, 34.498, 34.498, 34.498, 34.498, 34.498, 34.498
6.17963, 150, 133.592, 34.5477, 12.3288, 16.4082, 34.5477, 0, 34.5477, 34.5477, 34.5479, 133.465, 34.674, 34.5477, 34.5477, 34.5477, 34.5477, 34.5477, 34.5477, 34.5477, 34.5477, 34.5477, 34.5477, 34.5477, 34.5477, 34.5477, 34.5477, 34.5477
6.18751, 188, 168.74, 34.5967, 13.784, 19.2601, 34.5967, 0, 34.5967, 34.5967, 34.5969, 168.65, 34.6863, 34.5967, 34.5967, 34.5967, 34.5967, 34.5967, 34.5967, 34.5967, 34.5967, 34.5967, 34.5967, 34.5967, 34.5967, 34.5967, 34.5967, 34.5967
6.19539, 220, 214.639, 34.6449, 14.8997, 5.36148, 34.6449, 0, 34.6449, 34.6449, 34.645, 214.572, 34.7111, 34.6449, 34.6449, 34.6449, 34.6449, 34.6449, 34.6449, 34.6449, 34.6449, 34.6449, 34.6449, 34.6449, 34.6449, 34.6449, 34.6449, 34.6449
6.20327, 312, 273.805, 34.6923, 17.72, 38.1954, 34.6923, 0, 34.6923, 34.6923, 34.6924, 273.751, 34.7452, 34.6923, 34.6923, 34.6923, 34.6923, 34.6923, 34.6923, 34.6923, 34.6923, 34.6923, 34.6923, 34.6923, 34.6923, 34.6923, 34.6923, 34.6923
6.21115, 424, 349.089, 34.7388, 20.6398, 74.9114, 34.7388, 0, 34.7388, 34.7389, 34.739, 349.041, 34.7866, 34.7388, 34.7388, 34.7388, 34.7388, 34.7388, 34.7388, 34.7388, 34.7388, 34.7388, 34.7388, 34.7388, 34.7388, 34.7388, 34.7388, 34.7388
6.21903, 486, 443.637, 34.7845, 22.0907, 42.3635, 34.7845, 0, 34.7845, 34.7846, 34.7847, 443.587, 34.8342, 34.7845, 34.7845, 34.7845, 34.7845, 34.7845, 34.7845, 34.7845, 34.7845, 34.7845, 34.7845, 34.7845, 34.7845, 34.7845, 34.7845, 34.7845
6.22691, 662, 560.827, 34.8294, 25.7682, 101.173, 34.8294, 0, 34.8294, 34.8294, 34.8296, 560.768, 34.888, 34.8294, 34.8294, 34.8294, 34.8294, 34.8294, 34.8294, 34.8294, 34.8294, 34.8294, 34.8294, 34.8294, 34.8294, 34.8294, 34.8294, 34.8294
6.2348, 746, 704.126, 34.8734, 27.3496, 41.8742, 34.8734, 0, 34.8734, 34.8734, 34.8736, 704.05, 34.9486, 34.8734, 34.8734, 34.8734, 34.8734, 34.8734, 34.8734, 34.8734, 34.8734, 34.8734, 34.8734, 34.8734, 34.8734, 34.8734, 34.8734, 34.8734
6.24268, 872, 877.025, 34.9165, 29.5635, -5.02484, 34.9165, 0, 34.9165, 34.9166, 34.9167, 876.924, 35.0176, 34.9165, 34.9165, 34.9165, 34.9165, 34.9165, 34.9165, 34.9165, 34.9165, 34.9165, 34.9165, 34.9165, 34.9165, 34.9165, 34.9165, 34.9165
6.25056, 1146, 1082.79, 34.9588, 33.8821, 63.2064, 34.9588, 0, 34.9588, 34.9588, 34.959, 1082.66, 35.0973, 34.9588, 34.9588, 34.9588, 34.9588, 34.9588, 34.9588, 34.9588, 34.9588, 34.9588, 34.9588, 34.9588, 34.9588, 34.9588, 34.9588, 34.9588
6.25844, 1530, 1324.25, 35.0002, 39.1408, 205.748, 35.0002, 0, 35.0002, 35.0002, 35.0004, 1324.06, 35.1907, 35.0002, 35.0002, 35.0002, 35.0002, 35.0002, 35.0002, 35.0002, 35.0002, 35.0002, 35.0002, 35.0002, 35.0002, 35.0002, 35.0002, 35.0002
6.26632, 1694, 1603.58, 35.0407, 41.1825, 90.4207, 35.0407, 0, 35.0407, 35.0407, 35.0409, 1603.32, 35.3021, 35.0407, 35.0407, 35.0407, 35.0407, 35.0407, 35.0407, 35.0407, 35.0407, 35.0407, 35.0407, 35.0407, 35.0407, 35.0407, 35.0407, 35.0407
6.2742, 1988, 1922.08, 35.0803, 44.6094, 65.9187, 35.0803, 0, 35.0803, 35.0804, 35.0805, 1921.72, 35.4364, 35.0803, 35.0803, 35.0803, 35.0803, 35.0803, 35.0803, 35.0803, 35.0803, 35.0803, 35.0803, 35.0803, 35.0803, 35.0803, 35.0803, 35.0803
6.28208, 2364, 2279.87, 35.1191, 48.6415, 84.134, 35.1191, 0, 35.1191, 35.1191, 35.1192, 2279.38, 35.6, 35.1191, 35.1191, 35.1191, 35.1191, 35.1191, 35.1191, 35.1191, 35.1191, 35.1191, 35.1191, 35.1191, 35.1191, 35.1191, 35.1191, 35.1191
6.28996, 2734, 2675.58, 35.1569, 52.3068, 58.4167, 35.1569, 0, 35.1569, 35.1569, 35.1571, 2674.94, 35.8001, 35.1569, 35.1569, 35.1569, 35.1569, 35.1569, 35.1569, 35.1569, 35.1569, 35.1569, 35.1569, 35.1569, 35.1569, 35.1569, 35.1569, 35.1569
6.29784, 3210, 3106.35, 35.1937, 56.6745, 103.655, 35.1937, 0, 35.1937, 35.1938, 35.1939, 3105.49, 36.045, 35.1937, 35.1937, 35.1937, 35.1937, 35.1937, 35.1937, 35.1937, 35.1937, 35.1937, 35.1937, 35.1937, 35.1937, 35.1937, 35.1937, 35.1937
6.30572, 3496, 3567.51, 35.2297, 59.1439, -71.5076, 35.2297, 0, 35.2297, 35.2297, 35.2299, 3566.39, 36.3441, 35.2297, 35.2297, 35.2297, 35.2297, 35.2297, 35.2297, 35.2297, 35.2297, 35.2297, 35.2297, 35.2297, 35.2297, 35.2297, 35.2297, 35.2297
6.3136, 4202, 4052.63, 35.2646, 64.8383, 149.365, 35.2646, 0, 35.2646, 35.2646, 35.2648, 4051.19, 36.7077, 35.2646, 35.2646, 35.2646, 35.2646, 35.2646, 35.2646, 35.2646, 35.2646, 35.2646, 35.2646, 35.2646, 35.2646, 35.2646, 35.2646, 35.2646
6.32149, 4826, 4553.55, 35.2985, 69.4838, 272.454, 35.2985, 0, 35.2985, 35.2985, 35.2987, 4551.7, 37.1464, 35.2985, 35.2985, 35.2985, 35.2985, 35.2985, 35.2985, 35.2985, 35.2985, 35.2985, 35.2985, 35.2985, 35.2985, 35.2985, 35.2985, 35.2985
6.32937, 4914, 5060.47, 35.3313, 70.1142, -146.469, 35.3313, 0, 35.3313, 35.3314, 35.3316, 5058.13, 37.6713, 35.3313, 35.3313, 35.3313, 35.3313, 35.3313, 35.3313, 35.3313, 35.3313, 35.3313, 35.3313, 35.3313, 35.3313, 35.3313, 35.3313, 35.3313
6.33725, 5634, 5562.3, 35.363, 75.0733, 71.6963, 35.363, 0, 35.363, 35.363, 35.3632, 5559.37, 38.293, 35.363, 35.363, 35.363, 35.363, 35.363, 35.363, 35.363, 35.363, 35.363, 35.363, 35.363, 35.363, 35.363, 35.363, 35.363
6.34513, 6030, 6046.99, 35.3934, 77.666, -16.9902, 35.3934, 0, 35.3934, 35.3934, 35.3936, 6043.36, 39.0211, 35.3934, 35.3934, 35.3934, 35.3934, 35.3934, 35.3934, 35.3934, 35.3934, 35.3934, 35.3934, 35.3934, 35.3934, 35.3934, 35.3934, 35.3934
6.35301, 6442, 6501.98, 35.4225, 80.2745, -59.9785, 35.4225, 0, 35.4225, 35.4225, 35.4227, 6497.54, 39.8638, 35.4225, 35.4225, 35.4225, 35.4225, 35.4225, 35.4225, 35.4225, 35.4225, 35.4225, 35.4225, 35.4225, 35.4225, 35.4225, 35.4225, 35.4225
6.36089, 6988, 6914.78, 35.4501, 83.6062, 73.2222, 35.4501, 0, 35.4501, 35.4501, 35.4503, 6909.4, 40.8266, 35.4501, 35.4501, 35.4501, 35.4501, 35.4501, 35.4501, 35.4501, 35.4501, 35.4501, 35.4501, 35.4501, 35.4501, 35.4501, 35.4501, 35.4501
6.36877, 7186, 7273.43, 35.476, 84.7821, -87.4316, 35.476, 0, 35.476, 35.476, 35.4763, 7267, 41.9117, 35.476, 35.476, 35.476, 35.476, 35.476, 35.476, 35.476, 35.476, 35.476, 35.476, 35.476, 35.476, 35.476, 35.476, 35.476
6.37665, 7592, 7567.22, 35.5002, 87.1436, 24.7788, 35.5002, 0, 35.5002, 35.5002, 35.5005, 7559.6, 43.1176, 35.5002, 35.5002, 35.5002, 35.5002, 35.5002, 35.5002, 35.5002, 35.5002, 35.5002, 35.5002, 35.5002, 35.5002, 35.5002, 35.5002, 35.5002
6.38453, 7632, 7787.18, 35.5223, 87.3728, -155.179, 35.5223, 0, 35.5223, 35.5223, 35.5227, 7778.26, 44.4379, 35.5223, 35.5223, 35.5223, 35.5223, 35.5223, 35.5223, 35.5223, 35.5223, 35.5223, 35.5223, 35.5223, 35.5223, 35.5223, 35.5223, 35.5223
6.39241, 7864, 7926.42, 35.5423, 88.6905, -62.4155, 35.5423, 0, 35.5423, 35.5423, 35.5427, 7916.1, 45.8609, 35.5423, 35.5423, 35.5423, 35.5423, 35.5423, 35.5423, 35.5423, 35.5423, 35.5423, 35.5423, 35.5423, 35.5423, 35.5423, 35.5423, 35.5423
6.40029, 7830, 7980.63, 35.5598, 88.4986, -150.631, 35.5598, 0, 35.5598, 35.5598, 35.5602, 7968.82, 47.3693, 35.5598, 35.5598, 35.5598, 35.5598, 35.5598, 35.5598, 35.5598, 35.5598, 35.5598, 35.5598, 35.5598, 35.5598, 35.5598, 35.5598, 35.5598
6.40817, 8308, 7948.27, 35.5745, 91.1592, 359.729, 35.5745, 0, 35.5745, 35.5746, 35.575, 7934.91, 48.9403, 35.5745, 35.5745, 35.5745, 35.5745, 35.5745, 35.5745, 35.5745, 35.5745, 35.5745, 35.5745, 35.5745, 35.5745, 35.5745, 35.5745, 35.5745
6.41606, 7838, 7830.58, 35.5864, 88.5438, 7.41846, 35.5864, 0, 35.5864, 35.5864, 35.5869, 7815.62, 50.5459, 35.5864, 35.5864, 35.5864, 35.5864, 35.5864, 35.5864, 35.5864, 35.5864, 35.5864, 35.5864, 35.5864, 35.5864, 35.5864, 35.5864, 35.5864
6.42394, 7440, 7631.59, 35.595, 86.267, -191.585, 35.595, 0, 35.595, 35.595, 35.5956, 7615.03, 52.1529, 35.595, 35.595, 35.595, 35.595, 35.595, 35.595, 35.595, 35.595, 35.595, 35.595, 35.595, 35.595, 35.595, 35.595, 35.595
6.43182, 7378, 7357.8, 35.6001, 85.9069, 20.1973, 35.6001, 0, 35.6002, 35.6002, 35.6008, 7339.68, 53.725, 35.6001, 35.6001, 35.6001, 35.6001, 35.6001, 35.6001, 35.6001, 35.6001, 35.6001, 35.6001, 35.6001, 35.6001, 35.6001, 35.6001, 35.6001
6.4397, 7138, 7017.9, 35.6016, 84.4985, 120.096, 35.6016, 0, 35.6016, 35.6016, 35.6023, 6998.28, 55.2232, 35.6016, 35.6016, 35.6016, 35.6016, 35.6016, 35.6016, 35.6016, 35.6016, 35.6016, 35.6016, 35.6016, 35.6016, 35.6016, 35.6016, 35.6016
6.44758, 6760, 6622.36, 35.5992, 82.2314, 137.64, 35.5992, 0, 35.5992, 35.5992, 35.5999, 6601.35, 56.6075, 35.5992, 35.5992, 35.5992, 35.5992, 35.5992, 35.5992, 35.5992, 35.5992, 35.5992, 35.5992, 35.5992, 35.5992, 35.5992, 35.5992, 35.5992
6.45546, 6314, 6182.69, 35.5928, 79.4733, 131.314, 35.5928, 0, 35.5928, 35.5928, 35.5935, 6160.44, 57.8391, 35.5928, 35.5928, 35.5928, 35.5928, 35.5928, 35.5928, 35.5928, 35.5928, 35.5928, 35.5928, 35.5928, 35.5928, 35.5928, 35.5928, 35.5928
6.46334, 5578, 5711.12, 35.5822, 74.6994, -133.117, 35.5822, 0, 35.5822, 35.5823, 35.5831, 5687.82, 58.8818, 35.5822, 35.5822, 35.5822, 35.5822, 35.5822, 35.5822, 35.5822, 35.5822, 35.5822, 35.5822, 35.5822, 35.5822, 35.5822, 35.5822, 35.5822
6.47122, 5258, 5219.91, 35.5675, 72.5259, 38.0889, 35.5675, 0, 35.5676, 35.5676, 35.5684, 5195.77, 59.7037, 35.5675, 35.5675, 35.5675, 35.5675, 35.5675, 35.5675, 35.5675, 35.5675, 35.5675, 35.5675, 35.5675, 35.5675, 35.5675, 35.5675, 35.5675
6.4791, 4772, 4721.01, 35.5488, 69.0941, 50.9922, 35.5488, 0, 35.5488, 35.5488, 35.5497, 4696.28, 60.279, 35.5488, 35.5488, 35.5488, 35.5488, 35.5488, 35.5488, 35.5488, 35.5488, 35.5488, 35.5488, 35.5488, 35.5488, 35.5488, 35.5488, 35.5488
6.48698, 4244, 4225.28, 35.526, 65.1613, 18.7231, 35.526, 0, 35.526, 35.526, 35.527, 4200.21, 60.5895, 35.526, 35.526, 35.526, 35.526, 35.526, 35.526, 35.526, 35.526, 35.526, 35.526, 35.526, 35.526, 35.526, 35.526, 35.526
6.49486, 3770, 3742.45, 35.4995, 61.4166, 27.5549, 35.4995, 0, 35.4995, 35.4996, 35.5005, 3717.32, 60.6253, 35.4995, 35.4995, 35.4995, 35.4995, 35.4995, 35.4995, 35.4995, 35.4995, 35.4995, 35.4995, 35.4995, 35.4995, 35.4995, 35.4995, 35.4995
6.50275, 3276, 3280.79, 35.4696, 57.2538, -4.79126, 35.4696, 0, 35.4696, 35.4696, 35.4706, 3255.87, 60.3851, 35.4696, 35.4696, 35.4696, 35.4696, 35.4696, 35.4696, 35.4696, 35.4696, 35.4696, 35.4696, 35.4696, 35.4696, 35.4696, 35.4696, 35.4696
6.51063, 2940, 2846.86, 35.4366, 54.2402, 93.1438, 35.4366, 0, 35.4366, 35.4367, 35.4377, 2822.42, 59.8768, 35.4366, 35.4366, 35.4366, 35.4366, 35.4366, 35.4366, 35.4366, 35.4366, 35.4366, 35.4366, 35.4366, 35.4366, 35.4366, 35.4366, 35.4366
6.51851, 2574, 2445.53, 35.401, 50.7543, 128.466, 35.401, 0, 35.401, 35.401, 35.4021, 2421.82, 59.1167, 35.401, 35.401, 35.401, 35.401, 35.401, 35.401, 35.401, 35.401, 35.401, 35.401, 35.401, 35.401, 35.401, 35.401, 35.401
6.52639, 2146, 2079.96, 35.3633, 46.3465, 66.0374, 35.3633, 0, 35.3633, 35.3633, 35.3643, 2057.2, 58.1285, 35.3633, 35.3633, 35.3633, 35.3633, 35.3633, 35.3633, 35.3633, 35.3633, 35.3633, 35.3633, 35.3633, 35.3633, 35.3633, 35.3633, 35.3633
6.53427, 1806, 1751.88, 35.324, 42.5206, 54.1155, 35.324, 0, 35.324, 35.324, 35.325, 1730.26, 56.9425, 35.324, 35.324, 35.324, 35.324, 35.324, 35.324, 35.324, 35.324, 35.324, 35.324, 35.324, 35.324, 35.324, 35.324, 35.324
6.54215, 1534, 1461.58, 35.2837, 39.1918, 72.4238, 35.2837, 0, 35.2837, 35.2837, 35.2847, 1441.27, 55.5936, 35.2837, 35.2837, 35.2837, 35.2837, 35.2837, 35.2837, 35.2837, 35.2837, 35.2837, 35.2837, 35.2837, 35.2837, 35.2837, 35.2837, 35.2837
6.55003, 1188, 1208.19, 35.2429, 34.4964, -20.1884, 35.2429, 0, 35.2429, 35.243, 35.244, 1189.31, 54.1198, 35.2429, 35.2429, 35.2429, 35.2429, 35.2429, 35.2429, 35.2429, 35.2429, 35.2429, 35.2429, 35.2429, 35.2429, 35.2429, 35.2429, 35.2429
6.55791, 1016, 989.95, 35.2024, 31.9061, 26.05, 35.2024, 0, 35.2024, 35.2024, 35.2034, 972.591, 52.5604, 35.2024, 35.2024, 35.2024, 35.2024, 35.2024, 35.2024, 35.2024, 35.2024, 35.2024, 35.2024, 35.2024, 35.2024, 35.2024, 35.2024, 35.2024
6.56579, 848, 804.408, 35.1624, 29.1548, 43.5917, 35.1624, 0, 35.1625, 35.1625, 35.1634, 788.615, 50.9543, 35.1624, 35.1624, 35.1624, 35.1624, 35.1624, 35.1624, 35.1624, 35.1624, 35.1624, 35.1624, 35.1624, 35.1624, 35.1624, 35.1624, 35.1624
6.57367, 716, 648.65, 35.1237, 26.7955, 67.3497, 35.1237, 0, 35.1237, 35.1237, 35.1247, 634.435, 49.3384, 35.1237, 35.1237, 35.1237, 35.1237, 35.1237, 35.1237, 35.1237, 35.1237, 35.1237, 35.1237, 35.1237, 35.1237, 35.1237, 35.1237, 35.1237
6.58155, 592, 519.498, 35.0866, 24.3721, 72.5017, 35.0866, 0, 35.0866, 35.0866, 35.0875, 506.838, 47.7462, 35.0866, 35.0866, 35.0866, 35.0866, 35.0866, 35.0866, 35.0866, 35.0866, 35.0866, 35.0866, 35.0866, 35.0866, 35.0866, 35.0866, 35.0866
6.58944, 472, 413.72, 35.0515, 21.7715, 58.2797, 35.0515, 0, 35.0515, 35.0515, 35.0523, 402.564, 46.2073, 35.0515, 35.0515, 35.0515, 35.0515, 35.0515, 35.0515, 35.0515, 35.0515, 35.0515, 35.0515, 35.0515, 35.0515, 35.0515, 35.0515, 35.0515
6.59732, 318, 328.096, 35.0186, 17.8885, -10.0962, 35.0186, 0, 35.0186, 35.0186, 35.0194, 318.368, 44.7458, 35.0186, 35.0186, 35.0186, 35.0186, 35.0186, 35.0186, 35.0186, 35.0186, 35.0186, 35.0186, 35.0186, 35.0186, 35.0186, 35.0186, 35.0186
6.6052, 290, 259.594, 34.9882, 17.088, 30.4062, 34.9882, 0, 34.9882, 34.9882, 34.9889, 251.201, 43.3806, 34.9882, 34.9882, 34.9882, 34.9882, 34.9882, 34.9882, 34.9882, 34.9882, 34.9882, 34.9882, 34.9882, 34.9882, 34.9882, 34.9882, 34.9882
6.61308, 230, 205.424, 34.9603, 15.2315, 24.576, 34.9603, 0, 34.9603, 34.9604, 34.961, 198.258, 42.1253, 34.9603, 34.9603, 34.9603, 34.9603, 34.9603, 34.9603, 34.9603, 34.9603, 34.9603, 34.9603, 34.9603, 34.9603, 34.9603, 34.9603, 34.9603
6.62096, 178, 163.07, 34.9351, 13.4164, 14.9301, 34.9351, 0, 34.9352, 34.9352, 34.9358, 157.016, 40.9884, 34.9351, 34.9351, 34.9351, 34.9351, 34.9351, 34.9351, 34.9351, 34.9351, 34.9351, 34.9351, 34.9351, 34.9351, 34.9351, 34.9351, 34.9351
6.62884, 134, 130.317, 34.9125, 11.6619, 3.68341, 34.9125, 0, 34.9125, 34.9126, 34.9131, 125.255, 39.9732, 34.9125, 34.9125, 34.9125, 34.9125, 34.9125, 34.9125, 34.9125, 34.9125, 34.9125, 34.9125, 34.9125, 34.9125, 34.9125, 34.9125, 34.9125
6.63672, 126, 105.265, 34.8925, 11.3137, 20.7351, 34.8925, 0, 34.8925, 34.8925, 34.893, 101.077, 39.0793, 34.8925, 34.8925, 34.8925, 34.8925, 34.8925, 34.8925, 34.8925, 34.8925, 34.8925, 34.8925, 34.8925, 34.8925, 34.8925, 34.8925, 34.8925
6.6446, 128, 86.3115, 34.8748, 11.4018, 41.6885, 34.8748, 0, 34.8748, 34.8748, 34.8753, 82.883, 38.3027, 34.8748, 34.8748, 34.8748, 34.8748, 34.8748, 34.8748, 34.8748, 34.8748, 34.8748, 34.8748, 34.8748, 34.8748, 34.8748, 34.8748, 34.8748
6.65248, 86, 72.1227, 34.8593, 9.38083, 13.8773, 34.8593, 0, 34.8593, 34.8593, 34.8597, 69.3445, 37.6368, 34.8593, 34.8593, 34.8593, 34.8593, 34.8593, 34.8593, 34.8593, 34.8593, 34.8593, 34.8593, 34.8593, 34.8593, 34.8593, 34.8593, 34.8593
6.66036, 80, 61.6109, 34.8457, 9.05539, 18.3891, 34.8457, 0, 34.8457, 34.8458, 34.8461, 59.3829, 37.0731, 34.8457, 34.8457, 34.8457, 34.8457, 34.8457, 34.8457, 34.8457, 34.8457, 34.8457, 34.8457, 34.8457, 34.8457, 34.8457, 34.8457, 34.8457
6.66824, 68, 53.903, 34.8339, 8.3666, 14.097, 34.8339, 0, 34.8339, 34.834, 34.8343, 52.1347, 36.6017, 34.8339, 34.8339, 34.8339, 34.8339, 34.8339, 34.8339, 34.8339, 34.8339, 34.8339, 34.8339, 34.8339, 34.8339, 34.8339, 34.8339, 34.8339
6.67613, 48, 48.3082, 34.8236, 7.07107, -0.308163, 34.8236, 0, 34.8236, 34.8237, 34.824, 46.919, 36.2123, 34.8236, 34.8236, 34.8236, 34.8236, 34.8236, 34.8236, 34.8236, 34.8236, 34.8236, 34.8236, 34.8236, 34.8236, 34.8236, 34.8236, 34.8236
6.68401, 44, 44.2877, 34.8146, 6.78233, -0.287704, 34.8146, 0, 34.8146, 34.8147, 34.8149, 43.2076, 35.8942, 34.8146, 34.8146, 34.8146, 34.8146, 34.8146, 34.8146, 34.8146, 34.8146, 34.8146, 34.8146, 34.8146, 34.8146, 34.8146, 34.8146, 34.8146
6.69189, 34, 41.4276, 34.8065, 6, -7.42758, 34.8065, 0, 34.8065, 34.8067, 34.8069, 40.5962, 35.6374, 34.8065, 34.8065, 34.8065, 34.8065, 34.8065, 34.8065, 34.8065, 34.8065, 34.8065, 34.8065, 34.8065, 34.8065, 34.8065, 34.8065, 34.8065
6.69977, 44, 39.414, 34.7993, 6.78233, 4.58596, 34.7993, 0, 34.7993, 34.7995, 34.7996, 38.7807, 35.4321, 34.7993, 34.7993, 34.7993, 34.7993, 34.7993, 34.7993, 34.7993, 34.7993, 34.7993, 34.7993, 34.7993, 34.7993, 34.7993, 34.7993, 34.7993
6.70765, 34, 38.0127, 34.7926, 6, -4.01272, 34.7926, 0, 34.7926, 34.7928, 34.7929, 37.535, 35.2698, 34.7926, 34.7926, 34.7926, 34.7926, 34.7926, 34.7926, 34.7926, 34.7926, 34.7926, 34.7926, 34.7926, 34.7926, 34.7926, 34.7926, 34.7926
6.71553, 38, 37.0513, 34.7864, 6.32456, 0.948711, 34.7864, 0, 34.7864, 34.7866, 34.7867, 36.6946, 35.1425, 34.7864, 34.7864, 34.7864, 34.7864, 34.7864, 34.7864, 34.7864, 34.7864, 34.7864, 34.7864, 34.7864, 34.7864, 34.7864, 34.7864, 34.7864
6.72341, 26, 36.4056, 34.7803, 5.2915, -10.4056, 34.7803, 0, 34.7803, 34.7806, 34.7806, 36.1419, 35.0434, 34.7803, 34.7803, 34.7803, 34.7803, 34.7803, 34.7803, 34.7803, 34.7803, 34.7803, 34.7803, 34.7803, 34.7803, 34.7803, 34.7803, 34.7803
6.73129, 24, 35.9882, 34.7743, 5.09902, -11.9882, 34.7743, 0, 34.7743, 34.7747, 34.7747, 35.7951, 34.9668, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743
6.73917, 26, 35.7404, 34.7683, 5.2915, -9.7404, 34.7683, 0, 34.7683, 34.7688, 34.7686, 35.6004, 34.9076, 34.7683, 34.7683, 34.7683, 34.7683, 34.7683, 34.7683, 34.7683, 34.7683, 34.7683, 34.7683, 34.7683, 34.7683, 34.7683, 34.7683, 34.7683
6.74705, 30, 35.6261, 34.7622, 5.65685, -5.62608, 34.7622, 0, 34.7622, 34.7627, 34.7625, 35.5254, 34.862, 34.7622, 34.7622, 34.7622, 34.7622, 34.7622, 34.7622, 34.7622, 34.7622, 34.7622, 34.7622, 34.7622, 34.7622, 34.7622, 34.7622, 34.7622
6.75493, 30, 35.6274, 34.7558, 5.65685, -5.62735, 34.7558, 0, 34.7558, 34.7564, 34.7561, 35.5556, 34.8266, 34.7558, 34.7558, 34.7558, 34.7558, 34.7558, 34.7558, 34.7558, 34.7558, 34.7558, 34.7558, 34.7558, 34.7558, 34.7558, 34.7558, 34.7558
6.76281, 48, 35.7423, 34.7491, 7.07107, 12.2577, 34.7491, 0, 34.7491, 34.7497, 34.7494, 35.6916, 34.7989, 34.7491, 34.7491, 34.7491, 34.7491, 34.7491, 34.7491, 34.7491, 34.7491, 34.7491, 34.7491, 34.7491, 34.7491, 34.7491, 34.7491, 34.7491
6.7707, 50, 35.9841, 34.742, 7.2111, 14.0159, 34.742, 0, 34.742, 34.7428, 34.7423, 35.9484, 34.7766, 34.742, 34.742, 34.742, 34.742, 34.742, 34.742, 34.742, 34.742, 34.742, 34.742, 34.742, 34.742, 34.742, 34.742, 34.742
6.77858, 36, 36.3811, 34.7345, 6.16441, -0.381054, 34.7345, 0, 34.7345, 34.7354, 34.7348, 36.356, 34.7584, 34.7345, 34.7345, 34.7345, 34.7345, 34.7345, 34.7345, 34.7345, 34.7345, 34.7345, 34.7345, 34.7345, 34.7345, 34.7345, 34.7345, 34.7345
6.78646, 46, 36.9782, 34.7265, 6.9282, 9.02183, 34.7265, 0, 34.7265, 34.7275, 34.7268, 36.9606, 34.7428, 34.7265, 34.7265, 34.7265, 34.7265, 34.7265, 34.7265, 34.7265, 34.7265, 34.7265, 34.7265, 34.7265, 34.7265, 34.7265, 34.7265, 34.7265
6.79434, 64, 37.8397, 34.7181, 8.12404, 26.1603, 34.7181, 0, 34.7181, 34.7192, 34.7184, 37.8273, 34.729, 34.7181, 34.7181, 34.7181, 34.7181, 34.7181, 34.7181, 34.7181, 34.7181, 34.7181, 34.7181, 34.7181, 34.7181, 34.7181, 34.7181, 34.7181
