   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_290.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
1.95506, 14, 9.4787, 1.26021, 4, 4.5213, 0.00048066, 1.26022, 1.26025, 1.49082, 1.26602, 1.26063, 1.65655, 1.27888, 2.61838, 1.72102, 6.98503, 1.26099, 1.26021, 1.26021, 1.26021, 1.26021, 1.27732, 1.26021, 1.26021, 1.26505
1.96294, 18, 8.06768, 1.30734, 4.47214, 9.93232, 0.000389154, 1.30736, 1.30739, 1.53858, 1.31317, 1.30777, 1.69637, 1.32691, 2.73162, 1.82639, 5.45525, 1.30803, 1.30734, 1.30734, 1.30734, 1.30735, 1.32478, 1.30734, 1.30734, 1.31219
1.97082, 6, 7.0507, 1.35621, 2.82843, -1.0507, 0.000312132, 1.35622, 1.35625, 1.5879, 1.36204, 1.35663, 1.73149, 1.3768, 2.8478, 1.93017, 4.32802, 1.35679, 1.35621, 1.35621, 1.35621, 1.35621, 1.374, 1.35621, 1.35621, 1.36106
1.97871, 4, 6.33284, 1.40669, 2.44949, -2.33284, 0.000248007, 1.4067, 1.40673, 1.63872, 1.41253, 1.40711, 1.76251, 1.42846, 2.96679, 2.02978, 3.51014, 1.4072, 1.40669, 1.40669, 1.40669, 1.40669, 1.4249, 1.40669, 1.40669, 1.41155
1.98659, 2, 5.83945, 1.45872, 2, -3.83945, 0.000195191, 1.45873, 1.45876, 1.69098, 1.46457, 1.45914, 1.79032, 1.48181, 3.0885, 2.12281, 2.9283, 1.45915, 1.45872, 1.45872, 1.45872, 1.45872, 1.4774, 1.45872, 1.45872, 1.46358
1.99447, 10, 5.51213, 1.51221, 3.4641, 4.48787, 0.000152151, 1.51223, 1.51226, 1.74464, 1.51807, 1.51264, 1.81599, 1.53681, 3.21288, 2.20712, 2.52495, 1.51258, 1.51221, 1.51221, 1.51221, 1.51222, 1.53145, 1.51221, 1.51221, 1.51708
2.00235, 10, 5.30563, 1.56712, 3.4641, 4.69437, 0.000117446, 1.56713, 1.56717, 1.79967, 1.57298, 1.56755, 1.84071, 1.59339, 3.33989, 2.28111, 2.25509, 1.56743, 1.56712, 1.56712, 1.56712, 1.56712, 1.58699, 1.56712, 1.56712, 1.572
2.01023, 2, 5.18548, 1.62339, 2, -3.18548, 8.97584e-05, 1.62341, 1.62344, 1.85601, 1.62925, 1.62382, 1.86568, 1.6515, 3.46957, 2.34378, 2.08385, 1.62365, 1.62339, 1.62339, 1.62339, 1.6234, 1.64398, 1.62339, 1.62339, 1.62828
2.01811, 10, 5.12609, 1.681, 3.4641, 4.87391, 6.79029e-05, 1.68101, 1.68104, 1.91367, 1.68686, 1.68142, 1.89201, 1.71113, 3.60207, 2.39484, 1.9845, 1.68121, 1.681, 1.681, 1.681, 1.681, 1.70241, 1.681, 1.681, 1.68589
2.026, 6, 5.10911, 1.7399, 2.82843, 0.890892, 5.08371e-05, 1.73991, 1.73994, 1.9726, 1.74576, 1.74032, 1.92068, 1.77223, 3.73771, 2.43476, 1.93685, 1.74008, 1.7399, 1.7399, 1.7399, 1.7399, 1.76225, 1.7399, 1.7399, 1.74481
2.03388, 4, 5.12214, 1.80008, 2.44949, -1.12214, 3.76564e-05, 1.8001, 1.80013, 2.03281, 1.80594, 1.80051, 1.95251, 1.83479, 3.8771, 2.46466, 1.92588, 1.80023, 1.80008, 1.80008, 1.80008, 1.80009, 1.82349, 1.80008, 1.80008, 1.80501
2.04176, 8, 5.15771, 1.86153, 3.16228, 2.84229, 2.75896e-05, 1.86155, 1.86158, 2.09427, 1.86739, 1.86196, 1.98806, 1.89878, 4.02143, 2.48625, 1.94059, 1.86165, 1.86153, 1.86153, 1.86153, 1.86153, 1.88612, 1.86153, 1.86153, 1.86648
2.04964, 2, 5.21252, 1.92423, 2, -3.21252, 1.9989e-05, 1.92424, 1.92427, 2.15698, 1.93009, 1.92465, 2.02772, 1.9642, 4.17271, 2.50163, 1.97312, 1.92433, 1.92423, 1.92423, 1.92423, 1.92423, 1.95013, 1.92423, 1.92423, 1.92921
2.05752, 6, 5.28707, 1.98817, 2.82843, 0.712933, 1.43171e-05, 1.98818, 1.98821, 2.22092, 1.99403, 1.98859, 2.07166, 2.03102, 4.33444, 2.51317, 2.01791, 1.98825, 1.98817, 1.98817, 1.98817, 1.98817, 2.01551, 1.98817, 1.98817, 1.9932
2.0654, 16, 5.38575, 2.05334, 4.24264, 10.6142, 1.01351e-05, 2.05335, 2.05338, 2.28609, 2.0592, 2.05376, 2.11987, 2.09923, 4.51244, 2.52325, 2.07113, 2.0534, 2.05334, 2.05334, 2.05334, 2.05334, 2.08226, 2.05334, 2.05334, 2.05842
2.07329, 4, 5.51758, 2.11973, 2.44949, -1.51758, 7.08901e-06, 2.11975, 2.11978, 2.35249, 2.12559, 2.12016, 2.17223, 2.16884, 4.71615, 2.53414, 2.13021, 2.11978, 2.11973, 2.11973, 2.11973, 2.11973, 2.15038, 2.11973, 2.11973, 2.12489
2.08117, 6, 5.69756, 2.18734, 2.82843, 0.30244, 4.89815e-06, 2.18736, 2.18739, 2.4201, 2.1932, 2.18777, 2.22849, 2.23981, 4.96053, 2.5478, 2.19341, 2.18738, 2.18734, 2.18734, 2.18734, 2.18734, 2.21985, 2.18734, 2.18734, 2.1926
2.08905, 4, 5.94902, 2.25617, 2.44949, -1.94902, 3.3424e-06, 2.25618, 2.25621, 2.48892, 2.26203, 2.25659, 2.28836, 2.31214, 5.26872, 2.56584, 2.25962, 2.2562, 2.25617, 2.25617, 2.25617, 2.25617, 2.29068, 2.25617, 2.25617, 2.26153
2.09693, 10, 6.30696, 2.32619, 3.4641, 3.69304, 2.25203e-06, 2.32621, 2.32624, 2.55895, 2.33205, 2.32662, 2.35153, 2.38583, 5.67554, 2.58942, 2.32812, 2.32622, 2.32619, 2.32619, 2.32619, 2.32619, 2.36285, 2.32619, 2.32619, 2.3317
2.10481, 8, 6.82252, 2.39741, 3.16228, 1.17748, 1.49796e-06, 2.39743, 2.39746, 2.63017, 2.40328, 2.39784, 2.41767, 2.46085, 6.23219, 2.61925, 2.39848, 2.39743, 2.39741, 2.39741, 2.39741, 2.39742, 2.43636, 2.39741, 2.39741, 2.4031
2.11269, 16, 7.56875, 2.46983, 4.24264, 8.43125, 9.83434e-07, 2.46984, 2.46987, 2.70259, 2.47569, 2.47025, 2.4865, 2.53721, 7.01194, 2.65563, 2.4704, 2.46984, 2.46983, 2.46983, 2.46983, 2.46983, 2.51121, 2.46983, 2.46983, 2.47571
2.12058, 8, 8.64722, 2.54342, 3.16228, -0.647218, 6.37164e-07, 2.54344, 2.54347, 2.77618, 2.54928, 2.54385, 2.55775, 2.61489, 8.11682, 2.69849, 2.54373, 2.54344, 2.54342, 2.54342, 2.54342, 2.54343, 2.58741, 2.54342, 2.54342, 2.54955
2.12846, 12, 10.1956, 2.61819, 3.74166, 1.80435, 4.07326e-07, 2.61821, 2.61824, 2.85095, 2.62405, 2.61862, 2.63122, 2.69388, 9.68517, 2.74752, 2.61836, 2.6182, 2.61819, 2.61819, 2.61819, 2.6182, 2.66496, 2.61819, 2.61819, 2.6246
2.13634, 20, 12.3952, 2.69413, 4.69042, 7.60483, 2.56905e-07, 2.69414, 2.69417, 2.92689, 2.69999, 2.69455, 2.70673, 2.77416, 11.8988, 2.80218, 2.69421, 2.69414, 2.69413, 2.69413, 2.69413, 2.69413, 2.74388, 2.69413, 2.69413, 2.70086
2.14422, 16, 15.4773, 2.77123, 4.24264, 0.522694, 1.59838e-07, 2.77124, 2.77127, 3.00399, 2.77709, 2.77165, 2.78414, 2.85574, 14.99, 2.86185, 2.77127, 2.77123, 2.77123, 2.77123, 2.77123, 2.77123, 2.82421, 2.77123, 2.77123, 2.77832
2.1521, 32, 19.7277, 2.84948, 5.83095, 12.2723, 9.80901e-08, 2.84949, 2.84952, 3.08223, 2.85534, 2.8499, 2.86336, 2.93859, 19.2452, 2.92588, 2.8495, 2.84948, 2.84948, 2.84948, 2.84948, 2.84948, 2.90601, 2.84948, 2.84948, 2.85699
2.15999, 30, 25.4866, 2.92886, 5.65685, 4.51335, 5.93711e-08, 2.92888, 2.92891, 3.16162, 2.93472, 2.92929, 2.94431, 3.02271, 25.005, 2.99363, 2.92887, 2.92887, 2.92886, 2.92886, 2.92886, 2.92886, 2.98935, 2.92886, 2.92886, 2.93684
2.16787, 34, 33.1437, 3.00938, 6, 0.85635, 3.54387e-08, 3.0094, 3.00943, 3.24214, 3.01525, 3.00981, 3.02694, 3.10808, 32.6596, 3.06455, 3.00939, 3.00939, 3.00938, 3.00938, 3.00938, 3.00939, 3.07437, 3.00938, 3.00938, 3.01788
2.17575, 52, 43.1231, 3.09103, 7.34847, 8.87693, 2.086e-08, 3.09104, 3.09107, 3.32378, 3.09689, 3.09145, 3.11118, 3.19469, 42.6337, 3.13816, 3.09103, 3.09103, 3.09103, 3.09103, 3.09103, 3.09103, 3.16123, 3.09103, 3.09103, 3.10008
2.18363, 52, 55.8628, 3.17378, 7.34847, -3.8628, 1.21071e-08, 3.17379, 3.17382, 3.40654, 3.17964, 3.1742, 3.19699, 3.28252, 55.3654, 3.21408, 3.17378, 3.17378, 3.17378, 3.17378, 3.17378, 3.17378, 3.25019, 3.17378, 3.17378, 3.18345
2.19151, 80, 71.7811, 3.25763, 9.05539, 8.21889, 6.92805e-09, 3.25765, 3.25768, 3.49039, 3.26349, 3.25806, 3.28429, 3.37156, 71.2728, 3.29203, 3.25763, 3.25763, 3.25763, 3.25763, 3.25763, 3.25764, 3.34155, 3.25763, 3.25763, 3.26797
2.19939, 144, 91.236, 3.34258, 12.083, 52.764, 3.90825e-09, 3.34259, 3.34262, 3.57534, 3.34844, 3.34301, 3.37298, 3.46181, 90.7138, 3.37181, 3.34258, 3.34258, 3.34258, 3.34258, 3.34258, 3.34258, 3.43575, 3.34258, 3.34258, 3.35363
2.20728, 106, 114.475, 3.42861, 10.3923, -8.47481, 2.17335e-09, 3.42862, 3.42865, 3.66137, 3.43447, 3.42903, 3.46297, 3.55324, 113.936, 3.45327, 3.42861, 3.42861, 3.42861, 3.42861, 3.42861, 3.42861, 3.53329, 3.42861, 3.42861, 3.44042
2.21516, 186, 141.583, 3.5157, 13.7113, 44.4174, 1.19129e-09, 3.51571, 3.51574, 3.74846, 3.52156, 3.51612, 3.55411, 3.64584, 141.023, 3.53632, 3.5157, 3.5157, 3.5157, 3.5157, 3.5157, 3.5157, 3.63482, 3.5157, 3.5157, 3.52832
2.22304, 168, 172.436, 3.60385, 13.0384, -4.43599, 6.43615e-10, 3.60386, 3.60389, 3.8366, 3.60971, 3.60427, 3.64626, 3.73959, 171.851, 3.6209, 3.60385, 3.60385, 3.60385, 3.60385, 3.60385, 3.60385, 3.74107, 3.60385, 3.60385, 3.61732
2.23092, 220, 206.655, 3.69303, 14.8997, 13.3451, 3.42652e-10, 3.69305, 3.69308, 3.92579, 3.69889, 3.69346, 3.73924, 3.83448, 206.04, 3.70696, 3.69303, 3.69303, 3.69303, 3.69303, 3.69303, 3.69304, 3.85291, 3.69303, 3.69303, 3.7074
2.2388, 276, 243.585, 3.78325, 16.6733, 32.4151, 1.7967e-10, 3.78326, 3.78329, 4.01601, 3.78911, 3.78367, 3.83289, 3.93049, 242.934, 3.79447, 3.78325, 3.78325, 3.78325, 3.78325, 3.78325, 3.78325, 3.97126, 3.78325, 3.78325, 3.79855
2.24668, 302, 282.286, 3.87448, 17.4356, 19.7137, 9.27084e-11, 3.87449, 3.87452, 4.10723, 3.88034, 3.8749, 3.92703, 4.02761, 281.594, 3.88339, 3.87448, 3.87448, 3.87448, 3.87448, 3.87448, 3.87448, 4.09705, 3.87448, 3.87448, 3.89075
2.25457, 322, 321.56, 3.96669, 18, 0.440308, 4.69654e-11, 3.96671, 3.96674, 4.19945, 3.97255, 3.96712, 4.02152, 4.12581, 320.818, 3.97366, 3.96669, 3.96669, 3.96669, 3.96669, 3.96669, 3.9667, 4.23121, 3.96669, 3.96669, 3.98398
2.26245, 408, 360.002, 4.05989, 20.2485, 47.9983, 2.37462e-11, 4.0599, 4.05993, 4.29265, 4.06575, 4.06031, 4.11622, 4.22507, 359.203, 4.06526, 4.05989, 4.05989, 4.05989, 4.05989, 4.05989, 4.05989, 4.37452, 4.05989, 4.05989, 4.07822
2.27033, 416, 396.075, 4.15404, 20.445, 19.9254, 1.1617e-11, 4.15405, 4.15408, 4.38679, 4.1599, 4.15446, 4.21104, 4.32538, 395.21, 4.1581, 4.15404, 4.15404, 4.15404, 4.15404, 4.15404, 4.15404, 4.52753, 4.15404, 4.15404, 4.17345
2.27821, 420, 428.217, 4.24911, 20.5426, -8.21658, 5.53262e-12, 4.24913, 4.24916, 4.48187, 4.25497, 4.24954, 4.30592, 4.4267, 427.278, 4.25215, 4.24911, 4.24911, 4.24911, 4.24911, 4.24911, 4.24912, 4.6905, 4.24911, 4.24911, 4.26965
2.28609, 456, 454.946, 4.34509, 21.4009, 1.05374, 2.54158e-12, 4.3451, 4.34513, 4.57784, 4.35095, 4.34551, 4.40083, 4.52901, 453.925, 4.34731, 4.34509, 4.34509, 4.34509, 4.34509, 4.34509, 4.34509, 4.86323, 4.34509, 4.34509, 4.36677
2.29397, 448, 474.985, 4.44192, 21.2132, -26.9854, 1.11256e-12, 4.44194, 4.44197, 4.67468, 4.44778, 4.44235, 4.49579, 4.63227, 473.875, 4.44353, 4.44192, 4.44192, 4.44192, 4.44192, 4.44192, 4.44192, 5.045, 4.44192, 4.44192, 4.46479
2.30186, 500, 487.359, 4.53957, 22.4054, 12.6407, 4.56784e-13, 4.53959, 4.53962, 4.77233, 4.54543, 4.54, 4.59085, 4.73643, 486.152, 4.54071, 4.53957, 4.53957, 4.53957, 4.53957, 4.53957, 4.53958, 5.23453, 4.53957, 4.53957, 4.56366
2.30974, 458, 491.48, 4.63798, 21.4476, -33.4798, 1.76647e-13, 4.638, 4.63803, 4.87074, 4.64384, 4.63841, 4.68606, 4.84145, 490.171, 4.63878, 4.63798, 4.63798, 4.63798, 4.63798, 4.63798, 4.63799, 5.42992, 4.63798, 4.63798, 4.66331
2.31762, 496, 487.197, 4.73708, 22.3159, 8.80334, 6.26641e-14, 4.7371, 4.73713, 4.96984, 4.74295, 4.73751, 4.78151, 4.94728, 485.784, 4.73763, 4.73708, 4.73708, 4.73708, 4.73708, 4.73708, 4.73709, 5.62873, 4.73708, 4.73709, 4.76369
2.3255, 540, 474.81, 4.83679, 23.2809, 65.1902, 2.00581e-14, 4.8368, 4.83683, 5.06955, 4.84265, 4.83721, 4.87725, 5.05387, 473.294, 4.83716, 4.83679, 4.83679, 4.83679, 4.83679, 4.83679, 4.83679, 5.828, 4.83679, 4.8368, 4.8647
2.33338, 406, 455.041, 4.937, 20.199, -49.0405, 5.66417e-15, 4.93701, 4.93704, 5.16976, 4.94286, 4.93742, 4.97335, 5.16117, 453.424, 4.93725, 4.937, 4.937, 4.937, 4.937, 4.937, 4.937, 6.02449, 4.937, 4.93701, 4.96625
2.34126, 422, 428.973, 5.03759, 20.5913, -6.97299, 1.35163e-15, 5.0376, 5.03763, 5.27035, 5.04345, 5.03801, 5.06982, 5.26917, 427.262, 5.03775, 5.03759, 5.03759, 5.03759, 5.03759, 5.03759, 5.03759, 6.21477, 5.03759, 5.0376, 5.06821
2.34915, 376, 397.957, 5.13842, 19.4422, -21.9569, 3.14681e-16, 5.13844, 5.13847, 5.37118, 5.14429, 5.13885, 5.16665, 5.37792, 396.161, 5.13853, 5.13842, 5.13842, 5.13842, 5.13842, 5.13842, 5.13843, 6.39554, 5.13842, 5.13844, 5.17044
2.35703, 366, 363.504, 5.23934, 19.1833, 2.49564, 6.48839e-17, 5.23935, 5.23938, 5.4721, 5.2452, 5.23976, 5.26379, 5.4876, 361.635, 5.2394, 5.23934, 5.23934, 5.23934, 5.23934, 5.23934, 5.23934, 6.56377, 5.23934, 5.23936, 5.27277
2.36491, 358, 327.173, 5.34016, 18.9737, 30.8268, 1.17643e-17, 5.34017, 5.3402, 5.57291, 5.34602, 5.34058, 5.36113, 5.59856, 325.243, 5.3402, 5.34016, 5.34016, 5.34016, 5.34016, 5.34016, 5.34016, 6.71699, 5.34016, 5.34018, 5.37504
2.37279, 266, 290.453, 5.4407, 16.3707, -24.4531, 1.8458e-18, 5.44071, 5.44074, 5.67345, 5.44656, 5.44112, 5.45855, 5.71151, 288.476, 5.44072, 5.4407, 5.4407, 5.4407, 5.4407, 5.4407, 5.4407, 6.85345, 5.4407, 5.44073, 5.47706
2.38067, 242, 254.681, 5.54076, 15.6205, -12.6808, 2.36626e-19, 5.54077, 5.5408, 5.77351, 5.54662, 5.54118, 5.55587, 5.82767, 252.67, 5.54077, 5.54076, 5.54076, 5.54076, 5.54076, 5.54076, 5.54076, 6.97225, 5.54076, 5.54081, 5.57863
2.38856, 210, 220.961, 5.64015, 14.5602, -10.9611, 1.77477e-20, 5.64017, 5.6402, 5.87291, 5.64602, 5.64058, 5.65292, 5.94908, 218.928, 5.64016, 5.64015, 5.64015, 5.64015, 5.64015, 5.64015, 5.64016, 7.0734, 5.64015, 5.64022, 5.67956
2.39644, 200, 190.132, 5.73871, 14.2127, 9.86783, 7.23502e-22, 5.73872, 5.73875, 5.97147, 5.74457, 5.73913, 5.74949, 6.0789, 188.082, 5.73871, 5.73871, 5.73871, 5.73871, 5.73871, 5.73871, 5.73871, 7.15779, 5.73871, 5.7388, 5.77967
2.40432, 188, 162.743, 5.83628, 13.784, 25.2574, 1.83599e-23, 5.83629, 5.83632, 6.06904, 5.84214, 5.8367, 5.84543, 6.22204, 160.675, 5.83628, 5.83628, 5.83628, 5.83628, 5.83628, 5.83628, 5.83628, 7.22716, 5.83628, 5.83639, 5.87882
2.4122, 154, 139.068, 5.93274, 12.49, 14.9317, 2.29877e-26, 5.93275, 5.93278, 6.1655, 5.9386, 5.93316, 5.94058, 6.38562, 136.973, 5.93274, 5.93274, 5.93274, 5.93274, 5.93274, 5.93274, 5.93274, 7.2839, 5.93274, 5.93288, 5.97689
2.42008, 108, 119.137, 6.02803, 10.4881, -11.1368, 0, 6.02804, 6.02807, 6.26078, 6.03389, 6.02845, 6.03482, 6.5799, 116.99, 6.02803, 6.02803, 6.02803, 6.02803, 6.02803, 6.02803, 6.02803, 7.3309, 6.02803, 6.02821, 6.07381
2.42796, 114, 102.776, 6.12214, 10.7703, 11.2243, 0, 6.12215, 6.12218, 6.35489, 6.128, 6.12256, 6.12812, 6.81911, 100.537, 6.12214, 6.12214, 6.12214, 6.12214, 6.12214, 6.12214, 6.12214, 7.3714, 6.12214, 6.12236, 6.16957
2.43584, 78, 89.6664, 6.21512, 8.94427, -11.6664, 0, 6.21513, 6.21516, 6.44787, 6.22098, 6.21554, 6.22048, 7.12245, 87.2716, 6.21512, 6.21512, 6.21512, 6.21512, 6.21512, 6.21512, 6.21512, 7.40881, 6.21512, 6.21538, 6.26423
2.44373, 82, 79.3961, 6.30709, 9.16515, 2.60389, 0, 6.30711, 6.30714, 6.53985, 6.31295, 6.30752, 6.31199, 7.51508, 76.7535, 6.30709, 6.30709, 6.30709, 6.30709, 6.30709, 6.30709, 6.3071, 7.44662, 6.30709, 6.30741, 6.35791
2.45161, 68, 71.5134, 6.39824, 8.3666, -3.51336, 0, 6.39825, 6.39828, 6.631, 6.4041, 6.39867, 6.40279, 8.02899, 68.4959, 6.39824, 6.39824, 6.39824, 6.39824, 6.39824, 6.39824, 6.39824, 7.48837, 6.39824, 6.3986, 6.45078
2.45949, 50, 65.5706, 6.4888, 7.2111, -15.5706, 0, 6.48881, 6.48884, 6.72156, 6.49466, 6.48923, 6.4931, 8.70361, 62.0086, 6.4888, 6.4888, 6.4888, 6.4888, 6.4888, 6.4888, 6.4888, 7.53782, 6.4888, 6.48921, 6.54308
2.46737, 50, 61.1616, 6.57904, 7.2111, -11.1616, 0, 6.57906, 6.57909, 6.8118, 6.5849, 6.57947, 6.58317, 9.58585, 56.835, 6.57904, 6.57904, 6.57904, 6.57904, 6.57904, 6.57904, 6.57905, 7.59909, 6.57904, 6.5795, 6.63509
2.47525, 58, 57.9457, 6.66928, 7.74597, 0.0542564, 0, 6.6693, 6.66933, 6.90204, 6.67514, 6.66972, 6.67328, 10.7294, 52.5763, 6.66928, 6.66928, 6.66928, 6.66928, 6.66928, 6.66928, 6.66929, 7.67712, 6.66928, 6.66979, 6.72712
2.48314, 42, 55.6613, 6.75985, 6.63325, -13.6613, 0, 6.75986, 6.75989, 6.99261, 6.76571, 6.76029, 6.76376, 12.1933, 48.9063, 6.75985, 6.75985, 6.75985, 6.75985, 6.75985, 6.75985, 6.75985, 7.77817, 6.75985, 6.7604, 6.81949
2.49102, 34, 54.13, 6.85104, 6, -20.13, 0, 6.85106, 6.85109, 7.0838, 6.85691, 6.85149, 6.85489, 14.0389, 45.5776, 6.85104, 6.85104, 6.85104, 6.85104, 6.85104, 6.85104, 6.85105, 7.9105, 6.85104, 6.85163, 6.91251
2.4989, 48, 53.2512, 6.94318, 7.07107, -5.25117, 0, 6.94319, 6.94322, 7.17594, 6.94904, 6.94363, 6.94698, 16.3262, 42.4192, 6.94318, 6.94318, 6.94318, 6.94318, 6.94318, 6.94318, 6.94318, 8.08527, 6.94318, 6.94379, 7.0065
2.50678, 28, 52.9901, 7.03651, 5.47723, -24.9901, 0, 7.03652, 7.03655, 7.26927, 7.04237, 7.03697, 7.04028, 19.108, 39.329, 7.03651, 7.03651, 7.03651, 7.03651, 7.03651, 7.03651, 7.03651, 8.31735, 7.03651, 7.03713, 7.1017
2.51466, 46, 53.3609, 7.13124, 6.9282, -7.36089, 0, 7.13126, 7.13129, 7.364, 7.1371, 7.13172, 7.135, 22.4242, 36.2622, 7.13124, 7.13124, 7.13124, 7.13124, 7.13124, 7.13124, 7.13125, 8.62635, 7.13124, 7.13187, 7.19833
2.52254, 38, 54.4068, 7.22754, 6.32456, -16.4068, 0, 7.22755, 7.22759, 7.4603, 7.2334, 7.22804, 7.23128, 26.2948, 33.2171, 7.22754, 7.22754, 7.22754, 7.22754, 7.22754, 7.22754, 7.22754, 9.03747, 7.22754, 7.22816, 7.29656
2.53043, 50, 56.1803, 7.3255, 7.2111, -6.1803, 0, 7.32551, 7.32554, 7.55826, 7.33136, 7.32603, 7.32923, 30.7126, 30.2221, 7.3255, 7.3255, 7.3255, 7.3255, 7.3255, 7.3255, 7.3255, 9.58207, 7.3255, 7.3261, 7.39649
2.53831, 42, 58.7248, 7.42516, 6.63325, -16.7248, 0, 7.42517, 7.4252, 7.65792, 7.43102, 7.42573, 7.42888, 35.6386, 27.3218, 7.42516, 7.42516, 7.42516, 7.42516, 7.42516, 7.42516, 7.42516, 10.2981, 7.42516, 7.42574, 7.4982
2.54619, 54, 62.058, 7.52651, 7.48331, -8.05804, 0, 7.52652, 7.52655, 7.75927, 7.53237, 7.52714, 7.53023, 40.9958, 24.567, 7.52651, 7.52651, 7.52651, 7.52651, 7.52651, 7.52651, 7.52651, 11.2295, 7.52651, 7.52705, 7.60169
2.55407, 62, 66.162, 7.6295, 8, -4.16201, 0, 7.62951, 7.62954, 7.86225, 7.63536, 7.6302, 7.63321, 46.6693, 22.0053, 7.6295, 7.6295, 7.6295, 7.6295, 7.6295, 7.6295, 7.6295, 12.4253, 7.6295, 7.63, 7.707
2.56195, 62, 70.9753, 7.73402, 8, -8.9753, 0, 7.73403, 7.73406, 7.96677, 7.73988, 7.73483, 7.73773, 52.5065, 19.6755, 7.73402, 7.73402, 7.73402, 7.73402, 7.73402, 7.73402, 7.73402, 13.9375, 7.73402, 7.73448, 7.81412
2.56983, 56, 76.3921, 7.83995, 7.61577, -20.3921, 0, 7.83997, 7.84, 8.07271, 7.84582, 7.8409, 7.84367, 58.3226, 17.6046, 7.83995, 7.83995, 7.83995, 7.83995, 7.83995, 7.83995, 7.83996, 15.8178, 7.83995, 7.84037, 7.92313
2.57772, 80, 82.2662, 7.94717, 9.05539, -2.2662, 0, 7.94718, 7.94721, 8.17992, 7.95303, 7.94828, 7.95088, 63.9103, 15.8057, 7.94717, 7.94717, 7.94717, 7.94717, 7.94717, 7.94717, 7.94717, 18.1136, 7.94717, 7.94753, 8.03419
2.5856, 88, 88.4175, 8.05551, 9.48683, -0.417496, 0, 8.05552, 8.05555, 8.28827, 8.06137, 8.05685, 8.05922, 69.0502, 14.2797, 8.05551, 8.05551, 8.05551, 8.05551, 8.05551, 8.05551, 8.05551, 20.8624, 8.05551, 8.05582, 8.14764
2.59348, 88, 94.6435, 8.16483, 9.48683, -6.64347, 0, 8.16484, 8.16488, 8.39759, 8.17069, 8.16647, 8.16854, 73.5269, 13.0159, 8.16483, 8.16483, 8.16483, 8.16483, 8.16483, 8.16483, 8.16483, 24.0868, 8.16483, 8.1651, 8.26409
2.60136, 114, 100.73, 8.27499, 10.7703, 13.2699, 0, 8.27501, 8.27504, 8.50775, 8.28085, 8.27702, 8.2787, 77.1427, 11.9956, 8.27499, 8.27499, 8.27499, 8.27499, 8.27499, 8.27499, 8.27499, 27.7877, 8.27499, 8.27522, 8.38455
2.60924, 110, 106.466, 8.38587, 10.583, 3.53442, 0, 8.38588, 8.38591, 8.61862, 8.39173, 8.38838, 8.38958, 79.7338, 11.1938, 8.38587, 8.38587, 8.38587, 8.38587, 8.38587, 8.38587, 8.38587, 31.9398, 8.38587, 8.38605, 8.51061
2.61712, 132, 111.651, 8.49733, 11.5758, 20.3493, 0, 8.49734, 8.49737, 8.73008, 8.50319, 8.50046, 8.50104, 81.1827, 10.5827, 8.49733, 8.49733, 8.49733, 8.49733, 8.49733, 8.49733, 8.49733, 36.487, 8.49733, 8.49748, 8.64464
2.62501, 132, 116.109, 8.60926, 11.5758, 15.8907, 0, 8.60927, 8.6093, 8.84202, 8.61512, 8.61317, 8.61297, 81.4274, 10.1334, 8.60926, 8.60926, 8.60926, 8.60926, 8.60926, 8.60926, 8.60926, 41.3398, 8.60926, 8.60938, 8.79006
2.63289, 150, 119.696, 8.72159, 12.3288, 30.3038, 0, 8.7216, 8.72163, 8.95434, 8.72745, 8.72646, 8.7253, 80.4671, 9.81774, 8.72159, 8.72159, 8.72159, 8.72159, 8.72159, 8.72159, 8.72159, 46.3771, 8.72159, 8.72168, 8.95172
2.64077, 130, 122.301, 8.83421, 11.4891, 7.69853, 0, 8.83422, 8.83426, 9.06697, 8.84007, 8.84026, 8.83793, 78.3613, 9.6101, 8.83421, 8.83421, 8.83421, 8.83421, 8.83421, 8.83421, 8.83421, 51.448, 8.83421, 8.83428, 9.13617
2.64865, 120, 123.854, 8.94707, 11.0454, -3.85382, 0, 8.94708, 8.94711, 9.17982, 8.95293, 8.95453, 8.95078, 75.2259, 9.48757, 8.94707, 8.94707, 8.94707, 8.94707, 8.94707, 8.94707, 8.94707, 56.3795, 8.94707, 8.94712, 9.35208
2.65653, 110, 124.321, 9.06008, 10.583, -14.3215, 0, 9.0601, 9.06013, 9.29284, 9.06595, 9.06923, 9.0638, 71.2229, 9.43067, 9.06008, 9.06008, 9.06008, 9.06008, 9.06008, 9.06008, 9.06009, 60.9859, 9.06008, 9.06012, 9.61064
2.66441, 134, 123.711, 9.1732, 11.6619, 10.2889, 0, 9.17322, 9.17325, 9.40596, 9.17907, 9.1843, 9.17693, 66.5483, 9.4233, 9.1732, 9.1732, 9.1732, 9.1732, 9.1732, 9.1732, 9.17321, 65.0798, 9.1732, 9.17323, 9.92575
