   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_285.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0323658, 570, 0, 0, 23.9165, 570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.024482, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0165982, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00871432, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000830481, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00705336, 0, 6.65244e-22, 0, 1.41421, -6.65244e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96731e-24, 0, 0, 5.75825e-27, 0, 0, 6.63271e-22, 0, 0, 0
0.0149372, 0, 1.62972e-21, 0, 1.41421, -1.62972e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.81952e-24, 0, 0, 1.42868e-26, 0, 0, 1.62488e-21, 0, 0, 0
0.022821, 0, 3.91814e-21, 0, 1.41421, -3.91814e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1587e-23, 0, 0, 3.47904e-26, 0, 0, 3.90652e-21, 0, 0, 0
0.0307049, 0, 9.25615e-21, 0, 1.41421, -9.25615e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7373e-23, 0, 0, 8.32568e-26, 0, 0, 9.22869e-21, 0, 0, 0
0.0385887, 0, 2.15093e-20, 0, 1.41421, -2.15093e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.3609e-23, 0, 0, 1.96015e-25, 0, 0, 2.14455e-20, 0, 0, 0
0.0464725, 0, 4.92117e-20, 0, 1.41421, -4.92117e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45532e-22, 0, 0, 4.54433e-25, 0, 0, 4.90657e-20, 0, 0, 0
0.0543564, 0, 1.10944e-19, 0, 1.41421, -1.10944e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.28091e-22, 0, 0, 1.03829e-24, 0, 0, 1.10614e-19, 0, 0, 0
0.0622402, 0, 2.4662e-19, 0, 1.41421, -2.4662e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.29322e-22, 0, 0, 2.33957e-24, 0, 0, 2.45888e-19, 0, 0, 0
0.0701241, 0, 5.40896e-19, 0, 1.41421, -5.40896e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59958e-21, 0, 0, 5.20236e-24, 0, 0, 5.39291e-19, 0, 0, 0
0.0780079, 0, 1.17109e-18, 0, 1.41421, -1.17109e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.46323e-21, 0, 0, 1.14221e-23, 0, 0, 1.16762e-18, 0, 0, 0
0.0858917, 0, 2.5042e-18, 0, 1.41421, -2.5042e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.40559e-21, 0, 0, 2.47734e-23, 0, 0, 2.49677e-18, 0, 0, 0
0.0937756, 0, 5.29093e-18, 0, 1.41421, -5.29093e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56467e-20, 0, 0, 5.3102e-23, 0, 0, 5.27523e-18, 0, 0, 0
0.101659, 0, 1.10496e-17, 0, 1.41421, -1.10496e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26766e-20, 0, 0, 1.12536e-22, 0, 0, 1.10168e-17, 0, 0, 0
0.109543, 0, 2.28169e-17, 0, 1.41421, -2.28169e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.74757e-20, 0, 0, 2.35874e-22, 0, 0, 2.27492e-17, 0, 0, 0
0.117427, 0, 4.66015e-17, 0, 1.41421, -4.66015e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37813e-19, 0, 0, 4.8912e-22, 0, 0, 4.64632e-17, 0, 0, 0
0.125311, 0, 9.41664e-17, 0, 1.41421, -9.41664e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.78475e-19, 0, 0, 1.00375e-21, 0, 0, 9.38869e-17, 0, 0, 0
0.133195, 0, 1.88301e-16, 0, 1.41421, -1.88301e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.56858e-19, 0, 0, 2.03902e-21, 0, 0, 1.87743e-16, 0, 0, 0
0.141079, 0, 3.72711e-16, 0, 1.41421, -3.72711e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10221e-18, 0, 0, 4.10119e-21, 0, 0, 3.71605e-16, 0, 0, 0
0.148962, 0, 7.3037e-16, 0, 1.41421, -7.3037e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1599e-18, 0, 0, 8.16933e-21, 0, 0, 7.28202e-16, 0, 0, 0
0.156846, 0, 1.41725e-15, 0, 1.41421, -1.41725e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.19118e-18, 0, 0, 1.6119e-20, 0, 0, 1.41304e-15, 0, 0, 0
0.16473, 0, 2.72371e-15, 0, 1.41421, -2.72371e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.0547e-18, 0, 0, 3.151e-20, 0, 0, 2.71562e-15, 0, 0, 0
0.172614, 0, 5.18505e-15, 0, 1.41421, -5.18505e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53335e-17, 0, 0, 6.10364e-20, 0, 0, 5.16966e-15, 0, 0, 0
0.180498, 0, 9.77885e-15, 0, 1.41421, -9.77885e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.89185e-17, 0, 0, 1.17174e-19, 0, 0, 9.74982e-15, 0, 0, 0
0.188382, 0, 1.82736e-14, 0, 1.41421, -1.82736e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.40394e-17, 0, 0, 2.22964e-19, 0, 0, 1.82193e-14, 0, 0, 0
0.196265, 0, 3.38386e-14, 0, 1.41421, -3.38386e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00069e-16, 0, 0, 4.20591e-19, 0, 0, 3.37382e-14, 0, 0, 0
0.204149, 0, 6.21022e-14, 0, 1.41421, -6.21022e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8365e-16, 0, 0, 7.86624e-19, 0, 0, 6.19178e-14, 0, 0, 0
0.212033, 0, 1.12967e-13, 0, 1.41421, -1.12967e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34067e-16, 0, 0, 1.4589e-18, 0, 0, 1.12631e-13, 0, 0, 0
0.219917, 0, 2.0423e-13, 0, 1.41421, -2.0423e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.03953e-16, 0, 0, 2.69496e-18, 0, 0, 2.03623e-13, 0, 0, 0
0.227801, 0, 3.64945e-13, 0, 1.41421, -3.64945e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07922e-15, 0, 0, 4.91464e-18, 0, 0, 3.63861e-13, 0, 0, 0
0.235685, 0, 6.46579e-13, 0, 1.41421, -6.46579e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.91208e-15, 0, 0, 8.89153e-18, 0, 0, 6.44658e-13, 0, 0, 0
0.243568, 0, 1.13588e-12, 0, 1.41421, -1.13588e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35908e-15, 0, 0, 1.59611e-17, 0, 0, 1.1325e-12, 0, 0, 0
0.251452, 0, 1.97874e-12, 0, 1.41421, -1.97874e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.8517e-15, 0, 0, 2.84325e-17, 0, 0, 1.97286e-12, 0, 0, 0
0.259336, 0, 3.41837e-12, 0, 1.41421, -3.41837e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01093e-14, 0, 0, 5.02684e-17, 0, 0, 3.40821e-12, 0, 0, 0
0.26722, 0, 5.85661e-12, 0, 1.41421, -5.85661e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73204e-14, 0, 0, 8.82221e-17, 0, 0, 5.8392e-12, 0, 0, 0
0.275104, 0, 9.9517e-12, 0, 1.41421, -9.9517e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94324e-14, 0, 0, 1.53724e-16, 0, 0, 9.92211e-12, 0, 0, 0
0.282988, 0, 1.67723e-11, 0, 1.41421, -1.67723e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.96069e-14, 0, 0, 2.66001e-16, 0, 0, 1.67224e-11, 0, 0, 0
0.290872, 0, 2.80383e-11, 0, 1.41421, -2.80383e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.29342e-14, 0, 0, 4.57191e-16, 0, 0, 2.79549e-11, 0, 0, 0
0.298755, 0, 4.64942e-11, 0, 1.41421, -4.64942e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37538e-13, 0, 0, 7.80726e-16, 0, 0, 4.63559e-11, 0, 0, 0
0.306639, 0, 7.64806e-11, 0, 1.41421, -7.64806e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26271e-13, 0, 0, 1.32498e-15, 0, 0, 7.6253e-11, 0, 0, 0
