   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_219.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.5948, 78, 58.6504, 13.9569, 8.94427, 19.3496, 0, 13.9569, 13.957, 13.957, 14.1437, 13.962, 13.957, 58.1273, 14.1495, 13.9569, 13.9569, 13.9569, 13.9569, 13.9569, 13.9569, 13.9569, 13.9569, 13.9569, 13.9569, 14.056, 13.9569, 13.9966, 13.9569
3.60269, 76, 66.9255, 14.0539, 8.83176, 9.07454, 0, 14.0539, 14.0539, 14.0539, 14.2406, 14.059, 14.0539, 66.4264, 14.2429, 14.0539, 14.0539, 14.0539, 14.0539, 14.0539, 14.0539, 14.0539, 14.0539, 14.0539, 14.0539, 14.1396, 14.0539, 14.0863, 14.0539
3.61057, 72, 75.8112, 14.1512, 8.60233, -3.81117, 0, 14.1513, 14.1513, 14.1513, 14.338, 14.1563, 14.1513, 75.3363, 14.3343, 14.1512, 14.1512, 14.1512, 14.1512, 14.1512, 14.1512, 14.1512, 14.1512, 14.1512, 14.1513, 14.225, 14.1512, 14.1775, 14.1512
3.61846, 124, 85.1306, 14.249, 11.225, 38.8694, 0, 14.249, 14.249, 14.2491, 14.4357, 14.2541, 14.249, 84.68, 14.4236, 14.249, 14.249, 14.249, 14.249, 14.249, 14.249, 14.249, 14.249, 14.249, 14.249, 14.3122, 14.249, 14.2699, 14.249
3.62634, 104, 94.6578, 14.3472, 10.2956, 9.34218, 0, 14.3472, 14.3472, 14.3472, 14.5339, 14.3523, 14.3472, 94.2315, 14.5114, 14.3472, 14.3472, 14.3472, 14.3472, 14.3472, 14.3472, 14.3472, 14.3472, 14.3472, 14.3472, 14.4011, 14.3472, 14.3635, 14.3472
3.63423, 92, 104.127, 14.4456, 9.69536, -12.1267, 0, 14.4456, 14.4457, 14.4457, 14.6323, 14.4507, 14.4457, 103.724, 14.5979, 14.4456, 14.4456, 14.4456, 14.4456, 14.4456, 14.4456, 14.4456, 14.4456, 14.4456, 14.4456, 14.4914, 14.4456, 14.4583, 14.4456
3.64211, 170, 113.241, 14.5444, 13.1149, 56.7591, 0, 14.5444, 14.5444, 14.5445, 14.7311, 14.5495, 14.5445, 112.862, 14.6835, 14.5444, 14.5444, 14.5444, 14.5444, 14.5444, 14.5444, 14.5444, 14.5444, 14.5444, 14.5444, 14.5831, 14.5444, 14.5541, 14.5444
3.64999, 144, 121.691, 14.6435, 12.083, 22.3091, 0, 14.6435, 14.6436, 14.6436, 14.8302, 14.6486, 14.6436, 121.334, 14.7688, 14.6435, 14.6435, 14.6435, 14.6435, 14.6435, 14.6435, 14.6435, 14.6435, 14.6435, 14.6435, 14.6761, 14.6435, 14.6508, 14.6435
3.65788, 132, 129.168, 14.743, 11.5758, 2.83189, 0, 14.743, 14.743, 14.743, 14.9297, 14.7481, 14.743, 128.832, 14.8542, 14.743, 14.743, 14.743, 14.743, 14.743, 14.743, 14.743, 14.743, 14.743, 14.743, 14.7702, 14.743, 14.7483, 14.743
3.66576, 170, 135.386, 14.8427, 13.1149, 34.6137, 0, 14.8427, 14.8427, 14.8427, 15.0294, 14.8478, 14.8427, 135.07, 14.9401, 14.8427, 14.8427, 14.8427, 14.8427, 14.8427, 14.8427, 14.8427, 14.8427, 14.8427, 14.8427, 14.8653, 14.8427, 14.8466, 14.8427
3.67365, 138, 140.1, 14.9427, 11.8322, -2.09973, 0, 14.9427, 14.9427, 14.9427, 15.1294, 14.9478, 14.9427, 139.802, 15.0268, 14.9427, 14.9427, 14.9427, 14.9427, 14.9427, 14.9427, 14.9427, 14.9427, 14.9427, 14.9427, 14.9615, 14.9427, 14.9455, 14.9427
3.68153, 166, 143.118, 15.043, 12.9615, 22.8823, 0, 15.043, 15.043, 15.043, 15.2297, 15.0481, 15.043, 142.837, 15.1145, 15.043, 15.043, 15.043, 15.043, 15.043, 15.043, 15.043, 15.043, 15.043, 15.043, 15.0585, 15.043, 15.045, 15.043
3.68942, 142, 144.32, 15.1436, 12, -2.31992, 0, 15.1436, 15.1436, 15.1437, 15.3303, 15.1487, 15.1437, 144.054, 15.2037, 15.1436, 15.1436, 15.1436, 15.1436, 15.1436, 15.1436, 15.1436, 15.1436, 15.1436, 15.1436, 15.1564, 15.1436, 15.145, 15.1436
3.6973, 174, 143.663, 15.2446, 13.2665, 30.337, 0, 15.2446, 15.2446, 15.2446, 15.4313, 15.2497, 15.2446, 143.41, 15.2942, 15.2446, 15.2446, 15.2446, 15.2446, 15.2446, 15.2446, 15.2446, 15.2446, 15.2446, 15.2446, 15.255, 15.2446, 15.2455, 15.2446
3.70519, 130, 141.184, 15.3458, 11.4891, -11.1843, 0, 15.3458, 15.3458, 15.3458, 15.5325, 15.3509, 15.3458, 140.943, 15.3863, 15.3458, 15.3458, 15.3458, 15.3458, 15.3458, 15.3458, 15.3458, 15.3458, 15.3458, 15.3458, 15.3543, 15.3458, 15.3465, 15.3458
3.71307, 170, 136.998, 15.4474, 13.1149, 33.002, 0, 15.4474, 15.4474, 15.4474, 15.6341, 15.4524, 15.4474, 136.766, 15.4799, 15.4474, 15.4474, 15.4474, 15.4474, 15.4474, 15.4474, 15.4474, 15.4474, 15.4474, 15.4474, 15.4542, 15.4474, 15.4478, 15.4474
3.72096, 162, 131.288, 15.5492, 12.8062, 30.7124, 0, 15.5492, 15.5492, 15.5492, 15.7359, 15.5543, 15.5492, 131.064, 15.5751, 15.5492, 15.5492, 15.5492, 15.5492, 15.5492, 15.5492, 15.5492, 15.5492, 15.5492, 15.5492, 15.5548, 15.5492, 15.5495, 15.5492
3.72884, 118, 124.292, 15.6514, 10.9545, -6.29163, 0, 15.6514, 15.6514, 15.6514, 15.8381, 15.6565, 15.6514, 124.075, 15.6716, 15.6514, 15.6514, 15.6514, 15.6514, 15.6514, 15.6514, 15.6514, 15.6514, 15.6514, 15.6514, 15.6559, 15.6514, 15.6516, 15.6514
3.73672, 120, 116.29, 15.7539, 11.0454, 3.71028, 0, 15.7539, 15.7539, 15.7539, 15.9406, 15.759, 15.7539, 116.079, 15.7695, 15.7539, 15.7539, 15.7539, 15.7539, 15.7539, 15.7539, 15.7539, 15.7539, 15.7539, 15.7539, 15.7575, 15.7539, 15.754, 15.7539
3.74461, 112, 107.582, 15.8567, 10.6771, 4.41827, 0, 15.8567, 15.8567, 15.8567, 16.0434, 15.8618, 15.8567, 107.375, 15.8686, 15.8567, 15.8567, 15.8567, 15.8567, 15.8567, 15.8567, 15.8567, 15.8567, 15.8567, 15.8567, 15.8595, 15.8567, 15.8568, 15.8567
3.75249, 108, 98.4717, 15.9598, 10.4881, 9.52829, 0, 15.9598, 15.9598, 15.9598, 16.1465, 15.9649, 15.9598, 98.2686, 15.9687, 15.9598, 15.9598, 15.9598, 15.9598, 15.9598, 15.9598, 15.9598, 15.9598, 15.9598, 15.9598, 15.9621, 15.9598, 15.9599, 15.9598
3.76038, 88, 89.2515, 16.0633, 9.48683, -1.2515, 0, 16.0633, 16.0633, 16.0633, 16.25, 16.0684, 16.0633, 89.0512, 16.0699, 16.0633, 16.0633, 16.0633, 16.0633, 16.0633, 16.0633, 16.0633, 16.0633, 16.0633, 16.0633, 16.065, 16.0633, 16.0633, 16.0633
3.76826, 72, 80.1841, 16.167, 8.60233, -8.18405, 0, 16.167, 16.167, 16.1671, 16.3537, 16.1721, 16.1671, 79.9859, 16.1718, 16.167, 16.167, 16.167, 16.167, 16.167, 16.167, 16.167, 16.167, 16.167, 16.167, 16.1684, 16.167, 16.1671, 16.167
3.77615, 78, 71.4954, 16.2711, 8.94427, 6.50455, 0, 16.2711, 16.2711, 16.2711, 16.4578, 16.2762, 16.2711, 71.299, 16.2746, 16.2711, 16.2711, 16.2711, 16.2711, 16.2711, 16.2711, 16.2711, 16.2711, 16.2711, 16.2711, 16.2722, 16.2711, 16.2712, 16.2711
3.78403, 52, 63.3668, 16.3755, 7.34847, -11.3668, 0, 16.3755, 16.3755, 16.3756, 16.5622, 16.3806, 16.3756, 63.1716, 16.378, 16.3755, 16.3755, 16.3755, 16.3755, 16.3755, 16.3755, 16.3755, 16.3755, 16.3755, 16.3755, 16.3764, 16.3755, 16.3756, 16.3755
3.79192, 56, 55.9321, 16.4803, 7.61577, 0.0678711, 0, 16.4803, 16.4803, 16.4803, 16.667, 16.4854, 16.4803, 55.7378, 16.482, 16.4803, 16.4803, 16.4803, 16.4803, 16.4803, 16.4803, 16.4803, 16.4803, 16.4803, 16.4803, 16.4809, 16.4803, 16.4803, 16.4803
3.7998, 38, 49.2774, 16.5853, 6.32456, -11.2774, 0, 16.5853, 16.5854, 16.5854, 16.772, 16.5904, 16.5854, 49.0837, 16.5865, 16.5853, 16.5853, 16.5853, 16.5853, 16.5853, 16.5853, 16.5853, 16.5853, 16.5853, 16.5853, 16.5858, 16.5853, 16.5854, 16.5853
3.80768, 38, 43.4472, 16.6907, 6.32456, -5.44717, 0, 16.6907, 16.6907, 16.6907, 16.8774, 16.6958, 16.6908, 43.2539, 16.6915, 16.6907, 16.6907, 16.6907, 16.6907, 16.6907, 16.6907, 16.6907, 16.6907, 16.6907, 16.6907, 16.6911, 16.6907, 16.6909, 16.6907
3.81557, 44, 38.448, 16.7964, 6.78233, 5.55199, 0, 16.7964, 16.7964, 16.7964, 16.9831, 16.8015, 16.7964, 38.255, 16.797, 16.7964, 16.7964, 16.7964, 16.7964, 16.7964, 16.7964, 16.7964, 16.7964, 16.7964, 16.7964, 16.7967, 16.7964, 16.7967, 16.7964
3.82345, 32, 34.2564, 16.9024, 5.83095, -2.25642, 0, 16.9024, 16.9024, 16.9024, 17.0891, 16.9076, 16.9024, 34.0635, 16.9028, 16.9024, 16.9024, 16.9024, 16.9024, 16.9024, 16.9024, 16.9024, 16.9024, 16.9024, 16.9024, 16.9026, 16.9024, 16.9028, 16.9024
3.83134, 24, 30.8278, 17.0087, 5.09902, -6.82778, 0, 17.0087, 17.0087, 17.0087, 17.1954, 17.0139, 17.0087, 30.6348, 17.0089, 17.0087, 17.0087, 17.0087, 17.0087, 17.0087, 17.0087, 17.0087, 17.0087, 17.0087, 17.0087, 17.0089, 17.0087, 17.0093, 17.0087
3.83922, 28, 28.1022, 17.1152, 5.47723, -0.102215, 0, 17.1153, 17.1153, 17.1153, 17.302, 17.1204, 17.1153, 27.9091, 17.1154, 17.1152, 17.1152, 17.1152, 17.1152, 17.1152, 17.1152, 17.1152, 17.1152, 17.1152, 17.1153, 17.1154, 17.1152, 17.1161, 17.1152
3.84711, 28, 26.0128, 17.222, 5.47723, 1.9872, 0, 17.222, 17.2221, 17.2221, 17.4087, 17.2273, 17.2221, 25.8193, 17.2221, 17.222, 17.222, 17.222, 17.222, 17.222, 17.222, 17.222, 17.222, 17.222, 17.222, 17.2221, 17.222, 17.2233, 17.222
3.85499, 18, 24.4906, 17.329, 4.47214, -6.49059, 0, 17.329, 17.329, 17.329, 17.5157, 17.3343, 17.329, 24.2965, 17.3291, 17.329, 17.329, 17.329, 17.329, 17.329, 17.329, 17.329, 17.329, 17.329, 17.329, 17.3291, 17.329, 17.3308, 17.329
3.86288, 20, 23.469, 17.4361, 4.69042, -3.46902, 0, 17.4361, 17.4361, 17.4361, 17.6228, 17.4415, 17.4362, 23.2742, 17.4362, 17.4361, 17.4361, 17.4361, 17.4361, 17.4361, 17.4361, 17.4361, 17.4361, 17.4361, 17.4361, 17.4362, 17.4361, 17.4386, 17.4361
3.87076, 22, 22.8868, 17.5433, 4.89898, -0.886801, 0, 17.5433, 17.5433, 17.5433, 17.73, 17.5488, 17.5433, 22.6909, 17.5433, 17.5433, 17.5433, 17.5433, 17.5433, 17.5433, 17.5433, 17.5433, 17.5433, 17.5433, 17.5433, 17.5433, 17.5433, 17.5468, 17.5433
3.87865, 10, 22.6893, 17.6504, 3.4641, -12.6893, 0, 17.6504, 17.6504, 17.6504, 17.8371, 17.6561, 17.6504, 22.4919, 17.6504, 17.6504, 17.6504, 17.6504, 17.6504, 17.6504, 17.6504, 17.6504, 17.6504, 17.6504, 17.6504, 17.6504, 17.6504, 17.6551, 17.6504
3.88653, 18, 22.8287, 17.7574, 4.47214, -4.82874, 0, 17.7574, 17.7574, 17.7574, 17.9441, 17.7634, 17.7574, 22.6295, 17.7574, 17.7574, 17.7574, 17.7574, 17.7574, 17.7574, 17.7574, 17.7574, 17.7574, 17.7574, 17.7574, 17.7574, 17.7574, 17.7637, 17.7574
3.89441, 14, 23.2637, 17.864, 4, -9.26368, 0, 17.864, 17.864, 17.864, 18.0507, 17.8704, 17.8641, 23.0621, 17.864, 17.864, 17.864, 17.864, 17.864, 17.864, 17.864, 17.864, 17.864, 17.864, 17.864, 17.864, 17.864, 17.8724, 17.864
3.9023, 14, 23.9573, 17.9702, 4, -9.95729, 0, 17.9702, 17.9703, 17.9703, 18.1569, 17.9771, 17.9703, 23.7526, 17.9702, 17.9702, 17.9702, 17.9702, 17.9702, 17.9702, 17.9702, 17.9702, 17.9702, 17.9702, 17.9702, 17.9702, 17.9702, 17.9812, 17.9702
3.91018, 12, 24.8755, 18.0758, 3.74166, -12.8755, 0, 18.0758, 18.0758, 18.0758, 18.2625, 18.0833, 18.0758, 24.6671, 18.0758, 18.0758, 18.0758, 18.0758, 18.0758, 18.0758, 18.0758, 18.0758, 18.0758, 18.0758, 18.0758, 18.0758, 18.0758, 18.0899, 18.0758
3.91807, 8, 25.9853, 18.1805, 3.16228, -17.9853, 0, 18.1805, 18.1805, 18.1805, 18.3672, 18.1889, 18.1806, 25.7723, 18.1805, 18.1805, 18.1805, 18.1805, 18.1805, 18.1805, 18.1805, 18.1805, 18.1805, 18.1805, 18.1805, 18.1805, 18.1805, 18.1983, 18.1805
3.92595, 10, 27.2527, 18.2842, 3.4641, -17.2527, 0, 18.2842, 18.2842, 18.2842, 18.4709, 18.2937, 18.2842, 27.0341, 18.2842, 18.2842, 18.2842, 18.2842, 18.2842, 18.2842, 18.2842, 18.2842, 18.2842, 18.2842, 18.2842, 18.2842, 18.2842, 18.3064, 18.2842
3.93384, 14, 28.6412, 18.3865, 4, -14.6412, 0, 18.3865, 18.3865, 18.3865, 18.5732, 18.3976, 18.3866, 28.4159, 18.3865, 18.3865, 18.3865, 18.3865, 18.3865, 18.3865, 18.3865, 18.3865, 18.3865, 18.3865, 18.3865, 18.3865, 18.3865, 18.4139, 18.3865
3.94172, 24, 30.1109, 18.4873, 5.09902, -6.11089, 0, 18.4873, 18.4873, 18.4874, 18.674, 18.5005, 18.4874, 29.8778, 18.4873, 18.4873, 18.4873, 18.4873, 18.4873, 18.4873, 18.4873, 18.4873, 18.4873, 18.4873, 18.4873, 18.4873, 18.4873, 18.5205, 18.4873
3.94961, 20, 31.6186, 18.5864, 4.69042, -11.6186, 0, 18.5864, 18.5864, 18.5864, 18.7731, 18.6022, 18.5865, 31.3764, 18.5864, 18.5864, 18.5864, 18.5864, 18.5864, 18.5864, 18.5864, 18.5864, 18.5864, 18.5864, 18.5864, 18.5864, 18.5864, 18.626, 18.5864
3.95749, 26, 33.1176, 18.6835, 5.2915, -7.11763, 0, 18.6835, 18.6835, 18.6835, 18.8702, 18.7028, 18.6836, 32.865, 18.6835, 18.6835, 18.6835, 18.6835, 18.6835, 18.6835, 18.6835, 18.6835, 18.6835, 18.6835, 18.6835, 18.6835, 18.6835, 18.7301, 18.6835
3.96537, 28, 34.5597, 18.7785, 5.47723, -6.55965, 0, 18.7785, 18.7785, 18.7785, 18.9652, 18.8021, 18.7785, 34.2951, 18.7785, 18.7785, 18.7785, 18.7785, 18.7785, 18.7785, 18.7785, 18.7785, 18.7785, 18.7785, 18.7785, 18.7785, 18.7785, 18.8325, 18.7785
3.97326, 34, 35.8962, 18.8712, 6, -1.89619, 0, 18.8712, 18.8712, 18.8713, 19.0579, 18.9005, 18.8713, 35.6183, 18.8712, 18.8712, 18.8712, 18.8712, 18.8712, 18.8712, 18.8712, 18.8712, 18.8712, 18.8712, 18.8712, 18.8712, 18.8712, 18.933, 18.8712
3.98114, 28, 37.0805, 18.9616, 5.47723, -9.08047, 0, 18.9616, 18.9616, 18.9616, 19.1483, 18.9978, 18.9617, 36.7878, 18.9616, 18.9616, 18.9616, 18.9616, 18.9616, 18.9616, 18.9616, 18.9616, 18.9616, 18.9616, 18.9616, 18.9616, 18.9616, 19.0313, 18.9616
3.98903, 38, 38.0704, 19.0497, 6.32456, -0.0704193, 0, 19.0497, 19.0497, 19.0497, 19.2364, 19.0946, 19.0497, 37.7613, 19.0497, 19.0497, 19.0497, 19.0497, 19.0497, 19.0497, 19.0497, 19.0497, 19.0497, 19.0497, 19.0497, 19.0497, 19.0497, 19.1271, 19.0497
3.99691, 64, 38.8306, 19.1354, 8.12404, 25.1694, 0, 19.1355, 19.1355, 19.1355, 19.3222, 19.191, 19.1355, 38.5033, 19.1354, 19.1354, 19.1354, 19.1354, 19.1354, 19.1354, 19.1354, 19.1354, 19.1354, 19.1354, 19.1354, 19.1354, 19.1354, 19.2203, 19.1354
4.0048, 30, 39.3344, 19.2191, 5.65685, -9.33438, 0, 19.2191, 19.2191, 19.2191, 19.4058, 19.2876, 19.2191, 38.9874, 19.2191, 19.2191, 19.2191, 19.2191, 19.2191, 19.2191, 19.2191, 19.2191, 19.2191, 19.2191, 19.2191, 19.2191, 19.2191, 19.3108, 19.2191
4.01268, 24, 39.5658, 19.3007, 5.09902, -15.5658, 0, 19.3008, 19.3008, 19.3008, 19.4875, 19.3847, 19.3008, 39.1973, 19.3007, 19.3007, 19.3007, 19.3007, 19.3007, 19.3007, 19.3007, 19.3007, 19.3007, 19.3007, 19.3007, 19.3007, 19.3007, 19.3984, 19.3007
4.02057, 34, 39.5203, 19.3807, 6, -5.52029, 0, 19.3808, 19.3808, 19.3808, 19.5675, 19.483, 19.3808, 39.1286, 19.3807, 19.3807, 19.3807, 19.3807, 19.3807, 19.3807, 19.3807, 19.3807, 19.3807, 19.3807, 19.3807, 19.3807, 19.3807, 19.4833, 19.3807
4.02845, 24, 39.2049, 19.4594, 5.09902, -15.2049, 0, 19.4594, 19.4594, 19.4594, 19.6461, 19.583, 19.4595, 38.7883, 19.4594, 19.4594, 19.4594, 19.4594, 19.4594, 19.4594, 19.4594, 19.4594, 19.4594, 19.4594, 19.4594, 19.4594, 19.4594, 19.5656, 19.4594
4.03633, 36, 38.6379, 19.5371, 6.16441, -2.63788, 0, 19.5371, 19.5371, 19.5371, 19.7238, 19.6851, 19.5371, 38.1946, 19.5371, 19.5371, 19.5371, 19.5371, 19.5371, 19.5371, 19.5371, 19.5371, 19.5371, 19.5371, 19.5371, 19.5371, 19.5371, 19.6455, 19.5371
4.04422, 32, 37.8471, 19.6142, 5.83095, -5.84715, 0, 19.6142, 19.6142, 19.6142, 19.8009, 19.7898, 19.6143, 37.3755, 19.6142, 19.6142, 19.6142, 19.6142, 19.6142, 19.6142, 19.6142, 19.6142, 19.6142, 19.6142, 19.6142, 19.6142, 19.6142, 19.7234, 19.6142
4.0521, 38, 36.8685, 19.6912, 6.32456, 1.13152, 0, 19.6912, 19.6912, 19.6912, 19.8779, 19.8974, 19.6912, 36.367, 19.6912, 19.6912, 19.6912, 19.6912, 19.6912, 19.6912, 19.6912, 19.6912, 19.6912, 19.6912, 19.6912, 19.6912, 19.6912, 19.7996, 19.6912
4.05999, 34, 35.7432, 19.7684, 6, -1.74316, 0, 19.7684, 19.7684, 19.7685, 19.9551, 20.008, 19.7685, 35.2106, 19.7684, 19.7684, 19.7684, 19.7684, 19.7684, 19.7684, 19.7684, 19.7684, 19.7684, 19.7684, 19.7684, 19.7684, 19.7684, 19.8746, 19.7684
4.06787, 32, 34.5153, 19.8463, 5.83095, -2.51527, 0, 19.8464, 19.8464, 19.8464, 20.0331, 20.1216, 19.8464, 33.9506, 19.8463, 19.8463, 19.8463, 19.8463, 19.8463, 19.8463, 19.8463, 19.8463, 19.8463, 19.8463, 19.8463, 19.8463, 19.8463, 19.9489, 19.8463
4.07576, 24, 33.2292, 19.9253, 5.09902, -9.22925, 0, 19.9253, 19.9253, 19.9253, 20.112, 20.238, 19.9254, 32.632, 19.9253, 19.9253, 19.9253, 19.9253, 19.9253, 19.9253, 19.9253, 19.9253, 19.9253, 19.9253, 19.9253, 19.9253, 19.9253, 20.0229, 19.9253
4.08364, 24, 31.9274, 20.0056, 5.09902, -7.92738, 0, 20.0056, 20.0056, 20.0056, 20.1923, 20.3567, 20.0056, 31.2977, 20.0056, 20.0056, 20.0056, 20.0056, 20.0056, 20.0056, 20.0056, 20.0056, 20.0056, 20.0056, 20.0056, 20.0056, 20.0056, 20.0973, 20.0056
4.09153, 12, 30.6477, 20.0875, 3.74166, -18.6477, 0, 20.0875, 20.0875, 20.0875, 20.2742, 20.4771, 20.0875, 29.9863, 20.0875, 20.0875, 20.0875, 20.0875, 20.0875, 20.0875, 20.0875, 20.0875, 20.0875, 20.0875, 20.0875, 20.0875, 20.0875, 20.1725, 20.0875
4.09941, 34, 29.4229, 20.1712, 6, 4.57706, 0, 20.1712, 20.1712, 20.1712, 20.3579, 20.5982, 20.1712, 28.7314, 20.1712, 20.1712, 20.1712, 20.1712, 20.1712, 20.1712, 20.1712, 20.1712, 20.1712, 20.1712, 20.1712, 20.1712, 20.1712, 20.2489, 20.1712
4.1073, 16, 28.2789, 20.2568, 4.24264, -12.2789, 0, 20.2568, 20.2568, 20.2568, 20.4435, 20.7191, 20.2568, 27.5596, 20.2568, 20.2568, 20.2568, 20.2568, 20.2568, 20.2568, 20.2568, 20.2568, 20.2568, 20.2568, 20.2568, 20.2568, 20.2568, 20.3269, 20.2568
4.11518, 26, 27.2344, 20.3444, 5.2915, -1.23438, 0, 20.3444, 20.3444, 20.3444, 20.5311, 20.8388, 20.3444, 26.4907, 20.3444, 20.3444, 20.3444, 20.3444, 20.3444, 20.3444, 20.3444, 20.3444, 20.3444, 20.3444, 20.3444, 20.3444, 20.3444, 20.4067, 20.3444
4.12306, 14, 26.3015, 20.434, 4, -12.3015, 0, 20.434, 20.434, 20.434, 20.6207, 20.9562, 20.434, 25.5377, 20.434, 20.434, 20.434, 20.434, 20.434, 20.434, 20.434, 20.434, 20.434, 20.434, 20.434, 20.434, 20.434, 20.4887, 20.434
4.13095, 22, 25.4858, 20.5255, 4.89898, -3.48578, 0, 20.5255, 20.5255, 20.5255, 20.7122, 21.0702, 20.5256, 24.7068, 20.5255, 20.5255, 20.5255, 20.5255, 20.5255, 20.5255, 20.5255, 20.5255, 20.5255, 20.5255, 20.5255, 20.5255, 20.5255, 20.573, 20.5255
4.13883, 12, 24.7873, 20.619, 3.74166, -12.7873, 0, 20.619, 20.619, 20.619, 20.8057, 21.1799, 20.619, 23.9988, 20.619, 20.619, 20.619, 20.619, 20.619, 20.619, 20.619, 20.619, 20.619, 20.619, 20.619, 20.619, 20.619, 20.6597, 20.619
4.14672, 22, 24.2017, 20.7142, 4.89898, -2.20165, 0, 20.7142, 20.7142, 20.7142, 20.9009, 21.2846, 20.7143, 23.4099, 20.7142, 20.7142, 20.7142, 20.7142, 20.7142, 20.7142, 20.7142, 20.7142, 20.7142, 20.7142, 20.7142, 20.7142, 20.7142, 20.7487, 20.7142
4.1546, 30, 23.7212, 20.811, 5.65685, 6.2788, 0, 20.8111, 20.8111, 20.8111, 20.9978, 21.3838, 20.8111, 22.9326, 20.811, 20.811, 20.811, 20.811, 20.811, 20.811, 20.811, 20.811, 20.811, 20.811, 20.811, 20.811, 20.811, 20.8401, 20.811
4.16249, 36, 23.336, 20.9094, 6.16441, 12.664, 0, 20.9094, 20.9094, 20.9094, 21.0961, 21.4773, 20.9095, 22.557, 20.9094, 20.9094, 20.9094, 20.9094, 20.9094, 20.9094, 20.9094, 20.9094, 20.9094, 20.9094, 20.9094, 20.9094, 20.9094, 20.9337, 20.9094
4.17037, 18, 23.0348, 21.0091, 4.47214, -5.03477, 0, 21.0091, 21.0091, 21.0091, 21.1958, 21.565, 21.0092, 22.2717, 21.0091, 21.0091, 21.0091, 21.0091, 21.0091, 21.0091, 21.0091, 21.0091, 21.0091, 21.0091, 21.0091, 21.0091, 21.0091, 21.0294, 21.0091
4.17826, 18, 22.8062, 21.11, 4.47214, -4.80618, 0, 21.11, 21.11, 21.11, 21.2967, 21.6473, 21.1101, 22.0649, 21.11, 21.11, 21.11, 21.11, 21.11, 21.11, 21.11, 21.11, 21.11, 21.11, 21.11, 21.11, 21.11, 21.1271, 21.11
4.18614, 16, 22.6391, 21.2119, 4.24264, -6.63906, 0, 21.212, 21.212, 21.212, 21.3987, 21.7247, 21.212, 21.9247, 21.2119, 21.2119, 21.2119, 21.2119, 21.2119, 21.2119, 21.2119, 21.2119, 21.2119, 21.2119, 21.2119, 21.2119, 21.2119, 21.2267, 21.2119
4.19403, 20, 22.5231, 21.3148, 4.69042, -2.5231, 0, 21.3148, 21.3148, 21.3149, 21.5015, 21.7981, 21.3149, 21.8398, 21.3148, 21.3148, 21.3148, 21.3148, 21.3148, 21.3148, 21.3148, 21.3148, 21.3148, 21.3148, 21.3148, 21.3148, 21.3148, 21.328, 21.3148
4.20191, 20, 22.4491, 21.4185, 4.69042, -2.44912, 0, 21.4185, 21.4185, 21.4185, 21.6052, 21.8682, 21.4186, 21.8002, 21.4185, 21.4185, 21.4185, 21.4185, 21.4185, 21.4185, 21.4185, 21.4185, 21.4185, 21.4185, 21.4185, 21.4185, 21.4185, 21.431, 21.4185
4.20979, 12, 22.4093, 21.5229, 3.74166, -10.4093, 0, 21.5229, 21.5229, 21.5229, 21.7096, 21.9361, 21.523, 21.7968, 21.5229, 21.5229, 21.5229, 21.5229, 21.5229, 21.5229, 21.5229, 21.5229, 21.5229, 21.5229, 21.5229, 21.5229, 21.5229, 21.5354, 21.5229
4.21768, 10, 22.3969, 21.6279, 3.4641, -12.3969, 0, 21.6279, 21.628, 21.628, 21.8147, 22.0029, 21.628, 21.8219, 21.6279, 21.6279, 21.6279, 21.6279, 21.6279, 21.6279, 21.6279, 21.6279, 21.6279, 21.6279, 21.6279, 21.6279, 21.6279, 21.6412, 21.6279
4.22556, 8, 22.4068, 21.7335, 3.16228, -14.4068, 0, 21.7335, 21.7336, 21.7336, 21.9203, 22.0696, 21.7336, 21.8691, 21.7335, 21.7335, 21.7335, 21.7335, 21.7335, 21.7335, 21.7335, 21.7335, 21.7335, 21.7335, 21.7335, 21.7335, 21.7335, 21.7483, 21.7335
4.23345, 14, 22.4347, 21.8396, 4, -8.43468, 0, 21.8396, 21.8396, 21.8396, 22.0263, 22.1371, 21.8397, 21.9332, 21.8396, 21.8396, 21.8396, 21.8396, 21.8396, 21.8396, 21.8396, 21.8396, 21.8396, 21.8396, 21.8396, 21.8396, 21.8396, 21.8567, 21.8396
4.24133, 16, 22.4772, 21.9461, 4.24264, -6.47717, 0, 21.9461, 21.9461, 21.9462, 22.1329, 22.2063, 21.9463, 22.0099, 21.9461, 21.9461, 21.9461, 21.9461, 21.9461, 21.9461, 21.9461, 21.9461, 21.9461, 21.9461, 21.9461, 21.9461, 21.9461, 21.9663, 21.9461
4.24922, 10, 22.5318, 22.0531, 3.4641, -12.5318, 0, 22.0531, 22.0531, 22.0531, 22.2398, 22.2779, 22.0532, 22.0959, 22.0531, 22.0531, 22.0531, 22.0531, 22.0531, 22.0531, 22.0531, 22.0531, 22.0531, 22.0531, 22.0531, 22.0531, 22.0531, 22.0771, 22.0531
