   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_327.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0318329, 654, 0, 0, 25.6125, 654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0239505, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0160681, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00818576, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00030338, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00757899, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0154614, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0233437, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0312261, 0, 4.49332e-29, 0, 1.41421, -4.49332e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05887e-31, 0, 0, 3.71049e-34, 0, 0, 4.47269e-29, 0, 0, 0
0.0391085, 0, 4.60774e-28, 0, 1.41421, -4.60774e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1113e-30, 0, 0, 3.80498e-33, 0, 0, 4.58659e-28, 0, 0, 0
0.0469909, 0, 2.9645e-27, 0, 1.41421, -2.9645e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35835e-29, 0, 0, 2.44802e-32, 0, 0, 2.95089e-27, 0, 0, 0
0.0548733, 0, 1.52497e-26, 0, 1.41421, -1.52497e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.98751e-29, 0, 0, 1.26073e-31, 0, 0, 1.51797e-26, 0, 0, 0
0.0627556, 0, 6.83764e-26, 0, 1.41421, -6.83764e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13305e-28, 0, 0, 5.67325e-31, 0, 0, 6.80625e-26, 0, 0, 0
0.070638, 0, 2.78555e-25, 0, 1.41421, -2.78555e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27636e-27, 0, 0, 2.32427e-30, 0, 0, 2.77276e-25, 0, 0, 0
0.0785204, 0, 1.05536e-24, 0, 1.41421, -1.05536e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.83575e-27, 0, 0, 8.86789e-30, 0, 0, 1.05052e-24, 0, 0, 0
0.0864028, 0, 3.77281e-24, 0, 1.41421, -3.77281e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72873e-26, 0, 0, 3.19525e-29, 0, 0, 3.75549e-24, 0, 0, 0
0.0942851, 0, 1.28499e-23, 0, 1.41421, -1.28499e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.88793e-26, 0, 0, 1.09753e-28, 0, 0, 1.27909e-23, 0, 0, 0
0.102168, 0, 4.19835e-23, 0, 1.41421, -4.19835e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92372e-25, 0, 0, 3.61784e-28, 0, 0, 4.17908e-23, 0, 0, 0
0.11005, 0, 1.32246e-22, 0, 1.41421, -1.32246e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.05962e-25, 0, 0, 1.15016e-27, 0, 0, 1.31639e-22, 0, 0, 0
0.117932, 0, 4.03175e-22, 0, 1.41421, -4.03175e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84738e-24, 0, 0, 3.54001e-27, 0, 0, 4.01324e-22, 0, 0, 0
0.125815, 0, 1.19324e-21, 0, 1.41421, -1.19324e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.46749e-24, 0, 0, 1.05803e-26, 0, 0, 1.18776e-21, 0, 0, 0
0.133697, 0, 3.43674e-21, 0, 1.41421, -3.43674e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57474e-23, 0, 0, 3.07824e-26, 0, 0, 3.42096e-21, 0, 0, 0
0.141579, 0, 9.65227e-21, 0, 1.41421, -9.65227e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.42274e-23, 0, 0, 8.73553e-26, 0, 0, 9.60795e-21, 0, 0, 0
