   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_232.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.339858, 0, 6.21113e-11, 3.50605e-42, 1.41421, -6.21113e-11, 0, 3.50605e-42, 3.50605e-42, 3.50605e-42, 3.50605e-42, 3.50605e-42, 3.50605e-42, 3.50605e-42, 6.09077e-13, 3.50605e-42, 3.50605e-42, 3.50605e-42, 3.50605e-42, 6.15023e-11, 3.50605e-42, 3.50605e-42, 3.50605e-42
0.34774, 0, 1.03192e-10, 5.12945e-41, 1.41421, -1.03192e-10, 0, 5.12945e-41, 5.12945e-41, 5.12945e-41, 5.12945e-41, 5.12945e-41, 5.12945e-41, 5.12945e-41, 1.01213e-12, 5.12945e-41, 5.12945e-41, 5.12945e-41, 5.12945e-41, 1.02179e-10, 5.12945e-41, 5.12945e-41, 5.12945e-41
0.355623, 0, 1.69933e-10, 6.63889e-40, 1.41421, -1.69933e-10, 0, 6.63889e-40, 6.63889e-40, 6.63889e-40, 6.63889e-40, 6.63889e-40, 6.63889e-40, 6.63889e-40, 1.66721e-12, 6.63889e-40, 6.63889e-40, 6.63889e-40, 6.63889e-40, 1.68266e-10, 6.63889e-40, 6.63889e-40, 6.63889e-40
0.363506, 0, 2.77392e-10, 7.68293e-39, 1.41421, -2.77392e-10, 0, 7.68293e-39, 7.68293e-39, 7.68293e-39, 7.68293e-39, 7.68293e-39, 7.68293e-39, 7.68293e-39, 2.72244e-12, 7.68293e-39, 7.68293e-39, 7.68293e-39, 7.68293e-39, 2.7467e-10, 7.68293e-39, 7.68293e-39, 7.68293e-39
0.371388, 0, 4.48863e-10, 8.02843e-38, 1.41421, -4.48863e-10, 0, 8.02843e-38, 8.02843e-38, 8.02843e-38, 8.02843e-38, 8.02843e-38, 8.02843e-38, 8.02843e-38, 4.40729e-12, 8.02843e-38, 8.02843e-38, 8.02843e-38, 8.02843e-38, 4.44456e-10, 8.02843e-38, 8.02843e-38, 8.02843e-38
0.379271, 0, 7.20047e-10, 7.61418e-37, 1.41421, -7.20047e-10, 0, 7.61418e-37, 7.61418e-37, 7.61418e-37, 7.61418e-37, 7.61418e-37, 7.61418e-37, 7.61418e-37, 7.07397e-12, 7.61418e-37, 7.61418e-37, 7.61418e-37, 7.61418e-37, 7.12973e-10, 7.61418e-37, 7.61418e-37, 7.61418e-37
0.387154, 0, 1.14513e-09, 6.59797e-36, 1.41421, -1.14513e-09, 0, 6.59797e-36, 6.59797e-36, 6.59797e-36, 6.59797e-36, 6.59797e-36, 6.59797e-36, 6.59797e-36, 1.12581e-11, 6.59797e-36, 6.59797e-36, 6.59797e-36, 6.59797e-36, 1.13388e-09, 6.59797e-36, 6.59797e-36, 6.59797e-36
0.395036, 0, 1.80562e-09, 5.24544e-35, 1.41421, -1.80562e-09, 0, 5.24544e-35, 5.24544e-35, 5.24544e-35, 5.24544e-35, 5.24544e-35, 5.24544e-35, 5.24544e-35, 1.77671e-11, 5.24544e-35, 5.24544e-35, 5.24544e-35, 5.24544e-35, 1.78785e-09, 5.24544e-35, 5.24544e-35, 5.24544e-35
0.402919, 0, 2.82288e-09, 3.84292e-34, 1.41421, -2.82288e-09, 0, 3.84292e-34, 3.84292e-34, 3.84292e-34, 3.84292e-34, 3.84292e-34, 3.84292e-34, 3.84292e-34, 2.78069e-11, 3.84292e-34, 3.84292e-34, 3.84292e-34, 3.84292e-34, 2.79507e-09, 3.84292e-34, 3.84292e-34, 3.84292e-34
0.410801, 0, 4.37603e-09, 2.66205e-33, 1.41421, -4.37603e-09, 0, 2.66205e-33, 2.66205e-33, 2.66205e-33, 2.66205e-33, 2.66205e-33, 2.66205e-33, 2.66205e-33, 4.31634e-11, 2.66205e-33, 2.66205e-33, 2.66205e-33, 2.66205e-33, 4.33287e-09, 2.66205e-33, 2.66205e-33, 2.66205e-33
0.418684, 0, 6.72697e-09, 1.57043e-32, 1.41421, -6.72697e-09, 0, 1.57043e-32, 1.57043e-32, 1.57043e-32, 1.57043e-32, 1.57043e-32, 1.57043e-32, 1.57043e-32, 6.6459e-11, 1.57043e-32, 1.57043e-32, 1.57043e-32, 1.57043e-32, 6.66051e-09, 1.57043e-32, 1.57043e-32, 1.57043e-32
0.426567, 0, 1.02549e-08, 9.37718e-32, 1.41421, -1.02549e-08, 0, 9.37718e-32, 9.37718e-32, 9.37718e-32, 9.37718e-32, 9.37718e-32, 9.37718e-32, 9.37718e-32, 1.01511e-10, 9.37718e-32, 9.37718e-32, 9.37718e-32, 9.37718e-32, 1.01534e-08, 9.37718e-32, 9.37718e-32, 9.37718e-32
0.434449, 0, 1.55043e-08, 5.01073e-31, 1.41421, -1.55043e-08, 0, 5.01073e-31, 5.01073e-31, 5.01073e-31, 5.01073e-31, 5.01073e-31, 5.01073e-31, 5.01073e-31, 1.53833e-10, 5.01073e-31, 5.01073e-31, 5.01073e-31, 5.01073e-31, 1.53505e-08, 5.01073e-31, 5.01073e-31, 5.01073e-31
0.442332, 0, 2.32493e-08, 2.62077e-30, 1.41421, -2.32493e-08, 0, 2.62077e-30, 2.62077e-30, 2.62077e-30, 2.62077e-30, 2.62077e-30, 2.62077e-30, 2.62077e-30, 2.31323e-10, 2.62077e-30, 2.62077e-30, 2.62077e-30, 2.62077e-30, 2.3018e-08, 2.62077e-30, 2.62077e-30, 2.62077e-30
0.450215, 0, 3.45806e-08, 1.30943e-29, 1.41421, -3.45806e-08, 0, 1.30943e-29, 1.30943e-29, 1.30943e-29, 1.30943e-29, 1.30943e-29, 1.30943e-29, 1.30943e-29, 3.45205e-10, 1.30943e-29, 1.30943e-29, 1.30943e-29, 1.30943e-29, 3.42354e-08, 1.30943e-29, 1.30943e-29, 1.30943e-29
0.458097, 0, 5.10218e-08, 6.19691e-29, 1.41421, -5.10218e-08, 0, 6.19691e-29, 6.19691e-29, 6.19691e-29, 6.19691e-29, 6.19691e-29, 6.19691e-29, 6.19691e-29, 5.11319e-10, 6.19691e-29, 6.19691e-29, 6.19691e-29, 6.19691e-29, 5.05105e-08, 6.19691e-29, 6.19691e-29, 6.19691e-29
0.46598, 0, 7.46819e-08, 2.83827e-28, 1.41421, -7.46819e-08, 0, 2.83827e-28, 2.83827e-28, 2.83827e-28, 2.83827e-28, 2.83827e-28, 2.83827e-28, 2.83827e-28, 7.51846e-10, 2.83827e-28, 2.83827e-28, 2.83827e-28, 2.83827e-28, 7.39301e-08, 2.83827e-28, 2.83827e-28, 2.83827e-28
0.473863, 0, 1.08454e-07, 1.24603e-27, 1.41421, -1.08454e-07, 0, 1.24603e-27, 1.24603e-27, 1.24603e-27, 1.24603e-27, 1.24603e-27, 1.24603e-27, 1.24603e-27, 1.09763e-09, 1.24603e-27, 1.24603e-27, 1.24603e-27, 1.24603e-27, 1.07357e-07, 1.24603e-27, 1.24603e-27, 1.24603e-27
0.481745, 0, 1.56274e-07, 5.22155e-27, 1.41421, -1.56274e-07, 0, 5.22155e-27, 5.22155e-27, 5.22155e-27, 5.22155e-27, 5.22155e-27, 5.22155e-27, 5.22155e-27, 1.59129e-09, 5.22155e-27, 5.22155e-27, 5.22155e-27, 5.22155e-27, 1.54683e-07, 5.22155e-27, 5.22155e-27, 5.22155e-27
0.489628, 0, 2.23448e-07, 2.08917e-26, 1.41421, -2.23448e-07, 0, 2.08917e-26, 2.08917e-26, 2.08917e-26, 2.08917e-26, 2.08917e-26, 2.08917e-26, 2.08917e-26, 2.29125e-09, 2.08917e-26, 2.08917e-26, 2.08917e-26, 2.08917e-26, 2.21157e-07, 2.08917e-26, 2.08917e-26, 2.08917e-26
0.49751, 0, 3.17075e-07, 1.19906e-25, 1.41421, -3.17075e-07, 0, 1.19906e-25, 1.19906e-25, 1.19906e-25, 1.19906e-25, 4.83751e-12, 1.19906e-25, 1.19906e-25, 3.27721e-09, 1.19906e-25, 1.19906e-25, 1.19906e-25, 1.19906e-25, 3.13793e-07, 1.19906e-25, 1.19906e-25, 1.19906e-25
0.505393, 0, 4.46554e-07, 4.26049e-25, 1.41421, -4.46554e-07, 0, 4.26049e-25, 4.26049e-25, 4.26049e-25, 4.26049e-25, 1.35089e-11, 4.26049e-25, 4.26049e-25, 4.65701e-09, 4.26049e-25, 4.26049e-25, 4.26049e-25, 4.26049e-25, 4.41883e-07, 4.26049e-25, 4.26049e-25, 4.26049e-25
0.513276, 0, 6.25689e-07, 7.27196e-11, 1.41421, -6.25689e-07, 7.27196e-11, 7.27359e-11, 4.45044e-10, 8.15611e-11, 8.37112e-11, 1.71065e-10, 4.72897e-10, 5.00195e-10, 6.64862e-09, 7.33408e-11, 7.45357e-11, 7.27196e-11, 7.27205e-11, 6.17772e-07, 7.27196e-11, 7.27196e-11, 9.323e-11
0.521158, 0, 8.71408e-07, 2.60759e-10, 1.41421, -8.71408e-07, 2.60759e-10, 2.60817e-10, 1.58509e-09, 2.92207e-10, 2.99855e-10, 5.71641e-10, 1.68416e-09, 1.78126e-09, 9.48877e-09, 2.62969e-10, 2.67219e-10, 2.60759e-10, 2.60762e-10, 8.57448e-07, 2.60759e-10, 2.60759e-10, 3.33713e-10
0.529041, 0, 1.20789e-06, 7.27873e-10, 1.41421, -1.20789e-06, 7.27873e-10, 7.28034e-10, 4.40694e-09, 8.15238e-10, 8.36485e-10, 1.55517e-09, 4.68216e-09, 4.95191e-09, 1.35991e-08, 7.34011e-10, 7.45818e-10, 7.27873e-10, 7.27881e-10, 1.18191e-06, 7.27873e-10, 7.27873e-10, 9.30543e-10
0.536924, 0, 1.66931e-06, 1.8525e-09, 1.41421, -1.66931e-06, 1.8525e-09, 1.85291e-09, 1.11883e-08, 2.07419e-09, 2.12811e-09, 3.90037e-09, 1.18867e-08, 1.25712e-08, 1.96987e-08, 1.86807e-09, 1.89803e-09, 1.8525e-09, 1.85252e-09, 1.61825e-06, 1.8525e-09, 1.8525e-09, 2.36678e-09
0.544806, 0, 2.30653e-06, 4.48421e-09, 1.41421, -2.30653e-06, 4.48421e-09, 4.4852e-09, 2.7039e-08, 5.01981e-09, 5.15006e-09, 9.34005e-09, 2.87263e-08, 3.038e-08, 2.90836e-08, 4.52184e-09, 4.59422e-09, 4.48421e-09, 4.48426e-09, 2.20179e-06, 4.48421e-09, 4.48421e-09, 5.72669e-09
0.552689, 0, 3.19992e-06, 1.04773e-08, 1.41421, -3.19992e-06, 1.04773e-08, 1.04796e-08, 6.3103e-08, 1.1727e-08, 1.20309e-08, 2.22893e-08, 6.70398e-08, 7.08983e-08, 4.41901e-08, 1.05651e-08, 1.0734e-08, 1.04773e-08, 1.04774e-08, 2.97873e-06, 1.04773e-08, 1.04773e-08, 1.33763e-08
0.560571, 0, 4.4823e-06, 2.37663e-08, 1.41421, -4.4823e-06, 2.37663e-08, 2.37715e-08, 1.43006e-07, 2.65978e-08, 2.72864e-08, 5.16763e-08, 1.51926e-07, 1.60668e-07, 6.97061e-08, 2.39652e-08, 2.43479e-08, 2.37663e-08, 2.37666e-08, 4.01044e-06, 2.37663e-08, 2.37663e-08, 3.03349e-08
0.568454, 0, 6.39674e-06, 5.24666e-08, 1.41421, -6.39674e-06, 5.24666e-08, 5.24781e-08, 3.15433e-07, 5.87112e-08, 6.02298e-08, 1.28985e-07, 3.35105e-07, 3.54386e-07, 1.14716e-07, 5.29053e-08, 5.37492e-08, 5.24666e-08, 5.24672e-08, 5.38022e-06, 5.24666e-08, 5.24666e-08, 6.69527e-08
0.576337, 0, 9.36047e-06, 1.1285e-07, 1.41421, -9.36047e-06, 1.1285e-07, 1.12875e-07, 6.77912e-07, 1.26269e-07, 1.29532e-07, 2.98505e-07, 7.20184e-07, 7.61613e-07, 1.96731e-07, 1.13793e-07, 1.15607e-07, 1.1285e-07, 1.12852e-07, 7.20482e-06, 1.1285e-07, 1.1285e-07, 1.43978e-07
0.584219, 0, 1.41432e-05, 2.36634e-07, 1.41421, -1.41432e-05, 2.36634e-07, 2.36686e-07, 1.42033e-06, 2.64743e-07, 2.71579e-07, 6.62411e-07, 1.50888e-06, 1.59567e-06, 3.49042e-07, 2.38609e-07, 2.42408e-07, 2.36634e-07, 2.36637e-07, 9.65399e-06, 2.36634e-07, 2.36634e-07, 3.01841e-07
0.592102, 0, 2.21475e-05, 4.83906e-07, 1.41421, -2.21475e-05, 4.83906e-07, 4.84012e-07, 2.90205e-06, 5.41328e-07, 5.55293e-07, 1.42654e-06, 3.08294e-06, 3.26024e-06, 6.3373e-07, 4.8794e-07, 4.957e-07, 4.83906e-07, 4.83911e-07, 1.29836e-05, 4.83906e-07, 4.83906e-07, 6.17115e-07
0.599985, 0, 3.59062e-05, 9.65306e-07, 1.41421, -3.59062e-05, 9.65306e-07, 9.65517e-07, 5.78394e-06, 1.07973e-06, 1.10756e-06, 2.9966e-06, 6.14441e-06, 6.4977e-06, 1.16395e-06, 9.73345e-07, 9.88809e-07, 9.65306e-07, 9.65316e-07, 1.75922e-05, 9.65306e-07, 9.65306e-07, 1.23075e-06
0.607867, 0, 5.99283e-05, 1.87882e-06, 1.41421, -5.99283e-05, 1.87882e-06, 1.87924e-06, 1.12471e-05, 2.10129e-06, 2.15539e-06, 6.16116e-06, 1.19479e-05, 1.26348e-05, 2.14085e-06, 1.89445e-06, 1.92452e-06, 1.87882e-06, 1.87885e-06, 2.41138e-05, 1.87882e-06, 1.87882e-06, 2.3949e-06
0.61575, 0, 0.000102103, 3.56871e-06, 1.41421, -0.000102103, 3.56871e-06, 3.56949e-06, 2.13421e-05, 3.99076e-06, 4.0934e-06, 1.24343e-05, 2.26717e-05, 2.39748e-05, 3.91265e-06, 3.59836e-06, 3.6554e-06, 3.56871e-06, 3.56875e-06, 3.35677e-05, 3.56871e-06, 3.56871e-06, 4.5478e-06
0.623632, 0, 0.000175914, 6.61646e-06, 1.41421, -0.000175914, 6.61646e-06, 6.6179e-06, 3.95274e-05, 7.39798e-06, 7.58804e-06, 2.46367e-05, 4.19894e-05, 4.44024e-05, 7.06585e-06, 6.67137e-06, 6.77698e-06, 6.61646e-06, 6.61653e-06, 4.75915e-05, 6.61646e-06, 6.61646e-06, 8.42944e-06
0.631515, 0, 0.000303914, 1.19762e-05, 1.41421, -0.000303914, 1.19762e-05, 1.19788e-05, 7.1468e-05, 1.33889e-05, 1.37325e-05, 4.79289e-05, 7.59184e-05, 8.02803e-05, 1.25608e-05, 1.20754e-05, 1.22664e-05, 1.19762e-05, 1.19763e-05, 6.88e-05, 1.19762e-05, 1.19762e-05, 1.52534e-05
0.639398, 0, 0.00052292, 2.11679e-05, 1.41421, -0.00052292, 2.11679e-05, 2.11725e-05, 0.000126171, 2.36613e-05, 2.42677e-05, 9.15528e-05, 0.000134026, 0.000141725, 2.19255e-05, 2.1343e-05, 2.168e-05, 2.11679e-05, 2.11681e-05, 0.00010129, 2.11679e-05, 2.11679e-05, 2.69522e-05
0.64728, 0, 0.00089165, 3.65421e-05, 1.41421, -0.00089165, 3.65421e-05, 3.655e-05, 0.000217536, 4.08401e-05, 4.18853e-05, 0.000171705, 0.000231076, 0.000244346, 3.75204e-05, 3.6844e-05, 3.74249e-05, 3.65421e-05, 3.65425e-05, 0.000151372, 3.65421e-05, 3.65421e-05, 4.65126e-05
0.655163, 0, 0.00150152, 6.16256e-05, 1.41421, -0.00150152, 6.16256e-05, 6.16389e-05, 0.00036637, 6.88622e-05, 7.06221e-05, 0.00031614, 0.000389167, 0.000411511, 6.2885e-05, 6.2134e-05, 6.3112e-05, 6.16256e-05, 6.16262e-05, 0.000228541, 6.16256e-05, 6.16256e-05, 7.84132e-05
0.663046, 0, 0.00249146, 0.00010155, 1.41421, -0.00249146, 0.00010155, 0.000101572, 0.000602867, 0.000113455, 0.00011635, 0.000571328, 0.000640369, 0.000677126, 0.000103167, 0.000102387, 0.000103995, 0.00010155, 0.000101551, 0.000346731, 0.00010155, 0.00010155, 0.000129167
0.670928, 0, 0.00406764, 0.000163552, 1.41421, -0.00406764, 0.000163552, 0.000163587, 0.00096947, 0.00018269, 0.000187344, 0.00101322, 0.00102976, 0.00108885, 0.000165621, 0.000164896, 0.000167483, 0.000163552, 0.000163554, 0.00052585, 0.000163552, 0.000163552, 0.000207948
0.678811, 0, 0.00652867, 0.000257508, 1.41421, -0.00652867, 0.000257508, 0.000257564, 0.00152392, 0.000287581, 0.000294895, 0.00176286, 0.00161865, 0.00171151, 0.000260151, 0.000259621, 0.000263686, 0.000257508, 0.000257511, 0.000793546, 0.000257508, 0.000257508, 0.000327272
0.686693, 0, 0.0102968, 0.000396468, 1.41421, -0.0102968, 0.000396468, 0.000396553, 0.00234216, 0.000442671, 0.000453908, 0.0030083, 0.00248771, 0.00263037, 0.000399832, 0.000399714, 0.000405959, 0.000396468, 0.000396472, 0.00118715, 0.000396468, 0.000396468, 0.000503653
0.694576, 0, 0.0159547, 0.000597064, 1.41421, -0.0159547, 0.000597064, 0.000597192, 0.00352057, 0.000666488, 0.000683371, 0.0050336, 0.00373925, 0.00395362, 0.000601335, 0.000601942, 0.000611326, 0.000597064, 0.000597071, 0.00175556, 0.000597064, 0.000597064, 0.000758117
0.702459, 0, 0.0242861, 0.000879752, 1.41421, -0.0242861, 0.000879752, 0.000879941, 0.00517692, 0.000981795, 0.00100661, 0.00825606, 0.00549835, 0.00581344, 0.000885154, 0.000886921, 0.000900718, 0.000879752, 0.000879762, 0.00256099, 0.000879752, 0.000879752, 0.00111648
0.710341, 0, 0.0363196, 0.00126872, 1.41421, -0.0363196, 0.00126872, 0.00126899, 0.00744947, 0.00141549, 0.00145118, 0.0132705, 0.00791178, 0.008365, 0.00127552, 0.00127903, 0.00129888, 0.00126872, 0.00126873, 0.00368037, 0.00126872, 0.00126872, 0.00160923
0.718224, 0, 0.0533675, 0.00179134, 1.41421, -0.0533675, 0.00179134, 0.00179172, 0.0104932, 0.00199798, 0.00204823, 0.0208983, 0.0111441, 0.0117822, 0.00179986, 0.00180586, 0.00183381, 0.00179134, 0.00179136, 0.00520605, 0.00179134, 0.00179134, 0.00227076
