   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_168.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0319646, 336, 0, 0, 18.3848, 336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0240788, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.016193, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00830718, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000421383, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00746441, 0, 2.82718e-23, 0, 1.41421, -2.82718e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77634e-27, 0, 0, 2.61158e-28, 0, 8.13632e-28, 0, 2.82689e-23, 0, 0, 0
0.0153502, 0, 7.90213e-23, 0, 1.41421, -7.90213e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.96496e-27, 0, 0, 7.39927e-28, 0, 2.35198e-27, 0, 7.90132e-23, 0, 0, 0
0.023236, 0, 2.1591e-22, 0, 1.41421, -2.1591e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35658e-26, 0, 0, 2.05395e-27, 0, 6.643e-27, 0, 2.15888e-22, 0, 0, 0
0.0311218, 0, 6.36213e-22, 0, 1.41421, -6.36213e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.99736e-26, 0, 0, 6.2094e-27, 0, 2.05022e-26, 0, 6.36146e-22, 0, 0, 0
0.0390076, 0, 1.62745e-21, 0, 1.41421, -1.62745e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02254e-25, 0, 0, 1.61127e-26, 0, 5.37422e-26, 0, 1.62728e-21, 0, 0, 0
0.0468934, 0, 4.07674e-21, 0, 1.41421, -4.07674e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56144e-25, 0, 0, 4.09399e-26, 0, 1.37727e-25, 0, 4.07631e-21, 0, 0, 0
0.0547792, 0, 1.00152e-20, 0, 1.41421, -1.00152e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.29257e-25, 0, 0, 1.02011e-25, 0, 3.45696e-25, 0, 1.00141e-20, 0, 0, 0
