   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_301.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0306464, 602, 0, 0, 24.5764, 602, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0227647, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.014883, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00700126, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000880457, 0, 1.30958e-23, 0, 1.41421, -1.30958e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.50643e-26, 0, 0, 1.25605e-28, 0, 0, 1.30407e-23, 0, 0, 0
0.00876217, 0, 3.68474e-23, 0, 1.41421, -3.68474e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54933e-25, 0, 0, 3.58857e-28, 0, 0, 3.66921e-23, 0, 0, 0
0.0166439, 0, 1.00517e-22, 0, 1.41421, -1.00517e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.22644e-25, 0, 0, 9.93595e-28, 0, 0, 1.00093e-22, 0, 0, 0
0.0245256, 0, 2.66803e-22, 0, 1.41421, -2.66803e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12183e-24, 0, 0, 2.67607e-27, 0, 0, 2.65679e-22, 0, 0, 0
0.0324073, 0, 6.90978e-22, 0, 1.41421, -6.90978e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90536e-24, 0, 0, 7.0312e-27, 0, 0, 6.88065e-22, 0, 0, 0
0.0402891, 0, 1.74984e-21, 0, 1.41421, -1.74984e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.35759e-24, 0, 0, 1.80628e-26, 0, 0, 1.74247e-21, 0, 0, 0
0.0481708, 0, 4.34079e-21, 0, 1.41421, -4.34079e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82518e-23, 0, 0, 4.54532e-26, 0, 0, 4.32249e-21, 0, 0, 0
0.0560525, 0, 1.05635e-20, 0, 1.41421, -1.05635e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.44165e-23, 0, 0, 1.12208e-25, 0, 0, 1.0519e-20, 0, 0, 0
0.0639342, 0, 2.52496e-20, 0, 1.41421, -2.52496e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06167e-22, 0, 0, 2.72091e-25, 0, 0, 2.51432e-20, 0, 0, 0
0.0718159, 0, 5.93434e-20, 0, 1.41421, -5.93434e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49522e-22, 0, 0, 6.4881e-25, 0, 0, 5.90932e-20, 0, 0, 0
