   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_156.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0506788, 0, 2.3476e-19, 0, 1.41421, -2.3476e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.58757e-24, 1.29986e-23, 0, 2.34743e-19, 0, 0, 0
0.0585604, 0, 5.04598e-19, 0, 1.41421, -5.04598e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.98216e-24, 2.84941e-23, 0, 5.0456e-19, 0, 0, 0
0.066442, 0, 1.07153e-18, 0, 1.41421, -1.07153e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14631e-23, 6.16899e-23, 0, 1.07144e-18, 0, 0, 0
0.0743235, 0, 2.24893e-18, 0, 1.41421, -2.24893e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.56217e-23, 1.31974e-22, 0, 2.24875e-18, 0, 0, 0
0.0822051, 0, 4.66681e-18, 0, 1.41421, -4.66681e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.59004e-23, 2.79102e-22, 0, 4.66643e-18, 0, 0, 0
0.0900867, 0, 9.57807e-18, 0, 1.41421, -9.57807e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99428e-22, 5.83729e-22, 0, 9.57729e-18, 0, 0, 0
0.0979682, 0, 1.94482e-17, 0, 1.41421, -1.94482e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.10393e-22, 1.20778e-21, 0, 1.94466e-17, 0, 0, 0
0.10585, 0, 3.90788e-17, 0, 1.41421, -3.90788e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.35957e-22, 2.47305e-21, 0, 3.90755e-17, 0, 0, 0
0.113731, 0, 7.77264e-17, 0, 1.41421, -7.77264e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68596e-21, 5.01278e-21, 0, 7.77197e-17, 0, 0, 0
0.121613, 0, 1.53058e-16, 0, 1.41421, -1.53058e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.36739e-21, 1.00611e-20, 0, 1.53045e-16, 0, 0, 0
0.129495, 0, 2.98468e-16, 0, 1.41421, -2.98468e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.66219e-21, 2.00006e-20, 0, 2.98442e-16, 0, 0, 0
0.137376, 0, 5.76464e-16, 0, 1.41421, -5.76464e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30588e-20, 3.93893e-20, 0, 5.76412e-16, 0, 0, 0
0.145258, 0, 1.10295e-15, 0, 1.41421, -1.10295e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53651e-20, 7.68687e-20, 0, 1.10284e-15, 0, 0, 0
0.153139, 0, 2.09082e-15, 0, 1.41421, -2.09082e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.88306e-20, 1.48679e-19, 0, 2.09062e-15, 0, 0, 0
0.161021, 0, 3.92753e-15, 0, 1.41421, -3.92753e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.31836e-20, 2.85082e-19, 0, 3.92716e-15, 0, 0, 0
0.168902, 0, 7.31184e-15, 0, 1.41421, -7.31184e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76298e-19, 5.41987e-19, 0, 7.31112e-15, 0, 0, 0
0.176784, 0, 1.34925e-14, 0, 1.41421, -1.34925e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.30733e-19, 1.02186e-18, 0, 1.34912e-14, 0, 0, 0
0.184665, 0, 2.46814e-14, 0, 1.41421, -2.46814e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.15305e-19, 1.91094e-18, 0, 2.46789e-14, 0, 0, 0
0.192547, 0, 4.47613e-14, 0, 1.41421, -4.47613e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1354e-18, 3.54514e-18, 0, 4.47566e-14, 0, 0, 0
0.200429, 0, 8.04893e-14, 0, 1.41421, -8.04893e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07834e-18, 6.52555e-18, 0, 8.04807e-14, 0, 0, 0
0.20831, 0, 1.43521e-13, 0, 1.41421, -1.43521e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77436e-18, 1.19197e-17, 0, 1.43505e-13, 0, 0, 0
0.216192, 0, 2.53788e-13, 0, 1.41421, -2.53788e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.80118e-18, 2.16093e-17, 0, 2.5376e-13, 0, 0, 0
0.224073, 0, 4.45083e-13, 0, 1.41421, -4.45083e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21617e-17, 3.88869e-17, 0, 4.45032e-13, 0, 0, 0
0.231955, 0, 7.74204e-13, 0, 1.41421, -7.74204e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15839e-17, 6.94722e-17, 0, 7.74113e-13, 0, 0, 0
0.239836, 0, 1.33581e-12, 0, 1.41421, -1.33581e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80231e-17, 1.23231e-16, 0, 1.33565e-12, 0, 0, 0
0.247718, 0, 2.2863e-12, 0, 1.41421, -2.2863e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.64983e-17, 2.17082e-16, 0, 2.28602e-12, 0, 0, 0
0.2556, 0, 3.88195e-12, 0, 1.41421, -3.88195e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15474e-16, 3.79808e-16, 0, 3.88145e-12, 0, 0, 0
0.263481, 0, 6.53905e-12, 0, 1.41421, -6.53905e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99134e-16, 6.60091e-16, 0, 6.5382e-12, 0, 0, 0
0.271363, 0, 1.09283e-11, 0, 1.41421, -1.09283e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41092e-16, 1.13976e-15, 0, 1.09268e-11, 0, 0, 0
0.279244, 0, 1.81208e-11, 0, 1.41421, -1.81208e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.80442e-16, 1.9555e-15, 0, 1.81183e-11, 0, 0, 0
0.287126, 0, 2.98136e-11, 0, 1.41421, -2.98136e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.81545e-16, 3.33443e-15, 0, 2.98093e-11, 0, 0, 0
0.295007, 0, 4.86723e-11, 0, 1.41421, -4.86723e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64983e-15, 5.65181e-15, 0, 4.8665e-11, 0, 0, 0
0.302889, 0, 7.88489e-11, 0, 1.41421, -7.88489e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75723e-15, 9.52458e-15, 0, 7.88366e-11, 0, 0, 0
0.310771, 0, 1.26757e-10, 0, 1.41421, -1.26757e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.58307e-15, 1.59624e-14, 0, 1.26737e-10, 0, 0, 0
0.318652, 0, 2.02224e-10, 5.64723e-43, 1.41421, -2.02224e-10, 0, 5.64723e-43, 5.64723e-43, 5.64723e-43, 5.64723e-43, 5.64723e-43, 5.64723e-43, 5.64723e-43, 5.64723e-43, 5.64723e-43, 5.64723e-43, 5.64723e-43, 7.57972e-15, 2.66109e-14, 5.64723e-43, 2.0219e-10, 5.64723e-43, 5.64723e-43, 5.64723e-43
0.326534, 0, 3.20175e-10, 9.4924e-42, 1.41421, -3.20175e-10, 0, 9.4924e-42, 9.4924e-42, 9.4924e-42, 9.4924e-42, 9.4924e-42, 9.4924e-42, 9.4924e-42, 9.4924e-42, 9.4924e-42, 9.4924e-42, 9.4924e-42, 1.24778e-14, 4.41416e-14, 9.4924e-42, 3.20119e-10, 9.4924e-42, 9.4924e-42, 9.4924e-42
0.334415, 0, 5.03184e-10, 6.87449e-40, 1.41421, -5.03184e-10, 0, 6.87449e-40, 6.87449e-40, 6.87449e-40, 6.87449e-40, 6.87449e-40, 6.87449e-40, 6.87449e-40, 6.87449e-40, 6.87449e-40, 6.87449e-40, 6.87449e-40, 2.04908e-14, 7.29974e-14, 6.87449e-40, 5.03091e-10, 6.87449e-40, 6.87449e-40, 6.87449e-40
0.342297, 0, 7.84729e-10, 7.65322e-39, 1.41421, -7.84729e-10, 0, 7.65322e-39, 7.65322e-39, 7.65322e-39, 7.65322e-39, 7.65322e-39, 7.65322e-39, 7.65322e-39, 7.65322e-39, 7.65322e-39, 7.65322e-39, 7.65322e-39, 3.3468e-14, 1.19997e-13, 7.65322e-39, 7.84576e-10, 7.65322e-39, 7.65322e-39, 7.65322e-39
0.350178, 0, 1.21468e-09, 7.70621e-38, 1.41421, -1.21468e-09, 0, 7.70621e-38, 7.70621e-38, 7.70621e-38, 7.70621e-38, 7.70621e-38, 7.70621e-38, 7.70621e-38, 7.70621e-38, 7.70621e-38, 7.70621e-38, 7.70621e-38, 5.44895e-14, 1.96472e-13, 7.70621e-38, 1.21443e-09, 7.70621e-38, 7.70621e-38, 7.70621e-38
0.35806, 0, 1.86627e-09, 7.05799e-37, 1.41421, -1.86627e-09, 0, 7.05799e-37, 7.05799e-37, 7.05799e-37, 7.05799e-37, 7.05799e-37, 7.05799e-37, 7.05799e-37, 7.05799e-37, 7.05799e-37, 7.05799e-37, 7.05799e-37, 8.84781e-14, 3.2052e-13, 7.05799e-37, 1.86586e-09, 7.05799e-37, 7.05799e-37, 7.05799e-37
0.365942, 0, 2.84623e-09, 5.913e-36, 1.41421, -2.84623e-09, 0, 5.913e-36, 5.913e-36, 5.913e-36, 5.913e-36, 5.913e-36, 5.913e-36, 5.913e-36, 5.913e-36, 5.913e-36, 5.913e-36, 5.913e-36, 1.43359e-13, 5.21201e-13, 5.913e-36, 2.84557e-09, 5.913e-36, 5.913e-36, 5.913e-36
0.373823, 0, 4.30895e-09, 4.55033e-35, 1.41421, -4.30895e-09, 0, 4.55033e-35, 4.55033e-35, 4.55033e-35, 4.55033e-35, 4.55033e-35, 4.55033e-35, 4.55033e-35, 4.55033e-35, 4.55033e-35, 4.55033e-35, 4.55033e-35, 2.31901e-13, 8.45132e-13, 4.55033e-35, 4.30788e-09, 4.55033e-35, 4.55033e-35, 4.55033e-35
0.381705, 0, 6.47584e-09, 3.23119e-34, 1.41421, -6.47584e-09, 0, 3.23119e-34, 3.23119e-34, 3.23119e-34, 3.23119e-34, 3.23119e-34, 3.23119e-34, 3.23119e-34, 3.23119e-34, 3.23119e-34, 3.23119e-34, 3.23119e-34, 3.74692e-13, 1.36704e-12, 3.23119e-34, 6.4741e-09, 3.23119e-34, 3.23119e-34, 3.23119e-34
0.389586, 0, 9.66195e-09, 2.22168e-33, 1.41421, -9.66195e-09, 0, 2.22168e-33, 2.22168e-33, 2.22168e-33, 2.22168e-33, 2.22168e-33, 2.22168e-33, 2.22168e-33, 2.22168e-33, 2.22168e-33, 2.22168e-33, 2.22168e-33, 6.04952e-13, 2.20666e-12, 2.22168e-33, 9.65914e-09, 2.22168e-33, 2.22168e-33, 2.22168e-33
0.397468, 0, 1.4312e-08, 1.33696e-32, 1.41421, -1.4312e-08, 0, 1.33696e-32, 1.33696e-32, 1.33696e-32, 1.33696e-32, 1.33696e-32, 1.33696e-32, 1.33696e-32, 1.33696e-32, 1.33696e-32, 1.33696e-32, 1.33696e-32, 9.76307e-13, 3.5558e-12, 1.33696e-32, 1.43074e-08, 1.33696e-32, 1.33696e-32, 1.33696e-32
0.405349, 0, 2.10484e-08, 7.55317e-32, 1.41421, -2.10484e-08, 0, 7.55317e-32, 7.55317e-32, 7.55317e-32, 7.55317e-32, 7.55317e-32, 7.55317e-32, 7.55317e-32, 7.55317e-32, 7.55317e-32, 7.55317e-32, 7.55317e-32, 1.57533e-12, 5.7215e-12, 7.55317e-32, 2.10411e-08, 7.55317e-32, 7.55317e-32, 7.55317e-32
0.413231, 0, 3.07364e-08, 4.17682e-31, 1.41421, -3.07364e-08, 0, 4.17682e-31, 4.17682e-31, 4.17682e-31, 4.17682e-31, 4.17682e-31, 4.17682e-31, 4.17682e-31, 4.17682e-31, 4.17682e-31, 4.17682e-31, 4.17682e-31, 2.5417e-12, 9.19495e-12, 4.17682e-31, 3.07246e-08, 4.17682e-31, 4.17682e-31, 4.17682e-31
0.421113, 0, 4.45677e-08, 2.19853e-30, 1.41421, -4.45677e-08, 0, 2.19853e-30, 2.19853e-30, 2.19853e-30, 2.19853e-30, 2.19853e-30, 2.19853e-30, 2.19853e-30, 2.19853e-30, 2.19853e-30, 2.19853e-30, 2.19853e-30, 4.10057e-12, 1.4761e-11, 2.19853e-30, 4.45489e-08, 2.19853e-30, 2.19853e-30, 2.19853e-30
0.428994, 0, 6.41728e-08, 1.09193e-29, 1.41421, -6.41728e-08, 0, 1.09193e-29, 1.09193e-29, 1.09193e-29, 1.09193e-29, 1.09193e-29, 1.09193e-29, 1.09193e-29, 1.09193e-29, 1.09193e-29, 1.09193e-29, 1.09193e-29, 6.61414e-12, 2.36715e-11, 1.09193e-29, 6.41425e-08, 1.09193e-29, 1.09193e-29, 1.09193e-29
0.436876, 0, 9.17637e-08, 5.1383e-29, 1.41421, -9.17637e-08, 0, 5.1383e-29, 5.1383e-29, 5.1383e-29, 5.1383e-29, 5.1383e-29, 5.1383e-29, 5.1383e-29, 5.1383e-29, 5.1383e-29, 5.1383e-29, 5.1383e-29, 1.06636e-11, 3.79187e-11, 5.1383e-29, 9.17151e-08, 5.1383e-29, 5.1383e-29, 5.1383e-29
0.444757, 0, 1.30319e-07, 2.32029e-28, 1.41421, -1.30319e-07, 0, 2.32029e-28, 2.32029e-28, 2.32029e-28, 2.32029e-28, 2.32029e-28, 2.32029e-28, 2.32029e-28, 2.32029e-28, 2.32029e-28, 2.32029e-28, 2.32029e-28, 1.71783e-11, 6.06628e-11, 2.32029e-28, 1.30241e-07, 2.32029e-28, 2.32029e-28, 2.32029e-28
0.452639, 0, 1.8382e-07, 9.99621e-28, 1.41421, -1.8382e-07, 0, 9.99621e-28, 9.99621e-28, 9.99621e-28, 9.99621e-28, 9.99621e-28, 9.99621e-28, 9.99621e-28, 9.99621e-28, 9.99621e-28, 9.99621e-28, 9.99621e-28, 2.76386e-11, 9.68983e-11, 9.99621e-28, 1.83696e-07, 9.99621e-28, 9.99621e-28, 9.99621e-28
0.46052, 0, 2.57547e-07, 4.10216e-27, 1.41421, -2.57547e-07, 0, 4.10216e-27, 4.10216e-27, 4.10216e-27, 4.10216e-27, 4.10216e-27, 4.10216e-27, 4.10216e-27, 4.10216e-27, 4.10216e-27, 4.10216e-27, 4.10216e-27, 4.43907e-11, 1.54481e-10, 4.10216e-27, 2.57348e-07, 4.10216e-27, 4.10216e-27, 4.10216e-27
0.468402, 0, 3.58452e-07, 1.60617e-26, 1.41421, -3.58452e-07, 0, 1.60617e-26, 1.60617e-26, 1.60617e-26, 1.60617e-26, 1.60617e-26, 1.60617e-26, 1.60617e-26, 1.60617e-26, 1.60617e-26, 1.60617e-26, 1.60617e-26, 7.11343e-11, 2.45699e-10, 1.60617e-26, 3.58135e-07, 1.60617e-26, 1.60617e-26, 1.60617e-26
0.476284, 0, 4.9562e-07, 6.0103e-26, 1.41421, -4.9562e-07, 0, 6.0103e-26, 6.0103e-26, 6.0103e-26, 6.0103e-26, 6.0103e-26, 8.72568e-13, 6.0103e-26, 6.0103e-26, 6.0103e-26, 6.0103e-26, 6.0103e-26, 1.13667e-10, 3.89658e-10, 6.0103e-26, 4.95116e-07, 6.0103e-26, 6.0103e-26, 6.0103e-26
0.484165, 0, 6.80837e-07, 2.15359e-25, 1.41421, -6.80837e-07, 0, 2.15359e-25, 2.15359e-25, 2.15359e-25, 2.15359e-25, 2.15359e-25, 2.95816e-12, 2.15359e-25, 2.15359e-25, 2.15359e-25, 2.15359e-25, 2.15359e-25, 1.81016e-10, 6.15846e-10, 2.15359e-25, 6.80037e-07, 2.15359e-25, 2.15359e-25, 2.15359e-25
0.492047, 0, 9.32307e-07, 7.48443e-25, 1.41421, -9.32307e-07, 0, 1.00919e-13, 4.40382e-14, 4.19545e-10, 1.37329e-11, 1.25406e-11, 4.74627e-11, 1.81925e-09, 5.17899e-15, 5.88408e-10, 1.33416e-12, 3.00212e-12, 2.87143e-10, 9.69434e-10, 1.10073e-15, 9.28133e-07, 7.48443e-25, 7.48443e-25, 1.29219e-11
0.499928, 0, 1.2708e-06, 2.25471e-10, 1.41421, -1.2708e-06, 2.25471e-10, 2.25812e-10, 2.2562e-10, 1.64184e-09, 2.71833e-10, 2.67807e-10, 3.7811e-10, 6.3672e-09, 2.25488e-10, 2.21191e-09, 2.29975e-10, 2.35606e-10, 6.78977e-10, 1.74452e-09, 2.25475e-10, 1.25899e-06, 2.25471e-10, 2.25471e-10, 2.69095e-10
0.50781, 0, 1.72633e-06, 7.56281e-10, 1.41421, -1.72633e-06, 7.56281e-10, 7.57176e-10, 7.56672e-10, 4.47532e-09, 8.78016e-10, 8.67447e-10, 1.15073e-09, 1.6883e-08, 7.56327e-10, 5.9722e-09, 7.68108e-10, 7.82893e-10, 1.46906e-09, 3.12426e-09, 7.56291e-10, 1.6974e-06, 7.56281e-10, 7.56281e-10, 8.70827e-10
0.515691, 0, 2.34196e-06, 1.97694e-09, 1.41421, -2.34196e-06, 1.97694e-09, 1.97908e-09, 1.97787e-09, 1.08829e-08, 2.26846e-09, 2.24315e-09, 2.91369e-09, 4.05953e-08, 1.97705e-09, 1.44674e-08, 2.00526e-09, 2.04067e-09, 3.09129e-09, 5.6472e-09, 1.97696e-09, 2.2753e-06, 1.97694e-09, 1.97694e-09, 2.25124e-09
0.523573, 0, 3.18161e-06, 4.71793e-09, 1.41421, -3.18161e-06, 4.71793e-09, 4.72282e-09, 4.72007e-09, 2.50315e-08, 5.38286e-09, 5.32513e-09, 6.84245e-09, 9.28028e-08, 4.71819e-09, 3.32075e-08, 4.78253e-09, 4.86329e-09, 6.45021e-09, 1.03715e-08, 4.71799e-09, 3.0331e-06, 4.71793e-09, 4.71793e-09, 5.34359e-09
0.531454, 0, 4.34547e-06, 1.07343e-08, 1.41421, -4.34547e-06, 1.07343e-08, 1.07451e-08, 1.0739e-08, 5.55577e-08, 1.22015e-08, 1.20741e-08, 1.53996e-08, 2.051e-07, 1.07348e-08, 7.35987e-08, 1.08768e-08, 1.1055e-08, 1.34109e-08, 1.93856e-08, 1.07344e-08, 4.02275e-06, 1.07343e-08, 1.07343e-08, 1.21148e-08
0.539336, 0, 5.99846e-06, 2.36387e-08, 1.41421, -5.99846e-06, 2.36387e-08, 2.36618e-08, 2.36488e-08, 1.19922e-07, 2.67903e-08, 2.65166e-08, 3.43545e-08, 4.41146e-07, 2.36398e-08, 1.58675e-07, 2.39448e-08, 2.43276e-08, 2.77486e-08, 3.67962e-08, 2.36389e-08, 5.31163e-06, 2.36387e-08, 2.36387e-08, 2.66041e-08
0.547218, 0, 8.41954e-06, 5.06891e-08, 1.41421, -8.41954e-06, 5.06891e-08, 5.07377e-08, 5.07103e-08, 2.52571e-07, 5.72973e-08, 5.67236e-08, 7.40153e-08, 9.26101e-07, 5.06916e-08, 3.33827e-07, 5.13311e-08, 5.21337e-08, 5.69587e-08, 7.05406e-08, 5.06897e-08, 6.98864e-06, 5.06891e-08, 5.06891e-08, 5.6907e-08
0.555099, 0, 1.21028e-05, 1.06112e-07, 1.41421, -1.21028e-05, 1.06112e-07, 1.06211e-07, 1.06155e-07, 5.19813e-07, 1.19653e-07, 1.18477e-07, 1.64623e-07, 1.90002e-06, 1.06117e-07, 6.86323e-07, 1.07427e-07, 1.09072e-07, 1.15612e-07, 1.35836e-07, 1.06113e-07, 9.17417e-06, 1.06112e-07, 1.06112e-07, 1.18853e-07
0.562981, 0, 1.79002e-05, 2.17109e-07, 1.41421, -1.79002e-05, 2.17109e-07, 2.17308e-07, 2.17196e-07, 1.04616e-06, 2.44246e-07, 2.4189e-07, 3.4942e-07, 3.8121e-06, 2.17119e-07, 1.37985e-06, 2.19745e-07, 2.23041e-07, 2.31409e-07, 2.61274e-07, 2.17111e-07, 1.20364e-05, 2.17109e-07, 2.17109e-07, 2.42643e-07
0.570862, 0, 2.73109e-05, 4.34429e-07, 1.41421, -2.73109e-05, 4.34429e-07, 4.3482e-07, 4.346e-07, 2.05977e-06, 4.87632e-07, 4.83012e-07, 7.18752e-07, 7.48233e-06, 4.3445e-07, 2.71396e-06, 4.39598e-07, 4.4606e-07, 4.55807e-07, 4.9954e-07, 4.34434e-07, 1.58181e-05, 4.34429e-07, 4.34429e-07, 4.8449e-07
0.578744, 0, 4.29358e-05, 8.50424e-07, 1.41421, -4.29358e-05, 8.50424e-07, 8.51174e-07, 8.50752e-07, 3.96842e-06, 9.52485e-07, 9.43624e-07, 1.44226e-06, 1.43708e-05, 8.50463e-07, 5.22338e-06, 8.6034e-07, 8.72736e-07, 8.82156e-07, 9.45671e-07, 8.50433e-07, 2.0881e-05, 8.50424e-07, 8.50424e-07, 9.46458e-07
0.586625, 0, 6.92155e-05, 1.62899e-06, 1.41421, -6.92155e-05, 1.62899e-06, 1.6304e-06, 1.62961e-06, 7.48294e-06, 1.82061e-06, 1.80397e-06, 2.82371e-06, 2.70132e-05, 1.62907e-06, 9.8391e-06, 1.64761e-06, 1.67088e-06, 1.67577e-06, 1.76726e-06, 1.62901e-06, 2.7778e-05, 1.62899e-06, 1.62899e-06, 1.80929e-06
0.594507, 0, 0.000113624, 3.0538e-06, 1.41421, -0.000113624, 3.0538e-06, 3.05638e-06, 3.05493e-06, 1.38118e-05, 3.40594e-06, 3.37536e-06, 5.42824e-06, 4.97031e-05, 3.05393e-06, 1.81417e-05, 3.08801e-06, 3.13078e-06, 3.12228e-06, 3.25305e-06, 3.05383e-06, 3.73664e-05, 3.0538e-06, 3.0538e-06, 3.38514e-06
0.602389, 0, 0.00018846, 5.60365e-06, 1.41421, -0.00018846, 5.60365e-06, 5.60831e-06, 5.60568e-06, 2.49585e-05, 6.23719e-06, 6.18218e-06, 1.02498e-05, 8.95311e-05, 5.60389e-06, 3.27486e-05, 5.6652e-06, 5.74215e-06, 5.70323e-06, 5.88878e-06, 5.6037e-06, 5.09865e-05, 5.60365e-06, 5.60365e-06, 6.19977e-06
0.61027, 0, 0.000313531, 1.00663e-05, 1.41421, -0.000313531, 1.00663e-05, 1.00745e-05, 1.00699e-05, 4.4161e-05, 1.11823e-05, 1.10854e-05, 1.90163e-05, 0.00015791, 1.00667e-05, 5.78838e-05, 1.01747e-05, 1.03103e-05, 1.02102e-05, 1.04717e-05, 1.00664e-05, 7.07267e-05, 1.00663e-05, 1.00663e-05, 1.11164e-05
0.618152, 0, 0.000520032, 1.77051e-05, 1.41421, -0.000520032, 1.77051e-05, 1.77193e-05, 1.77113e-05, 7.65196e-05, 1.96303e-05, 1.94631e-05, 3.46743e-05, 0.00027274, 1.77058e-05, 0.000100192, 1.78921e-05, 1.8126e-05, 1.79116e-05, 1.82779e-05, 1.77053e-05, 9.9824e-05, 1.77051e-05, 1.77051e-05, 1.95166e-05
0.626033, 0, 0.00085593, 3.04944e-05, 1.41421, -0.00085593, 3.04944e-05, 3.05183e-05, 3.05048e-05, 0.000129863, 3.3747e-05, 3.34646e-05, 6.21554e-05, 0.000461383, 3.04956e-05, 0.000169858, 3.08104e-05, 3.12054e-05, 3.07891e-05, 3.12996e-05, 3.04946e-05, 0.000143202, 3.04944e-05, 3.04944e-05, 3.35549e-05
0.633915, 0, 0.00139326, 5.14395e-05, 1.41421, -0.00139326, 5.14395e-05, 5.14791e-05, 5.14568e-05, 0.000215896, 5.68226e-05, 5.63552e-05, 0.000109555, 0.000764563, 5.14415e-05, 0.000282088, 5.19625e-05, 5.26163e-05, 5.18577e-05, 5.25662e-05, 5.14399e-05, 0.000208249, 5.14395e-05, 5.14395e-05, 5.65047e-05
0.641796, 0, 0.00223759, 8.4995e-05, 1.41421, -0.00223759, 8.4995e-05, 8.50591e-05, 8.5023e-05, 0.000351653, 9.37234e-05, 9.29656e-05, 0.00018991, 0.00124129, 8.49983e-05, 0.00045898, 8.58429e-05, 8.69031e-05, 8.55853e-05, 8.65653e-05, 8.49957e-05, 0.000305819, 8.4995e-05, 8.4995e-05, 9.32079e-05
0.649678, 0, 0.00353991, 0.000137588, 1.41421, -0.00353991, 0.000137588, 0.00013769, 0.000137632, 0.000561265, 0.000151456, 0.000150252, 0.000323807, 0.00197475, 0.000137593, 0.000731791, 0.000138935, 0.000140619, 0.000138417, 0.000139769, 0.000137589, 0.000451525, 0.000137588, 0.000137588, 0.000150637
