   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_182.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.355261, 0, 4.08977e-11, 3.17056e-40, 1.41421, -4.08977e-11, 0, 3.17056e-40, 3.17056e-40, 3.17056e-40, 3.17056e-40, 3.17056e-40, 3.17056e-40, 3.17056e-40, 3.17056e-40, 3.17056e-40, 4.92296e-13, 3.17056e-40, 3.17056e-40, 3.17056e-40, 4.04054e-11, 3.17056e-40, 3.17056e-40, 3.17056e-40
0.363145, 0, 6.73057e-11, 3.69188e-39, 1.41421, -6.73057e-11, 0, 3.69188e-39, 3.69188e-39, 3.69188e-39, 3.69188e-39, 3.69188e-39, 3.69188e-39, 3.69188e-39, 3.69188e-39, 3.69188e-39, 8.10432e-13, 3.69188e-39, 3.69188e-39, 3.69188e-39, 6.64953e-11, 3.69188e-39, 3.69188e-39, 3.69188e-39
0.37103, 0, 1.0978e-10, 3.88088e-38, 1.41421, -1.0978e-10, 0, 3.88088e-38, 3.88088e-38, 3.88088e-38, 3.88088e-38, 3.88088e-38, 3.88088e-38, 3.88088e-38, 3.88088e-38, 3.88088e-38, 1.3224e-12, 3.88088e-38, 3.88088e-38, 3.88088e-38, 1.08457e-10, 3.88088e-38, 3.88088e-38, 3.88088e-38
0.378915, 0, 1.77472e-10, 3.70158e-37, 1.41421, -1.77472e-10, 0, 3.70158e-37, 3.70158e-37, 3.70158e-37, 3.70158e-37, 3.70158e-37, 3.70158e-37, 3.70158e-37, 3.70158e-37, 3.70158e-37, 2.13892e-12, 3.70158e-37, 3.70158e-37, 3.70158e-37, 1.75334e-10, 3.70158e-37, 3.70158e-37, 3.70158e-37
0.3868, 0, 2.84383e-10, 3.22629e-36, 1.41421, -2.84383e-10, 0, 3.22629e-36, 3.22629e-36, 3.22629e-36, 3.22629e-36, 3.22629e-36, 3.22629e-36, 3.22629e-36, 3.22629e-36, 3.22629e-36, 3.42963e-12, 3.22629e-36, 3.22629e-36, 3.22629e-36, 2.80953e-10, 3.22629e-36, 3.22629e-36, 3.22629e-36
0.394685, 0, 4.51714e-10, 2.5796e-35, 1.41421, -4.51714e-10, 0, 2.5796e-35, 2.5796e-35, 2.5796e-35, 2.5796e-35, 2.5796e-35, 2.5796e-35, 2.5796e-35, 2.5796e-35, 2.5796e-35, 5.45205e-12, 2.5796e-35, 2.5796e-35, 2.5796e-35, 4.46262e-10, 2.5796e-35, 2.5796e-35, 2.5796e-35
0.40257, 0, 7.11274e-10, 1.90052e-34, 1.41421, -7.11274e-10, 0, 1.90052e-34, 1.90052e-34, 1.90052e-34, 1.90052e-34, 1.90052e-34, 1.90052e-34, 1.90052e-34, 1.90052e-34, 1.90052e-34, 8.59346e-12, 1.90052e-34, 1.90052e-34, 1.90052e-34, 7.02681e-10, 1.90052e-34, 1.90052e-34, 1.90052e-34
0.410455, 0, 1.11032e-09, 1.32036e-33, 1.41421, -1.11032e-09, 0, 1.32036e-33, 1.32036e-33, 1.32036e-33, 1.32036e-33, 1.32036e-33, 1.32036e-33, 1.32036e-33, 1.32036e-33, 1.32036e-33, 1.34312e-11, 1.32036e-33, 1.32036e-33, 1.32036e-33, 1.09689e-09, 1.32036e-33, 1.32036e-33, 1.32036e-33
0.418339, 0, 1.71841e-09, 7.73901e-33, 1.41421, -1.71841e-09, 0, 7.73901e-33, 7.73901e-33, 7.73901e-33, 7.73901e-33, 7.73901e-33, 7.73901e-33, 7.73901e-33, 7.73901e-33, 7.73901e-33, 2.08184e-11, 7.73901e-33, 7.73901e-33, 7.73901e-33, 1.69759e-09, 7.73901e-33, 7.73901e-33, 7.73901e-33
0.426224, 0, 2.63694e-09, 4.6131e-32, 1.41421, -2.63694e-09, 0, 4.6131e-32, 4.6131e-32, 4.6131e-32, 4.6131e-32, 4.6131e-32, 4.6131e-32, 4.6131e-32, 4.6131e-32, 4.6131e-32, 3.20048e-11, 4.6131e-32, 4.6131e-32, 4.6131e-32, 2.60493e-09, 4.6131e-32, 4.6131e-32, 4.6131e-32
0.434109, 0, 4.01234e-09, 2.45801e-31, 1.41421, -4.01234e-09, 0, 2.45801e-31, 2.45801e-31, 2.45801e-31, 2.45801e-31, 2.45801e-31, 2.45801e-31, 2.45801e-31, 2.45801e-31, 2.45801e-31, 4.88058e-11, 2.45801e-31, 2.45801e-31, 2.45801e-31, 3.96353e-09, 2.45801e-31, 2.45801e-31, 2.45801e-31
0.441994, 0, 6.05411e-09, 1.28526e-30, 1.41421, -6.05411e-09, 0, 1.28526e-30, 1.28526e-30, 1.28526e-30, 1.28526e-30, 1.28526e-30, 1.28526e-30, 1.28526e-30, 1.28526e-30, 1.28526e-30, 7.38364e-11, 1.28526e-30, 1.28526e-30, 1.28526e-30, 5.98027e-09, 1.28526e-30, 1.28526e-30, 1.28526e-30
0.449879, 0, 9.05921e-09, 6.42935e-30, 1.41421, -9.05921e-09, 0, 6.42935e-30, 6.42935e-30, 6.42935e-30, 6.42935e-30, 6.42935e-30, 6.42935e-30, 6.42935e-30, 6.42935e-30, 6.42935e-30, 1.10835e-10, 6.42935e-30, 6.42935e-30, 6.42935e-30, 8.94838e-09, 6.42935e-30, 6.42935e-30, 6.42935e-30
0.457764, 0, 1.34447e-08, 3.04888e-29, 1.41421, -1.34447e-08, 0, 3.04888e-29, 3.04888e-29, 3.04888e-29, 3.04888e-29, 3.04888e-29, 3.04888e-29, 3.04888e-29, 3.04888e-29, 3.04888e-29, 1.65101e-10, 3.04888e-29, 3.04888e-29, 3.04888e-29, 1.32796e-08, 3.04888e-29, 3.04888e-29, 3.04888e-29
0.465649, 0, 1.97912e-08, 1.39985e-28, 1.41421, -1.97912e-08, 0, 1.39985e-28, 1.39985e-28, 1.39985e-28, 1.39985e-28, 1.39985e-28, 1.39985e-28, 1.39985e-28, 1.39985e-28, 1.39985e-28, 2.44096e-10, 1.39985e-28, 1.39985e-28, 1.39985e-28, 1.95471e-08, 1.39985e-28, 1.39985e-28, 1.39985e-28
0.473534, 0, 2.88992e-08, 6.16753e-28, 1.41421, -2.88992e-08, 0, 6.16753e-28, 6.16753e-28, 6.16753e-28, 6.16753e-28, 6.16753e-28, 6.16753e-28, 6.16753e-28, 6.16753e-28, 6.16753e-28, 3.58247e-10, 6.16753e-28, 6.16753e-28, 6.16753e-28, 2.8541e-08, 6.16753e-28, 6.16753e-28, 6.16753e-28
0.481418, 0, 4.18633e-08, 2.59519e-27, 1.41421, -4.18633e-08, 0, 2.59519e-27, 2.59519e-27, 2.59519e-27, 2.59519e-27, 2.59519e-27, 2.59519e-27, 2.59519e-27, 2.59519e-27, 2.59519e-27, 5.22015e-10, 2.59519e-27, 2.59519e-27, 2.59519e-27, 4.13413e-08, 2.59519e-27, 2.59519e-27, 2.59519e-27
0.489303, 0, 6.01663e-08, 1.04297e-26, 1.41421, -6.01663e-08, 0, 1.04297e-26, 1.04297e-26, 1.04297e-26, 1.04297e-26, 1.04297e-26, 1.04297e-26, 1.04297e-26, 1.04297e-26, 1.04297e-26, 7.55333e-10, 1.04297e-26, 1.04297e-26, 1.04297e-26, 5.9411e-08, 1.04297e-26, 1.04297e-26, 1.04297e-26
0.497188, 0, 8.58003e-08, 4.00695e-26, 1.41421, -8.58003e-08, 0, 4.00695e-26, 4.00695e-26, 4.00695e-26, 4.00695e-26, 4.00695e-26, 3.00005e-13, 4.00695e-26, 4.00695e-26, 4.00695e-26, 1.08548e-09, 4.00695e-26, 4.00695e-26, 4.00695e-26, 8.47145e-08, 4.00695e-26, 4.00695e-26, 4.00695e-26
0.505073, 0, 1.21418e-07, 1.47395e-25, 1.41421, -1.21418e-07, 0, 1.47395e-25, 1.47395e-25, 1.47395e-25, 1.47395e-25, 1.47395e-25, 1.06459e-12, 1.47395e-25, 1.47395e-25, 1.47395e-25, 1.54955e-09, 1.47395e-25, 1.47395e-25, 1.47395e-25, 1.19867e-07, 1.47395e-25, 1.47395e-25, 1.47395e-25
0.512958, 0, 1.70519e-07, 5.23543e-25, 1.41421, -1.70519e-07, 0, 5.23543e-25, 5.23543e-25, 5.23543e-25, 5.23543e-25, 5.23543e-25, 2.9444e-12, 5.23543e-25, 5.23543e-25, 5.23543e-25, 2.19764e-09, 5.23543e-25, 5.23543e-25, 5.23543e-25, 1.68319e-07, 5.23543e-25, 5.23543e-25, 5.23543e-25
0.520843, 0, 2.3985e-07, 1.91233e-10, 1.41421, -2.3985e-07, 1.91233e-10, 1.91245e-10, 1.03938e-09, 2.14201e-10, 1.92198e-10, 2.04876e-10, 2.12888e-10, 2.07255e-10, 1.92477e-10, 1.18487e-09, 3.28831e-09, 1.95614e-10, 1.91233e-10, 1.91235e-10, 2.3481e-07, 1.91233e-10, 1.91233e-10, 2.11799e-10
0.528728, 0, 3.36495e-07, 6.69847e-10, 1.41421, -3.36495e-07, 6.69847e-10, 6.69889e-10, 3.6618e-09, 7.5087e-10, 6.7325e-10, 7.17972e-10, 7.37852e-10, 7.26365e-10, 6.74235e-10, 4.17503e-09, 5.00739e-09, 6.85302e-10, 6.69847e-10, 6.69854e-10, 3.2531e-07, 6.69847e-10, 6.69847e-10, 7.42395e-10
0.536612, 0, 4.72769e-07, 1.8326e-09, 1.41421, -4.72769e-07, 1.8326e-09, 1.83271e-09, 1.00635e-08, 2.05549e-09, 1.84196e-09, 1.96499e-09, 2.0119e-09, 1.98808e-09, 1.84467e-09, 1.14754e-08, 7.8705e-09, 1.87511e-09, 1.8326e-09, 1.83261e-09, 4.47904e-07, 1.8326e-09, 1.8326e-09, 2.03217e-09
0.544497, 0, 6.68904e-07, 4.5837e-09, 1.41421, -6.68904e-07, 4.5837e-09, 4.58399e-09, 2.52426e-08, 5.14315e-09, 4.6072e-09, 4.916e-09, 5.02287e-09, 4.97395e-09, 4.614e-09, 2.87864e-08, 1.29383e-08, 4.69042e-09, 4.5837e-09, 4.58375e-09, 6.13305e-07, 4.5837e-09, 4.5837e-09, 5.08463e-09
0.552382, 0, 9.60463e-07, 1.09188e-08, 1.41421, -9.60463e-07, 1.09188e-08, 1.09195e-08, 6.02446e-08, 1.22546e-08, 1.09749e-08, 1.17122e-08, 1.19482e-08, 1.18506e-08, 1.09912e-08, 6.87058e-08, 2.24109e-08, 1.11736e-08, 1.09188e-08, 1.09189e-08, 8.36188e-07, 1.09188e-08, 1.09188e-08, 1.21148e-08
0.560267, 0, 1.41295e-06, 2.51189e-08, 1.41421, -1.41295e-06, 2.51189e-08, 2.51205e-08, 1.38784e-07, 2.8197e-08, 2.52481e-08, 2.69472e-08, 2.76013e-08, 2.7266e-08, 2.52856e-08, 1.58282e-07, 4.0835e-08, 2.5706e-08, 2.51189e-08, 2.51191e-08, 1.13723e-06, 2.51189e-08, 2.51189e-08, 2.7875e-08
0.568152, 0, 2.1499e-06, 5.61035e-08, 1.41421, -2.1499e-06, 5.61035e-08, 5.6107e-08, 3.10328e-07, 6.29879e-08, 5.63926e-08, 6.01927e-08, 6.19179e-08, 6.09058e-08, 5.64763e-08, 3.53937e-07, 7.74728e-08, 5.74167e-08, 5.61035e-08, 5.6104e-08, 1.54674e-06, 5.61035e-08, 5.61035e-08, 6.22679e-08
0.576037, 0, 3.41188e-06, 1.22005e-07, 1.41421, -3.41188e-06, 1.22005e-07, 1.22013e-07, 6.7561e-07, 1.36997e-07, 1.22635e-07, 1.3091e-07, 1.39362e-07, 1.32463e-07, 1.22817e-07, 7.70574e-07, 1.50897e-07, 1.24865e-07, 1.22005e-07, 1.22007e-07, 2.11137e-06, 1.22005e-07, 1.22005e-07, 1.35429e-07
0.583922, 0, 5.64134e-06, 2.58189e-07, 1.41421, -5.64134e-06, 2.58189e-07, 2.58205e-07, 1.43104e-06, 2.8995e-07, 2.59523e-07, 2.77054e-07, 2.98259e-07, 2.80344e-07, 2.59909e-07, 1.63223e-06, 2.97031e-07, 2.64247e-07, 2.58189e-07, 2.58191e-07, 2.90519e-06, 2.58189e-07, 2.58189e-07, 2.86628e-07
0.591806, 0, 9.67945e-06, 5.32553e-07, 1.41421, -9.67945e-06, 5.32553e-07, 5.32587e-07, 2.95455e-06, 5.98141e-07, 5.35308e-07, 5.71511e-07, 6.21944e-07, 5.78305e-07, 5.36105e-07, 3.37001e-06, 5.84486e-07, 5.45064e-07, 5.32553e-07, 5.32559e-07, 4.05079e-06, 5.32553e-07, 5.32553e-07, 5.91281e-07
0.599691, 0, 1.7065e-05, 1.07091e-06, 1.41421, -1.7065e-05, 1.07091e-06, 1.07098e-06, 5.94722e-06, 1.20296e-06, 1.07646e-06, 1.14934e-06, 1.26511e-06, 1.16302e-06, 1.07806e-06, 6.7837e-06, 1.13997e-06, 1.0961e-06, 1.07091e-06, 1.07092e-06, 5.7538e-06, 1.07091e-06, 1.07091e-06, 1.18915e-06
0.607576, 0, 3.05566e-05, 2.09992e-06, 1.41421, -3.05566e-05, 2.09992e-06, 2.10005e-06, 1.1674e-05, 2.35919e-06, 2.11081e-06, 2.25392e-06, 2.51272e-06, 2.28077e-06, 2.11396e-06, 1.33164e-05, 2.19127e-06, 2.14937e-06, 2.09992e-06, 2.09994e-06, 8.36109e-06, 2.09992e-06, 2.09992e-06, 2.33207e-06
0.615461, 0, 5.49769e-05, 4.01598e-06, 1.41421, -5.49769e-05, 4.01598e-06, 4.01623e-06, 2.2351e-05, 4.5125e-06, 4.03683e-06, 4.3109e-06, 4.87755e-06, 4.36233e-06, 4.04287e-06, 2.54962e-05, 4.13623e-06, 4.11069e-06, 4.01598e-06, 4.01602e-06, 1.24548e-05, 4.01598e-06, 4.01598e-06, 4.46056e-06
0.623346, 0, 9.85298e-05, 7.49208e-06, 1.41421, -9.85298e-05, 7.49208e-06, 7.49255e-06, 4.17469e-05, 8.4197e-06, 7.53103e-06, 8.04306e-06, 9.25737e-06, 8.13915e-06, 7.54232e-06, 4.7623e-05, 7.6496e-06, 7.66902e-06, 7.49208e-06, 7.49215e-06, 1.89983e-05, 7.49208e-06, 7.49208e-06, 8.32268e-06
0.631231, 0, 0.000174796, 1.36371e-05, 1.41421, -0.000174796, 1.36371e-05, 1.3638e-05, 7.60843e-05, 1.53282e-05, 1.37081e-05, 1.46416e-05, 1.71869e-05, 1.48167e-05, 1.37287e-05, 8.67964e-05, 1.38425e-05, 1.39597e-05, 1.36371e-05, 1.36372e-05, 2.95583e-05, 1.36371e-05, 1.36371e-05, 1.51513e-05
0.639116, 0, 0.000305616, 2.42233e-05, 1.41421, -0.000305616, 2.42233e-05, 2.42248e-05, 0.00013533, 2.7232e-05, 2.43496e-05, 2.60104e-05, 3.1227e-05, 2.63221e-05, 2.43862e-05, 0.000154389, 2.44901e-05, 2.47972e-05, 2.42233e-05, 2.42235e-05, 4.66199e-05, 2.42233e-05, 2.42233e-05, 2.69173e-05
0.647, 0, 0.000525135, 4.19978e-05, 1.41421, -0.000525135, 4.19978e-05, 4.20005e-05, 0.000234971, 4.72235e-05, 4.22173e-05, 4.51017e-05, 5.55505e-05, 4.56431e-05, 4.22808e-05, 0.000268073, 4.23432e-05, 4.29946e-05, 4.19978e-05, 4.19982e-05, 7.40318e-05, 4.19978e-05, 4.19978e-05, 4.6677e-05
0.654885, 0, 0.000885173, 7.10873e-05, 1.41421, -0.000885173, 7.10873e-05, 7.10918e-05, 0.000398337, 7.99493e-05, 7.14595e-05, 7.6351e-05, 9.67999e-05, 7.7269e-05, 7.15673e-05, 0.000454473, 7.15328e-05, 7.27777e-05, 7.10873e-05, 7.1088e-05, 0.000117589, 7.10873e-05, 7.10873e-05, 7.90223e-05
0.66277, 0, 0.00146208, 0.000117496, 1.41421, -0.00146208, 0.000117496, 0.000117503, 0.000659476, 0.000132173, 0.000118112, 0.000126213, 0.000165306, 0.000127734, 0.000118291, 0.000752446, 0.000118069, 0.000120295, 0.000117496, 0.000117497, 0.000185769, 0.000117496, 0.000117496, 0.000130637
0.670655, 0, 0.002365, 0.000189678, 1.41421, -0.002365, 0.000189678, 0.00018969, 0.0010665, 0.000213422, 0.000190675, 0.000203781, 0.000276776, 0.000206241, 0.000190964, 0.00121691, 0.000190413, 0.000194207, 0.000189678, 0.00018968, 0.000290607, 0.000189678, 0.000189678, 0.000210939
0.67854, 0, 0.00374526, 0.00029914, 1.41421, -0.00374526, 0.00029914, 0.000299159, 0.00168518, 0.000336674, 0.000300716, 0.000321434, 0.000454542, 0.000325322, 0.000301173, 0.00192294, 0.00030008, 0.0003063, 0.00029914, 0.000299143, 0.00044866, 0.00029914, 0.00029914, 0.000332749
0.686425, 0, 0.00580613, 0.000461006, 1.41421, -0.00580613, 0.000461006, 0.000461036, 0.00260235, 0.000518994, 0.000463441, 0.000495449, 0.000732478, 0.000501456, 0.000464147, 0.00296967, 0.000462206, 0.000472068, 0.000461006, 0.000461011, 0.000681979, 0.000461006, 0.000461006, 0.00051293
