   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_86.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
7.71095, 22, 14.1562, 14.1333, 4.89898, 7.84376, 0, 14.1333, 14.1338, 14.1557, 14.1333, 14.1333, 14.1333, 14.1333, 14.1333, 14.1333, 14.1333, 14.1333, 14.1333, 14.1333, 14.1333, 14.1333, 14.1333, 14.1333, 14.1333, 14.1333, 14.1333, 14.1333
7.71884, 18, 14.2131, 14.1957, 4.47214, 3.78691, 0, 14.1958, 14.1962, 14.2126, 14.1957, 14.1957, 14.1957, 14.1957, 14.1957, 14.1957, 14.1957, 14.1957, 14.1957, 14.1957, 14.1957, 14.1957, 14.1957, 14.1957, 14.1957, 14.1957, 14.1957, 14.1957
7.72674, 12, 14.2708, 14.2577, 3.74166, -2.27082, 0, 14.2578, 14.2583, 14.2702, 14.2577, 14.2577, 14.2577, 14.2577, 14.2577, 14.2577, 14.2577, 14.2577, 14.2577, 14.2577, 14.2577, 14.2577, 14.2577, 14.2577, 14.2577, 14.2577, 14.2577, 14.2577
7.73463, 20, 14.3294, 14.3196, 4.69042, 5.67058, 0, 14.3196, 14.3202, 14.3288, 14.3196, 14.3196, 14.3196, 14.3196, 14.3196, 14.3196, 14.3196, 14.3196, 14.3196, 14.3196, 14.3196, 14.3196, 14.3196, 14.3196, 14.3196, 14.3196, 14.3196, 14.3196
7.74252, 8, 14.3886, 14.3813, 3.16228, -6.38864, 0, 14.3813, 14.3819, 14.388, 14.3813, 14.3813, 14.3813, 14.3813, 14.3813, 14.3813, 14.3813, 14.3813, 14.3813, 14.3813, 14.3813, 14.3813, 14.3813, 14.3813, 14.3813, 14.3813, 14.3813, 14.3813
7.75042, 18, 14.4481, 14.4426, 4.47214, 3.55187, 0, 14.4426, 14.4432, 14.4474, 14.4426, 14.4426, 14.4426, 14.4426, 14.4426, 14.4426, 14.4426, 14.4426, 14.4426, 14.4426, 14.4426, 14.4426, 14.4426, 14.4426, 14.4426, 14.4426, 14.4426, 14.4426
7.75831, 20, 14.5076, 14.5034, 4.69042, 5.49238, 0, 14.5034, 14.5041, 14.5069, 14.5034, 14.5034, 14.5034, 14.5034, 14.5034, 14.5034, 14.5034, 14.5034, 14.5034, 14.5034, 14.5034, 14.5034, 14.5034, 14.5034, 14.5034, 14.5034, 14.5034, 14.5034
7.7662, 24, 14.567, 14.5637, 5.09902, 9.43297, 0, 14.5637, 14.5645, 14.5662, 14.5637, 14.5637, 14.5637, 14.5637, 14.5637, 14.5637, 14.5637, 14.5637, 14.5637, 14.5637, 14.5637, 14.5637, 14.5637, 14.5637, 14.5637, 14.5637, 14.5638, 14.5637
7.7741, 12, 14.6261, 14.6235, 3.74166, -2.62614, 0, 14.6235, 14.6243, 14.6252, 14.6235, 14.6235, 14.6235, 14.6235, 14.6235, 14.6235, 14.6235, 14.6235, 14.6235, 14.6235, 14.6235, 14.6235, 14.6235, 14.6235, 14.6235, 14.6235, 14.6236, 14.6235
7.78199, 16, 14.6849, 14.6827, 4.24264, 1.3151, 0, 14.6827, 14.6835, 14.6839, 14.6827, 14.6827, 14.6827, 14.6827, 14.6827, 14.6827, 14.6827, 14.6827, 14.6827, 14.6827, 14.6827, 14.6827, 14.6827, 14.6827, 14.6827, 14.6827, 14.6828, 14.6827
7.78988, 12, 14.7431, 14.7411, 3.74166, -2.74309, 0, 14.7411, 14.742, 14.742, 14.7411, 14.7411, 14.7411, 14.7411, 14.7411, 14.7411, 14.7411, 14.7411, 14.7411, 14.7411, 14.7411, 14.7411, 14.7411, 14.7411, 14.7411, 14.7411, 14.7414, 14.7411
7.79778, 22, 14.8007, 14.7988, 4.89898, 7.19934, 0, 14.7988, 14.7997, 14.7994, 14.7988, 14.7988, 14.7988, 14.7988, 14.7988, 14.7988, 14.7988, 14.7988, 14.7988, 14.7988, 14.7988, 14.7988, 14.7988, 14.7988, 14.7988, 14.7988, 14.7992, 14.7988
7.80567, 14, 14.8576, 14.8557, 4, -0.857582, 0, 14.8557, 14.8566, 14.8561, 14.8557, 14.8557, 14.8557, 14.8557, 14.8557, 14.8557, 14.8557, 14.8557, 14.8557, 14.8557, 14.8557, 14.8557, 14.8557, 14.8557, 14.8557, 14.8557, 14.8563, 14.8557
7.81357, 16, 14.9139, 14.9119, 4.24264, 1.08605, 0, 14.9119, 14.9128, 14.9121, 14.9119, 14.9119, 14.9119, 14.9119, 14.9119, 14.9119, 14.9119, 14.9119, 14.9119, 14.9119, 14.9119, 14.9119, 14.9119, 14.9119, 14.9119, 14.9119, 14.9127, 14.9119
7.82146, 26, 14.9696, 14.9672, 5.2915, 11.0304, 0, 14.9672, 14.9681, 14.9674, 14.9672, 14.9672, 14.9672, 14.9672, 14.9672, 14.9672, 14.9672, 14.9672, 14.9672, 14.9672, 14.9672, 14.9672, 14.9672, 14.9672, 14.9672, 14.9672, 14.9685, 14.9672
7.82935, 14, 15.0245, 15.0216, 4, -1.02455, 0, 15.0216, 15.0225, 15.0217, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0235, 15.0216
7.83725, 26, 15.0789, 15.075, 5.2915, 10.9211, 0, 15.0751, 15.0759, 15.0751, 15.075, 15.075, 15.075, 15.075, 15.075, 15.075, 15.075, 15.075, 15.075, 15.075, 15.075, 15.075, 15.075, 15.075, 15.075, 15.075, 15.0778, 15.075
7.84514, 26, 15.1327, 15.1277, 5.2915, 10.8673, 0, 15.1277, 15.1286, 15.1278, 15.1277, 15.1277, 15.1277, 15.1277, 15.1277, 15.1277, 15.1277, 15.1277, 15.1277, 15.1277, 15.1277, 15.1277, 15.1277, 15.1277, 15.1277, 15.1277, 15.1317, 15.1277
7.85303, 32, 15.1862, 15.1795, 5.83095, 16.8138, 0, 15.1795, 15.1804, 15.1795, 15.1795, 15.1795, 15.1795, 15.1795, 15.1795, 15.1795, 15.1795, 15.1795, 15.1795, 15.1795, 15.1795, 15.1795, 15.1795, 15.1795, 15.1795, 15.1795, 15.1852, 15.1795
7.86093, 12, 15.2395, 15.2305, 3.74166, -3.2395, 0, 15.2305, 15.2313, 15.2305, 15.2305, 15.2305, 15.2305, 15.2305, 15.2305, 15.2305, 15.2305, 15.2305, 15.2305, 15.2305, 15.2305, 15.2305, 15.2305, 15.2305, 15.2305, 15.2305, 15.2386, 15.2305
7.86882, 24, 15.2928, 15.2805, 5.09902, 8.70725, 0, 15.2805, 15.2813, 15.2805, 15.2805, 15.2805, 15.2805, 15.2805, 15.2805, 15.2805, 15.2805, 15.2805, 15.2805, 15.2805, 15.2805, 15.2805, 15.2805, 15.2805, 15.2805, 15.2805, 15.2918, 15.2805
7.87672, 18, 15.3463, 15.3297, 4.47214, 2.65375, 0, 15.3297, 15.3305, 15.3297, 15.3297, 15.3297, 15.3297, 15.3297, 15.3297, 15.3297, 15.3297, 15.3297, 15.3297, 15.3297, 15.3297, 15.3297, 15.3297, 15.3297, 15.3297, 15.3297, 15.3454, 15.3297
7.88461, 24, 15.4004, 15.378, 5.09902, 8.59964, 0, 15.378, 15.3787, 15.378, 15.378, 15.378, 15.378, 15.378, 15.378, 15.378, 15.378, 15.378, 15.378, 15.378, 15.378, 15.378, 15.378, 15.378, 15.378, 15.378, 15.3995, 15.378
7.8925, 18, 15.4556, 15.4255, 4.47214, 2.5444, 0, 15.4255, 15.4263, 15.4256, 15.4255, 15.4255, 15.4255, 15.4255, 15.4255, 15.4255, 15.4255, 15.4255, 15.4255, 15.4255, 15.4255, 15.4255, 15.4255, 15.4255, 15.4255, 15.4255, 15.4548, 15.4255
7.9004, 34, 15.5124, 15.4722, 6, 18.4876, 0, 15.4723, 15.473, 15.4723, 15.4722, 15.4722, 15.4722, 15.4722, 15.4722, 15.4722, 15.4722, 15.4722, 15.4722, 15.4722, 15.4722, 15.4722, 15.4722, 15.4722, 15.4722, 15.4722, 15.5116, 15.4722
7.90829, 18, 15.5713, 15.5182, 4.47214, 2.42871, 0, 15.5182, 15.5188, 15.5182, 15.5182, 15.5182, 15.5182, 15.5182, 15.5182, 15.5182, 15.5182, 15.5182, 15.5182, 15.5182, 15.5182, 15.5182, 15.5182, 15.5182, 15.5182, 15.5182, 15.5705, 15.5182
7.91618, 28, 15.6329, 15.5632, 5.47723, 12.3671, 0, 15.5632, 15.5638, 15.5632, 15.5632, 15.5632, 15.5632, 15.5632, 15.5632, 15.5632, 15.5632, 15.5632, 15.5632, 15.5632, 15.5632, 15.5632, 15.5632, 15.5632, 15.5632, 15.5632, 15.6322, 15.5632
7.92408, 14, 15.6981, 15.6073, 4, -1.69811, 0, 15.6073, 15.6079, 15.6074, 15.6073, 15.6073, 15.6073, 15.6073, 15.6073, 15.6073, 15.6073, 15.6073, 15.6073, 15.6073, 15.6073, 15.6073, 15.6073, 15.6073, 15.6073, 15.6073, 15.6974, 15.6073
7.93197, 26, 15.7677, 15.6506, 5.2915, 10.2323, 0, 15.6506, 15.6512, 15.6507, 15.6506, 15.6506, 15.6506, 15.6506, 15.6506, 15.6506, 15.6506, 15.6506, 15.6506, 15.6506, 15.6506, 15.6506, 15.6506, 15.6506, 15.6506, 15.6506, 15.7671, 15.6506
7.93987, 24, 15.8429, 15.6932, 5.09902, 8.15711, 0, 15.6932, 15.6937, 15.6933, 15.6932, 15.6932, 15.6932, 15.6932, 15.6932, 15.6932, 15.6932, 15.6932, 15.6932, 15.6932, 15.6932, 15.6932, 15.6932, 15.6932, 15.6932, 15.6932, 15.8422, 15.6932
7.94776, 24, 15.9245, 15.7349, 5.09902, 8.07554, 0, 15.7349, 15.7354, 15.735, 15.7349, 15.7349, 15.7349, 15.7349, 15.7349, 15.7349, 15.7349, 15.7349, 15.7349, 15.7349, 15.7349, 15.7349, 15.7349, 15.7349, 15.7349, 15.7349, 15.9238, 15.7349
7.95565, 16, 16.0135, 15.7758, 4.24264, -0.0135288, 0, 15.7758, 15.7762, 15.776, 15.7758, 15.7758, 15.7758, 15.7758, 15.7758, 15.7758, 15.7758, 15.7758, 15.7758, 15.7758, 15.7758, 15.7758, 15.7758, 15.7758, 15.7758, 15.7758, 16.0128, 15.7758
7.96355, 20, 16.111, 15.8157, 4.69042, 3.88899, 0, 15.8157, 15.8161, 15.8159, 15.8157, 15.8157, 15.8157, 15.8157, 15.8157, 15.8157, 15.8157, 15.8157, 15.8157, 15.8157, 15.8157, 15.8157, 15.8157, 15.8157, 15.8157, 15.8157, 16.1102, 15.8157
7.97144, 20, 16.218, 15.8546, 4.69042, 3.78202, 0, 15.8546, 15.855, 15.855, 15.8546, 15.8546, 15.8546, 15.8546, 15.8546, 15.8546, 15.8546, 15.8546, 15.8546, 15.8546, 15.8546, 15.8546, 15.8546, 15.8546, 15.8546, 15.8546, 16.2171, 15.8546
7.97933, 22, 16.3354, 15.8926, 4.89898, 5.66459, 0, 15.8927, 15.893, 15.8932, 15.8926, 15.8926, 15.8926, 15.8926, 15.8926, 15.8926, 15.8926, 15.8926, 15.8926, 15.8926, 15.8926, 15.8926, 15.8926, 15.8926, 15.8926, 15.8926, 16.3344, 15.8926
7.98723, 30, 16.4642, 15.9299, 5.65685, 13.5358, 0, 15.9299, 15.9303, 15.9307, 15.9299, 15.9299, 15.9299, 15.9299, 15.9299, 15.9299, 15.9299, 15.9299, 15.9299, 15.9299, 15.9299, 15.9299, 15.9299, 15.9299, 15.9299, 15.9299, 16.463, 15.9299
7.99512, 32, 16.6049, 15.9662, 5.83095, 15.3951, 0, 15.9663, 15.9666, 15.9673, 15.9662, 15.9662, 15.9662, 15.9662, 15.9662, 15.9662, 15.9662, 15.9662, 15.9662, 15.9662, 15.9662, 15.9662, 15.9662, 15.9662, 15.9662, 15.9662, 16.6034, 15.9662
8.00302, 26, 16.7577, 16.0017, 5.2915, 9.24228, 0, 16.0017, 16.002, 16.0032, 16.0017, 16.0017, 16.0017, 16.0017, 16.0017, 16.0017, 16.0017, 16.0017, 16.0017, 16.0017, 16.0017, 16.0017, 16.0017, 16.0017, 16.0017, 16.0017, 16.7559, 16.0017
8.01091, 20, 16.9225, 16.0361, 4.69042, 3.07747, 0, 16.0361, 16.0364, 16.0381, 16.0361, 16.0361, 16.0361, 16.0361, 16.0361, 16.0361, 16.0361, 16.0361, 16.0361, 16.0361, 16.0361, 16.0361, 16.0361, 16.0361, 16.0361, 16.0361, 16.9202, 16.0361
8.0188, 32, 17.0989, 16.0695, 5.83095, 14.9011, 0, 16.0695, 16.0698, 16.0722, 16.0695, 16.0695, 16.0695, 16.0695, 16.0695, 16.0695, 16.0695, 16.0695, 16.0695, 16.0695, 16.0695, 16.0695, 16.0695, 16.0695, 16.0695, 16.0695, 17.0958, 16.0695
8.0267, 34, 17.2858, 16.1018, 6, 16.7142, 0, 16.1018, 16.1021, 16.1053, 16.1018, 16.1018, 16.1018, 16.1018, 16.1018, 16.1018, 16.1018, 16.1018, 16.1018, 16.1018, 16.1018, 16.1018, 16.1018, 16.1018, 16.1018, 16.1018, 17.2819, 16.1018
8.03459, 20, 17.4819, 16.133, 4.69042, 2.5181, 0, 16.133, 16.1333, 16.1377, 16.133, 16.133, 16.133, 16.133, 16.133, 16.133, 16.133, 16.133, 16.133, 16.133, 16.133, 16.133, 16.133, 16.133, 16.133, 16.133, 17.4768, 16.133
8.04248, 28, 17.6855, 16.1633, 5.47723, 10.3145, 0, 16.1633, 16.1636, 16.1695, 16.1633, 16.1633, 16.1633, 16.1633, 16.1633, 16.1633, 16.1633, 16.1633, 16.1633, 16.1633, 16.1633, 16.1633, 16.1633, 16.1633, 16.1633, 16.1633, 17.6789, 16.1633
8.05038, 22, 17.8937, 16.1921, 4.89898, 4.10633, 0, 16.1921, 16.1924, 16.2002, 16.1921, 16.1921, 16.1921, 16.1921, 16.1921, 16.1921, 16.1921, 16.1921, 16.1921, 16.1921, 16.1921, 16.1921, 16.1921, 16.1921, 16.1921, 16.1921, 17.8853, 16.1921
8.05827, 20, 18.1035, 16.2194, 4.69042, 1.89648, 0, 16.2194, 16.2197, 16.2298, 16.2194, 16.2194, 16.2194, 16.2194, 16.2194, 16.2194, 16.2194, 16.2194, 16.2194, 16.2194, 16.2194, 16.2194, 16.2194, 16.2194, 16.2194, 16.2194, 18.0928, 16.2194
8.06617, 24, 18.312, 16.2453, 5.09902, 5.68802, 0, 16.2453, 16.2456, 16.2586, 16.2453, 16.2453, 16.2453, 16.2453, 16.2453, 16.2453, 16.2453, 16.2453, 16.2453, 16.2453, 16.2453, 16.2453, 16.2453, 16.2453, 16.2453, 16.2453, 18.2984, 16.2453
8.07406, 20, 18.5156, 16.2699, 4.69042, 1.48438, 0, 16.2699, 16.2702, 16.2866, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 18.4986, 16.2699
8.08195, 28, 18.7106, 16.293, 5.47723, 9.2894, 0, 16.2931, 16.2933, 16.314, 16.293, 16.293, 16.293, 16.293, 16.293, 16.293, 16.293, 16.293, 16.293, 16.293, 16.293, 16.293, 16.293, 16.293, 16.293, 16.293, 18.6894, 16.293
8.08985, 18, 18.8932, 16.3148, 4.47214, -0.893204, 0, 16.3148, 16.3151, 16.3407, 16.3148, 16.3148, 16.3148, 16.3148, 16.3148, 16.3148, 16.3148, 16.3148, 16.3148, 16.3148, 16.3148, 16.3148, 16.3148, 16.3148, 16.3148, 16.3148, 18.867, 16.3148
8.09774, 16, 19.0593, 16.3346, 4.24264, -3.05926, 0, 16.3346, 16.3349, 16.3664, 16.3346, 16.3346, 16.3346, 16.3346, 16.3346, 16.3346, 16.3346, 16.3346, 16.3346, 16.3346, 16.3346, 16.3346, 16.3346, 16.3346, 16.3346, 16.3346, 19.0271, 16.3346
8.10563, 20, 19.2052, 16.3524, 4.69042, 0.794819, 0, 16.3524, 16.3527, 16.3911, 16.3524, 16.3524, 16.3524, 16.3524, 16.3524, 16.3524, 16.3524, 16.3524, 16.3524, 16.3524, 16.3524, 16.3524, 16.3524, 16.3524, 16.3524, 16.3524, 19.1662, 16.3524
8.11353, 24, 19.3282, 16.3684, 5.09902, 4.67183, 0, 16.3685, 16.3687, 16.415, 16.3684, 16.3684, 16.3684, 16.3684, 16.3684, 16.3684, 16.3684, 16.3684, 16.3684, 16.3684, 16.3684, 16.3684, 16.3684, 16.3685, 16.3684, 16.3684, 19.2813, 16.3684
8.12142, 16, 19.426, 16.3831, 4.24264, -3.42603, 0, 16.3832, 16.3834, 16.4387, 16.3831, 16.3831, 16.3831, 16.3831, 16.3831, 16.3831, 16.3831, 16.3831, 16.3831, 16.3831, 16.3831, 16.3831, 16.3831, 16.3831, 16.3831, 16.3831, 19.3702, 16.3831
8.12932, 30, 19.497, 16.3967, 5.65685, 10.503, 0, 16.3967, 16.397, 16.4624, 16.3967, 16.3967, 16.3967, 16.3967, 16.3967, 16.3967, 16.3967, 16.3967, 16.3967, 16.3967, 16.3967, 16.3967, 16.3967, 16.3967, 16.3967, 16.3967, 19.4311, 16.3967
8.13721, 18, 19.5397, 16.4089, 4.47214, -1.53965, 0, 16.4089, 16.4092, 16.4857, 16.4089, 16.4089, 16.4089, 16.4089, 16.4089, 16.4089, 16.4089, 16.4089, 16.4089, 16.4089, 16.4089, 16.4089, 16.4089, 16.4089, 16.4089, 16.4089, 19.4625, 16.4089
8.1451, 16, 19.5531, 16.4195, 4.24264, -3.55309, 0, 16.4195, 16.4198, 16.5085, 16.4195, 16.4195, 16.4195, 16.4195, 16.4195, 16.4195, 16.4195, 16.4195, 16.4195, 16.4195, 16.4195, 16.4195, 16.4195, 16.4195, 16.4195, 16.4195, 19.4638, 16.4195
8.153, 8, 19.5377, 16.4285, 3.16228, -11.5377, 0, 16.4285, 16.4288, 16.5307, 16.4285, 16.4285, 16.4285, 16.4285, 16.4285, 16.4285, 16.4285, 16.4285, 16.4285, 16.4285, 16.4285, 16.4285, 16.4285, 16.4285, 16.4285, 16.4285, 19.4352, 16.4285
8.16089, 12, 19.4943, 16.436, 3.74166, -7.49434, 0, 16.436, 16.4363, 16.5522, 16.436, 16.436, 16.436, 16.436, 16.436, 16.436, 16.436, 16.436, 16.436, 16.436, 16.436, 16.436, 16.436, 16.436, 16.436, 16.436, 19.3778, 16.436
8.16878, 24, 19.425, 16.4421, 5.09902, 4.57499, 0, 16.4421, 16.4424, 16.573, 16.4421, 16.4421, 16.4421, 16.4421, 16.4421, 16.4421, 16.4421, 16.4421, 16.4421, 16.4421, 16.4421, 16.4421, 16.4421, 16.4421, 16.4421, 16.4421, 19.2938, 16.4421
8.17668, 28, 19.3323, 16.4473, 5.47723, 8.66769, 0, 16.4473, 16.4476, 16.5933, 16.4473, 16.4473, 16.4473, 16.4473, 16.4473, 16.4473, 16.4473, 16.4473, 16.4473, 16.4473, 16.4473, 16.4473, 16.4473, 16.4473, 16.4473, 16.4473, 19.1859, 16.4473
8.18457, 22, 19.2194, 16.4519, 4.89898, 2.78061, 0, 16.4519, 16.4522, 16.6133, 16.4519, 16.4519, 16.4519, 16.4519, 16.4519, 16.4519, 16.4519, 16.4519, 16.4519, 16.4519, 16.4519, 16.4519, 16.4519, 16.4519, 16.4519, 16.4519, 19.0576, 16.4519
8.19246, 24, 19.0892, 16.4557, 5.09902, 4.91085, 0, 16.4557, 16.456, 16.6325, 16.4557, 16.4557, 16.4557, 16.4557, 16.4557, 16.4557, 16.4557, 16.4557, 16.4557, 16.4557, 16.4557, 16.4557, 16.4557, 16.4557, 16.4557, 16.4557, 18.912, 16.4557
8.20036, 24, 18.9449, 16.4586, 5.09902, 5.05513, 0, 16.4586, 16.4589, 16.6504, 16.4586, 16.4586, 16.4586, 16.4586, 16.4586, 16.4586, 16.4586, 16.4586, 16.4586, 16.4586, 16.4586, 16.4586, 16.4586, 16.4586, 16.4586, 16.4586, 18.7527, 16.4586
8.20825, 14, 18.7897, 16.4603, 4, -4.78974, 0, 16.4603, 16.4606, 16.6665, 16.4603, 16.4603, 16.4603, 16.4603, 16.4603, 16.4603, 16.4603, 16.4603, 16.4603, 16.4603, 16.4603, 16.4603, 16.4603, 16.4603, 16.4603, 16.4603, 18.5832, 16.4603
8.21615, 32, 18.6272, 16.4609, 5.83095, 13.3728, 0, 16.4609, 16.4612, 16.6804, 16.4609, 16.4609, 16.4609, 16.4609, 16.4609, 16.4609, 16.4609, 16.4609, 16.4609, 16.4609, 16.4609, 16.4609, 16.4609, 16.4609, 16.4609, 16.4609, 18.4073, 16.4609
8.22404, 32, 18.4607, 16.4606, 5.83095, 13.5393, 0, 16.4606, 16.4609, 16.6921, 16.4606, 16.4606, 16.4606, 16.4606, 16.4606, 16.4606, 16.4606, 16.4606, 16.4606, 16.4606, 16.4606, 16.4606, 16.4606, 16.4606, 16.4606, 16.4606, 18.2288, 16.4606
8.23193, 18, 18.2938, 16.4599, 4.47214, -0.293818, 0, 16.4599, 16.4602, 16.7018, 16.4599, 16.4599, 16.4599, 16.4599, 16.4599, 16.4599, 16.4599, 16.4599, 16.4599, 16.4599, 16.4599, 16.4599, 16.4599, 16.4599, 16.4599, 16.4599, 18.0514, 16.4599
8.23983, 20, 18.1289, 16.4585, 4.69042, 1.87105, 0, 16.4585, 16.4589, 16.709, 16.4585, 16.4585, 16.4585, 16.4585, 16.4585, 16.4585, 16.4585, 16.4585, 16.4585, 16.4585, 16.4585, 16.4585, 16.4585, 16.4585, 16.4585, 16.4585, 17.878, 16.4585
8.24772, 14, 17.9683, 16.4563, 4, -3.96827, 0, 16.4563, 16.4567, 16.7133, 16.4563, 16.4563, 16.4563, 16.4563, 16.4563, 16.4563, 16.4563, 16.4563, 16.4563, 16.4563, 16.4563, 16.4563, 16.4563, 16.4563, 16.4563, 16.4563, 17.7108, 16.4563
8.25561, 18, 17.8133, 16.4531, 4.47214, 0.186663, 0, 16.4531, 16.4536, 16.7143, 16.4531, 16.4531, 16.4531, 16.4531, 16.4531, 16.4531, 16.4531, 16.4531, 16.4531, 16.4531, 16.4531, 16.4531, 16.4531, 16.4531, 16.4531, 16.4531, 17.5516, 16.4531
8.26351, 24, 17.6656, 16.4487, 5.09902, 6.33442, 0, 16.4487, 16.4493, 16.7117, 16.4487, 16.4487, 16.4487, 16.4487, 16.4487, 16.4487, 16.4487, 16.4487, 16.4487, 16.4487, 16.4487, 16.4487, 16.4487, 16.4487, 16.4487, 16.4487, 17.4019, 16.4487
8.2714, 16, 17.5263, 16.4435, 4.24264, -1.52627, 0, 16.4435, 16.4442, 16.7059, 16.4435, 16.4435, 16.4435, 16.4435, 16.4435, 16.4435, 16.4435, 16.4435, 16.4435, 16.4435, 16.4435, 16.4435, 16.4435, 16.4435, 16.4435, 16.4435, 17.2631, 16.4435
8.2793, 26, 17.3966, 16.4378, 5.2915, 8.60345, 0, 16.4379, 16.4387, 16.6973, 16.4378, 16.4378, 16.4378, 16.4378, 16.4378, 16.4378, 16.4378, 16.4378, 16.4378, 16.4378, 16.4378, 16.4378, 16.4378, 16.4378, 16.4378, 16.4378, 17.1362, 16.4378
8.28719, 32, 17.2765, 16.4316, 5.83095, 14.7235, 0, 16.4316, 16.4327, 16.6857, 16.4316, 16.4316, 16.4316, 16.4316, 16.4316, 16.4316, 16.4316, 16.4316, 16.4316, 16.4316, 16.4316, 16.4316, 16.4316, 16.4316, 16.4316, 16.4316, 17.0213, 16.4316
8.29508, 24, 17.1662, 16.4246, 5.09902, 6.83384, 0, 16.4246, 16.4261, 16.6713, 16.4246, 16.4246, 16.4246, 16.4246, 16.4246, 16.4246, 16.4246, 16.4246, 16.4246, 16.4246, 16.4246, 16.4246, 16.4246, 16.4246, 16.4246, 16.4246, 16.918, 16.4246
8.30298, 26, 17.065, 16.4166, 5.2915, 8.93503, 0, 16.4166, 16.4186, 16.6538, 16.4166, 16.4166, 16.4166, 16.4166, 16.4166, 16.4166, 16.4166, 16.4166, 16.4166, 16.4166, 16.4166, 16.4166, 16.4166, 16.4166, 16.4166, 16.4166, 16.8257, 16.4166
8.31087, 32, 16.9725, 16.4075, 5.83095, 15.0275, 0, 16.4075, 16.4102, 16.6336, 16.4075, 16.4075, 16.4075, 16.4075, 16.4075, 16.4075, 16.4075, 16.4075, 16.4075, 16.4075, 16.4075, 16.4075, 16.4075, 16.4075, 16.4075, 16.4075, 16.7437, 16.4075
8.31876, 16, 16.8884, 16.3974, 4.24264, -0.888357, 0, 16.3974, 16.4011, 16.6109, 16.3974, 16.3974, 16.3974, 16.3974, 16.3974, 16.3974, 16.3974, 16.3974, 16.3974, 16.3974, 16.3974, 16.3974, 16.3974, 16.3974, 16.3974, 16.3974, 16.6711, 16.3974
8.32666, 18, 16.8119, 16.386, 4.47214, 1.18815, 0, 16.386, 16.3911, 16.5858, 16.386, 16.386, 16.386, 16.386, 16.386, 16.386, 16.386, 16.386, 16.386, 16.386, 16.386, 16.386, 16.386, 16.386, 16.386, 16.386, 16.6069, 16.386
8.33455, 20, 16.7425, 16.3735, 4.69042, 3.25753, 0, 16.3735, 16.3805, 16.5588, 16.3735, 16.3735, 16.3735, 16.3735, 16.3735, 16.3735, 16.3735, 16.3735, 16.3735, 16.3735, 16.3735, 16.3735, 16.3735, 16.3735, 16.3735, 16.3735, 16.5502, 16.3735
8.34245, 18, 16.6797, 16.3598, 4.47214, 1.3203, 0, 16.3598, 16.3693, 16.5301, 16.3598, 16.3598, 16.3598, 16.3598, 16.3598, 16.3598, 16.3598, 16.3598, 16.3598, 16.3598, 16.3598, 16.3598, 16.3598, 16.3598, 16.3598, 16.3598, 16.4999, 16.3598
8.35034, 32, 16.6232, 16.3451, 5.83095, 15.3768, 0, 16.3451, 16.3581, 16.5002, 16.3451, 16.3451, 16.3451, 16.3451, 16.3451, 16.3451, 16.3451, 16.3451, 16.3451, 16.3451, 16.3451, 16.3451, 16.3451, 16.3451, 16.3451, 16.3451, 16.4551, 16.3451
8.35823, 22, 16.5721, 16.3288, 4.89898, 5.42793, 0, 16.3289, 16.3464, 16.4688, 16.3288, 16.3288, 16.3288, 16.3288, 16.3288, 16.3288, 16.3288, 16.3288, 16.3288, 16.3288, 16.3288, 16.3288, 16.3288, 16.3288, 16.3288, 16.3288, 16.4145, 16.3288
8.36613, 22, 16.5258, 16.3108, 4.89898, 5.47422, 0, 16.3108, 16.3344, 16.436, 16.3108, 16.3108, 16.3108, 16.3108, 16.3108, 16.3108, 16.3108, 16.3108, 16.3108, 16.3108, 16.3108, 16.3108, 16.3108, 16.3108, 16.3108, 16.3108, 16.3769, 16.3108
8.37402, 14, 16.4844, 16.2912, 4, -2.48436, 0, 16.2912, 16.3228, 16.4022, 16.2912, 16.2912, 16.2912, 16.2912, 16.2912, 16.2912, 16.2912, 16.2912, 16.2912, 16.2912, 16.2912, 16.2912, 16.2912, 16.2912, 16.2912, 16.2912, 16.3418, 16.2912
8.38191, 18, 16.4481, 16.2704, 4.47214, 1.55194, 0, 16.2704, 16.3122, 16.3679, 16.2704, 16.2704, 16.2704, 16.2704, 16.2704, 16.2704, 16.2704, 16.2704, 16.2704, 16.2704, 16.2704, 16.2704, 16.2704, 16.2704, 16.2704, 16.2704, 16.3087, 16.2704
