   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_86.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
13.6391, 4, 1.5319, 1.44259, 2.44949, 2.4681, 0, 1.45186, 1.44259, 1.44259, 1.44259, 1.44259, 1.44259, 1.44259, 1.44259, 1.44259, 1.44259, 1.44259, 1.44259, 1.44259, 1.44259, 1.44259, 1.44259, 1.44259, 1.44259, 1.44259, 1.52263, 1.44259
13.647, 0, 1.52185, 1.44505, 1.41421, -1.52185, 0, 1.453, 1.44505, 1.44505, 1.44505, 1.44505, 1.44505, 1.44505, 1.44505, 1.44505, 1.44505, 1.44505, 1.44505, 1.44505, 1.44505, 1.44505, 1.44505, 1.44505, 1.44505, 1.44505, 1.5139, 1.44505
13.6549, 4, 1.50683, 1.4412, 2.44949, 2.49317, 0, 1.44798, 1.4412, 1.4412, 1.4412, 1.4412, 1.4412, 1.4412, 1.4412, 1.4412, 1.4412, 1.4412, 1.4412, 1.4412, 1.4412, 1.4412, 1.4412, 1.4412, 1.4412, 1.4412, 1.50004, 1.4412
13.6628, 0, 1.48993, 1.43419, 1.41421, -1.48993, 0, 1.43995, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.43419, 1.4342, 1.43419, 1.43419, 1.48417, 1.43419
13.6707, 4, 1.47424, 1.42721, 2.44949, 2.52576, 0, 1.43207, 1.42721, 1.42721, 1.42721, 1.42721, 1.42721, 1.42721, 1.42721, 1.42721, 1.42721, 1.42721, 1.42721, 1.42721, 1.42721, 1.42721, 1.42721, 1.42721, 1.42721, 1.42721, 1.46937, 1.42721
13.6786, 4, 1.47535, 1.43592, 2.44949, 2.52465, 0, 1.44, 1.43592, 1.43592, 1.43592, 1.43592, 1.43592, 1.43592, 1.43592, 1.43592, 1.43592, 1.43592, 1.43592, 1.43592, 1.43592, 1.43592, 1.43592, 1.43592, 1.43592, 1.43592, 1.47127, 1.43592
13.6865, 6, 1.47099, 1.43814, 2.82843, 4.52901, 0, 1.44155, 1.43814, 1.43814, 1.43814, 1.43814, 1.43814, 1.43814, 1.43814, 1.43814, 1.43814, 1.43814, 1.43814, 1.43814, 1.43814, 1.43814, 1.43814, 1.43814, 1.43814, 1.43814, 1.46758, 1.43814
13.6944, 4, 1.46166, 1.43446, 2.44949, 2.53834, 0, 1.4373, 1.43446, 1.43446, 1.43446, 1.43446, 1.43446, 1.43446, 1.43446, 1.43446, 1.43446, 1.43446, 1.43446, 1.43446, 1.43446, 1.43446, 1.43446, 1.43447, 1.43446, 1.43446, 1.45883, 1.43446
13.7023, 0, 1.45022, 1.42785, 1.41421, -1.45022, 0, 1.43019, 1.42785, 1.42785, 1.42785, 1.42785, 1.42785, 1.42785, 1.42785, 1.42785, 1.42785, 1.42785, 1.42785, 1.42785, 1.42785, 1.42785, 1.42785, 1.42785, 1.42785, 1.42785, 1.44789, 1.42785
13.7102, 12, 1.43954, 1.42125, 3.74166, 10.5605, 0, 1.42317, 1.42125, 1.42125, 1.42125, 1.42125, 1.42125, 1.42125, 1.42125, 1.42125, 1.42125, 1.42125, 1.42125, 1.42125, 1.42125, 1.42125, 1.42125, 1.42125, 1.42125, 1.42125, 1.43762, 1.42125
13.7181, 6, 1.44401, 1.42915, 2.82843, 4.55599, 0, 1.43071, 1.42915, 1.42915, 1.42915, 1.42915, 1.42915, 1.42915, 1.42915, 1.42915, 1.42915, 1.42915, 1.42915, 1.42915, 1.42915, 1.42915, 1.42915, 1.42915, 1.42915, 1.42915, 1.44244, 1.42915
13.726, 4, 1.44301, 1.43101, 2.44949, 2.55699, 0, 1.43228, 1.43101, 1.43101, 1.43101, 1.43101, 1.43101, 1.43101, 1.43101, 1.43101, 1.43101, 1.43101, 1.43101, 1.43101, 1.43101, 1.43101, 1.43101, 1.43101, 1.43101, 1.43101, 1.44173, 1.43101
13.7339, 6, 1.43703, 1.4274, 2.82843, 4.56297, 0, 1.42842, 1.4274, 1.4274, 1.4274, 1.4274, 1.4274, 1.4274, 1.4274, 1.4274, 1.4274, 1.4274, 1.4274, 1.4274, 1.4274, 1.4274, 1.4274, 1.4274, 1.4274, 1.4274, 1.436, 1.4274
13.7417, 2, 1.42875, 1.42106, 2, 0.571255, 0, 1.42188, 1.42106, 1.42106, 1.42106, 1.42106, 1.42106, 1.42106, 1.42106, 1.42106, 1.42106, 1.42106, 1.42106, 1.42106, 1.42106, 1.42106, 1.42106, 1.42106, 1.42106, 1.42106, 1.42792, 1.42106
13.7496, 2, 1.42084, 1.41474, 2, 0.579162, 0, 1.41539, 1.41474, 1.41474, 1.41474, 1.41474, 1.41474, 1.41474, 1.41474, 1.41474, 1.41474, 1.41474, 1.41474, 1.41474, 1.41474, 1.41474, 1.41474, 1.41474, 1.41474, 1.41474, 1.42018, 1.41474
13.7575, 8, 1.42678, 1.42196, 3.16228, 6.57322, 0, 1.42248, 1.42196, 1.42196, 1.42196, 1.42196, 1.42196, 1.42196, 1.42196, 1.42196, 1.42196, 1.42196, 1.42196, 1.42196, 1.42196, 1.42196, 1.42196, 1.42196, 1.42196, 1.42196, 1.42626, 1.42196
13.7654, 4, 1.42738, 1.42359, 2.44949, 2.57262, 0, 1.42399, 1.42359, 1.42359, 1.42359, 1.42359, 1.42359, 1.42359, 1.42359, 1.42359, 1.42359, 1.42359, 1.42359, 1.42359, 1.42359, 1.42359, 1.42359, 1.42359, 1.42359, 1.42359, 1.42697, 1.42359
13.7733, 2, 1.42312, 1.42015, 2, 0.576876, 0, 1.42047, 1.42015, 1.42015, 1.42015, 1.42015, 1.42015, 1.42015, 1.42015, 1.42015, 1.42015, 1.42015, 1.42015, 1.42015, 1.42015, 1.42015, 1.42015, 1.42015, 1.42015, 1.42015, 1.4228, 1.42015
13.7812, 2, 1.41653, 1.41419, 2, 0.583471, 0, 1.41444, 1.41419, 1.41419, 1.41419, 1.41419, 1.41419, 1.41419, 1.41419, 1.41419, 1.41419, 1.41419, 1.41419, 1.41419, 1.41419, 1.41419, 1.41419, 1.41419, 1.41419, 1.41419, 1.41628, 1.41419
13.7891, 6, 1.41009, 1.40824, 2.82843, 4.58991, 0, 1.40844, 1.40824, 1.40824, 1.40824, 1.40824, 1.40824, 1.40824, 1.40824, 1.40824, 1.40824, 1.40824, 1.40824, 1.40824, 1.40824, 1.40824, 1.40824, 1.40825, 1.40824, 1.40824, 1.4099, 1.40824
13.797, 8, 1.41614, 1.41466, 3.16228, 6.58386, 0, 1.41481, 1.41466, 1.41466, 1.41466, 1.41466, 1.41466, 1.41466, 1.41466, 1.41466, 1.41466, 1.41466, 1.41466, 1.41466, 1.41466, 1.41466, 1.41466, 1.41466, 1.41466, 1.41466, 1.416, 1.41466
13.8049, 6, 1.41714, 1.41592, 2.82843, 4.58286, 0, 1.41604, 1.41592, 1.41592, 1.41592, 1.41592, 1.41592, 1.41592, 1.41592, 1.41592, 1.41592, 1.41592, 1.41592, 1.41592, 1.41592, 1.41592, 1.41592, 1.41593, 1.41592, 1.41592, 1.41703, 1.41592
13.8128, 2, 1.41358, 1.41254, 2, 0.586423, 0, 1.41263, 1.41254, 1.41254, 1.41254, 1.41254, 1.41254, 1.41254, 1.41254, 1.41254, 1.41254, 1.41254, 1.41254, 1.41254, 1.41254, 1.41254, 1.41254, 1.41254, 1.41254, 1.41254, 1.41349, 1.41254
13.8207, 0, 1.40777, 1.40684, 1.41421, -1.40777, 0, 1.40691, 1.40684, 1.40684, 1.40684, 1.40684, 1.40684, 1.40684, 1.40684, 1.40684, 1.40684, 1.40684, 1.40684, 1.40684, 1.40684, 1.40684, 1.40684, 1.40684, 1.40684, 1.40684, 1.40771, 1.40684
13.8286, 8, 1.40205, 1.40116, 3.16228, 6.59795, 0, 1.4012, 1.40116, 1.40116, 1.40116, 1.40116, 1.40116, 1.40116, 1.40116, 1.40116, 1.40116, 1.40116, 1.40116, 1.40116, 1.40116, 1.40116, 1.40116, 1.40116, 1.40116, 1.40116, 1.402, 1.40116
13.8365, 0, 1.4076, 1.4067, 1.41421, -1.4076, 0, 1.40673, 1.4067, 1.4067, 1.4067, 1.4067, 1.4067, 1.4067, 1.4067, 1.4067, 1.4067, 1.4067, 1.4067, 1.4067, 1.4067, 1.4067, 1.4067, 1.4067, 1.4067, 1.4067, 1.40757, 1.4067
13.8444, 4, 1.40866, 1.40768, 2.44949, 2.59134, 0, 1.40771, 1.40768, 1.40768, 1.40768, 1.40768, 1.40768, 1.40768, 1.40768, 1.40768, 1.40768, 1.40768, 1.40768, 1.40768, 1.40768, 1.40768, 1.40768, 1.40768, 1.40768, 1.40768, 1.40863, 1.40768
13.8523, 2, 1.40563, 1.40452, 2, 0.594374, 0, 1.40454, 1.40452, 1.40452, 1.40452, 1.40452, 1.40452, 1.40452, 1.40452, 1.40452, 1.40452, 1.40452, 1.40452, 1.40452, 1.40452, 1.40452, 1.40452, 1.40453, 1.40452, 1.40452, 1.40561, 1.40452
13.8602, 4, 1.40058, 1.3993, 2.44949, 2.59942, 0, 1.39931, 1.3993, 1.3993, 1.3993, 1.3993, 1.3993, 1.3993, 1.3993, 1.3993, 1.3993, 1.3993, 1.3993, 1.3993, 1.3993, 1.3993, 1.3993, 1.3993, 1.3993, 1.3993, 1.40057, 1.3993
13.8681, 2, 1.39561, 1.39409, 2, 0.604395, 0, 1.3941, 1.39409, 1.39409, 1.39409, 1.39409, 1.39409, 1.39409, 1.39409, 1.39409, 1.39409, 1.39409, 1.39409, 1.39409, 1.39409, 1.39409, 1.39409, 1.39409, 1.39409, 1.39409, 1.39559, 1.39409
13.8759, 2, 1.40032, 1.39851, 2, 0.599681, 0, 1.39851, 1.39851, 1.39851, 1.39851, 1.39851, 1.39851, 1.39851, 1.39851, 1.39851, 1.39851, 1.39851, 1.39851, 1.39851, 1.39851, 1.39851, 1.39851, 1.39851, 1.39851, 1.39851, 1.40031, 1.39851
13.8838, 6, 1.40121, 1.39904, 2.82843, 4.59879, 0, 1.39905, 1.39904, 1.39904, 1.39904, 1.39904, 1.39904, 1.39904, 1.39904, 1.39904, 1.39904, 1.39904, 1.39904, 1.39904, 1.39904, 1.39904, 1.39904, 1.39904, 1.39904, 1.39904, 1.4012, 1.39904
13.8917, 0, 1.39861, 1.39602, 1.41421, -1.39861, 0, 1.39602, 1.39602, 1.39602, 1.39602, 1.39602, 1.39602, 1.39602, 1.39602, 1.39602, 1.39602, 1.39602, 1.39602, 1.39602, 1.39602, 1.39602, 1.39602, 1.39602, 1.39602, 1.39602, 1.39861, 1.39602
13.8996, 0, 1.39432, 1.39122, 1.41421, -1.39432, 0, 1.39122, 1.39122, 1.39122, 1.39122, 1.39122, 1.39122, 1.39122, 1.39122, 1.39122, 1.39122, 1.39122, 1.39122, 1.39122, 1.39122, 1.39122, 1.39122, 1.39122, 1.39122, 1.39122, 1.39432, 1.39122
13.9075, 4, 1.39011, 1.38643, 2.44949, 2.60989, 0, 1.38644, 1.38643, 1.38643, 1.38643, 1.38643, 1.38643, 1.38643, 1.38643, 1.38643, 1.38643, 1.38643, 1.38643, 1.38643, 1.38643, 1.38643, 1.38643, 1.38644, 1.38643, 1.38643, 1.39011, 1.38643
13.9154, 0, 1.39415, 1.3898, 1.41421, -1.39415, 0, 1.3898, 1.3898, 1.3898, 1.3898, 1.3898, 1.3898, 1.3898, 1.3898, 1.3898, 1.3898, 1.3898, 1.3898, 1.3898, 1.3898, 1.3898, 1.3898, 1.3898, 1.3898, 1.3898, 1.39414, 1.3898
13.9233, 4, 1.39508, 1.38998, 2.44949, 2.60492, 0, 1.38998, 1.38998, 1.38998, 1.38998, 1.38998, 1.38998, 1.38998, 1.38998, 1.38998, 1.38998, 1.38998, 1.38998, 1.38998, 1.38998, 1.38998, 1.38998, 1.38998, 1.38998, 1.38998, 1.39508, 1.38998
13.9312, 0, 1.39318, 1.38723, 1.41421, -1.39318, 0, 1.38723, 1.38723, 1.38723, 1.38723, 1.38723, 1.38723, 1.38723, 1.38723, 1.38723, 1.38723, 1.38723, 1.38723, 1.38723, 1.38723, 1.38723, 1.38723, 1.38723, 1.38723, 1.38723, 1.39318, 1.38723
13.9391, 4, 1.38991, 1.38301, 2.44949, 2.61009, 0, 1.38301, 1.38301, 1.38301, 1.38301, 1.38301, 1.38301, 1.38301, 1.38301, 1.38301, 1.38301, 1.38301, 1.38301, 1.38301, 1.38301, 1.38301, 1.38301, 1.38301, 1.38301, 1.38301, 1.38991, 1.38301
13.947, 0, 1.38675, 1.3788, 1.41421, -1.38675, 0, 1.3788, 1.3788, 1.3788, 1.3788, 1.3788, 1.3788, 1.3788, 1.3788, 1.3788, 1.3788, 1.3788, 1.3788, 1.3788, 1.3788, 1.3788, 1.3788, 1.3788, 1.3788, 1.3788, 1.38675, 1.3788
13.9549, 4, 1.3903, 1.3812, 2.44949, 2.6097, 0, 1.3812, 1.3812, 1.3812, 1.3812, 1.3812, 1.3812, 1.3812, 1.3812, 1.3812, 1.3812, 1.3812, 1.3812, 1.3812, 1.3812, 1.3812, 1.3812, 1.3812, 1.3812, 1.3812, 1.3903, 1.3812
13.9628, 2, 1.39133, 1.38099, 2, 0.60867, 0, 1.38099, 1.38099, 1.38099, 1.38099, 1.38099, 1.38099, 1.38099, 1.38099, 1.38099, 1.38099, 1.38099, 1.38099, 1.38099, 1.38099, 1.38099, 1.38099, 1.38099, 1.38099, 1.38099, 1.39133, 1.38099
13.9707, 0, 1.39002, 1.37834, 1.41421, -1.39002, 0, 1.37834, 1.37834, 1.37834, 1.37834, 1.37834, 1.37834, 1.37834, 1.37834, 1.37834, 1.37834, 1.37834, 1.37834, 1.37834, 1.37834, 1.37834, 1.37834, 1.37835, 1.37834, 1.37834, 1.39002, 1.37834
13.9786, 0, 1.38759, 1.37448, 1.41421, -1.38759, 0, 1.37448, 1.37448, 1.37448, 1.37448, 1.37448, 1.37448, 1.37448, 1.37448, 1.37448, 1.37448, 1.37448, 1.37448, 1.37448, 1.37448, 1.37448, 1.37448, 1.37449, 1.37448, 1.37448, 1.38758, 1.37448
13.9865, 0, 1.38523, 1.37063, 1.41421, -1.38523, 0, 1.37063, 1.37063, 1.37063, 1.37063, 1.37063, 1.37063, 1.37063, 1.37063, 1.37063, 1.37063, 1.37063, 1.37063, 1.37063, 1.37063, 1.37063, 1.37063, 1.37063, 1.37063, 1.37063, 1.38523, 1.37063
13.9943, 2, 1.38864, 1.37247, 2, 0.611363, 0, 1.37247, 1.37247, 1.37247, 1.37247, 1.37247, 1.37247, 1.37247, 1.37247, 1.37247, 1.37247, 1.37247, 1.37247, 1.37247, 1.37247, 1.37247, 1.37247, 1.37247, 1.37247, 1.37247, 1.38864, 1.37247
14.0022, 2, 1.38985, 1.37206, 2, 0.610152, 0, 1.37206, 1.37206, 1.37206, 1.37206, 1.37206, 1.37206, 1.37206, 1.37206, 1.37206, 1.37206, 1.37206, 1.37206, 1.37206, 1.37206, 1.37206, 1.37206, 1.37206, 1.37206, 1.37206, 1.38985, 1.37206
14.0101, 4, 1.389, 1.36956, 2.44949, 2.611, 0, 1.36956, 1.36956, 1.36956, 1.36956, 1.36956, 1.36956, 1.36956, 1.36956, 1.36956, 1.36956, 1.36956, 1.36956, 1.36956, 1.36956, 1.36956, 1.36956, 1.36956, 1.36956, 1.36956, 1.389, 1.36956
14.018, 2, 1.38713, 1.36602, 2, 0.612875, 0, 1.36602, 1.36602, 1.36602, 1.36602, 1.36602, 1.36602, 1.36602, 1.36602, 1.36602, 1.36602, 1.36602, 1.36602, 1.36602, 1.36602, 1.36602, 1.36602, 1.36602, 1.36602, 1.36602, 1.38712, 1.36602
14.0259, 0, 1.38525, 1.36249, 1.41421, -1.38525, 0, 1.36249, 1.36249, 1.36249, 1.36249, 1.36249, 1.36249, 1.36249, 1.36249, 1.36249, 1.36249, 1.36249, 1.36249, 1.36249, 1.36249, 1.36249, 1.36249, 1.36249, 1.36249, 1.36249, 1.38525, 1.36249
14.0338, 4, 1.38816, 1.36377, 2.44949, 2.61184, 0, 1.36377, 1.36377, 1.36377, 1.36377, 1.36377, 1.36377, 1.36377, 1.36377, 1.36377, 1.36377, 1.36377, 1.36377, 1.36377, 1.36377, 1.36377, 1.36377, 1.36377, 1.36377, 1.36377, 1.38816, 1.36377
14.0417, 6, 1.38908, 1.36311, 2.82843, 4.61092, 0, 1.36311, 1.36311, 1.36311, 1.36311, 1.36311, 1.36311, 1.36311, 1.36311, 1.36311, 1.36311, 1.36311, 1.36311, 1.36311, 1.36311, 1.36311, 1.36311, 1.36311, 1.36311, 1.36311, 1.38907, 1.36311
14.0496, 2, 1.3881, 1.36063, 2, 0.611899, 0, 1.36063, 1.36063, 1.36063, 1.36063, 1.36063, 1.36063, 1.36063, 1.36063, 1.36063, 1.36063, 1.36063, 1.36063, 1.36063, 1.36063, 1.36063, 1.36063, 1.36064, 1.36063, 1.36063, 1.3881, 1.36063
14.0575, 4, 1.38612, 1.35726, 2.44949, 2.61388, 0, 1.35726, 1.35726, 1.35726, 1.35726, 1.35726, 1.35726, 1.35726, 1.35726, 1.35726, 1.35726, 1.35726, 1.35726, 1.35726, 1.35726, 1.35726, 1.35726, 1.35726, 1.35726, 1.35726, 1.38612, 1.35726
14.0654, 6, 1.38402, 1.35388, 2.82843, 4.61598, 0, 1.35388, 1.35388, 1.35388, 1.35388, 1.35388, 1.35388, 1.35388, 1.35388, 1.35388, 1.35388, 1.35388, 1.35388, 1.35388, 1.35388, 1.35388, 1.35388, 1.35388, 1.35388, 1.35388, 1.38401, 1.35388
14.0733, 4, 1.38609, 1.35483, 2.44949, 2.61391, 0, 1.35483, 1.35483, 1.35483, 1.35483, 1.35483, 1.35483, 1.35483, 1.35483, 1.35483, 1.35483, 1.35483, 1.35483, 1.35483, 1.35483, 1.35483, 1.35483, 1.35483, 1.35483, 1.35483, 1.38609, 1.35483
14.0812, 0, 1.38628, 1.35407, 1.41421, -1.38628, 0, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.38628, 1.35407
14.0891, 4, 1.38467, 1.35169, 2.44949, 2.61533, 0, 1.35169, 1.35169, 1.35169, 1.35169, 1.35169, 1.35169, 1.35169, 1.35169, 1.35169, 1.35169, 1.35169, 1.35169, 1.35169, 1.35169, 1.35169, 1.35169, 1.35169, 1.35169, 1.35169, 1.38466, 1.35169
14.097, 2, 1.38204, 1.3485, 2, 0.617958, 0, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.38204, 1.3485
14.1049, 6, 1.37921, 1.34531, 2.82843, 4.62079, 0, 1.34531, 1.34531, 1.34531, 1.34531, 1.34531, 1.34531, 1.34531, 1.34531, 1.34531, 1.34531, 1.34531, 1.34531, 1.34531, 1.34531, 1.34531, 1.34531, 1.34531, 1.34531, 1.34531, 1.37921, 1.34531
14.1128, 4, 1.37966, 1.34561, 2.44949, 2.62034, 0, 1.34561, 1.34561, 1.34561, 1.34561, 1.34561, 1.34561, 1.34561, 1.34561, 1.34561, 1.34561, 1.34561, 1.34561, 1.34561, 1.34561, 1.34561, 1.34561, 1.34561, 1.34561, 1.34561, 1.37966, 1.34561
14.1206, 4, 1.37854, 1.34457, 2.44949, 2.62146, 0, 1.34457, 1.34457, 1.34457, 1.34457, 1.34457, 1.34457, 1.34457, 1.34457, 1.34457, 1.34457, 1.34457, 1.34457, 1.34457, 1.34457, 1.34457, 1.34457, 1.34457, 1.34457, 1.34457, 1.37854, 1.34457
14.1285, 6, 1.37594, 1.34226, 2.82843, 4.62406, 0, 1.34226, 1.34226, 1.34226, 1.34226, 1.34226, 1.34226, 1.34226, 1.34226, 1.34226, 1.34226, 1.34226, 1.34226, 1.34226, 1.34226, 1.34226, 1.34226, 1.34227, 1.34226, 1.34226, 1.37594, 1.34226
14.1364, 2, 1.37249, 1.33932, 2, 0.627509, 0, 1.33932, 1.33932, 1.33932, 1.33932, 1.33932, 1.33932, 1.33932, 1.33932, 1.33932, 1.33932, 1.33932, 1.33932, 1.33932, 1.33932, 1.33932, 1.33932, 1.33932, 1.33932, 1.33932, 1.37249, 1.33932
14.1443, 0, 1.36884, 1.33638, 1.41421, -1.36884, 0, 1.33638, 1.33638, 1.33638, 1.33638, 1.33638, 1.33638, 1.33638, 1.33638, 1.33638, 1.33638, 1.33638, 1.33638, 1.33638, 1.33638, 1.33638, 1.33638, 1.33638, 1.33638, 1.33638, 1.36884, 1.33638
14.1522, 4, 1.36542, 1.33385, 2.44949, 2.63458, 0, 1.33385, 1.33385, 1.33385, 1.33385, 1.33385, 1.33385, 1.33385, 1.33385, 1.33385, 1.33385, 1.33385, 1.33385, 1.33385, 1.33385, 1.33385, 1.33385, 1.33386, 1.33385, 1.33385, 1.36542, 1.33385
14.1601, 6, 1.36061, 1.33012, 2.82843, 4.63939, 0, 1.33012, 1.33012, 1.33012, 1.33012, 1.33012, 1.33012, 1.33012, 1.33012, 1.33012, 1.33012, 1.33012, 1.33012, 1.33012, 1.33012, 1.33012, 1.33012, 1.33012, 1.33012, 1.33012, 1.36061, 1.33012
14.168, 0, 1.35449, 1.32521, 1.41421, -1.35449, 0, 1.32521, 1.32521, 1.32521, 1.32521, 1.32521, 1.32521, 1.32521, 1.32521, 1.32521, 1.32521, 1.32521, 1.32521, 1.32521, 1.32521, 1.32521, 1.32521, 1.32522, 1.32521, 1.32521, 1.35449, 1.32521
14.1759, 4, 1.34766, 1.31974, 2.44949, 2.65234, 0, 1.31974, 1.31974, 1.31974, 1.31974, 1.31974, 1.31974, 1.31974, 1.31974, 1.31974, 1.31974, 1.31974, 1.31974, 1.31974, 1.31974, 1.31974, 1.31974, 1.31974, 1.31974, 1.31974, 1.34766, 1.31974
14.1838, 4, 1.34074, 1.31427, 2.44949, 2.65926, 0, 1.31427, 1.31427, 1.31427, 1.31427, 1.31427, 1.31427, 1.31427, 1.31427, 1.31427, 1.31427, 1.31427, 1.31427, 1.31427, 1.31427, 1.31427, 1.31427, 1.31427, 1.31427, 1.31427, 1.34074, 1.31427
14.1917, 2, 1.33743, 1.3125, 2, 0.662574, 0, 1.3125, 1.3125, 1.3125, 1.3125, 1.3125, 1.3125, 1.3125, 1.3125, 1.3125, 1.3125, 1.3125, 1.3125, 1.3125, 1.3125, 1.3125, 1.3125, 1.3125, 1.3125, 1.3125, 1.33742, 1.3125
14.1996, 8, 1.33235, 1.30902, 3.16228, 6.66765, 0, 1.30902, 1.30902, 1.30902, 1.30902, 1.30902, 1.30902, 1.30902, 1.30902, 1.30902, 1.30902, 1.30902, 1.30902, 1.30902, 1.30902, 1.30902, 1.30902, 1.30903, 1.30902, 1.30902, 1.33235, 1.30902
14.2075, 10, 1.32567, 1.30398, 3.4641, 8.67433, 0, 1.30398, 1.30398, 1.30398, 1.30398, 1.30398, 1.30398, 1.30398, 1.30398, 1.30398, 1.30398, 1.30398, 1.30398, 1.30398, 1.30398, 1.30398, 1.30398, 1.30398, 1.30398, 1.30398, 1.32567, 1.30398
14.2154, 2, 1.3182, 1.29815, 2, 0.681802, 0, 1.29815, 1.29815, 1.29815, 1.29815, 1.29815, 1.29815, 1.29815, 1.29815, 1.29815, 1.29815, 1.29815, 1.29815, 1.29815, 1.29815, 1.29815, 1.29815, 1.29815, 1.29815, 1.29815, 1.3182, 1.29815
14.2233, 0, 1.31075, 1.29234, 1.41421, -1.31075, 0, 1.29234, 1.29234, 1.29234, 1.29234, 1.29234, 1.29234, 1.29234, 1.29234, 1.29234, 1.29234, 1.29234, 1.29234, 1.29234, 1.29234, 1.29234, 1.29234, 1.29234, 1.29234, 1.29234, 1.31074, 1.29234
14.2312, 6, 1.30698, 1.29019, 2.82843, 4.69302, 0, 1.29019, 1.29019, 1.29019, 1.29019, 1.29019, 1.29019, 1.29019, 1.29019, 1.29019, 1.29019, 1.29019, 1.29019, 1.29019, 1.29019, 1.29019, 1.29019, 1.29019, 1.29019, 1.29019, 1.30697, 1.29019
14.2391, 4, 1.30127, 1.28605, 2.44949, 2.69873, 0, 1.28605, 1.28605, 1.28605, 1.28605, 1.28605, 1.28605, 1.28605, 1.28605, 1.28605, 1.28605, 1.28605, 1.28605, 1.28605, 1.28605, 1.28605, 1.28605, 1.28605, 1.28605, 1.28605, 1.30127, 1.28605
14.2469, 4, 1.29376, 1.28005, 2.44949, 2.70624, 0, 1.28005, 1.28005, 1.28005, 1.28005, 1.28005, 1.28005, 1.28005, 1.28005, 1.28005, 1.28005, 1.28005, 1.28005, 1.28005, 1.28005, 1.28005, 1.28005, 1.28005, 1.28005, 1.28005, 1.29376, 1.28005
14.2548, 4, 1.28541, 1.27313, 2.44949, 2.71459, 0, 1.27313, 1.27313, 1.27313, 1.27313, 1.27313, 1.27313, 1.27313, 1.27313, 1.27313, 1.27313, 1.27313, 1.27313, 1.27313, 1.27313, 1.27313, 1.27313, 1.27313, 1.27313, 1.27313, 1.2854, 1.27313
14.2627, 4, 1.27715, 1.26623, 2.44949, 2.72285, 0, 1.26623, 1.26623, 1.26623, 1.26623, 1.26623, 1.26623, 1.26623, 1.26623, 1.26623, 1.26623, 1.26623, 1.26623, 1.26623, 1.26623, 1.26623, 1.26623, 1.26623, 1.26623, 1.26623, 1.27715, 1.26623
14.2706, 0, 1.27442, 1.26477, 1.41421, -1.27442, 0, 1.26477, 1.26477, 1.26477, 1.26477, 1.26477, 1.26477, 1.26477, 1.26477, 1.26477, 1.26477, 1.26477, 1.26477, 1.26477, 1.26477, 1.26477, 1.26477, 1.26477, 1.26477, 1.26477, 1.27442, 1.26477
14.2785, 4, 1.26938, 1.2609, 2.44949, 2.73062, 0, 1.2609, 1.2609, 1.2609, 1.2609, 1.2609, 1.2609, 1.2609, 1.2609, 1.2609, 1.2609, 1.2609, 1.2609, 1.2609, 1.2609, 1.2609, 1.2609, 1.2609, 1.2609, 1.2609, 1.26937, 1.2609
14.2864, 0, 1.26219, 1.25479, 1.41421, -1.26219, 0, 1.25479, 1.25479, 1.25479, 1.25479, 1.25479, 1.25479, 1.25479, 1.25479, 1.25479, 1.25479, 1.25479, 1.25479, 1.25479, 1.25479, 1.25479, 1.25479, 1.25479, 1.25479, 1.25479, 1.26219, 1.25479
14.2943, 2, 1.254, 1.24758, 2, 0.746, 0, 1.24758, 1.24758, 1.24758, 1.24758, 1.24758, 1.24758, 1.24758, 1.24758, 1.24758, 1.24758, 1.24758, 1.24758, 1.24758, 1.24758, 1.24758, 1.24758, 1.24758, 1.24758, 1.24758, 1.254, 1.24758
14.3022, 4, 1.24593, 1.24039, 2.44949, 2.75407, 0, 1.24039, 1.24039, 1.24039, 1.24039, 1.24039, 1.24039, 1.24039, 1.24039, 1.24039, 1.24039, 1.24039, 1.24039, 1.24039, 1.24039, 1.24039, 1.24039, 1.24039, 1.24039, 1.24039, 1.24592, 1.24039
14.3101, 2, 1.2439, 1.23916, 2, 0.756099, 0, 1.23916, 1.23916, 1.23916, 1.23916, 1.23916, 1.23916, 1.23916, 1.23916, 1.23916, 1.23916, 1.23916, 1.23916, 1.23916, 1.23916, 1.23916, 1.23916, 1.23916, 1.23916, 1.23916, 1.2439, 1.23916
