   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_74.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
12.2233, 4, 1.39721, 1.02779, 2.44949, 2.60279, 1.02779, 0, 1.02853, 1.02779, 1.02779, 1.02779, 1.02779, 1.02779, 1.02779, 1.02779, 1.02779, 1.02779, 1.02779, 1.02779, 1.02779, 1.02779, 1.02779, 1.39647
12.2312, 4, 1.4111, 1.01732, 2.44949, 2.5889, 1.01732, 0, 1.01788, 1.01732, 1.01732, 1.01732, 1.01732, 1.01732, 1.01732, 1.01732, 1.01732, 1.01732, 1.01732, 1.01732, 1.01732, 1.01732, 1.01732, 1.41053
12.2391, 2, 1.42374, 1.0069, 2, 0.57626, 1.0069, 0, 1.00733, 1.0069, 1.0069, 1.0069, 1.0069, 1.0069, 1.0069, 1.0069, 1.0069, 1.0069, 1.0069, 1.0069, 1.0069, 1.0069, 1.0069, 1.42331
12.247, 2, 1.44612, 1.00795, 2, 0.553877, 1.00795, 0, 1.00827, 1.00795, 1.00795, 1.00795, 1.00795, 1.00795, 1.00795, 1.00795, 1.00795, 1.00795, 1.00795, 1.00795, 1.00795, 1.00795, 1.00795, 1.4458
12.2549, 0, 1.46129, 1.0039, 1.41421, -1.46129, 1.0039, 0, 1.00414, 1.0039, 1.0039, 1.0039, 1.0039, 1.0039, 1.0039, 1.0039, 1.0039, 1.0039, 1.0039, 1.0039, 1.0039, 1.0039, 1.0039, 1.46104
12.2628, 0, 1.46941, 0.995306, 1.41421, -1.46941, 0.995306, 0, 0.995485, 0.995306, 0.995306, 0.995306, 0.995306, 0.995306, 0.995306, 0.995306, 0.995306, 0.995306, 0.995306, 0.995306, 0.995308, 0.995306, 0.995306, 1.46923
12.2707, 2, 1.47247, 0.984494, 2, 0.527526, 0.984494, 0, 0.984626, 0.984494, 0.984494, 0.984494, 0.984494, 0.984494, 0.984494, 0.984494, 0.984494, 0.984494, 0.984494, 0.984494, 0.984495, 0.984494, 0.984494, 1.47234
12.2786, 4, 1.47249, 0.973741, 2.44949, 2.52751, 0.973741, 0, 0.973837, 0.973741, 0.973741, 0.973741, 0.973741, 0.973741, 0.973741, 0.973741, 0.973741, 0.973741, 0.973741, 0.973741, 0.973742, 0.973741, 0.973741, 1.47239
12.2865, 4, 1.48191, 0.975735, 2.44949, 2.51809, 0.975735, 0, 0.975806, 0.975735, 0.975735, 0.975735, 0.975735, 0.975735, 0.975735, 0.975735, 0.975735, 0.975735, 0.975735, 0.975735, 0.975737, 0.975735, 0.975735, 1.48184
12.2944, 6, 1.48218, 0.972064, 2.82843, 4.51782, 0.972064, 0, 0.972115, 0.972064, 0.972064, 0.972064, 0.972064, 0.972064, 0.972064, 0.972064, 0.972064, 0.972064, 0.972064, 0.972064, 0.972066, 0.972064, 0.972064, 1.48213
12.3023, 4, 1.47387, 0.963373, 2.44949, 2.52613, 0.963373, 0, 0.96341, 0.963373, 0.963373, 0.963373, 0.963373, 0.963373, 0.963373, 0.963373, 0.963373, 0.963373, 0.963373, 0.963373, 0.963374, 0.963373, 0.963373, 1.47383
12.3102, 6, 1.45952, 0.952223, 2.82843, 4.54048, 0.952223, 0, 0.952249, 0.952223, 0.952223, 0.952223, 0.952223, 0.952223, 0.952223, 0.952223, 0.952223, 0.952223, 0.952223, 0.952223, 0.952225, 0.952223, 0.952223, 1.45949
12.3181, 0, 1.44174, 0.941138, 1.41421, -1.44174, 0.941138, 0, 0.941157, 0.941138, 0.941138, 0.941138, 0.941138, 0.941138, 0.941138, 0.941138, 0.941138, 0.941138, 0.941138, 0.941138, 0.94114, 0.941138, 0.941138, 1.44172
12.326, 0, 1.43565, 0.945093, 1.41421, -1.43565, 0.945093, 0, 0.945107, 0.945093, 0.945093, 0.945093, 0.945093, 0.945093, 0.945093, 0.945093, 0.945093, 0.945093, 0.945093, 0.945093, 0.945095, 0.945093, 0.945093, 1.43563
12.3339, 0, 1.41951, 0.942148, 1.41421, -1.41951, 0.942148, 0, 0.942157, 0.942148, 0.942148, 0.942148, 0.942148, 0.942148, 0.942148, 0.942148, 0.942148, 0.942148, 0.942148, 0.942148, 0.942149, 0.942148, 0.942148, 1.4195
12.3418, 2, 1.3944, 0.933096, 2, 0.605603, 0.933096, 0, 0.933102, 0.933096, 0.933096, 0.933096, 0.933096, 0.933096, 0.933096, 0.933096, 0.933096, 0.933096, 0.933096, 0.933096, 0.933097, 0.933096, 0.933096, 1.39439
12.3497, 0, 1.36375, 0.921054, 1.41421, -1.36375, 0.921054, 0, 0.921059, 0.921054, 0.921054, 0.921054, 0.921054, 0.921054, 0.921054, 0.921054, 0.921054, 0.921054, 0.921054, 0.921054, 0.921056, 0.921054, 0.921054, 1.36374
12.3576, 0, 1.331, 0.909091, 1.41421, -1.331, 0.909091, 0, 0.909094, 0.909091, 0.909091, 0.909091, 0.909091, 0.909091, 0.909091, 0.909091, 0.909091, 0.909091, 0.909091, 0.909091, 0.909092, 0.909091, 0.909091, 1.331
12.3655, 0, 1.32511, 0.925768, 1.41421, -1.32511, 0.925768, 0, 0.925771, 0.925768, 0.925768, 0.925768, 0.925768, 0.925768, 0.925768, 0.925768, 0.925768, 0.925768, 0.925768, 0.925768, 0.92577, 0.925768, 0.925768, 1.32511
12.3734, 4, 1.31129, 0.935869, 2.44949, 2.68871, 0.935869, 0, 0.935871, 0.935869, 0.935869, 0.935869, 0.935869, 0.935869, 0.935869, 0.935869, 0.935869, 0.935869, 0.935869, 0.935869, 0.935871, 0.935869, 0.935869, 1.31128
12.3813, 0, 1.29009, 0.939543, 1.41421, -1.29009, 0.939543, 0, 0.939544, 0.939543, 0.939543, 0.939543, 0.939543, 0.939543, 0.939543, 0.939543, 0.939543, 0.939543, 0.939543, 0.939543, 0.939544, 0.939543, 0.939543, 1.29009
12.3892, 4, 1.26514, 0.939985, 2.44949, 2.73486, 0.939985, 0, 0.939986, 0.939985, 0.939985, 0.939985, 0.939985, 0.939985, 0.939985, 0.939985, 0.939985, 0.939985, 0.939985, 0.939985, 0.939986, 0.939985, 0.939985, 1.26514
12.3971, 0, 1.2401, 0.940427, 1.41421, -1.2401, 0.940427, 0, 0.940428, 0.940427, 0.940427, 0.940427, 0.940427, 0.940427, 0.940427, 0.940427, 0.940427, 0.940427, 0.940427, 0.940427, 0.940428, 0.940427, 0.940427, 1.2401
12.405, 2, 1.22793, 0.953445, 2, 0.77207, 0.953445, 0, 0.953446, 0.953445, 0.953445, 0.953445, 0.953445, 0.953445, 0.953445, 0.953445, 0.953445, 0.953445, 0.953445, 0.953445, 0.953446, 0.953445, 0.953445, 1.22793
12.4129, 2, 1.21212, 0.962145, 2, 0.787882, 0.962145, 0, 0.962146, 0.962145, 0.962145, 0.962145, 0.962145, 0.962145, 0.962145, 0.962145, 0.962145, 0.962145, 0.962145, 0.962145, 0.962147, 0.962145, 0.962145, 1.21212
12.4208, 0, 1.19335, 0.966861, 1.41421, -1.19335, 0.966861, 0, 0.966862, 0.966861, 0.966861, 0.966861, 0.966861, 0.966861, 0.966861, 0.966861, 0.966861, 0.966861, 0.966861, 0.966861, 0.966863, 0.966861, 0.966861, 1.19335
12.4287, 2, 1.17395, 0.969576, 2, 0.826053, 0.969576, 0, 0.969576, 0.969576, 0.969576, 0.969576, 0.969576, 0.969576, 0.969576, 0.969576, 0.969576, 0.969576, 0.969576, 0.969576, 0.969577, 0.969576, 0.969576, 1.17394
12.4366, 2, 1.15623, 0.972293, 2, 0.843773, 0.972293, 0, 0.972294, 0.972293, 0.972293, 0.972293, 0.972293, 0.972293, 0.972293, 0.972293, 0.972293, 0.972293, 0.972293, 0.972293, 0.972295, 0.972293, 0.972293, 1.15623
12.4445, 0, 1.14978, 0.984294, 1.41421, -1.14978, 0.984294, 0, 0.984295, 0.984294, 0.984294, 0.984294, 0.984294, 0.984294, 0.984294, 0.984294, 0.984294, 0.984294, 0.984294, 0.984294, 0.984296, 0.984294, 0.984294, 1.14978
12.4523, 0, 1.14185, 0.992508, 1.41421, -1.14185, 0.992508, 0, 0.992509, 0.992508, 0.992508, 0.992508, 0.992508, 0.992508, 0.992508, 0.992508, 0.992508, 0.992508, 0.992508, 0.992508, 0.99251, 0.992508, 0.992508, 1.14184
12.4602, 0, 1.13308, 0.997281, 1.41421, -1.13308, 0.997281, 0, 0.997282, 0.997281, 0.997281, 0.997281, 0.997281, 0.997281, 0.997281, 0.997281, 0.997281, 0.997281, 0.997281, 0.997281, 0.997283, 0.997281, 0.997281, 1.13308
12.4681, 4, 1.12555, 1.00033, 2.44949, 2.87445, 1.00033, 0, 1.00033, 1.00033, 1.00033, 1.00033, 1.00033, 1.00033, 1.00033, 1.00033, 1.00033, 1.00033, 1.00033, 1.00033, 1.00033, 1.00033, 1.00033, 1.12555
12.476, 8, 1.12138, 1.00337, 3.16228, 6.87862, 1.00337, 0, 1.00338, 1.00337, 1.00337, 1.00337, 1.00337, 1.00337, 1.00337, 1.00337, 1.00337, 1.00337, 1.00337, 1.00337, 1.00338, 1.00337, 1.00337, 1.12138
12.4839, 2, 1.1295, 1.0149, 2, 0.870504, 1.0149, 0, 1.0149, 1.0149, 1.0149, 1.0149, 1.0149, 1.0149, 1.0149, 1.0149, 1.0149, 1.0149, 1.0149, 1.0149, 1.0149, 1.0149, 1.0149, 1.12949
12.4918, 0, 1.13855, 1.023, 1.41421, -1.13855, 1.023, 0, 1.02301, 1.023, 1.023, 1.023, 1.023, 1.023, 1.023, 1.023, 1.023, 1.023, 1.023, 1.023, 1.02301, 1.023, 1.023, 1.13855
12.4997, 2, 1.14952, 1.02802, 2, 0.850478, 1.02802, 0, 1.02802, 1.02802, 1.02802, 1.02802, 1.02802, 1.02802, 1.02802, 1.02802, 1.02802, 1.02802, 1.02802, 1.02802, 1.02802, 1.02802, 1.02802, 1.14952
12.5076, 4, 1.16473, 1.03148, 2.44949, 2.83527, 1.03148, 0, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.16473
12.5155, 0, 1.18668, 1.03494, 1.41421, -1.18668, 1.03494, 0, 1.03495, 1.03494, 1.03494, 1.03494, 1.03494, 1.03494, 1.03494, 1.03494, 1.03494, 1.03494, 1.03494, 1.03494, 1.03495, 1.03494, 1.03494, 1.18668
12.5234, 8, 1.22377, 1.04571, 3.16228, 6.77623, 1.04571, 0, 1.04571, 1.04571, 1.04571, 1.04571, 1.04571, 1.04571, 1.04571, 1.04571, 1.04571, 1.04571, 1.04571, 1.04571, 1.04571, 1.04571, 1.04571, 1.22377
12.5313, 2, 1.26689, 1.05335, 2, 0.733108, 1.05335, 0, 1.05335, 1.05335, 1.05335, 1.05335, 1.05335, 1.05335, 1.05335, 1.05335, 1.05335, 1.05335, 1.05335, 1.05335, 1.05336, 1.05335, 1.05335, 1.26689
12.5392, 6, 1.31785, 1.05819, 2.82843, 4.68215, 1.05819, 0, 1.05819, 1.05819, 1.05819, 1.05819, 1.05819, 1.05819, 1.05819, 1.05819, 1.05819, 1.05819, 1.05819, 1.05819, 1.05819, 1.05819, 1.05819, 1.31785
12.5471, 2, 1.37979, 1.06161, 2, 0.62021, 1.06161, 0, 1.06161, 1.06161, 1.06161, 1.06161, 1.06161, 1.06161, 1.06161, 1.06161, 1.06161, 1.06161, 1.06161, 1.06161, 1.06161, 1.06161, 1.06161, 1.37979
12.555, 0, 1.45605, 1.06504, 1.41421, -1.45605, 1.06504, 0, 1.06504, 1.06504, 1.06504, 1.06504, 1.06504, 1.06504, 1.06504, 1.06504, 1.06504, 1.06504, 1.06504, 1.06504, 1.06504, 1.06504, 1.06504, 1.45605
12.5629, 2, 1.55575, 1.07547, 2, 0.444246, 1.07547, 0, 1.07547, 1.07547, 1.07547, 1.07547, 1.07547, 1.07547, 1.07547, 1.07547, 1.07547, 1.07547, 1.07547, 1.07547, 1.07547, 1.07547, 1.07547, 1.55575
12.5708, 2, 1.67141, 1.08306, 2, 0.328593, 1.08306, 0, 1.08306, 1.08306, 1.08306, 1.08306, 1.08306, 1.08306, 1.08306, 1.08306, 1.08306, 1.08306, 1.08306, 1.08306, 1.08306, 1.08306, 1.08306, 1.67141
12.5787, 2, 1.80573, 1.08808, 2, 0.194269, 1.08808, 0, 1.08808, 1.08808, 1.08808, 1.08808, 1.08808, 1.08808, 1.08808, 1.08808, 1.08808, 1.08808, 1.08808, 1.08808, 1.08809, 1.08808, 1.08808, 1.80573
12.5866, 4, 1.96262, 1.09182, 2.44949, 2.03738, 1.09182, 0, 1.09182, 1.09182, 1.09182, 1.09182, 1.09182, 1.09182, 1.09182, 1.09182, 1.09182, 1.09182, 1.09182, 1.09182, 1.09182, 1.09182, 1.09182, 1.96262
12.5945, 4, 2.14597, 1.09556, 2.44949, 1.85403, 1.09556, 0, 1.09556, 1.09556, 1.09556, 1.09556, 1.09556, 1.09556, 1.09556, 1.09556, 1.09556, 1.09556, 1.09556, 1.09556, 1.09556, 1.09556, 1.09556, 2.14597
12.6024, 6, 2.36423, 1.10511, 2.82843, 3.63577, 1.10511, 0, 1.10511, 1.10511, 1.10511, 1.10511, 1.10511, 1.10511, 1.10511, 1.10511, 1.10511, 1.10511, 1.10511, 1.10511, 1.10511, 1.10511, 1.10511, 2.36422
12.6103, 2, 2.6115, 1.1121, 2, -0.611504, 1.1121, 0, 1.1121, 1.1121, 1.1121, 1.1121, 1.1121, 1.1121, 1.1121, 1.1121, 1.1121, 1.1121, 1.1121, 1.1121, 1.1121, 1.1121, 1.1121, 2.6115
12.6182, 8, 2.89031, 1.11681, 3.16228, 5.10969, 1.11681, 0, 1.11681, 1.11681, 1.11681, 1.11681, 1.11681, 1.11681, 1.11681, 1.11681, 1.11681, 1.11681, 1.11681, 1.11681, 1.11681, 1.11681, 1.11681, 2.89031
12.6261, 8, 3.20381, 1.12037, 3.16228, 4.79619, 1.12037, 0, 1.12037, 1.12037, 1.12037, 1.12037, 1.12037, 1.12037, 1.12037, 1.12037, 1.12037, 1.12037, 1.12037, 1.12037, 1.12037, 1.12037, 1.12037, 3.20381
12.634, 4, 3.55458, 1.12393, 2.44949, 0.445424, 1.12393, 0, 1.12393, 1.12393, 1.12393, 1.12393, 1.12393, 1.12393, 1.12393, 1.12393, 1.12393, 1.12393, 1.12393, 1.12393, 1.12393, 1.12393, 1.12393, 3.55457
12.6419, 0, 3.94927, 1.13314, 1.41421, -3.94927, 1.13314, 0, 1.13314, 1.13314, 1.13314, 1.13314, 1.13314, 1.13314, 1.13314, 1.13314, 1.13314, 1.13314, 1.13314, 1.13314, 1.13314, 1.13314, 1.13314, 3.94927
12.6498, 6, 4.38011, 1.14007, 2.82843, 1.61989, 1.14007, 0, 1.14007, 1.14007, 1.14007, 1.14007, 1.14007, 1.14007, 1.14007, 1.14007, 1.14007, 1.14007, 1.14007, 1.14007, 1.14007, 1.14007, 1.14007, 4.38011
12.6577, 6, 4.84685, 1.14495, 2.82843, 1.15315, 1.14495, 0, 1.14495, 1.14495, 1.14495, 1.14495, 1.14495, 1.14495, 1.14495, 1.14495, 1.14495, 1.14495, 1.14495, 1.14495, 1.14495, 1.14495, 1.14495, 4.84685
12.6656, 6, 5.34898, 1.1488, 2.82843, 0.65102, 1.1488, 0, 1.1488, 1.1488, 1.1488, 1.1488, 1.1488, 1.1488, 1.1488, 1.1488, 1.1488, 1.1488, 1.1488, 1.1488, 1.1488, 1.1488, 1.1488, 5.34898
12.6735, 4, 5.88497, 1.15266, 2.44949, -1.88497, 1.15266, 0, 1.15266, 1.15266, 1.15266, 1.15266, 1.15266, 1.15266, 1.15266, 1.15266, 1.15266, 1.15266, 1.15266, 1.15266, 1.15266, 1.15266, 1.15266, 5.88497
12.6814, 12, 6.45573, 1.16084, 3.74166, 5.54427, 1.16084, 0, 1.16084, 1.16084, 1.16084, 1.16084, 1.16084, 1.16084, 1.16084, 1.16084, 1.16084, 1.16084, 1.16084, 1.16084, 1.16084, 1.16084, 1.16084, 6.45572
12.6893, 12, 7.05017, 1.16704, 3.74166, 4.94983, 1.16704, 0, 1.16704, 1.16704, 1.16704, 1.16704, 1.16704, 1.16704, 1.16704, 1.16704, 1.16704, 1.16704, 1.16704, 1.16704, 1.16704, 1.16704, 1.16704, 7.05017
12.6972, 12, 7.66296, 1.17148, 3.74166, 4.33704, 1.17148, 0, 1.17148, 1.17148, 1.17148, 1.17148, 1.17148, 1.17148, 1.17148, 1.17148, 1.17148, 1.17148, 1.17148, 1.17148, 1.17148, 1.17148, 1.17148, 7.66296
12.7051, 8, 8.28808, 1.17503, 3.16228, -0.288085, 1.17503, 0, 1.17503, 1.17503, 1.17503, 1.17503, 1.17503, 1.17503, 1.17503, 1.17503, 1.17503, 1.17503, 1.17503, 1.17503, 1.17503, 1.17503, 1.17503, 8.28808
12.713, 16, 8.9189, 1.17859, 4.24264, 7.0811, 1.17859, 0, 1.17859, 1.17859, 1.17859, 1.17859, 1.17859, 1.17859, 1.17859, 1.17859, 1.17859, 1.17859, 1.17859, 1.17859, 1.1786, 1.17859, 1.17859, 8.9189
12.7209, 14, 9.5511, 1.18641, 4, 4.4489, 1.18641, 0, 1.18641, 1.18641, 1.18641, 1.18641, 1.18641, 1.18641, 1.18641, 1.18641, 1.18641, 1.18641, 1.18641, 1.18641, 1.18641, 1.18641, 1.18641, 9.5511
12.7288, 10, 10.1695, 1.19254, 3.4641, -0.169547, 1.19254, 0, 1.19254, 1.19254, 1.19254, 1.19254, 1.19254, 1.19254, 1.19254, 1.19254, 1.19254, 1.19254, 1.19254, 1.19254, 1.19254, 1.19254, 1.19254, 10.1695
12.7367, 10, 10.765, 1.19713, 3.4641, -0.765016, 1.19713, 0, 1.19714, 1.19713, 1.19713, 1.19713, 1.19713, 1.19713, 1.19713, 1.19713, 1.19713, 1.19713, 1.19713, 1.19713, 1.19714, 1.19713, 1.19713, 10.765
12.7446, 12, 11.3284, 1.20097, 3.74166, 0.671592, 1.20097, 0, 1.20097, 1.20097, 1.20097, 1.20097, 1.20097, 1.20097, 1.20097, 1.20097, 1.20097, 1.20097, 1.20097, 1.20097, 1.20097, 1.20097, 1.20097, 11.3284
12.7525, 28, 11.851, 1.20481, 5.47723, 16.149, 1.20481, 0, 1.20482, 1.20481, 1.20481, 1.20481, 1.20481, 1.20481, 1.20481, 1.20481, 1.20481, 1.20481, 1.20481, 1.20481, 1.20482, 1.20481, 1.20481, 11.851
12.7604, 16, 12.3259, 1.21124, 4.24264, 3.67406, 1.21124, 0, 1.21124, 1.21124, 1.21124, 1.21124, 1.21124, 1.21124, 1.21124, 1.21124, 1.21124, 1.21124, 1.21124, 1.21124, 1.21124, 1.21124, 1.21124, 12.3259
12.7683, 18, 12.7409, 1.21645, 4.47214, 5.25907, 1.21645, 0, 1.21645, 1.21645, 1.21645, 1.21645, 1.21645, 1.21645, 1.21645, 1.21645, 1.21645, 1.21645, 1.21645, 1.21645, 1.21645, 1.21645, 1.21645, 12.7409
12.7762, 14, 13.0882, 1.22055, 4, 0.911757, 1.22055, 0, 1.22055, 1.22055, 1.22055, 1.22055, 1.22055, 1.22055, 1.22055, 1.22055, 1.22055, 1.22055, 1.22055, 1.22055, 1.22055, 1.22055, 1.22055, 13.0882
12.7841, 14, 13.3618, 1.2241, 4, 0.638191, 1.2241, 0, 1.2241, 1.2241, 1.2241, 1.2241, 1.2241, 1.2241, 1.2241, 1.2241, 1.2241, 1.2241, 1.2241, 1.2241, 1.2241, 1.2241, 1.2241, 13.3618
12.792, 10, 13.557, 1.22765, 3.4641, -3.557, 1.22765, 0, 1.22765, 1.22765, 1.22765, 1.22765, 1.22765, 1.22765, 1.22765, 1.22765, 1.22765, 1.22765, 1.22765, 1.22765, 1.22765, 1.22765, 1.22765, 13.557
12.7999, 18, 13.6717, 1.23286, 4.47214, 4.32827, 1.23286, 0, 1.23286, 1.23286, 1.23286, 1.23286, 1.23286, 1.23286, 1.23286, 1.23286, 1.23286, 1.23286, 1.23286, 1.23286, 1.23286, 1.23286, 1.23286, 13.6717
12.8078, 10, 13.7018, 1.2376, 3.4641, -3.70179, 1.2376, 0, 1.2376, 1.2376, 1.2376, 1.2376, 1.2376, 1.2376, 1.2376, 1.2376, 1.2376, 1.2376, 1.2376, 1.2376, 1.2376, 1.2376, 1.2376, 13.7018
12.8157, 10, 13.6469, 1.24191, 3.4641, -3.64689, 1.24191, 0, 1.24191, 1.24191, 1.24191, 1.24191, 1.24191, 1.24191, 1.24191, 1.24191, 1.24191, 1.24191, 1.24191, 1.24191, 1.24191, 1.24191, 1.24191, 13.6469
12.8236, 12, 13.5083, 1.24575, 3.74166, -1.50829, 1.24575, 0, 1.24575, 1.24575, 1.24575, 1.24575, 1.24575, 1.24575, 1.24575, 1.24575, 1.24575, 1.24575, 1.24575, 1.24575, 1.24575, 1.24575, 1.24575, 13.5083
12.8315, 20, 13.2891, 1.24914, 4.69042, 6.71086, 1.24914, 0, 1.24914, 1.24914, 1.24914, 1.24914, 1.24914, 1.24914, 1.24914, 1.24914, 1.24914, 1.24914, 1.24914, 1.24914, 1.24914, 1.24914, 1.24914, 13.2891
12.8394, 8, 12.9941, 1.25218, 3.16228, -4.9941, 1.25218, 0, 1.25218, 1.25218, 1.25218, 1.25218, 1.25218, 1.25218, 1.25218, 1.25218, 1.25218, 1.25218, 1.25218, 1.25218, 1.25218, 1.25218, 1.25218, 12.9941
12.8472, 12, 12.6292, 1.25493, 3.74166, -0.629203, 1.25493, 0, 1.25493, 1.25493, 1.25493, 1.25493, 1.25493, 1.25493, 1.25493, 1.25493, 1.25493, 1.25493, 1.25493, 1.25493, 1.25493, 1.25493, 1.25493, 12.6292
12.8551, 10, 12.2016, 1.25721, 3.4641, -2.20156, 1.25721, 0, 1.25721, 1.25721, 1.25721, 1.25721, 1.25721, 1.25721, 1.25721, 1.25721, 1.25721, 1.25721, 1.25721, 1.25721, 1.25721, 1.25721, 1.25721, 12.2016
12.863, 14, 11.7193, 1.25909, 4, 2.28069, 1.25909, 0, 1.25909, 1.25909, 1.25909, 1.25909, 1.25909, 1.25909, 1.25909, 1.25909, 1.25909, 1.25909, 1.25909, 1.25909, 1.25909, 1.25909, 1.25909, 11.7193
12.8709, 14, 11.1916, 1.26067, 4, 2.80842, 1.26067, 0, 1.26067, 1.26067, 1.26067, 1.26067, 1.26067, 1.26067, 1.26067, 1.26067, 1.26067, 1.26067, 1.26067, 1.26067, 1.26067, 1.26067, 1.26067, 11.1916
12.8788, 16, 10.6276, 1.26203, 4.24264, 5.37239, 1.26203, 0, 1.26203, 1.26203, 1.26203, 1.26203, 1.26203, 1.26203, 1.26203, 1.26203, 1.26203, 1.26203, 1.26203, 1.26203, 1.26203, 1.26203, 1.26203, 10.6276
12.8867, 6, 10.0372, 1.26323, 2.82843, -4.03724, 1.26323, 0, 1.26323, 1.26323, 1.26323, 1.26323, 1.26323, 1.26323, 1.26323, 1.26323, 1.26323, 1.26323, 1.26323, 1.26323, 1.26323, 1.26323, 1.26323, 10.0372
12.8946, 6, 9.42969, 1.26419, 2.82843, -3.42969, 1.26419, 0, 1.2642, 1.26419, 1.26419, 1.26419, 1.26419, 1.26419, 1.26419, 1.26419, 1.26419, 1.26419, 1.26419, 1.26419, 1.26419, 1.26419, 1.26419, 9.42969
12.9025, 4, 8.81397, 1.26488, 2.44949, -4.81397, 1.26488, 0, 1.26489, 1.26488, 1.26488, 1.26488, 1.26488, 1.26488, 1.26488, 1.26488, 1.26488, 1.26488, 1.26488, 1.26488, 1.26488, 1.26488, 1.26488, 8.81396
12.9104, 10, 8.19886, 1.26535, 3.4641, 1.80114, 1.26535, 0, 1.26536, 1.26535, 1.26535, 1.26535, 1.26535, 1.26535, 1.26535, 1.26535, 1.26535, 1.26535, 1.26535, 1.26535, 1.26535, 1.26535, 1.26535, 8.19885
12.9183, 4, 7.59207, 1.26561, 2.44949, -3.59207, 1.26561, 0, 1.26563, 1.26561, 1.26561, 1.26561, 1.26561, 1.26561, 1.26561, 1.26561, 1.26561, 1.26561, 1.26561, 1.26561, 1.26561, 1.26561, 1.26561, 7.59205
12.9262, 4, 7.00076, 1.26569, 2.44949, -3.00076, 1.26569, 0, 1.26571, 1.26569, 1.26569, 1.26569, 1.26569, 1.26569, 1.26569, 1.26569, 1.26569, 1.26569, 1.26569, 1.26569, 1.26569, 1.26569, 1.26569, 7.00073
12.9341, 8, 6.43082, 1.26563, 3.16228, 1.56918, 1.26563, 0, 1.26566, 1.26563, 1.26563, 1.26563, 1.26563, 1.26563, 1.26563, 1.26563, 1.26563, 1.26563, 1.26563, 1.26563, 1.26563, 1.26563, 1.26563, 6.43078
12.942, 4, 5.88752, 1.26543, 2.44949, -1.88752, 1.26543, 0, 1.26547, 1.26543, 1.26543, 1.26543, 1.26543, 1.26543, 1.26543, 1.26543, 1.26543, 1.26543, 1.26543, 1.26543, 1.26543, 1.26543, 1.26543, 5.88748
12.9499, 6, 5.37475, 1.26511, 2.82843, 0.625248, 1.26511, 0, 1.26517, 1.26511, 1.26511, 1.26511, 1.26511, 1.26511, 1.26511, 1.26511, 1.26511, 1.26511, 1.26511, 1.26511, 1.26512, 1.26511, 1.26511, 5.37469
12.9578, 6, 4.89545, 1.26474, 2.82843, 1.10455, 1.26474, 0, 1.26482, 1.26474, 1.26474, 1.26474, 1.26474, 1.26474, 1.26474, 1.26474, 1.26474, 1.26474, 1.26474, 1.26474, 1.26474, 1.26474, 1.26474, 4.89537
12.9657, 8, 4.45163, 1.26425, 3.16228, 3.54837, 1.26425, 0, 1.26435, 1.26425, 1.26425, 1.26425, 1.26425, 1.26425, 1.26425, 1.26425, 1.26425, 1.26425, 1.26425, 1.26425, 1.26425, 1.26425, 1.26425, 4.45152
12.9736, 8, 4.04424, 1.26363, 3.16228, 3.95576, 1.26363, 0, 1.26376, 1.26363, 1.26363, 1.26363, 1.26363, 1.26363, 1.26363, 1.26363, 1.26363, 1.26363, 1.26363, 1.26363, 1.26363, 1.26363, 1.26363, 4.04411
12.9815, 2, 3.67366, 1.26292, 2, -1.67366, 1.26292, 0, 1.26309, 1.26292, 1.26292, 1.26292, 1.26292, 1.26292, 1.26292, 1.26292, 1.26292, 1.26292, 1.26292, 1.26292, 1.26292, 1.26292, 1.26292, 3.67348
12.9894, 4, 3.33929, 1.26215, 2.44949, 0.660709, 1.26215, 0, 1.26237, 1.26215, 1.26215, 1.26215, 1.26215, 1.26215, 1.26215, 1.26215, 1.26215, 1.26215, 1.26215, 1.26215, 1.26215, 1.26215, 1.26215, 3.33906
12.9973, 2, 3.04025, 1.26135, 2, -1.04025, 1.26135, 0, 1.26164, 1.26135, 1.26135, 1.26135, 1.26135, 1.26135, 1.26135, 1.26135, 1.26135, 1.26135, 1.26135, 1.26135, 1.26135, 1.26135, 1.26135, 3.03996
13.0052, 2, 2.7749, 1.26055, 2, -0.774898, 1.26055, 0, 1.26092, 1.26055, 1.26055, 1.26055, 1.26055, 1.26055, 1.26055, 1.26055, 1.26055, 1.26055, 1.26055, 1.26055, 1.26055, 1.26055, 1.26055, 2.77453
13.0131, 2, 2.54123, 1.25973, 2, -0.541228, 1.25973, 0, 1.2602, 1.25973, 1.25973, 1.25973, 1.25973, 1.25973, 1.25973, 1.25973, 1.25973, 1.25973, 1.25973, 1.25973, 1.25973, 1.25973, 1.25973, 2.54076
