   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_74.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
3.36173, 4, 11.0068, 9.85596, 2.44949, -7.00685, 10.0534, 0, 9.85596, 10.1061, 9.86239, 9.93219, 9.85596, 9.85596, 9.85596, 9.85596, 9.85596, 9.85596, 9.85596, 9.85596, 9.85596, 10.452, 9.85596, 9.88052
3.36962, 2, 10.9819, 9.90335, 2, -8.98185, 10.0459, 0, 9.90335, 10.1535, 9.90978, 9.98119, 9.90335, 9.90335, 9.90335, 9.90335, 9.90335, 9.90335, 9.90335, 9.90335, 9.90335, 10.4742, 9.90335, 9.93394
3.37752, 2, 10.9708, 9.94819, 2, -8.97079, 10.0497, 0, 9.94819, 10.1984, 9.95462, 10.0278, 9.94819, 9.94819, 9.94819, 9.94819, 9.94819, 9.94819, 9.94819, 9.94819, 9.9482, 10.4956, 9.94819, 9.98571
3.38542, 8, 10.9706, 9.99078, 3.16228, -2.97059, 10.0621, 0, 9.99078, 10.2409, 9.99721, 10.0723, 9.99078, 9.99078, 9.99078, 9.99078, 9.99078, 9.99078, 9.99078, 9.99078, 9.99078, 10.5158, 9.99078, 10.0361
3.39332, 2, 10.9788, 10.0315, 2, -8.97883, 10.0809, 0, 10.0315, 10.2817, 10.0379, 10.1154, 10.0315, 10.0315, 10.0315, 10.0315, 10.0315, 10.0315, 10.0315, 10.0315, 10.0315, 10.535, 10.0315, 10.0855
3.40122, 4, 10.9938, 10.0708, 2.44949, -6.99378, 10.1045, 0, 10.0708, 10.321, 10.0772, 10.1576, 10.0708, 10.0708, 10.0708, 10.0708, 10.0708, 10.0708, 10.0708, 10.0708, 10.0708, 10.5534, 10.0708, 10.1341
3.40911, 6, 11.0143, 10.1093, 2.82843, -5.01429, 10.132, 0, 10.1093, 10.3594, 10.1157, 10.2, 10.1093, 10.1093, 10.1093, 10.1093, 10.1093, 10.1093, 10.1093, 10.1093, 10.1093, 10.5711, 10.1093, 10.1824
3.41701, 10, 11.0399, 10.1474, 3.4641, -1.03988, 10.1625, 0, 10.1474, 10.3976, 10.1539, 10.2437, 10.1474, 10.1474, 10.1474, 10.1474, 10.1474, 10.1474, 10.1474, 10.1474, 10.1474, 10.5887, 10.1474, 10.2307
3.42491, 4, 11.0707, 10.1859, 2.44949, -7.07066, 10.1958, 0, 10.186, 10.4361, 10.1924, 10.2902, 10.1859, 10.1859, 10.1859, 10.1859, 10.1859, 10.1859, 10.1859, 10.1859, 10.186, 10.6066, 10.1859, 10.2793
3.43281, 12, 11.1075, 10.2254, 3.74166, 0.892488, 10.2318, 0, 10.2254, 10.4755, 10.2318, 10.3414, 10.2254, 10.2254, 10.2254, 10.2254, 10.2254, 10.2254, 10.2254, 10.2254, 10.2254, 10.6253, 10.2254, 10.3285
3.44071, 6, 11.1521, 10.2662, 2.82843, -5.15209, 10.2703, 0, 10.2662, 10.5164, 10.2727, 10.3999, 10.2662, 10.2662, 10.2662, 10.2662, 10.2662, 10.2662, 10.2662, 10.2662, 10.2662, 10.6454, 10.2662, 10.3786
3.44861, 4, 11.2071, 10.309, 2.44949, -7.2071, 10.3116, 0, 10.309, 10.5592, 10.3154, 10.4692, 10.309, 10.309, 10.309, 10.309, 10.309, 10.309, 10.309, 10.309, 10.309, 10.6673, 10.309, 10.4296
3.4565, 10, 11.2766, 10.3542, 3.4641, -1.27657, 10.3558, 0, 10.3542, 10.6043, 10.3606, 10.5536, 10.3542, 10.3542, 10.3542, 10.3542, 10.3542, 10.3542, 10.3542, 10.3542, 10.3542, 10.6915, 10.3542, 10.4816
3.4644, 8, 11.3662, 10.402, 3.16228, -3.36615, 10.4029, 0, 10.402, 10.6521, 10.4084, 10.6593, 10.402, 10.402, 10.402, 10.402, 10.402, 10.402, 10.402, 10.402, 10.402, 10.7184, 10.402, 10.5348
3.4723, 8, 11.4837, 10.4527, 3.16228, -3.48367, 10.4532, 0, 10.4527, 10.7028, 10.4591, 10.7944, 10.4527, 10.4527, 10.4527, 10.4527, 10.4527, 10.4527, 10.4527, 10.4527, 10.4527, 10.7483, 10.4527, 10.5891
3.4802, 6, 11.6395, 10.5063, 2.82843, -5.63952, 10.5067, 0, 10.5063, 10.7565, 10.5128, 10.9693, 10.5063, 10.5063, 10.5063, 10.5063, 10.5063, 10.5063, 10.5063, 10.5063, 10.5063, 10.7815, 10.5063, 10.6445
3.4881, 26, 11.8474, 10.5631, 5.2915, 14.1526, 10.5633, 0, 10.5631, 10.8132, 10.5695, 11.1977, 10.5631, 10.5631, 10.5631, 10.5631, 10.5631, 10.5631, 10.5631, 10.5631, 10.5631, 10.8181, 10.5631, 10.701
3.49599, 8, 12.1245, 10.6228, 3.16228, -4.12454, 10.6229, 0, 10.6228, 10.873, 10.6292, 11.4968, 10.6228, 10.6228, 10.6228, 10.6228, 10.6228, 10.6228, 10.6228, 10.6228, 10.6228, 10.8581, 10.6228, 10.7585
3.50389, 10, 12.4926, 10.6854, 3.4641, -2.49265, 10.6854, 0, 10.6854, 10.9355, 10.6918, 11.8882, 10.6854, 10.6854, 10.6854, 10.6854, 10.6854, 10.6854, 10.6854, 10.6854, 10.6854, 10.9016, 10.6854, 10.817
3.51179, 8, 12.9779, 10.7506, 3.16228, -4.97788, 10.7507, 0, 10.7506, 11.0008, 10.7571, 12.3976, 10.7506, 10.7506, 10.7506, 10.7506, 10.7506, 10.7506, 10.7506, 10.7506, 10.7506, 10.9484, 10.7506, 10.8765
3.51969, 6, 13.611, 10.8184, 2.82843, -7.61099, 10.8184, 0, 10.8184, 11.0685, 10.8248, 13.0556, 10.8184, 10.8184, 10.8184, 10.8184, 10.8184, 10.8184, 10.8184, 10.8184, 10.8184, 10.9985, 10.8184, 10.9371
3.52759, 14, 14.4272, 10.8884, 4, -0.427221, 10.8884, 0, 10.8884, 11.1385, 10.8948, 13.897, 10.8884, 10.8884, 10.8884, 10.8884, 10.8884, 10.8884, 10.8884, 10.8884, 10.8884, 11.0516, 10.8884, 10.9987
3.53548, 20, 15.4653, 10.9603, 4.69042, 4.53473, 10.9603, 0, 10.9603, 11.2105, 10.9667, 14.9601, 10.9603, 10.9603, 10.9603, 10.9603, 10.9603, 10.9603, 10.9603, 10.9603, 10.9603, 11.1076, 10.9603, 11.0615
3.54338, 16, 16.7662, 11.034, 4.24264, -0.766197, 11.034, 0, 11.034, 11.2841, 11.0404, 16.2857, 11.034, 11.034, 11.034, 11.034, 11.034, 11.034, 11.034, 11.034, 11.034, 11.1663, 11.034, 11.1255
3.55128, 18, 18.3712, 11.1092, 4.47214, -0.371204, 11.1092, 0, 11.1092, 11.3593, 11.1156, 17.9146, 11.1092, 11.1092, 11.1092, 11.1092, 11.1092, 11.1092, 11.1092, 11.1092, 11.1092, 11.2275, 11.1092, 11.1908
3.55918, 26, 20.3192, 11.1856, 5.2915, 5.68078, 11.1856, 0, 11.1856, 11.4358, 11.192, 19.8854, 11.1856, 11.1856, 11.1856, 11.1856, 11.1856, 11.1856, 11.1856, 11.1856, 11.1856, 11.2909, 11.1856, 11.2575
3.56708, 30, 22.6436, 11.2631, 5.65685, 7.35641, 11.2631, 0, 11.2631, 11.5133, 11.2695, 22.2312, 11.2631, 11.2631, 11.2631, 11.2631, 11.2631, 11.2631, 11.2631, 11.2631, 11.2631, 11.3564, 11.2631, 11.3255
3.57497, 36, 25.3681, 11.3415, 6.16441, 10.6319, 11.3415, 0, 11.3415, 11.5917, 11.3479, 24.9757, 11.3415, 11.3415, 11.3415, 11.3415, 11.3415, 11.3415, 11.3415, 11.3415, 11.3415, 11.4238, 11.3415, 11.395
3.58287, 40, 28.5037, 11.4206, 6.48074, 11.4963, 11.4206, 0, 11.4206, 11.6708, 11.4271, 28.1296, 11.4206, 11.4206, 11.4206, 11.4206, 11.4206, 11.4206, 11.4206, 11.4206, 11.4206, 11.4929, 11.4206, 11.4659
3.59077, 58, 32.044, 11.5004, 7.74597, 25.956, 11.5004, 0, 11.5004, 11.7506, 11.5068, 31.6865, 11.5004, 11.5004, 11.5004, 11.5004, 11.5004, 11.5004, 11.5004, 11.5004, 11.5004, 11.5636, 11.5004, 11.5382
3.59867, 44, 35.9625, 11.5807, 6.78233, 8.03753, 11.5807, 0, 11.5807, 11.8309, 11.5871, 35.6198, 11.5807, 11.5807, 11.5807, 11.5807, 11.5807, 11.5807, 11.5807, 11.5807, 11.5807, 11.6357, 11.5807, 11.6118
3.60657, 46, 40.2093, 11.6614, 6.9282, 5.79071, 11.6614, 0, 11.6614, 11.9116, 11.6679, 39.8798, 11.6614, 11.6614, 11.6614, 11.6614, 11.6614, 11.6614, 11.6614, 11.6614, 11.6614, 11.709, 11.6614, 11.6867
3.61446, 44, 44.7111, 11.7426, 6.78233, -0.711136, 11.7426, 0, 11.7426, 11.9927, 11.749, 44.3932, 11.7426, 11.7426, 11.7426, 11.7426, 11.7426, 11.7426, 11.7426, 11.7426, 11.7426, 11.7836, 11.7426, 11.7629
3.62236, 68, 49.3712, 11.824, 8.3666, 18.6288, 11.824, 0, 11.824, 12.0742, 11.8304, 49.0632, 11.824, 11.824, 11.824, 11.824, 11.824, 11.824, 11.824, 11.824, 11.824, 11.8592, 11.824, 11.8401
3.63026, 52, 54.0709, 11.9057, 7.34847, -2.07087, 11.9057, 0, 11.9057, 12.1559, 11.9122, 53.7715, 11.9057, 11.9057, 11.9057, 11.9057, 11.9057, 11.9057, 11.9057, 11.9057, 11.9057, 11.9358, 11.9057, 11.9184
3.63816, 40, 58.676, 11.9878, 6.48074, -18.676, 11.9878, 0, 11.9878, 12.2379, 11.9942, 58.384, 11.9878, 11.9878, 11.9878, 11.9878, 11.9878, 11.9878, 11.9878, 11.9878, 11.9878, 12.0133, 11.9878, 11.9976
3.64606, 66, 63.0404, 12.07, 8.24621, 2.95961, 12.07, 0, 12.07, 12.3202, 12.0765, 62.7546, 12.07, 12.07, 12.07, 12.07, 12.07, 12.07, 12.07, 12.07, 12.07, 12.0917, 12.07, 12.0775
3.65395, 78, 67.0156, 12.1525, 8.94427, 10.9844, 12.1525, 0, 12.1525, 12.4027, 12.159, 66.7351, 12.1525, 12.1525, 12.1525, 12.1525, 12.1525, 12.1525, 12.1525, 12.1525, 12.1525, 12.1708, 12.1525, 12.1582
3.66185, 64, 70.458, 12.2353, 8.12404, -6.45796, 12.2353, 0, 12.2353, 12.4854, 12.2417, 70.1818, 12.2353, 12.2353, 12.2353, 12.2353, 12.2353, 12.2353, 12.2353, 12.2353, 12.2353, 12.2506, 12.2353, 12.2396
3.66975, 86, 73.238, 12.3183, 9.38083, 12.762, 12.3183, 0, 12.3183, 12.5684, 12.3247, 72.9655, 12.3183, 12.3183, 12.3183, 12.3183, 12.3183, 12.3183, 12.3183, 12.3183, 12.3183, 12.331, 12.3183, 12.3214
3.67765, 82, 75.2487, 12.4015, 9.16515, 6.75125, 12.4015, 0, 12.4015, 12.6516, 12.4079, 74.9792, 12.4015, 12.4015, 12.4015, 12.4015, 12.4015, 12.4015, 12.4015, 12.4015, 12.4015, 12.4121, 12.4015, 12.4038
3.68555, 126, 76.4122, 12.4849, 11.3137, 49.5878, 12.4849, 0, 12.4849, 12.7351, 12.4913, 76.1451, 12.4849, 12.4849, 12.4849, 12.4849, 12.4849, 12.4849, 12.4849, 12.4849, 12.4849, 12.4937, 12.4849, 12.4866
3.69344, 88, 76.6852, 12.5686, 9.48683, 11.3148, 12.5686, 0, 12.5686, 12.8187, 12.575, 76.4202, 12.5686, 12.5686, 12.5686, 12.5686, 12.5686, 12.5686, 12.5686, 12.5686, 12.5686, 12.5758, 12.5686, 12.5698
3.70134, 76, 76.0619, 12.6525, 8.83176, -0.0619049, 12.6525, 0, 12.6525, 12.9026, 12.6589, 75.7985, 12.6525, 12.6525, 12.6525, 12.6525, 12.6525, 12.6525, 12.6525, 12.6525, 12.6525, 12.6584, 12.6525, 12.6533
3.70924, 92, 74.5741, 12.7366, 9.69536, 17.4259, 12.7366, 0, 12.7366, 12.9868, 12.743, 74.312, 12.7366, 12.7366, 12.7366, 12.7366, 12.7366, 12.7366, 12.7366, 12.7366, 12.7366, 12.7414, 12.7366, 12.7372
3.71714, 66, 72.2888, 12.821, 8.24621, -6.28885, 12.821, 0, 12.821, 13.0711, 12.8274, 72.0279, 12.821, 12.821, 12.821, 12.821, 12.821, 12.821, 12.821, 12.821, 12.821, 12.8249, 12.821, 12.8214
3.72504, 96, 69.3037, 12.9056, 9.8995, 26.6963, 12.9056, 0, 12.9056, 13.1557, 12.912, 69.0436, 12.9056, 12.9056, 12.9056, 12.9056, 12.9056, 12.9056, 12.9056, 12.9056, 12.9056, 12.9088, 12.9056, 12.9059
3.73293, 94, 65.7401, 12.9904, 9.79796, 28.2599, 12.9904, 0, 12.9904, 13.2406, 12.9969, 65.4807, 12.9904, 12.9904, 12.9904, 12.9904, 12.9904, 12.9904, 12.9904, 12.9904, 12.9904, 12.993, 12.9904, 12.9907
3.74083, 70, 61.7358, 13.0755, 8.48528, 8.26416, 13.0755, 0, 13.0755, 13.3257, 13.082, 61.477, 13.0755, 13.0755, 13.0755, 13.0755, 13.0755, 13.0755, 13.0755, 13.0755, 13.0755, 13.0776, 13.0755, 13.0757
3.74873, 66, 57.4354, 13.1609, 8.24621, 8.56463, 13.1609, 0, 13.1609, 13.4111, 13.1673, 57.177, 13.1609, 13.1609, 13.1609, 13.1609, 13.1609, 13.1609, 13.1609, 13.1609, 13.1609, 13.1625, 13.1609, 13.161
3.75663, 60, 52.9832, 13.2465, 7.87401, 7.01681, 13.2465, 0, 13.2465, 13.4967, 13.2529, 52.7252, 13.2465, 13.2465, 13.2465, 13.2465, 13.2465, 13.2465, 13.2465, 13.2465, 13.2465, 13.2478, 13.2465, 13.2466
3.76453, 46, 48.5154, 13.3324, 6.9282, -2.51541, 13.3324, 0, 13.3324, 13.5825, 13.3388, 48.2576, 13.3324, 13.3324, 13.3324, 13.3324, 13.3324, 13.3324, 13.3324, 13.3324, 13.3324, 13.3334, 13.3324, 13.3325
3.77242, 44, 44.1535, 13.4185, 6.78233, -0.153507, 13.4185, 0, 13.4185, 13.6686, 13.4249, 43.8959, 13.4185, 13.4185, 13.4185, 13.4185, 13.4185, 13.4185, 13.4185, 13.4185, 13.4185, 13.4193, 13.4185, 13.4187
3.78032, 28, 40.0002, 13.5049, 5.47723, -12.0002, 13.5049, 0, 13.5049, 13.755, 13.5113, 39.7427, 13.5049, 13.5049, 13.5049, 13.5049, 13.5049, 13.5049, 13.5049, 13.5049, 13.5049, 13.5055, 13.5049, 13.5051
3.78822, 32, 36.1364, 13.5915, 5.83095, -4.13639, 13.5915, 0, 13.5915, 13.8417, 13.5979, 35.879, 13.5915, 13.5915, 13.5915, 13.5915, 13.5915, 13.5915, 13.5915, 13.5915, 13.5915, 13.592, 13.5915, 13.5918
3.79612, 48, 32.6212, 13.6784, 7.07107, 15.3788, 13.6784, 0, 13.6784, 13.9286, 13.6848, 32.3639, 13.6784, 13.6784, 13.6784, 13.6784, 13.6784, 13.6784, 13.6784, 13.6784, 13.6784, 13.6788, 13.6784, 13.6788
3.80402, 28, 29.4912, 13.7656, 5.47723, -1.49122, 13.7656, 0, 13.7656, 14.0157, 13.772, 29.2338, 13.7656, 13.7656, 13.7656, 13.7656, 13.7656, 13.7656, 13.7656, 13.7656, 13.7656, 13.7659, 13.7656, 13.766
3.81191, 14, 26.7638, 13.853, 4, -12.7638, 13.853, 0, 13.853, 14.1032, 13.8595, 26.5064, 13.853, 13.853, 13.853, 13.853, 13.853, 13.853, 13.853, 13.853, 13.853, 13.8532, 13.853, 13.8536
3.81981, 24, 24.4396, 13.9407, 5.09902, -0.439632, 13.9407, 0, 13.9407, 14.1908, 13.9472, 24.182, 13.9407, 13.9407, 13.9407, 13.9407, 13.9407, 13.9407, 13.9407, 13.9407, 13.9407, 13.9409, 13.9407, 13.9415
3.82771, 10, 22.5056, 14.0286, 3.4641, -12.5056, 14.0286, 0, 14.0286, 14.2788, 14.0351, 22.2478, 14.0286, 14.0286, 14.0286, 14.0286, 14.0286, 14.0286, 14.0286, 14.0286, 14.0286, 14.0288, 14.0286, 14.0296
3.83561, 20, 20.9392, 14.1168, 4.69042, -0.939182, 14.1168, 0, 14.1168, 14.367, 14.1234, 20.6811, 14.1168, 14.1168, 14.1168, 14.1168, 14.1168, 14.1168, 14.1168, 14.1168, 14.1168, 14.1169, 14.1168, 14.1181
3.84351, 10, 19.7115, 14.2052, 3.4641, -9.71148, 14.2052, 0, 14.2052, 14.4554, 14.2119, 19.453, 14.2052, 14.2052, 14.2052, 14.2052, 14.2052, 14.2052, 14.2052, 14.2052, 14.2052, 14.2053, 14.2052, 14.2068
3.8514, 16, 18.7906, 14.2939, 4.24264, -2.79056, 14.2939, 0, 14.2939, 14.544, 14.3006, 18.5317, 14.2939, 14.2939, 14.2939, 14.2939, 14.2939, 14.2939, 14.2939, 14.2939, 14.2939, 14.2939, 14.2939, 14.2958
3.8593, 18, 18.1436, 14.3827, 4.47214, -0.143578, 14.3827, 0, 14.3827, 14.6328, 14.3895, 17.8842, 14.3827, 14.3827, 14.3827, 14.3827, 14.3827, 14.3827, 14.3827, 14.3827, 14.3827, 14.3827, 14.3827, 14.385
3.8672, 12, 17.739, 14.4717, 3.74166, -5.73903, 14.4717, 0, 14.4717, 14.7218, 14.4787, 17.479, 14.4717, 14.4717, 14.4717, 14.4717, 14.4717, 14.4717, 14.4717, 14.4717, 14.4717, 14.4717, 14.4717, 14.4745
3.8751, 16, 17.5477, 14.5607, 4.24264, -1.54767, 14.5607, 0, 14.5607, 14.8109, 14.568, 17.2868, 14.5607, 14.5607, 14.5607, 14.5607, 14.5607, 14.5607, 14.5607, 14.5607, 14.5607, 14.5608, 14.5607, 14.5641
3.883, 14, 17.5431, 14.6499, 4, -3.54313, 14.6499, 0, 14.6499, 14.9001, 14.6575, 17.2813, 14.6499, 14.6499, 14.6499, 14.6499, 14.6499, 14.6499, 14.6499, 14.6499, 14.6499, 14.6499, 14.6499, 14.6539
3.89089, 16, 17.7019, 14.739, 4.24264, -1.70191, 14.739, 0, 14.739, 14.9892, 14.747, 17.439, 14.739, 14.739, 14.739, 14.739, 14.739, 14.739, 14.739, 14.739, 14.739, 14.739, 14.739, 14.7438
3.89879, 12, 18.0031, 14.8281, 3.74166, -6.00307, 14.8281, 0, 14.8281, 15.0783, 14.8367, 17.7387, 14.8281, 14.8281, 14.8281, 14.8281, 14.8281, 14.8281, 14.8281, 14.8281, 14.8281, 14.8281, 14.8281, 14.8337
3.90669, 24, 18.4274, 14.917, 5.09902, 5.57257, 14.917, 0, 14.917, 15.1672, 14.9264, 18.1614, 14.917, 14.917, 14.917, 14.917, 14.917, 14.917, 14.917, 14.917, 14.917, 14.917, 14.917, 14.9235
3.91459, 10, 18.9568, 15.0057, 3.4641, -8.95681, 15.0057, 0, 15.0057, 15.2559, 15.0161, 18.6888, 15.0057, 15.0057, 15.0057, 15.0057, 15.0057, 15.0057, 15.0057, 15.0057, 15.0057, 15.0057, 15.0057, 15.0132
3.92249, 8, 19.5732, 15.094, 3.16228, -11.5732, 15.094, 0, 15.094, 15.3442, 15.1058, 19.3027, 15.094, 15.094, 15.094, 15.094, 15.094, 15.094, 15.094, 15.094, 15.094, 15.094, 15.094, 15.1026
3.93038, 20, 20.2581, 15.1819, 4.69042, -0.258085, 15.1819, 0, 15.1819, 15.4321, 15.1954, 19.9846, 15.1819, 15.1819, 15.1819, 15.1819, 15.1819, 15.1819, 15.1819, 15.1819, 15.1819, 15.1819, 15.1819, 15.1917
3.93828, 18, 20.9917, 15.2692, 4.47214, -2.99173, 15.2692, 0, 15.2692, 15.5194, 15.285, 20.7146, 15.2692, 15.2692, 15.2692, 15.2692, 15.2692, 15.2692, 15.2692, 15.2692, 15.2692, 15.2692, 15.2692, 15.2804
3.94618, 16, 21.7532, 15.3559, 4.24264, -5.75318, 15.3559, 0, 15.3559, 15.606, 15.3747, 21.4716, 15.3559, 15.3559, 15.3559, 15.3559, 15.3559, 15.3559, 15.3559, 15.3559, 15.3559, 15.3559, 15.3559, 15.3685
3.95408, 30, 22.5203, 15.4418, 5.65685, 7.47974, 15.4418, 0, 15.4418, 15.6919, 15.4644, 22.2334, 15.4418, 15.4418, 15.4418, 15.4418, 15.4418, 15.4418, 15.4418, 15.4418, 15.4418, 15.4418, 15.4418, 15.4559
3.96198, 18, 23.2699, 15.5269, 4.47214, -5.26985, 15.5269, 0, 15.5269, 15.777, 15.5543, 22.9765, 15.5269, 15.5269, 15.5269, 15.5269, 15.5269, 15.5269, 15.5269, 15.5269, 15.5269, 15.5269, 15.5269, 15.5426
3.96987, 18, 23.9787, 15.6111, 4.47214, -5.97873, 15.6111, 0, 15.6111, 15.8612, 15.6446, 23.6775, 15.6111, 15.6111, 15.6111, 15.6111, 15.6111, 15.6111, 15.6111, 15.6111, 15.6111, 15.6111, 15.6111, 15.6285
3.97777, 20, 24.6244, 15.6943, 4.69042, -4.62439, 15.6943, 0, 15.6943, 15.9445, 15.7355, 24.3138, 15.6943, 15.6943, 15.6943, 15.6943, 15.6943, 15.6943, 15.6943, 15.6943, 15.6943, 15.6943, 15.6943, 15.7135
3.98567, 26, 25.186, 15.7766, 5.2915, 0.81398, 15.7766, 0, 15.7766, 16.0268, 15.8273, 24.8641, 15.7766, 15.7766, 15.7766, 15.7766, 15.7766, 15.7766, 15.7766, 15.7766, 15.7766, 15.7766, 15.7766, 15.7976
3.99357, 20, 25.6457, 15.8579, 4.69042, -5.64568, 15.8579, 0, 15.8579, 16.1081, 15.9203, 25.3104, 15.8579, 15.8579, 15.8579, 15.8579, 15.8579, 15.8579, 15.8579, 15.8579, 15.8579, 15.8579, 15.8579, 15.8806
4.00147, 24, 25.9892, 15.9384, 5.09902, -1.98925, 15.9384, 0, 15.9384, 16.1885, 16.015, 25.6381, 15.9384, 15.9384, 15.9384, 15.9384, 15.9384, 15.9384, 15.9384, 15.9384, 15.9384, 15.9384, 15.9384, 15.9627
4.00936, 20, 26.2072, 16.018, 4.69042, -6.20721, 16.018, 0, 16.018, 16.2681, 16.1117, 25.8374, 16.018, 16.018, 16.018, 16.018, 16.018, 16.018, 16.018, 16.018, 16.018, 16.018, 16.018, 16.0439
4.01726, 14, 26.2952, 16.0968, 4, -12.2952, 16.0968, 0, 16.0968, 16.347, 16.2108, 25.9039, 16.0968, 16.0968, 16.0968, 16.0968, 16.0968, 16.0968, 16.0968, 16.0968, 16.0968, 16.0968, 16.0968, 16.1241
4.02516, 24, 26.2544, 16.1751, 5.09902, -2.25439, 16.1751, 0, 16.1751, 16.4252, 16.3128, 25.8382, 16.1751, 16.1751, 16.1751, 16.1751, 16.1751, 16.1751, 16.1751, 16.1751, 16.1751, 16.1751, 16.1751, 16.2034
4.03306, 22, 26.091, 16.2528, 4.89898, -4.09101, 16.2528, 0, 16.2528, 16.503, 16.418, 25.6465, 16.2528, 16.2528, 16.2528, 16.2528, 16.2528, 16.2528, 16.2528, 16.2528, 16.2528, 16.2528, 16.2528, 16.2821
4.04096, 16, 25.8162, 16.3303, 4.24264, -9.81622, 16.3303, 0, 16.3303, 16.5805, 16.5266, 25.34, 16.3303, 16.3303, 16.3303, 16.3303, 16.3303, 16.3303, 16.3303, 16.3303, 16.3303, 16.3303, 16.3303, 16.3601
4.04885, 12, 25.4451, 16.4076, 3.74166, -13.4451, 16.4076, 0, 16.4076, 16.6578, 16.6389, 24.9337, 16.4076, 16.4076, 16.4076, 16.4076, 16.4076, 16.4076, 16.4076, 16.4076, 16.4076, 16.4076, 16.4076, 16.4376
4.05675, 20, 24.9959, 16.4849, 4.69042, -4.99591, 16.4849, 0, 16.4849, 16.7351, 16.7547, 24.4461, 16.4849, 16.4849, 16.4849, 16.4849, 16.4849, 16.4849, 16.4849, 16.4849, 16.4849, 16.4849, 16.4849, 16.5148
4.06465, 18, 24.4885, 16.5624, 4.47214, -6.48848, 16.5624, 0, 16.5624, 16.8126, 16.874, 23.8974, 16.5624, 16.5624, 16.5624, 16.5624, 16.5624, 16.5624, 16.5624, 16.5624, 16.5624, 16.5624, 16.5624, 16.5918
4.07255, 16, 23.9435, 16.6403, 4.24264, -7.94349, 16.6403, 0, 16.6403, 16.8904, 16.9962, 23.3089, 16.6403, 16.6403, 16.6403, 16.6403, 16.6403, 16.6403, 16.6403, 16.6403, 16.6403, 16.6403, 16.6403, 16.6688
4.08045, 6, 23.381, 16.7186, 2.82843, -17.381, 16.7186, 0, 16.7186, 16.9687, 17.1207, 22.7013, 16.7186, 16.7186, 16.7186, 16.7186, 16.7186, 16.7186, 16.7186, 16.7186, 16.7186, 16.7186, 16.7186, 16.7459
4.08834, 22, 22.8196, 16.7974, 4.89898, -0.819569, 16.7974, 0, 16.7974, 17.0476, 17.2467, 22.0942, 16.7974, 16.7974, 16.7974, 16.7974, 16.7974, 16.7974, 16.7974, 16.7974, 16.7974, 16.7974, 16.7974, 16.8234
4.09624, 14, 22.2754, 16.877, 4, -8.27538, 16.877, 0, 16.877, 17.1271, 17.3731, 21.5048, 16.877, 16.877, 16.877, 16.877, 16.877, 16.877, 16.877, 16.877, 16.877, 16.877, 16.877, 16.9013
4.10414, 16, 21.7618, 16.9572, 4.24264, -5.76179, 16.9572, 0, 16.9572, 17.2074, 17.4987, 20.9477, 16.9572, 16.9572, 16.9572, 16.9572, 16.9572, 16.9572, 16.9572, 16.9572, 16.9572, 16.9572, 16.9572, 16.9797
4.11204, 10, 21.2888, 17.0382, 3.4641, -11.2888, 17.0382, 0, 17.0382, 17.2884, 17.6223, 20.4341, 17.0382, 17.0382, 17.0382, 17.0382, 17.0382, 17.0382, 17.0382, 17.0382, 17.0382, 17.0382, 17.0382, 17.0588
4.11994, 18, 20.8634, 17.1201, 4.47214, -2.86337, 17.1201, 0, 17.1201, 17.3703, 17.7425, 19.9723, 17.1201, 17.1201, 17.1201, 17.1201, 17.1201, 17.1201, 17.1201, 17.1201, 17.1201, 17.1201, 17.1201, 17.1386
4.12783, 14, 20.4891, 17.2027, 4, -6.48911, 17.2027, 0, 17.2027, 17.4529, 17.858, 19.5672, 17.2027, 17.2027, 17.2027, 17.2027, 17.2027, 17.2027, 17.2027, 17.2027, 17.2027, 17.2027, 17.2027, 17.2192
4.13573, 8, 20.1671, 17.2861, 3.16228, -12.1671, 17.2861, 0, 17.2861, 17.5363, 17.9676, 19.2209, 17.2861, 17.2861, 17.2861, 17.2861, 17.2861, 17.2861, 17.2861, 17.2861, 17.2861, 17.2861, 17.2861, 17.3006
4.14363, 14, 19.8959, 17.3703, 4, -5.89589, 17.3703, 0, 17.3703, 17.6204, 18.0704, 18.933, 17.3703, 17.3703, 17.3703, 17.3703, 17.3703, 17.3703, 17.3703, 17.3703, 17.3703, 17.3703, 17.3703, 17.3828
4.15153, 12, 19.6725, 17.4551, 3.74166, -7.67253, 17.4551, 0, 17.4552, 17.7053, 18.1657, 18.7011, 17.4551, 17.4551, 17.4551, 17.4551, 17.4551, 17.4551, 17.4551, 17.4551, 17.4552, 17.4551, 17.4551, 17.4659
4.15943, 10, 19.4928, 17.5407, 3.4641, -9.49277, 17.5407, 0, 17.5407, 17.7909, 18.2529, 18.5212, 17.5407, 17.5407, 17.5407, 17.5407, 17.5407, 17.5407, 17.5407, 17.5407, 17.5407, 17.5407, 17.5407, 17.5498
