   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_266.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.164328, 0, 2.21075e-16, 0, 1.41421, -2.21075e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.84589e-21, 0, 3.72875e-20, 0, 2.21034e-16, 0, 0, 0
0.172212, 0, 4.38494e-16, 0, 1.41421, -4.38494e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.75172e-21, 0, 7.53306e-20, 0, 4.38411e-16, 0, 0, 0
0.180096, 0, 8.60827e-16, 0, 1.41421, -8.60827e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54699e-20, 0, 1.50681e-19, 0, 8.60661e-16, 0, 0, 0
0.18798, 0, 1.67292e-15, 0, 1.41421, -1.67292e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0574e-20, 0, 2.98487e-19, 0, 1.67259e-15, 0, 0, 0
0.195865, 0, 3.2189e-15, 0, 1.41421, -3.2189e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.98499e-20, 0, 5.85679e-19, 0, 3.21825e-15, 0, 0, 0
0.203749, 0, 6.13312e-15, 0, 1.41421, -6.13312e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16063e-19, 0, 1.13855e-18, 0, 6.13187e-15, 0, 0, 0
0.211633, 0, 1.15732e-14, 0, 1.41421, -1.15732e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23002e-19, 0, 2.1932e-18, 0, 1.15708e-14, 0, 0, 0
0.219517, 0, 2.16313e-14, 0, 1.41421, -2.16313e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.2459e-19, 0, 4.18718e-18, 0, 2.16266e-14, 0, 0, 0
0.227402, 0, 4.00509e-14, 0, 1.41421, -4.00509e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.0123e-19, 0, 7.92416e-18, 0, 4.00422e-14, 0, 0, 0
0.235286, 0, 7.3467e-14, 0, 1.41421, -7.3467e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49876e-18, 0, 1.48677e-17, 0, 7.34506e-14, 0, 0, 0
0.24317, 0, 1.3382e-13, 0, 1.41421, -1.3382e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.78993e-18, 0, 2.77736e-17, 0, 1.3379e-13, 0, 0, 0
0.251055, 0, 2.40928e-13, 0, 1.41421, -2.40928e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12833e-18, 0, 5.12232e-17, 0, 2.40872e-13, 0, 0, 0
0.258939, 0, 4.29872e-13, 0, 1.41421, -4.29872e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.34903e-18, 0, 9.37118e-17, 0, 4.29769e-13, 0, 0, 0
0.266823, 0, 7.60166e-13, 0, 1.41421, -7.60166e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69058e-17, 0, 1.70091e-16, 0, 7.59979e-13, 0, 0, 0
0.274707, 0, 1.33237e-12, 0, 1.41421, -1.33237e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.03292e-17, 0, 3.06334e-16, 0, 1.33203e-12, 0, 0, 0
0.282592, 0, 2.31482e-12, 0, 1.41421, -2.31482e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.39918e-17, 0, 5.47527e-16, 0, 2.31422e-12, 0, 0, 0
0.290476, 0, 3.98667e-12, 0, 1.41421, -3.98667e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.53964e-17, 0, 9.71381e-16, 0, 3.9856e-12, 0, 0, 0
0.29836, 0, 6.80658e-12, 0, 1.41421, -6.80658e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67335e-16, 0, 1.71092e-15, 0, 6.80471e-12, 0, 0, 0
0.306244, 0, 1.15212e-11, 0, 1.41421, -1.15212e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91481e-16, 0, 2.99236e-15, 0, 1.15179e-11, 0, 0, 0
0.314129, 0, 1.93347e-11, 0, 1.41421, -1.93347e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.04358e-16, 0, 5.19805e-15, 0, 1.9329e-11, 0, 0, 0
0.322013, 0, 3.21715e-11, 6.72623e-44, 1.41421, -3.21715e-11, 6.72623e-44, 0, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 8.6721e-16, 6.72623e-44, 8.97053e-15, 6.72623e-44, 3.21617e-11, 6.72623e-44, 6.72623e-44, 6.72623e-44
0.329897, 0, 5.30789e-11, 1.20652e-42, 1.41421, -5.30789e-11, 1.20652e-42, 0, 1.20652e-42, 1.20652e-42, 1.20652e-42, 1.20652e-42, 1.20652e-42, 1.20652e-42, 1.20652e-42, 1.20652e-42, 1.20652e-42, 1.20652e-42, 1.20652e-42, 1.48231e-15, 1.20652e-42, 1.5384e-14, 1.20652e-42, 5.30621e-11, 1.20652e-42, 1.20652e-42, 1.20652e-42
0.337781, 0, 8.68377e-11, 1.82001e-41, 1.41421, -8.68377e-11, 1.82001e-41, 0, 1.82001e-41, 1.82001e-41, 1.82001e-41, 1.82001e-41, 1.82001e-41, 1.82001e-41, 1.82001e-41, 1.82001e-41, 1.82001e-41, 1.82001e-41, 1.82001e-41, 2.51985e-15, 1.82001e-41, 2.62259e-14, 1.82001e-41, 8.6809e-11, 1.82001e-41, 1.82001e-41, 1.82001e-41
0.345666, 0, 1.4088e-10, 2.41341e-40, 1.41421, -1.4088e-10, 2.41341e-40, 0, 2.41341e-40, 2.41341e-40, 2.41341e-40, 2.41341e-40, 2.41341e-40, 2.41341e-40, 2.41341e-40, 2.41341e-40, 2.41341e-40, 2.41341e-40, 2.41341e-40, 4.2622e-15, 2.41341e-40, 4.44575e-14, 2.41341e-40, 1.40832e-10, 2.41341e-40, 2.41341e-40, 2.41341e-40
0.35355, 0, 2.26658e-10, 2.86286e-39, 1.41421, -2.26658e-10, 2.86286e-39, 0, 2.86286e-39, 2.86286e-39, 2.86286e-39, 2.86286e-39, 2.86286e-39, 2.86286e-39, 2.86286e-39, 2.86286e-39, 2.86286e-39, 2.86286e-39, 2.86286e-39, 7.17702e-15, 2.86286e-39, 7.49694e-14, 2.86286e-39, 2.26576e-10, 2.86286e-39, 2.86286e-39, 2.86286e-39
0.361434, 0, 3.6165e-10, 3.06322e-38, 1.41421, -3.6165e-10, 3.06322e-38, 0, 3.06322e-38, 3.06322e-38, 3.06322e-38, 3.06322e-38, 3.06322e-38, 3.06322e-38, 3.06322e-38, 3.06322e-38, 3.06322e-38, 3.06322e-38, 3.06322e-38, 1.20376e-14, 3.06322e-38, 1.25813e-13, 3.06322e-38, 3.61512e-10, 3.06322e-38, 3.06322e-38, 3.06322e-38
0.369318, 0, 5.72302e-10, 2.96965e-37, 1.41421, -5.72302e-10, 2.96965e-37, 0, 2.96965e-37, 2.96965e-37, 2.96965e-37, 2.96965e-37, 2.96965e-37, 2.96965e-37, 2.96965e-37, 2.96965e-37, 2.96965e-37, 2.96965e-37, 2.96965e-37, 2.01219e-14, 2.96965e-37, 2.10215e-13, 2.96965e-37, 5.72072e-10, 2.96965e-37, 2.96965e-37, 2.96965e-37
0.377203, 0, 8.98261e-10, 2.6268e-36, 1.41421, -8.98261e-10, 2.6268e-36, 0, 2.6268e-36, 2.6268e-36, 2.6268e-36, 2.6268e-36, 2.6268e-36, 2.6268e-36, 2.6268e-36, 2.6268e-36, 2.6268e-36, 2.6268e-36, 2.6268e-36, 3.35411e-14, 2.6268e-36, 3.49873e-13, 2.6268e-36, 8.97877e-10, 2.6268e-36, 2.6268e-36, 2.6268e-36
0.385087, 0, 1.39843e-09, 2.12958e-35, 1.41421, -1.39843e-09, 2.12958e-35, 0, 2.12958e-35, 2.12958e-35, 2.12958e-35, 2.12958e-35, 2.12958e-35, 2.12958e-35, 2.12958e-35, 2.12958e-35, 2.12958e-35, 2.12958e-35, 2.12958e-35, 5.57833e-14, 2.12958e-35, 5.80334e-13, 2.12958e-35, 1.39779e-09, 2.12958e-35, 2.12958e-35, 2.12958e-35
0.392971, 0, 2.15955e-09, 1.58898e-34, 1.41421, -2.15955e-09, 1.58898e-34, 0, 1.58898e-34, 1.58898e-34, 1.58898e-34, 1.58898e-34, 1.58898e-34, 1.58898e-34, 1.58898e-34, 1.58898e-34, 1.58898e-34, 1.58898e-34, 1.58898e-34, 9.26135e-14, 1.58898e-34, 9.5982e-13, 1.58898e-34, 2.1585e-09, 1.58898e-34, 1.58898e-34, 1.58898e-34
0.400856, 0, 3.30823e-09, 1.10057e-33, 1.41421, -3.30823e-09, 1.10057e-33, 0, 1.10057e-33, 1.10057e-33, 1.10057e-33, 1.10057e-33, 1.10057e-33, 1.10057e-33, 1.10057e-33, 1.10057e-33, 1.10057e-33, 1.10057e-33, 1.10057e-33, 1.53561e-13, 1.10057e-33, 1.58365e-12, 1.10057e-33, 3.30649e-09, 1.10057e-33, 1.10057e-33, 1.10057e-33
0.40874, 0, 5.02758e-09, 6.49326e-33, 1.41421, -5.02758e-09, 6.49326e-33, 0, 6.49326e-33, 6.49326e-33, 6.49326e-33, 6.49326e-33, 6.49326e-33, 6.49326e-33, 6.49326e-33, 6.49326e-33, 6.49326e-33, 6.49326e-33, 6.49326e-33, 2.54376e-13, 6.49326e-33, 2.60791e-12, 6.49326e-33, 5.02472e-09, 6.49326e-33, 6.49326e-33, 6.49326e-33
0.416624, 0, 7.58022e-09, 3.91736e-32, 1.41421, -7.58022e-09, 3.91736e-32, 0, 3.91736e-32, 3.91736e-32, 3.91736e-32, 3.91736e-32, 3.91736e-32, 3.91736e-32, 3.91736e-32, 3.91736e-32, 3.91736e-32, 3.91736e-32, 3.91736e-32, 4.21086e-13, 3.91736e-32, 4.28812e-12, 3.91736e-32, 7.57551e-09, 3.91736e-32, 3.91736e-32, 3.91736e-32
0.424508, 0, 1.13394e-08, 2.10836e-31, 1.41421, -1.13394e-08, 2.10836e-31, 0, 2.10836e-31, 2.10836e-31, 2.10836e-31, 2.10836e-31, 2.10836e-31, 2.10836e-31, 2.10836e-31, 2.10836e-31, 2.10836e-31, 2.10836e-31, 2.10836e-31, 6.96646e-13, 2.10836e-31, 7.04252e-12, 2.10836e-31, 1.13316e-08, 2.10836e-31, 2.10836e-31, 2.10836e-31
0.432393, 0, 1.6831e-08, 1.11472e-30, 1.41421, -1.6831e-08, 1.11472e-30, 0, 1.11472e-30, 1.11472e-30, 1.11472e-30, 1.11472e-30, 1.11472e-30, 1.11472e-30, 1.11472e-30, 1.11472e-30, 1.11472e-30, 1.11472e-30, 1.11472e-30, 1.15184e-12, 1.11472e-30, 1.15553e-11, 1.11472e-30, 1.68183e-08, 1.11472e-30, 1.11472e-30, 1.11472e-30
0.440277, 0, 2.479e-08, 5.63215e-30, 1.41421, -2.479e-08, 5.63215e-30, 0, 5.63215e-30, 5.63215e-30, 5.63215e-30, 5.63215e-30, 5.63215e-30, 5.63215e-30, 5.63215e-30, 5.63215e-30, 5.63215e-30, 5.63215e-30, 5.63215e-30, 1.90302e-12, 5.63215e-30, 1.89439e-11, 5.63215e-30, 2.47692e-08, 5.63215e-30, 5.63215e-30, 5.63215e-30
0.448161, 0, 3.62342e-08, 2.69375e-29, 1.41421, -3.62342e-08, 2.69375e-29, 0, 2.69375e-29, 2.69375e-29, 2.69375e-29, 2.69375e-29, 2.69375e-29, 2.69375e-29, 2.69375e-29, 2.69375e-29, 2.69375e-29, 2.69375e-29, 2.69375e-29, 3.14082e-12, 2.69375e-29, 3.10303e-11, 2.69375e-29, 3.62e-08, 2.69375e-29, 2.69375e-29, 2.69375e-29
0.456045, 0, 5.25615e-08, 1.24001e-28, 1.41421, -5.25615e-08, 1.24001e-28, 0, 1.24001e-28, 1.24001e-28, 1.24001e-28, 1.24001e-28, 1.24001e-28, 1.24001e-28, 1.24001e-28, 1.24001e-28, 1.24001e-28, 1.24001e-28, 1.24001e-28, 5.17631e-12, 1.24001e-28, 5.07759e-11, 1.24001e-28, 5.25056e-08, 1.24001e-28, 1.24001e-28, 1.24001e-28
0.46393, 0, 7.56763e-08, 5.48712e-28, 1.41421, -7.56763e-08, 5.48712e-28, 0, 5.48712e-28, 5.48712e-28, 5.48712e-28, 5.48712e-28, 5.48712e-28, 5.48712e-28, 5.48712e-28, 5.48712e-28, 5.48712e-28, 5.48712e-28, 5.48712e-28, 8.51468e-12, 5.48712e-28, 8.2976e-11, 5.48712e-28, 7.55848e-08, 5.48712e-28, 5.48712e-28, 5.48712e-28
0.471814, 0, 1.08151e-07, 2.31957e-27, 1.41421, -1.08151e-07, 2.31957e-27, 0, 2.31957e-27, 2.31957e-27, 2.31957e-27, 2.31957e-27, 2.31957e-27, 2.31957e-27, 2.31957e-27, 2.31957e-27, 2.31957e-27, 2.31957e-27, 2.31957e-27, 1.3972e-11, 2.31957e-27, 1.35358e-10, 2.31957e-27, 1.08002e-07, 2.31957e-27, 2.31957e-27, 2.31957e-27
0.479698, 0, 1.53433e-07, 9.36226e-27, 1.41421, -1.53433e-07, 9.36226e-27, 0, 9.36226e-27, 9.36226e-27, 9.36226e-27, 9.36226e-27, 9.36226e-27, 9.36226e-27, 9.36226e-27, 9.36226e-27, 9.36226e-27, 9.36226e-27, 9.36226e-27, 2.28583e-11, 9.36226e-27, 2.20302e-10, 9.36226e-27, 1.5319e-07, 9.36226e-27, 9.36226e-27, 9.36226e-27
0.487582, 0, 2.16104e-07, 3.61032e-26, 1.41421, -2.16104e-07, 3.61032e-26, 0, 3.61032e-26, 3.61032e-26, 3.61032e-26, 3.61032e-26, 3.61032e-26, 8.66188e-13, 3.61032e-26, 3.61032e-26, 3.61032e-26, 3.61032e-26, 3.61032e-26, 3.72625e-11, 3.61032e-26, 3.5751e-10, 3.61032e-26, 2.15709e-07, 3.61032e-26, 3.61032e-26, 3.61032e-26
0.495467, 0, 3.02206e-07, 1.33218e-25, 1.41421, -3.02206e-07, 1.33218e-25, 0, 1.33218e-25, 1.33218e-25, 1.33218e-25, 1.33218e-25, 1.33218e-25, 2.99953e-12, 1.33218e-25, 1.33218e-25, 1.33218e-25, 1.33218e-25, 1.33218e-25, 6.04925e-11, 1.33218e-25, 5.78093e-10, 1.33218e-25, 3.01565e-07, 1.33218e-25, 1.33218e-25, 1.33218e-25
0.503351, 0, 4.19644e-07, 4.73317e-25, 1.41421, -4.19644e-07, 4.73317e-25, 0, 4.73317e-25, 4.73317e-25, 4.73317e-25, 4.73317e-25, 4.73317e-25, 8.08141e-12, 4.73317e-25, 4.73317e-25, 4.73317e-25, 4.73317e-25, 4.73317e-25, 9.7746e-11, 4.73317e-25, 9.3078e-10, 4.73317e-25, 4.18607e-07, 4.73317e-25, 4.73317e-25, 4.73317e-25
0.511235, 0, 5.81111e-07, 1.64403e-10, 1.41421, -5.81111e-07, 1.74916e-10, 1.64403e-10, 1.64455e-10, 1.64464e-10, 1.06589e-09, 1.87294e-10, 1.8617e-10, 2.2493e-10, 2.3427e-10, 1.70528e-10, 1.25329e-09, 1.66197e-10, 1.68559e-10, 3.21528e-10, 1.64403e-10, 1.65557e-09, 1.64404e-10, 5.77263e-07, 1.64403e-10, 1.64403e-10, 1.7609e-10
0.519119, 0, 8.00913e-07, 5.72513e-10, 1.41421, -8.00913e-07, 6.08722e-10, 5.72513e-10, 5.72693e-10, 5.72726e-10, 3.67728e-09, 6.51351e-10, 6.47482e-10, 7.58986e-10, 8.13139e-10, 5.93608e-10, 4.3227e-09, 5.78694e-10, 5.86828e-10, 8.2371e-10, 5.72513e-10, 2.94795e-09, 5.72519e-10, 7.90733e-07, 5.72513e-10, 5.72513e-10, 6.12766e-10
0.527004, 0, 1.10081e-06, 1.54592e-09, 1.41421, -1.10081e-06, 1.64301e-09, 1.54592e-09, 1.54641e-09, 1.5465e-09, 9.87028e-09, 1.7573e-09, 1.74693e-09, 2.02619e-09, 2.19108e-09, 1.60248e-09, 1.16008e-08, 1.5625e-09, 1.5843e-09, 1.94511e-09, 1.54592e-09, 5.30611e-09, 1.54594e-09, 1.07642e-06, 1.54592e-09, 1.54592e-09, 1.65385e-09
0.534888, 0, 1.51379e-06, 3.8792e-09, 1.41421, -1.51379e-06, 4.12122e-09, 3.8792e-09, 3.8804e-09, 3.88063e-09, 2.46312e-08, 4.40615e-09, 4.38029e-09, 5.04504e-09, 5.48752e-09, 4.0202e-09, 2.89451e-08, 3.92052e-09, 3.97488e-09, 4.50962e-09, 3.8792e-09, 9.79088e-09, 3.87924e-09, 1.45684e-06, 3.8792e-09, 3.8792e-09, 4.14825e-09
0.542772, 0, 2.08706e-06, 8.94501e-09, 1.41421, -2.08706e-06, 9.50203e-09, 8.94501e-09, 8.94777e-09, 8.94829e-09, 5.6706e-08, 1.01578e-08, 1.00983e-08, 1.16234e-08, 1.26466e-08, 9.26953e-09, 6.66347e-08, 9.0401e-09, 9.16522e-09, 9.93385e-09, 8.94501e-09, 1.81776e-08, 8.94511e-09, 1.96082e-06, 8.94501e-09, 8.94501e-09, 9.56424e-09
0.550657, 0, 2.90313e-06, 2.00416e-08, 1.41421, -2.90313e-06, 2.12878e-08, 2.00416e-08, 2.00478e-08, 2.0049e-08, 1.26892e-07, 2.27549e-08, 2.26217e-08, 2.63373e-08, 2.83228e-08, 2.07676e-08, 1.49104e-07, 2.02544e-08, 2.05343e-08, 2.15821e-08, 2.00416e-08, 3.43423e-08, 2.00419e-08, 2.62743e-06, 2.00416e-08, 2.00416e-08, 2.1427e-08
0.558541, 0, 4.1037e-06, 4.3745e-08, 1.41421, -4.1037e-06, 4.64614e-08, 4.3745e-08, 4.37585e-08, 4.3761e-08, 2.76661e-07, 4.96594e-08, 4.93691e-08, 6.09737e-08, 6.17965e-08, 4.53276e-08, 3.2508e-07, 4.42087e-08, 4.48189e-08, 4.61278e-08, 4.3745e-08, 6.57155e-08, 4.37455e-08, 3.50939e-06, 4.3745e-08, 4.3745e-08, 4.67648e-08
0.566425, 0, 5.93457e-06, 9.31321e-08, 1.41421, -5.93457e-06, 9.8908e-08, 9.31321e-08, 9.31608e-08, 9.31662e-08, 5.88379e-07, 1.05708e-07, 1.05091e-07, 1.34598e-07, 1.31515e-07, 9.64971e-08, 6.91333e-07, 9.41182e-08, 9.54156e-08, 9.67913e-08, 9.31321e-08, 1.26605e-07, 9.31332e-08, 4.68071e-06, 9.31321e-08, 9.31321e-08, 9.95531e-08
0.574309, 0, 8.83817e-06, 1.93513e-07, 1.41421, -8.83817e-06, 2.05499e-07, 1.93513e-07, 1.93572e-07, 1.93583e-07, 1.22125e-06, 2.1961e-07, 2.18329e-07, 2.87667e-07, 2.73165e-07, 2.00496e-07, 1.4349e-06, 1.95559e-07, 1.98251e-07, 1.99093e-07, 1.93513e-07, 2.4408e-07, 1.93515e-07, 6.24896e-06, 1.93513e-07, 1.93513e-07, 2.06838e-07
0.582194, 0, 1.36081e-05, 3.92576e-07, 1.41421, -1.36081e-05, 4.1686e-07, 3.92576e-07, 3.92696e-07, 3.92719e-07, 2.47484e-06, 4.4545e-07, 4.42855e-07, 5.98779e-07, 5.53956e-07, 4.06724e-07, 2.9077e-06, 3.96721e-07, 4.02176e-07, 4.01023e-07, 3.92576e-07, 4.68322e-07, 3.9258e-07, 8.37637e-06, 3.92576e-07, 3.92576e-07, 4.19573e-07
0.590078, 0, 2.16579e-05, 7.77754e-07, 1.41421, -2.16579e-05, 8.25801e-07, 7.77754e-07, 7.77992e-07, 7.78037e-07, 4.8975e-06, 8.82365e-07, 8.77231e-07, 1.21875e-06, 1.09704e-06, 8.05746e-07, 5.75392e-06, 7.85956e-07, 7.96749e-07, 7.90446e-07, 7.77754e-07, 8.90269e-07, 7.77763e-07, 1.13152e-05, 7.77754e-07, 7.77754e-07, 8.31167e-07
0.597962, 0, 3.54642e-05, 1.50508e-06, 1.41421, -3.54642e-05, 1.59793e-06, 1.50508e-06, 1.50554e-06, 1.50563e-06, 9.46626e-06, 1.70724e-06, 1.69732e-06, 2.42577e-06, 2.12209e-06, 1.55917e-06, 1.11212e-05, 1.52093e-06, 1.54179e-06, 1.52401e-06, 1.50508e-06, 1.67086e-06, 1.5051e-06, 1.54663e-05, 1.50508e-06, 1.50508e-06, 1.6083e-06
0.605846, 0, 5.92978e-05, 2.84551e-06, 1.41421, -5.92978e-05, 3.02079e-06, 2.84551e-06, 2.84638e-06, 2.84654e-06, 1.78748e-05, 3.22714e-06, 3.20842e-06, 4.73471e-06, 4.01031e-06, 2.94763e-06, 2.09991e-05, 2.87543e-06, 2.91481e-06, 2.87356e-06, 2.84551e-06, 3.0879e-06, 2.84554e-06, 2.14725e-05, 2.84551e-06, 2.84551e-06, 3.04037e-06
