   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_76.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
9.93201, 6, 4.75214, 4.72695, 2.82843, 1.24786, 4.72695, 0, 4.72697, 4.72701, 4.72695, 4.72695, 4.72695, 4.72695, 4.72695, 4.72695, 4.72695, 4.72695, 4.72695, 4.72695, 4.72695, 4.72695, 4.72695, 4.72695, 4.72695, 4.72695, 4.72695, 4.75206, 4.72695
9.93991, 12, 4.74395, 4.72055, 3.74166, 7.25605, 4.72055, 0, 4.72057, 4.72059, 4.72055, 4.72055, 4.72055, 4.72055, 4.72055, 4.72055, 4.72055, 4.72055, 4.72055, 4.72055, 4.72055, 4.72055, 4.72055, 4.72055, 4.72055, 4.72055, 4.72055, 4.74388, 4.72055
9.9478, 4, 4.73581, 4.71415, 2.44949, -0.735807, 4.71415, 0, 4.71418, 4.71418, 4.71415, 4.71415, 4.71415, 4.71415, 4.71415, 4.71415, 4.71415, 4.71415, 4.71415, 4.71415, 4.71415, 4.71415, 4.71415, 4.71415, 4.71415, 4.71415, 4.71415, 4.73575, 4.71415
9.9557, 14, 4.73767, 4.71771, 4, 9.26233, 4.71771, 0, 4.71774, 4.71773, 4.71771, 4.71771, 4.71771, 4.71771, 4.71771, 4.71771, 4.71771, 4.71771, 4.71771, 4.71771, 4.71771, 4.71771, 4.71771, 4.71771, 4.71771, 4.71771, 4.71771, 4.73761, 4.71771
9.9636, 6, 4.73549, 4.71718, 2.82843, 1.26451, 4.71718, 0, 4.71722, 4.71719, 4.71718, 4.71718, 4.71718, 4.71718, 4.71718, 4.71718, 4.71718, 4.71718, 4.71718, 4.71718, 4.71718, 4.71718, 4.71718, 4.71718, 4.71718, 4.71718, 4.71718, 4.73544, 4.71718
9.97149, 6, 4.72973, 4.71301, 2.82843, 1.27027, 4.71301, 0, 4.71306, 4.71302, 4.71301, 4.71301, 4.71301, 4.71301, 4.71301, 4.71301, 4.71301, 4.71301, 4.71301, 4.71301, 4.71301, 4.71301, 4.71301, 4.71301, 4.71301, 4.71301, 4.71301, 4.72968, 4.71301
9.97939, 6, 4.72222, 4.70703, 2.82843, 1.27778, 4.70703, 0, 4.70708, 4.70703, 4.70703, 4.70703, 4.70703, 4.70703, 4.70703, 4.70703, 4.70703, 4.70703, 4.70703, 4.70703, 4.70703, 4.70703, 4.70703, 4.70703, 4.70703, 4.70703, 4.70703, 4.72216, 4.70703
9.98729, 16, 4.71478, 4.70105, 4.24264, 11.2852, 4.70105, 0, 4.70111, 4.70105, 4.70105, 4.70105, 4.70105, 4.70105, 4.70105, 4.70105, 4.70105, 4.70105, 4.70105, 4.70105, 4.70105, 4.70105, 4.70105, 4.70105, 4.70105, 4.70105, 4.70105, 4.71471, 4.70105
9.99518, 14, 4.71551, 4.70317, 4, 9.28449, 4.70317, 0, 4.70324, 4.70318, 4.70317, 4.70317, 4.70317, 4.70317, 4.70317, 4.70317, 4.70317, 4.70317, 4.70317, 4.70317, 4.70317, 4.70317, 4.70317, 4.70317, 4.70318, 4.70317, 4.70317, 4.71544, 4.70317
10.0031, 2, 4.7131, 4.70208, 2, -2.7131, 4.70208, 0, 4.70216, 4.70208, 4.70208, 4.70208, 4.70208, 4.70208, 4.70208, 4.70208, 4.70208, 4.70208, 4.70208, 4.70208, 4.70208, 4.70208, 4.70208, 4.70208, 4.70208, 4.70208, 4.70208, 4.71302, 4.70208
10.011, 0, 4.70792, 4.69813, 1.41421, -4.70792, 4.69813, 0, 4.69822, 4.69813, 4.69813, 4.69813, 4.69813, 4.69813, 4.69813, 4.69813, 4.69813, 4.69813, 4.69813, 4.69813, 4.69813, 4.69813, 4.69813, 4.69813, 4.69813, 4.69813, 4.69813, 4.70783, 4.69813
10.0189, 16, 4.70139, 4.69275, 4.24264, 11.2986, 4.69275, 0, 4.69285, 4.69275, 4.69275, 4.69275, 4.69275, 4.69275, 4.69275, 4.69275, 4.69275, 4.69275, 4.69275, 4.69275, 4.69275, 4.69275, 4.69275, 4.69275, 4.69275, 4.69275, 4.69275, 4.70129, 4.69275
10.0268, 6, 4.69496, 4.68737, 2.82843, 1.30504, 4.68737, 0, 4.68749, 4.68737, 4.68737, 4.68737, 4.68737, 4.68737, 4.68737, 4.68737, 4.68737, 4.68737, 4.68737, 4.68737, 4.68737, 4.68737, 4.68737, 4.68737, 4.68738, 4.68737, 4.68737, 4.69484, 4.68737
10.0347, 14, 4.69521, 4.68859, 4, 9.30479, 4.68859, 0, 4.68872, 4.68859, 4.68859, 4.68859, 4.68859, 4.68859, 4.68859, 4.68859, 4.68859, 4.68859, 4.68859, 4.68859, 4.68859, 4.68859, 4.68859, 4.68859, 4.68859, 4.68859, 4.68859, 4.69508, 4.68859
10.0426, 6, 4.69294, 4.6872, 2.82843, 1.30706, 4.6872, 0, 4.68734, 4.6872, 4.6872, 4.6872, 4.6872, 4.6872, 4.6872, 4.6872, 4.6872, 4.6872, 4.6872, 4.6872, 4.6872, 4.6872, 4.6872, 4.6872, 4.6872, 4.6872, 4.6872, 4.69279, 4.6872
10.0505, 4, 4.68843, 4.68348, 2.44949, -0.688428, 4.68348, 0, 4.68364, 4.68348, 4.68348, 4.68348, 4.68348, 4.68348, 4.68348, 4.68348, 4.68348, 4.68348, 4.68348, 4.68348, 4.68348, 4.68348, 4.68348, 4.68348, 4.68348, 4.68348, 4.68348, 4.68827, 4.68348
10.0584, 12, 4.68284, 4.6786, 3.74166, 7.31716, 4.6786, 0, 4.67877, 4.6786, 4.6786, 4.6786, 4.6786, 4.6786, 4.6786, 4.6786, 4.6786, 4.6786, 4.6786, 4.6786, 4.6786, 4.6786, 4.6786, 4.6786, 4.6786, 4.6786, 4.6786, 4.68267, 4.6786
10.0663, 4, 4.67734, 4.67372, 2.44949, -0.677345, 4.67372, 0, 4.6739, 4.67372, 4.67372, 4.67372, 4.67372, 4.67372, 4.67372, 4.67372, 4.67372, 4.67372, 4.67372, 4.67372, 4.67372, 4.67372, 4.67372, 4.67372, 4.67372, 4.67372, 4.67372, 4.67716, 4.67372
10.0741, 10, 4.677, 4.67391, 3.4641, 5.323, 4.67391, 0, 4.67412, 4.67391, 4.67391, 4.67391, 4.67391, 4.67391, 4.67391, 4.67391, 4.67391, 4.67391, 4.67391, 4.67391, 4.67391, 4.67391, 4.67391, 4.67391, 4.67391, 4.67391, 4.67391, 4.67679, 4.67391
10.082, 10, 4.6747, 4.67208, 3.4641, 5.3253, 4.67208, 0, 4.6723, 4.67208, 4.67208, 4.67208, 4.67208, 4.67208, 4.67208, 4.67208, 4.67208, 4.67208, 4.67208, 4.67208, 4.67208, 4.67208, 4.67208, 4.67208, 4.67208, 4.67208, 4.67208, 4.67448, 4.67208
10.0899, 12, 4.67064, 4.66842, 3.74166, 7.32936, 4.66842, 0, 4.66866, 4.66842, 4.66842, 4.66842, 4.66842, 4.66842, 4.66842, 4.66842, 4.66842, 4.66842, 4.66842, 4.66842, 4.66842, 4.66842, 4.66842, 4.66842, 4.66843, 4.66842, 4.66842, 4.6704, 4.66842
10.0978, 10, 4.66573, 4.66386, 3.4641, 5.33427, 4.66386, 0, 4.66411, 4.66386, 4.66386, 4.66386, 4.66386, 4.66386, 4.66386, 4.66386, 4.66386, 4.66386, 4.66386, 4.66386, 4.66386, 4.66386, 4.66386, 4.66386, 4.66386, 4.66386, 4.66386, 4.66548, 4.66386
10.1057, 6, 4.66088, 4.6593, 2.82843, 1.33912, 4.6593, 0, 4.65956, 4.6593, 4.6593, 4.6593, 4.6593, 4.6593, 4.6593, 4.6593, 4.6593, 4.6593, 4.6593, 4.6593, 4.6593, 4.6593, 4.6593, 4.6593, 4.6593, 4.6593, 4.6593, 4.66061, 4.6593
10.1136, 6, 4.65999, 4.65865, 2.82843, 1.34001, 4.65865, 0, 4.65892, 4.65865, 4.65865, 4.65865, 4.65865, 4.65865, 4.65865, 4.65865, 4.65865, 4.65865, 4.65865, 4.65865, 4.65865, 4.65865, 4.65865, 4.65865, 4.65865, 4.65865, 4.65865, 4.65971, 4.65865
10.1215, 14, 4.65769, 4.65654, 4, 9.34231, 4.65654, 0, 4.65683, 4.65654, 4.65654, 4.65654, 4.65654, 4.65654, 4.65654, 4.65654, 4.65654, 4.65654, 4.65654, 4.65654, 4.65654, 4.65654, 4.65654, 4.65654, 4.65655, 4.65654, 4.65654, 4.6574, 4.65654
10.1294, 2, 4.65408, 4.6531, 2, -2.65408, 4.6531, 0, 4.65341, 4.6531, 4.6531, 4.6531, 4.6531, 4.6531, 4.6531, 4.6531, 4.6531, 4.6531, 4.6531, 4.6531, 4.6531, 4.6531, 4.6531, 4.6531, 4.65311, 4.6531, 4.6531, 4.65378, 4.6531
10.1373, 8, 4.64984, 4.649, 3.16228, 3.35016, 4.649, 0, 4.64931, 4.649, 4.649, 4.649, 4.649, 4.649, 4.649, 4.649, 4.649, 4.649, 4.649, 4.649, 4.649, 4.649, 4.649, 4.649, 4.649, 4.649, 4.649, 4.64953, 4.649
10.1452, 8, 4.64563, 4.6449, 3.16228, 3.35437, 4.6449, 0, 4.64521, 4.6449, 4.6449, 4.6449, 4.6449, 4.6449, 4.6449, 4.6449, 4.6449, 4.6449, 4.6449, 4.6449, 4.6449, 4.6449, 4.6449, 4.6449, 4.6449, 4.6449, 4.6449, 4.64531, 4.6449
10.1531, 4, 4.64385, 4.6432, 2.44949, -0.643845, 4.6432, 0, 4.64352, 4.6432, 4.6432, 4.6432, 4.6432, 4.6432, 4.6432, 4.6432, 4.6432, 4.6432, 4.6432, 4.6432, 4.6432, 4.6432, 4.6432, 4.6432, 4.6432, 4.6432, 4.6432, 4.64352, 4.6432
10.161, 2, 4.6412, 4.64063, 2, -2.6412, 4.64063, 0, 4.64095, 4.64063, 4.64063, 4.64063, 4.64063, 4.64063, 4.64063, 4.64063, 4.64063, 4.64063, 4.64063, 4.64063, 4.64063, 4.64063, 4.64063, 4.64063, 4.64063, 4.64063, 4.64063, 4.64088, 4.64063
10.1689, 2, 4.63775, 4.63723, 2, -2.63775, 4.63723, 0, 4.63756, 4.63723, 4.63723, 4.63723, 4.63723, 4.63723, 4.63723, 4.63723, 4.63723, 4.63723, 4.63723, 4.63723, 4.63723, 4.63723, 4.63723, 4.63723, 4.63723, 4.63723, 4.63723, 4.63742, 4.63723
10.1768, 2, 4.63383, 4.63336, 2, -2.63383, 4.63336, 0, 4.63369, 4.63336, 4.63336, 4.63336, 4.63336, 4.63336, 4.63336, 4.63336, 4.63336, 4.63336, 4.63336, 4.63336, 4.63336, 4.63336, 4.63336, 4.63336, 4.63336, 4.63336, 4.63336, 4.63351, 4.63336
10.1847, 12, 4.62945, 4.62902, 3.74166, 7.37055, 4.62902, 0, 4.62934, 4.62902, 4.62902, 4.62902, 4.62902, 4.62902, 4.62902, 4.62902, 4.62902, 4.62902, 4.62902, 4.62902, 4.62902, 4.62902, 4.62902, 4.62902, 4.62902, 4.62902, 4.62902, 4.62913, 4.62902
10.1926, 8, 4.62442, 4.62402, 3.16228, 3.37558, 4.62402, 0, 4.62434, 4.62402, 4.62402, 4.62402, 4.62402, 4.62402, 4.62402, 4.62402, 4.62402, 4.62402, 4.62402, 4.62402, 4.62402, 4.62402, 4.62402, 4.62402, 4.62403, 4.62402, 4.62402, 4.62411, 4.62402
10.2005, 6, 4.61879, 4.61842, 2.82843, 1.38121, 4.61842, 0, 4.61873, 4.61842, 4.61842, 4.61842, 4.61842, 4.61842, 4.61842, 4.61842, 4.61842, 4.61842, 4.61842, 4.61842, 4.61842, 4.61842, 4.61842, 4.61842, 4.61843, 4.61842, 4.61842, 4.61849, 4.61842
10.2084, 6, 4.61273, 4.61239, 2.82843, 1.38727, 4.61239, 0, 4.61268, 4.61239, 4.61239, 4.61239, 4.61239, 4.61239, 4.61239, 4.61239, 4.61239, 4.61239, 4.61239, 4.61239, 4.61239, 4.61239, 4.61239, 4.61239, 4.61239, 4.61239, 4.61239, 4.61243, 4.61239
10.2163, 12, 4.6059, 4.60558, 3.74166, 7.3941, 4.60558, 0, 4.60587, 4.60558, 4.60558, 4.60558, 4.60558, 4.60558, 4.60558, 4.60558, 4.60558, 4.60558, 4.60558, 4.60558, 4.60558, 4.60558, 4.60558, 4.60558, 4.60558, 4.60558, 4.60558, 4.60561, 4.60558
10.2242, 10, 4.59842, 4.59812, 3.4641, 5.40158, 4.59812, 0, 4.59839, 4.59812, 4.59812, 4.59812, 4.59812, 4.59812, 4.59812, 4.59812, 4.59812, 4.59812, 4.59812, 4.59812, 4.59812, 4.59812, 4.59812, 4.59812, 4.59812, 4.59812, 4.59812, 4.59814, 4.59812
10.2321, 6, 4.59029, 4.59001, 2.82843, 1.40971, 4.59001, 0, 4.59027, 4.59001, 4.59001, 4.59001, 4.59001, 4.59001, 4.59001, 4.59001, 4.59001, 4.59001, 4.59001, 4.59001, 4.59001, 4.59001, 4.59001, 4.59001, 4.59001, 4.59001, 4.59001, 4.59003, 4.59001
10.24, 14, 4.58167, 4.58142, 4, 9.41833, 4.58142, 0, 4.58166, 4.58142, 4.58142, 4.58142, 4.58142, 4.58142, 4.58142, 4.58142, 4.58142, 4.58142, 4.58142, 4.58142, 4.58142, 4.58142, 4.58142, 4.58142, 4.58142, 4.58142, 4.58142, 4.58143, 4.58142
10.2479, 6, 4.57274, 4.5725, 2.82843, 1.42726, 4.5725, 0, 4.57273, 4.5725, 4.5725, 4.5725, 4.5725, 4.5725, 4.5725, 4.5725, 4.5725, 4.5725, 4.5725, 4.5725, 4.5725, 4.5725, 4.5725, 4.5725, 4.5725, 4.5725, 4.5725, 4.57251, 4.5725
10.2558, 12, 4.56303, 4.56281, 3.74166, 7.43697, 4.56281, 0, 4.56302, 4.56281, 4.56281, 4.56281, 4.56281, 4.56281, 4.56281, 4.56281, 4.56281, 4.56281, 4.56281, 4.56281, 4.56281, 4.56281, 4.56281, 4.56281, 4.56281, 4.56281, 4.56281, 4.56282, 4.56281
10.2637, 10, 4.55263, 4.55243, 3.4641, 5.44737, 4.55243, 0, 4.55262, 4.55243, 4.55243, 4.55243, 4.55243, 4.55243, 4.55243, 4.55243, 4.55243, 4.55243, 4.55243, 4.55243, 4.55243, 4.55243, 4.55243, 4.55243, 4.55243, 4.55243, 4.55243, 4.55243, 4.55243
10.2716, 8, 4.5415, 4.54132, 3.16228, 3.4585, 4.54132, 0, 4.5415, 4.54132, 4.54132, 4.54132, 4.54132, 4.54132, 4.54132, 4.54132, 4.54132, 4.54132, 4.54132, 4.54132, 4.54132, 4.54132, 4.54132, 4.54132, 4.54132, 4.54132, 4.54132, 4.54132, 4.54132
10.2795, 10, 4.52983, 4.52967, 3.4641, 5.47017, 4.52967, 0, 4.52983, 4.52967, 4.52967, 4.52967, 4.52967, 4.52967, 4.52967, 4.52967, 4.52967, 4.52967, 4.52967, 4.52967, 4.52967, 4.52967, 4.52967, 4.52967, 4.52967, 4.52967, 4.52967, 4.52967, 4.52967
10.2874, 10, 4.5179, 4.51775, 3.4641, 5.4821, 4.51775, 0, 4.5179, 4.51775, 4.51775, 4.51775, 4.51775, 4.51775, 4.51775, 4.51775, 4.51775, 4.51775, 4.51775, 4.51775, 4.51775, 4.51775, 4.51775, 4.51775, 4.51775, 4.51775, 4.51775, 4.51775, 4.51775
10.2953, 14, 4.50599, 4.50585, 4, 9.49401, 4.50585, 0, 4.50598, 4.50585, 4.50585, 4.50585, 4.50585, 4.50585, 4.50585, 4.50585, 4.50585, 4.50585, 4.50585, 4.50585, 4.50585, 4.50585, 4.50585, 4.50585, 4.50585, 4.50585, 4.50585, 4.50585, 4.50585
10.3031, 6, 4.49476, 4.49463, 2.82843, 1.50524, 4.49463, 0, 4.49475, 4.49463, 4.49463, 4.49463, 4.49463, 4.49463, 4.49463, 4.49463, 4.49463, 4.49463, 4.49463, 4.49463, 4.49463, 4.49463, 4.49463, 4.49463, 4.49463, 4.49463, 4.49463, 4.49463, 4.49463
10.311, 2, 4.48283, 4.48272, 2, -2.48283, 4.48272, 0, 4.48283, 4.48272, 4.48272, 4.48272, 4.48272, 4.48272, 4.48272, 4.48272, 4.48272, 4.48272, 4.48272, 4.48272, 4.48272, 4.48272, 4.48272, 4.48272, 4.48272, 4.48272, 4.48272, 4.48272, 4.48272
10.3189, 12, 4.47021, 4.47011, 3.74166, 7.52979, 4.47011, 0, 4.47021, 4.47011, 4.47011, 4.47011, 4.47011, 4.47011, 4.47011, 4.47011, 4.47011, 4.47011, 4.47011, 4.47011, 4.47011, 4.47011, 4.47011, 4.47011, 4.47011, 4.47011, 4.47011, 4.47011, 4.47011
10.3268, 12, 4.45688, 4.4568, 3.74166, 7.54312, 4.4568, 0, 4.45688, 4.4568, 4.4568, 4.4568, 4.4568, 4.4568, 4.4568, 4.4568, 4.4568, 4.4568, 4.4568, 4.4568, 4.4568, 4.4568, 4.4568, 4.4568, 4.4568, 4.4568, 4.4568, 4.4568, 4.4568
10.3347, 2, 4.44302, 4.44295, 2, -2.44302, 4.44295, 0, 4.44302, 4.44295, 4.44295, 4.44295, 4.44295, 4.44295, 4.44295, 4.44295, 4.44295, 4.44295, 4.44295, 4.44295, 4.44295, 4.44295, 4.44295, 4.44295, 4.44295, 4.44295, 4.44295, 4.44295, 4.44295
10.3426, 6, 4.42886, 4.42879, 2.82843, 1.57114, 4.42879, 0, 4.42886, 4.42879, 4.42879, 4.42879, 4.42879, 4.42879, 4.42879, 4.42879, 4.42879, 4.42879, 4.42879, 4.42879, 4.42879, 4.42879, 4.42879, 4.42879, 4.42879, 4.42879, 4.42879, 4.42879, 4.42879
10.3505, 10, 4.41394, 4.41388, 3.4641, 5.58606, 4.41388, 0, 4.41393, 4.41388, 4.41388, 4.41388, 4.41388, 4.41388, 4.41388, 4.41388, 4.41388, 4.41388, 4.41388, 4.41388, 4.41388, 4.41388, 4.41388, 4.41388, 4.41388, 4.41388, 4.41388, 4.41388, 4.41388
10.3584, 10, 4.39835, 4.3983, 3.4641, 5.60165, 4.3983, 0, 4.39835, 4.3983, 4.3983, 4.3983, 4.3983, 4.3983, 4.3983, 4.3983, 4.3983, 4.3983, 4.3983, 4.3983, 4.3983, 4.3983, 4.3983, 4.3983, 4.3983, 4.3983, 4.3983, 4.3983, 4.3983
10.3663, 10, 4.38146, 4.38142, 3.4641, 5.61854, 4.38142, 0, 4.38146, 4.38142, 4.38142, 4.38142, 4.38142, 4.38142, 4.38142, 4.38142, 4.38142, 4.38142, 4.38142, 4.38142, 4.38142, 4.38142, 4.38142, 4.38142, 4.38142, 4.38142, 4.38142, 4.38142, 4.38142
10.3742, 2, 4.36345, 4.36341, 2, -2.36345, 4.36341, 0, 4.36345, 4.36341, 4.36341, 4.36341, 4.36341, 4.36341, 4.36341, 4.36341, 4.36341, 4.36341, 4.36341, 4.36341, 4.36341, 4.36341, 4.36341, 4.36341, 4.36341, 4.36341, 4.36341, 4.36341, 4.36341
10.3821, 6, 4.34491, 4.34487, 2.82843, 1.65509, 4.34487, 0, 4.3449, 4.34487, 4.34487, 4.34487, 4.34487, 4.34487, 4.34487, 4.34487, 4.34487, 4.34487, 4.34487, 4.34487, 4.34487, 4.34487, 4.34487, 4.34487, 4.34487, 4.34487, 4.34487, 4.34487, 4.34487
10.39, 8, 4.3264, 4.32637, 3.16228, 3.6736, 4.32637, 0, 4.3264, 4.32637, 4.32637, 4.32637, 4.32637, 4.32637, 4.32637, 4.32637, 4.32637, 4.32637, 4.32637, 4.32637, 4.32637, 4.32637, 4.32637, 4.32637, 4.32637, 4.32637, 4.32637, 4.32637, 4.32637
10.3979, 4, 4.31234, 4.31231, 2.44949, -0.312338, 4.31231, 0, 4.31234, 4.31231, 4.31231, 4.31231, 4.31231, 4.31231, 4.31231, 4.31231, 4.31231, 4.31231, 4.31231, 4.31231, 4.31231, 4.31231, 4.31231, 4.31231, 4.31231, 4.31231, 4.31231, 4.31231, 4.31231
10.4058, 6, 4.29588, 4.29586, 2.82843, 1.70412, 4.29586, 0, 4.29588, 4.29586, 4.29586, 4.29586, 4.29586, 4.29586, 4.29586, 4.29586, 4.29586, 4.29586, 4.29586, 4.29586, 4.29586, 4.29586, 4.29586, 4.29586, 4.29586, 4.29586, 4.29586, 4.29586, 4.29586
10.4137, 4, 4.27719, 4.27717, 2.44949, -0.277193, 4.27717, 0, 4.27719, 4.27717, 4.27717, 4.27717, 4.27717, 4.27717, 4.27717, 4.27717, 4.27717, 4.27717, 4.27717, 4.27717, 4.27717, 4.27717, 4.27717, 4.27717, 4.27717, 4.27717, 4.27717, 4.27717, 4.27717
10.4216, 4, 4.25741, 4.25739, 2.44949, -0.257413, 4.25739, 0, 4.25741, 4.25739, 4.25739, 4.25739, 4.25739, 4.25739, 4.25739, 4.25739, 4.25739, 4.25739, 4.25739, 4.25739, 4.25739, 4.25739, 4.25739, 4.25739, 4.2574, 4.25739, 4.25739, 4.25739, 4.25739
10.4295, 6, 4.23768, 4.23766, 2.82843, 1.76232, 4.23766, 0, 4.23768, 4.23766, 4.23766, 4.23766, 4.23766, 4.23766, 4.23766, 4.23766, 4.23766, 4.23766, 4.23766, 4.23766, 4.23766, 4.23766, 4.23766, 4.23766, 4.23767, 4.23766, 4.23766, 4.23766, 4.23766
10.4374, 8, 4.22524, 4.22523, 3.16228, 3.77476, 4.22523, 0, 4.22524, 4.22523, 4.22523, 4.22523, 4.22523, 4.22523, 4.22523, 4.22523, 4.22523, 4.22523, 4.22523, 4.22523, 4.22523, 4.22523, 4.22523, 4.22523, 4.22523, 4.22523, 4.22523, 4.22523, 4.22523
10.4453, 4, 4.20945, 4.20944, 2.44949, -0.209454, 4.20944, 0, 4.20945, 4.20944, 4.20944, 4.20944, 4.20944, 4.20944, 4.20944, 4.20944, 4.20944, 4.20944, 4.20944, 4.20944, 4.20944, 4.20944, 4.20944, 4.20944, 4.20944, 4.20944, 4.20944, 4.20944, 4.20944
10.4532, 2, 4.19059, 4.19057, 2, -2.19059, 4.19057, 0, 4.19058, 4.19057, 4.19057, 4.19057, 4.19057, 4.19057, 4.19057, 4.19057, 4.19057, 4.19057, 4.19057, 4.19057, 4.19057, 4.19057, 4.19057, 4.19057, 4.19057, 4.19057, 4.19057, 4.19057, 4.19057
10.4611, 10, 4.17021, 4.1702, 3.4641, 5.82979, 4.1702, 0, 4.17021, 4.1702, 4.1702, 4.1702, 4.1702, 4.1702, 4.1702, 4.1702, 4.1702, 4.1702, 4.1702, 4.1702, 4.1702, 4.1702, 4.1702, 4.1702, 4.1702, 4.1702, 4.1702, 4.1702, 4.1702
10.469, 4, 4.14989, 4.14988, 2.44949, -0.149889, 4.14988, 0, 4.14989, 4.14988, 4.14988, 4.14988, 4.14988, 4.14988, 4.14988, 4.14988, 4.14988, 4.14988, 4.14988, 4.14988, 4.14988, 4.14988, 4.14988, 4.14988, 4.14988, 4.14988, 4.14988, 4.14988, 4.14988
10.4769, 10, 4.13829, 4.13828, 3.4641, 5.86171, 4.13828, 0, 4.13829, 4.13828, 4.13828, 4.13828, 4.13828, 4.13828, 4.13828, 4.13828, 4.13828, 4.13828, 4.13828, 4.13828, 4.13828, 4.13828, 4.13828, 4.13828, 4.13828, 4.13828, 4.13828, 4.13828, 4.13828
10.4848, 8, 4.12277, 4.12275, 3.16228, 3.87723, 4.12275, 0, 4.12277, 4.12275, 4.12275, 4.12275, 4.12275, 4.12275, 4.12275, 4.12275, 4.12275, 4.12275, 4.12275, 4.12275, 4.12275, 4.12275, 4.12275, 4.12275, 4.12276, 4.12275, 4.12275, 4.12275, 4.12275
10.4927, 8, 4.10372, 4.10371, 3.16228, 3.89628, 4.10371, 0, 4.10372, 4.10371, 4.10371, 4.10371, 4.10371, 4.10371, 4.10371, 4.10371, 4.10371, 4.10371, 4.10371, 4.10371, 4.10371, 4.10371, 4.10371, 4.10371, 4.10371, 4.10371, 4.10371, 4.10371, 4.10371
10.5006, 6, 4.08294, 4.08293, 2.82843, 1.91706, 4.08293, 0, 4.08294, 4.08293, 4.08293, 4.08293, 4.08293, 4.08293, 4.08293, 4.08293, 4.08293, 4.08293, 4.08293, 4.08293, 4.08293, 4.08293, 4.08293, 4.08293, 4.08293, 4.08293, 4.08293, 4.08293, 4.08293
10.5085, 12, 4.06222, 4.0622, 3.74166, 7.93778, 4.0622, 0, 4.06221, 4.0622, 4.0622, 4.0622, 4.0622, 4.0622, 4.0622, 4.0622, 4.0622, 4.0622, 4.0622, 4.0622, 4.0622, 4.0622, 4.0622, 4.0622, 4.06221, 4.0622, 4.0622, 4.0622, 4.0622
10.5164, 4, 4.05142, 4.05141, 2.44949, -0.0514216, 4.05141, 0, 4.05142, 4.05141, 4.05141, 4.05141, 4.05141, 4.05141, 4.05141, 4.05141, 4.05141, 4.05141, 4.05141, 4.05141, 4.05141, 4.05141, 4.05141, 4.05141, 4.05141, 4.05141, 4.05141, 4.05141, 4.05141
10.5243, 2, 4.03629, 4.03628, 2, -2.03629, 4.03628, 0, 4.03629, 4.03628, 4.03628, 4.03628, 4.03628, 4.03628, 4.03628, 4.03628, 4.03628, 4.03628, 4.03628, 4.03628, 4.03628, 4.03628, 4.03628, 4.03628, 4.03628, 4.03628, 4.03628, 4.03628, 4.03628
10.5321, 12, 4.01727, 4.01726, 3.74166, 7.98273, 4.01726, 0, 4.01727, 4.01726, 4.01726, 4.01726, 4.01726, 4.01726, 4.01726, 4.01726, 4.01726, 4.01726, 4.01726, 4.01726, 4.01726, 4.01726, 4.01726, 4.01726, 4.01726, 4.01726, 4.01726, 4.01726, 4.01726
10.54, 6, 3.99635, 3.99634, 2.82843, 2.00365, 3.99634, 0, 3.99635, 3.99634, 3.99634, 3.99634, 3.99634, 3.99634, 3.99634, 3.99634, 3.99634, 3.99634, 3.99634, 3.99634, 3.99634, 3.99634, 3.99634, 3.99634, 3.99634, 3.99634, 3.99634, 3.99634, 3.99634
10.5479, 2, 3.97548, 3.97547, 2, -1.97548, 3.97547, 0, 3.97548, 3.97547, 3.97547, 3.97547, 3.97547, 3.97547, 3.97547, 3.97547, 3.97547, 3.97547, 3.97547, 3.97547, 3.97547, 3.97547, 3.97547, 3.97547, 3.97547, 3.97547, 3.97547, 3.97547, 3.97547
10.5558, 4, 3.96582, 3.96581, 2.44949, 0.0341804, 3.96581, 0, 3.96582, 3.96581, 3.96581, 3.96581, 3.96581, 3.96581, 3.96581, 3.96581, 3.96581, 3.96581, 3.96581, 3.96581, 3.96581, 3.96581, 3.96581, 3.96581, 3.96581, 3.96581, 3.96581, 3.96581, 3.96581
10.5637, 8, 3.95117, 3.95116, 3.16228, 4.04883, 3.95116, 0, 3.95117, 3.95116, 3.95116, 3.95116, 3.95116, 3.95116, 3.95116, 3.95116, 3.95116, 3.95116, 3.95116, 3.95116, 3.95116, 3.95116, 3.95116, 3.95116, 3.95116, 3.95116, 3.95116, 3.95116, 3.95116
10.5716, 8, 3.93201, 3.93199, 3.16228, 4.06799, 3.93199, 0, 3.932, 3.93199, 3.93199, 3.93199, 3.93199, 3.93199, 3.93199, 3.93199, 3.93199, 3.93199, 3.93199, 3.93199, 3.93199, 3.93199, 3.93199, 3.93199, 3.932, 3.93199, 3.93199, 3.93199, 3.93199
10.5795, 4, 3.91062, 3.91061, 2.44949, 0.0893829, 3.91061, 0, 3.91062, 3.91061, 3.91061, 3.91061, 3.91061, 3.91061, 3.91061, 3.91061, 3.91061, 3.91061, 3.91061, 3.91061, 3.91061, 3.91061, 3.91061, 3.91061, 3.91061, 3.91061, 3.91061, 3.91061, 3.91061
