   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_261.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
10.7686, 4, 4.87061, 4.87058, 2.44949, -0.870607, 0, 4.8706, 4.87058, 4.87058, 4.87058, 4.87058, 4.87058, 4.87058, 4.87058, 4.87058, 4.87058, 4.87058, 4.87058, 4.87058, 4.87058, 4.87058, 4.87059, 4.87058, 4.87058, 4.87058, 4.87058
10.7764, 4, 4.84037, 4.84034, 2.44949, -0.840366, 0, 4.84036, 4.84034, 4.84034, 4.84034, 4.84034, 4.84034, 4.84034, 4.84034, 4.84034, 4.84034, 4.84034, 4.84034, 4.84034, 4.84034, 4.84034, 4.84034, 4.84034, 4.84034, 4.84034, 4.84034
10.7843, 2, 4.81022, 4.8102, 2, -2.81022, 0, 4.81022, 4.8102, 4.8102, 4.8102, 4.8102, 4.8102, 4.8102, 4.8102, 4.8102, 4.8102, 4.8102, 4.8102, 4.8102, 4.8102, 4.8102, 4.8102, 4.8102, 4.8102, 4.8102, 4.8102
10.7922, 2, 4.78805, 4.78802, 2, -2.78805, 0, 4.78804, 4.78802, 4.78802, 4.78802, 4.78802, 4.78802, 4.78802, 4.78802, 4.78802, 4.78802, 4.78802, 4.78802, 4.78802, 4.78802, 4.78802, 4.78802, 4.78802, 4.78802, 4.78802, 4.78802
10.8001, 2, 4.76198, 4.76195, 2, -2.76198, 0, 4.76197, 4.76195, 4.76195, 4.76195, 4.76195, 4.76195, 4.76195, 4.76195, 4.76195, 4.76195, 4.76195, 4.76195, 4.76195, 4.76195, 4.76195, 4.76196, 4.76195, 4.76195, 4.76195, 4.76195
10.808, 8, 4.73218, 4.73215, 3.16228, 3.26782, 0, 4.73218, 4.73215, 4.73215, 4.73215, 4.73215, 4.73215, 4.73215, 4.73215, 4.73215, 4.73215, 4.73215, 4.73215, 4.73215, 4.73215, 4.73215, 4.73216, 4.73215, 4.73215, 4.73215, 4.73215
10.8158, 6, 4.70058, 4.70055, 2.82843, 1.29942, 0, 4.70058, 4.70055, 4.70055, 4.70055, 4.70055, 4.70055, 4.70055, 4.70055, 4.70055, 4.70055, 4.70055, 4.70055, 4.70055, 4.70055, 4.70055, 4.70056, 4.70055, 4.70055, 4.70055, 4.70055
10.8237, 8, 4.66909, 4.66906, 3.16228, 3.33091, 0, 4.66908, 4.66906, 4.66906, 4.66906, 4.66906, 4.66906, 4.66906, 4.66906, 4.66906, 4.66906, 4.66906, 4.66906, 4.66906, 4.66906, 4.66906, 4.66906, 4.66906, 4.66906, 4.66906, 4.66906
10.8316, 6, 4.64917, 4.64914, 2.82843, 1.35083, 0, 4.64916, 4.64914, 4.64914, 4.64914, 4.64914, 4.64914, 4.64914, 4.64914, 4.64914, 4.64914, 4.64914, 4.64914, 4.64914, 4.64914, 4.64914, 4.64914, 4.64914, 4.64914, 4.64914, 4.64914
10.8395, 6, 4.62412, 4.6241, 2.82843, 1.37588, 0, 4.62412, 4.6241, 4.6241, 4.6241, 4.6241, 4.6241, 4.6241, 4.6241, 4.6241, 4.6241, 4.6241, 4.6241, 4.6241, 4.6241, 4.6241, 4.6241, 4.6241, 4.6241, 4.6241, 4.6241
10.8474, 6, 4.59428, 4.59426, 2.82843, 1.40572, 0, 4.59428, 4.59426, 4.59426, 4.59426, 4.59426, 4.59426, 4.59426, 4.59426, 4.59426, 4.59426, 4.59426, 4.59426, 4.59426, 4.59426, 4.59426, 4.59426, 4.59426, 4.59426, 4.59426, 4.59426
10.8553, 6, 4.56211, 4.56209, 2.82843, 1.43789, 0, 4.56211, 4.56209, 4.56209, 4.56209, 4.56209, 4.56209, 4.56209, 4.56209, 4.56209, 4.56209, 4.56209, 4.56209, 4.56209, 4.56209, 4.56209, 4.56209, 4.56209, 4.56209, 4.56209, 4.56209
10.8631, 10, 4.53005, 4.53003, 3.4641, 5.46995, 0, 4.53005, 4.53003, 4.53003, 4.53003, 4.53003, 4.53003, 4.53003, 4.53003, 4.53003, 4.53003, 4.53003, 4.53003, 4.53003, 4.53003, 4.53003, 4.53003, 4.53003, 4.53003, 4.53003, 4.53003
10.871, 4, 4.51187, 4.51185, 2.44949, -0.511874, 0, 4.51187, 4.51185, 4.51185, 4.51185, 4.51185, 4.51185, 4.51185, 4.51185, 4.51185, 4.51185, 4.51185, 4.51185, 4.51185, 4.51185, 4.51185, 4.51185, 4.51185, 4.51185, 4.51185, 4.51185
10.8789, 8, 4.48728, 4.48726, 3.16228, 3.51272, 0, 4.48728, 4.48726, 4.48726, 4.48726, 4.48726, 4.48726, 4.48726, 4.48726, 4.48726, 4.48726, 4.48726, 4.48726, 4.48726, 4.48726, 4.48726, 4.48726, 4.48726, 4.48726, 4.48726, 4.48726
10.8868, 8, 4.4567, 4.45668, 3.16228, 3.5433, 0, 4.4567, 4.45668, 4.45668, 4.45668, 4.45668, 4.45668, 4.45668, 4.45668, 4.45668, 4.45668, 4.45668, 4.45668, 4.45668, 4.45668, 4.45668, 4.45668, 4.45668, 4.45668, 4.45668, 4.45668
10.8947, 6, 4.42322, 4.42319, 2.82843, 1.57678, 0, 4.42321, 4.42319, 4.42319, 4.42319, 4.42319, 4.42319, 4.42319, 4.42319, 4.42319, 4.42319, 4.42319, 4.42319, 4.42319, 4.42319, 4.42319, 4.42319, 4.42319, 4.42319, 4.42319, 4.42319
10.9025, 8, 4.38985, 4.38983, 3.16228, 3.61015, 0, 4.38985, 4.38983, 4.38983, 4.38983, 4.38983, 4.38983, 4.38983, 4.38983, 4.38983, 4.38983, 4.38983, 4.38983, 4.38983, 4.38983, 4.38983, 4.38983, 4.38983, 4.38983, 4.38983, 4.38983
10.9104, 12, 4.37419, 4.37417, 3.74166, 7.62581, 0, 4.37419, 4.37417, 4.37417, 4.37417, 4.37417, 4.37417, 4.37417, 4.37417, 4.37417, 4.37417, 4.37417, 4.37417, 4.37417, 4.37417, 4.37417, 4.37417, 4.37417, 4.37417, 4.37417, 4.37417
10.9183, 12, 4.35075, 4.35072, 3.74166, 7.64925, 0, 4.35075, 4.35072, 4.35072, 4.35072, 4.35072, 4.35072, 4.35072, 4.35072, 4.35072, 4.35072, 4.35072, 4.35072, 4.35072, 4.35072, 4.35072, 4.35073, 4.35072, 4.35072, 4.35072, 4.35072
10.9262, 8, 4.32009, 4.32006, 3.16228, 3.67991, 0, 4.32008, 4.32006, 4.32006, 4.32006, 4.32006, 4.32006, 4.32006, 4.32006, 4.32006, 4.32006, 4.32006, 4.32006, 4.32006, 4.32006, 4.32006, 4.32006, 4.32006, 4.32006, 4.32006, 4.32006
10.9341, 2, 4.28591, 4.28588, 2, -2.28591, 0, 4.28591, 4.28588, 4.28588, 4.28588, 4.28588, 4.28588, 4.28588, 4.28588, 4.28588, 4.28588, 4.28588, 4.28588, 4.28588, 4.28588, 4.28588, 4.28588, 4.28588, 4.28588, 4.28588, 4.28588
10.942, 12, 4.25186, 4.25184, 3.74166, 7.74814, 0, 4.25186, 4.25184, 4.25184, 4.25184, 4.25184, 4.25184, 4.25184, 4.25184, 4.25184, 4.25184, 4.25184, 4.25184, 4.25184, 4.25184, 4.25184, 4.25184, 4.25184, 4.25184, 4.25184, 4.25184
10.9498, 8, 4.23777, 4.23774, 3.16228, 3.76223, 0, 4.23776, 4.23774, 4.23774, 4.23774, 4.23774, 4.23774, 4.23774, 4.23774, 4.23774, 4.23774, 4.23774, 4.23774, 4.23774, 4.23774, 4.23774, 4.23774, 4.23774, 4.23774, 4.23774, 4.23774
10.9577, 12, 4.21485, 4.21483, 3.74166, 7.78515, 0, 4.21485, 4.21483, 4.21483, 4.21483, 4.21483, 4.21483, 4.21483, 4.21483, 4.21483, 4.21483, 4.21483, 4.21483, 4.21483, 4.21483, 4.21483, 4.21483, 4.21483, 4.21483, 4.21483, 4.21483
10.9656, 8, 4.18381, 4.18378, 3.16228, 3.81619, 0, 4.18381, 4.18378, 4.18378, 4.18378, 4.18378, 4.18378, 4.18378, 4.18378, 4.18378, 4.18378, 4.18378, 4.18378, 4.18378, 4.18378, 4.18378, 4.18379, 4.18378, 4.18378, 4.18378, 4.18378
10.9735, 20, 4.14881, 4.14878, 4.69042, 15.8512, 0, 4.1488, 4.14878, 4.14878, 4.14878, 4.14878, 4.14878, 4.14878, 4.14878, 4.14878, 4.14878, 4.14878, 4.14878, 4.14878, 4.14878, 4.14878, 4.14878, 4.14878, 4.14878, 4.14878, 4.14878
10.9814, 6, 4.11395, 4.11392, 2.82843, 1.88605, 0, 4.11394, 4.11392, 4.11392, 4.11392, 4.11392, 4.11392, 4.11392, 4.11392, 4.11392, 4.11392, 4.11392, 4.11392, 4.11392, 4.11392, 4.11392, 4.11392, 4.11392, 4.11392, 4.11392, 4.11392
10.9893, 10, 4.1018, 4.10177, 3.4641, 5.8982, 0, 4.1018, 4.10177, 4.10177, 4.10177, 4.10177, 4.10177, 4.10177, 4.10177, 4.10177, 4.10177, 4.10177, 4.10177, 4.10177, 4.10177, 4.10177, 4.10178, 4.10177, 4.10177, 4.10177, 4.10177
10.9971, 8, 4.07983, 4.0798, 3.16228, 3.92017, 0, 4.07983, 4.0798, 4.0798, 4.0798, 4.0798, 4.0798, 4.0798, 4.0798, 4.0798, 4.0798, 4.0798, 4.0798, 4.0798, 4.0798, 4.0798, 4.0798, 4.0798, 4.0798, 4.0798, 4.0798
11.005, 8, 4.04886, 4.04884, 3.16228, 3.95114, 0, 4.04886, 4.04884, 4.04884, 4.04884, 4.04884, 4.04884, 4.04884, 4.04884, 4.04884, 4.04884, 4.04884, 4.04884, 4.04884, 4.04884, 4.04884, 4.04884, 4.04884, 4.04884, 4.04884, 4.04884
11.0129, 6, 4.01351, 4.01348, 2.82843, 1.98649, 0, 4.0135, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348, 4.01348
11.0208, 20, 3.97831, 3.97828, 4.69042, 16.0217, 0, 3.9783, 3.97828, 3.97828, 3.97828, 3.97828, 3.97828, 3.97828, 3.97828, 3.97828, 3.97828, 3.97828, 3.97828, 3.97828, 3.97828, 3.97828, 3.97828, 3.97828, 3.97828, 3.97828, 3.97828
11.0287, 6, 3.96779, 3.96777, 2.82843, 2.03221, 0, 3.96779, 3.96777, 3.96777, 3.96777, 3.96777, 3.96777, 3.96777, 3.96777, 3.96777, 3.96777, 3.96777, 3.96777, 3.96777, 3.96777, 3.96777, 3.96777, 3.96777, 3.96777, 3.96777, 3.96777
11.0365, 8, 3.94653, 3.9465, 3.16228, 4.05347, 0, 3.94652, 3.9465, 3.9465, 3.9465, 3.9465, 3.9465, 3.9465, 3.9465, 3.9465, 3.9465, 3.9465, 3.9465, 3.9465, 3.9465, 3.9465, 3.9465, 3.9465, 3.9465, 3.9465, 3.9465
11.0444, 10, 3.91545, 3.91543, 3.4641, 6.08455, 0, 3.91545, 3.91543, 3.91543, 3.91543, 3.91543, 3.91543, 3.91543, 3.91543, 3.91543, 3.91543, 3.91543, 3.91543, 3.91543, 3.91543, 3.91543, 3.91543, 3.91543, 3.91543, 3.91543, 3.91543
11.0523, 8, 3.8796, 3.87957, 3.16228, 4.1204, 0, 3.8796, 3.87957, 3.87957, 3.87957, 3.87957, 3.87957, 3.87957, 3.87957, 3.87957, 3.87957, 3.87957, 3.87957, 3.87957, 3.87957, 3.87957, 3.87957, 3.87957, 3.87957, 3.87957, 3.87957
11.0602, 2, 3.84391, 3.84388, 2, -1.84391, 0, 3.84391, 3.84388, 3.84388, 3.84388, 3.84388, 3.84388, 3.84388, 3.84388, 3.84388, 3.84388, 3.84388, 3.84388, 3.84388, 3.84388, 3.84388, 3.84388, 3.84388, 3.84388, 3.84388, 3.84388
11.0681, 12, 3.83524, 3.83521, 3.74166, 8.16476, 0, 3.83524, 3.83521, 3.83521, 3.83521, 3.83521, 3.83521, 3.83521, 3.83521, 3.83521, 3.83521, 3.83521, 3.83521, 3.83521, 3.83521, 3.83521, 3.83522, 3.83521, 3.83521, 3.83521, 3.83521
11.076, 8, 3.81489, 3.81486, 3.16228, 4.18511, 0, 3.81488, 3.81486, 3.81486, 3.81486, 3.81486, 3.81486, 3.81486, 3.81486, 3.81486, 3.81486, 3.81486, 3.81486, 3.81486, 3.81486, 3.81486, 3.81486, 3.81486, 3.81486, 3.81486, 3.81486
11.0838, 6, 3.78392, 3.7839, 2.82843, 2.21608, 0, 3.78392, 3.7839, 3.7839, 3.7839, 3.7839, 3.7839, 3.7839, 3.7839, 3.7839, 3.7839, 3.7839, 3.7839, 3.7839, 3.7839, 3.7839, 3.7839, 3.7839, 3.7839, 3.7839, 3.7839
11.0917, 4, 3.74779, 3.74776, 2.44949, 0.252214, 0, 3.74778, 3.74776, 3.74776, 3.74776, 3.74776, 3.74776, 3.74776, 3.74776, 3.74776, 3.74776, 3.74776, 3.74776, 3.74776, 3.74776, 3.74776, 3.74776, 3.74776, 3.74776, 3.74776, 3.74776
11.0996, 4, 3.71182, 3.71179, 2.44949, 0.288179, 0, 3.71182, 3.71179, 3.71179, 3.71179, 3.71179, 3.71179, 3.71179, 3.71179, 3.71179, 3.71179, 3.71179, 3.71179, 3.71179, 3.71179, 3.71179, 3.7118, 3.71179, 3.71179, 3.71179, 3.71179
11.1075, 10, 3.70569, 3.70566, 3.4641, 6.29431, 0, 3.70568, 3.70566, 3.70566, 3.70566, 3.70566, 3.70566, 3.70566, 3.70566, 3.70566, 3.70566, 3.70566, 3.70566, 3.70566, 3.70566, 3.70566, 3.70566, 3.70566, 3.70566, 3.70566, 3.70566
11.1154, 14, 3.68652, 3.68649, 4, 10.3135, 0, 3.68652, 3.68649, 3.68649, 3.68649, 3.68649, 3.68649, 3.68649, 3.68649, 3.68649, 3.68649, 3.68649, 3.68649, 3.68649, 3.68649, 3.68649, 3.6865, 3.68649, 3.68649, 3.68649, 3.68649
11.1233, 8, 3.6555, 3.65547, 3.16228, 4.3445, 0, 3.65549, 3.65547, 3.65547, 3.65547, 3.65547, 3.65547, 3.65547, 3.65547, 3.65547, 3.65547, 3.65547, 3.65547, 3.65547, 3.65547, 3.65547, 3.65547, 3.65547, 3.65547, 3.65547, 3.65547
11.1311, 6, 3.61868, 3.61865, 2.82843, 2.38132, 0, 3.61867, 3.61865, 3.61865, 3.61865, 3.61865, 3.61865, 3.61865, 3.61865, 3.61865, 3.61865, 3.61865, 3.61865, 3.61865, 3.61865, 3.61865, 3.61865, 3.61865, 3.61865, 3.61865, 3.61865
11.139, 2, 3.58204, 3.58201, 2, -1.58204, 0, 3.58204, 3.58201, 3.58201, 3.58201, 3.58201, 3.58201, 3.58201, 3.58201, 3.58201, 3.58201, 3.58201, 3.58201, 3.58201, 3.58201, 3.58201, 3.58202, 3.58201, 3.58201, 3.58201, 3.58201
11.1469, 10, 3.58199, 3.58196, 3.4641, 6.41801, 0, 3.58199, 3.58196, 3.58196, 3.58196, 3.58196, 3.58196, 3.58196, 3.58196, 3.58196, 3.58196, 3.58196, 3.58196, 3.58196, 3.58196, 3.58196, 3.58197, 3.58196, 3.58196, 3.58196, 3.58196
11.1548, 2, 3.56519, 3.56516, 2, -1.56519, 0, 3.56519, 3.56516, 3.56516, 3.56516, 3.56516, 3.56516, 3.56516, 3.56516, 3.56516, 3.56516, 3.56516, 3.56516, 3.56516, 3.56516, 3.56516, 3.56517, 3.56516, 3.56516, 3.56516, 3.56516
11.1627, 4, 3.5332, 3.53317, 2.44949, 0.466803, 0, 3.53319, 3.53317, 3.53317, 3.53317, 3.53317, 3.53317, 3.53317, 3.53317, 3.53317, 3.53317, 3.53317, 3.53317, 3.53317, 3.53317, 3.53317, 3.53317, 3.53317, 3.53317, 3.53317, 3.53317
11.1705, 4, 3.49378, 3.49375, 2.44949, 0.506225, 0, 3.49377, 3.49375, 3.49375, 3.49375, 3.49375, 3.49375, 3.49375, 3.49375, 3.49375, 3.49375, 3.49375, 3.49375, 3.49375, 3.49375, 3.49375, 3.49375, 3.49375, 3.49375, 3.49375, 3.49375
11.1784, 0, 3.45457, 3.45455, 1.41421, -3.45457, 0, 3.45457, 3.45455, 3.45455, 3.45455, 3.45455, 3.45455, 3.45455, 3.45455, 3.45455, 3.45455, 3.45455, 3.45455, 3.45455, 3.45455, 3.45455, 3.45455, 3.45455, 3.45455, 3.45455, 3.45455
11.1863, 2, 3.48829, 3.48826, 2, -1.48829, 0, 3.48829, 3.48826, 3.48826, 3.48826, 3.48826, 3.48826, 3.48826, 3.48826, 3.48826, 3.48826, 3.48826, 3.48826, 3.48826, 3.48826, 3.48826, 3.48827, 3.48826, 3.48826, 3.48826, 3.48826
11.1942, 6, 3.50377, 3.50374, 2.82843, 2.49623, 0, 3.50377, 3.50374, 3.50374, 3.50374, 3.50374, 3.50374, 3.50374, 3.50374, 3.50374, 3.50374, 3.50374, 3.50374, 3.50374, 3.50374, 3.50374, 3.50374, 3.50374, 3.50374, 3.50374, 3.50374
11.2021, 4, 3.50199, 3.50196, 2.44949, 0.498014, 0, 3.50198, 3.50196, 3.50196, 3.50196, 3.50196, 3.50196, 3.50196, 3.50196, 3.50196, 3.50196, 3.50196, 3.50196, 3.50196, 3.50196, 3.50196, 3.50196, 3.50196, 3.50196, 3.50196, 3.50196
11.21, 2, 3.49157, 3.49154, 2, -1.49157, 0, 3.49157, 3.49154, 3.49154, 3.49154, 3.49154, 3.49154, 3.49154, 3.49154, 3.49154, 3.49154, 3.49154, 3.49154, 3.49154, 3.49154, 3.49154, 3.49155, 3.49154, 3.49154, 3.49154, 3.49154
11.2178, 2, 3.48118, 3.48115, 2, -1.48118, 0, 3.48117, 3.48115, 3.48115, 3.48115, 3.48115, 3.48115, 3.48115, 3.48115, 3.48115, 3.48115, 3.48115, 3.48115, 3.48115, 3.48115, 3.48115, 3.48115, 3.48115, 3.48115, 3.48115, 3.48115
11.2257, 8, 3.50793, 3.5079, 3.16228, 4.49207, 0, 3.50792, 3.5079, 3.5079, 3.5079, 3.5079, 3.5079, 3.5079, 3.5079, 3.5079, 3.5079, 3.5079, 3.5079, 3.5079, 3.5079, 3.5079, 3.5079, 3.5079, 3.5079, 3.5079, 3.5079
11.2336, 10, 3.52074, 3.52071, 3.4641, 6.47926, 0, 3.52074, 3.52071, 3.52071, 3.52071, 3.52071, 3.52071, 3.52071, 3.52071, 3.52071, 3.52071, 3.52071, 3.52071, 3.52071, 3.52071, 3.52071, 3.52071, 3.52071, 3.52071, 3.52071, 3.52071
11.2415, 10, 3.52073, 3.5207, 3.4641, 6.47927, 0, 3.52073, 3.5207, 3.5207, 3.5207, 3.5207, 3.5207, 3.5207, 3.5207, 3.5207, 3.5207, 3.5207, 3.5207, 3.5207, 3.5207, 3.5207, 3.5207, 3.5207, 3.5207, 3.5207, 3.5207
11.2494, 4, 3.5143, 3.51427, 2.44949, 0.485698, 0, 3.5143, 3.51427, 3.51427, 3.51427, 3.51427, 3.51427, 3.51427, 3.51427, 3.51427, 3.51427, 3.51427, 3.51427, 3.51427, 3.51427, 3.51427, 3.51427, 3.51427, 3.51427, 3.51427, 3.51427
11.2573, 4, 3.50788, 3.50785, 2.44949, 0.492121, 0, 3.50788, 3.50785, 3.50785, 3.50785, 3.50785, 3.50785, 3.50785, 3.50785, 3.50785, 3.50785, 3.50785, 3.50785, 3.50785, 3.50785, 3.50785, 3.50785, 3.50785, 3.50785, 3.50785, 3.50785
11.2651, 4, 3.5329, 3.53287, 2.44949, 0.467104, 0, 3.53289, 3.53287, 3.53287, 3.53287, 3.53287, 3.53287, 3.53287, 3.53287, 3.53287, 3.53287, 3.53287, 3.53287, 3.53287, 3.53287, 3.53287, 3.53287, 3.53287, 3.53287, 3.53287, 3.53287
11.273, 6, 3.54487, 3.54484, 2.82843, 2.45513, 0, 3.54487, 3.54484, 3.54484, 3.54484, 3.54484, 3.54484, 3.54484, 3.54484, 3.54484, 3.54484, 3.54484, 3.54484, 3.54484, 3.54484, 3.54484, 3.54485, 3.54484, 3.54484, 3.54484, 3.54484
11.2809, 6, 3.54493, 3.5449, 2.82843, 2.45507, 0, 3.54493, 3.5449, 3.5449, 3.5449, 3.5449, 3.5449, 3.5449, 3.5449, 3.5449, 3.5449, 3.5449, 3.5449, 3.5449, 3.5449, 3.5449, 3.54491, 3.5449, 3.5449, 3.5449, 3.5449
11.2888, 2, 3.53903, 3.539, 2, -1.53903, 0, 3.53903, 3.539, 3.539, 3.539, 3.539, 3.539, 3.539, 3.539, 3.539, 3.539, 3.539, 3.539, 3.539, 3.539, 3.539, 3.539, 3.539, 3.539, 3.539, 3.539
11.2967, 10, 3.53314, 3.53311, 3.4641, 6.46686, 0, 3.53314, 3.53311, 3.53311, 3.53311, 3.53311, 3.53311, 3.53311, 3.53311, 3.53311, 3.53311, 3.53311, 3.53311, 3.53311, 3.53311, 3.53311, 3.53311, 3.53311, 3.53311, 3.53311, 3.53311
11.3045, 6, 3.55745, 3.55742, 2.82843, 2.44255, 0, 3.55745, 3.55742, 3.55742, 3.55742, 3.55742, 3.55742, 3.55742, 3.55742, 3.55742, 3.55742, 3.55742, 3.55742, 3.55742, 3.55742, 3.55742, 3.55742, 3.55742, 3.55742, 3.55742, 3.55742
11.3124, 4, 3.56919, 3.56916, 2.44949, 0.430806, 0, 3.56919, 3.56916, 3.56916, 3.56916, 3.56916, 3.56916, 3.56916, 3.56916, 3.56916, 3.56916, 3.56916, 3.56916, 3.56916, 3.56916, 3.56916, 3.56916, 3.56916, 3.56916, 3.56916, 3.56916
11.3203, 4, 3.56945, 3.56942, 2.44949, 0.430547, 0, 3.56945, 3.56942, 3.56942, 3.56942, 3.56942, 3.56942, 3.56942, 3.56942, 3.56942, 3.56942, 3.56942, 3.56942, 3.56942, 3.56942, 3.56942, 3.56942, 3.56942, 3.56942, 3.56942, 3.56942
11.3282, 12, 3.56397, 3.56393, 3.74166, 8.43603, 0, 3.56397, 3.56393, 3.56393, 3.56393, 3.56393, 3.56393, 3.56393, 3.56393, 3.56393, 3.56393, 3.56393, 3.56393, 3.56393, 3.56393, 3.56393, 3.56394, 3.56393, 3.56393, 3.56393, 3.56393
11.3361, 4, 3.55849, 3.55845, 2.44949, 0.441509, 0, 3.55849, 3.55845, 3.55845, 3.55845, 3.55845, 3.55845, 3.55845, 3.55845, 3.55845, 3.55845, 3.55845, 3.55845, 3.55845, 3.55845, 3.55845, 3.55846, 3.55845, 3.55845, 3.55845, 3.55845
11.344, 4, 3.58179, 3.58176, 2.44949, 0.418205, 0, 3.58179, 3.58176, 3.58176, 3.58176, 3.58176, 3.58176, 3.58176, 3.58176, 3.58176, 3.58176, 3.58176, 3.58176, 3.58176, 3.58176, 3.58176, 3.58176, 3.58176, 3.58176, 3.58176, 3.58176
11.3518, 10, 3.59291, 3.59287, 3.4641, 6.40709, 0, 3.59291, 3.59287, 3.59287, 3.59287, 3.59287, 3.59287, 3.59287, 3.59287, 3.59287, 3.59287, 3.59287, 3.59287, 3.59287, 3.59287, 3.59287, 3.59287, 3.59287, 3.59287, 3.59287, 3.59287
11.3597, 6, 3.59289, 3.59285, 2.82843, 2.40711, 0, 3.59289, 3.59285, 3.59285, 3.59285, 3.59285, 3.59285, 3.59285, 3.59285, 3.59285, 3.59285, 3.59285, 3.59285, 3.59285, 3.59285, 3.59285, 3.59285, 3.59285, 3.59285, 3.59285, 3.59285
11.3676, 6, 3.58731, 3.58727, 2.82843, 2.41269, 0, 3.58731, 3.58727, 3.58727, 3.58727, 3.58727, 3.58727, 3.58727, 3.58727, 3.58727, 3.58727, 3.58727, 3.58727, 3.58727, 3.58727, 3.58727, 3.58727, 3.58727, 3.58727, 3.58727, 3.58727
11.3755, 8, 3.58174, 3.58169, 3.16228, 4.41826, 0, 3.58174, 3.58169, 3.58169, 3.58169, 3.58169, 3.58169, 3.58169, 3.58169, 3.58169, 3.58169, 3.58169, 3.58169, 3.58169, 3.58169, 3.58169, 3.58169, 3.58169, 3.58169, 3.58169, 3.58169
11.3834, 2, 3.60455, 3.6045, 2, -1.60455, 0, 3.60454, 3.6045, 3.6045, 3.6045, 3.6045, 3.6045, 3.6045, 3.6045, 3.6045, 3.6045, 3.6045, 3.6045, 3.6045, 3.6045, 3.6045, 3.6045, 3.6045, 3.6045, 3.6045, 3.6045
11.3912, 6, 3.61551, 3.61546, 2.82843, 2.38449, 0, 3.61551, 3.61546, 3.61546, 3.61546, 3.61546, 3.61546, 3.61546, 3.61546, 3.61546, 3.61546, 3.61546, 3.61546, 3.61546, 3.61546, 3.61546, 3.61546, 3.61546, 3.61546, 3.61546, 3.61546
11.3991, 0, 3.61564, 3.61558, 1.41421, -3.61564, 0, 3.61564, 3.61558, 3.61558, 3.61558, 3.61558, 3.61558, 3.61558, 3.61558, 3.61558, 3.61558, 3.61558, 3.61558, 3.61558, 3.61558, 3.61558, 3.61559, 3.61558, 3.61558, 3.61558, 3.61558
11.407, 12, 3.61035, 3.61029, 3.74166, 8.38965, 0, 3.61035, 3.61029, 3.61029, 3.61029, 3.61029, 3.61029, 3.61029, 3.61029, 3.61029, 3.61029, 3.61029, 3.61029, 3.61029, 3.61029, 3.61029, 3.6103, 3.61029, 3.61029, 3.61029, 3.61029
11.4149, 10, 3.60507, 3.60501, 3.4641, 6.39493, 0, 3.60507, 3.60501, 3.60501, 3.60501, 3.60501, 3.60501, 3.60501, 3.60501, 3.60501, 3.60501, 3.60501, 3.60501, 3.60501, 3.60501, 3.60501, 3.60501, 3.60501, 3.60501, 3.60501, 3.60501
11.4228, 6, 3.62678, 3.62671, 2.82843, 2.37322, 0, 3.62678, 3.62671, 3.62671, 3.62671, 3.62671, 3.62671, 3.62671, 3.62671, 3.62671, 3.62671, 3.62671, 3.62671, 3.62671, 3.62671, 3.62671, 3.62671, 3.62671, 3.62671, 3.62671, 3.62671
11.4307, 12, 3.63701, 3.63693, 3.74166, 8.36299, 0, 3.637, 3.63693, 3.63693, 3.63693, 3.63693, 3.63693, 3.63693, 3.63693, 3.63693, 3.63693, 3.63693, 3.63693, 3.63693, 3.63693, 3.63693, 3.63694, 3.63693, 3.63693, 3.63693, 3.63693
11.4385, 0, 3.63675, 3.63667, 1.41421, -3.63675, 0, 3.63674, 3.63667, 3.63667, 3.63667, 3.63667, 3.63667, 3.63667, 3.63667, 3.63667, 3.63667, 3.63667, 3.63667, 3.63667, 3.63667, 3.63667, 3.63667, 3.63667, 3.63667, 3.63667, 3.63667
11.4464, 6, 3.63124, 3.63115, 2.82843, 2.36876, 0, 3.63124, 3.63115, 3.63115, 3.63115, 3.63115, 3.63115, 3.63115, 3.63115, 3.63115, 3.63115, 3.63115, 3.63115, 3.63115, 3.63115, 3.63115, 3.63115, 3.63115, 3.63115, 3.63115, 3.63115
11.4543, 6, 3.62574, 3.62564, 2.82843, 2.37426, 0, 3.62574, 3.62564, 3.62564, 3.62564, 3.62564, 3.62564, 3.62564, 3.62564, 3.62564, 3.62564, 3.62564, 3.62564, 3.62564, 3.62564, 3.62564, 3.62565, 3.62564, 3.62564, 3.62564, 3.62564
11.4622, 8, 3.64698, 3.64687, 3.16228, 4.35302, 0, 3.64697, 3.64687, 3.64687, 3.64687, 3.64687, 3.64687, 3.64687, 3.64687, 3.64687, 3.64687, 3.64687, 3.64687, 3.64687, 3.64687, 3.64687, 3.64687, 3.64687, 3.64687, 3.64687, 3.64687
