   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_72.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
10.9109, 6, 2.15756, 2.15754, 2.82843, 3.84244, 2.15754, 0, 2.15755, 2.15754, 2.15754, 2.15754, 2.15754, 2.15754, 2.15754, 2.15754, 2.15754, 2.15754, 2.15754, 2.15754, 2.15754, 2.15754, 2.15754, 2.15754, 2.15754, 2.15754, 2.15754
10.9188, 4, 2.15147, 2.15145, 2.44949, 1.84853, 2.15145, 0, 2.15146, 2.15145, 2.15145, 2.15145, 2.15145, 2.15145, 2.15145, 2.15145, 2.15145, 2.15145, 2.15145, 2.15145, 2.15145, 2.15145, 2.15145, 2.15145, 2.15145, 2.15145, 2.15145
10.9267, 4, 2.14538, 2.14536, 2.44949, 1.85462, 2.14536, 0, 2.14538, 2.14536, 2.14536, 2.14536, 2.14536, 2.14536, 2.14536, 2.14536, 2.14536, 2.14536, 2.14536, 2.14536, 2.14536, 2.14536, 2.14536, 2.14537, 2.14536, 2.14536, 2.14536
10.9346, 0, 2.14428, 2.14426, 1.41421, -2.14428, 2.14426, 0, 2.14428, 2.14426, 2.14426, 2.14426, 2.14426, 2.14426, 2.14426, 2.14426, 2.14426, 2.14426, 2.14426, 2.14426, 2.14426, 2.14426, 2.14426, 2.14426, 2.14426, 2.14426, 2.14426
10.9425, 4, 2.14028, 2.14026, 2.44949, 1.85972, 2.14026, 0, 2.14028, 2.14026, 2.14026, 2.14026, 2.14026, 2.14026, 2.14026, 2.14026, 2.14026, 2.14026, 2.14026, 2.14026, 2.14026, 2.14026, 2.14026, 2.14026, 2.14026, 2.14026, 2.14026
10.9504, 8, 2.13363, 2.13361, 3.16228, 5.86637, 2.13361, 0, 2.13363, 2.13361, 2.13361, 2.13361, 2.13361, 2.13361, 2.13361, 2.13361, 2.13361, 2.13361, 2.13361, 2.13361, 2.13361, 2.13361, 2.13361, 2.13361, 2.13361, 2.13361, 2.13361
10.9583, 4, 2.12565, 2.12563, 2.44949, 1.87435, 2.12563, 0, 2.12565, 2.12563, 2.12563, 2.12563, 2.12563, 2.12563, 2.12563, 2.12563, 2.12563, 2.12563, 2.12563, 2.12563, 2.12563, 2.12563, 2.12563, 2.12563, 2.12563, 2.12563, 2.12563
10.9662, 2, 2.11769, 2.11767, 2, -0.117694, 2.11767, 0, 2.11769, 2.11767, 2.11767, 2.11767, 2.11767, 2.11767, 2.11767, 2.11767, 2.11767, 2.11767, 2.11767, 2.11767, 2.11767, 2.11767, 2.11767, 2.11767, 2.11767, 2.11767, 2.11767
10.974, 6, 2.11687, 2.11685, 2.82843, 3.88313, 2.11685, 0, 2.11686, 2.11685, 2.11685, 2.11685, 2.11685, 2.11685, 2.11685, 2.11685, 2.11685, 2.11685, 2.11685, 2.11685, 2.11685, 2.11685, 2.11685, 2.11685, 2.11685, 2.11685, 2.11685
10.9819, 10, 2.11296, 2.11294, 3.4641, 7.88704, 2.11294, 0, 2.11296, 2.11294, 2.11294, 2.11294, 2.11294, 2.11294, 2.11294, 2.11294, 2.11294, 2.11294, 2.11294, 2.11294, 2.11294, 2.11294, 2.11294, 2.11294, 2.11294, 2.11294, 2.11294
10.9898, 6, 2.10628, 2.10626, 2.82843, 3.89372, 2.10626, 0, 2.10628, 2.10626, 2.10626, 2.10626, 2.10626, 2.10626, 2.10626, 2.10626, 2.10626, 2.10626, 2.10626, 2.10626, 2.10626, 2.10626, 2.10626, 2.10626, 2.10626, 2.10626, 2.10626
10.9977, 8, 2.09822, 2.0982, 3.16228, 5.90178, 2.0982, 0, 2.09822, 2.0982, 2.0982, 2.0982, 2.0982, 2.0982, 2.0982, 2.0982, 2.0982, 2.0982, 2.0982, 2.0982, 2.0982, 2.0982, 2.0982, 2.0982, 2.0982, 2.0982, 2.0982
11.0056, 4, 2.09018, 2.09016, 2.44949, 1.90982, 2.09016, 0, 2.09018, 2.09016, 2.09016, 2.09016, 2.09016, 2.09016, 2.09016, 2.09016, 2.09016, 2.09016, 2.09016, 2.09016, 2.09016, 2.09016, 2.09016, 2.09016, 2.09016, 2.09016, 2.09016
11.0135, 8, 2.08727, 2.08725, 3.16228, 5.91273, 2.08725, 0, 2.08727, 2.08725, 2.08725, 2.08725, 2.08725, 2.08725, 2.08725, 2.08725, 2.08725, 2.08725, 2.08725, 2.08725, 2.08725, 2.08725, 2.08725, 2.08725, 2.08725, 2.08725, 2.08725
11.0214, 6, 2.08133, 2.08131, 2.82843, 3.91867, 2.08131, 0, 2.08133, 2.08131, 2.08131, 2.08131, 2.08131, 2.08131, 2.08131, 2.08131, 2.08131, 2.08131, 2.08131, 2.08131, 2.08131, 2.08131, 2.08131, 2.08131, 2.08131, 2.08131, 2.08131
11.0293, 4, 2.07267, 2.07265, 2.44949, 1.92733, 2.07265, 0, 2.07267, 2.07265, 2.07265, 2.07265, 2.07265, 2.07265, 2.07265, 2.07265, 2.07265, 2.07265, 2.07265, 2.07265, 2.07265, 2.07265, 2.07265, 2.07265, 2.07265, 2.07265, 2.07265
11.0372, 6, 2.06265, 2.06263, 2.82843, 3.93735, 2.06263, 0, 2.06265, 2.06263, 2.06263, 2.06263, 2.06263, 2.06263, 2.06263, 2.06263, 2.06263, 2.06263, 2.06263, 2.06263, 2.06263, 2.06263, 2.06263, 2.06263, 2.06263, 2.06263, 2.06263
11.0451, 2, 2.05267, 2.05265, 2, -0.0526669, 2.05265, 0, 2.05267, 2.05265, 2.05265, 2.05265, 2.05265, 2.05265, 2.05265, 2.05265, 2.05265, 2.05265, 2.05265, 2.05265, 2.05265, 2.05265, 2.05265, 2.05265, 2.05265, 2.05265, 2.05265
11.053, 4, 2.0501, 2.05007, 2.44949, 1.9499, 2.05007, 0, 2.0501, 2.05007, 2.05007, 2.05007, 2.05007, 2.05007, 2.05007, 2.05007, 2.05007, 2.05007, 2.05007, 2.05007, 2.05007, 2.05007, 2.05007, 2.05008, 2.05007, 2.05007, 2.05007
11.0609, 4, 2.04429, 2.04427, 2.44949, 1.95571, 2.04427, 0, 2.04429, 2.04427, 2.04427, 2.04427, 2.04427, 2.04427, 2.04427, 2.04427, 2.04427, 2.04427, 2.04427, 2.04427, 2.04427, 2.04427, 2.04427, 2.04427, 2.04427, 2.04427, 2.04427
11.0688, 6, 2.03562, 2.0356, 2.82843, 3.96438, 2.0356, 0, 2.03562, 2.0356, 2.0356, 2.0356, 2.0356, 2.0356, 2.0356, 2.0356, 2.0356, 2.0356, 2.0356, 2.0356, 2.0356, 2.0356, 2.0356, 2.0356, 2.0356, 2.0356, 2.0356
11.0767, 6, 2.02554, 2.02552, 2.82843, 3.97446, 2.02552, 0, 2.02554, 2.02552, 2.02552, 2.02552, 2.02552, 2.02552, 2.02552, 2.02552, 2.02552, 2.02552, 2.02552, 2.02552, 2.02552, 2.02552, 2.02552, 2.02552, 2.02552, 2.02552, 2.02552
11.0846, 2, 2.01549, 2.01547, 2, -0.0154901, 2.01547, 0, 2.01549, 2.01547, 2.01547, 2.01547, 2.01547, 2.01547, 2.01547, 2.01547, 2.01547, 2.01547, 2.01547, 2.01547, 2.01547, 2.01547, 2.01547, 2.01547, 2.01547, 2.01547, 2.01547
11.0925, 0, 2.01085, 2.01083, 1.41421, -2.01085, 2.01083, 0, 2.01085, 2.01083, 2.01083, 2.01083, 2.01083, 2.01083, 2.01083, 2.01083, 2.01083, 2.01083, 2.01083, 2.01083, 2.01083, 2.01083, 2.01083, 2.01083, 2.01083, 2.01083, 2.01083
11.1004, 6, 2.00302, 2.00299, 2.82843, 3.99698, 2.00299, 0, 2.00302, 2.00299, 2.00299, 2.00299, 2.00299, 2.00299, 2.00299, 2.00299, 2.00299, 2.00299, 2.00299, 2.00299, 2.00299, 2.00299, 2.00299, 2.003, 2.00299, 2.00299, 2.00299
11.1083, 6, 1.99236, 1.99234, 2.82843, 4.00764, 1.99234, 0, 1.99236, 1.99234, 1.99234, 1.99234, 1.99234, 1.99234, 1.99234, 1.99234, 1.99234, 1.99234, 1.99234, 1.99234, 1.99234, 1.99234, 1.99234, 1.99234, 1.99234, 1.99234, 1.99234
11.1162, 6, 1.98032, 1.9803, 2.82843, 4.01968, 1.9803, 0, 1.98032, 1.9803, 1.9803, 1.9803, 1.9803, 1.9803, 1.9803, 1.9803, 1.9803, 1.9803, 1.9803, 1.9803, 1.9803, 1.9803, 1.9803, 1.9803, 1.9803, 1.9803, 1.9803
11.1241, 2, 1.96832, 1.96829, 2, 0.0316843, 1.96829, 0, 1.96831, 1.96829, 1.96829, 1.96829, 1.96829, 1.96829, 1.96829, 1.96829, 1.96829, 1.96829, 1.96829, 1.96829, 1.96829, 1.96829, 1.96829, 1.96829, 1.96829, 1.96829, 1.96829
11.132, 6, 1.96408, 1.96406, 2.82843, 4.03592, 1.96406, 0, 1.96408, 1.96406, 1.96406, 1.96406, 1.96406, 1.96406, 1.96406, 1.96406, 1.96406, 1.96406, 1.96406, 1.96406, 1.96406, 1.96406, 1.96406, 1.96406, 1.96406, 1.96406, 1.96406
11.1399, 8, 1.95643, 1.95641, 3.16228, 6.04357, 1.95641, 0, 1.95643, 1.95641, 1.95641, 1.95641, 1.95641, 1.95641, 1.95641, 1.95641, 1.95641, 1.95641, 1.95641, 1.95641, 1.95641, 1.95641, 1.95641, 1.95641, 1.95641, 1.95641, 1.95641
11.1478, 2, 1.94582, 1.94579, 2, 0.0541835, 1.94579, 0, 1.94582, 1.94579, 1.94579, 1.94579, 1.94579, 1.94579, 1.94579, 1.94579, 1.94579, 1.94579, 1.94579, 1.94579, 1.94579, 1.94579, 1.94579, 1.9458, 1.94579, 1.94579, 1.94579
11.1557, 10, 1.93374, 1.93372, 3.4641, 8.06626, 1.93372, 0, 1.93374, 1.93372, 1.93372, 1.93372, 1.93372, 1.93372, 1.93372, 1.93372, 1.93372, 1.93372, 1.93372, 1.93372, 1.93372, 1.93372, 1.93372, 1.93372, 1.93372, 1.93372, 1.93372
11.1636, 8, 1.9217, 1.92168, 3.16228, 6.0783, 1.92168, 0, 1.9217, 1.92168, 1.92168, 1.92168, 1.92168, 1.92168, 1.92168, 1.92168, 1.92168, 1.92168, 1.92168, 1.92168, 1.92168, 1.92168, 1.92168, 1.92168, 1.92168, 1.92168, 1.92168
11.1714, 12, 1.9155, 1.91548, 3.74166, 10.0845, 1.91548, 0, 1.9155, 1.91548, 1.91548, 1.91548, 1.91548, 1.91548, 1.91548, 1.91548, 1.91548, 1.91548, 1.91548, 1.91548, 1.91548, 1.91548, 1.91548, 1.91548, 1.91548, 1.91548, 1.91548
11.1793, 2, 1.90592, 1.9059, 2, 0.0940783, 1.9059, 0, 1.90592, 1.9059, 1.9059, 1.9059, 1.9059, 1.9059, 1.9059, 1.9059, 1.9059, 1.9059, 1.9059, 1.9059, 1.9059, 1.9059, 1.9059, 1.9059, 1.9059, 1.9059, 1.9059
11.1872, 4, 1.8934, 1.89338, 2.44949, 2.1066, 1.89338, 0, 1.8934, 1.89338, 1.89338, 1.89338, 1.89338, 1.89338, 1.89338, 1.89338, 1.89338, 1.89338, 1.89338, 1.89338, 1.89338, 1.89338, 1.89338, 1.89338, 1.89338, 1.89338, 1.89338
11.1951, 4, 1.87944, 1.87942, 2.44949, 2.12056, 1.87942, 0, 1.87944, 1.87942, 1.87942, 1.87942, 1.87942, 1.87942, 1.87942, 1.87942, 1.87942, 1.87942, 1.87942, 1.87942, 1.87942, 1.87942, 1.87942, 1.87942, 1.87942, 1.87942, 1.87942
11.203, 6, 1.86554, 1.86552, 2.82843, 4.13446, 1.86552, 0, 1.86554, 1.86552, 1.86552, 1.86552, 1.86552, 1.86552, 1.86552, 1.86552, 1.86552, 1.86552, 1.86552, 1.86552, 1.86552, 1.86552, 1.86552, 1.86552, 1.86552, 1.86552, 1.86552
11.2109, 0, 1.85981, 1.85979, 1.41421, -1.85981, 1.85979, 0, 1.85981, 1.85979, 1.85979, 1.85979, 1.85979, 1.85979, 1.85979, 1.85979, 1.85979, 1.85979, 1.85979, 1.85979, 1.85979, 1.85979, 1.85979, 1.85979, 1.85979, 1.85979, 1.85979
11.2188, 4, 1.85048, 1.85046, 2.44949, 2.14952, 1.85046, 0, 1.85048, 1.85046, 1.85046, 1.85046, 1.85046, 1.85046, 1.85046, 1.85046, 1.85046, 1.85046, 1.85046, 1.85046, 1.85046, 1.85046, 1.85046, 1.85046, 1.85046, 1.85046, 1.85046
11.2267, 12, 1.83805, 1.83802, 3.74166, 10.162, 1.83802, 0, 1.83805, 1.83802, 1.83802, 1.83802, 1.83802, 1.83802, 1.83802, 1.83802, 1.83802, 1.83802, 1.83802, 1.83802, 1.83802, 1.83802, 1.83802, 1.83803, 1.83802, 1.83802, 1.83802
11.2346, 6, 1.8241, 1.82408, 2.82843, 4.1759, 1.82408, 0, 1.8241, 1.82408, 1.82408, 1.82408, 1.82408, 1.82408, 1.82408, 1.82408, 1.82408, 1.82408, 1.82408, 1.82408, 1.82408, 1.82408, 1.82408, 1.82408, 1.82408, 1.82408, 1.82408
11.2425, 4, 1.81021, 1.81019, 2.44949, 2.18979, 1.81019, 0, 1.81021, 1.81019, 1.81019, 1.81019, 1.81019, 1.81019, 1.81019, 1.81019, 1.81019, 1.81019, 1.81019, 1.81019, 1.81019, 1.81019, 1.81019, 1.81019, 1.81019, 1.81019, 1.81019
11.2504, 6, 1.80267, 1.80264, 2.82843, 4.19733, 1.80264, 0, 1.80267, 1.80264, 1.80264, 1.80264, 1.80264, 1.80264, 1.80264, 1.80264, 1.80264, 1.80264, 1.80264, 1.80264, 1.80264, 1.80264, 1.80264, 1.80264, 1.80264, 1.80264, 1.80264
11.2583, 10, 1.79156, 1.79154, 3.4641, 8.20844, 1.79154, 0, 1.79156, 1.79154, 1.79154, 1.79154, 1.79154, 1.79154, 1.79154, 1.79154, 1.79154, 1.79154, 1.79154, 1.79154, 1.79154, 1.79154, 1.79154, 1.79154, 1.79154, 1.79154, 1.79154
11.2662, 2, 1.77741, 1.77738, 2, 0.222594, 1.77738, 0, 1.77741, 1.77738, 1.77738, 1.77738, 1.77738, 1.77738, 1.77738, 1.77738, 1.77738, 1.77738, 1.77738, 1.77738, 1.77738, 1.77738, 1.77738, 1.77738, 1.77738, 1.77738, 1.77738
11.2741, 4, 1.76177, 1.76175, 2.44949, 2.23823, 1.76175, 0, 1.76177, 1.76175, 1.76175, 1.76175, 1.76175, 1.76175, 1.76175, 1.76175, 1.76175, 1.76175, 1.76175, 1.76175, 1.76175, 1.76175, 1.76175, 1.76175, 1.76175, 1.76175, 1.76175
11.282, 6, 1.7462, 1.74618, 2.82843, 4.2538, 1.74618, 0, 1.7462, 1.74618, 1.74618, 1.74618, 1.74618, 1.74618, 1.74618, 1.74618, 1.74618, 1.74618, 1.74618, 1.74618, 1.74618, 1.74618, 1.74618, 1.74618, 1.74618, 1.74618, 1.74618
11.2899, 2, 1.73903, 1.739, 2, 0.260974, 1.739, 0, 1.73902, 1.739, 1.739, 1.739, 1.739, 1.739, 1.739, 1.739, 1.739, 1.739, 1.739, 1.739, 1.739, 1.739, 1.739, 1.739, 1.739, 1.739, 1.739
11.2978, 6, 1.72818, 1.72816, 2.82843, 4.27182, 1.72816, 0, 1.72818, 1.72816, 1.72816, 1.72816, 1.72816, 1.72816, 1.72816, 1.72816, 1.72816, 1.72816, 1.72816, 1.72816, 1.72816, 1.72816, 1.72816, 1.72816, 1.72816, 1.72816, 1.72816
11.3057, 8, 1.71422, 1.71419, 3.16228, 6.28578, 1.71419, 0, 1.71422, 1.71419, 1.71419, 1.71419, 1.71419, 1.71419, 1.71419, 1.71419, 1.71419, 1.71419, 1.71419, 1.71419, 1.71419, 1.71419, 1.71419, 1.71419, 1.71419, 1.71419, 1.71419
11.3136, 12, 1.69875, 1.69872, 3.74166, 10.3013, 1.69872, 0, 1.69875, 1.69872, 1.69872, 1.69872, 1.69872, 1.69872, 1.69872, 1.69872, 1.69872, 1.69872, 1.69872, 1.69872, 1.69872, 1.69872, 1.69872, 1.69872, 1.69872, 1.69872, 1.69872
11.3215, 6, 1.68335, 1.68332, 2.82843, 4.31665, 1.68332, 0, 1.68335, 1.68332, 1.68332, 1.68332, 1.68332, 1.68332, 1.68332, 1.68332, 1.68332, 1.68332, 1.68332, 1.68332, 1.68332, 1.68332, 1.68332, 1.68332, 1.68332, 1.68332, 1.68332
11.3294, 8, 1.67437, 1.67434, 3.16228, 6.32563, 1.67434, 0, 1.67437, 1.67434, 1.67434, 1.67434, 1.67434, 1.67434, 1.67434, 1.67434, 1.67434, 1.67434, 1.67434, 1.67434, 1.67434, 1.67434, 1.67434, 1.67434, 1.67434, 1.67434, 1.67434
11.3373, 8, 1.66192, 1.66189, 3.16228, 6.33808, 1.66189, 0, 1.66192, 1.66189, 1.66189, 1.66189, 1.66189, 1.66189, 1.66189, 1.66189, 1.66189, 1.66189, 1.66189, 1.66189, 1.66189, 1.66189, 1.66189, 1.66189, 1.66189, 1.66189, 1.66189
11.3452, 4, 1.64654, 1.64651, 2.44949, 2.35346, 1.64651, 0, 1.64654, 1.64651, 1.64651, 1.64651, 1.64651, 1.64651, 1.64651, 1.64651, 1.64651, 1.64651, 1.64651, 1.64651, 1.64651, 1.64651, 1.64651, 1.64651, 1.64651, 1.64651, 1.64651
11.3531, 4, 1.62974, 1.62971, 2.44949, 2.37026, 1.62971, 0, 1.62974, 1.62971, 1.62971, 1.62971, 1.62971, 1.62971, 1.62971, 1.62971, 1.62971, 1.62971, 1.62971, 1.62971, 1.62971, 1.62971, 1.62971, 1.62971, 1.62971, 1.62971, 1.62971
11.361, 2, 1.61303, 1.613, 2, 0.386971, 1.613, 0, 1.61303, 1.613, 1.613, 1.613, 1.613, 1.613, 1.613, 1.613, 1.613, 1.613, 1.613, 1.613, 1.613, 1.613, 1.613, 1.613, 1.613, 1.613, 1.613
11.3688, 4, 1.60421, 1.60417, 2.44949, 2.39579, 1.60417, 0, 1.60421, 1.60417, 1.60417, 1.60417, 1.60417, 1.60417, 1.60417, 1.60417, 1.60417, 1.60417, 1.60417, 1.60417, 1.60417, 1.60417, 1.60417, 1.60417, 1.60417, 1.60417, 1.60417
11.3767, 8, 1.59203, 1.59199, 3.16228, 6.40797, 1.59199, 0, 1.59202, 1.59199, 1.59199, 1.59199, 1.59199, 1.59199, 1.59199, 1.59199, 1.59199, 1.59199, 1.59199, 1.59199, 1.59199, 1.59199, 1.59199, 1.59199, 1.59199, 1.59199, 1.59199
11.3846, 4, 1.57698, 1.57694, 2.44949, 2.42302, 1.57694, 0, 1.57698, 1.57694, 1.57694, 1.57694, 1.57694, 1.57694, 1.57694, 1.57694, 1.57694, 1.57694, 1.57694, 1.57694, 1.57694, 1.57694, 1.57694, 1.57694, 1.57694, 1.57694, 1.57694
11.3925, 8, 1.56055, 1.56051, 3.16228, 6.43945, 1.56051, 0, 1.56055, 1.56051, 1.56051, 1.56051, 1.56051, 1.56051, 1.56051, 1.56051, 1.56051, 1.56051, 1.56051, 1.56051, 1.56051, 1.56051, 1.56051, 1.56051, 1.56051, 1.56051, 1.56051
11.4004, 10, 1.54422, 1.54417, 3.4641, 8.45578, 1.54417, 0, 1.54421, 1.54417, 1.54417, 1.54417, 1.54417, 1.54417, 1.54417, 1.54417, 1.54417, 1.54417, 1.54417, 1.54417, 1.54417, 1.54417, 1.54417, 1.54417, 1.54417, 1.54417, 1.54417
11.4083, 4, 1.53377, 1.53372, 2.44949, 2.46623, 1.53372, 0, 1.53377, 1.53372, 1.53372, 1.53372, 1.53372, 1.53372, 1.53372, 1.53372, 1.53372, 1.53372, 1.53372, 1.53372, 1.53372, 1.53372, 1.53372, 1.53372, 1.53372, 1.53372, 1.53372
11.4162, 4, 1.52024, 1.52018, 2.44949, 2.47976, 1.52018, 0, 1.52023, 1.52018, 1.52018, 1.52018, 1.52018, 1.52018, 1.52018, 1.52018, 1.52018, 1.52018, 1.52018, 1.52018, 1.52018, 1.52018, 1.52018, 1.52018, 1.52018, 1.52018, 1.52018
11.4241, 4, 1.50409, 1.50404, 2.44949, 2.49591, 1.50404, 0, 1.50409, 1.50404, 1.50404, 1.50404, 1.50404, 1.50404, 1.50404, 1.50404, 1.50404, 1.50404, 1.50404, 1.50404, 1.50404, 1.50404, 1.50404, 1.50404, 1.50404, 1.50404, 1.50404
11.432, 2, 1.48671, 1.48665, 2, 0.513291, 1.48665, 0, 1.48671, 1.48665, 1.48665, 1.48665, 1.48665, 1.48665, 1.48665, 1.48665, 1.48665, 1.48665, 1.48665, 1.48665, 1.48665, 1.48665, 1.48665, 1.48665, 1.48665, 1.48665, 1.48665
11.4399, 4, 1.46943, 1.46936, 2.44949, 2.53057, 1.46936, 0, 1.46943, 1.46936, 1.46936, 1.46936, 1.46936, 1.46936, 1.46936, 1.46936, 1.46936, 1.46936, 1.46936, 1.46936, 1.46936, 1.46936, 1.46936, 1.46936, 1.46936, 1.46936, 1.46936
11.4478, 6, 1.45923, 1.45916, 2.82843, 4.54077, 1.45916, 0, 1.45923, 1.45916, 1.45916, 1.45916, 1.45916, 1.45916, 1.45916, 1.45916, 1.45916, 1.45916, 1.45916, 1.45916, 1.45916, 1.45916, 1.45916, 1.45916, 1.45916, 1.45916, 1.45916
11.4557, 2, 1.44604, 1.44596, 2, 0.553964, 1.44596, 0, 1.44603, 1.44596, 1.44596, 1.44596, 1.44596, 1.44596, 1.44596, 1.44596, 1.44596, 1.44596, 1.44596, 1.44596, 1.44596, 1.44596, 1.44596, 1.44596, 1.44596, 1.44596, 1.44596
11.4636, 4, 1.4303, 1.43021, 2.44949, 2.5697, 1.43021, 0, 1.4303, 1.43021, 1.43021, 1.43021, 1.43021, 1.43021, 1.43021, 1.43021, 1.43021, 1.43021, 1.43021, 1.43021, 1.43021, 1.43021, 1.43021, 1.43021, 1.43021, 1.43021, 1.43022
11.4715, 2, 1.41336, 1.41326, 2, 0.586639, 1.41326, 0, 1.41335, 1.41326, 1.41326, 1.41326, 1.41326, 1.41326, 1.41326, 1.41326, 1.41326, 1.41326, 1.41326, 1.41326, 1.41326, 1.41326, 1.41326, 1.41326, 1.41326, 1.41326, 1.41327
11.4794, 2, 1.39653, 1.39641, 2, 0.603475, 1.39641, 0, 1.39651, 1.39641, 1.39641, 1.39641, 1.39641, 1.39641, 1.39641, 1.39641, 1.39641, 1.39641, 1.39641, 1.39641, 1.39641, 1.39641, 1.39641, 1.39641, 1.39641, 1.39641, 1.39642
11.4873, 4, 1.38509, 1.38496, 2.44949, 2.61491, 1.38496, 0, 1.38508, 1.38496, 1.38496, 1.38496, 1.38496, 1.38496, 1.38496, 1.38496, 1.38496, 1.38496, 1.38496, 1.38496, 1.38496, 1.38496, 1.38496, 1.38496, 1.38496, 1.38496, 1.38497
11.4952, 4, 1.37091, 1.37075, 2.44949, 2.62909, 1.37075, 0, 1.37089, 1.37075, 1.37075, 1.37075, 1.37075, 1.37075, 1.37075, 1.37075, 1.37075, 1.37075, 1.37075, 1.37075, 1.37075, 1.37075, 1.37075, 1.37076, 1.37075, 1.37075, 1.37077
11.5031, 12, 1.35441, 1.35423, 3.74166, 10.6456, 1.35423, 0, 1.35439, 1.35423, 1.35423, 1.35423, 1.35423, 1.35423, 1.35423, 1.35423, 1.35423, 1.35423, 1.35423, 1.35423, 1.35423, 1.35423, 1.35423, 1.35423, 1.35423, 1.35423, 1.35426
11.511, 2, 1.33684, 1.33662, 2, 0.663158, 1.33662, 0, 1.33681, 1.33662, 1.33662, 1.33662, 1.33662, 1.33662, 1.33662, 1.33662, 1.33662, 1.33662, 1.33662, 1.33662, 1.33662, 1.33662, 1.33662, 1.33662, 1.33662, 1.33662, 1.33665
11.5189, 4, 1.3194, 1.31913, 2.44949, 2.6806, 1.31913, 0, 1.31935, 1.31913, 1.31913, 1.31913, 1.31913, 1.31913, 1.31913, 1.31913, 1.31913, 1.31913, 1.31913, 1.31913, 1.31913, 1.31913, 1.31913, 1.31913, 1.31913, 1.31913, 1.31917
11.5268, 0, 1.30833, 1.308, 1.41421, -1.30833, 1.308, 0, 1.30828, 1.308, 1.308, 1.308, 1.308, 1.308, 1.308, 1.308, 1.308, 1.308, 1.308, 1.308, 1.308, 1.308, 1.308, 1.308, 1.308, 1.308, 1.30805
11.5347, 6, 1.29462, 1.2942, 2.82843, 4.70538, 1.2942, 0, 1.29455, 1.2942, 1.2942, 1.2942, 1.2942, 1.2942, 1.2942, 1.2942, 1.2942, 1.2942, 1.2942, 1.2942, 1.2942, 1.2942, 1.2942, 1.2942, 1.2942, 1.2942, 1.29427
11.5426, 4, 1.27868, 1.27814, 2.44949, 2.72132, 1.27814, 0, 1.27859, 1.27814, 1.27814, 1.27814, 1.27814, 1.27814, 1.27814, 1.27814, 1.27814, 1.27814, 1.27814, 1.27814, 1.27814, 1.27814, 1.27814, 1.27815, 1.27814, 1.27814, 1.27823
11.5505, 8, 1.26172, 1.26104, 3.16228, 6.73828, 1.26104, 0, 1.2616, 1.26104, 1.26104, 1.26104, 1.26104, 1.26104, 1.26104, 1.26104, 1.26104, 1.26104, 1.26104, 1.26104, 1.26104, 1.26104, 1.26104, 1.26104, 1.26104, 1.26104, 1.26115
11.5583, 6, 1.24492, 1.24404, 2.82843, 4.75508, 1.24404, 0, 1.24478, 1.24404, 1.24404, 1.24404, 1.24404, 1.24404, 1.24404, 1.24404, 1.24404, 1.24404, 1.24404, 1.24404, 1.24404, 1.24404, 1.24404, 1.24404, 1.24404, 1.24404, 1.24419
11.5662, 4, 1.2332, 1.23206, 2.44949, 2.7668, 1.23206, 0, 1.23302, 1.23206, 1.23206, 1.23206, 1.23206, 1.23206, 1.23206, 1.23206, 1.23206, 1.23206, 1.23206, 1.23206, 1.23206, 1.23206, 1.23206, 1.23206, 1.23206, 1.23206, 1.23224
11.5741, 8, 1.2191, 1.21762, 3.16228, 6.7809, 1.21762, 0, 1.21887, 1.21762, 1.21762, 1.21762, 1.21762, 1.21762, 1.21762, 1.21762, 1.21762, 1.21762, 1.21762, 1.21762, 1.21762, 1.21762, 1.21762, 1.21762, 1.21762, 1.21762, 1.21785
11.582, 8, 1.20304, 1.20112, 3.16228, 6.79696, 1.20112, 0, 1.20276, 1.20112, 1.20112, 1.20112, 1.20112, 1.20112, 1.20112, 1.20112, 1.20112, 1.20112, 1.20112, 1.20112, 1.20112, 1.20112, 1.20112, 1.20112, 1.20112, 1.20112, 1.2014
11.5899, 4, 1.18616, 1.18367, 2.44949, 2.81384, 1.18367, 0, 1.18582, 1.18367, 1.18367, 1.18367, 1.18367, 1.18367, 1.18367, 1.18367, 1.18367, 1.18367, 1.18367, 1.18367, 1.18367, 1.18367, 1.18367, 1.18367, 1.18367, 1.18367, 1.18401
11.5978, 4, 1.16957, 1.16634, 2.44949, 2.83043, 1.16634, 0, 1.16915, 1.16634, 1.16634, 1.16634, 1.16634, 1.16634, 1.16634, 1.16634, 1.16634, 1.16634, 1.16634, 1.16634, 1.16634, 1.16634, 1.16634, 1.16634, 1.16634, 1.16634, 1.16675
11.6057, 0, 1.15891, 1.15474, 1.41421, -1.15891, 1.15474, 0, 1.15841, 1.15474, 1.15474, 1.15474, 1.15474, 1.15474, 1.15474, 1.15474, 1.15474, 1.15474, 1.15474, 1.15474, 1.15474, 1.15474, 1.15474, 1.15474, 1.15474, 1.15474, 1.15524
