   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_335.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0306775, 670, 0, 0, 25.923, 670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0227958, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0149142, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00703253, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000849117, 0, 1.76294e-25, 0, 1.41421, -1.76294e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04213e-27, 0, 0, 0, 2.12905e-29, 0, 1.7523e-25, 0, 0, 0
0.00873076, 0, 6.03994e-25, 0, 1.41421, -6.03994e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.57037e-27, 0, 0, 0, 7.78249e-29, 0, 6.00346e-25, 0, 0, 0
0.0166124, 0, 1.95843e-24, 0, 1.41421, -1.95843e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15767e-26, 0, 0, 0, 2.65737e-28, 0, 1.94659e-24, 0, 0, 0
0.024494, 0, 6.06823e-24, 0, 1.41421, -6.06823e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.58705e-26, 0, 0, 0, 8.59647e-28, 0, 6.0315e-24, 0, 0, 0
0.0323757, 0, 1.809e-23, 0, 1.41421, -1.809e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06933e-25, 0, 0, 0, 2.65944e-27, 0, 1.79805e-23, 0, 0, 0
0.0402573, 0, 5.21436e-23, 0, 1.41421, -5.21436e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08227e-25, 0, 0, 0, 7.91995e-27, 0, 5.18274e-23, 0, 0, 0
0.048139, 0, 1.45877e-22, 0, 1.41421, -1.45877e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.62294e-25, 0, 0, 0, 2.28154e-26, 0, 1.44992e-22, 0, 0, 0
0.0560206, 0, 3.97266e-22, 0, 1.41421, -3.97266e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34827e-24, 0, 0, 0, 6.38141e-26, 0, 3.94854e-22, 0, 0, 0
0.0639023, 0, 1.05563e-21, 0, 1.41421, -1.05563e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.2399e-24, 0, 0, 0, 1.73801e-25, 0, 1.04922e-21, 0, 0, 0
0.0717839, 0, 2.74234e-21, 0, 1.41421, -2.74234e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62101e-23, 0, 0, 0, 4.62009e-25, 0, 2.72567e-21, 0, 0, 0
0.0796656, 0, 6.9878e-21, 0, 1.41421, -6.9878e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.13049e-23, 0, 0, 0, 1.20416e-24, 0, 6.94529e-21, 0, 0, 0
0.0875472, 0, 1.74527e-20, 0, 1.41421, -1.74527e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03163e-22, 0, 0, 0, 3.07232e-24, 0, 1.73465e-20, 0, 0, 0
0.0954288, 0, 4.27799e-20, 0, 1.41421, -4.27799e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5287e-22, 0, 0, 0, 7.68519e-24, 0, 4.25193e-20, 0, 0, 0
0.103311, 0, 1.07971e-19, 0, 1.41421, -1.07971e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.38209e-22, 0, 0, 0, 1.99358e-23, 0, 1.07313e-19, 0, 0, 0
0.111192, 0, 2.54304e-19, 0, 1.41421, -2.54304e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50317e-21, 0, 0, 0, 4.78099e-23, 0, 2.52753e-19, 0, 0, 0
0.119074, 0, 5.8984e-19, 0, 1.41421, -5.8984e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.48648e-21, 0, 0, 0, 1.12861e-22, 0, 5.86241e-19, 0, 0, 0
0.126955, 0, 1.34806e-18, 0, 1.41421, -1.34806e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.9682e-21, 0, 0, 0, 2.62428e-22, 0, 1.33983e-18, 0, 0, 0
0.134837, 0, 3.03743e-18, 0, 1.41421, -3.03743e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79538e-20, 0, 0, 0, 6.01428e-22, 0, 3.01888e-18, 0, 0, 0
0.142719, 0, 6.75044e-18, 0, 1.41421, -6.75044e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.99007e-20, 0, 0, 0, 1.35925e-21, 0, 6.70918e-18, 0, 0, 0
0.1506, 0, 1.48037e-17, 0, 1.41421, -1.48037e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.75018e-20, 0, 0, 0, 3.03093e-21, 0, 1.47131e-17, 0, 0, 0
0.158482, 0, 3.20469e-17, 0, 1.41421, -3.20469e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89422e-19, 0, 0, 0, 6.67122e-21, 0, 3.18508e-17, 0, 0, 0
0.166364, 0, 6.85065e-17, 0, 1.41421, -6.85065e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04927e-19, 0, 0, 0, 1.45e-20, 0, 6.80871e-17, 0, 0, 0
0.174245, 0, 1.4466e-16, 0, 1.41421, -1.4466e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.55047e-19, 0, 0, 0, 3.11334e-20, 0, 1.43773e-16, 0, 0, 0
0.182127, 0, 3.01826e-16, 0, 1.41421, -3.01826e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78401e-18, 0, 0, 0, 6.60594e-20, 0, 2.99976e-16, 0, 0, 0
0.190009, 0, 6.22412e-16, 0, 1.41421, -6.22412e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.67889e-18, 0, 0, 0, 1.38559e-19, 0, 6.18594e-16, 0, 0, 0
0.19789, 0, 1.26887e-15, 0, 1.41421, -1.26887e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.49985e-18, 0, 0, 0, 2.87379e-19, 0, 1.26108e-15, 0, 0, 0
0.205772, 0, 2.55783e-15, 0, 1.41421, -2.55783e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51184e-17, 0, 0, 0, 5.89556e-19, 0, 2.54213e-15, 0, 0, 0
0.213654, 0, 5.09958e-15, 0, 1.41421, -5.09958e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.01416e-17, 0, 0, 0, 1.19662e-18, 0, 5.06824e-15, 0, 0, 0
0.221535, 0, 1.00574e-14, 0, 1.41421, -1.00574e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.94449e-17, 0, 0, 0, 2.40356e-18, 0, 9.99557e-15, 0, 0, 0
0.229417, 0, 1.96248e-14, 0, 1.41421, -1.96248e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15992e-16, 0, 0, 0, 4.77885e-18, 0, 1.9504e-14, 0, 0, 0
0.237298, 0, 3.7893e-14, 0, 1.41421, -3.7893e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23965e-16, 0, 0, 0, 9.4072e-18, 0, 3.76597e-14, 0, 0, 0
0.24518, 0, 7.24123e-14, 0, 1.41421, -7.24123e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.27985e-16, 0, 0, 0, 1.8338e-17, 0, 7.1966e-14, 0, 0, 0
0.253062, 0, 1.36969e-13, 0, 1.41421, -1.36969e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.09535e-16, 0, 0, 0, 3.54068e-17, 0, 1.36124e-13, 0, 0, 0
0.260943, 0, 2.56475e-13, 0, 1.41421, -2.56475e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51584e-15, 0, 0, 0, 6.77241e-17, 0, 2.54891e-13, 0, 0, 0
0.268825, 0, 4.7547e-13, 0, 1.41421, -4.7547e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81014e-15, 0, 0, 0, 1.28351e-16, 0, 4.72531e-13, 0, 0, 0
0.276707, 0, 8.72781e-13, 0, 1.41421, -8.72781e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.15832e-15, 0, 0, 0, 2.41062e-16, 0, 8.67381e-13, 0, 0, 0
