   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_0.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
2.97969, 46, 54.5745, 12.8228, 6.9282, -8.57455, 0, 12.8228, 12.8228, 13.0211, 12.8275, 12.8487, 14.4474, 12.8228, 12.8228, 12.8228, 12.8228, 12.8228, 12.8228, 12.8228, 12.8228, 51.4976, 12.8228, 12.8228, 14.0462
2.98762, 34, 52.647, 12.6721, 6, -18.647, 0, 12.6721, 12.6721, 12.8704, 12.6768, 12.699, 13.8893, 12.6721, 12.6721, 12.6721, 12.6721, 12.6721, 12.6721, 12.6721, 12.6721, 50.2592, 12.6721, 12.6721, 13.6127
2.99556, 50, 50.6057, 12.5104, 7.2111, -0.605724, 0, 12.5105, 12.5105, 12.7087, 12.5152, 12.5384, 13.4101, 12.5104, 12.5104, 12.5104, 12.5104, 12.5104, 12.5104, 12.5104, 12.5104, 48.7617, 12.5104, 12.5104, 13.2238
3.0035, 42, 48.46, 12.3408, 6.63325, -6.46001, 0, 12.3408, 12.3408, 12.539, 12.3455, 12.3697, 12.9968, 12.3408, 12.3408, 12.3408, 12.3408, 12.3408, 12.3408, 12.3408, 12.3408, 47.0382, 12.3408, 12.3408, 12.8746
3.01143, 36, 46.2253, 12.1663, 6.16441, -10.2253, 0, 12.1663, 12.1663, 12.3645, 12.171, 12.1963, 12.6382, 12.1663, 12.1663, 12.1663, 12.1663, 12.1663, 12.1663, 12.1663, 12.1663, 45.1262, 12.1663, 12.1663, 12.5603
3.01937, 40, 43.9225, 11.9901, 6.48074, -3.92249, 0, 11.9901, 11.9901, 12.1883, 11.9948, 12.0212, 12.325, 11.9901, 11.9901, 11.9901, 11.9901, 11.9901, 11.9901, 11.9901, 11.9901, 43.0664, 11.9901, 11.9901, 12.2771
3.02731, 30, 41.5774, 11.8153, 5.65685, -11.5774, 0, 11.8153, 11.8153, 12.0136, 11.82, 11.8475, 12.0499, 11.8153, 11.8153, 11.8153, 11.8153, 11.8153, 11.8153, 11.8153, 11.8153, 40.9013, 11.8153, 11.8153, 12.0216
3.03524, 20, 39.2188, 11.6448, 4.69042, -19.2188, 0, 11.6448, 11.6448, 11.8431, 11.6495, 11.6781, 11.8069, 11.6448, 11.6448, 11.6448, 11.6448, 11.6448, 11.6448, 11.6448, 11.6448, 38.6741, 11.6448, 11.6448, 11.7911
3.04318, 22, 36.8773, 11.481, 4.89898, -14.8773, 0, 11.481, 11.481, 11.6792, 11.4857, 11.5154, 11.5914, 11.481, 11.481, 11.481, 11.481, 11.481, 11.481, 11.481, 11.481, 36.4269, 11.481, 11.481, 11.5833
3.05112, 14, 34.5839, 11.3258, 4, -20.5839, 0, 11.3258, 11.3258, 11.524, 11.3305, 11.3614, 11.4001, 11.3258, 11.3258, 11.3258, 11.3258, 11.3258, 11.3258, 11.3258, 11.3258, 34.2003, 11.3258, 11.3258, 11.3965
3.05905, 32, 32.3681, 11.1808, 5.83095, -0.368114, 0, 11.1808, 11.1808, 11.379, 11.1855, 11.2176, 11.2301, 11.1808, 11.1808, 11.1808, 11.1808, 11.1808, 11.1808, 11.1808, 11.1808, 32.0308, 11.1808, 11.1808, 11.2289
3.06699, 22, 30.2565, 11.0469, 4.89898, -8.25645, 0, 11.0469, 11.0469, 11.2452, 11.0516, 11.0849, 11.0792, 11.0469, 11.0469, 11.0469, 11.0469, 11.0469, 11.0469, 11.0469, 11.0469, 29.9507, 11.0469, 11.0469, 11.0793
3.07493, 20, 28.2715, 10.9247, 4.69042, -8.27147, 0, 10.9247, 10.9247, 11.123, 10.9294, 10.9639, 10.9456, 10.9247, 10.9247, 10.9247, 10.9247, 10.9247, 10.9247, 10.9247, 10.9247, 27.9868, 10.9247, 10.9247, 10.9462
3.08286, 10, 26.4309, 10.8142, 3.4641, -16.4309, 0, 10.8142, 10.8142, 11.0125, 10.8189, 10.8547, 10.8276, 10.8142, 10.8142, 10.8142, 10.8142, 10.8142, 10.8142, 10.8142, 10.8142, 26.1599, 10.8142, 10.8142, 10.8283
3.0908, 16, 24.7467, 10.7152, 4.24264, -8.74666, 0, 10.7152, 10.7152, 10.9135, 10.72, 10.7569, 10.7236, 10.7152, 10.7152, 10.7152, 10.7152, 10.7152, 10.7152, 10.7152, 10.7152, 24.4844, 10.7152, 10.7152, 10.7243
3.09874, 14, 23.2253, 10.6272, 4, -9.2253, 0, 10.6273, 10.6273, 10.8255, 10.632, 10.6702, 10.6325, 10.6272, 10.6272, 10.6272, 10.6272, 10.6272, 10.6272, 10.6272, 10.6272, 22.9683, 10.6272, 10.6272, 10.633
3.10668, 12, 21.8679, 10.5496, 3.74166, -9.8679, 0, 10.5496, 10.5496, 10.7479, 10.5543, 10.5939, 10.5528, 10.5496, 10.5496, 10.5496, 10.5496, 10.5496, 10.5496, 10.5496, 10.5496, 21.6137, 10.5496, 10.5496, 10.5533
3.11461, 14, 20.6706, 10.4817, 4, -6.67056, 0, 10.4817, 10.4817, 10.68, 10.4864, 10.5273, 10.4837, 10.4817, 10.4817, 10.4817, 10.4817, 10.4817, 10.4817, 10.4817, 10.4817, 20.4178, 10.4817, 10.4817, 10.484
3.12255, 6, 19.6253, 10.4229, 2.82843, -13.6253, 0, 10.4229, 10.4229, 10.6211, 10.4276, 10.4697, 10.424, 10.4229, 10.4229, 10.4229, 10.4229, 10.4229, 10.4229, 10.4229, 10.4229, 19.3729, 10.4229, 10.4229, 10.4243
3.13049, 4, 18.721, 10.3725, 2.44949, -14.721, 0, 10.3725, 10.3725, 10.5708, 10.3773, 10.4207, 10.3732, 10.3725, 10.3725, 10.3725, 10.3725, 10.3725, 10.3725, 10.3725, 10.3725, 18.4682, 10.3725, 10.3725, 10.3734
3.13842, 10, 17.9442, 10.3303, 3.4641, -7.94419, 0, 10.3303, 10.3303, 10.5285, 10.335, 10.3798, 10.3307, 10.3303, 10.3303, 10.3303, 10.3303, 10.3303, 10.3303, 10.3303, 10.3303, 17.6907, 10.3303, 10.3303, 10.3308
3.14636, 10, 17.2804, 10.2958, 3.4641, -7.28036, 0, 10.2958, 10.2958, 10.4941, 10.3006, 10.3467, 10.2961, 10.2958, 10.2958, 10.2958, 10.2958, 10.2958, 10.2958, 10.2958, 10.2958, 17.0259, 10.2958, 10.2958, 10.2961
3.1543, 4, 16.7145, 10.269, 2.44949, -12.7145, 0, 10.269, 10.269, 10.4673, 10.2738, 10.3213, 10.2692, 10.269, 10.269, 10.269, 10.269, 10.269, 10.269, 10.269, 10.269, 16.4589, 10.269, 10.269, 10.2692
3.16223, 12, 16.2321, 10.2498, 3.74166, -4.23206, 0, 10.2499, 10.2499, 10.4481, 10.2546, 10.3035, 10.2499, 10.2498, 10.2498, 10.2498, 10.2498, 10.2498, 10.2498, 10.2498, 10.2498, 15.9752, 10.2498, 10.2498, 10.2499
3.17017, 8, 15.8195, 10.2383, 3.16228, -7.81946, 0, 10.2383, 10.2383, 10.4366, 10.243, 10.2934, 10.2383, 10.2383, 10.2383, 10.2383, 10.2383, 10.2383, 10.2383, 10.2383, 10.2383, 15.5612, 10.2383, 10.2383, 10.2384
3.17811, 14, 15.4645, 10.2345, 4, -1.4645, 0, 10.2345, 10.2345, 10.4328, 10.2392, 10.291, 10.2345, 10.2345, 10.2345, 10.2345, 10.2345, 10.2345, 10.2345, 10.2345, 10.2345, 15.2049, 10.2345, 10.2345, 10.2345
3.18604, 12, 15.1566, 10.2385, 3.74166, -3.15662, 0, 10.2385, 10.2385, 10.4367, 10.2432, 10.2964, 10.2385, 10.2385, 10.2385, 10.2385, 10.2385, 10.2385, 10.2385, 10.2385, 10.2385, 14.8956, 10.2385, 10.2385, 10.2385
3.19398, 8, 14.887, 10.2503, 3.16228, -6.88703, 0, 10.2503, 10.2503, 10.4485, 10.255, 10.3097, 10.2503, 10.2503, 10.2503, 10.2503, 10.2503, 10.2503, 10.2503, 10.2503, 10.2503, 14.6245, 10.2503, 10.2503, 10.2503
3.20192, 6, 14.6486, 10.2698, 2.82843, -8.64859, 0, 10.2698, 10.2698, 10.4681, 10.2745, 10.3307, 10.2698, 10.2698, 10.2698, 10.2698, 10.2698, 10.2698, 10.2698, 10.2698, 10.2698, 14.3846, 10.2698, 10.2698, 10.2698
3.20985, 10, 14.4357, 10.2969, 3.4641, -4.43575, 0, 10.297, 10.297, 10.4952, 10.3017, 10.3594, 10.2969, 10.2969, 10.2969, 10.2969, 10.2969, 10.2969, 10.2969, 10.2969, 10.2969, 14.1703, 10.2969, 10.2969, 10.2969
3.21779, 6, 14.2443, 10.3314, 2.82843, -8.24434, 0, 10.3314, 10.3314, 10.5297, 10.3361, 10.3954, 10.3314, 10.3314, 10.3314, 10.3314, 10.3314, 10.3314, 10.3314, 10.3314, 10.3314, 13.9773, 10.3314, 10.3314, 10.3314
3.22573, 8, 14.0714, 10.3728, 3.16228, -6.07137, 0, 10.3728, 10.3728, 10.5711, 10.3776, 10.4383, 10.3728, 10.3728, 10.3728, 10.3728, 10.3728, 10.3728, 10.3728, 10.3728, 10.3728, 13.8028, 10.3728, 10.3728, 10.3728
3.23366, 12, 13.9148, 10.4207, 3.74166, -1.91475, 0, 10.4207, 10.4207, 10.6189, 10.4254, 10.4877, 10.4207, 10.4207, 10.4207, 10.4207, 10.4207, 10.4207, 10.4207, 10.4207, 10.4207, 13.6447, 10.4207, 10.4207, 10.4207
3.2416, 6, 13.7731, 10.4744, 2.82843, -7.77312, 0, 10.4744, 10.4744, 10.6727, 10.4791, 10.543, 10.4744, 10.4744, 10.4744, 10.4744, 10.4744, 10.4744, 10.4744, 10.4744, 10.4744, 13.5014, 10.4744, 10.4744, 10.4744
3.24954, 8, 13.6456, 10.5333, 3.16228, -5.64557, 0, 10.5333, 10.5333, 10.7316, 10.538, 10.6035, 10.5333, 10.5333, 10.5333, 10.5333, 10.5333, 10.5333, 10.5333, 10.5333, 10.5333, 13.3723, 10.5333, 10.5333, 10.5333
3.25747, 12, 13.5315, 10.5966, 3.74166, -1.53154, 0, 10.5967, 10.5967, 10.7949, 10.6014, 10.6684, 10.5966, 10.5966, 10.5966, 10.5966, 10.5966, 10.5966, 10.5966, 10.5966, 10.5966, 13.2566, 10.5966, 10.5967, 10.5966
3.26541, 10, 13.4306, 10.6636, 3.4641, -3.43061, 0, 10.6637, 10.6637, 10.8619, 10.6684, 10.737, 10.6636, 10.6636, 10.6636, 10.6636, 10.6636, 10.6636, 10.6636, 10.6636, 10.6636, 13.1541, 10.6636, 10.6638, 10.6636
3.27335, 8, 13.3424, 10.7335, 3.16228, -5.34236, 0, 10.7335, 10.7335, 10.9318, 10.7382, 10.8085, 10.7335, 10.7335, 10.7335, 10.7335, 10.7335, 10.7335, 10.7335, 10.7335, 10.7335, 13.0641, 10.7335, 10.7337, 10.7335
3.28129, 16, 13.2664, 10.8054, 4.24264, 2.73362, 0, 10.8055, 10.8055, 11.0037, 10.8102, 10.8821, 10.8054, 10.8054, 10.8054, 10.8054, 10.8054, 10.8054, 10.8054, 10.8054, 10.8054, 12.9864, 10.8054, 10.8057, 10.8054
3.28922, 4, 13.2021, 10.8787, 2.44949, -9.20213, 0, 10.8787, 10.8787, 11.0769, 10.8834, 10.957, 10.8787, 10.8787, 10.8787, 10.8787, 10.8787, 10.8787, 10.8787, 10.8787, 10.8787, 12.9204, 10.8787, 10.879, 10.8787
3.29716, 10, 13.149, 10.9524, 3.4641, -3.14895, 0, 10.9524, 10.9524, 11.1507, 10.9571, 11.0324, 10.9524, 10.9524, 10.9524, 10.9524, 10.9524, 10.9524, 10.9524, 10.9524, 10.9524, 12.8655, 10.9524, 10.9528, 10.9524
3.3051, 12, 13.106, 11.0259, 3.74166, -1.10604, 0, 11.026, 11.026, 11.2242, 11.0307, 11.1076, 11.0259, 11.0259, 11.0259, 11.0259, 11.0259, 11.0259, 11.0259, 11.0259, 11.0259, 12.8207, 11.0259, 11.0265, 11.0259
3.31303, 6, 13.0725, 11.0986, 2.82843, -7.07247, 0, 11.0987, 11.0987, 11.2969, 11.1034, 11.1821, 11.0986, 11.0986, 11.0986, 11.0986, 11.0986, 11.0986, 11.0986, 11.0986, 11.0986, 12.7852, 11.0986, 11.0994, 11.0986
3.32097, 12, 13.0472, 11.1699, 3.74166, -1.04722, 0, 11.1699, 11.1699, 11.3682, 11.1746, 11.2551, 11.1699, 11.1699, 11.1699, 11.1699, 11.1699, 11.1699, 11.1699, 11.1699, 11.1699, 12.7579, 11.1699, 11.171, 11.1699
3.32891, 8, 13.0292, 11.2393, 3.16228, -5.02919, 0, 11.2393, 11.2393, 11.4375, 11.244, 11.3262, 11.2393, 11.2393, 11.2393, 11.2393, 11.2393, 11.2393, 11.2393, 11.2393, 11.2393, 12.7378, 11.2393, 11.2407, 11.2393
3.33684, 4, 13.0173, 11.3063, 2.44949, -9.01729, 0, 11.3063, 11.3063, 11.5046, 11.311, 11.395, 11.3063, 11.3063, 11.3063, 11.3063, 11.3063, 11.3063, 11.3063, 11.3063, 11.3063, 12.7237, 11.3063, 11.3081, 11.3063
3.34478, 4, 13.0104, 11.3707, 2.44949, -9.01043, 0, 11.3707, 11.3707, 11.569, 11.3754, 11.4612, 11.3707, 11.3707, 11.3707, 11.3707, 11.3707, 11.3707, 11.3707, 11.3707, 11.3707, 12.7145, 11.3707, 11.373, 11.3707
3.35272, 8, 13.0076, 11.4323, 3.16228, -5.0076, 0, 11.4324, 11.4324, 11.6306, 11.4371, 11.5248, 11.4323, 11.4323, 11.4323, 11.4323, 11.4323, 11.4323, 11.4323, 11.4323, 11.4323, 12.7091, 11.4323, 11.4353, 11.4323
3.36065, 12, 13.0079, 11.4911, 3.74166, -1.00792, 0, 11.4911, 11.4911, 11.6894, 11.4958, 11.5856, 11.4911, 11.4911, 11.4911, 11.4911, 11.4911, 11.4911, 11.4911, 11.4911, 11.4911, 12.7067, 11.4911, 11.4947, 11.4911
3.36859, 4, 13.0106, 11.5471, 2.44949, -9.01065, 0, 11.5471, 11.5471, 11.7454, 11.5518, 11.6439, 11.5471, 11.5471, 11.5471, 11.5471, 11.5471, 11.5471, 11.5471, 11.5471, 11.5471, 12.7064, 11.5471, 11.5515, 11.5471
3.37653, 10, 13.0153, 11.6005, 3.4641, -3.01528, 0, 11.6005, 11.6005, 11.7988, 11.6052, 11.6999, 11.6005, 11.6005, 11.6005, 11.6005, 11.6005, 11.6005, 11.6005, 11.6005, 11.6005, 12.7075, 11.6005, 11.6059, 11.6005
3.38446, 6, 13.0215, 11.6516, 2.82843, -7.02154, 0, 11.6516, 11.6516, 11.8499, 11.6563, 11.7542, 11.6516, 11.6516, 11.6516, 11.6516, 11.6516, 11.6516, 11.6516, 11.6516, 11.6516, 12.7095, 11.6516, 11.658, 11.6516
3.3924, 14, 13.0294, 11.7008, 4, 0.970551, 0, 11.7008, 11.7008, 11.8991, 11.7055, 11.8075, 11.7008, 11.7008, 11.7008, 11.7008, 11.7008, 11.7008, 11.7008, 11.7008, 11.7008, 12.7123, 11.7008, 11.7083, 11.7008
3.40034, 6, 13.0394, 11.7486, 2.82843, -7.03938, 0, 11.7487, 11.7487, 11.9469, 11.7534, 11.8607, 11.7486, 11.7486, 11.7486, 11.7486, 11.7486, 11.7486, 11.7486, 11.7486, 11.7486, 12.7156, 11.7486, 11.7573, 11.7486
3.40827, 6, 13.0521, 11.7956, 2.82843, -7.05213, 0, 11.7956, 11.7956, 11.9939, 11.8003, 11.9153, 11.7956, 11.7956, 11.7956, 11.7956, 11.7956, 11.7956, 11.7956, 11.7956, 11.7956, 12.7195, 11.7956, 11.8055, 11.7956
3.41621, 4, 13.069, 11.8423, 2.44949, -9.06899, 0, 11.8424, 11.8424, 12.0406, 11.8471, 11.973, 11.8423, 11.8423, 11.8423, 11.8423, 11.8423, 11.8423, 11.8423, 11.8423, 11.8423, 12.7241, 11.8423, 11.8534, 11.8423
3.42415, 6, 13.092, 11.8894, 2.82843, -7.09196, 0, 11.8894, 11.8894, 12.0877, 11.8942, 12.0361, 11.8894, 11.8894, 11.8894, 11.8894, 11.8894, 11.8894, 11.8894, 11.8894, 11.8894, 12.7299, 11.8894, 11.9017, 11.8894
3.43209, 8, 13.1238, 11.9375, 3.16228, -5.1238, 0, 11.9375, 11.9375, 12.1357, 11.9422, 12.1077, 11.9375, 11.9375, 11.9375, 11.9375, 11.9375, 11.9375, 11.9375, 11.9375, 11.9375, 12.737, 11.9375, 11.951, 11.9375
3.44002, 2, 13.1684, 11.9871, 2, -11.1684, 0, 11.9871, 11.9871, 12.1853, 11.9918, 12.1919, 11.9871, 11.9871, 11.9871, 11.9871, 11.9871, 11.9871, 11.9871, 11.9871, 11.9871, 12.746, 11.9871, 12.0016, 11.9871
3.44796, 6, 13.231, 12.0387, 2.82843, -7.23104, 0, 12.0387, 12.0387, 12.2369, 12.0434, 12.2939, 12.0387, 12.0387, 12.0387, 12.0387, 12.0387, 12.0387, 12.0387, 12.0387, 12.0387, 12.7572, 12.0387, 12.0542, 12.0387
3.4559, 4, 13.3187, 12.0928, 2.44949, -9.31871, 0, 12.0928, 12.0928, 12.291, 12.0975, 12.4209, 12.0928, 12.0928, 12.0928, 12.0928, 12.0928, 12.0928, 12.0928, 12.0928, 12.0928, 12.7712, 12.0928, 12.1091, 12.0928
3.46383, 6, 13.4406, 12.1497, 2.82843, -7.44065, 0, 12.1497, 12.1497, 12.3479, 12.1544, 12.5821, 12.1497, 12.1497, 12.1497, 12.1497, 12.1497, 12.1497, 12.1497, 12.1497, 12.1497, 12.7882, 12.1497, 12.1666, 12.1497
3.47177, 8, 13.6088, 12.2096, 3.16228, -5.60881, 0, 12.2097, 12.2097, 12.4079, 12.2144, 12.7893, 12.2096, 12.2096, 12.2096, 12.2096, 12.2096, 12.2096, 12.2096, 12.2096, 12.2096, 12.8088, 12.2096, 12.227, 12.2096
3.47971, 10, 13.8384, 12.2728, 3.4641, -3.83839, 0, 12.2729, 12.2729, 12.4711, 12.2776, 13.0576, 12.2728, 12.2728, 12.2728, 12.2728, 12.2728, 12.2728, 12.2728, 12.2728, 12.2728, 12.833, 12.2728, 12.2903, 12.2728
3.48764, 20, 14.1484, 12.3393, 4.69042, 5.85163, 0, 12.3393, 12.3393, 12.5376, 12.3441, 13.406, 12.3393, 12.3393, 12.3393, 12.3393, 12.3393, 12.3393, 12.3393, 12.3393, 12.3393, 12.8612, 12.3393, 12.3568, 12.3393
3.49558, 8, 14.5619, 12.4091, 3.16228, -6.56193, 0, 12.4091, 12.4091, 12.6073, 12.4138, 13.8573, 12.4091, 12.4091, 12.4091, 12.4091, 12.4091, 12.4091, 12.4091, 12.4091, 12.4091, 12.8935, 12.4091, 12.4262, 12.4091
3.50352, 10, 15.1068, 12.482, 3.4641, -5.10681, 0, 12.482, 12.482, 12.6803, 12.4867, 14.4392, 12.482, 12.482, 12.482, 12.482, 12.482, 12.482, 12.482, 12.482, 12.482, 12.9299, 12.482, 12.4986, 12.482
3.51145, 16, 15.8153, 12.5579, 4.24264, 0.184699, 0, 12.5579, 12.5579, 12.7562, 12.5626, 15.1838, 12.5579, 12.5579, 12.5579, 12.5579, 12.5579, 12.5579, 12.5579, 12.5579, 12.5579, 12.9705, 12.5579, 12.5738, 12.5579
3.51939, 12, 16.724, 12.6366, 3.74166, -4.72402, 0, 12.6367, 12.6367, 12.8349, 12.6414, 16.1275, 12.6366, 12.6366, 12.6366, 12.6366, 12.6366, 12.6366, 12.6366, 12.6366, 12.6366, 13.0151, 12.6366, 12.6517, 12.6366
3.52733, 18, 17.8732, 12.7179, 4.47214, 0.126789, 0, 12.7179, 12.7179, 12.9162, 12.7227, 17.3103, 12.7179, 12.7179, 12.7179, 12.7179, 12.7179, 12.7179, 12.7179, 12.7179, 12.7179, 13.0637, 12.7179, 12.7319, 12.7179
3.53526, 36, 19.3053, 12.8015, 6.16441, 16.6947, 0, 12.8015, 12.8015, 12.9998, 12.8063, 18.7747, 12.8015, 12.8015, 12.8015, 12.8015, 12.8015, 12.8015, 12.8015, 12.8015, 12.8015, 13.1162, 12.8015, 12.8144, 12.8015
3.5432, 20, 21.0635, 12.8872, 4.69042, -1.06348, 0, 12.8872, 12.8872, 13.0854, 12.8919, 20.5635, 12.8872, 12.8872, 12.8872, 12.8872, 12.8872, 12.8872, 12.8872, 12.8872, 12.8872, 13.1724, 12.8872, 12.8989, 12.8872
3.55114, 20, 23.1887, 12.9746, 4.69042, -3.18867, 0, 12.9746, 12.9746, 13.1729, 12.9794, 22.7177, 12.9746, 12.9746, 12.9746, 12.9746, 12.9746, 12.9746, 12.9746, 12.9746, 12.9746, 13.232, 12.9746, 12.9851, 12.9746
3.55907, 34, 25.7171, 13.0636, 6, 8.28293, 0, 13.0636, 13.0636, 13.2619, 13.0684, 25.2734, 13.0636, 13.0636, 13.0636, 13.0636, 13.0636, 13.0636, 13.0636, 13.0636, 13.0636, 13.2949, 13.0636, 13.0729, 13.0636
3.56701, 24, 28.6761, 13.154, 5.09902, -4.67614, 0, 13.154, 13.154, 13.3522, 13.1587, 28.2579, 13.154, 13.154, 13.154, 13.154, 13.154, 13.154, 13.154, 13.154, 13.154, 13.361, 13.154, 13.1621, 13.154
3.57495, 34, 32.0813, 13.2454, 6, 1.91866, 0, 13.2454, 13.2455, 13.4437, 13.2502, 31.6868, 13.2454, 13.2454, 13.2454, 13.2454, 13.2454, 13.2454, 13.2454, 13.2454, 13.2454, 13.4299, 13.2454, 13.2524, 13.2454
3.58289, 52, 35.9323, 13.3379, 7.34847, 16.0677, 0, 13.3379, 13.3379, 13.5361, 13.3426, 35.5595, 13.3379, 13.3379, 13.3379, 13.3379, 13.3379, 13.3379, 13.3379, 13.3379, 13.3379, 13.5016, 13.3379, 13.3438, 13.3379
3.59082, 52, 40.2086, 13.4311, 7.34847, 11.7914, 0, 13.4311, 13.4311, 13.6294, 13.4358, 39.8559, 13.4311, 13.4311, 13.4311, 13.4311, 13.4311, 13.4311, 13.4311, 13.4311, 13.4311, 13.5758, 13.4311, 13.4361, 13.4311
3.59876, 64, 44.869, 13.525, 8.12404, 19.131, 0, 13.5251, 13.5251, 13.7233, 13.5298, 44.5345, 13.525, 13.525, 13.525, 13.525, 13.525, 13.525, 13.525, 13.525, 13.525, 13.6524, 13.525, 13.5292, 13.525
3.6067, 76, 49.8473, 13.6196, 8.83176, 26.1527, 0, 13.6196, 13.6196, 13.8178, 13.6243, 49.5293, 13.6196, 13.6196, 13.6196, 13.6196, 13.6196, 13.6196, 13.6196, 13.6196, 13.6196, 13.7312, 13.6196, 13.6229, 13.6196
3.61463, 60, 55.0542, 13.7146, 7.87401, 4.9458, 0, 13.7146, 13.7146, 13.9128, 13.7193, 54.751, 13.7146, 13.7146, 13.7146, 13.7146, 13.7146, 13.7146, 13.7146, 13.7146, 13.7146, 13.812, 13.7146, 13.7173, 13.7146
3.62257, 90, 60.3771, 13.81, 9.59166, 29.6229, 0, 13.81, 13.81, 14.0083, 13.8148, 60.0872, 13.81, 13.81, 13.81, 13.81, 13.81, 13.81, 13.81, 13.81, 13.81, 13.8947, 13.81, 13.8122, 13.81
3.63051, 92, 65.6845, 13.9059, 9.69536, 26.3155, 0, 13.9059, 13.9059, 14.1041, 13.9106, 65.4065, 13.9059, 13.9059, 13.9059, 13.9059, 13.9059, 13.9059, 13.9059, 13.9059, 13.9059, 13.9791, 13.9059, 13.9076, 13.9059
3.63844, 92, 70.8305, 14.0021, 9.69536, 21.1695, 0, 14.0021, 14.0021, 14.2003, 14.0068, 70.563, 14.0021, 14.0021, 14.0021, 14.0021, 14.0021, 14.0021, 14.0021, 14.0021, 14.0021, 14.0652, 14.0021, 14.0034, 14.0021
3.64638, 102, 75.6604, 14.0986, 10.198, 26.3396, 0, 14.0986, 14.0986, 14.2968, 14.1033, 75.4022, 14.0986, 14.0986, 14.0986, 14.0986, 14.0986, 14.0986, 14.0986, 14.0986, 14.0986, 14.1528, 14.0986, 14.0996, 14.0986
3.65432, 130, 80.0204, 14.1954, 11.4891, 49.9796, 0, 14.1954, 14.1954, 14.3937, 14.2001, 79.7702, 14.1954, 14.1954, 14.1954, 14.1954, 14.1954, 14.1954, 14.1954, 14.1954, 14.1954, 14.2417, 14.1954, 14.1962, 14.1954
3.66225, 124, 83.7632, 14.2925, 11.225, 40.2368, 0, 14.2925, 14.2925, 14.4908, 14.2972, 83.5201, 14.2925, 14.2925, 14.2925, 14.2925, 14.2925, 14.2925, 14.2925, 14.2925, 14.2925, 14.3319, 14.2925, 14.2931, 14.2925
3.67019, 140, 86.7587, 14.3899, 11.9164, 53.2413, 0, 14.3899, 14.3899, 14.5882, 14.3946, 86.5218, 14.3899, 14.3899, 14.3899, 14.3899, 14.3899, 14.3899, 14.3899, 14.3899, 14.3899, 14.4233, 14.3899, 14.3904, 14.3899
3.67813, 104, 88.9004, 14.4876, 10.2956, 15.0996, 0, 14.4876, 14.4876, 14.6859, 14.4923, 88.6689, 14.4876, 14.4876, 14.4876, 14.4876, 14.4876, 14.4876, 14.4876, 14.4876, 14.4876, 14.5158, 14.4876, 14.4879, 14.4876
3.68606, 118, 90.1125, 14.5855, 10.9545, 27.8875, 0, 14.5856, 14.5856, 14.7838, 14.5903, 89.8855, 14.5855, 14.5855, 14.5855, 14.5855, 14.5855, 14.5855, 14.5855, 14.5855, 14.5855, 14.6092, 14.5855, 14.5858, 14.5855
3.694, 112, 90.3541, 14.6838, 10.6771, 21.6459, 0, 14.6838, 14.6838, 14.882, 14.6885, 90.1311, 14.6838, 14.6838, 14.6838, 14.6838, 14.6838, 14.6838, 14.6838, 14.6838, 14.6838, 14.7036, 14.6838, 14.6839, 14.6838
3.70194, 132, 89.6221, 14.7823, 11.5758, 42.3779, 0, 14.7823, 14.7823, 14.9805, 14.787, 89.4024, 14.7823, 14.7823, 14.7823, 14.7823, 14.7823, 14.7823, 14.7823, 14.7823, 14.7823, 14.7988, 14.7823, 14.7824, 14.7823
3.70987, 90, 87.9507, 14.881, 9.59166, 2.04926, 0, 14.8811, 14.8811, 15.0793, 14.8858, 87.7339, 14.881, 14.881, 14.881, 14.881, 14.881, 14.881, 14.881, 14.881, 14.881, 14.8948, 14.881, 14.8811, 14.881
3.71781, 72, 85.4098, 14.9801, 8.60233, -13.4098, 0, 14.9801, 14.9801, 15.1784, 14.9848, 85.1953, 14.9801, 14.9801, 14.9801, 14.9801, 14.9801, 14.9801, 14.9801, 14.9801, 14.9801, 14.9915, 14.9801, 14.9802, 14.9801
3.72575, 94, 82.0996, 15.0794, 9.79796, 11.9004, 0, 15.0795, 15.0795, 15.2777, 15.0842, 81.8872, 15.0794, 15.0794, 15.0794, 15.0794, 15.0794, 15.0794, 15.0794, 15.0794, 15.0794, 15.0888, 15.0794, 15.0795, 15.0794
3.73369, 88, 78.1451, 15.1791, 9.48683, 9.85487, 0, 15.1791, 15.1791, 15.3773, 15.1838, 77.9344, 15.1791, 15.1791, 15.1791, 15.1791, 15.1791, 15.1791, 15.1791, 15.1791, 15.1791, 15.1867, 15.1791, 15.1791, 15.1791
3.74162, 72, 73.6881, 15.279, 8.60233, -1.68806, 0, 15.279, 15.279, 15.4772, 15.2837, 73.4787, 15.279, 15.279, 15.279, 15.279, 15.279, 15.279, 15.279, 15.279, 15.279, 15.2852, 15.279, 15.279, 15.279
