   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_150.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0556695, 0, 1.19067e-20, 0, 1.41421, -1.19067e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.37812e-23, 0, 0, 4.90039e-25, 0, 1.18424e-20, 0, 0, 0
0.0635551, 0, 2.79645e-20, 0, 1.41421, -2.79645e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49799e-22, 0, 0, 1.16736e-24, 0, 2.78135e-20, 0, 0, 0
0.0714408, 0, 6.46693e-20, 0, 1.41421, -6.46693e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.46418e-22, 0, 0, 2.73808e-24, 0, 6.43202e-20, 0, 0, 0
0.0793264, 0, 1.47358e-19, 0, 1.41421, -1.47358e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.89361e-22, 0, 0, 6.32816e-24, 0, 1.46563e-19, 0, 0, 0
0.087212, 0, 3.31063e-19, 0, 1.41421, -3.31063e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77342e-21, 0, 0, 1.44208e-23, 0, 3.29275e-19, 0, 0, 0
0.0950976, 0, 7.3375e-19, 0, 1.41421, -7.3375e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.93051e-21, 0, 0, 3.24222e-23, 0, 7.29787e-19, 0, 0, 0
0.102983, 0, 1.6051e-18, 0, 1.41421, -1.6051e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.5981e-21, 0, 0, 7.19554e-23, 0, 1.59643e-18, 0, 0, 0
0.110869, 0, 3.4671e-18, 0, 1.41421, -3.4671e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85723e-20, 0, 0, 1.57711e-22, 0, 3.44837e-18, 0, 0, 0
0.118754, 0, 7.39798e-18, 0, 1.41421, -7.39798e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9629e-20, 0, 0, 3.41524e-22, 0, 7.35801e-18, 0, 0, 0
0.12664, 0, 1.5599e-17, 0, 1.41421, -1.5599e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.35599e-20, 0, 0, 7.30994e-22, 0, 1.55148e-17, 0, 0, 0
0.134526, 0, 3.25133e-17, 0, 1.41421, -3.25133e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74165e-19, 0, 0, 1.54701e-21, 0, 3.23376e-17, 0, 0, 0
0.142411, 0, 6.70084e-17, 0, 1.41421, -6.70084e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.58946e-19, 0, 0, 3.23819e-21, 0, 6.66463e-17, 0, 0, 0
0.150297, 0, 1.36589e-16, 0, 1.41421, -1.36589e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.31671e-19, 0, 0, 6.70607e-21, 0, 1.35851e-16, 0, 0, 0
0.158183, 0, 2.75443e-16, 0, 1.41421, -2.75443e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47547e-18, 0, 0, 1.3744e-20, 0, 2.73954e-16, 0, 0, 0
0.166068, 0, 5.49624e-16, 0, 1.41421, -5.49624e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94417e-18, 0, 0, 2.78836e-20, 0, 5.46652e-16, 0, 0, 0
0.173954, 0, 1.08545e-15, 0, 1.41421, -1.08545e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.81442e-18, 0, 0, 5.60117e-20, 0, 1.07958e-15, 0, 0, 0
0.181839, 0, 2.12197e-15, 0, 1.41421, -2.12197e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13667e-17, 0, 0, 1.11429e-19, 0, 2.11049e-15, 0, 0, 0
0.189725, 0, 4.10707e-15, 0, 1.41421, -4.10707e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20002e-17, 0, 0, 2.19582e-19, 0, 4.08485e-15, 0, 0, 0
0.197611, 0, 7.87139e-15, 0, 1.41421, -7.87139e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.21643e-17, 0, 0, 4.28707e-19, 0, 7.8288e-15, 0, 0, 0
0.205496, 0, 1.49404e-14, 0, 1.41421, -1.49404e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.00302e-17, 0, 0, 8.29416e-19, 0, 1.48595e-14, 0, 0, 0
0.213382, 0, 2.82026e-14, 0, 1.41421, -2.82026e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5107e-16, 0, 0, 1.60065e-18, 0, 2.80499e-14, 0, 0, 0
0.221267, 0, 5.24933e-14, 0, 1.41421, -5.24933e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81185e-16, 0, 0, 3.04045e-18, 0, 5.2209e-14, 0, 0, 0
0.229153, 0, 9.6804e-14, 0, 1.41421, -9.6804e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.18539e-16, 0, 0, 5.72634e-18, 0, 9.62798e-14, 0, 0, 0
0.237039, 0, 1.76888e-13, 0, 1.41421, -1.76888e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.47516e-16, 0, 0, 1.06949e-17, 0, 1.7593e-13, 0, 0, 0
0.244924, 0, 3.20302e-13, 0, 1.41421, -3.20302e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71572e-15, 0, 0, 1.98107e-17, 0, 3.18566e-13, 0, 0, 0
0.25281, 0, 5.74789e-13, 0, 1.41421, -5.74789e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0789e-15, 0, 0, 3.64006e-17, 0, 5.71674e-13, 0, 0, 0
0.260696, 0, 1.0223e-12, 0, 1.41421, -1.0223e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.47609e-15, 0, 0, 6.63572e-17, 0, 1.01676e-12, 0, 0, 0
0.268581, 0, 1.8022e-12, 0, 1.41421, -1.8022e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.65379e-15, 0, 0, 1.2003e-16, 0, 1.79242e-12, 0, 0, 0
0.276467, 0, 3.14925e-12, 0, 1.41421, -3.14925e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68698e-14, 0, 0, 2.15469e-16, 0, 3.13216e-12, 0, 0, 0
0.284352, 0, 5.45529e-12, 0, 1.41421, -5.45529e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.92236e-14, 0, 0, 3.83921e-16, 0, 5.42569e-12, 0, 0, 0
0.292238, 0, 9.36832e-12, 0, 1.41421, -9.36832e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.01875e-14, 0, 0, 6.79111e-16, 0, 9.31745e-12, 0, 0, 0
0.300124, 0, 1.595e-11, 0, 1.41421, -1.595e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.54517e-14, 0, 0, 1.19279e-15, 0, 1.58634e-11, 0, 0, 0
0.308009, 0, 2.6924e-11, 0, 1.41421, -2.6924e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44256e-13, 0, 0, 2.08068e-15, 0, 2.67776e-11, 0, 0, 0
0.315895, 0, 4.50629e-11, 0, 1.41421, -4.50629e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41469e-13, 0, 0, 3.60552e-15, 0, 4.48178e-11, 0, 0, 0
0.32378, 0, 7.47858e-11, 1.23314e-43, 1.41421, -7.47858e-11, 0, 1.23314e-43, 1.23314e-43, 1.23314e-43, 1.23314e-43, 1.23314e-43, 1.23314e-43, 1.23314e-43, 1.23314e-43, 1.23314e-43, 4.00797e-13, 1.23314e-43, 1.23314e-43, 6.20812e-15, 1.23314e-43, 7.43787e-11, 1.23314e-43, 1.23314e-43, 1.23314e-43
0.331666, 0, 1.23073e-10, 2.18883e-42, 1.41421, -1.23073e-10, 0, 2.18883e-42, 2.18883e-42, 2.18883e-42, 2.18883e-42, 2.18883e-42, 2.18883e-42, 2.18883e-42, 2.18883e-42, 2.18883e-42, 6.59708e-13, 2.18883e-42, 2.18883e-42, 1.06246e-14, 2.18883e-42, 1.22403e-10, 2.18883e-42, 2.18883e-42, 2.18883e-42
0.339552, 0, 2.00848e-10, 3.20757e-41, 1.41421, -2.00848e-10, 0, 3.20757e-41, 3.20757e-41, 3.20757e-41, 3.20757e-41, 3.20757e-41, 3.20757e-41, 3.20757e-41, 3.20757e-41, 3.20757e-41, 1.07687e-12, 3.20757e-41, 3.20757e-41, 1.80787e-14, 3.20757e-41, 1.99753e-10, 3.20757e-41, 3.20757e-41, 3.20757e-41
0.347437, 0, 3.25055e-10, 4.15715e-40, 1.41421, -3.25055e-10, 0, 4.15715e-40, 4.15715e-40, 4.15715e-40, 4.15715e-40, 4.15715e-40, 4.15715e-40, 4.15715e-40, 4.15715e-40, 4.15715e-40, 1.74338e-12, 4.15715e-40, 4.15715e-40, 3.05968e-14, 4.15715e-40, 3.23281e-10, 4.15715e-40, 4.15715e-40, 4.15715e-40
0.355323, 0, 5.21732e-10, 4.8226e-39, 1.41421, -5.21732e-10, 0, 4.8226e-39, 4.8226e-39, 4.8226e-39, 4.8226e-39, 4.8226e-39, 4.8226e-39, 4.8226e-39, 4.8226e-39, 4.8226e-39, 2.79935e-12, 4.8226e-39, 4.8226e-39, 5.15246e-14, 4.8226e-39, 5.18881e-10, 4.8226e-39, 4.8226e-39, 4.8226e-39
0.363209, 0, 8.30541e-10, 5.04946e-38, 1.41421, -8.30541e-10, 0, 5.04946e-38, 5.04946e-38, 5.04946e-38, 5.04946e-38, 5.04946e-38, 5.04946e-38, 5.04946e-38, 5.04946e-38, 5.04946e-38, 4.45851e-12, 5.04946e-38, 5.04946e-38, 8.63711e-14, 5.04946e-38, 8.25996e-10, 5.04946e-38, 5.04946e-38, 5.04946e-38
0.371094, 0, 1.31135e-09, 4.79701e-37, 1.41421, -1.31135e-09, 0, 4.79701e-37, 4.79701e-37, 4.79701e-37, 4.79701e-37, 4.79701e-37, 4.79701e-37, 4.79701e-37, 4.79701e-37, 4.79701e-37, 7.04403e-12, 4.79701e-37, 4.79701e-37, 1.44192e-13, 4.79701e-37, 1.30416e-09, 4.79701e-37, 4.79701e-37, 4.79701e-37
0.37898, 0, 2.05371e-09, 4.16029e-36, 1.41421, -2.05371e-09, 0, 4.16029e-36, 4.16029e-36, 4.16029e-36, 4.16029e-36, 4.16029e-36, 4.16029e-36, 4.16029e-36, 4.16029e-36, 4.16029e-36, 1.10403e-11, 4.16029e-36, 4.16029e-36, 2.39852e-13, 4.16029e-36, 2.04243e-09, 4.16029e-36, 4.16029e-36, 4.16029e-36
0.386865, 0, 3.1904e-09, 3.30883e-35, 1.41421, -3.1904e-09, 0, 3.30883e-35, 3.30883e-35, 3.30883e-35, 3.30883e-35, 3.30883e-35, 3.30883e-35, 3.30883e-35, 3.30883e-35, 3.30883e-35, 1.71675e-11, 3.30883e-35, 3.30883e-35, 3.97732e-13, 3.30883e-35, 3.17284e-09, 3.30883e-35, 3.30883e-35, 3.30883e-35
0.394751, 0, 4.91655e-09, 2.42473e-34, 1.41421, -4.91655e-09, 0, 2.42473e-34, 2.42473e-34, 2.42473e-34, 2.42473e-34, 2.42473e-34, 2.42473e-34, 2.42473e-34, 2.42473e-34, 2.42473e-34, 2.64869e-11, 2.42473e-34, 2.42473e-34, 6.57816e-13, 2.42473e-34, 4.88941e-09, 2.42473e-34, 2.42473e-34, 2.42473e-34
0.402637, 0, 7.51633e-09, 1.67957e-33, 1.41421, -7.51633e-09, 0, 1.67957e-33, 1.67957e-33, 1.67957e-33, 1.67957e-33, 1.67957e-33, 1.67957e-33, 1.67957e-33, 1.67957e-33, 1.67957e-33, 4.05506e-11, 1.67957e-33, 1.67957e-33, 1.08566e-12, 1.67957e-33, 7.4747e-09, 1.67957e-33, 1.67957e-33, 1.67957e-33
0.410522, 0, 1.14e-08, 1.06275e-32, 1.41421, -1.14e-08, 0, 1.06275e-32, 1.06275e-32, 1.06275e-32, 1.06275e-32, 1.06275e-32, 1.06275e-32, 1.06275e-32, 1.06275e-32, 1.06275e-32, 6.16093e-11, 1.06275e-32, 1.06275e-32, 1.78874e-12, 1.06275e-32, 1.13366e-08, 1.06275e-32, 1.06275e-32, 1.06275e-32
0.418408, 0, 1.71549e-08, 6.59432e-32, 1.41421, -1.71549e-08, 0, 6.59432e-32, 6.59432e-32, 6.59432e-32, 6.59432e-32, 6.59432e-32, 6.59432e-32, 6.59432e-32, 6.59432e-32, 6.59432e-32, 9.29019e-11, 6.59432e-32, 6.59432e-32, 2.94328e-12, 6.59432e-32, 1.7059e-08, 6.59432e-32, 6.59432e-32, 6.59432e-32
0.426293, 0, 2.56139e-08, 3.71793e-31, 1.41421, -2.56139e-08, 0, 3.71793e-31, 3.71793e-31, 3.71793e-31, 3.71793e-31, 3.71793e-31, 3.71793e-31, 3.71793e-31, 3.71793e-31, 3.71793e-31, 1.39053e-10, 3.71793e-31, 3.71793e-31, 4.83799e-12, 3.71793e-31, 2.547e-08, 3.71793e-31, 3.71793e-31, 3.71793e-31
0.434179, 0, 3.79488e-08, 2.01121e-30, 1.41421, -3.79488e-08, 0, 2.01121e-30, 2.01121e-30, 2.01121e-30, 2.01121e-30, 2.01121e-30, 2.01121e-30, 2.01121e-30, 2.01121e-30, 2.01121e-30, 2.06619e-10, 2.01121e-30, 2.01121e-30, 7.94561e-12, 2.01121e-30, 3.77342e-08, 2.01121e-30, 2.01121e-30, 2.01121e-30
0.442065, 0, 5.57937e-08, 1.02942e-29, 1.41421, -5.57937e-08, 0, 1.02942e-29, 1.02942e-29, 1.02942e-29, 1.02942e-29, 1.02942e-29, 1.02942e-29, 1.02942e-29, 1.02942e-29, 1.02942e-29, 3.04825e-10, 1.02942e-29, 1.02942e-29, 1.30387e-11, 1.02942e-29, 5.54758e-08, 1.02942e-29, 1.02942e-29, 1.02942e-29
0.44995, 0, 8.14077e-08, 4.96878e-29, 1.41421, -8.14077e-08, 0, 4.96878e-29, 4.96878e-29, 4.96878e-29, 4.96878e-29, 4.96878e-29, 4.96878e-29, 4.96878e-29, 4.96878e-29, 4.96878e-29, 4.46557e-10, 4.96878e-29, 4.96878e-29, 2.13768e-11, 4.96878e-29, 8.09397e-08, 4.96878e-29, 4.96878e-29, 4.96878e-29
0.457836, 0, 1.17889e-07, 2.29643e-28, 1.41421, -1.17889e-07, 0, 2.29643e-28, 2.29643e-28, 2.29643e-28, 2.29643e-28, 2.29643e-28, 2.29643e-28, 2.29643e-28, 2.29643e-28, 2.29643e-28, 6.49702e-10, 2.29643e-28, 2.29643e-28, 3.50068e-11, 2.29643e-28, 1.17204e-07, 2.29643e-28, 2.29643e-28, 2.29643e-28
0.465722, 0, 1.6945e-07, 1.01179e-27, 1.41421, -1.6945e-07, 0, 1.01179e-27, 1.01179e-27, 1.01179e-27, 1.01179e-27, 1.01179e-27, 1.01179e-27, 1.01179e-27, 1.01179e-27, 1.01179e-27, 9.38915e-10, 1.01179e-27, 1.01179e-27, 5.72398e-11, 1.01179e-27, 1.68453e-07, 1.01179e-27, 1.01179e-27, 1.01179e-27
0.473607, 0, 2.41771e-07, 4.24392e-27, 1.41421, -2.41771e-07, 0, 4.24392e-27, 4.24392e-27, 4.24392e-27, 4.24392e-27, 4.24392e-27, 4.24392e-27, 4.24392e-27, 4.24392e-27, 4.24392e-27, 1.34797e-09, 4.24392e-27, 4.24392e-27, 9.34053e-11, 4.24392e-27, 2.40329e-07, 4.24392e-27, 4.24392e-27, 4.24392e-27
0.481493, 0, 3.4245e-07, 1.69692e-26, 1.41421, -3.4245e-07, 0, 1.69692e-26, 1.69692e-26, 1.69692e-26, 1.69692e-26, 1.69692e-26, 1.69692e-26, 1.69692e-26, 1.69692e-26, 1.69692e-26, 1.92283e-09, 1.69692e-26, 1.69692e-26, 1.52026e-10, 1.69692e-26, 3.40375e-07, 1.69692e-26, 1.69692e-26, 1.69692e-26
0.489378, 0, 4.8157e-07, 6.47896e-26, 1.41421, -4.8157e-07, 0, 6.47896e-26, 6.47896e-26, 6.47896e-26, 6.47896e-26, 6.47896e-26, 2.73406e-12, 6.47896e-26, 6.47896e-26, 6.47896e-26, 2.72568e-09, 6.47896e-26, 6.47896e-26, 2.46636e-10, 6.47896e-26, 4.78595e-07, 6.47896e-26, 6.47896e-26, 6.47896e-26
0.497264, 0, 6.72401e-07, 2.367e-25, 1.41421, -6.72401e-07, 0, 2.367e-25, 2.367e-25, 2.367e-25, 2.367e-25, 2.367e-25, 9.43646e-12, 2.367e-25, 2.367e-25, 2.367e-25, 3.84013e-09, 2.367e-25, 2.367e-25, 3.98553e-10, 2.367e-25, 6.68153e-07, 2.367e-25, 2.367e-25, 2.367e-25
0.50515, 0, 9.32273e-07, 8.34974e-25, 1.41421, -9.32273e-07, 0, 8.34974e-25, 8.34974e-25, 8.34974e-25, 8.34974e-25, 8.34974e-25, 2.53324e-11, 8.34974e-25, 8.34974e-25, 8.34974e-25, 5.37792e-09, 8.34974e-25, 8.34974e-25, 6.41064e-10, 8.34974e-25, 9.26229e-07, 8.34974e-25, 8.34974e-25, 8.34974e-25
0.513035, 0, 1.29001e-06, 8.69051e-10, 1.41421, -1.29001e-06, 8.69051e-10, 8.69106e-10, 8.6912e-10, 1.67896e-09, 8.88055e-10, 8.94304e-10, 1.11357e-09, 1.32656e-09, 8.71723e-10, 4.52111e-09, 8.35691e-09, 8.69665e-10, 8.73032e-10, 1.89481e-09, 8.69054e-10, 1.27624e-06, 8.69051e-10, 8.69051e-10, 9.14956e-10
0.520921, 0, 1.77293e-06, 2.36109e-09, 1.41421, -1.77293e-06, 2.36109e-09, 2.36124e-09, 2.36128e-09, 4.56994e-09, 2.41292e-09, 2.42996e-09, 3.00105e-09, 3.60884e-09, 2.36838e-09, 1.23213e-08, 1.27268e-08, 2.36276e-09, 2.37195e-09, 3.99234e-09, 2.3611e-09, 1.74661e-06, 2.36109e-09, 2.36109e-09, 2.48629e-09
0.528806, 0, 2.42823e-06, 5.86683e-09, 1.41421, -2.42823e-06, 5.86683e-09, 5.86721e-09, 5.86731e-09, 1.13679e-08, 5.99591e-09, 6.03836e-09, 7.42377e-09, 8.97434e-09, 5.88498e-09, 3.06725e-08, 2.0136e-08, 5.871e-09, 5.89387e-09, 8.44386e-09, 5.86685e-09, 2.37575e-06, 5.86683e-09, 5.86683e-09, 6.17863e-09
0.536692, 0, 3.32149e-06, 1.3896e-08, 1.41421, -3.32149e-06, 1.3896e-08, 1.38969e-08, 1.38971e-08, 2.69449e-08, 1.42022e-08, 1.43029e-08, 1.75251e-08, 2.12672e-08, 1.3939e-08, 7.27364e-08, 3.343e-08, 1.39059e-08, 1.39601e-08, 1.79378e-08, 1.3896e-08, 3.21346e-06, 1.3896e-08, 1.3896e-08, 1.46356e-08
0.544578, 0, 4.55258e-06, 3.18266e-08, 1.41421, -4.55258e-06, 3.18266e-08, 3.18286e-08, 3.18291e-08, 6.17441e-08, 3.25286e-08, 3.27594e-08, 4.0556e-08, 4.87266e-08, 3.19253e-08, 1.66731e-07, 5.84225e-08, 3.18492e-08, 3.19736e-08, 3.81236e-08, 3.18267e-08, 4.32563e-06, 3.18266e-08, 3.18266e-08, 3.35223e-08
0.552463, 0, 6.28052e-06, 7.08775e-08, 1.41421, -6.28052e-06, 7.08775e-08, 7.08821e-08, 7.08832e-08, 1.37559e-07, 7.24421e-08, 7.29567e-08, 9.12896e-08, 1.08545e-07, 7.10975e-08, 3.71561e-07, 1.06894e-07, 7.0928e-08, 7.12053e-08, 8.06035e-08, 7.08777e-08, 5.8013e-06, 7.08775e-08, 7.08775e-08, 7.4657e-08
0.560349, 0, 8.78113e-06, 1.53831e-07, 1.41421, -8.78113e-06, 1.53831e-07, 1.53841e-07, 1.53844e-07, 2.98663e-07, 1.5723e-07, 1.58347e-07, 2.10186e-07, 2.35645e-07, 1.54309e-07, 8.06909e-07, 2.02346e-07, 1.53941e-07, 1.54543e-07, 1.68729e-07, 1.53832e-07, 7.7642e-06, 1.53831e-07, 1.53831e-07, 1.6204e-07
0.568235, 0, 1.25175e-05, 3.25724e-07, 1.41421, -1.25175e-05, 3.25724e-07, 3.25745e-07, 3.25751e-07, 6.32607e-07, 3.32925e-07, 3.35293e-07, 4.61843e-07, 4.99078e-07, 3.26737e-07, 1.70952e-06, 3.90729e-07, 3.25957e-07, 3.27233e-07, 3.48348e-07, 3.25725e-07, 1.03928e-05, 3.25724e-07, 3.25724e-07, 3.43118e-07
0.57612, 0, 1.83167e-05, 6.73219e-07, 1.41421, -1.83167e-05, 6.73219e-07, 6.73263e-07, 6.73274e-07, 1.30794e-06, 6.88113e-07, 6.9301e-07, 9.82897e-07, 1.03176e-06, 6.75313e-07, 3.53531e-06, 7.59867e-07, 6.73701e-07, 6.76339e-07, 7.07282e-07, 6.73222e-07, 1.39545e-05, 6.73219e-07, 6.73219e-07, 7.09195e-07
0.584006, 0, 2.76492e-05, 1.35863e-06, 1.41421, -2.76492e-05, 1.35863e-06, 1.35871e-06, 1.35874e-06, 2.64047e-06, 1.3887e-06, 1.39859e-06, 2.03783e-06, 2.08273e-06, 1.36285e-06, 7.13876e-06, 1.47353e-06, 1.3596e-06, 1.36493e-06, 1.40947e-06, 1.35863e-06, 1.88638e-05, 1.35863e-06, 1.35863e-06, 1.43128e-06
0.591891, 0, 4.31189e-05, 2.67779e-06, 1.41421, -4.31189e-05, 2.67779e-06, 2.67796e-06, 2.67801e-06, 5.20615e-06, 2.73712e-06, 2.75663e-06, 4.12696e-06, 4.10603e-06, 2.68613e-06, 1.40787e-05, 2.8294e-06, 2.67971e-06, 2.69022e-06, 2.75303e-06, 2.6778e-06, 2.57808e-05, 2.67779e-06, 2.67779e-06, 2.8211e-06
0.599777, 0, 6.92841e-05, 5.15547e-06, 1.41421, -6.92841e-05, 5.15547e-06, 5.15581e-06, 5.15589e-06, 1.00271e-05, 5.26978e-06, 5.30737e-06, 8.18045e-06, 7.90738e-06, 5.17154e-06, 2.71225e-05, 5.35454e-06, 5.15916e-06, 5.17942e-06, 5.2659e-06, 5.15549e-06, 3.57722e-05, 5.15547e-06, 5.15547e-06, 5.43159e-06
0.607663, 0, 0.000114004, 9.69729e-06, 1.41421, -0.000114004, 9.69729e-06, 9.69792e-06, 9.69808e-06, 1.88682e-05, 9.91248e-06, 9.98324e-06, 1.59012e-05, 1.48778e-05, 9.72755e-06, 5.10508e-05, 9.95744e-06, 9.70424e-06, 9.74237e-06, 9.8581e-06, 9.69732e-06, 5.05691e-05, 9.69729e-06, 9.69729e-06, 1.02171e-05
0.615548, 0, 0.000190543, 1.78236e-05, 1.41421, -0.000190543, 1.78236e-05, 1.78248e-05, 1.78251e-05, 3.46944e-05, 1.82195e-05, 1.83497e-05, 3.03223e-05, 2.73537e-05, 1.78793e-05, 9.38976e-05, 1.81621e-05, 1.78364e-05, 1.79066e-05, 1.80561e-05, 1.78237e-05, 7.29663e-05, 1.78236e-05, 1.78236e-05, 1.87799e-05
0.623434, 0, 0.00032083, 3.20168e-05, 1.41421, -0.00032083, 3.20168e-05, 3.20189e-05, 3.20194e-05, 6.23497e-05, 3.27285e-05, 3.29626e-05, 5.67457e-05, 4.91515e-05, 3.21169e-05, 0.000168795, 3.24553e-05, 3.20398e-05, 3.21659e-05, 3.23506e-05, 3.20169e-05, 0.00010743, 3.20168e-05, 3.20168e-05, 3.3736e-05
0.631319, 0, 0.000540282, 5.62174e-05, 1.41421, -0.000540282, 5.62174e-05, 5.6221e-05, 5.62219e-05, 0.00010953, 5.74683e-05, 5.78796e-05, 0.000104254, 8.63329e-05, 5.63932e-05, 0.000296615, 5.67833e-05, 5.62578e-05, 5.64794e-05, 5.66938e-05, 5.62175e-05, 0.000160956, 5.62174e-05, 5.62174e-05, 5.92391e-05
0.639205, 0, 0.000904791, 9.65052e-05, 1.41421, -0.000904791, 9.65052e-05, 9.65115e-05, 9.65131e-05, 0.000188117, 9.86548e-05, 9.93617e-05, 0.000188094, 0.000148256, 9.68075e-05, 0.000509605, 9.72331e-05, 9.65747e-05, 9.69555e-05, 9.71818e-05, 9.65056e-05, 0.0002443, 9.65052e-05, 9.65052e-05, 0.000101698
0.647091, 0, 0.00150048, 0.000161993, 1.41421, -0.00150048, 0.000161993, 0.000162004, 0.000162006, 0.00031594, 0.000165605, 0.000166793, 0.000333337, 0.000248956, 0.000162501, 0.000856171, 0.000162926, 0.00016211, 0.00016275, 0.00016295, 0.000161994, 0.000373617, 0.000161993, 0.000161993, 0.000170719
