   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_267.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
4.99774, 24, 27.3947, 27.0675, 5.09902, -3.39475, 27.0675, 0, 27.0675, 27.0675, 27.3728, 27.0865, 27.0675, 27.0675, 27.0675, 27.0675, 27.0675, 27.0675, 27.0675, 27.0675, 27.0675, 27.0675, 27.0675, 27.0675, 27.0675, 27.0705, 27.0675
5.00562, 28, 27.4985, 27.1656, 5.47723, 0.501547, 27.1656, 0, 27.1657, 27.1657, 27.4762, 27.1849, 27.1656, 27.1656, 27.1656, 27.1656, 27.1656, 27.1656, 27.1656, 27.1656, 27.1656, 27.1656, 27.1657, 27.1656, 27.1656, 27.1686, 27.1656
5.01351, 16, 27.6024, 27.2637, 4.24264, -11.6024, 27.2637, 0, 27.2637, 27.2637, 27.5799, 27.2831, 27.2637, 27.2637, 27.2637, 27.2637, 27.2637, 27.2637, 27.2637, 27.2637, 27.2637, 27.2637, 27.2637, 27.2637, 27.2637, 27.2667, 27.2637
5.02139, 16, 27.7066, 27.3616, 4.24264, -11.7066, 27.3616, 0, 27.3616, 27.3616, 27.6839, 27.3813, 27.3616, 27.3616, 27.3616, 27.3616, 27.3616, 27.3616, 27.3616, 27.3616, 27.3616, 27.3616, 27.3616, 27.3616, 27.3616, 27.3646, 27.3616
5.02928, 22, 27.8111, 27.4594, 4.89898, -5.81113, 27.4594, 0, 27.4594, 27.4595, 27.7882, 27.4794, 27.4594, 27.4594, 27.4594, 27.4594, 27.4594, 27.4594, 27.4594, 27.4594, 27.4594, 27.4594, 27.4594, 27.4594, 27.4594, 27.4623, 27.4594
5.03716, 24, 27.916, 27.5571, 5.09902, -3.91601, 27.5571, 0, 27.5571, 27.5572, 27.8929, 27.5774, 27.5571, 27.5571, 27.5571, 27.5571, 27.5571, 27.5571, 27.5571, 27.5571, 27.5571, 27.5571, 27.5571, 27.5571, 27.5571, 27.56, 27.5571
5.04505, 28, 28.0214, 27.6547, 5.47723, -0.0213585, 27.6547, 0, 27.6547, 27.6547, 27.998, 27.6753, 27.6547, 27.6547, 27.6547, 27.6547, 27.6547, 27.6547, 27.6547, 27.6547, 27.6547, 27.6547, 27.6547, 27.6547, 27.6547, 27.6575, 27.6547
5.05293, 20, 28.1273, 27.7522, 4.69042, -8.1273, 27.7522, 0, 27.7522, 27.7522, 28.1038, 27.773, 27.7522, 27.7522, 27.7522, 27.7522, 27.7522, 27.7522, 27.7522, 27.7522, 27.7522, 27.7522, 27.7522, 27.7522, 27.7522, 27.7548, 27.7522
5.06081, 50, 28.234, 27.8495, 7.2111, 21.766, 27.8495, 0, 27.8495, 27.8495, 28.2103, 27.8706, 27.8495, 27.8495, 27.8495, 27.8495, 27.8495, 27.8495, 27.8495, 27.8495, 27.8495, 27.8495, 27.8495, 27.8495, 27.8495, 27.852, 27.8495
5.0687, 42, 28.3418, 27.9466, 6.63325, 13.6582, 27.9466, 0, 27.9466, 27.9466, 28.3179, 27.9681, 27.9466, 27.9466, 27.9466, 27.9466, 27.9466, 27.9466, 27.9466, 27.9466, 27.9466, 27.9466, 27.9466, 27.9466, 27.9466, 27.9491, 27.9466
5.07658, 20, 28.4508, 28.0436, 4.69042, -8.45084, 28.0436, 0, 28.0436, 28.0436, 28.4267, 28.0654, 28.0436, 28.0436, 28.0436, 28.0436, 28.0436, 28.0436, 28.0436, 28.0436, 28.0436, 28.0436, 28.0436, 28.0436, 28.0436, 28.046, 28.0436
5.08447, 24, 28.5616, 28.1405, 5.09902, -4.56155, 28.1405, 0, 28.1405, 28.1405, 28.5372, 28.1625, 28.1405, 28.1405, 28.1405, 28.1405, 28.1405, 28.1405, 28.1405, 28.1405, 28.1405, 28.1405, 28.1405, 28.1405, 28.1405, 28.1427, 28.1405
5.09235, 20, 28.6744, 28.2371, 4.69042, -8.67436, 28.2371, 0, 28.2371, 28.2371, 28.6498, 28.2595, 28.2371, 28.2371, 28.2371, 28.2371, 28.2371, 28.2371, 28.2371, 28.2371, 28.2371, 28.2371, 28.2371, 28.2371, 28.2371, 28.2392, 28.2371
5.10023, 30, 28.7898, 28.3335, 5.65685, 1.21017, 28.3335, 0, 28.3335, 28.3336, 28.765, 28.3562, 28.3335, 28.3335, 28.3335, 28.3335, 28.3335, 28.3335, 28.3335, 28.3335, 28.3335, 28.3335, 28.3335, 28.3335, 28.3335, 28.3356, 28.3335
5.10812, 30, 28.9086, 28.4298, 5.65685, 1.09139, 28.4298, 0, 28.4298, 28.4298, 28.8836, 28.4528, 28.4298, 28.4298, 28.4298, 28.4298, 28.4298, 28.4298, 28.4298, 28.4298, 28.4298, 28.4298, 28.4298, 28.4298, 28.4298, 28.4318, 28.4298
5.116, 20, 29.0315, 28.5258, 4.69042, -9.03147, 28.5258, 0, 28.5258, 28.5258, 29.0062, 28.5492, 28.5258, 28.5258, 28.5258, 28.5258, 28.5258, 28.5258, 28.5258, 28.5258, 28.5258, 28.5258, 28.5258, 28.5258, 28.5258, 28.5278, 28.5258
5.12389, 26, 29.1593, 28.6217, 5.2915, -3.15932, 28.6217, 0, 28.6217, 28.6217, 29.1338, 28.6453, 28.6217, 28.6217, 28.6217, 28.6217, 28.6217, 28.6217, 28.6217, 28.6217, 28.6217, 28.6217, 28.6217, 28.6217, 28.6217, 28.6235, 28.6217
5.13177, 28, 29.2932, 28.7173, 5.47723, -1.29319, 28.7173, 0, 28.7173, 28.7173, 29.2674, 28.7412, 28.7173, 28.7173, 28.7173, 28.7173, 28.7173, 28.7173, 28.7173, 28.7173, 28.7173, 28.7173, 28.7173, 28.7173, 28.7173, 28.719, 28.7173
5.13965, 28, 29.4342, 28.8126, 5.47723, -1.43419, 28.8126, 0, 28.8126, 28.8126, 29.4081, 28.8369, 28.8126, 28.8126, 28.8126, 28.8126, 28.8126, 28.8126, 28.8126, 28.8126, 28.8126, 28.8126, 28.8126, 28.8126, 28.8126, 28.8143, 28.8126
5.14754, 42, 29.5836, 28.9077, 6.63325, 12.4164, 28.9077, 0, 28.9077, 28.9077, 29.5573, 28.9324, 28.9077, 28.9077, 28.9077, 28.9077, 28.9077, 28.9077, 28.9077, 28.9077, 28.9077, 28.9077, 28.9077, 28.9077, 28.9077, 28.9094, 28.9077
5.15542, 20, 29.7427, 29.0026, 4.69042, -9.74266, 29.0026, 0, 29.0026, 29.0026, 29.7161, 29.0276, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0026, 29.0042, 29.0026
5.16331, 32, 29.9127, 29.0972, 5.83095, 2.08728, 29.0972, 0, 29.0972, 29.0972, 29.8859, 29.1225, 29.0972, 29.0972, 29.0972, 29.0972, 29.0972, 29.0972, 29.0972, 29.0972, 29.0972, 29.0972, 29.0972, 29.0972, 29.0972, 29.0987, 29.0972
5.17119, 34, 30.095, 29.1915, 6, 3.90503, 29.1915, 0, 29.1915, 29.1915, 30.0679, 29.2171, 29.1915, 29.1915, 29.1915, 29.1915, 29.1915, 29.1915, 29.1915, 29.1915, 29.1915, 29.1915, 29.1915, 29.1915, 29.1915, 29.1929, 29.1915
5.17908, 26, 30.2906, 29.2855, 5.2915, -4.29057, 29.2855, 0, 29.2855, 29.2855, 30.2633, 29.3115, 29.2855, 29.2855, 29.2855, 29.2855, 29.2855, 29.2855, 29.2855, 29.2855, 29.2855, 29.2855, 29.2855, 29.2855, 29.2855, 29.2868, 29.2855
5.18696, 28, 30.5004, 29.3793, 5.47723, -2.50037, 29.3793, 0, 29.3793, 29.3793, 30.4728, 29.4056, 29.3793, 29.3793, 29.3793, 29.3793, 29.3793, 29.3793, 29.3793, 29.3793, 29.3793, 29.3793, 29.3793, 29.3793, 29.3793, 29.3805, 29.3793
5.19484, 32, 30.7249, 29.4727, 5.83095, 1.27512, 29.4727, 0, 29.4727, 29.4727, 30.6971, 29.4994, 29.4727, 29.4727, 29.4727, 29.4727, 29.4727, 29.4727, 29.4727, 29.4727, 29.4727, 29.4727, 29.4727, 29.4727, 29.4727, 29.4739, 29.4727
5.20273, 32, 30.9642, 29.5659, 5.83095, 1.03581, 29.5659, 0, 29.5659, 29.5659, 30.9361, 29.5929, 29.5659, 29.5659, 29.5659, 29.5659, 29.5659, 29.5659, 29.5659, 29.5659, 29.5659, 29.5659, 29.5659, 29.5659, 29.5659, 29.567, 29.5659
5.21061, 28, 31.2179, 29.6587, 5.47723, -3.21785, 29.6587, 0, 29.6587, 29.6587, 31.1895, 29.686, 29.6587, 29.6587, 29.6587, 29.6587, 29.6587, 29.6587, 29.6587, 29.6587, 29.6587, 29.6587, 29.6587, 29.6587, 29.6587, 29.6597, 29.6587
5.2185, 16, 31.4847, 29.7512, 4.24264, -15.4847, 29.7512, 0, 29.7512, 29.7512, 31.456, 29.7789, 29.7512, 29.7512, 29.7512, 29.7512, 29.7512, 29.7512, 29.7512, 29.7512, 29.7512, 29.7512, 29.7512, 29.7512, 29.7512, 29.7522, 29.7512
5.22638, 16, 31.763, 29.8434, 4.24264, -15.763, 29.8434, 0, 29.8434, 29.8434, 31.734, 29.8715, 29.8434, 29.8434, 29.8434, 29.8434, 29.8434, 29.8434, 29.8434, 29.8434, 29.8434, 29.8434, 29.8434, 29.8434, 29.8434, 29.8444, 29.8434
5.23426, 10, 32.0501, 29.9353, 3.4641, -22.0501, 29.9353, 0, 29.9353, 29.9353, 32.0209, 29.9637, 29.9353, 29.9353, 29.9353, 29.9353, 29.9353, 29.9353, 29.9353, 29.9353, 29.9353, 29.9353, 29.9353, 29.9353, 29.9353, 29.9362, 29.9353
5.24215, 26, 32.343, 30.0269, 5.2915, -6.34296, 30.0269, 0, 30.0269, 30.0269, 32.3133, 30.0556, 30.0269, 30.0269, 30.0269, 30.0269, 30.0269, 30.0269, 30.0269, 30.0269, 30.0269, 30.0269, 30.0269, 30.0269, 30.0269, 30.0278, 30.0269
5.25003, 22, 32.6374, 30.1181, 4.89898, -10.6374, 30.1181, 0, 30.1181, 30.1181, 32.6074, 30.1471, 30.1181, 30.1181, 30.1181, 30.1181, 30.1181, 30.1181, 30.1181, 30.1181, 30.1181, 30.1181, 30.1181, 30.1181, 30.1181, 30.119, 30.1181
5.25792, 32, 32.9291, 30.2089, 5.83095, -0.9291, 30.2089, 0, 30.2089, 30.2089, 32.8986, 30.2383, 30.2089, 30.2089, 30.2089, 30.2089, 30.2089, 30.2089, 30.2089, 30.2089, 30.2089, 30.2089, 30.2089, 30.2089, 30.2089, 30.2099, 30.2089
5.2658, 20, 33.2131, 30.2994, 4.69042, -13.2131, 30.2994, 0, 30.2994, 30.2994, 33.1822, 30.3292, 30.2994, 30.2994, 30.2994, 30.2994, 30.2994, 30.2994, 30.2994, 30.2994, 30.2994, 30.2994, 30.2994, 30.2994, 30.2994, 30.3006, 30.2994
5.27369, 18, 33.4843, 30.3896, 4.47214, -15.4843, 30.3896, 0, 30.3896, 30.3896, 33.453, 30.4197, 30.3896, 30.3896, 30.3896, 30.3896, 30.3896, 30.3896, 30.3896, 30.3896, 30.3896, 30.3896, 30.3896, 30.3896, 30.3896, 30.3908, 30.3896
5.28157, 18, 33.7377, 30.4794, 4.47214, -15.7377, 30.4794, 0, 30.4794, 30.4794, 33.7058, 30.5099, 30.4794, 30.4794, 30.4794, 30.4794, 30.4794, 30.4794, 30.4794, 30.4794, 30.4794, 30.4794, 30.4794, 30.4794, 30.4794, 30.4808, 30.4794
5.28945, 16, 33.9685, 30.5688, 4.24264, -17.9685, 30.5688, 0, 30.5688, 30.5688, 33.936, 30.5997, 30.5688, 30.5688, 30.5688, 30.5688, 30.5688, 30.5688, 30.5688, 30.5688, 30.5688, 30.5688, 30.5688, 30.5688, 30.5688, 30.5704, 30.5688
5.29734, 18, 34.1723, 30.6579, 4.47214, -16.1723, 30.6579, 0, 30.6579, 30.6579, 34.1393, 30.6891, 30.6579, 30.6579, 30.6579, 30.6579, 30.6579, 30.6579, 30.6579, 30.6579, 30.6579, 30.6579, 30.6579, 30.6579, 30.6579, 30.6597, 30.6579
5.30522, 14, 34.3458, 30.7466, 4, -20.3458, 30.7466, 0, 30.7466, 30.7466, 34.3121, 30.7781, 30.7466, 30.7466, 30.7466, 30.7466, 30.7466, 30.7466, 30.7466, 30.7466, 30.7466, 30.7466, 30.7466, 30.7466, 30.7466, 30.7487, 30.7466
5.31311, 18, 34.4861, 30.8348, 4.47214, -16.4861, 30.8348, 0, 30.8348, 30.8349, 34.4518, 30.8668, 30.8348, 30.8348, 30.8348, 30.8348, 30.8348, 30.8348, 30.8348, 30.8348, 30.8348, 30.8348, 30.8348, 30.8348, 30.8348, 30.8372, 30.8348
5.32099, 16, 34.5918, 30.9227, 4.24264, -18.5918, 30.9227, 0, 30.9227, 30.9227, 34.5568, 30.955, 30.9227, 30.9227, 30.9227, 30.9227, 30.9227, 30.9227, 30.9227, 30.9227, 30.9227, 30.9227, 30.9227, 30.9227, 30.9227, 30.9254, 30.9227
5.32888, 18, 34.6627, 31.0102, 4.47214, -16.6627, 31.0102, 0, 31.0102, 31.0102, 34.627, 31.0428, 31.0102, 31.0102, 31.0102, 31.0102, 31.0102, 31.0102, 31.0102, 31.0102, 31.0102, 31.0102, 31.0102, 31.0102, 31.0102, 31.0132, 31.0102
5.33676, 24, 34.6995, 31.0973, 5.09902, -10.6995, 31.0973, 0, 31.0973, 31.0973, 34.6631, 31.1303, 31.0973, 31.0973, 31.0973, 31.0973, 31.0973, 31.0973, 31.0973, 31.0973, 31.0973, 31.0973, 31.0973, 31.0973, 31.0973, 31.1006, 31.0973
5.34464, 16, 34.7042, 31.1839, 4.24264, -18.7042, 31.1839, 0, 31.1839, 31.1839, 34.6671, 31.2173, 31.1839, 31.1839, 31.1839, 31.1839, 31.1839, 31.1839, 31.1839, 31.1839, 31.1839, 31.1839, 31.1839, 31.1839, 31.1839, 31.1876, 31.1839
5.35253, 10, 34.6798, 31.2701, 3.4641, -24.6798, 31.2701, 0, 31.2701, 31.2701, 34.6421, 31.3038, 31.2701, 31.2701, 31.2701, 31.2701, 31.2701, 31.2701, 31.2701, 31.2701, 31.2701, 31.2701, 31.2701, 31.2701, 31.2701, 31.2741, 31.2701
5.36041, 22, 34.6303, 31.3558, 4.89898, -12.6303, 31.3558, 0, 31.3559, 31.3559, 34.5919, 31.3899, 31.3558, 31.3558, 31.3558, 31.3558, 31.3558, 31.3558, 31.3558, 31.3558, 31.3558, 31.3558, 31.3559, 31.3558, 31.3558, 31.3602, 31.3558
5.3683, 28, 34.5602, 31.4412, 5.47723, -6.56016, 31.4412, 0, 31.4412, 31.4412, 34.521, 31.4756, 31.4412, 31.4412, 31.4412, 31.4412, 31.4412, 31.4412, 31.4412, 31.4412, 31.4412, 31.4412, 31.4412, 31.4412, 31.4412, 31.4458, 31.4412
5.37618, 26, 34.4743, 31.526, 5.2915, -8.47426, 31.526, 0, 31.526, 31.526, 34.4345, 31.5608, 31.526, 31.526, 31.526, 31.526, 31.526, 31.526, 31.526, 31.526, 31.526, 31.526, 31.526, 31.526, 31.526, 31.5309, 31.526
5.38406, 16, 34.3777, 31.6104, 4.24264, -18.3777, 31.6104, 0, 31.6104, 31.6104, 34.3373, 31.6456, 31.6104, 31.6104, 31.6104, 31.6104, 31.6104, 31.6104, 31.6104, 31.6104, 31.6104, 31.6104, 31.6104, 31.6104, 31.6104, 31.6155, 31.6104
5.39195, 24, 34.2756, 31.6943, 5.09902, -10.2756, 31.6943, 0, 31.6943, 31.6943, 34.2346, 31.7298, 31.6943, 31.6943, 31.6943, 31.6943, 31.6943, 31.6943, 31.6943, 31.6943, 31.6943, 31.6943, 31.6943, 31.6943, 31.6943, 31.6997, 31.6943
5.39983, 28, 34.1726, 31.7777, 5.47723, -6.1726, 31.7777, 0, 31.7777, 31.7777, 34.131, 31.8136, 31.7777, 31.7777, 31.7777, 31.7777, 31.7777, 31.7777, 31.7777, 31.7777, 31.7777, 31.7777, 31.7777, 31.7777, 31.7777, 31.7833, 31.7777
5.40772, 20, 34.073, 31.8606, 4.69042, -14.073, 31.8606, 0, 31.8606, 31.8606, 34.0309, 31.8969, 31.8606, 31.8606, 31.8606, 31.8606, 31.8606, 31.8606, 31.8606, 31.8606, 31.8606, 31.8606, 31.8606, 31.8606, 31.8606, 31.8663, 31.8606
5.4156, 18, 33.9804, 31.943, 4.47214, -15.9804, 31.943, 0, 31.943, 31.943, 33.9378, 31.9797, 31.943, 31.943, 31.943, 31.943, 31.943, 31.943, 31.943, 31.943, 31.943, 31.943, 31.943, 31.943, 31.943, 31.9489, 31.943
5.42348, 16, 33.8979, 32.0249, 4.24264, -17.8979, 32.0249, 0, 32.0249, 32.0249, 33.8548, 32.062, 32.0249, 32.0249, 32.0249, 32.0249, 32.0249, 32.0249, 32.0249, 32.0249, 32.0249, 32.0249, 32.0249, 32.0249, 32.0249, 32.0309, 32.0249
5.43137, 22, 33.8277, 32.1063, 4.89898, -11.8277, 32.1063, 0, 32.1063, 32.1063, 33.7841, 32.1438, 32.1063, 32.1063, 32.1063, 32.1063, 32.1063, 32.1063, 32.1063, 32.1063, 32.1063, 32.1063, 32.1063, 32.1063, 32.1063, 32.1123, 32.1063
5.43925, 24, 33.7713, 32.1872, 5.09902, -9.7713, 32.1872, 0, 32.1872, 32.1872, 33.7273, 32.2251, 32.1872, 32.1872, 32.1872, 32.1872, 32.1872, 32.1872, 32.1872, 32.1872, 32.1872, 32.1872, 32.1872, 32.1872, 32.1872, 32.1932, 32.1872
5.44714, 22, 33.7296, 32.2675, 4.89898, -11.7296, 32.2675, 0, 32.2675, 32.2675, 33.6852, 32.3058, 32.2675, 32.2675, 32.2675, 32.2675, 32.2675, 32.2675, 32.2675, 32.2675, 32.2675, 32.2675, 32.2675, 32.2675, 32.2675, 32.2736, 32.2675
5.45502, 24, 33.7028, 32.3473, 5.09902, -9.70279, 32.3473, 0, 32.3473, 32.3473, 33.658, 32.386, 32.3473, 32.3473, 32.3473, 32.3473, 32.3473, 32.3473, 32.3473, 32.3473, 32.3473, 32.3473, 32.3473, 32.3473, 32.3473, 32.3534, 32.3473
5.46291, 14, 33.6906, 32.4266, 4, -19.6906, 32.4266, 0, 32.4266, 32.4266, 33.6454, 32.4656, 32.4266, 32.4266, 32.4266, 32.4266, 32.4266, 32.4266, 32.4266, 32.4266, 32.4266, 32.4266, 32.4266, 32.4266, 32.4266, 32.4327, 32.4266
5.47079, 20, 33.6924, 32.5053, 4.69042, -13.6924, 32.5053, 0, 32.5053, 32.5053, 33.6468, 32.5447, 32.5053, 32.5053, 32.5053, 32.5053, 32.5053, 32.5053, 32.5053, 32.5053, 32.5053, 32.5053, 32.5053, 32.5053, 32.5053, 32.5114, 32.5053
5.47867, 24, 33.7071, 32.5834, 5.09902, -9.7071, 32.5834, 0, 32.5834, 32.5834, 33.6611, 32.6233, 32.5834, 32.5834, 32.5834, 32.5834, 32.5834, 32.5834, 32.5834, 32.5834, 32.5834, 32.5834, 32.5834, 32.5834, 32.5834, 32.5895, 32.5834
5.48656, 28, 33.7335, 32.6609, 5.47723, -5.73352, 32.6609, 0, 32.6609, 32.661, 33.6871, 32.7012, 32.6609, 32.6609, 32.6609, 32.6609, 32.6609, 32.6609, 32.6609, 32.6609, 32.6609, 32.6609, 32.6609, 32.6609, 32.6609, 32.667, 32.6609
5.49444, 22, 33.7703, 32.7379, 4.89898, -11.7703, 32.7379, 0, 32.7379, 32.7379, 33.7235, 32.7786, 32.7379, 32.7379, 32.7379, 32.7379, 32.7379, 32.7379, 32.7379, 32.7379, 32.7379, 32.7379, 32.7379, 32.7379, 32.7379, 32.7439, 32.7379
5.50233, 34, 33.816, 32.8143, 6, 0.183968, 32.8143, 0, 32.8143, 32.8143, 33.7689, 32.8554, 32.8143, 32.8143, 32.8143, 32.8143, 32.8143, 32.8143, 32.8143, 32.8143, 32.8143, 32.8143, 32.8143, 32.8143, 32.8143, 32.8202, 32.8143
5.51021, 20, 33.8694, 32.89, 4.69042, -13.8694, 32.89, 0, 32.89, 32.8901, 33.8219, 32.9317, 32.89, 32.89, 32.89, 32.89, 32.89, 32.89, 32.89, 32.89, 32.89, 32.89, 32.89, 32.89, 32.89, 32.8959, 32.89
5.5181, 20, 33.9292, 32.9652, 4.69042, -13.9292, 32.9652, 0, 32.9652, 32.9652, 33.8812, 33.0073, 32.9652, 32.9652, 32.9652, 32.9652, 32.9652, 32.9652, 32.9652, 32.9652, 32.9652, 32.9652, 32.9652, 32.9652, 32.9652, 32.9709, 32.9652
5.52598, 28, 33.9941, 33.0397, 5.47723, -5.9941, 33.0397, 0, 33.0397, 33.0397, 33.9457, 33.0824, 33.0397, 33.0397, 33.0397, 33.0397, 33.0397, 33.0397, 33.0397, 33.0397, 33.0397, 33.0397, 33.0397, 33.0397, 33.0397, 33.0453, 33.0397
5.53386, 14, 34.0632, 33.1136, 4, -20.0632, 33.1136, 0, 33.1136, 33.1136, 34.0143, 33.157, 33.1136, 33.1136, 33.1136, 33.1136, 33.1136, 33.1136, 33.1136, 33.1136, 33.1136, 33.1136, 33.1136, 33.1136, 33.1136, 33.1191, 33.1136
5.54175, 20, 34.1357, 33.1868, 4.69042, -14.1357, 33.1868, 0, 33.1868, 33.1869, 34.0861, 33.2311, 33.1868, 33.1868, 33.1868, 33.1868, 33.1868, 33.1868, 33.1868, 33.1868, 33.1868, 33.1868, 33.1868, 33.1868, 33.1868, 33.1921, 33.1868
5.54963, 14, 34.2109, 33.2594, 4, -20.2109, 33.2594, 0, 33.2594, 33.2595, 34.1603, 33.3048, 33.2594, 33.2594, 33.2594, 33.2594, 33.2594, 33.2594, 33.2594, 33.2594, 33.2594, 33.2594, 33.2594, 33.2594, 33.2594, 33.2645, 33.2594
5.55752, 32, 34.2881, 33.3314, 5.83095, -2.28811, 33.3314, 0, 33.3314, 33.3315, 34.2362, 33.3783, 33.3314, 33.3314, 33.3314, 33.3314, 33.3314, 33.3314, 33.3314, 33.3314, 33.3314, 33.3314, 33.3314, 33.3314, 33.3314, 33.3362, 33.3314
5.5654, 32, 34.3673, 33.4027, 5.83095, -2.36728, 33.4027, 0, 33.4027, 33.4028, 34.3133, 33.4519, 33.4027, 33.4027, 33.4027, 33.4027, 33.4027, 33.4027, 33.4027, 33.4027, 33.4027, 33.4027, 33.4027, 33.4027, 33.4027, 33.4073, 33.4027
5.57328, 10, 34.4483, 33.4733, 3.4641, -24.4483, 33.4733, 0, 33.4733, 33.4734, 34.3912, 33.5258, 33.4733, 33.4733, 33.4733, 33.4733, 33.4733, 33.4733, 33.4733, 33.4733, 33.4733, 33.4733, 33.4733, 33.4733, 33.4733, 33.4776, 33.4733
5.58117, 20, 34.5313, 33.5432, 4.69042, -14.5313, 33.5432, 0, 33.5432, 33.5434, 34.4695, 33.6007, 33.5432, 33.5432, 33.5432, 33.5432, 33.5432, 33.5432, 33.5432, 33.5432, 33.5432, 33.5432, 33.5432, 33.5432, 33.5432, 33.5473, 33.5432
5.58905, 28, 34.617, 33.6124, 5.47723, -6.61699, 33.6124, 0, 33.6124, 33.6126, 34.5479, 33.6775, 33.6124, 33.6124, 33.6124, 33.6124, 33.6124, 33.6124, 33.6124, 33.6124, 33.6124, 33.6124, 33.6124, 33.6124, 33.6124, 33.6163, 33.6124
5.59694, 14, 34.7065, 33.681, 4, -20.7065, 33.681, 0, 33.681, 33.6812, 34.6262, 33.7574, 33.681, 33.681, 33.681, 33.681, 33.681, 33.681, 33.681, 33.681, 33.681, 33.681, 33.681, 33.681, 33.681, 33.6846, 33.681
5.60482, 14, 34.8013, 33.7488, 4, -20.8013, 33.7488, 0, 33.7488, 33.7491, 34.7044, 33.8422, 33.7488, 33.7488, 33.7488, 33.7488, 33.7488, 33.7488, 33.7488, 33.7488, 33.7488, 33.7488, 33.7488, 33.7488, 33.7488, 33.7522, 33.7488
5.61271, 32, 34.9042, 33.816, 5.83095, -2.90422, 33.816, 0, 33.816, 33.8163, 34.7821, 33.9346, 33.816, 33.816, 33.816, 33.816, 33.816, 33.816, 33.816, 33.816, 33.816, 33.816, 33.816, 33.816, 33.816, 33.8191, 33.816
5.62059, 14, 35.0187, 33.8824, 4, -21.0187, 33.8824, 0, 33.8824, 33.8828, 34.8594, 34.0385, 33.8824, 33.8824, 33.8824, 33.8824, 33.8824, 33.8824, 33.8824, 33.8824, 33.8824, 33.8824, 33.8824, 33.8824, 33.8824, 33.8853, 33.8824
5.62847, 14, 35.1501, 33.9481, 4, -21.1501, 33.9481, 0, 33.9481, 33.9486, 34.9362, 34.1589, 33.9481, 33.9481, 33.9481, 33.9481, 33.9481, 33.9481, 33.9481, 33.9481, 33.9481, 33.9481, 33.9481, 33.9481, 33.9481, 33.9508, 33.9481
5.63636, 20, 35.3052, 34.0131, 4.69042, -15.3052, 34.0131, 0, 34.0131, 34.0136, 35.0124, 34.3029, 34.0131, 34.0131, 34.0131, 34.0131, 34.0131, 34.0131, 34.0131, 34.0131, 34.0131, 34.0131, 34.0131, 34.0131, 34.0131, 34.0156, 34.0131
5.64424, 14, 35.4938, 34.0773, 4, -21.4938, 34.0773, 0, 34.0774, 34.0779, 35.0881, 34.4802, 34.0773, 34.0773, 34.0773, 34.0773, 34.0773, 34.0773, 34.0773, 34.0773, 34.0773, 34.0773, 34.0773, 34.0773, 34.0773, 34.0796, 34.0773
5.65213, 18, 35.7283, 34.1408, 4.47214, -17.7283, 34.1408, 0, 34.1408, 34.1415, 35.163, 34.7034, 34.1408, 34.1408, 34.1408, 34.1408, 34.1408, 34.1408, 34.1408, 34.1408, 34.1408, 34.1408, 34.1408, 34.1408, 34.1408, 34.1429, 34.1408
5.66001, 24, 36.0252, 34.2036, 5.09902, -12.0252, 34.2036, 0, 34.2036, 34.2043, 35.2374, 34.9888, 34.2036, 34.2036, 34.2036, 34.2036, 34.2036, 34.2036, 34.2036, 34.2036, 34.2036, 34.2036, 34.2036, 34.2036, 34.2036, 34.2055, 34.2036
5.66789, 22, 36.4054, 34.2656, 4.89898, -14.4054, 34.2656, 0, 34.2656, 34.2663, 35.311, 35.3574, 34.2656, 34.2656, 34.2656, 34.2656, 34.2656, 34.2656, 34.2656, 34.2656, 34.2656, 34.2656, 34.2656, 34.2656, 34.2656, 34.2674, 34.2656
5.67578, 24, 36.8951, 34.3267, 5.09902, -12.8951, 34.3267, 0, 34.3267, 34.3276, 35.3839, 35.8354, 34.3267, 34.3267, 34.3267, 34.3267, 34.3267, 34.3267, 34.3267, 34.3267, 34.3267, 34.3267, 34.3267, 34.3267, 34.3267, 34.3284, 34.3267
5.68366, 10, 37.5264, 34.3872, 3.4641, -27.5264, 34.3872, 0, 34.3872, 34.3881, 35.4561, 36.4551, 34.3872, 34.3872, 34.3872, 34.3872, 34.3872, 34.3872, 34.3872, 34.3872, 34.3872, 34.3872, 34.3872, 34.3872, 34.3872, 34.3887, 34.3872
5.69155, 22, 38.3381, 34.4468, 4.89898, -16.3381, 34.4468, 0, 34.4468, 34.4477, 35.5275, 37.255, 34.4468, 34.4468, 34.4468, 34.4468, 34.4468, 34.4468, 34.4468, 34.4468, 34.4468, 34.4468, 34.4468, 34.4468, 34.4468, 34.4482, 34.4468
5.69943, 20, 39.3758, 34.5056, 4.69042, -19.3758, 34.5056, 0, 34.5056, 34.5066, 35.5982, 38.2808, 34.5056, 34.5056, 34.5056, 34.5056, 34.5056, 34.5056, 34.5056, 34.5056, 34.5056, 34.5056, 34.5056, 34.5056, 34.5056, 34.5069, 34.5056
