   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_215.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0394468, 430, 0, 0, 20.7846, 430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0315528, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0236588, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0157648, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00787076, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2.3262e-05, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00791728, 0, 1.22837e-28, 0, 1.41421, -1.22837e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.64809e-34, 0, 0, 1.22837e-28, 0, 0, 0
0.0158113, 0, 1.1902e-27, 0, 1.41421, -1.1902e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.50367e-33, 0, 0, 1.1902e-27, 0, 0, 0
0.0237053, 0, 7.23864e-27, 0, 1.41421, -7.23864e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73906e-32, 0, 0, 7.23862e-27, 0, 0, 0
0.0315994, 0, 3.52298e-26, 0, 1.41421, -3.52298e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33633e-31, 0, 0, 3.52297e-26, 0, 0, 0
0.0394934, 0, 1.49688e-25, 0, 1.41421, -1.49688e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.72968e-31, 0, 0, 1.49688e-25, 0, 0, 0
0.0473874, 0, 5.78522e-25, 0, 1.41421, -5.78522e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24014e-30, 0, 0, 5.7852e-25, 0, 0, 0
0.0552814, 0, 2.08189e-24, 0, 1.41421, -2.08189e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.16236e-30, 0, 0, 2.08188e-24, 0, 0, 0
0.0631754, 0, 7.0781e-24, 0, 1.41421, -7.0781e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81063e-29, 0, 0, 7.07807e-24, 0, 0, 0
0.0710695, 0, 2.29569e-23, 0, 1.41421, -2.29569e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.23322e-29, 0, 0, 2.29568e-23, 0, 0, 0
0.0789635, 0, 7.22347e-23, 0, 1.41421, -7.22347e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94975e-28, 0, 0, 7.22344e-23, 0, 0, 0
0.0868575, 0, 2.18645e-22, 0, 1.41421, -2.18645e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.05771e-28, 0, 0, 2.18644e-22, 0, 0, 0
0.0947515, 0, 6.39879e-22, 0, 1.41421, -6.39879e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.68777e-27, 0, 0, 6.39877e-22, 0, 0, 0
0.102646, 0, 1.81738e-21, 0, 1.41421, -1.81738e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.73775e-27, 0, 0, 1.81737e-21, 0, 0, 0
0.11054, 0, 5.02371e-21, 0, 1.41421, -5.02371e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16764e-26, 0, 0, 5.02369e-21, 0, 0, 0
0.118434, 0, 1.45246e-20, 0, 1.41421, -1.45246e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.3962e-26, 0, 0, 1.45246e-20, 0, 0, 0
