   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_248.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0324513, 496, 0, 0, 22.3159, 496, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0245663, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0166814, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00879645, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000911506, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00697344, 0, 1.81584e-24, 0, 1.41421, -1.81584e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35004e-26, 0, 0, 6.40194e-29, 0, 1.56027e-27, 0, 1.78072e-24, 0, 0, 0
0.0148584, 0, 5.29149e-24, 0, 1.41421, -5.29149e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.76198e-26, 0, 0, 1.88615e-28, 0, 4.69372e-27, 0, 5.18898e-24, 0, 0, 0
0.0227433, 0, 1.49486e-23, 0, 1.41421, -1.49486e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75772e-25, 0, 0, 5.38827e-28, 0, 1.36489e-26, 0, 1.46587e-23, 0, 0, 0
0.0306283, 0, 4.10785e-23, 0, 1.41421, -4.10785e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.57797e-25, 0, 0, 1.49758e-27, 0, 3.85195e-26, 0, 4.02807e-23, 0, 0, 0
0.0385132, 0, 1.10094e-22, 0, 1.41421, -1.10094e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03092e-24, 0, 0, 4.06018e-27, 0, 1.0583e-25, 0, 1.07954e-22, 0, 0, 0
0.0463982, 0, 2.88389e-22, 0, 1.41421, -2.88389e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.31981e-24, 0, 0, 1.07607e-26, 0, 2.83759e-25, 0, 2.82774e-22, 0, 0, 0
0.0542831, 0, 7.39626e-22, 0, 1.41421, -7.39626e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36433e-23, 0, 0, 2.79277e-26, 0, 7.44016e-25, 0, 7.25211e-22, 0, 0, 0
0.0621681, 0, 1.85993e-21, 0, 1.41421, -1.85993e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.43079e-23, 0, 0, 7.10824e-26, 0, 1.91085e-24, 0, 1.82364e-21, 0, 0, 0
