   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_29.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
2.75825, 140, 117.128, 9.41375, 11.9164, 22.8717, 0, 9.41378, 9.41383, 9.54248, 9.41564, 9.41616, 37.7182, 9.41459, 9.41375, 9.41375, 9.41375, 9.41375, 9.41375, 67.4048, 9.41375, 9.41375, 30.6988
2.76617, 122, 110.899, 9.50693, 11.1355, 11.1012, 0, 9.50695, 9.50701, 9.63566, 9.50881, 9.50939, 34.8324, 9.50741, 9.50693, 9.50693, 9.50693, 9.50693, 9.50693, 61.0493, 9.50693, 9.50693, 33.8973
2.77408, 132, 105.698, 9.5987, 11.5758, 26.3024, 0, 9.59873, 9.59878, 9.72743, 9.60059, 9.60122, 32.7221, 9.59898, 9.5987, 9.5987, 9.5987, 9.5987, 9.5987, 54.9082, 9.5987, 9.5987, 37.1312
2.78199, 116, 101.441, 9.68904, 10.8628, 14.5592, 0, 9.68907, 9.68913, 9.81778, 9.69093, 9.69163, 31.2307, 9.6892, 9.68904, 9.68904, 9.68904, 9.68904, 9.68904, 49.1494, 9.68904, 9.68904, 40.3054
2.78991, 124, 98.0019, 9.77795, 11.225, 25.9981, 0, 9.77797, 9.77803, 9.90668, 9.77983, 9.78061, 30.2032, 9.77803, 9.77795, 9.77795, 9.77795, 9.77795, 9.77795, 43.9043, 9.77795, 9.77795, 43.3167
2.79782, 122, 95.2243, 9.8654, 11.1355, 26.7757, 0, 9.86543, 9.86548, 9.99413, 9.86729, 9.86814, 29.4949, 9.86545, 9.8654, 9.8654, 9.8654, 9.8654, 9.8654, 39.2679, 9.8654, 9.8654, 46.0588
2.80573, 92, 92.9335, 9.9514, 9.69536, -0.93351, 0, 9.95142, 9.95148, 10.0801, 9.95328, 9.95424, 28.9769, 9.95142, 9.9514, 9.9514, 9.9514, 9.9514, 9.9514, 35.2965, 9.9514, 9.9514, 48.4294
2.81365, 106, 90.9513, 10.0359, 10.3923, 15.0487, 0, 10.0359, 10.036, 10.1646, 10.0378, 10.0389, 28.5405, 10.0359, 10.0359, 10.0359, 10.0359, 10.0359, 10.0359, 32.0131, 10.0359, 10.0359, 50.3359
2.82156, 80, 89.1087, 10.1189, 9.05539, -9.1087, 0, 10.1189, 10.119, 10.2476, 10.1208, 10.1219, 28.0996, 10.1189, 10.1189, 10.1189, 10.1189, 10.1189, 10.1189, 29.4106, 10.1189, 10.1189, 51.7024
2.82948, 78, 87.2567, 10.2002, 8.94427, -9.25673, 0, 10.2002, 10.2002, 10.3289, 10.202, 10.2033, 27.5916, 10.2002, 10.2002, 10.2002, 10.2002, 10.2002, 10.2002, 27.4573, 10.2002, 10.2002, 52.4742
2.83739, 108, 85.2756, 10.2795, 10.4881, 22.7244, 0, 10.2795, 10.2796, 10.4082, 10.2814, 10.2828, 26.9761, 10.2795, 10.2795, 10.2795, 10.2795, 10.2795, 10.2795, 26.1022, 10.2795, 10.2795, 52.6222
2.8453, 68, 83.0795, 10.3566, 8.3666, -15.0795, 0, 10.3566, 10.3566, 10.4853, 10.3584, 10.36, 26.2332, 10.3566, 10.3566, 10.3566, 10.3566, 10.3566, 10.3566, 25.2808, 10.3566, 10.3566, 52.1444
2.85322, 90, 80.6196, 10.4308, 9.59166, 9.38036, 0, 10.4309, 10.4309, 10.5596, 10.4327, 10.4344, 25.361, 10.4308, 10.4308, 10.4308, 10.4308, 10.4308, 10.4308, 24.9198, 10.4308, 10.4308, 51.0662
2.86113, 58, 77.8819, 10.5016, 7.74597, -19.8819, 0, 10.5017, 10.5017, 10.6304, 10.5035, 10.5054, 24.3713, 10.5016, 10.5016, 10.5016, 10.5016, 10.5016, 10.5016, 24.9412, 10.5016, 10.5016, 49.4381
2.86905, 62, 74.8837, 10.5681, 8, -12.8837, 0, 10.5681, 10.5682, 10.6968, 10.57, 10.572, 23.2866, 10.5681, 10.5681, 10.5681, 10.5681, 10.5681, 10.5681, 25.2663, 10.5681, 10.5681, 47.3323
2.87696, 62, 71.6675, 10.6292, 8, -9.66753, 0, 10.6292, 10.6293, 10.7579, 10.6311, 10.6333, 22.1357, 10.6292, 10.6292, 10.6292, 10.6292, 10.6292, 10.6292, 25.8183, 10.6292, 10.6292, 44.837
2.88487, 54, 68.2936, 10.6837, 7.48331, -14.2936, 0, 10.6837, 10.6837, 10.8124, 10.6855, 10.6879, 20.9506, 10.6837, 10.6837, 10.6837, 10.6837, 10.6837, 10.6837, 26.5245, 10.6837, 10.6837, 42.0508
2.89279, 60, 64.8317, 10.7301, 7.87401, -4.83174, 0, 10.7302, 10.7302, 10.8589, 10.732, 10.7346, 19.7629, 10.7301, 10.7301, 10.7301, 10.7301, 10.7301, 10.7301, 27.3178, 10.7301, 10.7301, 39.0761
2.9007, 72, 61.3542, 10.7672, 8.60233, 10.6458, 0, 10.7672, 10.7672, 10.8959, 10.769, 10.7718, 18.6019, 10.7672, 10.7672, 10.7672, 10.7672, 10.7672, 10.7672, 28.1381, 10.7672, 10.7672, 36.0131
2.90861, 68, 57.9289, 10.7931, 8.3666, 10.0711, 0, 10.7932, 10.7932, 10.9219, 10.795, 10.798, 17.4922, 10.7931, 10.7931, 10.7931, 10.7931, 10.7931, 10.7931, 28.933, 10.7931, 10.7931, 32.9543
2.91653, 56, 54.614, 10.8066, 7.61577, 1.38595, 0, 10.8066, 10.8067, 10.9353, 10.8085, 10.8117, 16.4529, 10.8066, 10.8066, 10.8066, 10.8066, 10.8066, 10.8066, 29.658, 10.8066, 10.8066, 29.9805
2.92444, 42, 51.4556, 10.8061, 6.63325, -9.45559, 0, 10.8061, 10.8062, 10.9349, 10.808, 10.8114, 15.4971, 10.8061, 10.8061, 10.8061, 10.8061, 10.8061, 10.8061, 30.2767, 10.8061, 10.8061, 27.158
2.93236, 40, 48.4845, 10.7905, 6.48074, -8.48445, 0, 10.7905, 10.7906, 10.9192, 10.7924, 10.796, 14.6321, 10.7905, 10.7905, 10.7905, 10.7905, 10.7905, 10.7905, 30.7605, 10.7905, 10.7905, 24.5365
2.94027, 48, 45.7172, 10.7588, 7.07107, 2.28282, 0, 10.7588, 10.7589, 10.8876, 10.7607, 10.7646, 13.8599, 10.7588, 10.7588, 10.7588, 10.7588, 10.7588, 10.7588, 31.0887, 10.7588, 10.7588, 22.1496
2.94818, 38, 43.1572, 10.7106, 6.32456, -5.15717, 0, 10.7106, 10.7107, 10.8393, 10.7125, 10.7166, 13.1783, 10.7106, 10.7106, 10.7106, 10.7106, 10.7106, 10.7106, 31.2475, 10.7106, 10.7106, 20.0158
2.9561, 26, 40.7961, 10.6457, 5.2915, -14.7961, 0, 10.6457, 10.6458, 10.7744, 10.6476, 10.6519, 12.5814, 10.6457, 10.6457, 10.6457, 10.6457, 10.6457, 10.6457, 31.2296, 10.6457, 10.6457, 18.1394
2.96401, 50, 38.6174, 10.5646, 7.2111, 11.3826, 0, 10.5646, 10.5646, 10.6933, 10.5664, 10.5711, 12.0614, 10.5646, 10.5646, 10.5646, 10.5646, 10.5646, 10.5646, 31.0336, 10.5646, 10.5646, 16.5143
2.97192, 32, 36.5992, 10.4682, 5.83095, -4.59917, 0, 10.4682, 10.4683, 10.5969, 10.4701, 10.4749, 11.6093, 10.4682, 10.4682, 10.4682, 10.4682, 10.4682, 10.4682, 30.6632, 10.4682, 10.4682, 15.1255
2.97984, 28, 34.7167, 10.358, 5.47723, -6.71669, 0, 10.358, 10.3581, 10.4867, 10.3599, 10.365, 11.2156, 10.358, 10.358, 10.358, 10.358, 10.358, 10.358, 30.1269, 10.358, 10.358, 13.9525
2.98775, 44, 32.9455, 10.2359, 6.78233, 11.0545, 0, 10.236, 10.236, 10.3647, 10.2378, 10.2432, 10.8714, 10.2359, 10.2359, 10.2359, 10.2359, 10.2359, 10.2359, 29.4367, 10.2359, 10.2359, 12.9713
2.99567, 36, 31.2635, 10.1043, 6.16441, 4.73651, 0, 10.1043, 10.1044, 10.233, 10.1062, 10.1119, 10.5685, 10.1043, 10.1043, 10.1043, 10.1043, 10.1043, 10.1043, 28.6085, 10.1043, 10.1043, 12.1568
3.00358, 32, 29.6523, 9.96572, 5.83095, 2.34775, 0, 9.96575, 9.9658, 10.0945, 9.96761, 9.97358, 10.3001, 9.96572, 9.96572, 9.96572, 9.96572, 9.96572, 9.96572, 27.6606, 9.96572, 9.96572, 11.4844
3.01149, 24, 28.0982, 9.82291, 5.09902, -4.09816, 0, 9.82294, 9.823, 9.95165, 9.8248, 9.83106, 10.0604, 9.82291, 9.82291, 9.82291, 9.82291, 9.82291, 9.82291, 26.6137, 9.82291, 9.82291, 10.931
3.01941, 24, 26.5931, 9.67868, 5.09902, -2.59306, 0, 9.67871, 9.67876, 9.80741, 9.68057, 9.68712, 9.84501, 9.67868, 9.67868, 9.67868, 9.67868, 9.67868, 9.67868, 25.4903, 9.67868, 9.67868, 10.476
3.02732, 18, 25.1335, 9.53566, 4.47214, -7.13355, 0, 9.53569, 9.53574, 9.66439, 9.53755, 9.5444, 9.65053, 9.53566, 9.53566, 9.53566, 9.53566, 9.53566, 9.53566, 24.3134, 9.53566, 9.53566, 10.1014
3.03523, 10, 23.7208, 9.39628, 3.4641, -13.7208, 0, 9.39631, 9.39637, 9.52502, 9.39817, 9.40533, 9.47451, 9.39628, 9.39628, 9.39628, 9.39628, 9.39628, 9.39629, 23.1068, 9.39628, 9.39628, 9.79223
3.04315, 14, 22.3595, 9.26264, 4, -8.35951, 0, 9.26267, 9.26272, 9.39137, 9.26453, 9.272, 9.31518, 9.26264, 9.26264, 9.26264, 9.26264, 9.26264, 9.26264, 21.8936, 9.26264, 9.26264, 9.53594
3.05106, 10, 21.0567, 9.1364, 3.4641, -11.0567, 0, 9.13643, 9.13649, 9.26514, 9.13829, 9.14607, 9.1712, 9.1364, 9.1364, 9.1364, 9.1364, 9.1364, 9.13641, 20.6955, 9.1364, 9.1364, 9.32247
3.05898, 10, 19.8207, 9.0188, 3.4641, -9.82073, 0, 9.01883, 9.01888, 9.14754, 9.02069, 9.02879, 9.04154, 9.0188, 9.0188, 9.0188, 9.0188, 9.0188, 9.0188, 19.5323, 9.0188, 9.0188, 9.14374
3.06689, 18, 18.6599, 8.91061, 4.47214, -0.659943, 0, 8.91064, 8.9107, 9.03935, 8.9125, 8.92093, 8.92526, 8.91061, 8.91061, 8.91061, 8.91061, 8.91061, 8.91062, 18.4215, 8.91061, 8.91061, 8.99337
3.0748, 8, 17.5819, 8.8122, 3.16228, -9.58185, 0, 8.81223, 8.81228, 8.94094, 8.81409, 8.82284, 8.82151, 8.8122, 8.8122, 8.8122, 8.8122, 8.8122, 8.8122, 17.3771, 8.8122, 8.8122, 8.86627
3.08272, 24, 16.5922, 8.72354, 5.09902, 7.40783, 0, 8.72357, 8.72363, 8.85228, 8.72543, 8.73452, 8.72938, 8.72354, 8.72354, 8.72354, 8.72354, 8.72354, 8.72355, 16.4098, 8.72354, 8.72354, 8.7584
3.09063, 18, 15.6946, 8.64437, 4.47214, 2.30538, 0, 8.6444, 8.64445, 8.7731, 8.64626, 8.65568, 8.64798, 8.64437, 8.64437, 8.64437, 8.64437, 8.64437, 8.64437, 15.5268, 8.64437, 8.64437, 8.66653
3.09854, 18, 14.8903, 8.57418, 4.47214, 3.10968, 0, 8.57421, 8.57426, 8.70291, 8.57607, 8.58583, 8.57638, 8.57418, 8.57418, 8.57418, 8.57418, 8.57418, 8.57418, 14.7318, 8.57418, 8.57418, 8.58808
3.10646, 10, 14.1779, 8.51237, 3.4641, -4.17788, 0, 8.5124, 8.51245, 8.6411, 8.51426, 8.52437, 8.51369, 8.51237, 8.51237, 8.51237, 8.51237, 8.51237, 8.51237, 14.0252, 8.51237, 8.51237, 8.52097
3.11437, 16, 13.5538, 8.45833, 4.24264, 2.44618, 0, 8.45835, 8.45841, 8.58706, 8.46021, 8.47068, 8.45911, 8.45833, 8.45833, 8.45833, 8.45833, 8.45833, 8.45833, 13.4047, 8.45833, 8.45833, 8.46358
3.12229, 14, 13.0126, 8.41147, 4, 0.987411, 0, 8.4115, 8.41155, 8.5402, 8.41336, 8.42417, 8.41193, 8.41147, 8.41147, 8.41147, 8.41147, 8.41147, 8.41147, 12.8655, 8.41147, 8.41147, 8.41463
3.1302, 8, 12.5473, 8.37131, 3.16228, -4.54728, 0, 8.37134, 8.37139, 8.50004, 8.3732, 8.38438, 8.37158, 8.37131, 8.37131, 8.37131, 8.37131, 8.37131, 8.37131, 12.4013, 8.37131, 8.37131, 8.37319
3.13811, 2, 12.15, 8.3375, 2, -10.15, 0, 8.33753, 8.33758, 8.46623, 8.33939, 8.35093, 8.33765, 8.3375, 8.3375, 8.3375, 8.3375, 8.3375, 8.3375, 12.0046, 8.3375, 8.3375, 8.3386
3.14603, 6, 11.8126, 8.30982, 2.82843, -5.81262, 0, 8.30984, 8.3099, 8.43855, 8.3117, 8.32362, 8.3099, 8.30982, 8.30982, 8.30982, 8.30982, 8.30982, 8.30982, 11.6674, 8.30982, 8.30982, 8.31046
3.15394, 12, 11.5267, 8.28816, 3.74166, 0.473269, 0, 8.28819, 8.28824, 8.41689, 8.29005, 8.30233, 8.28821, 8.28816, 8.28816, 8.28816, 8.28816, 8.28816, 8.28816, 11.3814, 8.28816, 8.28816, 8.28852
3.16186, 10, 11.2846, 8.27254, 3.4641, -1.28456, 0, 8.27257, 8.27263, 8.40128, 8.27443, 8.2871, 8.27257, 8.27254, 8.27254, 8.27254, 8.27254, 8.27254, 8.27255, 11.139, 8.27254, 8.27255, 8.27275
3.16977, 14, 11.0789, 8.26305, 4, 2.92107, 0, 8.26308, 8.26313, 8.39178, 8.26494, 8.27799, 8.26306, 8.26305, 8.26305, 8.26305, 8.26305, 8.26305, 8.26305, 10.9331, 8.26305, 8.26306, 8.26316
3.17768, 8, 10.9035, 8.25978, 3.16228, -2.90352, 0, 8.25981, 8.25987, 8.38852, 8.26167, 8.27511, 8.25979, 8.25978, 8.25978, 8.25978, 8.25978, 8.25978, 8.25979, 10.7574, 8.25978, 8.25979, 8.25985
3.1856, 16, 10.753, 8.26284, 4.24264, 5.24703, 0, 8.26286, 8.26292, 8.39157, 8.26472, 8.27855, 8.26284, 8.26284, 8.26284, 8.26284, 8.26284, 8.26284, 8.26284, 10.6065, 8.26284, 8.26285, 8.26287
3.19351, 10, 10.6229, 8.27227, 3.4641, -0.622894, 0, 8.27229, 8.27235, 8.401, 8.27415, 8.28838, 8.27227, 8.27227, 8.27227, 8.27227, 8.27227, 8.27227, 8.27227, 10.476, 8.27227, 8.27229, 8.27228
3.20142, 6, 10.5098, 8.28806, 2.82843, -4.50979, 0, 8.28808, 8.28814, 8.41679, 8.28994, 8.30457, 8.28806, 8.28806, 8.28806, 8.28806, 8.28806, 8.28806, 8.28806, 10.3625, 8.28806, 8.28811, 8.28807
3.20934, 4, 10.411, 8.31009, 2.44949, -6.41099, 0, 8.31011, 8.31017, 8.43882, 8.31198, 8.32701, 8.31009, 8.31009, 8.31009, 8.31009, 8.31009, 8.31009, 8.31009, 10.2633, 8.31009, 8.31017, 8.31009
3.21725, 12, 10.3245, 8.33815, 3.74166, 1.67549, 0, 8.33818, 8.33823, 8.46689, 8.34004, 8.35548, 8.33815, 8.33815, 8.33815, 8.33815, 8.33815, 8.33815, 8.33815, 10.1763, 8.33815, 8.33828, 8.33815
3.22517, 4, 10.2489, 8.37193, 2.44949, -6.24894, 0, 8.37196, 8.37201, 8.50066, 8.37382, 8.38968, 8.37193, 8.37193, 8.37193, 8.37193, 8.37193, 8.37193, 8.37193, 10.1002, 8.37193, 8.37214, 8.37193
3.23308, 8, 10.1833, 8.41102, 3.16228, -2.18328, 0, 8.41104, 8.4111, 8.53975, 8.4129, 8.42918, 8.41102, 8.41102, 8.41102, 8.41102, 8.41102, 8.41102, 8.41102, 10.034, 8.41102, 8.41135, 8.41102
3.24099, 14, 10.1269, 8.45491, 4, 3.87313, 0, 8.45493, 8.45499, 8.58364, 8.45679, 8.4735, 8.45491, 8.45491, 8.45491, 8.45491, 8.45491, 8.45491, 8.45491, 9.97702, 8.45491, 8.45543, 8.45491
3.24891, 12, 10.0792, 8.50304, 3.74166, 1.92076, 0, 8.50307, 8.50312, 8.63177, 8.50493, 8.52206, 8.50304, 8.50304, 8.50304, 8.50304, 8.50304, 8.50304, 8.50304, 9.92869, 8.50304, 8.50384, 8.50304
3.25682, 10, 10.04, 8.5548, 3.4641, -0.0400324, 0, 8.55482, 8.55488, 8.68353, 8.55669, 8.57425, 8.5548, 8.5548, 8.5548, 8.5548, 8.5548, 8.5548, 8.5548, 9.88863, 8.5548, 8.55601, 8.5548
3.26473, 14, 10.0089, 8.60952, 4, 3.99106, 0, 8.60955, 8.60961, 8.73826, 8.61141, 8.62941, 8.60952, 8.60952, 8.60952, 8.60952, 8.60952, 8.60952, 8.60953, 9.8565, 8.60952, 8.61134, 8.60952
3.27265, 10, 9.98565, 8.66656, 3.4641, 0.0143528, 0, 8.66659, 8.66665, 8.7953, 8.66845, 8.68689, 8.66656, 8.66656, 8.66656, 8.66656, 8.66656, 8.66656, 8.66657, 9.83192, 8.66656, 8.66922, 8.66656
3.28056, 10, 9.96982, 8.72524, 3.4641, 0.0301819, 0, 8.72527, 8.72533, 8.85398, 8.72713, 8.74602, 8.72524, 8.72524, 8.72524, 8.72524, 8.72524, 8.72524, 8.72525, 9.81446, 8.72524, 8.72909, 8.72524
3.28848, 8, 9.96105, 8.78491, 3.16228, -1.96105, 0, 8.78494, 8.785, 8.91365, 8.7868, 8.80614, 8.78491, 8.78491, 8.78491, 8.78491, 8.78491, 8.78491, 8.78491, 9.80362, 8.78491, 8.79039, 8.78491
3.29639, 12, 9.9589, 8.84495, 3.74166, 2.0411, 0, 8.84497, 8.84503, 8.97368, 8.84684, 8.86662, 8.84495, 8.84495, 8.84495, 8.84495, 8.84495, 8.84495, 8.84495, 9.7988, 8.84495, 8.85264, 8.84495
3.3043, 6, 9.96286, 8.90475, 2.82843, -3.96286, 0, 8.90478, 8.90484, 9.03349, 8.90664, 8.92689, 8.90475, 8.90475, 8.90475, 8.90475, 8.90475, 8.90475, 8.90476, 9.79935, 8.90475, 8.91539, 8.90475
3.31222, 16, 9.97238, 8.96379, 4.24264, 6.02762, 0, 8.96382, 8.96388, 9.09253, 8.96568, 8.98639, 8.96379, 8.96379, 8.96379, 8.96379, 8.96379, 8.96379, 8.9638, 9.80455, 8.96379, 8.97829, 8.96379
3.32013, 8, 9.98689, 9.02158, 3.16228, -1.98689, 0, 9.02161, 9.02166, 9.15031, 9.02347, 9.04464, 9.02158, 9.02158, 9.02158, 9.02158, 9.02158, 9.02158, 9.02158, 9.81363, 9.02158, 9.04104, 9.02158
3.32805, 12, 10.0058, 9.07771, 3.74166, 1.99416, 0, 9.07774, 9.07779, 9.20644, 9.0796, 9.10124, 9.07771, 9.07771, 9.07771, 9.07771, 9.07771, 9.07771, 9.07771, 9.82582, 9.07771, 9.10345, 9.07771
3.33596, 8, 10.0287, 9.13183, 3.16228, -2.02867, 0, 9.13186, 9.13192, 9.26057, 9.13372, 9.15585, 9.13183, 9.13183, 9.13183, 9.13183, 9.13183, 9.13183, 9.13183, 9.84036, 9.13183, 9.1654, 9.13183
3.34387, 4, 10.0549, 9.18371, 2.44949, -6.05488, 0, 9.18374, 9.1838, 9.31245, 9.1856, 9.20822, 9.18371, 9.18371, 9.18371, 9.18371, 9.18371, 9.18371, 9.18371, 9.85652, 9.18371, 9.22684, 9.18371
3.35179, 8, 10.084, 9.2332, 3.16228, -2.08401, 0, 9.23323, 9.23328, 9.36193, 9.23509, 9.25821, 9.2332, 9.2332, 9.2332, 9.2332, 9.2332, 9.2332, 9.2332, 9.87366, 9.2332, 9.28781, 9.2332
3.3597, 26, 10.1156, 9.28024, 5.2915, 15.8844, 0, 9.28026, 9.28032, 9.40897, 9.28212, 9.30577, 9.28024, 9.28024, 9.28024, 9.28024, 9.28024, 9.28024, 9.28024, 9.89123, 9.28024, 9.34839, 9.28024
3.36761, 6, 10.1495, 9.32488, 2.82843, -4.14945, 0, 9.32491, 9.32496, 9.45361, 9.32677, 9.35097, 9.32488, 9.32488, 9.32488, 9.32488, 9.32488, 9.32488, 9.32488, 9.9088, 9.32488, 9.4087, 9.32488
3.37553, 2, 10.1851, 9.36729, 2, -8.18514, 0, 9.36731, 9.36737, 9.49602, 9.36917, 9.394, 9.36729, 9.36729, 9.36729, 9.36729, 9.36729, 9.36729, 9.36729, 9.92606, 9.36729, 9.46891, 9.36729
3.38344, 6, 10.2225, 9.40772, 2.82843, -4.22247, 0, 9.40775, 9.4078, 9.53645, 9.40961, 9.43516, 9.40772, 9.40772, 9.40772, 9.40772, 9.40772, 9.40772, 9.40772, 9.94286, 9.40772, 9.52916, 9.40772
3.39136, 10, 10.2612, 9.44651, 3.4641, -0.26124, 0, 9.44654, 9.44659, 9.57524, 9.4484, 9.47483, 9.44651, 9.44651, 9.44651, 9.44651, 9.44651, 9.44651, 9.44651, 9.95915, 9.44651, 9.58955, 9.44651
3.39927, 2, 10.3013, 9.48409, 2, -8.30131, 0, 9.48412, 9.48417, 9.61283, 9.48598, 9.51355, 9.48409, 9.48409, 9.48409, 9.48409, 9.48409, 9.48409, 9.48409, 9.97503, 9.48409, 9.65018, 9.48409
3.40718, 10, 10.3426, 9.52094, 3.4641, -0.342569, 0, 9.52096, 9.52102, 9.64967, 9.52282, 9.55195, 9.52094, 9.52094, 9.52094, 9.52094, 9.52094, 9.52094, 9.52094, 9.99072, 9.52094, 9.71103, 9.52094
3.4151, 10, 10.385, 9.55755, 3.4641, -0.384962, 0, 9.55758, 9.55763, 9.68628, 9.55944, 9.59076, 9.55755, 9.55755, 9.55755, 9.55755, 9.55755, 9.55755, 9.55755, 10.0065, 9.55755, 9.77205, 9.55755
3.42301, 14, 10.4285, 9.59446, 4, 3.57146, 0, 9.59449, 9.59454, 9.7232, 9.59635, 9.63087, 9.59446, 9.59446, 9.59446, 9.59446, 9.59446, 9.59446, 9.59446, 10.0228, 9.59446, 9.83308, 9.59446
3.43092, 4, 10.4735, 9.63218, 2.44949, -6.47349, 0, 9.63221, 9.63227, 9.76092, 9.63407, 9.6733, 9.63218, 9.63218, 9.63218, 9.63218, 9.63218, 9.63218, 9.63219, 10.0399, 9.63218, 9.89389, 9.63218
3.43884, 2, 10.5202, 9.67121, 2, -8.52022, 0, 9.67124, 9.67129, 9.79994, 9.6731, 9.71931, 9.67121, 9.67121, 9.67121, 9.67121, 9.67121, 9.67121, 9.67121, 10.0584, 9.67121, 9.95419, 9.67121
3.44675, 6, 10.5695, 9.71196, 2.82843, -4.56946, 0, 9.71199, 9.71204, 9.84069, 9.71385, 9.77039, 9.71196, 9.71196, 9.71196, 9.71196, 9.71196, 9.71196, 9.71196, 10.0786, 9.71196, 10.0137, 9.71196
3.45467, 2, 10.6224, 9.75481, 2, -8.62239, 0, 9.75483, 9.75489, 9.88354, 9.75669, 9.82841, 9.75481, 9.75481, 9.75481, 9.75481, 9.75481, 9.75481, 9.75481, 10.1009, 9.75481, 10.072, 9.75481
3.46258, 8, 10.6808, 9.80004, 3.16228, -2.68081, 0, 9.80007, 9.80012, 9.92877, 9.80193, 9.89571, 9.80004, 9.80004, 9.80004, 9.80004, 9.80004, 9.80004, 9.80004, 10.1256, 9.80004, 10.1288, 9.80004
3.47049, 4, 10.7473, 9.84787, 2.44949, -6.74727, 0, 9.84789, 9.84795, 9.9766, 9.84975, 9.97525, 9.84787, 9.84787, 9.84787, 9.84787, 9.84787, 9.84787, 9.84787, 10.1531, 9.84787, 10.1839, 9.84787
3.47841, 2, 10.8253, 9.8984, 2, -8.82531, 0, 9.89843, 9.89849, 10.0271, 9.90029, 10.0708, 9.8984, 9.8984, 9.8984, 9.8984, 9.8984, 9.8984, 9.89841, 10.1835, 9.8984, 10.2371, 9.8984
3.48632, 6, 10.9196, 9.9517, 2.82843, -4.91962, 0, 9.95173, 9.95179, 10.0804, 9.95359, 10.1869, 9.9517, 9.9517, 9.9517, 9.9517, 9.9517, 9.9517, 9.9517, 10.2169, 9.9517, 10.2884, 9.9517
3.49423, 8, 11.0362, 10.0077, 3.16228, -3.03617, 0, 10.0078, 10.0078, 10.1365, 10.0096, 10.3296, 10.0077, 10.0077, 10.0077, 10.0077, 10.0077, 10.0077, 10.0077, 10.2535, 10.0077, 10.3378, 10.0077
3.50215, 12, 11.1824, 10.0664, 3.74166, 0.817579, 0, 10.0664, 10.0665, 10.1951, 10.0683, 10.5057, 10.0664, 10.0664, 10.0664, 10.0664, 10.0664, 10.0664, 10.0664, 10.2932, 10.0664, 10.3855, 10.0664
3.51006, 8, 11.3673, 10.1275, 3.16228, -3.3673, 0, 10.1275, 10.1276, 10.2563, 10.1294, 10.7237, 10.1275, 10.1275, 10.1275, 10.1275, 10.1275, 10.1275, 10.1275, 10.336, 10.1275, 10.4318, 10.1275
3.51798, 6, 11.6013, 10.191, 2.82843, -5.60125, 0, 10.191, 10.1911, 10.3197, 10.1929, 10.9935, 10.191, 10.191, 10.191, 10.191, 10.191, 10.191, 10.191, 10.3818, 10.191, 10.4772, 10.191
3.52589, 10, 11.896, 10.2565, 3.4641, -1.89602, 0, 10.2565, 10.2566, 10.3852, 10.2584, 11.3258, 10.2565, 10.2565, 10.2565, 10.2565, 10.2565, 10.2565, 10.2565, 10.4304, 10.2565, 10.522, 10.2565
3.5338, 6, 12.2644, 10.3239, 2.82843, -6.26438, 0, 10.324, 10.324, 10.4527, 10.3258, 11.7329, 10.3239, 10.3239, 10.3239, 10.3239, 10.3239, 10.3239, 10.3239, 10.4818, 10.3239, 10.5669, 10.3239
3.54172, 12, 12.7197, 10.393, 3.74166, -0.719655, 0, 10.393, 10.3931, 10.5217, 10.3949, 12.227, 10.393, 10.393, 10.393, 10.393, 10.393, 10.393, 10.393, 10.5356, 10.393, 10.6123, 10.393
3.54963, 8, 13.2751, 10.4635, 3.16228, -5.27507, 0, 10.4636, 10.4636, 10.5923, 10.4654, 12.8208, 10.4635, 10.4635, 10.4635, 10.4635, 10.4635, 10.4635, 10.4635, 10.5918, 10.4635, 10.6588, 10.4635
3.55755, 10, 13.9428, 10.5353, 3.4641, -3.9428, 0, 10.5353, 10.5354, 10.664, 10.5372, 13.5256, 10.5353, 10.5353, 10.5353, 10.5353, 10.5353, 10.5353, 10.5353, 10.6502, 10.5353, 10.7068, 10.5353
3.56546, 16, 14.7331, 10.6081, 4.24264, 1.26694, 0, 10.6081, 10.6082, 10.7368, 10.61, 14.3512, 10.6081, 10.6081, 10.6081, 10.6081, 10.6081, 10.6081, 10.6081, 10.7106, 10.6081, 10.7567, 10.6081
3.57337, 24, 15.653, 10.6818, 5.09902, 8.34699, 0, 10.6818, 10.6819, 10.8106, 10.6837, 15.3042, 10.6818, 10.6818, 10.6818, 10.6818, 10.6818, 10.6818, 10.6818, 10.7728, 10.6818, 10.8089, 10.6818
3.58129, 20, 16.7053, 10.7563, 4.69042, 3.29467, 0, 10.7563, 10.7564, 10.885, 10.7582, 16.387, 10.7563, 10.7563, 10.7563, 10.7563, 10.7563, 10.7563, 10.7563, 10.8367, 10.7563, 10.8634, 10.7563
3.5892, 14, 17.8875, 10.8314, 4, -3.88749, 0, 10.8314, 10.8315, 10.9601, 10.8333, 17.5968, 10.8314, 10.8314, 10.8314, 10.8314, 10.8314, 10.8314, 10.8314, 10.9022, 10.8314, 10.9206, 10.8314
