   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_29.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
14.8584, 4, 0.551046, 0.551044, 2.44949, 3.44895, 0, 0.551044, 0.551044, 0.551044, 0.551044, 0.551044, 0.551044, 0.551044, 0.551044, 0.551044, 0.551044, 0.551044, 0.551046, 0.551044, 0.551044, 0.551044, 0.551044
14.8664, 0, 0.54993, 0.549929, 1.41421, -0.54993, 0, 0.549929, 0.549929, 0.549929, 0.549929, 0.549929, 0.549929, 0.549929, 0.549929, 0.549929, 0.549929, 0.549929, 0.54993, 0.549929, 0.549929, 0.549929, 0.549929
14.8743, 2, 0.54755, 0.547548, 2, 1.45245, 0, 0.547548, 0.547548, 0.547548, 0.547548, 0.547548, 0.547548, 0.547548, 0.547548, 0.547548, 0.547548, 0.547548, 0.54755, 0.547548, 0.547548, 0.547548, 0.547548
14.8822, 0, 0.545174, 0.545172, 1.41421, -0.545174, 0, 0.545172, 0.545172, 0.545172, 0.545172, 0.545172, 0.545172, 0.545172, 0.545172, 0.545172, 0.545172, 0.545172, 0.545174, 0.545172, 0.545172, 0.545172, 0.545172
14.8901, 2, 0.549187, 0.549186, 2, 1.45081, 0, 0.549186, 0.549186, 0.549186, 0.549186, 0.549186, 0.549186, 0.549186, 0.549186, 0.549186, 0.549186, 0.549186, 0.549187, 0.549186, 0.549186, 0.549186, 0.549186
14.898, 4, 0.550485, 0.550483, 2.44949, 3.44952, 0, 0.550483, 0.550483, 0.550483, 0.550483, 0.550483, 0.550483, 0.550483, 0.550483, 0.550483, 0.550483, 0.550483, 0.550485, 0.550483, 0.550483, 0.550483, 0.550483
14.9059, 4, 0.549413, 0.549411, 2.44949, 3.45059, 0, 0.549411, 0.549411, 0.549411, 0.549411, 0.549411, 0.549411, 0.549411, 0.549411, 0.549411, 0.549411, 0.549411, 0.549413, 0.549411, 0.549411, 0.549411, 0.549411
14.9138, 0, 0.547158, 0.547157, 1.41421, -0.547158, 0, 0.547157, 0.547157, 0.547157, 0.547157, 0.547157, 0.547157, 0.547157, 0.547157, 0.547157, 0.547157, 0.547157, 0.547158, 0.547157, 0.547157, 0.547157, 0.547157
14.9218, 6, 0.544909, 0.544908, 2.82843, 5.45509, 0, 0.544908, 0.544908, 0.544908, 0.544908, 0.544908, 0.544908, 0.544908, 0.544908, 0.544908, 0.544908, 0.544908, 0.544909, 0.544908, 0.544908, 0.544908, 0.544908
14.9297, 6, 0.548641, 0.548639, 2.82843, 5.45136, 0, 0.548639, 0.548639, 0.548639, 0.548639, 0.548639, 0.548639, 0.548639, 0.548639, 0.548639, 0.548639, 0.548639, 0.548641, 0.548639, 0.548639, 0.548639, 0.548639
14.9376, 2, 0.549847, 0.549846, 2, 1.45015, 0, 0.549846, 0.549846, 0.549846, 0.549846, 0.549846, 0.549846, 0.549846, 0.549846, 0.549846, 0.549846, 0.549846, 0.549847, 0.549846, 0.549846, 0.549846, 0.549846
14.9455, 2, 0.548846, 0.548844, 2, 1.45115, 0, 0.548844, 0.548844, 0.548844, 0.548844, 0.548844, 0.548844, 0.548844, 0.548844, 0.548844, 0.548844, 0.548844, 0.548846, 0.548844, 0.548844, 0.548844, 0.548844
14.9534, 2, 0.546743, 0.546742, 2, 1.45326, 0, 0.546742, 0.546742, 0.546742, 0.546742, 0.546742, 0.546742, 0.546742, 0.546742, 0.546742, 0.546742, 0.546742, 0.546743, 0.546742, 0.546742, 0.546742, 0.546742
14.9613, 0, 0.544645, 0.544643, 1.41421, -0.544645, 0, 0.544643, 0.544643, 0.544643, 0.544643, 0.544643, 0.544643, 0.544643, 0.544643, 0.544643, 0.544643, 0.544643, 0.544645, 0.544643, 0.544643, 0.544643, 0.544643
14.9692, 2, 0.548009, 0.548007, 2, 1.45199, 0, 0.548007, 0.548007, 0.548007, 0.548007, 0.548007, 0.548007, 0.548007, 0.548007, 0.548007, 0.548007, 0.548007, 0.548009, 0.548007, 0.548007, 0.548007, 0.548007
14.9771, 0, 0.549065, 0.549064, 1.41421, -0.549065, 0, 0.549064, 0.549064, 0.549064, 0.549064, 0.549064, 0.549064, 0.549064, 0.549064, 0.549064, 0.549064, 0.549064, 0.549065, 0.549064, 0.549064, 0.549064, 0.549064
14.9851, 2, 0.548102, 0.5481, 2, 1.4519, 0, 0.5481, 0.5481, 0.5481, 0.5481, 0.5481, 0.5481, 0.5481, 0.5481, 0.5481, 0.5481, 0.5481, 0.548102, 0.5481, 0.5481, 0.5481, 0.5481
14.993, 0, 0.546131, 0.54613, 1.41421, -0.546131, 0, 0.54613, 0.54613, 0.54613, 0.54613, 0.54613, 0.54613, 0.54613, 0.54613, 0.54613, 0.54613, 0.54613, 0.546131, 0.54613, 0.54613, 0.54613, 0.54613
15.0009, 0, 0.544165, 0.544163, 1.41421, -0.544165, 0, 0.544163, 0.544163, 0.544163, 0.544163, 0.544163, 0.544163, 0.544163, 0.544163, 0.544163, 0.544163, 0.544163, 0.544165, 0.544163, 0.544163, 0.544163, 0.544163
15.0088, 6, 0.547201, 0.5472, 2.82843, 5.4528, 0, 0.5472, 0.5472, 0.5472, 0.5472, 0.5472, 0.5472, 0.5472, 0.5472, 0.5472, 0.5472, 0.5472, 0.547201, 0.5472, 0.5472, 0.5472, 0.5472
15.0167, 0, 0.548151, 0.548149, 1.41421, -0.548151, 0, 0.548149, 0.548149, 0.548149, 0.548149, 0.548149, 0.548149, 0.548149, 0.548149, 0.548149, 0.548149, 0.548149, 0.548151, 0.548149, 0.548149, 0.548149, 0.548149
15.0246, 4, 0.54727, 0.547268, 2.44949, 3.45273, 0, 0.547268, 0.547268, 0.547268, 0.547268, 0.547268, 0.547268, 0.547268, 0.547268, 0.547268, 0.547268, 0.547268, 0.54727, 0.547268, 0.547268, 0.547268, 0.547268
15.0325, 2, 0.545476, 0.545474, 2, 1.45452, 0, 0.545474, 0.545474, 0.545474, 0.545474, 0.545474, 0.545474, 0.545474, 0.545474, 0.545474, 0.545474, 0.545474, 0.545476, 0.545474, 0.545474, 0.545474, 0.545474
15.0405, 0, 0.543685, 0.543683, 1.41421, -0.543685, 0, 0.543683, 0.543683, 0.543683, 0.543683, 0.543683, 0.543683, 0.543683, 0.543683, 0.543683, 0.543683, 0.543683, 0.543685, 0.543683, 0.543683, 0.543683, 0.543683
15.0484, 0, 0.546318, 0.546316, 1.41421, -0.546318, 0, 0.546316, 0.546316, 0.546316, 0.546316, 0.546316, 0.546316, 0.546316, 0.546316, 0.546316, 0.546316, 0.546316, 0.546318, 0.546316, 0.546316, 0.546316, 0.546316
15.0563, 4, 0.547093, 0.547092, 2.44949, 3.45291, 0, 0.547092, 0.547092, 0.547092, 0.547092, 0.547092, 0.547092, 0.547092, 0.547092, 0.547092, 0.547092, 0.547092, 0.547093, 0.547092, 0.547092, 0.547092, 0.547092
15.0642, 2, 0.546239, 0.546238, 2, 1.45376, 0, 0.546238, 0.546238, 0.546238, 0.546238, 0.546238, 0.546238, 0.546238, 0.546238, 0.546238, 0.546238, 0.546238, 0.546239, 0.546238, 0.546238, 0.546238, 0.546238
15.0721, 0, 0.544572, 0.544571, 1.41421, -0.544572, 0, 0.544571, 0.544571, 0.544571, 0.544571, 0.544571, 0.544571, 0.544571, 0.544571, 0.544571, 0.544571, 0.544571, 0.544572, 0.544571, 0.544571, 0.544571, 0.544571
15.08, 2, 0.542908, 0.542906, 2, 1.45709, 0, 0.542906, 0.542906, 0.542906, 0.542906, 0.542906, 0.542906, 0.542906, 0.542906, 0.542906, 0.542906, 0.542906, 0.542908, 0.542906, 0.542906, 0.542906, 0.542906
15.0879, 0, 0.545201, 0.5452, 1.41421, -0.545201, 0, 0.5452, 0.5452, 0.5452, 0.5452, 0.5452, 0.5452, 0.5452, 0.5452, 0.5452, 0.5452, 0.5452, 0.545201, 0.5452, 0.5452, 0.5452, 0.5452
15.0959, 4, 0.545867, 0.545865, 2.44949, 3.45413, 0, 0.545865, 0.545865, 0.545865, 0.545865, 0.545865, 0.545865, 0.545865, 0.545865, 0.545865, 0.545865, 0.545865, 0.545867, 0.545865, 0.545865, 0.545865, 0.545865
15.1038, 0, 0.545098, 0.545096, 1.41421, -0.545098, 0, 0.545096, 0.545096, 0.545096, 0.545096, 0.545096, 0.545096, 0.545096, 0.545096, 0.545096, 0.545096, 0.545096, 0.545098, 0.545096, 0.545096, 0.545096, 0.545096
15.1117, 2, 0.543613, 0.543612, 2, 1.45639, 0, 0.543612, 0.543612, 0.543612, 0.543612, 0.543612, 0.543612, 0.543612, 0.543612, 0.543612, 0.543612, 0.543612, 0.543613, 0.543612, 0.543612, 0.543612, 0.543612
15.1196, 4, 0.542131, 0.542129, 2.44949, 3.45787, 0, 0.542129, 0.542129, 0.542129, 0.542129, 0.542129, 0.542129, 0.542129, 0.542129, 0.542129, 0.542129, 0.542129, 0.542131, 0.542129, 0.542129, 0.542129, 0.542129
15.1275, 0, 0.54397, 0.543969, 1.41421, -0.54397, 0, 0.543969, 0.543969, 0.543969, 0.543969, 0.543969, 0.543969, 0.543969, 0.543969, 0.543969, 0.543969, 0.543969, 0.54397, 0.543969, 0.543969, 0.543969, 0.543969
15.1354, 0, 0.544432, 0.54443, 1.41421, -0.544432, 0, 0.54443, 0.54443, 0.54443, 0.54443, 0.54443, 0.54443, 0.54443, 0.54443, 0.54443, 0.54443, 0.54443, 0.544432, 0.54443, 0.54443, 0.54443, 0.54443
15.1433, 2, 0.543676, 0.543675, 2, 1.45632, 0, 0.543675, 0.543675, 0.543675, 0.543675, 0.543675, 0.543675, 0.543675, 0.543675, 0.543675, 0.543675, 0.543675, 0.543676, 0.543675, 0.543675, 0.543675, 0.543675
15.1513, 4, 0.542315, 0.542313, 2.44949, 3.45769, 0, 0.542313, 0.542313, 0.542313, 0.542313, 0.542313, 0.542313, 0.542313, 0.542313, 0.542313, 0.542313, 0.542313, 0.542315, 0.542313, 0.542313, 0.542313, 0.542313
15.1592, 4, 0.540955, 0.540953, 2.44949, 3.45905, 0, 0.540953, 0.540953, 0.540953, 0.540953, 0.540953, 0.540953, 0.540953, 0.540953, 0.540953, 0.540953, 0.540953, 0.540955, 0.540953, 0.540953, 0.540953, 0.540953
15.1671, 4, 0.542426, 0.542425, 2.44949, 3.45757, 0, 0.542425, 0.542425, 0.542425, 0.542425, 0.542425, 0.542425, 0.542425, 0.542425, 0.542425, 0.542425, 0.542425, 0.542426, 0.542425, 0.542425, 0.542425, 0.542425
15.175, 2, 0.542768, 0.542767, 2, 1.45723, 0, 0.542767, 0.542767, 0.542767, 0.542767, 0.542767, 0.542767, 0.542767, 0.542767, 0.542767, 0.542767, 0.542767, 0.542768, 0.542767, 0.542767, 0.542767, 0.542767
15.1829, 6, 0.542106, 0.542104, 2.82843, 5.45789, 0, 0.542104, 0.542104, 0.542104, 0.542104, 0.542104, 0.542104, 0.542104, 0.542104, 0.542104, 0.542104, 0.542104, 0.542106, 0.542104, 0.542104, 0.542104, 0.542104
15.1908, 2, 0.540942, 0.540941, 2, 1.45906, 0, 0.540941, 0.540941, 0.540941, 0.540941, 0.540941, 0.540941, 0.540941, 0.540941, 0.540941, 0.540941, 0.540941, 0.540942, 0.540941, 0.540941, 0.540941, 0.540941
15.1987, 6, 0.53978, 0.539778, 2.82843, 5.46022, 0, 0.539778, 0.539778, 0.539778, 0.539778, 0.539778, 0.539778, 0.539778, 0.539778, 0.539778, 0.539778, 0.539778, 0.53978, 0.539778, 0.539778, 0.539778, 0.539778
15.2066, 0, 0.540733, 0.540731, 1.41421, -0.540733, 0, 0.540731, 0.540731, 0.540731, 0.540731, 0.540731, 0.540731, 0.540731, 0.540731, 0.540731, 0.540731, 0.540731, 0.540733, 0.540731, 0.540731, 0.540731, 0.540731
15.2146, 0, 0.540832, 0.540831, 1.41421, -0.540832, 0, 0.540831, 0.540831, 0.540831, 0.540831, 0.540831, 0.540831, 0.540831, 0.540831, 0.540831, 0.540831, 0.540831, 0.540832, 0.540831, 0.540831, 0.540831, 0.540831
15.2225, 2, 0.540169, 0.540168, 2, 1.45983, 0, 0.540168, 0.540168, 0.540168, 0.540168, 0.540168, 0.540168, 0.540168, 0.540168, 0.540168, 0.540168, 0.540168, 0.540169, 0.540168, 0.540168, 0.540168, 0.540168
15.2304, 2, 0.539126, 0.539124, 2, 1.46087, 0, 0.539124, 0.539124, 0.539124, 0.539124, 0.539124, 0.539124, 0.539124, 0.539124, 0.539124, 0.539124, 0.539124, 0.539126, 0.539124, 0.539124, 0.539124, 0.539124
15.2383, 4, 0.538083, 0.538082, 2.44949, 3.46192, 0, 0.538082, 0.538082, 0.538082, 0.538082, 0.538082, 0.538082, 0.538082, 0.538082, 0.538082, 0.538082, 0.538082, 0.538083, 0.538082, 0.538082, 0.538082, 0.538082
15.2462, 2, 0.538613, 0.538612, 2, 1.46139, 0, 0.538612, 0.538612, 0.538612, 0.538612, 0.538612, 0.538612, 0.538612, 0.538612, 0.538612, 0.538612, 0.538612, 0.538613, 0.538612, 0.538612, 0.538612, 0.538612
15.2541, 4, 0.53858, 0.538578, 2.44949, 3.46142, 0, 0.538578, 0.538578, 0.538578, 0.538578, 0.538578, 0.538578, 0.538578, 0.538578, 0.538578, 0.538578, 0.538578, 0.53858, 0.538578, 0.538578, 0.538578, 0.538578
15.262, 2, 0.538023, 0.538022, 2, 1.46198, 0, 0.538022, 0.538022, 0.538022, 0.538022, 0.538022, 0.538022, 0.538022, 0.538022, 0.538022, 0.538022, 0.538022, 0.538023, 0.538022, 0.538022, 0.538022, 0.538022
15.27, 2, 0.537206, 0.537205, 2, 1.46279, 0, 0.537205, 0.537205, 0.537205, 0.537205, 0.537205, 0.537205, 0.537205, 0.537205, 0.537205, 0.537205, 0.537205, 0.537206, 0.537205, 0.537205, 0.537205, 0.537205
15.2779, 2, 0.53639, 0.536388, 2, 1.46361, 0, 0.536388, 0.536388, 0.536388, 0.536388, 0.536388, 0.536388, 0.536388, 0.536388, 0.536388, 0.536388, 0.536388, 0.53639, 0.536388, 0.536388, 0.536388, 0.536388
15.2858, 4, 0.536067, 0.536065, 2.44949, 3.46393, 0, 0.536065, 0.536065, 0.536065, 0.536065, 0.536065, 0.536065, 0.536065, 0.536065, 0.536065, 0.536065, 0.536065, 0.536067, 0.536065, 0.536065, 0.536065, 0.536065
15.2937, 0, 0.535562, 0.535561, 1.41421, -0.535562, 0, 0.535561, 0.535561, 0.535561, 0.535561, 0.535561, 0.535561, 0.535561, 0.535561, 0.535561, 0.535561, 0.535561, 0.535562, 0.535561, 0.535561, 0.535561, 0.535561
15.3016, 2, 0.534922, 0.534921, 2, 1.46508, 0, 0.534921, 0.534921, 0.534921, 0.534921, 0.534921, 0.534921, 0.534921, 0.534921, 0.534921, 0.534921, 0.534921, 0.534922, 0.534921, 0.534921, 0.534921, 0.534921
15.3095, 2, 0.53409, 0.534088, 2, 1.46591, 0, 0.534088, 0.534088, 0.534088, 0.534088, 0.534088, 0.534088, 0.534088, 0.534088, 0.534088, 0.534088, 0.534088, 0.53409, 0.534088, 0.534088, 0.534088, 0.534088
15.3174, 0, 0.533099, 0.533098, 1.41421, -0.533099, 0, 0.533098, 0.533098, 0.533098, 0.533098, 0.533098, 0.533098, 0.533098, 0.533098, 0.533098, 0.533098, 0.533098, 0.533099, 0.533098, 0.533098, 0.533098, 0.533098
15.3254, 0, 0.531934, 0.531933, 1.41421, -0.531934, 0, 0.531933, 0.531933, 0.531933, 0.531933, 0.531933, 0.531933, 0.531933, 0.531933, 0.531933, 0.531933, 0.531933, 0.531934, 0.531933, 0.531933, 0.531933, 0.531933
15.3333, 0, 0.530635, 0.530633, 1.41421, -0.530635, 0, 0.530633, 0.530633, 0.530633, 0.530633, 0.530633, 0.530633, 0.530633, 0.530633, 0.530633, 0.530633, 0.530633, 0.530635, 0.530633, 0.530633, 0.530633, 0.530633
15.3412, 0, 0.529245, 0.529243, 1.41421, -0.529245, 0, 0.529243, 0.529243, 0.529243, 0.529243, 0.529243, 0.529243, 0.529243, 0.529243, 0.529243, 0.529243, 0.529243, 0.529245, 0.529243, 0.529243, 0.529243, 0.529243
15.3491, 2, 0.527799, 0.527798, 2, 1.4722, 0, 0.527798, 0.527798, 0.527798, 0.527798, 0.527798, 0.527798, 0.527798, 0.527798, 0.527798, 0.527798, 0.527798, 0.527799, 0.527798, 0.527798, 0.527798, 0.527798
15.357, 0, 0.52621, 0.526208, 1.41421, -0.52621, 0, 0.526208, 0.526208, 0.526208, 0.526208, 0.526208, 0.526208, 0.526208, 0.526208, 0.526208, 0.526208, 0.526208, 0.52621, 0.526208, 0.526208, 0.526208, 0.526208
15.3649, 0, 0.524492, 0.524491, 1.41421, -0.524492, 0, 0.524491, 0.524491, 0.524491, 0.524491, 0.524491, 0.524491, 0.524491, 0.524491, 0.524491, 0.524491, 0.524491, 0.524492, 0.524491, 0.524491, 0.524491, 0.524491
15.3728, 2, 0.522683, 0.522681, 2, 1.47732, 0, 0.522681, 0.522681, 0.522681, 0.522681, 0.522681, 0.522681, 0.522681, 0.522681, 0.522681, 0.522681, 0.522681, 0.522683, 0.522681, 0.522681, 0.522681, 0.522681
15.3808, 0, 0.520676, 0.520674, 1.41421, -0.520676, 0, 0.520674, 0.520674, 0.520674, 0.520674, 0.520674, 0.520674, 0.520674, 0.520674, 0.520674, 0.520674, 0.520674, 0.520675, 0.520674, 0.520674, 0.520674, 0.520674
15.3887, 0, 0.518495, 0.518493, 1.41421, -0.518495, 0, 0.518493, 0.518493, 0.518493, 0.518493, 0.518493, 0.518493, 0.518493, 0.518493, 0.518493, 0.518493, 0.518493, 0.518495, 0.518493, 0.518493, 0.518493, 0.518493
15.3966, 2, 0.516084, 0.516083, 2, 1.48392, 0, 0.516083, 0.516083, 0.516083, 0.516083, 0.516083, 0.516083, 0.516083, 0.516083, 0.516083, 0.516083, 0.516083, 0.516084, 0.516083, 0.516083, 0.516083, 0.516083
15.4045, 2, 0.513491, 0.513489, 2, 1.48651, 0, 0.513489, 0.513489, 0.513489, 0.513489, 0.513489, 0.513489, 0.513489, 0.513489, 0.513489, 0.513489, 0.513489, 0.513491, 0.513489, 0.513489, 0.513489, 0.513489
15.4124, 2, 0.510809, 0.510808, 2, 1.48919, 0, 0.510808, 0.510808, 0.510808, 0.510808, 0.510808, 0.510808, 0.510808, 0.510808, 0.510808, 0.510808, 0.510808, 0.510809, 0.510808, 0.510808, 0.510808, 0.510808
15.4203, 0, 0.508135, 0.508134, 1.41421, -0.508135, 0, 0.508134, 0.508134, 0.508134, 0.508134, 0.508134, 0.508134, 0.508134, 0.508134, 0.508134, 0.508134, 0.508134, 0.508135, 0.508134, 0.508134, 0.508134, 0.508134
15.4282, 0, 0.505949, 0.505948, 1.41421, -0.505949, 0, 0.505948, 0.505948, 0.505948, 0.505948, 0.505948, 0.505948, 0.505948, 0.505948, 0.505948, 0.505948, 0.505948, 0.505949, 0.505948, 0.505948, 0.505948, 0.505948
15.4362, 2, 0.50342, 0.503418, 2, 1.49658, 0, 0.503418, 0.503418, 0.503418, 0.503418, 0.503418, 0.503418, 0.503418, 0.503418, 0.503418, 0.503418, 0.503418, 0.50342, 0.503418, 0.503418, 0.503418, 0.503418
15.4441, 0, 0.500587, 0.500585, 1.41421, -0.500587, 0, 0.500585, 0.500585, 0.500585, 0.500585, 0.500585, 0.500585, 0.500585, 0.500585, 0.500585, 0.500585, 0.500585, 0.500587, 0.500585, 0.500585, 0.500585, 0.500585
15.452, 0, 0.497607, 0.497605, 1.41421, -0.497607, 0, 0.497605, 0.497605, 0.497605, 0.497605, 0.497605, 0.497605, 0.497605, 0.497605, 0.497605, 0.497605, 0.497605, 0.497607, 0.497605, 0.497606, 0.497605, 0.497605
15.4599, 2, 0.494637, 0.494635, 2, 1.50536, 0, 0.494635, 0.494635, 0.494635, 0.494635, 0.494635, 0.494635, 0.494635, 0.494635, 0.494635, 0.494635, 0.494635, 0.494636, 0.494635, 0.494635, 0.494635, 0.494635
15.4678, 2, 0.492568, 0.492566, 2, 1.50743, 0, 0.492566, 0.492566, 0.492566, 0.492566, 0.492566, 0.492566, 0.492566, 0.492566, 0.492566, 0.492566, 0.492566, 0.492568, 0.492566, 0.492567, 0.492566, 0.492566
15.4757, 0, 0.490054, 0.490052, 1.41421, -0.490054, 0, 0.490052, 0.490052, 0.490052, 0.490052, 0.490052, 0.490052, 0.490052, 0.490052, 0.490052, 0.490052, 0.490052, 0.490053, 0.490052, 0.490052, 0.490052, 0.490052
15.4836, 0, 0.487152, 0.48715, 1.41421, -0.487152, 0, 0.48715, 0.48715, 0.48715, 0.48715, 0.48715, 0.48715, 0.48715, 0.48715, 0.48715, 0.48715, 0.48715, 0.487152, 0.48715, 0.487151, 0.48715, 0.48715
15.4915, 0, 0.484063, 0.484061, 1.41421, -0.484063, 0, 0.484061, 0.484061, 0.484061, 0.484061, 0.484061, 0.484061, 0.484061, 0.484061, 0.484061, 0.484061, 0.484061, 0.484062, 0.484061, 0.484061, 0.484061, 0.484061
15.4995, 0, 0.480983, 0.480981, 1.41421, -0.480983, 0, 0.480981, 0.480981, 0.480981, 0.480981, 0.480981, 0.480981, 0.480981, 0.480981, 0.480981, 0.480981, 0.480981, 0.480982, 0.480981, 0.480982, 0.480981, 0.480981
15.5074, 2, 0.479087, 0.479084, 2, 1.52091, 0, 0.479084, 0.479084, 0.479084, 0.479084, 0.479084, 0.479084, 0.479084, 0.479084, 0.479084, 0.479084, 0.479084, 0.479085, 0.479084, 0.479085, 0.479084, 0.479084
15.5153, 2, 0.476651, 0.476647, 2, 1.52335, 0, 0.476647, 0.476647, 0.476647, 0.476647, 0.476647, 0.476647, 0.476647, 0.476647, 0.476647, 0.476647, 0.476647, 0.476649, 0.476647, 0.476649, 0.476647, 0.476647
15.5232, 2, 0.473754, 0.47375, 2, 1.52625, 0, 0.47375, 0.47375, 0.47375, 0.47375, 0.47375, 0.47375, 0.47375, 0.47375, 0.47375, 0.47375, 0.47375, 0.473752, 0.47375, 0.473752, 0.47375, 0.47375
15.5311, 2, 0.470633, 0.470629, 2, 1.52937, 0, 0.470629, 0.470629, 0.470629, 0.470629, 0.470629, 0.470629, 0.470629, 0.470629, 0.470629, 0.470629, 0.470629, 0.47063, 0.470629, 0.470631, 0.470629, 0.470629
15.539, 2, 0.467523, 0.467518, 2, 1.53248, 0, 0.467518, 0.467518, 0.467518, 0.467518, 0.467518, 0.467518, 0.467518, 0.467518, 0.467518, 0.467518, 0.467518, 0.46752, 0.467518, 0.467521, 0.467518, 0.467518
15.5469, 0, 0.465726, 0.465721, 1.41421, -0.465726, 0, 0.465721, 0.465721, 0.465721, 0.465721, 0.465721, 0.465721, 0.465721, 0.465721, 0.465721, 0.465721, 0.465721, 0.465722, 0.465721, 0.465725, 0.465721, 0.465721
15.5549, 0, 0.463312, 0.463306, 1.41421, -0.463312, 0, 0.463306, 0.463306, 0.463306, 0.463306, 0.463306, 0.463306, 0.463306, 0.463306, 0.463306, 0.463306, 0.463306, 0.463307, 0.463306, 0.463311, 0.463306, 0.463306
15.5628, 0, 0.460375, 0.460367, 1.41421, -0.460375, 0, 0.460367, 0.460367, 0.460367, 0.460367, 0.460367, 0.460367, 0.460367, 0.460367, 0.460367, 0.460367, 0.460367, 0.460369, 0.460367, 0.460373, 0.460367, 0.460367
15.5707, 0, 0.457183, 0.457174, 1.41421, -0.457183, 0, 0.457174, 0.457174, 0.457174, 0.457174, 0.457174, 0.457174, 0.457174, 0.457174, 0.457174, 0.457174, 0.457174, 0.457176, 0.457174, 0.457182, 0.457174, 0.457174
15.5786, 2, 0.454003, 0.453992, 2, 1.546, 0, 0.453992, 0.453992, 0.453992, 0.453992, 0.453992, 0.453992, 0.453992, 0.453992, 0.453992, 0.453992, 0.453992, 0.453994, 0.453992, 0.454001, 0.453992, 0.453992
15.5865, 4, 0.452346, 0.452334, 2.44949, 3.54765, 0, 0.452334, 0.452334, 0.452334, 0.452334, 0.452334, 0.452334, 0.452334, 0.452334, 0.452334, 0.452334, 0.452334, 0.452335, 0.452334, 0.452345, 0.452334, 0.452334
15.5944, 2, 0.450006, 0.449991, 2, 1.54999, 0, 0.449991, 0.449991, 0.449991, 0.449991, 0.449991, 0.449991, 0.449991, 0.449991, 0.449991, 0.449991, 0.449991, 0.449993, 0.449991, 0.450004, 0.449991, 0.449991
15.6023, 2, 0.447085, 0.447067, 2, 1.55292, 0, 0.447067, 0.447067, 0.447067, 0.447067, 0.447067, 0.447067, 0.447067, 0.447067, 0.447067, 0.447067, 0.447067, 0.447069, 0.447067, 0.447083, 0.447067, 0.447067
15.6103, 0, 0.443881, 0.44386, 1.41421, -0.443881, 0, 0.44386, 0.44386, 0.44386, 0.44386, 0.44386, 0.44386, 0.44386, 0.44386, 0.44386, 0.44386, 0.44386, 0.443862, 0.44386, 0.44388, 0.44386, 0.44386
15.6182, 10, 0.44069, 0.440665, 3.4641, 9.55931, 0, 0.440665, 0.440665, 0.440665, 0.440665, 0.440665, 0.440665, 0.440665, 0.440665, 0.440665, 0.440665, 0.440665, 0.440667, 0.440665, 0.440688, 0.440665, 0.440665
15.6261, 0, 0.439109, 0.43908, 1.41421, -0.439109, 0, 0.43908, 0.43908, 0.43908, 0.43908, 0.43908, 0.43908, 0.43908, 0.43908, 0.43908, 0.43908, 0.43908, 0.439081, 0.43908, 0.439107, 0.43908, 0.43908
15.634, 2, 0.4368, 0.436766, 2, 1.5632, 0, 0.436766, 0.436766, 0.436766, 0.436766, 0.436766, 0.436766, 0.436766, 0.436766, 0.436766, 0.436766, 0.436766, 0.436767, 0.436766, 0.436798, 0.436766, 0.436766
15.6419, 0, 0.433871, 0.433831, 1.41421, -0.433871, 0, 0.433831, 0.433831, 0.433831, 0.433831, 0.433831, 0.433831, 0.433831, 0.433831, 0.433831, 0.433831, 0.433831, 0.433833, 0.433831, 0.433869, 0.433831, 0.433831
15.6498, 2, 0.43064, 0.430594, 2, 1.56936, 0, 0.430594, 0.430594, 0.430594, 0.430594, 0.430594, 0.430594, 0.430594, 0.430594, 0.430594, 0.430594, 0.430594, 0.430596, 0.430594, 0.430639, 0.430594, 0.430594
15.6577, 2, 0.427423, 0.427369, 2, 1.57258, 0, 0.427369, 0.427369, 0.427369, 0.427369, 0.427369, 0.427369, 0.427369, 0.427369, 0.427369, 0.427369, 0.427369, 0.427371, 0.427369, 0.427421, 0.427369, 0.427369
15.6657, 0, 0.425922, 0.42586, 1.41421, -0.425922, 0, 0.42586, 0.42586, 0.42586, 0.42586, 0.42586, 0.42586, 0.42586, 0.42586, 0.42586, 0.42586, 0.42586, 0.425862, 0.42586, 0.425921, 0.42586, 0.42586
15.6736, 0, 0.423668, 0.423596, 1.41421, -0.423668, 0, 0.423596, 0.423596, 0.423596, 0.423596, 0.423596, 0.423596, 0.423596, 0.423596, 0.423596, 0.423596, 0.423596, 0.423598, 0.423596, 0.423666, 0.423596, 0.423596
15.6815, 0, 0.420775, 0.420693, 1.41421, -0.420775, 0, 0.420693, 0.420693, 0.420693, 0.420693, 0.420693, 0.420693, 0.420693, 0.420693, 0.420693, 0.420693, 0.420693, 0.420695, 0.420693, 0.420774, 0.420693, 0.420693
15.6894, 6, 0.417573, 0.417479, 2.82843, 5.58243, 0, 0.417479, 0.417479, 0.417479, 0.417479, 0.417479, 0.417479, 0.417479, 0.417479, 0.417479, 0.417479, 0.417479, 0.41748, 0.417479, 0.417571, 0.417479, 0.417479
