   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_198.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0313238, 396, 0, 0, 19.9499, 396, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0234387, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0155537, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00766863, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000216423, 0, 1.09505e-24, 0, 1.41421, -1.09505e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.85429e-27, 0, 0, 1.04143e-29, 1.84612e-28, 0, 1.087e-24, 0, 0, 0
0.00810147, 0, 3.2632e-24, 0, 1.41421, -3.2632e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34053e-26, 0, 0, 3.14282e-29, 5.70963e-28, 0, 3.23919e-24, 0, 0, 0
0.0159865, 0, 9.40579e-24, 0, 1.41421, -9.40579e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.74626e-26, 0, 0, 9.17567e-29, 1.70045e-27, 0, 9.33653e-24, 0, 0, 0
0.0238716, 0, 2.63223e-23, 0, 1.41421, -2.63223e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88794e-25, 0, 0, 2.60132e-28, 4.90043e-27, 0, 2.61284e-23, 0, 0, 0
0.0317566, 0, 7.17308e-23, 0, 1.41421, -7.17308e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.1448e-25, 0, 0, 7.18212e-28, 1.37158e-26, 0, 7.12019e-23, 0, 0, 0
0.0396417, 0, 1.90794e-22, 0, 1.41421, -1.90794e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36844e-24, 0, 0, 1.93571e-27, 3.73929e-26, 0, 1.89387e-22, 0, 0, 0
