   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_338.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
10.587, 2, 3.18184, 3.18181, 2, -1.18184, 0, 3.18184, 3.18181, 3.18181, 3.18181, 3.18181, 3.18181, 3.18181, 3.18181, 3.18181, 3.18181, 3.18181, 3.18181, 3.18181, 3.18181, 3.18181, 3.18181, 3.18181
10.5949, 10, 3.16994, 3.1699, 3.4641, 6.83006, 0, 3.16994, 3.1699, 3.1699, 3.1699, 3.1699, 3.1699, 3.1699, 3.1699, 3.1699, 3.1699, 3.1699, 3.1699, 3.16991, 3.1699, 3.1699, 3.1699, 3.1699
10.6028, 0, 3.15767, 3.15764, 1.41421, -3.15767, 0, 3.15767, 3.15764, 3.15764, 3.15764, 3.15764, 3.15764, 3.15764, 3.15764, 3.15764, 3.15764, 3.15764, 3.15764, 3.15764, 3.15764, 3.15764, 3.15764, 3.15764
10.6107, 8, 3.14524, 3.1452, 3.16228, 4.85476, 0, 3.14524, 3.1452, 3.1452, 3.1452, 3.1452, 3.1452, 3.1452, 3.1452, 3.1452, 3.1452, 3.1452, 3.1452, 3.1452, 3.1452, 3.1452, 3.1452, 3.1452
10.6185, 4, 3.13283, 3.13279, 2.44949, 0.867171, 0, 3.13283, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279, 3.13279
10.6264, 4, 3.12114, 3.12111, 2.44949, 0.878855, 0, 3.12114, 3.12111, 3.12111, 3.12111, 3.12111, 3.12111, 3.12111, 3.12111, 3.12111, 3.12111, 3.12111, 3.12111, 3.12111, 3.12111, 3.12111, 3.12111, 3.12111
10.6343, 2, 3.10858, 3.10854, 2, -1.10858, 0, 3.10858, 3.10854, 3.10854, 3.10854, 3.10854, 3.10854, 3.10854, 3.10854, 3.10854, 3.10854, 3.10854, 3.10854, 3.10855, 3.10854, 3.10854, 3.10854, 3.10854
10.6422, 0, 3.09516, 3.09513, 1.41421, -3.09516, 0, 3.09516, 3.09513, 3.09513, 3.09513, 3.09513, 3.09513, 3.09513, 3.09513, 3.09513, 3.09513, 3.09513, 3.09513, 3.09513, 3.09513, 3.09513, 3.09513, 3.09513
10.6501, 2, 3.08134, 3.0813, 2, -1.08134, 0, 3.08133, 3.0813, 3.0813, 3.0813, 3.0813, 3.0813, 3.0813, 3.0813, 3.0813, 3.0813, 3.0813, 3.0813, 3.0813, 3.0813, 3.0813, 3.0813, 3.0813
10.658, 4, 3.06754, 3.0675, 2.44949, 0.932461, 0, 3.06754, 3.0675, 3.0675, 3.0675, 3.0675, 3.0675, 3.0675, 3.0675, 3.0675, 3.0675, 3.0675, 3.0675, 3.0675, 3.0675, 3.0675, 3.0675, 3.0675
10.6659, 2, 3.05686, 3.05682, 2, -1.05686, 0, 3.05686, 3.05682, 3.05682, 3.05682, 3.05682, 3.05682, 3.05682, 3.05682, 3.05682, 3.05682, 3.05682, 3.05682, 3.05682, 3.05682, 3.05682, 3.05682, 3.05682
10.6737, 8, 3.04473, 3.04469, 3.16228, 4.95527, 0, 3.04473, 3.04469, 3.04469, 3.04469, 3.04469, 3.04469, 3.04469, 3.04469, 3.04469, 3.04469, 3.04469, 3.04469, 3.04469, 3.04469, 3.04469, 3.04469, 3.04469
10.6816, 2, 3.03123, 3.03119, 2, -1.03123, 0, 3.03123, 3.03119, 3.03119, 3.03119, 3.03119, 3.03119, 3.03119, 3.03119, 3.03119, 3.03119, 3.03119, 3.03119, 3.03119, 3.03119, 3.03119, 3.03119, 3.03119
10.6895, 4, 3.01707, 3.01703, 2.44949, 0.982934, 0, 3.01707, 3.01703, 3.01703, 3.01703, 3.01703, 3.01703, 3.01703, 3.01703, 3.01703, 3.01703, 3.01703, 3.01703, 3.01703, 3.01703, 3.01703, 3.01703, 3.01703
10.6974, 6, 3.00294, 3.0029, 2.82843, 2.99706, 0, 3.00294, 3.0029, 3.0029, 3.0029, 3.0029, 3.0029, 3.0029, 3.0029, 3.0029, 3.0029, 3.0029, 3.0029, 3.0029, 3.0029, 3.0029, 3.0029, 3.0029
10.7053, 8, 2.99248, 2.99244, 3.16228, 5.00752, 0, 2.99248, 2.99244, 2.99244, 2.99244, 2.99244, 2.99244, 2.99244, 2.99244, 2.99244, 2.99244, 2.99244, 2.99244, 2.99244, 2.99244, 2.99244, 2.99244, 2.99244
10.7132, 2, 2.98005, 2.98002, 2, -0.980053, 0, 2.98005, 2.98002, 2.98002, 2.98002, 2.98002, 2.98002, 2.98002, 2.98002, 2.98002, 2.98002, 2.98002, 2.98002, 2.98002, 2.98002, 2.98002, 2.98002, 2.98002
10.721, 0, 2.96578, 2.96574, 1.41421, -2.96578, 0, 2.96578, 2.96574, 2.96574, 2.96574, 2.96574, 2.96574, 2.96574, 2.96574, 2.96574, 2.96574, 2.96574, 2.96574, 2.96574, 2.96574, 2.96574, 2.96574, 2.96574
10.7289, 2, 2.9506, 2.95056, 2, -0.950601, 0, 2.9506, 2.95056, 2.95056, 2.95056, 2.95056, 2.95056, 2.95056, 2.95056, 2.95056, 2.95056, 2.95056, 2.95056, 2.95056, 2.95056, 2.95056, 2.95056, 2.95056
10.7368, 4, 2.93546, 2.93543, 2.44949, 1.06454, 0, 2.93546, 2.93543, 2.93543, 2.93543, 2.93543, 2.93543, 2.93543, 2.93543, 2.93543, 2.93543, 2.93543, 2.93543, 2.93543, 2.93543, 2.93543, 2.93543, 2.93543
10.7447, 2, 2.92608, 2.92604, 2, -0.926078, 0, 2.92608, 2.92604, 2.92604, 2.92604, 2.92604, 2.92604, 2.92604, 2.92604, 2.92604, 2.92604, 2.92604, 2.92604, 2.92604, 2.92604, 2.92604, 2.92604, 2.92604
10.7526, 0, 2.91412, 2.91409, 1.41421, -2.91412, 0, 2.91412, 2.91409, 2.91409, 2.91409, 2.91409, 2.91409, 2.91409, 2.91409, 2.91409, 2.91409, 2.91409, 2.91409, 2.91409, 2.91409, 2.91409, 2.91409, 2.91409
10.7605, 8, 2.89977, 2.89973, 3.16228, 5.10023, 0, 2.89977, 2.89973, 2.89973, 2.89973, 2.89973, 2.89973, 2.89973, 2.89973, 2.89973, 2.89973, 2.89973, 2.89973, 2.89973, 2.89973, 2.89973, 2.89973, 2.89973
10.7683, 4, 2.88424, 2.8842, 2.44949, 1.11576, 0, 2.88424, 2.8842, 2.8842, 2.8842, 2.8842, 2.8842, 2.8842, 2.8842, 2.8842, 2.8842, 2.8842, 2.8842, 2.88421, 2.8842, 2.8842, 2.8842, 2.8842
10.7762, 6, 2.86876, 2.86872, 2.82843, 3.13124, 0, 2.86875, 2.86872, 2.86872, 2.86872, 2.86872, 2.86872, 2.86872, 2.86872, 2.86872, 2.86872, 2.86872, 2.86872, 2.86872, 2.86872, 2.86872, 2.86872, 2.86872
10.7841, 6, 2.85973, 2.85969, 2.82843, 3.14027, 0, 2.85973, 2.85969, 2.85969, 2.85969, 2.85969, 2.85969, 2.85969, 2.85969, 2.85969, 2.85969, 2.85969, 2.85969, 2.85969, 2.85969, 2.85969, 2.85969, 2.85969
10.792, 2, 2.84758, 2.84754, 2, -0.847582, 0, 2.84758, 2.84754, 2.84754, 2.84754, 2.84754, 2.84754, 2.84754, 2.84754, 2.84754, 2.84754, 2.84754, 2.84754, 2.84754, 2.84754, 2.84754, 2.84754, 2.84754
10.7999, 2, 2.83251, 2.83247, 2, -0.832512, 0, 2.83251, 2.83247, 2.83247, 2.83247, 2.83247, 2.83247, 2.83247, 2.83247, 2.83247, 2.83247, 2.83247, 2.83247, 2.83247, 2.83247, 2.83247, 2.83247, 2.83247
10.8078, 4, 2.81601, 2.81597, 2.44949, 1.18399, 0, 2.81601, 2.81597, 2.81597, 2.81597, 2.81597, 2.81597, 2.81597, 2.81597, 2.81597, 2.81597, 2.81597, 2.81597, 2.81598, 2.81597, 2.81597, 2.81597, 2.81597
10.8157, 2, 2.79956, 2.79952, 2, -0.799562, 0, 2.79956, 2.79952, 2.79952, 2.79952, 2.79952, 2.79952, 2.79952, 2.79952, 2.79952, 2.79952, 2.79952, 2.79952, 2.79952, 2.79952, 2.79952, 2.79952, 2.79952
10.8235, 4, 2.79168, 2.79164, 2.44949, 1.20832, 0, 2.79167, 2.79164, 2.79164, 2.79164, 2.79164, 2.79164, 2.79164, 2.79164, 2.79164, 2.79164, 2.79164, 2.79164, 2.79164, 2.79164, 2.79164, 2.79164, 2.79164
10.8314, 4, 2.78003, 2.77999, 2.44949, 1.21997, 0, 2.78003, 2.77999, 2.77999, 2.77999, 2.77999, 2.77999, 2.77999, 2.77999, 2.77999, 2.77999, 2.77999, 2.77999, 2.77999, 2.77999, 2.77999, 2.77999, 2.77999
10.8393, 4, 2.76488, 2.76484, 2.44949, 1.23512, 0, 2.76488, 2.76484, 2.76484, 2.76484, 2.76484, 2.76484, 2.76484, 2.76484, 2.76484, 2.76484, 2.76484, 2.76484, 2.76484, 2.76484, 2.76484, 2.76484, 2.76484
10.8472, 6, 2.74802, 2.74798, 2.82843, 3.25198, 0, 2.74802, 2.74798, 2.74798, 2.74798, 2.74798, 2.74798, 2.74798, 2.74798, 2.74798, 2.74798, 2.74798, 2.74798, 2.74798, 2.74798, 2.74798, 2.74798, 2.74798
10.8551, 14, 2.73121, 2.73117, 4, 11.2688, 0, 2.73121, 2.73117, 2.73117, 2.73117, 2.73117, 2.73117, 2.73117, 2.73117, 2.73117, 2.73117, 2.73117, 2.73117, 2.73117, 2.73117, 2.73117, 2.73117, 2.73117
10.863, 4, 2.72377, 2.72373, 2.44949, 1.27623, 0, 2.72377, 2.72373, 2.72373, 2.72373, 2.72373, 2.72373, 2.72373, 2.72373, 2.72373, 2.72373, 2.72373, 2.72373, 2.72373, 2.72373, 2.72373, 2.72373, 2.72373
10.8708, 4, 2.71201, 2.71197, 2.44949, 1.28799, 0, 2.71201, 2.71197, 2.71197, 2.71197, 2.71197, 2.71197, 2.71197, 2.71197, 2.71197, 2.71197, 2.71197, 2.71197, 2.71197, 2.71197, 2.71197, 2.71197, 2.71197
10.8787, 2, 2.69623, 2.69619, 2, -0.696233, 0, 2.69623, 2.69619, 2.69619, 2.69619, 2.69619, 2.69619, 2.69619, 2.69619, 2.69619, 2.69619, 2.69619, 2.69619, 2.69619, 2.69619, 2.69619, 2.69619, 2.69619
10.8866, 2, 2.67849, 2.67845, 2, -0.678491, 0, 2.67849, 2.67845, 2.67845, 2.67845, 2.67845, 2.67845, 2.67845, 2.67845, 2.67845, 2.67845, 2.67845, 2.67845, 2.67845, 2.67845, 2.67845, 2.67845, 2.67845
10.8945, 8, 2.66081, 2.66077, 3.16228, 5.33919, 0, 2.66081, 2.66077, 2.66077, 2.66077, 2.66077, 2.66077, 2.66077, 2.66077, 2.66077, 2.66077, 2.66077, 2.66077, 2.66077, 2.66077, 2.66077, 2.66077, 2.66077
10.9024, 0, 2.65449, 2.65445, 1.41421, -2.65449, 0, 2.65448, 2.65445, 2.65445, 2.65445, 2.65445, 2.65445, 2.65445, 2.65445, 2.65445, 2.65445, 2.65445, 2.65445, 2.65445, 2.65445, 2.65445, 2.65445, 2.65445
10.9103, 0, 2.64323, 2.64319, 1.41421, -2.64323, 0, 2.64323, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319
10.9181, 0, 2.6274, 2.62736, 1.41421, -2.6274, 0, 2.6274, 2.62736, 2.62736, 2.62736, 2.62736, 2.62736, 2.62736, 2.62736, 2.62736, 2.62736, 2.62736, 2.62736, 2.62736, 2.62736, 2.62736, 2.62736, 2.62736
10.926, 4, 2.60933, 2.60929, 2.44949, 1.39067, 0, 2.60933, 2.60929, 2.60929, 2.60929, 2.60929, 2.60929, 2.60929, 2.60929, 2.60929, 2.60929, 2.60929, 2.60929, 2.60929, 2.60929, 2.60929, 2.60929, 2.60929
10.9339, 2, 2.59132, 2.59128, 2, -0.591322, 0, 2.59132, 2.59128, 2.59128, 2.59128, 2.59128, 2.59128, 2.59128, 2.59128, 2.59128, 2.59128, 2.59128, 2.59128, 2.59128, 2.59128, 2.59128, 2.59128, 2.59128
10.9418, 8, 2.58548, 2.58544, 3.16228, 5.41452, 0, 2.58548, 2.58544, 2.58544, 2.58544, 2.58544, 2.58544, 2.58544, 2.58544, 2.58544, 2.58544, 2.58544, 2.58544, 2.58544, 2.58544, 2.58544, 2.58544, 2.58544
10.9497, 6, 2.57418, 2.57414, 2.82843, 3.42582, 0, 2.57418, 2.57414, 2.57414, 2.57414, 2.57414, 2.57414, 2.57414, 2.57414, 2.57414, 2.57414, 2.57414, 2.57414, 2.57414, 2.57414, 2.57414, 2.57414, 2.57414
10.9576, 0, 2.55783, 2.55779, 1.41421, -2.55783, 0, 2.55783, 2.55779, 2.55779, 2.55779, 2.55779, 2.55779, 2.55779, 2.55779, 2.55779, 2.55779, 2.55779, 2.55779, 2.55779, 2.55779, 2.55779, 2.55779, 2.55779
10.9655, 4, 2.53901, 2.53896, 2.44949, 1.46099, 0, 2.539, 2.53896, 2.53896, 2.53896, 2.53896, 2.53896, 2.53896, 2.53896, 2.53896, 2.53896, 2.53896, 2.53896, 2.53896, 2.53896, 2.53896, 2.53896, 2.53896
10.9733, 2, 2.52025, 2.5202, 2, -0.520247, 0, 2.52025, 2.5202, 2.5202, 2.5202, 2.5202, 2.5202, 2.5202, 2.5202, 2.5202, 2.5202, 2.5202, 2.5202, 2.52021, 2.5202, 2.5202, 2.5202, 2.5202
10.9812, 6, 2.51547, 2.51543, 2.82843, 3.48453, 0, 2.51547, 2.51543, 2.51543, 2.51543, 2.51543, 2.51543, 2.51543, 2.51543, 2.51543, 2.51543, 2.51543, 2.51543, 2.51543, 2.51543, 2.51543, 2.51543, 2.51543
10.9891, 6, 2.50466, 2.50462, 2.82843, 3.49534, 0, 2.50466, 2.50462, 2.50462, 2.50462, 2.50462, 2.50462, 2.50462, 2.50462, 2.50462, 2.50462, 2.50462, 2.50462, 2.50462, 2.50462, 2.50462, 2.50462, 2.50462
10.997, 2, 2.48829, 2.48824, 2, -0.488286, 0, 2.48829, 2.48824, 2.48824, 2.48824, 2.48824, 2.48824, 2.48824, 2.48824, 2.48824, 2.48824, 2.48824, 2.48824, 2.48824, 2.48824, 2.48824, 2.48824, 2.48824
11.0049, 10, 2.46919, 2.46914, 3.4641, 7.53081, 0, 2.46918, 2.46914, 2.46914, 2.46914, 2.46914, 2.46914, 2.46914, 2.46914, 2.46914, 2.46914, 2.46914, 2.46914, 2.46914, 2.46914, 2.46914, 2.46914, 2.46914
11.0128, 2, 2.45016, 2.45012, 2, -0.450159, 0, 2.45016, 2.45012, 2.45012, 2.45012, 2.45012, 2.45012, 2.45012, 2.45012, 2.45012, 2.45012, 2.45012, 2.45012, 2.45012, 2.45012, 2.45012, 2.45012, 2.45012
11.0206, 2, 2.44596, 2.44592, 2, -0.44596, 0, 2.44596, 2.44592, 2.44592, 2.44592, 2.44592, 2.44592, 2.44592, 2.44592, 2.44592, 2.44592, 2.44592, 2.44592, 2.44592, 2.44592, 2.44592, 2.44592, 2.44592
11.0285, 8, 2.4352, 2.43516, 3.16228, 5.5648, 0, 2.4352, 2.43516, 2.43516, 2.43516, 2.43516, 2.43516, 2.43516, 2.43516, 2.43516, 2.43516, 2.43516, 2.43516, 2.43516, 2.43516, 2.43516, 2.43516, 2.43516
11.0364, 4, 2.4184, 2.41836, 2.44949, 1.5816, 0, 2.4184, 2.41836, 2.41836, 2.41836, 2.41836, 2.41836, 2.41836, 2.41836, 2.41836, 2.41836, 2.41836, 2.41836, 2.41836, 2.41836, 2.41836, 2.41836, 2.41836
11.0443, 2, 2.39865, 2.3986, 2, -0.398646, 0, 2.39864, 2.3986, 2.3986, 2.3986, 2.3986, 2.3986, 2.3986, 2.3986, 2.3986, 2.3986, 2.3986, 2.3986, 2.3986, 2.3986, 2.3986, 2.3986, 2.3986
11.0522, 2, 2.37897, 2.37892, 2, -0.378969, 0, 2.37897, 2.37892, 2.37892, 2.37892, 2.37892, 2.37892, 2.37892, 2.37892, 2.37892, 2.37892, 2.37892, 2.37892, 2.37893, 2.37892, 2.37892, 2.37892, 2.37892
11.0601, 4, 2.37584, 2.3758, 2.44949, 1.62416, 0, 2.37584, 2.3758, 2.3758, 2.3758, 2.3758, 2.3758, 2.3758, 2.3758, 2.3758, 2.3758, 2.3758, 2.3758, 2.3758, 2.3758, 2.3758, 2.3758, 2.3758
11.068, 4, 2.36558, 2.36554, 2.44949, 1.63442, 0, 2.36558, 2.36554, 2.36554, 2.36554, 2.36554, 2.36554, 2.36554, 2.36554, 2.36554, 2.36554, 2.36554, 2.36554, 2.36554, 2.36554, 2.36554, 2.36554, 2.36554
11.0758, 6, 2.34877, 2.34873, 2.82843, 3.65123, 0, 2.34877, 2.34873, 2.34873, 2.34873, 2.34873, 2.34873, 2.34873, 2.34873, 2.34873, 2.34873, 2.34873, 2.34873, 2.34873, 2.34873, 2.34873, 2.34873, 2.34873
11.0837, 6, 2.32876, 2.32871, 2.82843, 3.67124, 0, 2.32876, 2.32871, 2.32871, 2.32871, 2.32871, 2.32871, 2.32871, 2.32871, 2.32871, 2.32871, 2.32871, 2.32871, 2.32871, 2.32871, 2.32871, 2.32871, 2.32871
11.0916, 0, 2.30883, 2.30878, 1.41421, -2.30883, 0, 2.30883, 2.30878, 2.30878, 2.30878, 2.30878, 2.30878, 2.30878, 2.30878, 2.30878, 2.30878, 2.30878, 2.30878, 2.30878, 2.30878, 2.30878, 2.30878, 2.30878
11.0995, 4, 2.30638, 2.30633, 2.44949, 1.69362, 0, 2.30638, 2.30633, 2.30633, 2.30633, 2.30633, 2.30633, 2.30633, 2.30633, 2.30633, 2.30633, 2.30633, 2.30633, 2.30633, 2.30633, 2.30633, 2.30633, 2.30633
11.1074, 2, 2.29627, 2.29622, 2, -0.296267, 0, 2.29627, 2.29622, 2.29622, 2.29622, 2.29622, 2.29622, 2.29622, 2.29622, 2.29622, 2.29622, 2.29622, 2.29622, 2.29622, 2.29622, 2.29622, 2.29622, 2.29622
11.1153, 2, 2.27913, 2.27909, 2, -0.279134, 0, 2.27913, 2.27909, 2.27909, 2.27909, 2.27909, 2.27909, 2.27909, 2.27909, 2.27909, 2.27909, 2.27909, 2.27909, 2.27909, 2.27909, 2.27909, 2.27909, 2.27909
11.1231, 8, 2.25856, 2.25851, 3.16228, 5.74144, 0, 2.25856, 2.25851, 2.25851, 2.25851, 2.25851, 2.25851, 2.25851, 2.25851, 2.25851, 2.25851, 2.25851, 2.25851, 2.25851, 2.25851, 2.25851, 2.25851, 2.25851
11.131, 2, 2.23808, 2.23803, 2, -0.238078, 0, 2.23808, 2.23803, 2.23803, 2.23803, 2.23803, 2.23803, 2.23803, 2.23803, 2.23803, 2.23803, 2.23803, 2.23803, 2.23803, 2.23803, 2.23803, 2.23803, 2.23803
11.1389, 6, 2.23669, 2.23664, 2.82843, 3.76331, 0, 2.23669, 2.23664, 2.23664, 2.23664, 2.23664, 2.23664, 2.23664, 2.23664, 2.23664, 2.23664, 2.23664, 2.23664, 2.23664, 2.23664, 2.23664, 2.23664, 2.23664
11.1468, 2, 2.22708, 2.22704, 2, -0.227081, 0, 2.22708, 2.22704, 2.22704, 2.22704, 2.22704, 2.22704, 2.22704, 2.22704, 2.22704, 2.22704, 2.22704, 2.22704, 2.22704, 2.22704, 2.22704, 2.22704, 2.22704
11.1547, 2, 2.20995, 2.20991, 2, -0.209955, 0, 2.20995, 2.20991, 2.20991, 2.20991, 2.20991, 2.20991, 2.20991, 2.20991, 2.20991, 2.20991, 2.20991, 2.20991, 2.20991, 2.20991, 2.20991, 2.20991, 2.20991
11.1626, 2, 2.18914, 2.1891, 2, -0.189143, 0, 2.18914, 2.1891, 2.1891, 2.1891, 2.1891, 2.1891, 2.1891, 2.1891, 2.1891, 2.1891, 2.1891, 2.1891, 2.1891, 2.1891, 2.1891, 2.1891, 2.1891
11.1704, 6, 2.16843, 2.16838, 2.82843, 3.83157, 0, 2.16843, 2.16838, 2.16838, 2.16838, 2.16838, 2.16838, 2.16838, 2.16838, 2.16838, 2.16838, 2.16838, 2.16838, 2.16838, 2.16838, 2.16838, 2.16838, 2.16838
11.1783, 8, 2.1678, 2.16775, 3.16228, 5.8322, 0, 2.1678, 2.16775, 2.16775, 2.16775, 2.16775, 2.16775, 2.16775, 2.16775, 2.16775, 2.16775, 2.16775, 2.16775, 2.16775, 2.16775, 2.16775, 2.16775, 2.16775
11.1862, 0, 2.15843, 2.15839, 1.41421, -2.15843, 0, 2.15843, 2.15839, 2.15839, 2.15839, 2.15839, 2.15839, 2.15839, 2.15839, 2.15839, 2.15839, 2.15839, 2.15839, 2.15839, 2.15839, 2.15839, 2.15839, 2.15839
11.1941, 2, 2.14108, 2.14104, 2, -0.141083, 0, 2.14108, 2.14104, 2.14104, 2.14104, 2.14104, 2.14104, 2.14104, 2.14104, 2.14104, 2.14104, 2.14104, 2.14104, 2.14104, 2.14104, 2.14104, 2.14104, 2.14104
11.202, 8, 2.11982, 2.11977, 3.16228, 5.88018, 0, 2.11982, 2.11977, 2.11977, 2.11977, 2.11977, 2.11977, 2.11977, 2.11977, 2.11977, 2.11977, 2.11977, 2.11977, 2.11977, 2.11977, 2.11977, 2.11977, 2.11977
11.2099, 8, 2.09866, 2.09861, 3.16228, 5.90134, 0, 2.09866, 2.09861, 2.09861, 2.09861, 2.09861, 2.09861, 2.09861, 2.09861, 2.09861, 2.09861, 2.09861, 2.09861, 2.09861, 2.09861, 2.09861, 2.09861, 2.09861
11.2178, 4, 2.09906, 2.09902, 2.44949, 1.90094, 0, 2.09906, 2.09902, 2.09902, 2.09902, 2.09902, 2.09902, 2.09902, 2.09902, 2.09902, 2.09902, 2.09902, 2.09902, 2.09902, 2.09902, 2.09902, 2.09902, 2.09902
11.2256, 6, 2.0902, 2.09015, 2.82843, 3.9098, 0, 2.0902, 2.09015, 2.09015, 2.09015, 2.09015, 2.09015, 2.09015, 2.09015, 2.09015, 2.09015, 2.09015, 2.09015, 2.09015, 2.09015, 2.09015, 2.09015, 2.09015
11.2335, 0, 2.07287, 2.07282, 1.41421, -2.07287, 0, 2.07287, 2.07282, 2.07282, 2.07282, 2.07282, 2.07282, 2.07282, 2.07282, 2.07282, 2.07282, 2.07282, 2.07282, 2.07282, 2.07282, 2.07282, 2.07282, 2.07282
11.2414, 4, 2.05139, 2.05135, 2.44949, 1.94861, 0, 2.05139, 2.05135, 2.05135, 2.05135, 2.05135, 2.05135, 2.05135, 2.05135, 2.05135, 2.05135, 2.05135, 2.05135, 2.05135, 2.05135, 2.05135, 2.05135, 2.05135
11.2493, 4, 2.03003, 2.02998, 2.44949, 1.96997, 0, 2.03003, 2.02998, 2.02998, 2.02998, 2.02998, 2.02998, 2.02998, 2.02998, 2.02998, 2.02998, 2.02998, 2.02998, 2.02998, 2.02998, 2.02998, 2.02998, 2.02998
11.2572, 2, 2.03126, 2.03121, 2, -0.031261, 0, 2.03126, 2.03121, 2.03121, 2.03121, 2.03121, 2.03121, 2.03121, 2.03121, 2.03121, 2.03121, 2.03121, 2.03121, 2.03121, 2.03121, 2.03121, 2.03121, 2.03121
11.2651, 4, 2.02272, 2.02267, 2.44949, 1.97728, 0, 2.02272, 2.02267, 2.02267, 2.02267, 2.02267, 2.02267, 2.02267, 2.02267, 2.02267, 2.02267, 2.02267, 2.02267, 2.02267, 2.02267, 2.02267, 2.02267, 2.02267
11.2729, 0, 2.00527, 2.00522, 1.41421, -2.00527, 0, 2.00527, 2.00522, 2.00522, 2.00522, 2.00522, 2.00522, 2.00522, 2.00522, 2.00522, 2.00522, 2.00522, 2.00522, 2.00522, 2.00522, 2.00522, 2.00522, 2.00522
11.2808, 4, 1.98345, 1.9834, 2.44949, 2.01655, 0, 1.98345, 1.9834, 1.9834, 1.9834, 1.9834, 1.9834, 1.9834, 1.9834, 1.9834, 1.9834, 1.9834, 1.9834, 1.9834, 1.9834, 1.9834, 1.9834, 1.9834
11.2887, 4, 1.96175, 1.9617, 2.44949, 2.03825, 0, 1.96175, 1.9617, 1.9617, 1.9617, 1.9617, 1.9617, 1.9617, 1.9617, 1.9617, 1.9617, 1.9617, 1.9617, 1.9617, 1.9617, 1.9617, 1.9617, 1.9617
11.2966, 6, 1.96398, 1.96392, 2.82843, 4.03602, 0, 1.96397, 1.96392, 1.96392, 1.96392, 1.96392, 1.96392, 1.96392, 1.96392, 1.96392, 1.96392, 1.96392, 1.96392, 1.96392, 1.96392, 1.96392, 1.96392, 1.96392
11.3045, 2, 1.95593, 1.95587, 2, 0.0440723, 0, 1.95593, 1.95587, 1.95587, 1.95587, 1.95587, 1.95587, 1.95587, 1.95587, 1.95587, 1.95587, 1.95587, 1.95587, 1.95587, 1.95587, 1.95587, 1.95587, 1.95587
11.3124, 0, 1.93851, 1.93846, 1.41421, -1.93851, 0, 1.93851, 1.93846, 1.93846, 1.93846, 1.93846, 1.93846, 1.93846, 1.93846, 1.93846, 1.93846, 1.93846, 1.93846, 1.93846, 1.93846, 1.93846, 1.93846, 1.93846
11.3202, 0, 1.91652, 1.91646, 1.41421, -1.91652, 0, 1.91652, 1.91646, 1.91646, 1.91646, 1.91646, 1.91646, 1.91646, 1.91646, 1.91646, 1.91646, 1.91646, 1.91646, 1.91646, 1.91646, 1.91646, 1.91646, 1.91646
11.3281, 4, 1.89465, 1.89459, 2.44949, 2.10535, 0, 1.89464, 1.89459, 1.89459, 1.89459, 1.89459, 1.89459, 1.89459, 1.89459, 1.89459, 1.89459, 1.89459, 1.89459, 1.89459, 1.89459, 1.89459, 1.89459, 1.89459
11.336, 2, 1.8978, 1.89773, 2, 0.102205, 0, 1.89779, 1.89773, 1.89773, 1.89773, 1.89773, 1.89773, 1.89773, 1.89773, 1.89773, 1.89773, 1.89773, 1.89773, 1.89774, 1.89773, 1.89773, 1.89773, 1.89773
11.3439, 6, 1.89017, 1.89011, 2.82843, 4.10983, 0, 1.89017, 1.89011, 1.89011, 1.89011, 1.89011, 1.89011, 1.89011, 1.89011, 1.89011, 1.89011, 1.89011, 1.89011, 1.89011, 1.89011, 1.89011, 1.89011, 1.89011
11.3518, 8, 1.87272, 1.87265, 3.16228, 6.12728, 0, 1.87272, 1.87265, 1.87265, 1.87265, 1.87265, 1.87265, 1.87265, 1.87265, 1.87265, 1.87265, 1.87265, 1.87265, 1.87265, 1.87265, 1.87265, 1.87265, 1.87265
11.3597, 4, 1.85046, 1.85039, 2.44949, 2.14954, 0, 1.85046, 1.85039, 1.85039, 1.85039, 1.85039, 1.85039, 1.85039, 1.85039, 1.85039, 1.85039, 1.85039, 1.85039, 1.85039, 1.85039, 1.85039, 1.85039, 1.85039
11.3676, 2, 1.82833, 1.82826, 2, 0.17167, 0, 1.82833, 1.82826, 1.82826, 1.82826, 1.82826, 1.82826, 1.82826, 1.82826, 1.82826, 1.82826, 1.82826, 1.82826, 1.82826, 1.82826, 1.82826, 1.82826, 1.82826
11.3754, 2, 1.83252, 1.83244, 2, 0.167484, 0, 1.83252, 1.83244, 1.83244, 1.83244, 1.83244, 1.83244, 1.83244, 1.83244, 1.83244, 1.83244, 1.83244, 1.83244, 1.83244, 1.83244, 1.83244, 1.83244, 1.83244
