   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_190.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.300045, 0, 5.90716e-12, 0, 1.41421, -5.90716e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90907e-14, 0, 0, 0, 1.00313e-15, 0, 5.88706e-12, 0, 0, 0
0.307929, 0, 1.02451e-11, 0, 1.41421, -1.02451e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31116e-14, 0, 0, 0, 1.79207e-15, 0, 1.02102e-11, 0, 0, 0
0.315813, 0, 1.76076e-11, 0, 1.41421, -1.76076e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.69104e-14, 0, 0, 0, 3.17757e-15, 0, 1.75475e-11, 0, 0, 0
0.323698, 0, 2.99886e-11, 0, 1.41421, -2.99886e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.69359e-14, 0, 0, 0, 5.59357e-15, 0, 2.98861e-11, 0, 0, 0
0.331582, 0, 5.06182e-11, 1.65353e-43, 1.41421, -5.06182e-11, 0, 1.65353e-43, 1.65353e-43, 1.65353e-43, 1.65353e-43, 1.65353e-43, 1.65353e-43, 1.65353e-43, 1.65353e-43, 1.65353e-43, 1.63639e-13, 1.65353e-43, 1.65353e-43, 1.65353e-43, 9.77808e-15, 1.65353e-43, 5.04448e-11, 1.65353e-43, 1.65353e-43, 1.65353e-43
0.339466, 0, 8.46787e-11, 2.93012e-42, 1.41421, -8.46787e-11, 0, 2.93012e-42, 2.93012e-42, 2.93012e-42, 2.93012e-42, 2.93012e-42, 2.93012e-42, 2.93012e-42, 2.93012e-42, 2.93012e-42, 2.73795e-13, 2.93012e-42, 2.93012e-42, 2.93012e-42, 1.69794e-14, 2.93012e-42, 8.4388e-11, 2.93012e-42, 2.93012e-42, 2.93012e-42
0.34735, 0, 1.40405e-10, 4.31067e-41, 1.41421, -1.40405e-10, 0, 4.31067e-41, 4.31067e-41, 4.31067e-41, 4.31067e-41, 4.31067e-41, 4.31067e-41, 4.31067e-41, 4.31067e-41, 4.31067e-41, 4.54074e-13, 4.31067e-41, 4.31067e-41, 4.31067e-41, 2.92988e-14, 4.31067e-41, 1.39922e-10, 4.31067e-41, 4.31067e-41, 4.31067e-41
0.355234, 0, 2.30757e-10, 5.61074e-40, 1.41421, -2.30757e-10, 0, 5.61074e-40, 5.61074e-40, 5.61074e-40, 5.61074e-40, 5.61074e-40, 5.61074e-40, 5.61074e-40, 5.61074e-40, 5.61074e-40, 7.46483e-13, 5.61074e-40, 5.61074e-40, 5.61074e-40, 5.02573e-14, 5.61074e-40, 2.29961e-10, 5.61074e-40, 5.61074e-40, 5.61074e-40
0.363119, 0, 3.75937e-10, 6.52529e-39, 1.41421, -3.75937e-10, 0, 6.52529e-39, 6.52529e-39, 6.52529e-39, 6.52529e-39, 6.52529e-39, 6.52529e-39, 6.52529e-39, 6.52529e-39, 6.52529e-39, 1.21656e-12, 6.52529e-39, 6.52529e-39, 6.52529e-39, 8.5736e-14, 6.52529e-39, 3.74635e-10, 6.52529e-39, 6.52529e-39, 6.52529e-39
0.371003, 0, 6.07133e-10, 6.85094e-38, 1.41421, -6.07133e-10, 0, 6.85094e-38, 6.85094e-38, 6.85094e-38, 6.85094e-38, 6.85094e-38, 6.85094e-38, 6.85094e-38, 6.85094e-38, 6.85094e-38, 1.96563e-12, 6.85094e-38, 6.85094e-38, 6.85094e-38, 1.45528e-13, 6.85094e-38, 6.05022e-10, 6.85094e-38, 6.85094e-38, 6.85094e-38
0.378887, 0, 9.72042e-10, 6.52599e-37, 1.41421, -9.72042e-10, 0, 6.52599e-37, 6.52599e-37, 6.52599e-37, 6.52599e-37, 6.52599e-37, 6.52599e-37, 6.52599e-37, 6.52599e-37, 6.52599e-37, 3.14885e-12, 6.52599e-37, 6.52599e-37, 6.52599e-37, 2.45909e-13, 6.52599e-37, 9.68647e-10, 6.52599e-37, 6.52599e-37, 6.52599e-37
0.386771, 0, 1.54292e-09, 5.6805e-36, 1.41421, -1.54292e-09, 0, 5.6805e-36, 5.6805e-36, 5.6805e-36, 5.6805e-36, 5.6805e-36, 5.6805e-36, 5.6805e-36, 5.6805e-36, 5.6805e-36, 5.00175e-12, 5.6805e-36, 5.6805e-36, 5.6805e-36, 4.1389e-13, 5.6805e-36, 1.5375e-09, 5.6805e-36, 5.6805e-36, 5.6805e-36
0.394655, 0, 2.42817e-09, 4.53547e-35, 1.41421, -2.42817e-09, 0, 4.53547e-35, 4.53547e-35, 4.53547e-35, 4.53547e-35, 4.53547e-35, 4.53547e-35, 4.53547e-35, 4.53547e-35, 4.53547e-35, 7.87858e-12, 4.53547e-35, 4.53547e-35, 4.53547e-35, 6.94276e-13, 4.53547e-35, 2.4196e-09, 4.53547e-35, 4.53547e-35, 4.53547e-35
0.40254, 0, 3.78898e-09, 3.33637e-34, 1.41421, -3.78898e-09, 0, 3.33637e-34, 3.33637e-34, 3.33637e-34, 3.33637e-34, 3.33637e-34, 3.33637e-34, 3.33637e-34, 3.33637e-34, 3.33637e-34, 1.23075e-11, 3.33637e-34, 3.33637e-34, 3.33637e-34, 1.16136e-12, 3.33637e-34, 3.77551e-09, 3.33637e-34, 3.33637e-34, 3.33637e-34
0.410424, 0, 5.86266e-09, 2.31356e-33, 1.41421, -5.86266e-09, 0, 2.31356e-33, 2.31356e-33, 2.31356e-33, 2.31356e-33, 2.31356e-33, 2.31356e-33, 2.31356e-33, 2.31356e-33, 2.31356e-33, 1.9069e-11, 2.31356e-33, 2.31356e-33, 2.31356e-33, 1.93836e-12, 2.31356e-33, 5.84165e-09, 2.31356e-33, 2.31356e-33, 2.31356e-33
0.418308, 0, 8.99553e-09, 1.35414e-32, 1.41421, -8.99553e-09, 0, 1.35414e-32, 1.35414e-32, 1.35414e-32, 1.35414e-32, 1.35414e-32, 1.35414e-32, 1.35414e-32, 1.35414e-32, 1.35414e-32, 2.9307e-11, 1.35414e-32, 1.35414e-32, 1.35414e-32, 3.22976e-12, 1.35414e-32, 8.96299e-09, 1.35414e-32, 1.35414e-32, 1.35414e-32
0.426192, 0, 1.36881e-08, 8.0682e-32, 1.41421, -1.36881e-08, 0, 8.0682e-32, 8.0682e-32, 8.0682e-32, 8.0682e-32, 8.0682e-32, 8.0682e-32, 8.0682e-32, 8.0682e-32, 8.0682e-32, 4.46836e-11, 8.0682e-32, 8.0682e-32, 8.0682e-32, 5.37488e-12, 8.0682e-32, 1.3638e-08, 8.0682e-32, 8.0682e-32, 8.0682e-32
0.434076, 0, 2.06575e-08, 4.29317e-31, 1.41421, -2.06575e-08, 0, 4.29317e-31, 4.29317e-31, 4.29317e-31, 4.29317e-31, 4.29317e-31, 4.29317e-31, 4.29317e-31, 4.29317e-31, 4.29317e-31, 6.75949e-11, 4.29317e-31, 4.29317e-31, 4.29317e-31, 8.93696e-12, 4.29317e-31, 2.05809e-08, 4.29317e-31, 4.29317e-31, 4.29317e-31
0.441961, 0, 3.09213e-08, 2.24277e-30, 1.41421, -3.09213e-08, 0, 2.24277e-30, 2.24277e-30, 2.24277e-30, 2.24277e-30, 2.24277e-30, 2.24277e-30, 2.24277e-30, 2.24277e-30, 2.24277e-30, 1.01467e-10, 2.24277e-30, 2.24277e-30, 2.24277e-30, 1.48501e-11, 2.24277e-30, 3.0805e-08, 2.24277e-30, 2.24277e-30, 2.24277e-30
0.449845, 0, 4.59109e-08, 1.12049e-29, 1.41421, -4.59109e-08, 0, 1.12049e-29, 1.12049e-29, 1.12049e-29, 1.12049e-29, 1.12049e-29, 1.12049e-29, 1.12049e-29, 1.12049e-29, 1.12049e-29, 1.5116e-10, 1.12049e-29, 1.12049e-29, 1.12049e-29, 2.46618e-11, 1.12049e-29, 4.57351e-08, 1.12049e-29, 1.12049e-29, 1.12049e-29
0.457729, 0, 6.76223e-08, 5.30462e-29, 1.41421, -6.76223e-08, 0, 5.30462e-29, 5.30462e-29, 5.30462e-29, 5.30462e-29, 5.30462e-29, 5.30462e-29, 5.30462e-29, 5.30462e-29, 5.30462e-29, 2.23523e-10, 5.30462e-29, 5.30462e-29, 5.30462e-29, 4.09295e-11, 5.30462e-29, 6.73579e-08, 5.30462e-29, 5.30462e-29, 5.30462e-29
0.465613, 0, 9.88126e-08, 2.43107e-28, 1.41421, -9.88126e-08, 0, 2.43107e-28, 2.43107e-28, 2.43107e-28, 2.43107e-28, 2.43107e-28, 2.43107e-28, 2.43107e-28, 2.43107e-28, 2.43107e-28, 3.28126e-10, 2.43107e-28, 2.43107e-28, 2.43107e-28, 6.78661e-11, 2.43107e-28, 9.84166e-08, 2.43107e-28, 2.43107e-28, 2.43107e-28
0.473497, 0, 1.43261e-07, 1.82195e-27, 1.41421, -1.43261e-07, 0, 1.82195e-27, 1.82195e-27, 1.82195e-27, 1.82195e-27, 1.82195e-27, 1.82195e-27, 1.82195e-27, 1.82195e-27, 1.82195e-27, 4.78272e-10, 1.82195e-27, 1.82195e-27, 1.82195e-27, 1.12441e-10, 1.82195e-27, 1.4267e-07, 1.82195e-27, 1.82195e-27, 1.82195e-27
0.481381, 0, 2.06093e-07, 7.33421e-27, 1.41421, -2.06093e-07, 0, 7.33421e-27, 7.33421e-27, 7.33421e-27, 7.33421e-27, 7.33421e-27, 7.33421e-27, 7.33421e-27, 7.33421e-27, 7.33421e-27, 6.92272e-10, 7.33421e-27, 7.33421e-27, 7.33421e-27, 1.8583e-10, 7.33421e-27, 2.05215e-07, 7.33421e-27, 7.33421e-27, 7.33421e-27
0.489266, 0, 2.94215e-07, 2.82256e-26, 1.41421, -2.94215e-07, 0, 2.82256e-26, 2.82256e-26, 2.82256e-26, 2.82256e-26, 2.82256e-26, 4.25941e-13, 2.82256e-26, 2.82256e-26, 2.82256e-26, 9.95236e-10, 2.82256e-26, 2.82256e-26, 2.82256e-26, 3.06347e-10, 2.82256e-26, 2.92913e-07, 2.82256e-26, 2.82256e-26, 2.82256e-26
0.49715, 0, 4.16845e-07, 1.04019e-25, 1.41421, -4.16845e-07, 0, 1.04019e-25, 1.04019e-25, 1.04019e-25, 1.04019e-25, 1.04019e-25, 1.51989e-12, 1.04019e-25, 1.04019e-25, 1.04019e-25, 1.42133e-09, 1.04019e-25, 1.04019e-25, 1.04019e-25, 5.03386e-10, 1.04019e-25, 4.14919e-07, 1.04019e-25, 1.04019e-25, 1.04019e-25
0.505034, 0, 5.86187e-07, 3.70118e-25, 1.41421, -5.86187e-07, 0, 3.70118e-25, 3.70118e-25, 3.70118e-25, 3.70118e-25, 3.70118e-25, 4.23144e-12, 3.70118e-25, 3.70118e-25, 3.70118e-25, 2.01676e-09, 3.70118e-25, 3.70118e-25, 3.70118e-25, 8.23831e-10, 3.70118e-25, 5.83342e-07, 3.70118e-25, 3.70118e-25, 3.70118e-25
0.512918, 0, 8.19645e-07, 1.10876e-10, 1.41421, -8.19645e-07, 1.10876e-10, 1.10883e-10, 1.10913e-10, 5.87522e-10, 1.24075e-10, 1.2439e-10, 1.41849e-10, 1.97631e-10, 1.12772e-10, 6.80834e-10, 2.9545e-09, 1.11638e-10, 1.13129e-10, 1.10876e-10, 1.45264e-09, 1.10877e-10, 8.14256e-07, 1.10876e-10, 1.10876e-10, 1.1869e-10
0.520802, 0, 1.13884e-06, 3.9183e-10, 1.41421, -1.13884e-06, 3.9183e-10, 3.91856e-10, 3.91964e-10, 2.08268e-09, 4.38652e-10, 4.39772e-10, 4.89563e-10, 6.99585e-10, 3.98559e-10, 2.41369e-09, 4.37664e-09, 3.94535e-10, 3.99823e-10, 3.9183e-10, 2.56495e-09, 3.91834e-10, 1.12842e-06, 3.9183e-10, 3.9183e-10, 4.1955e-10
0.528687, 0, 1.57392e-06, 1.08361e-09, 1.41421, -1.57392e-06, 1.08361e-09, 1.08368e-09, 1.08398e-09, 5.76605e-09, 1.21327e-09, 1.21637e-09, 1.34296e-09, 1.93587e-09, 1.10224e-09, 6.68272e-09, 6.63392e-09, 1.0911e-09, 1.10574e-09, 1.08361e-09, 4.58086e-09, 1.08362e-09, 1.5531e-06, 1.08361e-09, 1.08361e-09, 1.16037e-09
0.536571, 0, 2.16648e-06, 2.73887e-09, 1.41421, -2.16648e-06, 2.73887e-09, 2.73905e-09, 2.73981e-09, 1.45798e-08, 3.06676e-09, 3.07461e-09, 3.37882e-09, 4.89406e-09, 2.78599e-09, 1.68978e-08, 1.0424e-08, 2.75781e-09, 2.79484e-09, 2.73887e-09, 8.32753e-09, 2.7389e-09, 2.12343e-06, 2.73887e-09, 2.73887e-09, 2.93299e-09
0.544455, 0, 2.97628e-06, 6.59188e-09, 1.41421, -2.97628e-06, 6.59188e-09, 6.59231e-09, 6.59413e-09, 3.50956e-08, 7.38118e-09, 7.40006e-09, 8.10415e-09, 1.17799e-08, 6.70531e-09, 4.06757e-08, 1.71709e-08, 6.63747e-09, 6.72661e-09, 6.59188e-09, 1.54542e-08, 6.59194e-09, 2.88519e-06, 6.59188e-09, 6.59188e-09, 7.05917e-09
0.552339, 0, 4.09352e-06, 1.53217e-08, 1.41421, -4.09352e-06, 1.53217e-08, 1.53227e-08, 1.53269e-08, 8.1584e-08, 1.71566e-08, 1.72005e-08, 1.89922e-08, 2.73822e-08, 1.55854e-08, 9.4556e-08, 2.9801e-08, 1.54277e-08, 1.56349e-08, 1.53217e-08, 2.92761e-08, 1.53218e-08, 3.89837e-06, 1.53217e-08, 1.53217e-08, 1.6408e-08
0.560223, 0, 5.66093e-06, 3.45836e-08, 1.41421, -5.66093e-06, 3.45836e-08, 3.45859e-08, 3.45954e-08, 1.84169e-07, 3.87259e-08, 3.88249e-08, 4.32374e-08, 6.181e-08, 3.51789e-08, 2.13453e-07, 5.42889e-08, 3.48229e-08, 3.52907e-08, 3.45836e-08, 5.63537e-08, 3.4584e-08, 5.24272e-06, 3.45836e-08, 3.45836e-08, 3.70359e-08
0.568108, 0, 7.91973e-06, 7.59809e-08, 1.41421, -7.91973e-06, 7.59809e-08, 7.59859e-08, 7.60069e-08, 4.04669e-07, 8.50827e-08, 8.53004e-08, 9.97571e-08, 1.35806e-07, 7.7289e-08, 4.69015e-07, 1.02648e-07, 7.65066e-08, 7.75346e-08, 7.59809e-08, 1.09645e-07, 7.59816e-08, 7.02685e-06, 7.59809e-08, 7.59809e-08, 8.13694e-08
0.575992, 0, 1.12803e-05, 1.62658e-07, 1.41421, -1.12803e-05, 1.62658e-07, 1.62668e-07, 1.62713e-07, 8.66401e-07, 1.82145e-07, 1.82611e-07, 2.20308e-07, 2.90747e-07, 1.65458e-07, 1.00417e-06, 1.98547e-07, 1.63783e-07, 1.65984e-07, 1.62658e-07, 2.14244e-07, 1.62659e-07, 9.40351e-06, 1.62658e-07, 1.62658e-07, 1.74195e-07
0.583876, 0, 1.64687e-05, 3.39489e-07, 1.41421, -1.64687e-05, 3.39489e-07, 3.39511e-07, 3.39605e-07, 1.80851e-06, 3.80168e-07, 3.81141e-07, 4.7149e-07, 6.06868e-07, 3.45335e-07, 2.09609e-06, 3.87525e-07, 3.41839e-07, 3.46433e-07, 3.39489e-07, 4.17822e-07, 3.39492e-07, 1.25957e-05, 3.39489e-07, 3.39489e-07, 3.63572e-07
0.59176, 0, 2.47726e-05, 6.9103e-07, 1.41421, -2.47726e-05, 6.9103e-07, 6.91076e-07, 6.91266e-07, 3.68164e-06, 7.73844e-07, 7.75825e-07, 9.82657e-07, 1.23536e-06, 7.02932e-07, 4.2671e-06, 7.5498e-07, 6.95814e-07, 7.05167e-07, 6.9103e-07, 8.08898e-07, 6.91037e-07, 1.69404e-05, 6.9103e-07, 6.9103e-07, 7.40058e-07
0.599644, 0, 3.84653e-05, 1.37215e-06, 1.41421, -3.84653e-05, 1.37215e-06, 1.37225e-06, 1.37262e-06, 7.31134e-06, 1.53662e-06, 1.54055e-06, 1.99909e-06, 2.45316e-06, 1.39579e-06, 8.47404e-06, 1.45684e-06, 1.38165e-06, 1.40023e-06, 1.37215e-06, 1.54794e-06, 1.37217e-06, 2.29638e-05, 1.37215e-06, 1.37215e-06, 1.46952e-06
0.607529, 0, 6.1512e-05, 2.65853e-06, 1.41421, -6.1512e-05, 2.65853e-06, 2.6587e-06, 2.65944e-06, 1.41672e-05, 2.97722e-06, 2.98484e-06, 3.97686e-06, 4.75325e-06, 2.70433e-06, 1.64203e-05, 2.77011e-06, 2.67693e-06, 2.71293e-06, 2.65853e-06, 2.91844e-06, 2.65855e-06, 3.15036e-05, 2.65853e-06, 2.65853e-06, 2.8472e-06
0.615413, 0, 0.000100707, 5.02676e-06, 1.41421, -0.000100707, 5.02676e-06, 5.02709e-06, 5.02848e-06, 2.67906e-05, 5.62943e-06, 5.64384e-06, 7.749e-06, 8.98803e-06, 5.11337e-06, 3.10512e-05, 5.17307e-06, 5.06157e-06, 5.12964e-06, 5.02676e-06, 5.40798e-06, 5.02681e-06, 4.39048e-05, 5.02676e-06, 5.02676e-06, 5.38355e-06
0.623297, 0, 0.000167442, 9.27756e-06, 1.41421, -0.000167442, 9.27756e-06, 9.27817e-06, 9.28073e-06, 4.94512e-05, 1.039e-05, 1.04166e-05, 1.47964e-05, 1.65897e-05, 9.43744e-06, 5.7316e-05, 9.46852e-06, 9.34181e-06, 9.46746e-06, 9.27756e-06, 9.83255e-06, 9.27765e-06, 6.23245e-05, 9.27756e-06, 9.27756e-06, 9.93616e-06
0.631181, 0, 0.000280378, 1.67174e-05, 1.41421, -0.000280378, 1.67174e-05, 1.67185e-05, 1.67231e-05, 8.91171e-05, 1.87222e-05, 1.87702e-05, 2.7699e-05, 2.9895e-05, 1.70055e-05, 0.000103291, 1.69656e-05, 1.68332e-05, 1.70596e-05, 1.67174e-05, 1.752e-05, 1.67175e-05, 9.01976e-05, 1.67174e-05, 1.67174e-05, 1.79043e-05
